Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa)
86,-70.504779,0,0,0,0,0,0,0,0,0,0,-2.3491242,-37.709299,-0.4663986,0,0,0,-3.5383698,0,0
87,-70.414233,0,0,0,0,0,0,0,0,0,0,-2.3461074,-37.660871,-0.46579963,0,0,0,-3.5338257,0,0
88,-70.323688,0,0,0,0,0,0,0,0,0,0,-2.3430905,-37.612443,-0.46520066,0,0,0,-3.5292816,0,0
89,-70.233143,0,0,0,0,0,0,0,0,0,0,-2.3400737,-37.564015,-0.46460169,0,0,0,-3.5247374,0,0
90,-70.142597,0,0,0,0,0,0,0,0,0,0,-2.3370568,-37.515587,-0.46400272,0,0,0,-3.5201933,0,0
91,-70.052052,0,0,0,0,0,0,0,0,0,0,-2.3340399,-37.467159,-0.46340375,0,0,0,-3.5156491,0,0
92,-69.961506,0,0,0,0,0,0,0,0,0,0,-2.3310231,-37.418731,-0.46280478,0,0,0,-3.511105,0,0
93,-69.870961,0,0,0,0,0,0,0,0,0,0,-2.3280062,-37.370303,-0.46220581,0,0,0,-3.5065609,0,0
94,-69.780415,0,0,0,0,0,0,0,0,0,0,-2.3249894,-37.321875,-0.46160684,0,0,0,-3.5020167,0,0
95,-69.68987,0,0,0,0,0,0,0,0,0,0,-2.3219725,-37.273447,-0.46100787,0,0,0,-3.4974726,0,0
96,-69.599324,0,0,0,0,0,0,0,0,0,0,-2.3189557,-37.225019,-0.4604089,0,0,0,-3.4929285,0,0
97,-69.508779,0,0,0,0,0,0,0,0,0,0,-2.3159388,-37.176591,-0.45980993,0,0,0,-3.4883843,0,0
98,-69.418233,0,0,0,0,0,0,0,0,0,0,-2.312922,-37.128163,-0.45921096,0,0,0,-3.4838402,0,0
99,-69.327688,0,0,0,0,0,0,0,0,0,0,-2.3099051,-37.079735,-0.45861199,0,0,0,-3.4792961,0,0
100,-69.237143,0,0,0,0,0,0,0,0,0,0,-2.3068883,-37.031307,-0.45801302,0,0,0,-3.4747519,0,0
101,-69.146597,0,0,0,0,0,0,0,0,0,0,-2.3038714,-36.982879,-0.45741405,0,0,0,-3.4702078,0,0
102,-69.056052,0,0,0,0,0,0,0,0,0,0,-2.3008546,-36.934451,-0.45681508,0,0,0,-3.4656637,0,0
103,-68.965506,0,0,0,0,0,0,0,0,0,0,-2.2978377,-36.886023,-0.45621611,0,0,0,-3.4611195,0,0
104,-68.874961,0,0,0,0,0,0,0,0,0,0,-2.2948209,-36.837595,-0.45561714,0,0,0,-3.4565754,0,0
105,-68.784415,0,0,0,0,0,0,0,0,0,0,-2.291804,-36.789167,-0.45501817,0,0,0,-3.4520312,0,0
106,-68.69387,0,0,0,0,0,0,0,0,0,0,-2.2887872,-36.740739,-0.4544192,0,0,0,-3.4474871,0,0
107,-68.603324,0,0,0,0,0,0,0,0,0,0,-2.2857703,-36.692311,-0.45382023,0,0,0,-3.442943,0,0
108,-68.512779,0,0,0,0,0,0,0,0,0,0,-2.2827535,-36.643883,-0.45322125,0,0,0,-3.4383988,0,0
109,-68.422234,0,0,0,0,0,0,0,0,0,0,-2.2797366,-36.595455,-0.45262228,0,0,0,-3.4338547,0,0
110,-68.331688,0,0,0,0,0,0,0,0,0,0,-2.2767198,-36.547027,-0.45202331,0,0,0,-3.4293106,0,0
111,-68.241143,0,0,0,0,0,0,0,0,0,0,-2.2737029,-36.498599,-0.45142434,0,0,0,-3.4247664,0,0
112,-68.150597,0,0,0,0,0,0,0,0,0,0,-2.270686,-36.450171,-0.45082537,0,0,0,-3.4202223,0,0
113,-68.060052,0,0,0,0,0,0,0,0,0,0,-2.2676692,-36.401743,-0.4502264,0,0,0,-3.4156782,0,0
114,-67.969506,0,0,0,0,0,0,0,0,0,0,-2.2646523,-36.353315,-0.44962743,0,0,0,-3.411134,0,0
115,-67.878961,0,0,0,0,0,0,0,0,0,0,-2.2616355,-36.304887,-0.44902846,0,0,0,-3.4065899,0,0
116,-67.788415,0,0,0,0,0,0,0,0,0,0,-2.2586186,-36.256459,-0.44842949,0,0,0,-3.4020458,0,0
117,-67.69787,0,0,0,0,0,0,0,0,0,0,-2.2556018,-36.208031,-0.44783052,0,0,0,-3.3975016,0,0
118,-67.607324,0,0,0,0,0,0,0,0,0,0,-2.2525849,-36.159603,-0.44723155,0,0,0,-3.3929575,0,0
119,-67.516779,0,0,0,0,0,0,0,0,0,0,-2.2495681,-36.111175,-0.44663258,0,0,0,-3.3884133,0,0
120,-67.426234,0,0,0,0,0,0,0,0,0,0,-2.2465512,-36.062747,-0.44603361,0,0,0,-3.3838692,0,0
121,-67.335688,0,0,0,0,0,0,0,0,0,0,-2.2435344,-36.014319,-0.44543464,0,0,0,-3.3793251,0,0
122,-67.245143,0,0,0,0,0,0,0,0,0,0,-2.2405175,-35.965891,-0.44483567,0,0,0,-3.3747809,0,0
123,-67.154597,0,0,0,0,0,0,0,0,0,0,-2.2375007,-35.917463,-0.4442367,0,0,0,-3.3702368,0,0
124,-67.064052,0,0,0,0,0,0,0,0,0,0,-2.2344838,-35.869035,-0.44363773,0,0,0,-3.3656927,0,0
125,-66.973506,0,0,0,0,0,0,0,0,0,0,-2.231467,-35.820607,-0.44303876,0,0,0,-3.3611485,0,0
126,-66.882961,0,0,0,0,0,0,0,0,0,0,-2.2284501,-35.772179,-0.44243979,0,0,0,-3.3566044,0,0
127,-66.792415,0,0,0,0,0,0,0,0,0,0,-2.2254333,-35.723751,-0.44184082,0,0,0,-3.3520603,0,0
128,-66.70187,0,0,0,0,0,0,0,0,0,0,-2.2224164,-35.675323,-0.44124185,0,0,0,-3.3475161,0,0
129,-66.611324,0,0,0,0,0,0,0,0,0,0,-2.2193996,-35.626895,-0.44064288,0,0,0,-3.342972,0,0
130,-66.520779,0,0,0,0,0,0,0,0,0,0,-2.2163827,-35.578467,-0.44004391,0,0,0,-3.3384278,0,0
131,-66.430234,0,0,0,0,0,0,0,0,0,0,-2.2133659,-35.530039,-0.43944494,0,0,0,-3.3338837,0,0
132,-66.339688,0,0,0,0,0,0,0,0,0,0,-2.210349,-35.481611,-0.43884597,0,0,0,-3.3293396,0,0
133,-66.249143,0,0,0,0,0,0,0,0,0,0,-2.2073321,-35.433183,-0.438247,0,0,0,-3.3247954,0,0
134,-66.158597,0,0,0,0,0,0,0,0,0,0,-2.2043153,-35.384755,-0.43764803,0,0,0,-3.3202513,0,0
135,-66.068052,0,0,0,0,0,0,0,0,0,0,-2.2012984,-35.336327,-0.43704906,0,0,0,-3.3157072,0,0
136,-65.977506,0,0,0,0,0,0,0,0,0,0,-2.1982816,-35.287899,-0.43645009,0,0,0,-3.311163,0,0
137,-65.886961,0,0,0,0,0,0,0,0,0,0,-2.1952647,-35.239471,-0.43585111,0,0,0,-3.3066189,0,0
138,-65.796415,0,0,0,0,0,0,0,0,0,0,-2.1922479,-35.191043,-0.43525214,0,0,0,-3.3020748,0,0
139,-65.70587,0,0,0,0,0,0,0,0,0,0,-2.189231,-35.142615,-0.43465317,0,0,0,-3.2975306,0,0
140,-65.615325,0,0,0,0,0,0,0,0,0,0,-2.1862142,-35.094187,-0.4340542,0,0,0,-3.2929865,0,0
141,-65.524739,0,0,0,0,0,0,0,0,0,0,-2.183196,-35.045737,-0.43345497,0,0,0,-3.2884403,0,0
142,-65.237437,0,0,0,0,0,0,0,0,0,0,-2.1736235,-34.892075,-0.43155443,0,0,0,-3.2740217,0,0
143,-64.950136,0,0,0,0,0,0,0,0,0,0,-2.164051,-34.738412,-0.42965389,0,0,0,-3.2596032,0,0
144,-64.662834,0,0,0,0,0,0,0,0,0,0,-2.1544785,-34.58475,-0.42775335,0,0,0,-3.2451846,0,0
145,-64.375533,0,0,0,0,0,0,0,0,0,0,-2.144906,-34.431087,-0.42585281,0,0,0,-3.230766,0,0
146,-64.088231,0,0,0,0,0,0,0,0,0,0,-2.1353335,-34.277425,-0.42395228,0,0,0,-3.2163474,0,0
147,-63.80093,0,0,0,0,0,0,0,0,0,0,-2.125761,-34.123762,-0.42205174,0,0,0,-3.2019288,0,0
148,-63.513628,0,0,0,0,0,0,0,0,0,0,-2.1161885,-33.9701,-0.4201512,0,0,0,-3.1875103,0,0
149,-63.226327,0,0,0,0,0,0,0,0,0,0,-2.106616,-33.816437,-0.41825066,0,0,0,-3.1730917,0,0
150,-62.939025,0,0,0,0,0,0,0,0,0,0,-2.0970435,-33.662775,-0.41635012,0,0,0,-3.1586731,0,0
151,-62.651724,0,0,0,0,0,0,0,0,0,0,-2.087471,-33.509113,-0.41444959,0,0,0,-3.1442545,0,0
152,-62.364422,0,0,0,0,0,0,0,0,0,0,-2.0778985,-33.35545,-0.41254905,0,0,0,-3.1298359,0,0
153,-62.077121,0,0,0,0,0,0,0,0,0,0,-2.068326,-33.201788,-0.41064851,0,0,0,-3.1154174,0,0
154,-61.789819,0,0,0,0,0,0,0,0,0,0,-2.0587535,-33.048125,-0.40874797,0,0,0,-3.1009988,0,0
155,-61.502518,0,0,0,0,0,0,0,0,0,0,-2.049181,-32.894463,-0.40684743,0,0,0,-3.0865802,0,0
156,-61.215217,0,0,0,0,0,0,0,0,0,0,-2.0396085,-32.7408,-0.4049469,0,0,0,-3.0721616,0,0
157,-60.927915,0,0,0,0,0,0,0,0,0,0,-2.030036,-32.587138,-0.40304636,0,0,0,-3.057743,0,0
158,-60.640614,0,0,0,0,0,0,0,0,0,0,-2.0204635,-32.433475,-0.40114582,0,0,0,-3.0433244,0,0
159,-60.353312,0,0,0,0,0,0,0,0,0,0,-2.010891,-32.279813,-0.39924528,0,0,0,-3.0289059,0,0
160,-60.066011,0,0,0,0,0,0,0,0,0,0,-2.0013185,-32.126151,-0.39734475,0,0,0,-3.0144873,0,0
161,-59.778709,0,0,0,0,0,0,0,0,0,0,-1.991746,-31.972488,-0.39544421,0,0,0,-3.0000687,0,0
162,-59.491408,0,0,0,0,0,0,0,0,0,0,-1.9821735,-31.818826,-0.39354367,0,0,0,-2.9856501,0,0
163,-59.204106,0,0,0,0,0,0,0,0,0,0,-1.972601,-31.665163,-0.39164313,0,0,0,-2.9712315,0,0
164,-58.916805,0,0,0,0,0,0,0,0,0,0,-1.9630285,-31.511501,-0.38974259,0,0,0,-2.956813,0,0
165,-58.629503,0,0,0,0,0,0,0,0,0,0,-1.953456,-31.357838,-0.38784206,0,0,0,-2.9423944,0,0
166,-58.342202,0,0,0,0,0,0,0,0,0,0,-1.9438835,-31.204176,-0.38594152,0,0,0,-2.9279758,0,0
167,-58.0549,0,0,0,0,0,0,0,0,0,0,-1.934311,-31.050513,-0.38404098,0,0,0,-2.9135572,0,0
168,-57.767599,0,0,0,0,0,0,0,0,0,0,-1.9247385,-30.896851,-0.38214044,0,0,0,-2.8991386,0,0
169,-57.480297,0,0,0,0,0,0,0,0,0,0,-1.915166,-30.743189,-0.3802399,0,0,0,-2.8847201,0,0
170,-57.192996,0,0,0,0,0,0,0,0,0,0,-1.9055935,-30.589526,-0.37833937,0,0,0,-2.8703015,0,0
171,-56.905694,0,0,0,0,0,0,0,0,0,0,-1.896021,-30.435864,-0.37643883,0,0,0,-2.8558829,0,0
172,-56.618393,0,0,0,0,0,0,0,0,0,0,-1.8864485,-30.282201,-0.37453829,0,0,0,-2.8414643,0,0
173,-56.331092,0,0,0,0,0,0,0,0,0,0,-1.876876,-30.128539,-0.37263775,0,0,0,-2.8270457,0,0
174,-56.04379,0,0,0,0,0,0,0,0,0,0,-1.8673036,-29.974876,-0.37073721,0,0,0,-2.8126272,0,0
175,-55.756489,0,0,0,0,0,0,0,0,0,0,-1.8577311,-29.821214,-0.36883668,0,0,0,-2.7982086,0,0
176,-55.469187,0,0,0,0,0,0,0,0,0,0,-1.8481586,-29.667551,-0.36693614,0,0,0,-2.78379,0,0
177,-55.181886,0,0,0,0,0,0,0,0,0,0,-1.8385861,-29.513889,-0.3650356,0,0,0,-2.7693714,0,0
178,-54.894584,0,0,0,0,0,0,0,0,0,0,-1.8290136,-29.360226,-0.36313506,0,0,0,-2.7549528,0,0
179,-54.607283,0,0,0,0,0,0,0,0,0,0,-1.8194411,-29.206564,-0.36123453,0,0,0,-2.7405343,0,0
180,-54.319981,0,0,0,0,0,0,0,0,0,0,-1.8098686,-29.052902,-0.35933399,0,0,0,-2.7261157,0,0
181,-54.03268,0,0,0,0,0,0,0,0,0,0,-1.8002961,-28.899239,-0.35743345,0,0,0,-2.7116971,0,0
182,-53.745378,0,0,0,0,0,0,0,0,0,0,-1.7907236,-28.745577,-0.35553291,0,0,0,-2.6972785,0,0
183,-53.458077,0,0,0,0,0,0,0,0,0,0,-1.7811511,-28.591914,-0.35363237,0,0,0,-2.6828599,0,0
184,-53.170775,0,0,0,0,0,0,0,0,0,0,-1.7715786,-28.438252,-0.35173184,0,0,0,-2.6684413,0,0
185,-52.883474,0,0,0,0,0,0,0,0,0,0,-1.7620061,-28.284589,-0.3498313,0,0,0,-2.6540228,0,0
186,-52.596172,0,0,0,0,0,0,0,0,0,0,-1.7524336,-28.130927,-0.34793076,0,0,0,-2.6396042,0,0
187,-52.308871,0,0,0,0,0,0,0,0,0,0,-1.7428611,-27.977264,-0.34603022,0,0,0,-2.6251856,0,0
188,-52.021569,0,0,0,0,0,0,0,0,0,0,-1.7332886,-27.823602,-0.34412968,0,0,0,-2.610767,0,0
189,-51.734268,0,0,0,0,0,0,0,0,0,0,-1.7237161,-27.66994,-0.34222915,0,0,0,-2.5963484,0,0
190,-51.446967,0,0,0,0,0,0,0,0,0,0,-1.7141436,-27.516277,-0.34032861,0,0,0,-2.5819299,0,0
191,-51.159665,0,0,0,0,0,0,0,0,0,0,-1.7045711,-27.362615,-0.33842807,0,0,0,-2.5675113,0,0
192,-50.872364,0,0,0,0,0,0,0,0,0,0,-1.6949986,-27.208952,-0.33652753,0,0,0,-2.5530927,0,0
193,-50.585062,0,0,0,0,0,0,0,0,0,0,-1.6854261,-27.05529,-0.334627,0,0,0,-2.5386741,0,0
194,-50.297761,0,0,0,0,0,0,0,0,0,0,-1.6758536,-26.901627,-0.33272646,0,0,0,-2.5242555,0,0
195,-50.010459,0,0,0,0,0,0,0,0,0,0,-1.6662811,-26.747965,-0.33082592,0,0,0,-2.509837,0,0
196,-49.723158,0,0,0,0,0,0,0,0,0,0,-1.6567086,-26.594302,-0.32892538,0,0,0,-2.4954184,0,0
197,-49.435856,0,0,0,0,0,0,0,0,0,0,-1.6471361,-26.44064,-0.32702484,0,0,0,-2.4809998,0,0
198,-49.148555,0,0,0,0,0,0,0,0,0,0,-1.6375636,-26.286978,-0.32512431,0,0,0,-2.4665812,0,0
199,-48.861253,0,0,0,0,0,0,0,0,0,0,-1.6279911,-26.133315,-0.32322377,0,0,0,-2.4521626,0,0
200,-48.573952,0,0,0,0,0,0,0,0,0,0,-1.6184186,-25.979653,-0.32132323,0,0,0,-2.4377441,0,0
201,-48.28665,0,0,0,0,0,0,0,0,0,0,-1.6088461,-25.82599,-0.31942269,0,0,0,-2.4233255,0,0
202,-47.999349,0,0,0,0,0,0,0,0,0,0,-1.5992736,-25.672328,-0.31752215,0,0,0,-2.4089069,0,0
203,-47.712047,0,0,0,0,0,0,0,0,0,0,-1.5897011,-25.518665,-0.31562162,0,0,0,-2.3944883,0,0
204,-47.424746,0,0,0,0,0,0,0,0,0,0,-1.5801286,-25.365003,-0.31372108,0,0,0,-2.3800697,0,0
205,-47.137445,0,0,0,0,0,0,0,0,0,0,-1.5705561,-25.21134,-0.31182054,0,0,0,-2.3656512,0,0
206,-46.850143,0,0,0,0,0,0,0,0,0,0,-1.5609836,-25.057678,-0.30992,0,0,0,-2.3512326,0,0
