Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa)
13,-3.5009839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098838129,-1.0128618,-0.9905047,-0.016973617,0,0,0,0,0,0,-0.069632776,-0.51922549,-1.9002723,-2.5017341,-0.12297569,0,0,0,0,0,0,-0.012600204,-0.12469122,-0.3350013,-0.19369322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,-3.4923674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098594872,-1.010369,-0.98806691,-0.016931843,0,0,0,0,0,0,-0.069461399,-0.51794759,-1.8955954,-2.4955769,-0.12267303,0,0,0,0,0,0,-0.012569193,-0.12438433,-0.33417681,-0.19321651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-3.4837509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098351616,-1.0078762,-0.98562912,-0.016890068,0,0,0,0,0,0,-0.069290021,-0.51666969,-1.8909186,-2.4894197,-0.12237037,0,0,0,0,0,0,-0.012538182,-0.12407745,-0.33335231,-0.1927398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-3.4751344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098108359,-1.0053834,-0.98319133,-0.016848293,0,0,0,0,0,0,-0.069118644,-0.5153918,-1.8862417,-2.4832625,-0.1220677,0,0,0,0,0,0,-0.012507171,-0.12377056,-0.33252782,-0.19226309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-3.4665179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.097865103,-1.0028906,-0.98075354,-0.016806518,0,0,0,0,0,0,-0.068947267,-0.5141139,-1.8815648,-2.4771054,-0.12176504,0,0,0,0,0,0,-0.01247616,-0.12346368,-0.33170333,-0.19178638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-3.4579015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.097621846,-1.0003977,-0.97831575,-0.016764743,0,0,0,0,0,0,-0.068775889,-0.512836,-1.8768879,-2.4709482,-0.12146238,0,0,0,0,0,0,-0.012445148,-0.12315679,-0.33087884,-0.19130967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,-3.449285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09737859,-0.99790492,-0.97587796,-0.016722969,0,0,0,0,0,0,-0.068604512,-0.51155811,-1.8722111,-2.464791,-0.12115971,0,0,0,0,0,0,-0.012414137,-0.12284991,-0.33005435,-0.19083296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-3.4406685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.097135333,-0.9954121,-0.97344017,-0.016681194,0,0,0,0,0,0,-0.068433134,-0.51028021,-1.8675342,-2.4586339,-0.12085705,0,0,0,0,0,0,-0.012383126,-0.12254302,-0.32922985,-0.19035625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-3.432052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096892077,-0.99291929,-0.97100238,-0.016639419,0,0,0,0,0,0,-0.068261757,-0.50900231,-1.8628573,-2.4524767,-0.12055439,0,0,0,0,0,0,-0.012352115,-0.12223614,-0.32840536,-0.18987954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,-3.4234355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09664882,-0.99042647,-0.96856459,-0.016597644,0,0,0,0,0,0,-0.068090379,-0.50772441,-1.8581804,-2.4463195,-0.12025173,0,0,0,0,0,0,-0.012321104,-0.12192925,-0.32758087,-0.18940283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-3.414819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096405564,-0.98793366,-0.9661268,-0.01655587,0,0,0,0,0,0,-0.067919002,-0.50644652,-1.8535036,-2.4401624,-0.11994906,0,0,0,0,0,0,-0.012290093,-0.12162237,-0.32675638,-0.18892612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-3.4062026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.096162307,-0.98544084,-0.963689,-0.016514095,0,0,0,0,0,0,-0.067747625,-0.50516862,-1.8488267,-2.4340052,-0.1196464,0,0,0,0,0,0,-0.012259082,-0.12131548,-0.32593189,-0.18844941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-3.3975861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.095919051,-0.98294803,-0.96125121,-0.01647232,0,0,0,0,0,0,-0.067576247,-0.50389072,-1.8441498,-2.427848,-0.11934374,0,0,0,0,0,0,-0.012228071,-0.1210086,-0.3251074,-0.1879727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-3.3889696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.095675794,-0.98045521,-0.95881342,-0.016430545,0,0,0,0,0,0,-0.06740487,-0.50261283,-1.8394729,-2.4216909,-0.11904107,0,0,0,0,0,0,-0.012197059,-0.12070171,-0.3242829,-0.18749599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,-3.3803531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.095432538,-0.9779624,-0.95637563,-0.01638877,0,0,0,0,0,0,-0.067233492,-0.50133493,-1.8347961,-2.4155337,-0.11873841,0,0,0,0,0,0,-0.012166048,-0.12039483,-0.32345841,-0.18701928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-3.3717366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.095189281,-0.97546958,-0.95393784,-0.016346996,0,0,0,0,0,0,-0.067062115,-0.50005703,-1.8301192,-2.4093765,-0.11843575,0,0,0,0,0,0,-0.012135037,-0.12008794,-0.32263392,-0.18654257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,-3.3631202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094946025,-0.97297677,-0.95150005,-0.016305221,0,0,0,0,0,0,-0.066890737,-0.49877913,-1.8254423,-2.4032194,-0.11813309,0,0,0,0,0,0,-0.012104026,-0.11978106,-0.32180943,-0.18606586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-3.3545037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094702768,-0.97048395,-0.94906226,-0.016263446,0,0,0,0,0,0,-0.06671936,-0.49750124,-1.8207654,-2.3970622,-0.11783042,0,0,0,0,0,0,-0.012073015,-0.11947417,-0.32098494,-0.18558915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,-3.3458872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094459512,-0.96799114,-0.94662447,-0.016221671,0,0,0,0,0,0,-0.066547983,-0.49622334,-1.8160886,-2.390905,-0.11752776,0,0,0,0,0,0,-0.012042004,-0.11916729,-0.32016044,-0.18511244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,-3.3372707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094216256,-0.96549832,-0.94418668,-0.016179896,0,0,0,0,0,0,-0.066376605,-0.49494544,-1.8114117,-2.3847478,-0.1172251,0,0,0,0,0,0,-0.012010993,-0.1188604,-0.31933595,-0.18463573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-3.3286542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.093972999,-0.9630055,-0.94174889,-0.016138122,0,0,0,0,0,0,-0.066205228,-0.49366755,-1.8067348,-2.3785907,-0.11692243,0,0,0,0,0,0,-0.011979982,-0.11855352,-0.31851146,-0.18415902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,-3.3200377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.093729743,-0.96051269,-0.93931109,-0.016096347,0,0,0,0,0,0,-0.06603385,-0.49238965,-1.8020579,-2.3724335,-0.11661977,0,0,0,0,0,0,-0.01194897,-0.11824663,-0.31768697,-0.18368231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-3.3114213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.093486486,-0.95801987,-0.9368733,-0.016054572,0,0,0,0,0,0,-0.065862473,-0.49111175,-1.7973811,-2.3662763,-0.11631711,0,0,0,0,0,0,-0.011917959,-0.11793975,-0.31686248,-0.1832056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,-3.3028048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09324323,-0.95552706,-0.93443551,-0.016012797,0,0,0,0,0,0,-0.065691095,-0.48983385,-1.7927042,-2.3601192,-0.11601444,0,0,0,0,0,0,-0.011886948,-0.11763286,-0.31603798,-0.18272889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,-3.2941883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.092999973,-0.95303424,-0.93199772,-0.015971022,0,0,0,0,0,0,-0.065519718,-0.48855596,-1.7880273,-2.353962,-0.11571178,0,0,0,0,0,0,-0.011855937,-0.11732598,-0.31521349,-0.18225218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,-3.2855718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.092756717,-0.95054143,-0.92955993,-0.015929248,0,0,0,0,0,0,-0.06534834,-0.48727806,-1.7833504,-2.3478048,-0.11540912,0,0,0,0,0,0,-0.011824926,-0.11701909,-0.314389,-0.18177547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,-3.2769553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09251346,-0.94804861,-0.92712214,-0.015887473,0,0,0,0,0,0,-0.065176963,-0.48600016,-1.7786736,-2.3416477,-0.11510646,0,0,0,0,0,0,-0.011793915,-0.11671221,-0.31356451,-0.18129876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-3.2683388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.092270204,-0.9455558,-0.92468435,-0.015845698,0,0,0,0,0,0,-0.065005586,-0.48472226,-1.7739967,-2.3354905,-0.11480379,0,0,0,0,0,0,-0.011762904,-0.11640532,-0.31274002,-0.18082205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,-3.2597224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.092026947,-0.94306298,-0.92224656,-0.015803923,0,0,0,0,0,0,-0.064834208,-0.48344437,-1.7693198,-2.3293333,-0.11450113,0,0,0,0,0,0,-0.011731893,-0.11609844,-0.31191552,-0.18034534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,-3.2511059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091783691,-0.94057017,-0.91980877,-0.015762148,0,0,0,0,0,0,-0.064662831,-0.48216647,-1.7646429,-2.3231762,-0.11419847,0,0,0,0,0,0,-0.011700881,-0.11579155,-0.31109103,-0.17986863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,-3.2424894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091540434,-0.93807735,-0.91737098,-0.015720374,0,0,0,0,0,0,-0.064491453,-0.48088857,-1.7599661,-2.317019,-0.1138958,0,0,0,0,0,0,-0.01166987,-0.11548467,-0.31026654,-0.17939192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,-3.2338729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091297178,-0.93558454,-0.91493319,-0.015678599,0,0,0,0,0,0,-0.064320076,-0.47961068,-1.7552892,-2.3108618,-0.11359314,0,0,0,0,0,0,-0.011638859,-0.11517778,-0.30944205,-0.17891521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,-3.2252564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091053921,-0.93309172,-0.91249539,-0.015636824,0,0,0,0,0,0,-0.064148698,-0.47833278,-1.7506123,-2.3047047,-0.11329048,0,0,0,0,0,0,-0.011607848,-0.1148709,-0.30861756,-0.1784385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,-3.2166399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.090810665,-0.9305989,-0.9100576,-0.015595049,0,0,0,0,0,0,-0.063977321,-0.47705488,-1.7459354,-2.2985475,-0.11298782,0,0,0,0,0,0,-0.011576837,-0.11456401,-0.30779306,-0.17796179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,-3.2080235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.090567408,-0.92810609,-0.90761981,-0.015553274,0,0,0,0,0,0,-0.063805944,-0.47577698,-1.7412586,-2.2923903,-0.11268515,0,0,0,0,0,0,-0.011545826,-0.11425713,-0.30696857,-0.17748508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,-3.199407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.090324152,-0.92561327,-0.90518202,-0.0155115,0,0,0,0,0,0,-0.063634566,-0.47449909,-1.7365817,-2.2862331,-0.11238249,0,0,0,0,0,0,-0.011514815,-0.11395024,-0.30614408,-0.17700837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,-3.1907905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.090080895,-0.92312046,-0.90274423,-0.015469725,0,0,0,0,0,0,-0.063463189,-0.47322119,-1.7319048,-2.280076,-0.11207983,0,0,0,0,0,0,-0.011483804,-0.11364336,-0.30531959,-0.17653166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,-3.182174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.089837639,-0.92062764,-0.90030644,-0.01542795,0,0,0,0,0,0,-0.063291811,-0.47194329,-1.7272279,-2.2739188,-0.11177716,0,0,0,0,0,0,-0.011452793,-0.11333647,-0.3044951,-0.17605495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,-3.1735575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.089594382,-0.91813483,-0.89786865,-0.015386175,0,0,0,0,0,0,-0.063120434,-0.4706654,-1.7225511,-2.2677616,-0.1114745,0,0,0,0,0,0,-0.011421781,-0.11302959,-0.30367061,-0.17557824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,-3.164941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.089351126,-0.91564201,-0.89543086,-0.0153444,0,0,0,0,0,0,-0.062949056,-0.4693875,-1.7178742,-2.2616045,-0.11117184,0,0,0,0,0,0,-0.01139077,-0.1127227,-0.30284611,-0.17510153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,-3.1563246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.089107869,-0.9131492,-0.89299307,-0.015302626,0,0,0,0,0,0,-0.062777679,-0.4681096,-1.7131973,-2.2554473,-0.11086918,0,0,0,0,0,0,-0.011359759,-0.11241582,-0.30202162,-0.17462482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-3.1477081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.088864613,-0.91065638,-0.89055528,-0.015260851,0,0,0,0,0,0,-0.062606302,-0.4668317,-1.7085204,-2.2492901,-0.11056651,0,0,0,0,0,0,-0.011328748,-0.11210893,-0.30119713,-0.17414811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,-3.1390916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.088621356,-0.90816357,-0.88811748,-0.015219076,0,0,0,0,0,0,-0.062434924,-0.46555381,-1.7038436,-2.243133,-0.11026385,0,0,0,0,0,0,-0.011297737,-0.11180205,-0.30037264,-0.1736714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,-3.1304751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0883781,-0.90567075,-0.88567969,-0.015177301,0,0,0,0,0,0,-0.062263547,-0.46427591,-1.6991667,-2.2369758,-0.10996119,0,0,0,0,0,0,-0.011266726,-0.11149516,-0.29954815,-0.17319469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,-3.1218586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.088134843,-0.90317793,-0.8832419,-0.015135526,0,0,0,0,0,0,-0.062092169,-0.46299801,-1.6944898,-2.2308186,-0.10965852,0,0,0,0,0,0,-0.011235715,-0.11118827,-0.29872365,-0.17271798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
