Time (ms),Stress at 0.00 mm (kPa),Stress at 0.26 mm (kPa),Stress at 0.46 mm (kPa),Stress at 0.65 mm (kPa),Stress at 0.85 mm (kPa),Stress at 1.06 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.45 mm (kPa),Stress at 1.65 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.45 mm (kPa),Stress at 2.65 mm (kPa),Stress at 2.85 mm (kPa),Stress at 3.05 mm (kPa),Stress at 3.25 mm (kPa),Stress at 3.45 mm (kPa),Stress at 3.65 mm (kPa),Stress at 3.85 mm (kPa)
4079,345.89679,310.40368,280.54647,248.50433,215.58302,174.66175,146.53208,116.54705,88.50821,70.881336,49.437257,34.207102,20.660341,12.609227,4.414133,0.21732334,0,0,0,0
4080,345.74235,310.26508,280.4212,248.39336,215.48676,174.58377,146.46665,116.49501,88.46869,70.849686,49.415183,34.191828,20.651116,12.603597,4.412162,0.2172263,0,0,0,0
4081,345.5879,310.12648,280.29593,248.2824,215.3905,174.50578,146.40122,116.44297,88.42917,70.818037,49.393108,34.176554,20.641891,12.597967,4.410191,0.21712926,0,0,0,0
4082,345.43345,309.98788,280.17067,248.17144,215.29423,174.42779,146.33579,116.39093,88.389649,70.786387,49.371034,34.16128,20.632666,12.592337,4.4082201,0.21703223,0,0,0,0
4083,345.279,309.84928,280.0454,248.06048,215.19797,174.3498,146.27036,116.33889,88.350129,70.754738,49.34896,34.146006,20.62344,12.586706,4.4062491,0.21693519,0,0,0,0
4084,345.12456,309.71068,279.92013,247.94952,215.10171,174.27181,146.20493,116.28685,88.310609,70.723088,49.326885,34.130732,20.614215,12.581076,4.4042781,0.21683815,0,0,0,0
4085,344.97011,309.57208,279.79486,247.83856,215.00545,174.19382,146.13951,116.23481,88.271089,70.691439,49.304811,34.115459,20.60499,12.575446,4.4023072,0.21674111,0,0,0,0
4086,344.81566,309.43348,279.6696,247.7276,214.90919,174.11583,146.07408,116.18277,88.231569,70.659789,49.282736,34.100185,20.595765,12.569816,4.4003362,0.21664407,0,0,0,0
4087,344.66121,309.29488,279.54433,247.61664,214.81293,174.03784,146.00865,116.13073,88.192049,70.62814,49.260662,34.084911,20.58654,12.564186,4.3983652,0.21654704,0,0,0,0
4088,344.50677,309.15628,279.41906,247.50568,214.71667,173.95986,145.94322,116.07869,88.152529,70.596491,49.238588,34.069637,20.577315,12.558555,4.3963943,0.21645,0,0,0,0
4089,344.35232,309.01768,279.29379,247.39472,214.62041,173.88187,145.87779,116.02665,88.113009,70.564841,49.216513,34.054363,20.56809,12.552925,4.3944233,0.21635296,0,0,0,0
4090,344.19787,308.87908,279.16853,247.28376,214.52415,173.80388,145.81236,115.97461,88.073489,70.533192,49.194439,34.039089,20.558865,12.547295,4.3924523,0.21625592,0,0,0,0
4091,344.04342,308.74049,279.04326,247.1728,214.42789,173.72589,145.74694,115.92257,88.033969,70.501542,49.172365,34.023815,20.54964,12.541665,4.3904814,0.21615889,0,0,0,0
4092,343.88898,308.60189,278.91799,247.06184,214.33163,173.6479,145.68151,115.87053,87.994449,70.469893,49.15029,34.008541,20.540414,12.536035,4.3885104,0.21606185,0,0,0,0
4093,343.73453,308.46329,278.79272,246.95088,214.23537,173.56991,145.61608,115.81849,87.954929,70.438243,49.128216,33.993267,20.531189,12.530405,4.3865394,0.21596481,0,0,0,0
4094,343.58008,308.32469,278.66745,246.83992,214.13911,173.49192,145.55065,115.76645,87.915409,70.406594,49.106141,33.977993,20.521964,12.524774,4.3845685,0.21586777,0,0,0,0
4095,343.42563,308.18609,278.54219,246.72896,214.04285,173.41393,145.48522,115.71441,87.875889,70.374944,49.084067,33.962719,20.512739,12.519144,4.3825975,0.21577073,0,0,0,0
4096,343.27119,308.04749,278.41692,246.618,213.94659,173.33595,145.41979,115.66237,87.836368,70.343295,49.061993,33.947445,20.503514,12.513514,4.3806265,0.2156737,0,0,0,0
4097,343.11674,307.90889,278.29165,246.50704,213.85032,173.25796,145.35436,115.61033,87.796848,70.311646,49.039918,33.932172,20.494289,12.507884,4.3786556,0.21557666,0,0,0,0
4098,342.96229,307.77029,278.16638,246.39608,213.75406,173.17997,145.28894,115.55829,87.757328,70.279996,49.017844,33.916898,20.485064,12.502254,4.3766846,0.21547962,0,0,0,0
4099,342.80785,307.63169,278.04112,246.28512,213.6578,173.10198,145.22351,115.50625,87.717808,70.248347,48.99577,33.901624,20.475839,12.496623,4.3747136,0.21538258,0,0,0,0
4100,342.6534,307.49309,277.91585,246.17416,213.56154,173.02399,145.15808,115.45421,87.678288,70.216697,48.973695,33.88635,20.466614,12.490993,4.3727426,0.21528555,0,0,0,0
4101,342.49895,307.35449,277.79058,246.0632,213.46528,172.946,145.09265,115.40217,87.638768,70.185048,48.951621,33.871076,20.457388,12.485363,4.3707717,0.21518851,0,0,0,0
4102,342.3445,307.21589,277.66531,245.95224,213.36902,172.86801,145.02722,115.35013,87.599248,70.153398,48.929546,33.855802,20.448163,12.479733,4.3688007,0.21509147,0,0,0,0
4103,342.19006,307.07729,277.54005,245.84127,213.27276,172.79002,144.96179,115.29809,87.559728,70.121749,48.907472,33.840528,20.438938,12.474103,4.3668297,0.21499443,0,0,0,0
4104,342.03561,306.93869,277.41478,245.73031,213.1765,172.71204,144.89637,115.24605,87.520208,70.0901,48.885398,33.825254,20.429713,12.468473,4.3648588,0.2148974,0,0,0,0
4105,341.88116,306.8001,277.28951,245.61935,213.08024,172.63405,144.83094,115.19401,87.480688,70.05845,48.863323,33.80998,20.420488,12.462842,4.3628878,0.21480036,0,0,0,0
4106,341.72671,306.6615,277.16424,245.50839,212.98398,172.55606,144.76551,115.14197,87.441168,70.026801,48.841249,33.794706,20.411263,12.457212,4.3609168,0.21470332,0,0,0,0
4107,341.57227,306.5229,277.03898,245.39743,212.88772,172.47807,144.70008,115.08993,87.401648,69.995151,48.819174,33.779432,20.402038,12.451582,4.3589459,0.21460628,0,0,0,0
4108,341.41782,306.3843,276.91371,245.28647,212.79146,172.40008,144.63465,115.03789,87.362128,69.963502,48.7971,33.764158,20.392813,12.445952,4.3569749,0.21450924,0,0,0,0
4109,341.26337,306.2457,276.78844,245.17551,212.6952,172.32209,144.56922,114.98585,87.322607,69.931852,48.775026,33.748884,20.383587,12.440322,4.3550039,0.21441221,0,0,0,0
4110,341.10892,306.1071,276.66317,245.06455,212.59894,172.2441,144.50379,114.93381,87.283087,69.900203,48.752951,33.733611,20.374362,12.434691,4.353033,0.21431517,0,0,0,0
4111,340.95448,305.9685,276.5379,244.95359,212.50268,172.16611,144.43837,114.88177,87.243567,69.868553,48.730877,33.718337,20.365137,12.429061,4.351062,0.21421813,0,0,0,0
4112,340.80003,305.8299,276.41264,244.84263,212.40642,172.08813,144.37294,114.82973,87.204047,69.836904,48.708803,33.703063,20.355912,12.423431,4.349091,0.21412109,0,0,0,0
4113,340.64558,305.6913,276.28737,244.73167,212.31015,172.01014,144.30751,114.77769,87.164527,69.805255,48.686728,33.687789,20.346687,12.417801,4.3471201,0.21402406,0,0,0,0
4114,340.49113,305.5527,276.1621,244.62071,212.21389,171.93215,144.24208,114.72565,87.125007,69.773605,48.664654,33.672515,20.337462,12.412171,4.3451491,0.21392702,0,0,0,0
4115,340.33669,305.4141,276.03683,244.50975,212.11763,171.85416,144.17665,114.67361,87.085487,69.741956,48.642579,33.657241,20.328237,12.406541,4.3431781,0.21382998,0,0,0,0
4116,340.18224,305.2755,275.91157,244.39879,212.02137,171.77617,144.11122,114.62157,87.045967,69.710306,48.620505,33.641967,20.319012,12.40091,4.3412072,0.21373294,0,0,0,0
4117,340.02779,305.1369,275.7863,244.28783,211.92511,171.69818,144.04579,114.56953,87.006447,69.678657,48.598431,33.626693,20.309787,12.39528,4.3392362,0.21363591,0,0,0,0
4118,339.87334,304.9983,275.66103,244.17687,211.82885,171.62019,143.98037,114.51749,86.966927,69.647007,48.576356,33.611419,20.300561,12.38965,4.3372652,0.21353887,0,0,0,0
4119,339.7189,304.8597,275.53576,244.06591,211.73259,171.5422,143.91494,114.46545,86.927407,69.615358,48.554282,33.596145,20.291336,12.38402,4.3352943,0.21344183,0,0,0,0
4120,339.56445,304.72111,275.4105,243.95495,211.63633,171.46422,143.84951,114.41341,86.887887,69.583708,48.532208,33.580871,20.282111,12.37839,4.3333233,0.21334479,0,0,0,0
4121,339.41,304.58251,275.28523,243.84399,211.54007,171.38623,143.78408,114.36137,86.848367,69.552059,48.510133,33.565597,20.272886,12.372759,4.3313523,0.21324775,0,0,0,0
4122,339.25555,304.44391,275.15996,243.73303,211.44381,171.30824,143.71865,114.30933,86.808847,69.52041,48.488059,33.550324,20.263661,12.367129,4.3293813,0.21315072,0,0,0,0
4123,339.10111,304.30531,275.03469,243.62207,211.34755,171.23025,143.65322,114.2573,86.769326,69.48876,48.465984,33.53505,20.254436,12.361499,4.3274104,0.21305368,0,0,0,0
4124,338.94666,304.16671,274.90942,243.51111,211.25129,171.15226,143.5878,114.20526,86.729806,69.457111,48.44391,33.519776,20.245211,12.355869,4.3254394,0.21295664,0,0,0,0
4125,338.79221,304.02811,274.78416,243.40015,211.15503,171.07427,143.52237,114.15322,86.690286,69.425461,48.421836,33.504502,20.235986,12.350239,4.3234684,0.2128596,0,0,0,0
4126,338.63776,303.88951,274.65889,243.28918,211.05877,170.99628,143.45694,114.10118,86.650766,69.393812,48.399761,33.489228,20.226761,12.344608,4.3214975,0.21276257,0,0,0,0
4127,338.48332,303.75091,274.53362,243.17822,210.96251,170.91829,143.39151,114.04914,86.611246,69.362162,48.377687,33.473954,20.217535,12.338978,4.3195265,0.21266553,0,0,0,0
4128,338.32887,303.61231,274.40835,243.06726,210.86625,170.84031,143.32608,113.9971,86.571726,69.330513,48.355612,33.45868,20.20831,12.333348,4.3175555,0.21256849,0,0,0,0
4129,338.17442,303.47371,274.28309,242.9563,210.76998,170.76232,143.26065,113.94506,86.532206,69.298863,48.333538,33.443406,20.199085,12.327718,4.3155846,0.21247145,0,0,0,0
4130,338.01997,303.33511,274.15782,242.84534,210.67372,170.68433,143.19522,113.89302,86.492686,69.267214,48.311464,33.428132,20.18986,12.322088,4.3136136,0.21237442,0,0,0,0
4131,337.86553,303.19651,274.03255,242.73438,210.57746,170.60634,143.1298,113.84098,86.453166,69.235565,48.289389,33.412858,20.180635,12.316458,4.3116426,0.21227738,0,0,0,0
4132,337.71108,303.05791,273.90728,242.62342,210.4812,170.52835,143.06437,113.78894,86.413646,69.203915,48.267315,33.397584,20.17141,12.310827,4.3096717,0.21218034,0,0,0,0
4133,337.55663,302.91931,273.78202,242.51246,210.38494,170.45036,142.99894,113.7369,86.374126,69.172266,48.245241,33.38231,20.162185,12.305197,4.3077007,0.2120833,0,0,0,0
4134,337.40218,302.78072,273.65675,242.4015,210.28868,170.37237,142.93351,113.68486,86.334606,69.140616,48.223166,33.367037,20.15296,12.299567,4.3057297,0.21198626,0,0,0,0
4135,337.24774,302.64212,273.53148,242.29054,210.19242,170.29438,142.86808,113.63282,86.295086,69.108967,48.201092,33.351763,20.143735,12.293937,4.3037588,0.21188923,0,0,0,0
4136,337.09329,302.50352,273.40621,242.17958,210.09616,170.2164,142.80265,113.58078,86.255566,69.077317,48.179017,33.336489,20.134509,12.288307,4.3017878,0.21179219,0,0,0,0
4137,336.93884,302.36492,273.28095,242.06862,209.9999,170.13841,142.73723,113.52874,86.216045,69.045668,48.156943,33.321215,20.125284,12.282676,4.2998168,0.21169515,0,0,0,0
4138,336.78439,302.22632,273.15568,241.95766,209.90364,170.06042,142.6718,113.4767,86.176525,69.014018,48.134869,33.305941,20.116059,12.277046,4.2978459,0.21159811,0,0,0,0
4139,336.62995,302.08772,273.03041,241.8467,209.80738,169.98243,142.60637,113.42466,86.137005,68.982369,48.112794,33.290667,20.106834,12.271416,4.2958749,0.21150108,0,0,0,0
4140,336.4755,301.94912,272.90514,241.73574,209.71112,169.90444,142.54094,113.37262,86.097485,68.95072,48.09072,33.275393,20.097609,12.265786,4.2939039,0.21140404,0,0,0,0
4141,336.32105,301.81052,272.77987,241.62478,209.61486,169.82645,142.47551,113.32058,86.057965,68.91907,48.068646,33.260119,20.088384,12.260156,4.291933,0.211307,0,0,0,0
4142,336.16661,301.67192,272.65461,241.51382,209.5186,169.74846,142.41008,113.26854,86.018445,68.887421,48.046571,33.244845,20.079159,12.254526,4.289962,0.21120996,0,0,0,0
4143,336.01216,301.53332,272.52934,241.40286,209.42234,169.67047,142.34465,113.2165,85.978925,68.855771,48.024497,33.229571,20.069934,12.248895,4.287991,0.21111292,0,0,0,0
4144,335.85771,301.39472,272.40407,241.2919,209.32608,169.59249,142.27923,113.16446,85.939405,68.824122,48.002422,33.214297,20.060709,12.243265,4.2860201,0.21101589,0,0,0,0
4145,335.70326,301.25612,272.2788,241.18094,209.22981,169.5145,142.2138,113.11242,85.899885,68.792472,47.980348,33.199023,20.051483,12.237635,4.2840491,0.21091885,0,0,0,0
4146,335.54882,301.11752,272.15354,241.06998,209.13355,169.43651,142.14837,113.06038,85.860365,68.760823,47.958274,33.18375,20.042258,12.232005,4.2820781,0.21082181,0,0,0,0
4147,335.39437,300.97892,272.02827,240.95902,209.03729,169.35852,142.08294,113.00834,85.820845,68.729173,47.936199,33.168476,20.033033,12.226375,4.2801071,0.21072477,0,0,0,0
4148,335.23992,300.84033,271.903,240.84806,208.94103,169.28053,142.01751,112.9563,85.781325,68.697524,47.914125,33.153202,20.023808,12.220744,4.2781362,0.21062774,0,0,0,0
4149,335.08547,300.70173,271.77773,240.7371,208.84477,169.20254,141.95208,112.90426,85.741805,68.665875,47.89205,33.137928,20.014583,12.215114,4.2761652,0.2105307,0,0,0,0
4150,334.93103,300.56313,271.65247,240.62613,208.74851,169.12455,141.88665,112.85222,85.702284,68.634225,47.869976,33.122654,20.005358,12.209484,4.2741942,0.21043366,0,0,0,0
4151,334.77658,300.42453,271.5272,240.51517,208.65225,169.04656,141.82123,112.80018,85.662764,68.602576,47.847902,33.10738,19.996133,12.203854,4.2722233,0.21033662,0,0,0,0
4152,334.62213,300.28593,271.40193,240.40421,208.55599,168.96857,141.7558,112.74814,85.623244,68.570926,47.825827,33.092106,19.986908,12.198224,4.2702523,0.21023959,0,0,0,0
4153,334.46768,300.14733,271.27666,240.29325,208.45973,168.89059,141.69037,112.6961,85.583724,68.539277,47.803753,33.076832,19.977683,12.192593,4.2682813,0.21014255,0,0,0,0
4154,334.31324,300.00873,271.15139,240.18229,208.36347,168.8126,141.62494,112.64406,85.544204,68.507627,47.781679,33.061558,19.968457,12.186963,4.2663104,0.21004551,0,0,0,0
4155,334.15879,299.87013,271.02613,240.07133,208.26721,168.73461,141.55951,112.59202,85.504684,68.475978,47.759604,33.046284,19.959232,12.181333,4.2643394,0.20994847,0,0,0,0
4156,334.00432,299.73151,270.90084,239.96036,208.17094,168.65661,141.49408,112.53998,85.465159,68.444325,47.737527,33.031008,19.950006,12.175702,4.2623682,0.20985142,0,0,0,0
4157,333.6664,299.42827,270.62677,239.71759,207.96033,168.48598,141.35092,112.42612,85.378692,68.375078,47.68923,32.99759,19.929822,12.163384,4.2580559,0.20963911,0,0,0,0
4158,333.32848,299.12502,270.35269,239.47481,207.74971,168.31534,141.20777,112.31226,85.292226,68.305832,47.640933,32.964172,19.909638,12.151065,4.2537435,0.2094268,0,0,0,0
4159,332.99057,298.82178,270.07862,239.23204,207.5391,168.14471,141.06462,112.1984,85.205759,68.236585,47.592636,32.930754,19.889455,12.138747,4.2494312,0.20921449,0,0,0,0
4160,332.65265,298.51854,269.80454,238.98927,207.32849,167.97408,140.92147,112.08454,85.119292,68.167338,47.544339,32.897336,19.869271,12.126429,4.2451189,0.20900218,0,0,0,0
4161,332.31473,298.21529,269.53046,238.74649,207.11788,167.80344,140.77831,111.97068,85.032825,68.098092,47.496042,32.863918,19.849087,12.11411,4.2408066,0.20878987,0,0,0,0
4162,331.97681,297.91205,269.25639,238.50372,206.90727,167.63281,140.63516,111.85682,84.946358,68.028845,47.447745,32.8305,19.828903,12.101792,4.2364942,0.20857756,0,0,0,0
4163,331.63889,297.6088,268.98231,238.26095,206.69666,167.46218,140.49201,111.74296,84.859891,67.959599,47.399448,32.797081,19.808719,12.089473,4.2321819,0.20836525,0,0,0,0
4164,331.30097,297.30556,268.70824,238.01818,206.48605,167.29154,140.34886,111.6291,84.773424,67.890352,47.351151,32.763663,19.788535,12.077155,4.2278696,0.20815293,0,0,0,0
4165,330.96305,297.00231,268.43416,237.7754,206.27544,167.12091,140.2057,111.51524,84.686957,67.821106,47.302854,32.730245,19.768352,12.064837,4.2235573,0.20794062,0,0,0,0
4166,330.62513,296.69907,268.16008,237.53263,206.06483,166.95028,140.06255,111.40139,84.60049,67.751859,47.254557,32.696827,19.748168,12.052518,4.2192449,0.20772831,0,0,0,0
4167,330.28721,296.39582,267.88601,237.28986,205.85422,166.77964,139.9194,111.28753,84.514024,67.682613,47.20626,32.663409,19.727984,12.0402,4.2149326,0.207516,0,0,0,0
4168,329.94929,296.09258,267.61193,237.04708,205.64361,166.60901,139.77625,111.17367,84.427557,67.613366,47.157963,32.629991,19.7078,12.027881,4.2106203,0.20730369,0,0,0,0
4169,329.61137,295.78933,267.33786,236.80431,205.43299,166.43838,139.63309,111.05981,84.34109,67.54412,47.109665,32.596572,19.687616,12.015563,4.206308,0.20709138,0,0,0,0
4170,329.27345,295.48609,267.06378,236.56154,205.22238,166.26774,139.48994,110.94595,84.254623,67.474873,47.061368,32.563154,19.667432,12.003244,4.2019956,0.20687907,0,0,0,0
4171,328.93554,295.18284,266.7897,236.31877,205.01177,166.09711,139.34679,110.83209,84.168156,67.405626,47.013071,32.529736,19.647249,11.990926,4.1976833,0.20666676,0,0,0,0
4172,328.59762,294.8796,266.51563,236.07599,204.80116,165.92648,139.20364,110.71823,84.081689,67.33638,46.964774,32.496318,19.627065,11.978608,4.193371,0.20645445,0,0,0,0
4173,328.2597,294.57636,266.24155,235.83322,204.59055,165.75584,139.06048,110.60437,83.995222,67.267133,46.916477,32.4629,19.606881,11.966289,4.1890586,0.20624213,0,0,0,0
4174,327.92178,294.27311,265.96748,235.59045,204.37994,165.58521,138.91733,110.49051,83.908755,67.197887,46.86818,32.429482,19.586697,11.953971,4.1847463,0.20602982,0,0,0,0
4175,327.58386,293.96987,265.6934,235.34767,204.16933,165.41458,138.77418,110.37665,83.822289,67.12864,46.819883,32.396063,19.566513,11.941652,4.180434,0.20581751,0,0,0,0
4176,327.24594,293.66662,265.41932,235.1049,203.95872,165.24394,138.63103,110.2628,83.735822,67.059394,46.771586,32.362645,19.546329,11.929334,4.1761217,0.2056052,0,0,0,0
4177,326.90802,293.36338,265.14525,234.86213,203.74811,165.07331,138.48787,110.14894,83.649355,66.990147,46.723289,32.329227,19.526146,11.917016,4.1718093,0.20539289,0,0,0,0
4178,326.5701,293.06013,264.87117,234.61936,203.5375,164.90268,138.34472,110.03508,83.562888,66.920901,46.674992,32.295809,19.505962,11.904697,4.167497,0.20518058,0,0,0,0
4179,326.23218,292.75689,264.5971,234.37658,203.32689,164.73204,138.20157,109.92122,83.476421,66.851654,46.626695,32.262391,19.485778,11.892379,4.1631847,0.20496827,0,0,0,0
4180,325.89426,292.45364,264.32302,234.13381,203.11627,164.56141,138.05842,109.80736,83.389954,66.782407,46.578398,32.228973,19.465594,11.88006,4.1588724,0.20475596,0,0,0,0
4181,325.55634,292.1504,264.04894,233.89104,202.90566,164.39078,137.91526,109.6935,83.303487,66.713161,46.530101,32.195555,19.44541,11.867742,4.15456,0.20454365,0,0,0,0
4182,325.21843,291.84715,263.77487,233.64826,202.69505,164.22014,137.77211,109.57964,83.21702,66.643914,46.481804,32.162136,19.425226,11.855424,4.1502477,0.20433134,0,0,0,0
4183,324.88051,291.54391,263.50079,233.40549,202.48444,164.04951,137.62896,109.46578,83.130554,66.574668,46.433507,32.128718,19.405043,11.843105,4.1459354,0.20411902,0,0,0,0
4184,324.54259,291.24066,263.22672,233.16272,202.27383,163.87888,137.48581,109.35192,83.044087,66.505421,46.38521,32.0953,19.384859,11.830787,4.141623,0.20390671,0,0,0,0
4185,324.20467,290.93742,262.95264,232.91994,202.06322,163.70824,137.34265,109.23806,82.95762,66.436175,46.336913,32.061882,19.364675,11.818468,4.1373107,0.2036944,0,0,0,0
4186,323.86675,290.63418,262.67856,232.67717,201.85261,163.53761,137.1995,109.12421,82.871153,66.366928,46.288616,32.028464,19.344491,11.80615,4.1329984,0.20348209,0,0,0,0
4187,323.52883,290.33093,262.40449,232.4344,201.642,163.36697,137.05635,109.01035,82.784686,66.297682,46.240319,31.995046,19.324307,11.793831,4.1286861,0.20326978,0,0,0,0
4188,323.19091,290.02769,262.13041,232.19163,201.43139,163.19634,136.9132,108.89649,82.698219,66.228435,46.192022,31.961627,19.304123,11.781513,4.1243737,0.20305747,0,0,0,0
4189,322.85299,289.72444,261.85634,231.94885,201.22078,163.02571,136.77004,108.78263,82.611752,66.159189,46.143724,31.928209,19.283939,11.769195,4.1200614,0.20284516,0,0,0,0
4190,322.51507,289.4212,261.58226,231.70608,201.01017,162.85507,136.62689,108.66877,82.525285,66.089942,46.095427,31.894791,19.263756,11.756876,4.1157491,0.20263285,0,0,0,0
4191,322.17715,289.11795,261.30818,231.46331,200.79956,162.68444,136.48374,108.55491,82.438818,66.020695,46.04713,31.861373,19.243572,11.744558,4.1114368,0.20242054,0,0,0,0
4192,321.83923,288.81471,261.03411,231.22053,200.58894,162.51381,136.34059,108.44105,82.352352,65.951449,45.998833,31.827955,19.223388,11.732239,4.1071244,0.20220822,0,0,0,0
4193,321.50131,288.51146,260.76003,230.97776,200.37833,162.34317,136.19743,108.32719,82.265885,65.882202,45.950536,31.794537,19.203204,11.719921,4.1028121,0.20199591,0,0,0,0
4194,321.1634,288.20822,260.48596,230.73499,200.16772,162.17254,136.05428,108.21333,82.179418,65.812956,45.902239,31.761118,19.18302,11.707603,4.0984998,0.2017836,0,0,0,0
4195,320.82548,287.90497,260.21188,230.49222,199.95711,162.00191,135.91113,108.09947,82.092951,65.743709,45.853942,31.7277,19.162836,11.695284,4.0941875,0.20157129,0,0,0,0
4196,320.48756,287.60173,259.9378,230.24944,199.7465,161.83127,135.76798,107.98561,82.006484,65.674463,45.805645,31.694282,19.142653,11.682966,4.0898751,0.20135898,0,0,0,0
4197,320.14964,287.29848,259.66373,230.00667,199.53589,161.66064,135.62482,107.87176,81.920017,65.605216,45.757348,31.660864,19.122469,11.670647,4.0855628,0.20114667,0,0,0,0
4198,319.81172,286.99524,259.38965,229.7639,199.32528,161.49001,135.48167,107.7579,81.83355,65.53597,45.709051,31.627446,19.102285,11.658329,4.0812505,0.20093436,0,0,0,0
4199,319.4738,286.692,259.11558,229.52112,199.11467,161.31937,135.33852,107.64404,81.747083,65.466723,45.660754,31.594028,19.082101,11.646011,4.0769381,0.20072205,0,0,0,0
4200,319.13588,286.38875,258.8415,229.27835,198.90406,161.14874,135.19537,107.53018,81.660617,65.397477,45.612457,31.560609,19.061917,11.633692,4.0726258,0.20050974,0,0,0,0
4201,318.79796,286.08551,258.56742,229.03558,198.69345,160.97811,135.05221,107.41632,81.57415,65.32823,45.56416,31.527191,19.041733,11.621374,4.0683135,0.20029743,0,0,0,0
4202,318.46004,285.78226,258.29335,228.79281,198.48284,160.80747,134.90906,107.30246,81.487683,65.258983,45.515863,31.493773,19.02155,11.609055,4.0640012,0.20008511,0,0,0,0
4203,318.12212,285.47902,258.01927,228.55003,198.27222,160.63684,134.76591,107.1886,81.401216,65.189737,45.467566,31.460355,19.001366,11.596737,4.0596888,0.1998728,0,0,0,0
4204,317.7842,285.17577,257.7452,228.30726,198.06161,160.46621,134.62276,107.07474,81.314749,65.12049,45.419269,31.426937,18.981182,11.584418,4.0553765,0.19966049,0,0,0,0
4205,317.44629,284.87253,257.47112,228.06449,197.851,160.29557,134.4796,106.96088,81.228282,65.051244,45.370972,31.393519,18.960998,11.5721,4.0510642,0.19944818,0,0,0,0
4206,317.10837,284.56928,257.19704,227.82171,197.64039,160.12494,134.33645,106.84702,81.141815,64.981997,45.322675,31.360101,18.940814,11.559782,4.0467519,0.19923587,0,0,0,0
4207,316.77045,284.26604,256.92297,227.57894,197.42978,159.95431,134.1933,106.73317,81.055348,64.912751,45.274378,31.326682,18.92063,11.547463,4.0424395,0.19902356,0,0,0,0
4208,316.43253,283.96279,256.64889,227.33617,197.21917,159.78367,134.05015,106.61931,80.968881,64.843504,45.22608,31.293264,18.900447,11.535145,4.0381272,0.19881125,0,0,0,0
4209,316.09461,283.65955,256.37482,227.0934,197.00856,159.61304,133.90699,106.50545,80.882415,64.774258,45.177783,31.259846,18.880263,11.522826,4.0338149,0.19859894,0,0,0,0
4210,315.75669,283.3563,256.10074,226.85062,196.79795,159.44241,133.76384,106.39159,80.795948,64.705011,45.129486,31.226428,18.860079,11.510508,4.0295026,0.19838663,0,0,0,0
4211,315.41877,283.05306,255.82666,226.60785,196.58734,159.27177,133.62069,106.27773,80.709481,64.635764,45.081189,31.19301,18.839895,11.49819,4.0251902,0.19817431,0,0,0,0
4212,315.08085,282.74982,255.55259,226.36508,196.37673,159.10114,133.47754,106.16387,80.623014,64.566518,45.032892,31.159592,18.819711,11.485871,4.0208779,0.197962,0,0,0,0
4213,314.74293,282.44657,255.27851,226.1223,196.16612,158.93051,133.33438,106.05001,80.536547,64.497271,44.984595,31.126173,18.799527,11.473553,4.0165656,0.19774969,0,0,0,0
4214,314.40501,282.14333,255.00443,225.87953,195.95551,158.75987,133.19123,105.93615,80.45008,64.428025,44.936298,31.092755,18.779344,11.461234,4.0122532,0.19753738,0,0,0,0
4215,314.06709,281.84008,254.73036,225.63676,195.74489,158.58924,133.04808,105.82229,80.363613,64.358778,44.888001,31.059337,18.75916,11.448916,4.0079409,0.19732507,0,0,0,0
4216,313.72917,281.53684,254.45628,225.39399,195.53428,158.41861,132.90493,105.70843,80.277146,64.289532,44.839704,31.025919,18.738976,11.436598,4.0036286,0.19711276,0,0,0,0
4217,313.39126,281.23359,254.18221,225.15121,195.32367,158.24797,132.76177,105.59457,80.19068,64.220285,44.791407,30.992501,18.718792,11.424279,3.9993163,0.19690045,0,0,0,0
4218,313.05334,280.93035,253.90813,224.90844,195.11306,158.07734,132.61862,105.48072,80.104213,64.151039,44.74311,30.959083,18.698608,11.411961,3.9950039,0.19668814,0,0,0,0
4219,312.71542,280.6271,253.63405,224.66567,194.90245,157.90671,132.47547,105.36686,80.017746,64.081792,44.694813,30.925664,18.678424,11.399642,3.9906916,0.19647583,0,0,0,0
4220,312.3775,280.32386,253.35998,224.42289,194.69184,157.73607,132.33232,105.253,79.931279,64.012546,44.646516,30.892246,18.658241,11.387324,3.9863793,0.19626352,0,0,0,0
4221,312.03958,280.02061,253.0859,224.18012,194.48123,157.56544,132.18916,105.13914,79.844812,63.943299,44.598219,30.858828,18.638057,11.375005,3.982067,0.1960512,0,0,0,0
4222,311.70166,279.71737,252.81183,223.93735,194.27062,157.39481,132.04601,105.02528,79.758345,63.874052,44.549922,30.82541,18.617873,11.362687,3.9777546,0.19583889,0,0,0,0
4223,311.36374,279.41412,252.53775,223.69457,194.06001,157.22417,131.90286,104.91142,79.671878,63.804806,44.501625,30.791992,18.597689,11.350369,3.9734423,0.19562658,0,0,0,0
4224,311.02582,279.11088,252.26367,223.4518,193.8494,157.05354,131.75971,104.79756,79.585411,63.735559,44.453328,30.758574,18.577505,11.33805,3.96913,0.19541427,0,0,0,0
4225,310.6879,278.80764,251.9896,223.20903,193.63879,156.88291,131.61655,104.6837,79.498944,63.666313,44.405031,30.725155,18.557321,11.325732,3.9648177,0.19520196,0,0,0,0
