Time (ms),Stress at 0.00 mm (kPa),Stress at 0.26 mm (kPa),Stress at 0.46 mm (kPa),Stress at 0.65 mm (kPa),Stress at 0.85 mm (kPa),Stress at 1.06 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.45 mm (kPa),Stress at 1.65 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.45 mm (kPa),Stress at 2.65 mm (kPa),Stress at 2.85 mm (kPa),Stress at 3.05 mm (kPa),Stress at 3.25 mm (kPa),Stress at 3.45 mm (kPa),Stress at 3.65 mm (kPa),Stress at 3.85 mm (kPa)
851,350.5239,314.55599,284.29937,251.8286,218.4669,176.99823,148.49226,118.10611,89.692195,71.829524,50.098585,34.664695,20.936717,12.777902,4.4731814,0.2202305,0,0,0,0
852,350.71906,314.73112,284.45766,251.96881,218.58853,177.09677,148.57493,118.17187,89.742132,71.869516,50.126478,34.683995,20.948374,12.785017,4.4756719,0.22035312,0,0,0,0
853,350.91421,314.90625,284.61595,252.10902,218.71017,177.19532,148.6576,118.23762,89.792069,71.909508,50.154371,34.703295,20.96003,12.792131,4.4781624,0.22047573,0,0,0,0
854,351.10937,315.08138,284.77424,252.24922,218.8318,177.29386,148.74028,118.30338,89.842006,71.9495,50.182264,34.722595,20.971687,12.799245,4.4806529,0.22059835,0,0,0,0
855,351.30453,315.25652,284.93252,252.38943,218.95343,177.39241,148.82295,118.36914,89.891944,71.989492,50.210157,34.741895,20.983344,12.806359,4.4831434,0.22072096,0,0,0,0
856,351.49969,315.43165,285.09081,252.52964,219.07507,177.49096,148.90563,118.43489,89.941881,72.029484,50.23805,34.761195,20.995001,12.813474,4.4856339,0.22084358,0,0,0,0
857,351.69485,315.60678,285.2491,252.66985,219.1967,177.5895,148.9883,118.50065,89.991818,72.069476,50.265943,34.780494,21.006657,12.820588,4.4881244,0.22096619,0,0,0,0
858,351.89001,315.78191,285.40738,252.81006,219.31833,177.68805,149.07098,118.56641,90.041755,72.109467,50.293836,34.799794,21.018314,12.827702,4.4906148,0.22108881,0,0,0,0
859,352.08516,315.95705,285.56567,252.95027,219.43997,177.78659,149.15365,118.63217,90.091692,72.149459,50.321729,34.819094,21.029971,12.834816,4.4931053,0.22121143,0,0,0,0
860,352.28032,316.13218,285.72396,253.09047,219.5616,177.88514,149.23633,118.69792,90.141629,72.189451,50.349622,34.838394,21.041628,12.841931,4.4955958,0.22133404,0,0,0,0
861,352.47548,316.30731,285.88224,253.23068,219.68324,177.98368,149.319,118.76368,90.191567,72.229443,50.377515,34.857694,21.053284,12.849045,4.4980863,0.22145666,0,0,0,0
862,352.67064,316.48244,286.04053,253.37089,219.80487,178.08223,149.40168,118.82944,90.241504,72.269435,50.405408,34.876994,21.064941,12.856159,4.5005768,0.22157927,0,0,0,0
863,352.8658,316.65758,286.19882,253.5111,219.9265,178.18078,149.48435,118.89519,90.291441,72.309427,50.433301,34.896294,21.076598,12.863273,4.5030673,0.22170189,0,0,0,0
864,353.06096,316.83271,286.35711,253.65131,220.04814,178.27932,149.56703,118.96095,90.341378,72.349419,50.461194,34.915594,21.088255,12.870388,4.5055578,0.22182451,0,0,0,0
865,353.25611,317.00784,286.51539,253.79152,220.16977,178.37787,149.6497,119.02671,90.391315,72.389411,50.489087,34.934894,21.099911,12.877502,4.5080483,0.22194712,0,0,0,0
866,353.45127,317.18298,286.67368,253.93173,220.29141,178.47641,149.73238,119.09246,90.441252,72.429403,50.51698,34.954194,21.111568,12.884616,4.5105388,0.22206974,0,0,0,0
867,353.64643,317.35811,286.83197,254.07193,220.41304,178.57496,149.81505,119.15822,90.49119,72.469395,50.544873,34.973494,21.123225,12.89173,4.5130293,0.22219235,0,0,0,0
868,353.84159,317.53324,286.99025,254.21214,220.53467,178.6735,149.89773,119.22398,90.541127,72.509387,50.572766,34.992794,21.134882,12.898845,4.5155198,0.22231497,0,0,0,0
869,354.03675,317.70837,287.14854,254.35235,220.65631,178.77205,149.9804,119.28973,90.591064,72.549379,50.600659,35.012094,21.146538,12.905959,4.5180103,0.22243759,0,0,0,0
870,354.2319,317.88351,287.30683,254.49256,220.77794,178.8706,150.06308,119.35549,90.641001,72.58937,50.628552,35.031394,21.158195,12.913073,4.5205008,0.2225602,0,0,0,0
871,354.42706,318.05864,287.46511,254.63277,220.89958,178.96914,150.14575,119.42125,90.690938,72.629362,50.656445,35.050694,21.169852,12.920187,4.5229913,0.22268282,0,0,0,0
872,354.62222,318.23377,287.6234,254.77298,221.02121,179.06769,150.22843,119.48701,90.740875,72.669354,50.684338,35.069994,21.181509,12.927301,4.5254818,0.22280543,0,0,0,0
873,354.81738,318.4089,287.78169,254.91318,221.14284,179.16623,150.3111,119.55276,90.790813,72.709346,50.712231,35.089294,21.193166,12.934416,4.5279723,0.22292805,0,0,0,0
874,355.01254,318.58404,287.93997,255.05339,221.26448,179.26478,150.39378,119.61852,90.84075,72.749338,50.740124,35.108594,21.204822,12.94153,4.5304628,0.22305066,0,0,0,0
875,355.2077,318.75917,288.09826,255.1936,221.38611,179.36333,150.47645,119.68428,90.890687,72.78933,50.768017,35.127894,21.216479,12.948644,4.5329533,0.22317328,0,0,0,0
876,355.40285,318.9343,288.25655,255.33381,221.50775,179.46187,150.55912,119.75003,90.940624,72.829322,50.79591,35.147194,21.228136,12.955758,4.5354438,0.2232959,0,0,0,0
877,355.59801,319.10943,288.41484,255.47402,221.62938,179.56042,150.6418,119.81579,90.990561,72.869314,50.823803,35.166494,21.239793,12.962873,4.5379343,0.22341851,0,0,0,0
878,355.79317,319.28457,288.57312,255.61423,221.75101,179.65896,150.72447,119.88155,91.040498,72.909306,50.851696,35.185794,21.251449,12.969987,4.5404248,0.22354113,0,0,0,0
879,355.98833,319.4597,288.73141,255.75444,221.87265,179.75751,150.80715,119.9473,91.090436,72.949298,50.879589,35.205094,21.263106,12.977101,4.5429153,0.22366374,0,0,0,0
880,356.18349,319.63483,288.8897,255.89464,221.99428,179.85605,150.88982,120.01306,91.140373,72.98929,50.907482,35.224394,21.274763,12.984215,4.5454057,0.22378636,0,0,0,0
881,356.37865,319.80997,289.04798,256.03485,222.11592,179.9546,150.9725,120.07882,91.19031,73.029282,50.935374,35.243694,21.28642,12.99133,4.5478962,0.22390898,0,0,0,0
882,356.5738,319.9851,289.20627,256.17506,222.23755,180.05315,151.05517,120.14457,91.240247,73.069273,50.963267,35.262994,21.298076,12.998444,4.5503867,0.22403159,0,0,0,0
883,356.76896,320.16023,289.36456,256.31527,222.35918,180.15169,151.13785,120.21033,91.290184,73.109265,50.99116,35.282294,21.309733,13.005558,4.5528772,0.22415421,0,0,0,0
884,356.96412,320.33536,289.52284,256.45548,222.48082,180.25024,151.22052,120.27609,91.340121,73.149257,51.019053,35.301594,21.32139,13.012672,4.5553677,0.22427682,0,0,0,0
885,357.15928,320.5105,289.68113,256.59569,222.60245,180.34878,151.3032,120.34185,91.390059,73.189249,51.046946,35.320894,21.333047,13.019787,4.5578582,0.22439944,0,0,0,0
886,357.35444,320.68563,289.83942,256.7359,222.72409,180.44733,151.38587,120.4076,91.439996,73.229241,51.074839,35.340194,21.344703,13.026901,4.5603487,0.22452206,0,0,0,0
887,357.54959,320.86076,289.99771,256.8761,222.84572,180.54588,151.46855,120.47336,91.489933,73.269233,51.102732,35.359494,21.35636,13.034015,4.5628392,0.22464467,0,0,0,0
888,357.74475,321.03589,290.15599,257.01631,222.96735,180.64442,151.55122,120.53912,91.53987,73.309225,51.130625,35.378794,21.368017,13.041129,4.5653297,0.22476729,0,0,0,0
889,357.93991,321.21103,290.31428,257.15652,223.08899,180.74297,151.6339,120.60487,91.589807,73.349217,51.158518,35.398094,21.379674,13.048244,4.5678202,0.2248899,0,0,0,0
890,358.13507,321.38616,290.47257,257.29673,223.21062,180.84151,151.71657,120.67063,91.639744,73.389209,51.186411,35.417393,21.39133,13.055358,4.5703107,0.22501252,0,0,0,0
891,358.33023,321.56129,290.63085,257.43694,223.33226,180.94006,151.79925,120.73639,91.689682,73.429201,51.214304,35.436693,21.402987,13.062472,4.5728012,0.22513513,0,0,0,0
892,358.52539,321.73643,290.78914,257.57715,223.45389,181.0386,151.88192,120.80214,91.739619,73.469193,51.242197,35.455993,21.414644,13.069586,4.5752917,0.22525775,0,0,0,0
893,358.72054,321.91156,290.94743,257.71735,223.57552,181.13715,151.9646,120.8679,91.789556,73.509185,51.27009,35.475293,21.426301,13.076701,4.5777822,0.22538037,0,0,0,0
894,358.9157,322.08669,291.10571,257.85756,223.69716,181.2357,152.04727,120.93366,91.839493,73.549176,51.297983,35.494593,21.437957,13.083815,4.5802727,0.22550298,0,0,0,0
895,359.11086,322.26182,291.264,257.99777,223.81879,181.33424,152.12995,120.99942,91.88943,73.589168,51.325876,35.513893,21.449614,13.090929,4.5827632,0.2256256,0,0,0,0
896,359.30602,322.43696,291.42229,258.13798,223.94043,181.43279,152.21262,121.06517,91.939367,73.62916,51.353769,35.533193,21.461271,13.098043,4.5852537,0.22574821,0,0,0,0
897,359.50118,322.61209,291.58057,258.27819,224.06206,181.53133,152.29529,121.13093,91.989305,73.669152,51.381662,35.552493,21.472928,13.105158,4.5877442,0.22587083,0,0,0,0
898,359.69633,322.78722,291.73886,258.4184,224.18369,181.62988,152.37797,121.19669,92.039242,73.709144,51.409555,35.571793,21.484584,13.112272,4.5902347,0.22599345,0,0,0,0
899,359.89149,322.96235,291.89715,258.55861,224.30533,181.72842,152.46064,121.26244,92.089179,73.749136,51.437448,35.591093,21.496241,13.119386,4.5927252,0.22611606,0,0,0,0
900,360.08665,323.13749,292.05544,258.69881,224.42696,181.82697,152.54332,121.3282,92.139116,73.789128,51.465341,35.610393,21.507898,13.1265,4.5952157,0.22623868,0,0,0,0
901,360.28181,323.31262,292.21372,258.83902,224.5486,181.92552,152.62599,121.39396,92.189053,73.82912,51.493234,35.629693,21.519555,13.133615,4.5977061,0.22636129,0,0,0,0
902,360.47697,323.48775,292.37201,258.97923,224.67023,182.02406,152.70867,121.45971,92.23899,73.869112,51.521127,35.648993,21.531212,13.140729,4.6001966,0.22648391,0,0,0,0
903,360.67213,323.66288,292.5303,259.11944,224.79186,182.12261,152.79134,121.52547,92.288928,73.909104,51.54902,35.668293,21.542868,13.147843,4.6026871,0.22660652,0,0,0,0
904,360.86728,323.83802,292.68858,259.25965,224.9135,182.22115,152.87402,121.59123,92.338865,73.949096,51.576913,35.687593,21.554525,13.154957,4.6051776,0.22672914,0,0,0,0
905,361.06244,324.01315,292.84687,259.39986,225.03513,182.3197,152.95669,121.65698,92.388802,73.989088,51.604806,35.706893,21.566182,13.162072,4.6076681,0.22685176,0,0,0,0
906,361.2576,324.18828,293.00516,259.54006,225.15677,182.41825,153.03937,121.72274,92.438739,74.029079,51.632699,35.726193,21.577839,13.169186,4.6101586,0.22697437,0,0,0,0
907,361.45276,324.36342,293.16344,259.68027,225.2784,182.51679,153.12204,121.7885,92.488676,74.069071,51.660592,35.745493,21.589495,13.1763,4.6126491,0.22709699,0,0,0,0
908,361.64792,324.53855,293.32173,259.82048,225.40003,182.61534,153.20472,121.85426,92.538613,74.109063,51.688485,35.764793,21.601152,13.183414,4.6151396,0.2272196,0,0,0,0
909,361.84308,324.71368,293.48002,259.96069,225.52167,182.71388,153.28739,121.92001,92.588551,74.149055,51.716378,35.784093,21.612809,13.190529,4.6176301,0.22734222,0,0,0,0
910,362.03823,324.88881,293.63831,260.1009,225.6433,182.81243,153.37007,121.98577,92.638488,74.189047,51.74427,35.803393,21.624466,13.197643,4.6201206,0.22746484,0,0,0,0
911,362.23339,325.06395,293.79659,260.24111,225.76494,182.91097,153.45274,122.05153,92.688425,74.229039,51.772163,35.822693,21.636122,13.204757,4.6226111,0.22758745,0,0,0,0
912,362.42855,325.23908,293.95488,260.38132,225.88657,183.00952,153.53542,122.11728,92.738362,74.269031,51.800056,35.841993,21.647779,13.211871,4.6251016,0.22771007,0,0,0,0
913,362.62371,325.41421,294.11317,260.52152,226.0082,183.10807,153.61809,122.18304,92.788299,74.309023,51.827949,35.861293,21.659436,13.218986,4.6275921,0.22783268,0,0,0,0
914,362.81887,325.58934,294.27145,260.66173,226.12984,183.20661,153.70077,122.2488,92.838236,74.349015,51.855842,35.880593,21.671093,13.2261,4.6300826,0.2279553,0,0,0,0
915,363.01402,325.76448,294.42974,260.80194,226.25147,183.30516,153.78344,122.31455,92.888174,74.389007,51.883735,35.899893,21.682749,13.233214,4.6325731,0.22807792,0,0,0,0
916,363.20918,325.93961,294.58803,260.94215,226.3731,183.4037,153.86612,122.38031,92.938111,74.428999,51.911628,35.919193,21.694406,13.240328,4.6350636,0.22820053,0,0,0,0
917,363.40434,326.11474,294.74631,261.08236,226.49474,183.50225,153.94879,122.44607,92.988048,74.468991,51.939521,35.938493,21.706063,13.247442,4.6375541,0.22832315,0,0,0,0
918,363.5995,326.28987,294.9046,261.22257,226.61637,183.6008,154.03147,122.51182,93.037985,74.508982,51.967414,35.957793,21.71772,13.254557,4.6400446,0.22844576,0,0,0,0
919,363.79466,326.46501,295.06289,261.36277,226.73801,183.69934,154.11414,122.57758,93.087922,74.548974,51.995307,35.977093,21.729376,13.261671,4.6425351,0.22856838,0,0,0,0
920,363.98982,326.64014,295.22117,261.50298,226.85964,183.79789,154.19681,122.64334,93.137859,74.588966,52.0232,35.996393,21.741033,13.268785,4.6450256,0.22869099,0,0,0,0
921,364.18497,326.81527,295.37946,261.64319,226.98127,183.89643,154.27949,122.7091,93.187797,74.628958,52.051093,36.015693,21.75269,13.275899,4.6475161,0.22881361,0,0,0,0
922,364.27425,326.89539,295.45187,261.70733,227.03692,183.94152,154.31731,122.73918,93.210642,74.647254,52.063854,36.024522,21.758023,13.279154,4.6486554,0.2288697,0,0,0,0
923,364.36354,326.97551,295.52429,261.77148,227.09256,183.9866,154.35513,122.76926,93.233487,74.665549,52.076614,36.033351,21.763355,13.282409,4.6497948,0.2289258,0,0,0,0
924,364.45282,327.05563,295.5967,261.83562,227.14821,184.03168,154.39296,122.79934,93.256332,74.683844,52.089374,36.04218,21.768688,13.285663,4.6509341,0.22898189,0,0,0,0
925,364.5421,327.13575,295.66911,261.89976,227.20385,184.07676,154.43078,122.82942,93.279177,74.70214,52.102135,36.05101,21.774021,13.288918,4.6520734,0.22903799,0,0,0,0
926,364.63138,327.21587,295.74153,261.9639,227.2595,184.12184,154.4686,122.85951,93.302022,74.720435,52.114895,36.059839,21.779353,13.292173,4.6532128,0.22909408,0,0,0,0
927,364.72066,327.29599,295.81394,262.02805,227.31514,184.16693,154.50642,122.88959,93.324867,74.738731,52.127655,36.068668,21.784686,13.295427,4.6543521,0.22915017,0,0,0,0
928,364.80994,327.37611,295.88635,262.09219,227.37079,184.21201,154.54424,122.91967,93.347712,74.757026,52.140416,36.077498,21.790019,13.298682,4.6554915,0.22920627,0,0,0,0
929,364.89922,327.45623,295.95876,262.15633,227.42643,184.25709,154.58206,122.94975,93.370557,74.775321,52.153176,36.086327,21.795352,13.301936,4.6566308,0.22926236,0,0,0,0
930,364.9885,327.53635,296.03118,262.22047,227.48208,184.30217,154.61989,122.97984,93.393403,74.793617,52.165937,36.095156,21.800684,13.305191,4.6577702,0.22931846,0,0,0,0
931,365.07778,327.61646,296.10359,262.28461,227.53772,184.34726,154.65771,123.00992,93.416248,74.811912,52.178697,36.103985,21.806017,13.308446,4.6589095,0.22937455,0,0,0,0
932,365.16706,327.69658,296.176,262.34876,227.59337,184.39234,154.69553,123.04,93.439093,74.830207,52.191457,36.112815,21.81135,13.3117,4.6600488,0.22943064,0,0,0,0
933,365.25634,327.7767,296.24841,262.4129,227.64901,184.43742,154.73335,123.07008,93.461938,74.848503,52.204218,36.121644,21.816682,13.314955,4.6611882,0.22948674,0,0,0,0
934,365.34562,327.85682,296.32083,262.47704,227.70466,184.4825,154.77117,123.10017,93.484783,74.866798,52.216978,36.130473,21.822015,13.318209,4.6623275,0.22954283,0,0,0,0
935,365.4349,327.93694,296.39324,262.54118,227.7603,184.52759,154.80899,123.13025,93.507628,74.885094,52.229739,36.139303,21.827348,13.321464,4.6634669,0.22959893,0,0,0,0
936,365.52418,328.01706,296.46565,262.60532,227.81595,184.57267,154.84682,123.16033,93.530473,74.903389,52.242499,36.148132,21.83268,13.324719,4.6646062,0.22965502,0,0,0,0
937,365.61346,328.09718,296.53806,262.66947,227.87159,184.61775,154.88464,123.19041,93.553318,74.921684,52.255259,36.156961,21.838013,13.327973,4.6657456,0.22971111,0,0,0,0
938,365.70274,328.1773,296.61048,262.73361,227.92724,184.66283,154.92246,123.22049,93.576163,74.93998,52.26802,36.16579,21.843346,13.331228,4.6668849,0.22976721,0,0,0,0
939,365.79202,328.25742,296.68289,262.79775,227.98288,184.70792,154.96028,123.25058,93.599008,74.958275,52.28078,36.17462,21.848679,13.334482,4.6680243,0.2298233,0,0,0,0
940,365.8813,328.33754,296.7553,262.86189,228.03853,184.753,154.9981,123.28066,93.621854,74.97657,52.293541,36.183449,21.854011,13.337737,4.6691636,0.2298794,0,0,0,0
941,365.97058,328.41766,296.82771,262.92604,228.09417,184.79808,155.03593,123.31074,93.644699,74.994866,52.306301,36.192278,21.859344,13.340992,4.6703029,0.22993549,0,0,0,0
942,366.05986,328.49778,296.90013,262.99018,228.14981,184.84316,155.07375,123.34082,93.667544,75.013161,52.319061,36.201108,21.864677,13.344246,4.6714423,0.22999158,0,0,0,0
943,366.14914,328.57789,296.97254,263.05432,228.20546,184.88825,155.11157,123.37091,93.690389,75.031457,52.331822,36.209937,21.870009,13.347501,4.6725816,0.23004768,0,0,0,0
944,366.23842,328.65801,297.04495,263.11846,228.2611,184.93333,155.14939,123.40099,93.713234,75.049752,52.344582,36.218766,21.875342,13.350755,4.673721,0.23010377,0,0,0,0
945,366.3277,328.73813,297.11737,263.1826,228.31675,184.97841,155.18721,123.43107,93.736079,75.068047,52.357342,36.227596,21.880675,13.35401,4.6748603,0.23015987,0,0,0,0
946,366.41698,328.81825,297.18978,263.24675,228.37239,185.02349,155.22503,123.46115,93.758924,75.086343,52.370103,36.236425,21.886007,13.357265,4.6759997,0.23021596,0,0,0,0
947,366.50626,328.89837,297.26219,263.31089,228.42804,185.06858,155.26286,123.49124,93.781769,75.104638,52.382863,36.245254,21.89134,13.360519,4.677139,0.23027205,0,0,0,0
948,366.59555,328.97849,297.3346,263.37503,228.48368,185.11366,155.30068,123.52132,93.804614,75.122933,52.395624,36.254083,21.896673,13.363774,4.6782784,0.23032815,0,0,0,0
949,366.68483,329.05861,297.40702,263.43917,228.53933,185.15874,155.3385,123.5514,93.827459,75.141229,52.408384,36.262913,21.902006,13.367028,4.6794177,0.23038424,0,0,0,0
950,366.77411,329.13873,297.47943,263.50331,228.59497,185.20382,155.37632,123.58148,93.850305,75.159524,52.421144,36.271742,21.907338,13.370283,4.680557,0.23044034,0,0,0,0
951,366.86339,329.21885,297.55184,263.56746,228.65062,185.24891,155.41414,123.61156,93.87315,75.17782,52.433905,36.280571,21.912671,13.373538,4.6816964,0.23049643,0,0,0,0
952,366.95267,329.29897,297.62425,263.6316,228.70626,185.29399,155.45197,123.64165,93.895995,75.196115,52.446665,36.289401,21.918004,13.376792,4.6828357,0.23055252,0,0,0,0
953,367.04195,329.37909,297.69667,263.69574,228.76191,185.33907,155.48979,123.67173,93.91884,75.21441,52.459426,36.29823,21.923336,13.380047,4.6839751,0.23060862,0,0,0,0
954,367.13123,329.45921,297.76908,263.75988,228.81755,185.38415,155.52761,123.70181,93.941685,75.232706,52.472186,36.307059,21.928669,13.383301,4.6851144,0.23066471,0,0,0,0
955,367.22051,329.53932,297.84149,263.82403,228.8732,185.42924,155.56543,123.73189,93.96453,75.251001,52.484946,36.315888,21.934002,13.386556,4.6862538,0.2307208,0,0,0,0
956,367.30979,329.61944,297.9139,263.88817,228.92884,185.47432,155.60325,123.76198,93.987375,75.269297,52.497707,36.324718,21.939334,13.389811,4.6873931,0.2307769,0,0,0,0
957,367.39907,329.69956,297.98632,263.95231,228.98449,185.5194,155.64107,123.79206,94.01022,75.287592,52.510467,36.333547,21.944667,13.393065,4.6885325,0.23083299,0,0,0,0
958,367.48835,329.77968,298.05873,264.01645,229.04013,185.56448,155.6789,123.82214,94.033065,75.305887,52.523228,36.342376,21.95,13.39632,4.6896718,0.23088909,0,0,0,0
959,367.57763,329.8598,298.13114,264.08059,229.09577,185.60957,155.71672,123.85222,94.05591,75.324183,52.535988,36.351206,21.955332,13.399574,4.6908111,0.23094518,0,0,0,0
960,367.66691,329.93992,298.20355,264.14474,229.15142,185.65465,155.75454,123.8823,94.078756,75.342478,52.548748,36.360035,21.960665,13.402829,4.6919505,0.23100127,0,0,0,0
961,367.75619,330.02004,298.27597,264.20888,229.20706,185.69973,155.79236,123.91239,94.101601,75.360773,52.561509,36.368864,21.965998,13.406084,4.6930898,0.23105737,0,0,0,0
962,367.84547,330.10016,298.34838,264.27302,229.26271,185.74481,155.83018,123.94247,94.124446,75.379069,52.574269,36.377693,21.971331,13.409338,4.6942292,0.23111346,0,0,0,0
963,367.93475,330.18028,298.42079,264.33716,229.31835,185.78989,155.86801,123.97255,94.147291,75.397364,52.587029,36.386523,21.976663,13.412593,4.6953685,0.23116956,0,0,0,0
964,368.02403,330.2604,298.49321,264.4013,229.374,185.83498,155.90583,124.00263,94.170136,75.41566,52.59979,36.395352,21.981996,13.415847,4.6965079,0.23122565,0,0,0,0
965,368.11331,330.34052,298.56562,264.46545,229.42964,185.88006,155.94365,124.03272,94.192981,75.433955,52.61255,36.404181,21.987329,13.419102,4.6976472,0.23128174,0,0,0,0
966,368.20259,330.42064,298.63803,264.52959,229.48529,185.92514,155.98147,124.0628,94.215826,75.45225,52.625311,36.413011,21.992661,13.422357,4.6987866,0.23133784,0,0,0,0
967,368.29187,330.50075,298.71044,264.59373,229.54093,185.97022,156.01929,124.09288,94.238671,75.470546,52.638071,36.42184,21.997994,13.425611,4.6999259,0.23139393,0,0,0,0
968,368.38115,330.58087,298.78286,264.65787,229.59658,186.01531,156.05711,124.12296,94.261516,75.488841,52.650831,36.430669,22.003327,13.428866,4.7010652,0.23145003,0,0,0,0
969,368.47043,330.66099,298.85527,264.72202,229.65222,186.06039,156.09494,124.15305,94.284361,75.507136,52.663592,36.439498,22.008659,13.43212,4.7022046,0.23150612,0,0,0,0
970,368.55971,330.74111,298.92768,264.78616,229.70787,186.10547,156.13276,124.18313,94.307207,75.525432,52.676352,36.448328,22.013992,13.435375,4.7033439,0.23156221,0,0,0,0
971,368.64899,330.82123,299.00009,264.8503,229.76351,186.15055,156.17058,124.21321,94.330052,75.543727,52.689113,36.457157,22.019325,13.43863,4.7044833,0.23161831,0,0,0,0
972,368.73827,330.90135,299.07251,264.91444,229.81916,186.19564,156.2084,124.24329,94.352897,75.562023,52.701873,36.465986,22.024658,13.441884,4.7056226,0.2316744,0,0,0,0
973,368.82755,330.98147,299.14492,264.97858,229.8748,186.24072,156.24622,124.27337,94.375742,75.580318,52.714633,36.474816,22.02999,13.445139,4.706762,0.2317305,0,0,0,0
974,368.91684,331.06159,299.21733,265.04273,229.93045,186.2858,156.28405,124.30346,94.398587,75.598613,52.727394,36.483645,22.035323,13.448393,4.7079013,0.23178659,0,0,0,0
975,369.00612,331.14171,299.28974,265.10687,229.98609,186.33088,156.32187,124.33354,94.421432,75.616909,52.740154,36.492474,22.040656,13.451648,4.7090406,0.23184268,0,0,0,0
976,369.0954,331.22183,299.36216,265.17101,230.04174,186.37597,156.35969,124.36362,94.444277,75.635204,52.752915,36.501304,22.045988,13.454903,4.71018,0.23189878,0,0,0,0
977,369.18468,331.30195,299.43457,265.23515,230.09738,186.42105,156.39751,124.3937,94.467122,75.6535,52.765675,36.510133,22.051321,13.458157,4.7113193,0.23195487,0,0,0,0
978,369.27396,331.38207,299.50698,265.29929,230.15302,186.46613,156.43533,124.42379,94.489967,75.671795,52.778435,36.518962,22.056654,13.461412,4.7124587,0.23201097,0,0,0,0
979,369.36324,331.46218,299.57939,265.36344,230.20867,186.51121,156.47315,124.45387,94.512812,75.69009,52.791196,36.527791,22.061986,13.464666,4.713598,0.23206706,0,0,0,0
980,369.45252,331.5423,299.65181,265.42758,230.26431,186.5563,156.51098,124.48395,94.535658,75.708386,52.803956,36.536621,22.067319,13.467921,4.7147374,0.23212315,0,0,0,0
981,369.5418,331.62242,299.72422,265.49172,230.31996,186.60138,156.5488,124.51403,94.558503,75.726681,52.816716,36.54545,22.072652,13.471176,4.7158767,0.23217925,0,0,0,0
982,369.63108,331.70254,299.79663,265.55586,230.3756,186.64646,156.58662,124.54411,94.581348,75.744976,52.829477,36.554279,22.077985,13.47443,4.7170161,0.23223534,0,0,0,0
983,369.72036,331.78266,299.86905,265.62001,230.43125,186.69154,156.62444,124.5742,94.604193,75.763272,52.842237,36.563109,22.083317,13.477685,4.7181554,0.23229143,0,0,0,0
984,369.80964,331.86278,299.94146,265.68415,230.48689,186.73663,156.66226,124.60428,94.627038,75.781567,52.854998,36.571938,22.08865,13.480939,4.7192947,0.23234753,0,0,0,0
985,369.89892,331.9429,300.01387,265.74829,230.54254,186.78171,156.70009,124.63436,94.649883,75.799863,52.867758,36.580767,22.093983,13.484194,4.7204341,0.23240362,0,0,0,0
986,369.9882,332.02302,300.08628,265.81243,230.59818,186.82679,156.73791,124.66444,94.672728,75.818158,52.880518,36.589596,22.099315,13.487449,4.7215734,0.23245972,0,0,0,0
987,370.07748,332.10314,300.1587,265.87657,230.65383,186.87187,156.77573,124.69453,94.695573,75.836453,52.893279,36.598426,22.104648,13.490703,4.7227128,0.23251581,0,0,0,0
988,370.16676,332.18326,300.23111,265.94072,230.70947,186.91696,156.81355,124.72461,94.718418,75.854749,52.906039,36.607255,22.109981,13.493958,4.7238521,0.2325719,0,0,0,0
989,370.25604,332.26338,300.30352,266.00486,230.76512,186.96204,156.85137,124.75469,94.741264,75.873044,52.9188,36.616084,22.115313,13.497212,4.7249915,0.232628,0,0,0,0
990,370.34532,332.3435,300.37593,266.069,230.82076,187.00712,156.88919,124.78477,94.764109,75.891339,52.93156,36.624914,22.120646,13.500467,4.7261308,0.23268409,0,0,0,0
991,370.4346,332.42361,300.44835,266.13314,230.87641,187.0522,156.92702,124.81486,94.786954,75.909635,52.94432,36.633743,22.125979,13.503722,4.7272702,0.23274019,0,0,0,0
992,370.52388,332.50373,300.52076,266.19728,230.93205,187.09729,156.96484,124.84494,94.809799,75.92793,52.957081,36.642572,22.131312,13.506976,4.7284095,0.23279628,0,0,0,0
993,370.61316,332.58385,300.59317,266.26143,230.9877,187.14237,157.00266,124.87502,94.832644,75.946226,52.969841,36.651401,22.136644,13.510231,4.7295488,0.23285237,0,0,0,0
994,370.70244,332.66397,300.66558,266.32557,231.04334,187.18745,157.04048,124.9051,94.855489,75.964521,52.982602,36.660231,22.141977,13.513485,4.7306882,0.23290847,0,0,0,0
995,370.79172,332.74409,300.738,266.38971,231.09899,187.23253,157.0783,124.93518,94.878334,75.982816,52.995362,36.66906,22.14731,13.51674,4.7318275,0.23296456,0,0,0,0
996,370.881,332.82421,300.81041,266.45385,231.15463,187.27762,157.11613,124.96527,94.901179,76.001112,53.008122,36.677889,22.152642,13.519995,4.7329669,0.23302066,0,0,0,0
997,370.97028,332.90433,300.88282,266.518,231.21027,187.3227,157.15395,124.99535,94.924024,76.019407,53.020883,36.686719,22.157975,13.523249,4.7341062,0.23307675,0,0,0,0
998,371.05956,332.98445,300.95524,266.58214,231.26592,187.36778,157.19177,125.02543,94.946869,76.037702,53.033643,36.695548,22.163308,13.526504,4.7352456,0.23313284,0,0,0,0
