position,SA_spikes,RA_spikes,SA_activated,RA_activated,SA_mean_firing_frequency,RA_mean_firing_frequency,SA_peak_firing_frequency,RA_peak_firing_frequency,SA_first_spike_time,RA_first_spike_time
x5.7859075606607355_y14.047786445193225_d4,0,0,0,0,0.0,0,0,0,0,0
x8.533603370153742_y9.648569993293135_d4,0,0,0,0,0,0.0,0,0,0,0
x11.973959737553702_y6.771004592026472_d4,0,2,0,1,0,0.0010552062822761223,0,1.5479876160990713,0,80.0
x11.481242698597537_y23.155708397262615_d4,0,0,0,0,0,0.0,0,0,0,0
x34.95545901393011_y9.106342699426822_d4,0,0,0,0,0.0,0,0,0,0,0
x36.37198537791434_y16.188810814833815_d4,0,0,0,0,0,0.0,0,0,0,0
x39.75175221516772_y9.230583197101883_d4,0,0,0,0,0.0,0,0,0,0,0
x21.994952408422158_y6.289982635791247_d4,0,0,0,0,0,0.0,0,0,0,0
x22.178261271197908_y2.857626213347644_d4,0,0,0,0,0.0,0,0,0,0,0
x5.255911473140351_y13.539616517715572_d4,0,0,0,0,0,0.0,0,0,0,0
x17.02937998538026_y17.40919234016349_d4,0,0,0,0,0.0,0,0,0,0,0
x23.227245296538012_y20.935021486520544_d4,0,0,0,0,0.0,0,0,0,0,0
x7.250779471355595_y17.43453664210229_d4,0,0,0,0,0,0.0,0,0,0,0
x36.202119275438_y19.608814785499572_d4,0,0,0,0,0.0,0,0,0,0,0
x43.033126111271955_y0.3342284074924651_d4,0,0,0,0,0.0,0,0,0,0,0
x33.290351725451615_y15.350016282018048_d4,0,0,0,0,0.0,0,0,0,0,0
x36.442452250658_y23.52713517161169_d4,0,0,0,0,0,0.0,0,0,0,0
x9.557573844508765_y6.2545001793715995_d4,0,18,0,1,0,11.26630723401166,0,125.0,0,30.0
x34.28047598054362_y1.8411660599130464_d4,0,0,0,0,0,0.0,0,0,0,0
x38.77924201094429_y22.449305581015004_d4,0,0,0,0,0.0,0,0,0,0,0
x42.69178290523394_y13.899699591676443_d4,0,0,0,0,0,0.0,0,0,0,0
x22.25008445447037_y6.436661952006867_d4,0,0,0,0,0,0.0,0,0,0,0
x6.907949866439623_y24.76585199345123_d4,0,0,0,0,0,0.0,0,0,0,0
x38.96746361384259_y12.990341944115666_d4,0,0,0,0,0,0.0,0,0,0,0
x30.051342290708945_y6.565272080545312_d4,0,0,0,0,0,0.0,0,0,0,0
x8.354459425493255_y6.05109750058839_d4,5,0,1,0,0.020908009554469417,0,9.803921568627452,0,136.0,0
x23.215038336438305_y19.143285036826057_d4,0,0,0,0,0.0,0,0,0,0,0
x9.70164153056362_y20.675750685648627_d4,0,0,0,0,0.0,0,0,0,0,0
x41.515184298749745_y4.947690072858105_d4,0,0,0,0,0.0,0,0,0,0,0
x11.074027022415184_y17.617050777918738_d4,0,0,0,0,0.0,0,0,0,0,0
x36.67072773469853_y16.89938464187724_d4,0,0,0,0,0.0,0,0,0,0,0
x38.85130089840209_y1.3490648298098233_d4,0,0,0,0,0.0,0,0,0,0,0
x15.1298213650493_y17.149309748130783_d4,0,0,0,0,0.0,0,0,0,0,0
x42.06400331740538_y24.326156056705706_d4,0,0,0,0,0,0.0,0,0,0,0
x1.3361071592231433_y1.0177518857993477_d4,0,0,0,0,0.0,0,0,0,0,0
x38.80928985572041_y19.44458166541975_d4,0,0,0,0,0.0,0,0,0,0,0
x14.362614407770897_y3.125921812881663_d4,0,0,0,0,0,0.0,0,0,0,0
x31.018155103797433_y10.85766244764296_d4,0,0,0,0,0,0.0,0,0,0,0
x45.219859569951566_y7.371981678530426_d4,0,0,0,0,0.0,0,0,0,0,0
x25.25957775356895_y4.896723976470163_d4,0,0,0,0,0.0,0,0,0,0,0
x18.120647884678448_y9.794817823698976_d4,0,0,0,0,0.0,0,0,0,0,0
x19.135909907899734_y9.799733170256525_d4,0,0,0,0,0.0,0,0,0,0,0
x18.28853451800115_y19.96395627321325_d4,0,0,0,0,0.0,0,0,0,0,0
x9.214242043580278_y15.574721204102431_d4,0,0,0,0,0,0.0,0,0,0,0
