Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa),Coord 104 Stress (kPa),Coord 105 Stress (kPa),Coord 106 Stress (kPa),Coord 107 Stress (kPa),Coord 108 Stress (kPa),Coord 109 Stress (kPa),Coord 110 Stress (kPa),Coord 111 Stress (kPa),Coord 112 Stress (kPa),Coord 113 Stress (kPa),Coord 114 Stress (kPa),Coord 115 Stress (kPa),Coord 116 Stress (kPa),Coord 117 Stress (kPa),Coord 118 Stress (kPa),Coord 119 Stress (kPa),Coord 120 Stress (kPa),Coord 121 Stress (kPa),Coord 122 Stress (kPa),Coord 123 Stress (kPa)
10,-3.9882171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035238352,-0.20841925,-0.32956142,-0.18140723,-0.004775831,0,0,0,0,-0.21734557,0,0,0,0,-0.046636327,-0.013652184,-0.654661,-1.7897771,-1.0293516,-0.24528925,-0.00092247424,0,0,0,0,0,0,0,0,0,-0.40618112,-1.4308281,-3.5332142,-1.6739001,-0.39318069,-0.034016402,0,0,0,0,0,0,0,0,-0.23401574,-0.67953752,-0.41095236,-0.048698522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,-3.8976717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034438327,-0.20368745,-0.32207931,-0.17728869,-0.0046674042,0,0,0,0,-0.21241112,0,0,0,0,-0.045577531,-0.013342236,-0.63979808,-1.7491434,-1.0059819,-0.23972039,-0.00090153108,0,0,0,0,0,0,0,0,0,-0.39695949,-1.3983437,-3.4529988,-1.6358972,-0.38425422,-0.03324412,0,0,0,0,0,0,0,0,-0.22870282,-0.66410982,-0.40162241,-0.047592908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-3.8071262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033638302,-0.19895566,-0.31459719,-0.17317016,-0.0045589774,0,0,0,0,-0.20747668,0,0,0,0,-0.044518736,-0.013032287,-0.62493515,-1.7085096,-0.98261233,-0.23415153,-0.00088058793,0,0,0,0,0,0,0,0,0,-0.38773787,-1.3658593,-3.3727834,-1.5978942,-0.37532774,-0.032471837,0,0,0,0,0,0,0,0,-0.22338991,-0.64868211,-0.39229246,-0.046487293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-3.7165808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032838277,-0.19422387,-0.30711508,-0.16905163,-0.0044505505,0,0,0,0,-0.20254223,0,0,0,0,-0.04345994,-0.012722338,-0.61007223,-1.6678759,-0.95924272,-0.22858267,-0.00085964478,0,0,0,0,0,0,0,0,0,-0.37851624,-1.3333748,-3.292568,-1.5598913,-0.36640127,-0.031699555,0,0,0,0,0,0,0,0,-0.21807699,-0.63325441,-0.38296251,-0.045381679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,-3.6260353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032038253,-0.18949208,-0.29963297,-0.1649331,-0.0043421237,0,0,0,0,-0.19760778,0,0,0,0,-0.042401144,-0.012412389,-0.5952093,-1.6272422,-0.9358731,-0.22301381,-0.00083870162,0,0,0,0,0,0,0,0,0,-0.36929461,-1.3008904,-3.2123525,-1.5218883,-0.35747479,-0.030927272,0,0,0,0,0,0,0,0,-0.21276408,-0.61782671,-0.37363256,-0.044276065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-3.5354899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031238228,-0.18476029,-0.29215086,-0.16081457,-0.0042336968,0,0,0,0,-0.19267333,0,0,0,0,-0.041342348,-0.01210244,-0.58034637,-1.5866084,-0.91250348,-0.21744495,-0.00081775847,0,0,0,0,0,0,0,0,0,-0.36007298,-1.268406,-3.1321371,-1.4838854,-0.34854832,-0.03015499,0,0,0,0,0,0,0,0,-0.20745116,-0.602399,-0.36430261,-0.043170451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-3.4449444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030438203,-0.18002849,-0.28466875,-0.15669603,-0.00412527,0,0,0,0,-0.18773888,0,0,0,0,-0.040283553,-0.011792491,-0.56548345,-1.5459747,-0.88913387,-0.21187609,-0.00079681531,0,0,0,0,0,0,0,0,0,-0.35085136,-1.2359215,-3.0519217,-1.4458824,-0.33962184,-0.029382707,0,0,0,0,0,0,0,0,-0.20213825,-0.5869713,-0.35497266,-0.042064836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-3.354399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029638178,-0.1752967,-0.27718663,-0.1525775,-0.0040168432,0,0,0,0,-0.18280443,0,0,0,0,-0.039224757,-0.011482543,-0.55062052,-1.5053409,-0.86576425,-0.20630723,-0.00077587216,0,0,0,0,0,0,0,0,0,-0.34162973,-1.2034371,-2.9717063,-1.4078794,-0.33069536,-0.028610424,0,0,0,0,0,0,0,0,-0.19682533,-0.5715436,-0.34564271,-0.040959222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-3.2638535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028838154,-0.17056491,-0.26970452,-0.14845897,-0.0039084163,0,0,0,0,-0.17786998,0,0,0,0,-0.038165961,-0.011172594,-0.5357576,-1.4647072,-0.84239464,-0.20073836,-0.00075492901,0,0,0,0,0,0,0,0,0,-0.3324081,-1.1709527,-2.8914909,-1.3698765,-0.32176889,-0.027838142,0,0,0,0,0,0,0,0,-0.19151242,-0.55611589,-0.33631276,-0.039853608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,-3.1733081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028038129,-0.16583312,-0.26222241,-0.14434044,-0.0037999895,0,0,0,0,-0.17293553,0,0,0,0,-0.037107166,-0.010862645,-0.52089467,-1.4240735,-0.81902502,-0.1951695,-0.00073398585,0,0,0,0,0,0,0,0,0,-0.32318647,-1.1384682,-2.8112755,-1.3318735,-0.31284241,-0.027065859,0,0,0,0,0,0,0,0,-0.1861995,-0.54068819,-0.32698281,-0.038747994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-3.0827626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027238104,-0.16110132,-0.2547403,-0.14022191,-0.0036915626,0,0,0,0,-0.16800109,0,0,0,0,-0.03604837,-0.010552696,-0.50603174,-1.3834397,-0.79565541,-0.18960064,-0.0007130427,0,0,0,0,0,0,0,0,0,-0.31396485,-1.1059838,-2.7310601,-1.2938706,-0.30391594,-0.026293577,0,0,0,0,0,0,0,0,-0.18088658,-0.52526049,-0.31765286,-0.03764238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-2.9922172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026438079,-0.15636953,-0.24725819,-0.13610338,-0.0035831358,0,0,0,0,-0.16306664,0,0,0,0,-0.034989574,-0.010242747,-0.49116882,-1.342806,-0.77228579,-0.18403178,-0.00069209954,0,0,0,0,0,0,0,0,0,-0.30474322,-1.0734994,-2.6508447,-1.2558676,-0.29498946,-0.025521294,0,0,0,0,0,0,0,0,-0.17557367,-0.50983278,-0.30832291,-0.036536765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,-2.9016717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025638055,-0.15163774,-0.23977607,-0.13198484,-0.003474709,0,0,0,0,-0.15813219,0,0,0,0,-0.033930778,-0.0099327986,-0.47630589,-1.3021722,-0.74891618,-0.17846292,-0.00067115639,0,0,0,0,0,0,0,0,0,-0.29552159,-1.0410149,-2.5706293,-1.2178647,-0.28606299,-0.024749012,0,0,0,0,0,0,0,0,-0.17026075,-0.49440508,-0.29899296,-0.035431151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-2.8111263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02483803,-0.14690595,-0.23229396,-0.12786631,-0.0033662821,0,0,0,0,-0.15319774,0,0,0,0,-0.032871983,-0.0096228498,-0.46144297,-1.2615385,-0.72554656,-0.17289406,-0.00065021324,0,0,0,0,0,0,0,0,0,-0.28629996,-1.0085305,-2.4904139,-1.1798617,-0.27713651,-0.023976729,0,0,0,0,0,0,0,0,-0.16494784,-0.47897738,-0.28966301,-0.034325537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-2.7205808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024038005,-0.14217416,-0.22481185,-0.12374778,-0.0032578553,0,0,0,0,-0.14826329,0,0,0,0,-0.031813187,-0.0093129009,-0.44658004,-1.2209048,-0.70217694,-0.1673252,-0.00062927008,0,0,0,0,0,0,0,0,0,-0.27707834,-0.97604605,-2.4101984,-1.1418587,-0.26821003,-0.023204447,0,0,0,0,0,0,0,0,-0.15963492,-0.46354967,-0.28033306,-0.033219923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-2.6300354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02323798,-0.13744236,-0.21732974,-0.11962925,-0.0031494285,0,0,0,0,-0.14332884,0,0,0,0,-0.030754391,-0.0090029521,-0.43171711,-1.180271,-0.67880733,-0.16175634,-0.00060832693,0,0,0,0,0,0,0,0,0,-0.26785671,-0.94356161,-2.329983,-1.1038558,-0.25928356,-0.022432164,0,0,0,0,0,0,0,0,-0.15432201,-0.44812197,-0.27100311,-0.032114308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-2.5394899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022437956,-0.13271057,-0.20984763,-0.11551072,-0.0030410016,0,0,0,0,-0.13839439,0,0,0,0,-0.029695595,-0.0086930033,-0.41685419,-1.1396373,-0.65543771,-0.15618748,-0.00058738377,0,0,0,0,0,0,0,0,0,-0.25863508,-0.91107718,-2.2497676,-1.0658528,-0.25035708,-0.021659882,0,0,0,0,0,0,0,0,-0.14900909,-0.43269427,-0.26167316,-0.031008694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,-2.4489445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021637931,-0.12797878,-0.20236551,-0.11139218,-0.0029325748,0,0,0,0,-0.13345994,0,0,0,0,-0.0286368,-0.0083830545,-0.40199126,-1.0990035,-0.6320681,-0.15061862,-0.00056644062,0,0,0,0,0,0,0,0,0,-0.24941345,-0.87859275,-2.1695522,-1.0278499,-0.24143061,-0.020887599,0,0,0,0,0,0,0,0,-0.14369618,-0.41726656,-0.25234321,-0.02990308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
