Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa)
10,-95.975274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7374756,-28.052782,-27.433567,-0.47011072,0,0,0,0,0,0,-1.928588,-14.380757,-52.630995,-69.289413,-3.4060029,0,0,0,0,0,0,-0.34898224,-3.4535171,-9.2783816,-5.3646347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,-95.966776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7372332,-28.050298,-27.431138,-0.47006909,0,0,0,0,0,0,-1.9284172,-14.379484,-52.626335,-69.283278,-3.4057013,0,0,0,0,0,0,-0.34895134,-3.4532113,-9.2775601,-5.3641597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-95.958278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7369908,-28.047814,-27.428709,-0.47002747,0,0,0,0,0,0,-1.9282464,-14.37821,-52.621675,-69.277143,-3.4053998,0,0,0,0,0,0,-0.34892044,-3.4529055,-9.2767386,-5.3636848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-95.949781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7367485,-28.045331,-27.42628,-0.46998584,0,0,0,0,0,0,-1.9280757,-14.376937,-52.617016,-69.271008,-3.4050982,0,0,0,0,0,0,-0.34888954,-3.4525998,-9.2759171,-5.3632098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,-95.941283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7365061,-28.042847,-27.423851,-0.46994422,0,0,0,0,0,0,-1.9279049,-14.375664,-52.612356,-69.264873,-3.4047966,0,0,0,0,0,0,-0.34885864,-3.452294,-9.2750956,-5.3627348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-95.932785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7362637,-28.040363,-27.421422,-0.4699026,0,0,0,0,0,0,-1.9277342,-14.374391,-52.607696,-69.258738,-3.4044951,0,0,0,0,0,0,-0.34882774,-3.4519882,-9.2742741,-5.3622598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-95.924287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7360213,-28.037879,-27.418993,-0.46986097,0,0,0,0,0,0,-1.9275634,-14.373117,-52.603036,-69.252603,-3.4041935,0,0,0,0,0,0,-0.34879684,-3.4516824,-9.2734525,-5.3617848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-95.91579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.735779,-28.035395,-27.416564,-0.46981935,0,0,0,0,0,0,-1.9273927,-14.371844,-52.598376,-69.246468,-3.4038919,0,0,0,0,0,0,-0.34876594,-3.4513767,-9.272631,-5.3613098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-95.907292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7355366,-28.032912,-27.414135,-0.46977773,0,0,0,0,0,0,-1.9272219,-14.370571,-52.593716,-69.240334,-3.4035904,0,0,0,0,0,0,-0.34873504,-3.4510709,-9.2718095,-5.3608348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,-95.898794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7352942,-28.030428,-27.411706,-0.4697361,0,0,0,0,0,0,-1.9270511,-14.369297,-52.589056,-69.234199,-3.4032888,0,0,0,0,0,0,-0.34870414,-3.4507651,-9.270988,-5.3603599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-95.890297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7350518,-28.027944,-27.409277,-0.46969448,0,0,0,0,0,0,-1.9268804,-14.368024,-52.584396,-69.228064,-3.4029872,0,0,0,0,0,0,-0.34867324,-3.4504593,-9.2701665,-5.3598849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-95.881799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7348094,-28.02546,-27.406848,-0.46965285,0,0,0,0,0,0,-1.9267096,-14.366751,-52.579736,-69.221929,-3.4026856,0,0,0,0,0,0,-0.34864235,-3.4501536,-9.269345,-5.3594099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,-95.873301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7345671,-28.022976,-27.404419,-0.46961123,0,0,0,0,0,0,-1.9265389,-14.365478,-52.575076,-69.215794,-3.4023841,0,0,0,0,0,0,-0.34861145,-3.4498478,-9.2685235,-5.3589349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-95.864804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7343247,-28.020493,-27.401991,-0.46956961,0,0,0,0,0,0,-1.9263681,-14.364204,-52.570416,-69.209659,-3.4020825,0,0,0,0,0,0,-0.34858055,-3.449542,-9.267702,-5.3584599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-95.856306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7340823,-28.018009,-27.399562,-0.46952798,0,0,0,0,0,0,-1.9261974,-14.362931,-52.565756,-69.203524,-3.4017809,0,0,0,0,0,0,-0.34854965,-3.4492362,-9.2668805,-5.3579849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-95.847808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7338399,-28.015525,-27.397133,-0.46948636,0,0,0,0,0,0,-1.9260266,-14.361658,-52.561096,-69.197389,-3.4014794,0,0,0,0,0,0,-0.34851875,-3.4489305,-9.2660589,-5.3575099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-95.839311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7335976,-28.013041,-27.394704,-0.46944474,0,0,0,0,0,0,-1.9258558,-14.360384,-52.556436,-69.191254,-3.4011778,0,0,0,0,0,0,-0.34848785,-3.4486247,-9.2652374,-5.3570349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,-95.830813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7333552,-28.010557,-27.392275,-0.46940311,0,0,0,0,0,0,-1.9256851,-14.359111,-52.551776,-69.185119,-3.4008762,0,0,0,0,0,0,-0.34845695,-3.4483189,-9.2644159,-5.35656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-95.822315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7331128,-28.008074,-27.389846,-0.46936149,0,0,0,0,0,0,-1.9255143,-14.357838,-52.547116,-69.178984,-3.4005747,0,0,0,0,0,0,-0.34842605,-3.4480131,-9.2635944,-5.356085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,-95.813818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7328704,-28.00559,-27.387417,-0.46931986,0,0,0,0,0,0,-1.9253436,-14.356565,-52.542456,-69.17285,-3.4002731,0,0,0,0,0,0,-0.34839515,-3.4477074,-9.2627729,-5.35561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-95.80532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.732628,-28.003106,-27.384988,-0.46927824,0,0,0,0,0,0,-1.9251728,-14.355291,-52.537796,-69.166715,-3.3999715,0,0,0,0,0,0,-0.34836425,-3.4474016,-9.2619514,-5.355135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,-95.796822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7323857,-28.000622,-27.382559,-0.46923662,0,0,0,0,0,0,-1.925002,-14.354018,-52.533136,-69.16058,-3.39967,0,0,0,0,0,0,-0.34833336,-3.4470958,-9.2611299,-5.35466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,-95.788324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7321433,-27.998138,-27.38013,-0.46919499,0,0,0,0,0,0,-1.9248313,-14.352745,-52.528476,-69.154445,-3.3993684,0,0,0,0,0,0,-0.34830246,-3.44679,-9.2603084,-5.354185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-95.779827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7319009,-27.995655,-27.377701,-0.46915337,0,0,0,0,0,0,-1.9246605,-14.351472,-52.523816,-69.14831,-3.3990668,0,0,0,0,0,0,-0.34827156,-3.4464843,-9.2594869,-5.35371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,-95.771329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7316585,-27.993171,-27.375272,-0.46911174,0,0,0,0,0,0,-1.9244898,-14.350198,-52.519156,-69.142175,-3.3987653,0,0,0,0,0,0,-0.34824066,-3.4461785,-9.2586653,-5.3532351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-95.762831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7314162,-27.990687,-27.372843,-0.46907012,0,0,0,0,0,0,-1.924319,-14.348925,-52.514496,-69.13604,-3.3984637,0,0,0,0,0,0,-0.34820976,-3.4458727,-9.2578438,-5.3527601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,-95.754334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7311738,-27.988203,-27.370414,-0.4690285,0,0,0,0,0,0,-1.9241483,-14.347652,-52.509836,-69.129905,-3.3981621,0,0,0,0,0,0,-0.34817886,-3.4455669,-9.2570223,-5.3522851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,-95.745836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7309314,-27.985719,-27.367985,-0.46898687,0,0,0,0,0,0,-1.9239775,-14.346378,-52.505176,-69.12377,-3.3978605,0,0,0,0,0,0,-0.34814796,-3.4452612,-9.2562008,-5.3518101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,-95.737338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.730689,-27.983236,-27.365556,-0.46894525,0,0,0,0,0,0,-1.9238067,-14.345105,-52.500516,-69.117635,-3.397559,0,0,0,0,0,0,-0.34811706,-3.4449554,-9.2553793,-5.3513351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,-95.728841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7304467,-27.980752,-27.363127,-0.46890363,0,0,0,0,0,0,-1.923636,-14.343832,-52.495856,-69.1115,-3.3972574,0,0,0,0,0,0,-0.34808616,-3.4446496,-9.2545578,-5.3508601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-95.720343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7302043,-27.978268,-27.360698,-0.468862,0,0,0,0,0,0,-1.9234652,-14.342559,-52.491196,-69.105366,-3.3969558,0,0,0,0,0,0,-0.34805526,-3.4443438,-9.2537363,-5.3503851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,-95.711845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7299619,-27.975784,-27.358269,-0.46882038,0,0,0,0,0,0,-1.9232945,-14.341285,-52.486536,-69.099231,-3.3966543,0,0,0,0,0,0,-0.34802437,-3.4440381,-9.2529148,-5.3499101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,-95.703348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7297195,-27.9733,-27.35584,-0.46877875,0,0,0,0,0,0,-1.9231237,-14.340012,-52.481876,-69.093096,-3.3963527,0,0,0,0,0,0,-0.34799347,-3.4437323,-9.2520932,-5.3494352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,-95.69485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7294771,-27.970817,-27.353411,-0.46873713,0,0,0,0,0,0,-1.922953,-14.338739,-52.477216,-69.086961,-3.3960511,0,0,0,0,0,0,-0.34796257,-3.4434265,-9.2512717,-5.3489602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,-95.686352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7292348,-27.968333,-27.350982,-0.46869551,0,0,0,0,0,0,-1.9227822,-14.337465,-52.472556,-69.080826,-3.3957496,0,0,0,0,0,0,-0.34793167,-3.4431207,-9.2504502,-5.3484852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,-95.677855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7289924,-27.965849,-27.348553,-0.46865388,0,0,0,0,0,0,-1.9226114,-14.336192,-52.467897,-69.074691,-3.395448,0,0,0,0,0,0,-0.34790077,-3.442815,-9.2496287,-5.3480102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,-95.669357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72875,-27.963365,-27.346124,-0.46861226,0,0,0,0,0,0,-1.9224407,-14.334919,-52.463237,-69.068556,-3.3951464,0,0,0,0,0,0,-0.34786987,-3.4425092,-9.2488072,-5.3475352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,-95.660859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7285076,-27.960881,-27.343695,-0.46857064,0,0,0,0,0,0,-1.9222699,-14.333646,-52.458577,-69.062421,-3.3948449,0,0,0,0,0,0,-0.34783897,-3.4422034,-9.2479857,-5.3470602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,-95.652361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7282653,-27.958398,-27.341266,-0.46852901,0,0,0,0,0,0,-1.9220992,-14.332372,-52.453917,-69.056286,-3.3945433,0,0,0,0,0,0,-0.34780807,-3.4418976,-9.2471642,-5.3465852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,-95.643864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7280229,-27.955914,-27.338837,-0.46848739,0,0,0,0,0,0,-1.9219284,-14.331099,-52.449257,-69.050151,-3.3942417,0,0,0,0,0,0,-0.34777717,-3.4415918,-9.2463427,-5.3461103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,-95.635366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7277805,-27.95343,-27.336408,-0.46844576,0,0,0,0,0,0,-1.9217576,-14.329826,-52.444597,-69.044016,-3.3939402,0,0,0,0,0,0,-0.34774627,-3.4412861,-9.2455212,-5.3456353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,-95.626868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7275381,-27.950946,-27.333979,-0.46840414,0,0,0,0,0,0,-1.9215869,-14.328553,-52.439937,-69.037881,-3.3936386,0,0,0,0,0,0,-0.34771538,-3.4409803,-9.2446996,-5.3451603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,-95.618371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7272958,-27.948462,-27.33155,-0.46836252,0,0,0,0,0,0,-1.9214161,-14.327279,-52.435277,-69.031747,-3.393337,0,0,0,0,0,0,-0.34768448,-3.4406745,-9.2438781,-5.3446853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,-95.609873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7270534,-27.945978,-27.329121,-0.46832089,0,0,0,0,0,0,-1.9212454,-14.326006,-52.430617,-69.025612,-3.3930354,0,0,0,0,0,0,-0.34765358,-3.4403687,-9.2430566,-5.3442103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-95.601375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.726811,-27.943495,-27.326692,-0.46827927,0,0,0,0,0,0,-1.9210746,-14.324733,-52.425957,-69.019477,-3.3927339,0,0,0,0,0,0,-0.34762268,-3.440063,-9.2422351,-5.3437353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,-95.592878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7265686,-27.941011,-27.324263,-0.46823765,0,0,0,0,0,0,-1.9209039,-14.323459,-52.421297,-69.013342,-3.3924323,0,0,0,0,0,0,-0.34759178,-3.4397572,-9.2414136,-5.3432603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,-95.58438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7263262,-27.938527,-27.321834,-0.46819602,0,0,0,0,0,0,-1.9207331,-14.322186,-52.416637,-69.007207,-3.3921307,0,0,0,0,0,0,-0.34756088,-3.4394514,-9.2405921,-5.3427853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,-95.575882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7260839,-27.936043,-27.319405,-0.4681544,0,0,0,0,0,0,-1.9205623,-14.320913,-52.411977,-69.001072,-3.3918292,0,0,0,0,0,0,-0.34752998,-3.4391456,-9.2397706,-5.3423104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,-95.567385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7258415,-27.933559,-27.316976,-0.46811277,0,0,0,0,0,0,-1.9203916,-14.31964,-52.407317,-68.994937,-3.3915276,0,0,0,0,0,0,-0.34749908,-3.4388399,-9.2389491,-5.3418354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,-95.558887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7255991,-27.931076,-27.314547,-0.46807115,0,0,0,0,0,0,-1.9202208,-14.318366,-52.402657,-68.988802,-3.391226,0,0,0,0,0,0,-0.34746818,-3.4385341,-9.2381276,-5.3413604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
