Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa)
3236,66.44035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8950593,19.419967,18.991306,0.32544133,0,0,0,0,0,0,1.3350945,9.9552987,36.434611,47.966655,2.3578576,0,0,0,0,0,0,0.24158829,2.39075,6.4231015,3.7137504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237,66.430298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8947726,19.417029,18.988433,0.32539209,0,0,0,0,0,0,1.3348925,9.9537925,36.429098,47.959398,2.3575008,0,0,0,0,0,0,0.24155173,2.3903883,6.4221297,3.7131885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3238,66.420245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8944859,19.414091,18.98556,0.32534285,0,0,0,0,0,0,1.3346905,9.9522863,36.423586,47.952141,2.3571441,0,0,0,0,0,0,0.24151518,2.3900266,6.4211579,3.7126266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3239,66.410193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8941992,19.411153,18.982686,0.32529361,0,0,0,0,0,0,1.3344885,9.9507801,36.418074,47.944883,2.3567874,0,0,0,0,0,0,0.24147863,2.3896649,6.4201861,3.7120647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3240,66.400141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8939124,19.408214,18.979813,0.32524437,0,0,0,0,0,0,1.3342865,9.9492739,36.412561,47.937626,2.3564306,0,0,0,0,0,0,0.24144208,2.3893031,6.4192143,3.7115029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3241,66.390089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8936257,19.405276,18.97694,0.32519514,0,0,0,0,0,0,1.3340845,9.9477677,36.407049,47.930369,2.3560739,0,0,0,0,0,0,0.24140553,2.3889414,6.4182425,3.710941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3242,66.380036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.893339,19.402338,18.974066,0.3251459,0,0,0,0,0,0,1.3338825,9.9462615,36.401536,47.923112,2.3557171,0,0,0,0,0,0,0.24136898,2.3885797,6.4172707,3.7103791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3243,66.369984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8930523,19.3994,18.971193,0.32509666,0,0,0,0,0,0,1.3336805,9.9447553,36.396024,47.915854,2.3553604,0,0,0,0,0,0,0.24133242,2.388218,6.4162989,3.7098172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3244,66.359932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8927656,19.396462,18.96832,0.32504742,0,0,0,0,0,0,1.3334785,9.9432491,36.390511,47.908597,2.3550037,0,0,0,0,0,0,0.24129587,2.3878563,6.4153271,3.7092553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3245,66.34988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8924789,19.393523,18.965446,0.32499818,0,0,0,0,0,0,1.3332765,9.9417429,36.384999,47.90134,2.3546469,0,0,0,0,0,0,0.24125932,2.3874946,6.4143553,3.7086935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3246,66.339828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8921921,19.390585,18.962573,0.32494894,0,0,0,0,0,0,1.3330745,9.9402367,36.379486,47.894083,2.3542902,0,0,0,0,0,0,0.24122277,2.3871329,6.4133835,3.7081316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3247,66.329775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8919054,19.387647,18.9597,0.32489971,0,0,0,0,0,0,1.3328725,9.9387305,36.373974,47.886826,2.3539335,0,0,0,0,0,0,0.24118622,2.3867711,6.4124117,3.7075697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3248,66.319723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8916187,19.384709,18.956826,0.32485047,0,0,0,0,0,0,1.3326705,9.9372242,36.368461,47.879568,2.3535767,0,0,0,0,0,0,0.24114967,2.3864094,6.4114399,3.7070078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3249,66.309671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.891332,19.381771,18.953953,0.32480123,0,0,0,0,0,0,1.3324685,9.935718,36.362949,47.872311,2.35322,0,0,0,0,0,0,0.24111311,2.3860477,6.4104681,3.7064459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3250,66.299619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8910453,19.378833,18.95108,0.32475199,0,0,0,0,0,0,1.3322665,9.9342118,36.357437,47.865054,2.3528632,0,0,0,0,0,0,0.24107656,2.385686,6.4094963,3.7058841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3251,66.289566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8907586,19.375894,18.948206,0.32470275,0,0,0,0,0,0,1.3320646,9.9327056,36.351924,47.857797,2.3525065,0,0,0,0,0,0,0.24104001,2.3853243,6.4085245,3.7053222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3252,66.279514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8904718,19.372956,18.945333,0.32465351,0,0,0,0,0,0,1.3318626,9.9311994,36.346412,47.850539,2.3521498,0,0,0,0,0,0,0.24100346,2.3849626,6.4075527,3.7047603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3253,66.269462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8901851,19.370018,18.94246,0.32460428,0,0,0,0,0,0,1.3316606,9.9296932,36.340899,47.843282,2.351793,0,0,0,0,0,0,0.24096691,2.3846009,6.4065809,3.7041984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3254,66.25941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8898984,19.36708,18.939586,0.32455504,0,0,0,0,0,0,1.3314586,9.928187,36.335387,47.836025,2.3514363,0,0,0,0,0,0,0.24093036,2.3842391,6.4056091,3.7036365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3255,66.249357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8896117,19.364142,18.936713,0.3245058,0,0,0,0,0,0,1.3312566,9.9266808,36.329874,47.828768,2.3510796,0,0,0,0,0,0,0.2408938,2.3838774,6.4046373,3.7030747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3256,66.239305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.889325,19.361203,18.93384,0.32445656,0,0,0,0,0,0,1.3310546,9.9251746,36.324362,47.821511,2.3507228,0,0,0,0,0,0,0.24085725,2.3835157,6.4036655,3.7025128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3257,66.229253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8890383,19.358265,18.930966,0.32440732,0,0,0,0,0,0,1.3308526,9.9236684,36.318849,47.814253,2.3503661,0,0,0,0,0,0,0.2408207,2.383154,6.4026937,3.7019509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3258,66.219201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8887515,19.355327,18.928093,0.32435808,0,0,0,0,0,0,1.3306506,9.9221622,36.313337,47.806996,2.3500093,0,0,0,0,0,0,0.24078415,2.3827923,6.4017219,3.701389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3259,66.209148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8884648,19.352389,18.92522,0.32430885,0,0,0,0,0,0,1.3304486,9.9206559,36.307824,47.799739,2.3496526,0,0,0,0,0,0,0.2407476,2.3824306,6.4007501,3.7008271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3260,66.199096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8881781,19.349451,18.922346,0.32425961,0,0,0,0,0,0,1.3302466,9.9191497,36.302312,47.792482,2.3492959,0,0,0,0,0,0,0.24071105,2.3820689,6.3997783,3.7002653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3261,66.189044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8878914,19.346512,18.919473,0.32421037,0,0,0,0,0,0,1.3300446,9.9176435,36.2968,47.785224,2.3489391,0,0,0,0,0,0,0.24067449,2.3817071,6.3988065,3.6997034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3262,66.178992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8876047,19.343574,18.9166,0.32416113,0,0,0,0,0,0,1.3298426,9.9161373,36.291287,47.777967,2.3485824,0,0,0,0,0,0,0.24063794,2.3813454,6.3978347,3.6991415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3263,66.168939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.887318,19.340636,18.913726,0.32411189,0,0,0,0,0,0,1.3296406,9.9146311,36.285775,47.77071,2.3482257,0,0,0,0,0,0,0.24060139,2.3809837,6.3968629,3.6985796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3264,66.158887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8870312,19.337698,18.910853,0.32406265,0,0,0,0,0,0,1.3294386,9.9131249,36.280262,47.763453,2.3478689,0,0,0,0,0,0,0.24056484,2.380622,6.3958912,3.6980177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3265,66.148835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8867445,19.33476,18.90798,0.32401342,0,0,0,0,0,0,1.3292366,9.9116187,36.27475,47.756196,2.3475122,0,0,0,0,0,0,0.24052829,2.3802603,6.3949194,3.6974559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3266,66.138783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8864578,19.331822,18.905106,0.32396418,0,0,0,0,0,0,1.3290346,9.9101125,36.269237,47.748938,2.3471554,0,0,0,0,0,0,0.24049174,2.3798986,6.3939476,3.696894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3267,66.128731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8861711,19.328883,18.902233,0.32391494,0,0,0,0,0,0,1.3288326,9.9086063,36.263725,47.741681,2.3467987,0,0,0,0,0,0,0.24045519,2.3795369,6.3929758,3.6963321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3268,66.118678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8858844,19.325945,18.89936,0.3238657,0,0,0,0,0,0,1.3286306,9.9071001,36.258212,47.734424,2.346442,0,0,0,0,0,0,0.24041863,2.3791752,6.392004,3.6957702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3269,66.108626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8855976,19.323007,18.896486,0.32381646,0,0,0,0,0,0,1.3284286,9.9055939,36.2527,47.727167,2.3460852,0,0,0,0,0,0,0.24038208,2.3788134,6.3910322,3.6952083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3270,66.098574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8853109,19.320069,18.893613,0.32376722,0,0,0,0,0,0,1.3282266,9.9040876,36.247187,47.719909,2.3457285,0,0,0,0,0,0,0.24034553,2.3784517,6.3900604,3.6946465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3271,66.088522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8850242,19.317131,18.89074,0.32371798,0,0,0,0,0,0,1.3280246,9.9025814,36.241675,47.712652,2.3453718,0,0,0,0,0,0,0.24030898,2.37809,6.3890886,3.6940846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3272,66.078469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8847375,19.314192,18.887866,0.32366875,0,0,0,0,0,0,1.3278226,9.9010752,36.236163,47.705395,2.345015,0,0,0,0,0,0,0.24027243,2.3777283,6.3881168,3.6935227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,66.068417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8844508,19.311254,18.884993,0.32361951,0,0,0,0,0,0,1.3276206,9.899569,36.23065,47.698138,2.3446583,0,0,0,0,0,0,0.24023588,2.3773666,6.387145,3.6929608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3274,66.058365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8841641,19.308316,18.88212,0.32357027,0,0,0,0,0,0,1.3274186,9.8980628,36.225138,47.690881,2.3443015,0,0,0,0,0,0,0.24019932,2.3770049,6.3861732,3.6923989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3275,66.048313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8838773,19.305378,18.879246,0.32352103,0,0,0,0,0,0,1.3272166,9.8965566,36.219625,47.683623,2.3439448,0,0,0,0,0,0,0.24016277,2.3766432,6.3852014,3.6918371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3276,66.03826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8835906,19.30244,18.876373,0.32347179,0,0,0,0,0,0,1.3270146,9.8950504,36.214113,47.676366,2.3435881,0,0,0,0,0,0,0.24012622,2.3762814,6.3842296,3.6912752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3277,66.028208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8833039,19.299501,18.8735,0.32342255,0,0,0,0,0,0,1.3268127,9.8935442,36.2086,47.669109,2.3432313,0,0,0,0,0,0,0.24008967,2.3759197,6.3832578,3.6907133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3278,66.018156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8830172,19.296563,18.870626,0.32337332,0,0,0,0,0,0,1.3266107,9.892038,36.203088,47.661852,2.3428746,0,0,0,0,0,0,0.24005312,2.375558,6.382286,3.6901514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3279,66.008104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8827305,19.293625,18.867753,0.32332408,0,0,0,0,0,0,1.3264087,9.8905318,36.197575,47.654594,2.3425179,0,0,0,0,0,0,0.24001657,2.3751963,6.3813142,3.6895895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3280,65.998051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8824438,19.290687,18.86488,0.32327484,0,0,0,0,0,0,1.3262067,9.8890256,36.192063,47.647337,2.3421611,0,0,0,0,0,0,0.23998001,2.3748346,6.3803424,3.6890277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3281,65.987999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.882157,19.287749,18.862006,0.3232256,0,0,0,0,0,0,1.3260047,9.8875193,36.18655,47.64008,2.3418044,0,0,0,0,0,0,0.23994346,2.3744729,6.3793706,3.6884658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3282,65.975473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8817998,19.284087,18.858426,0.32316425,0,0,0,0,0,0,1.325753,9.8856425,36.179681,47.631037,2.3413599,0,0,0,0,0,0,0.23989792,2.3740221,6.3781596,3.6877656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3283,65.962947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8814425,19.280426,18.854845,0.32310289,0,0,0,0,0,0,1.3255013,9.8837656,36.172812,47.621994,2.3409153,0,0,0,0,0,0,0.23985237,2.3735714,6.3769487,3.6870655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3284,65.950421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8810852,19.276765,18.851265,0.32304154,0,0,0,0,0,0,1.3252496,9.8818888,36.165944,47.612951,2.3404708,0,0,0,0,0,0,0.23980682,2.3731207,6.3757378,3.6863653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3285,65.937896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.880728,19.273104,18.847685,0.32298018,0,0,0,0,0,0,1.3249979,9.8800119,36.159075,47.603908,2.3400263,0,0,0,0,0,0,0.23976128,2.37267,6.3745269,3.6856652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,65.92537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8803707,19.269443,18.844104,0.32291883,0,0,0,0,0,0,1.3247462,9.8781351,36.152206,47.594865,2.3395818,0,0,0,0,0,0,0.23971573,2.3722193,6.3733159,3.6849651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3287,65.912844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8800134,19.265781,18.840524,0.32285747,0,0,0,0,0,0,1.3244945,9.8762582,36.145337,47.585822,2.3391373,0,0,0,0,0,0,0.23967019,2.3717685,6.372105,3.6842649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3288,65.900318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8796561,19.26212,18.836944,0.32279612,0,0,0,0,0,0,1.3242428,9.8743814,36.138468,47.576779,2.3386927,0,0,0,0,0,0,0.23962464,2.3713178,6.3708941,3.6835648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3289,65.887792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8792989,19.258459,18.833363,0.32273476,0,0,0,0,0,0,1.323991,9.8725046,36.131599,47.567736,2.3382482,0,0,0,0,0,0,0.23957909,2.3708671,6.3696831,3.6828646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3290,65.875267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8789416,19.254798,18.829783,0.32267341,0,0,0,0,0,0,1.3237393,9.8706277,36.12473,47.558693,2.3378037,0,0,0,0,0,0,0.23953355,2.3704164,6.3684722,3.6821645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3291,65.862741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8785843,19.251137,18.826202,0.32261205,0,0,0,0,0,0,1.3234876,9.8687509,36.117861,47.54965,2.3373592,0,0,0,0,0,0,0.239488,2.3699656,6.3672613,3.6814643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3292,65.850215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8782271,19.247476,18.822622,0.3225507,0,0,0,0,0,0,1.3232359,9.866874,36.110992,47.540607,2.3369147,0,0,0,0,0,0,0.23944246,2.3695149,6.3660503,3.6807642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3293,65.837689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8778698,19.243814,18.819042,0.32248935,0,0,0,0,0,0,1.3229842,9.8649972,36.104123,47.531564,2.3364701,0,0,0,0,0,0,0.23939691,2.3690642,6.3648394,3.680064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3294,65.825163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8775125,19.240153,18.815461,0.32242799,0,0,0,0,0,0,1.3227325,9.8631203,36.097254,47.522521,2.3360256,0,0,0,0,0,0,0.23935136,2.3686135,6.3636285,3.6793639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3295,65.812637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8771552,19.236492,18.811881,0.32236664,0,0,0,0,0,0,1.3224808,9.8612435,36.090385,47.513478,2.3355811,0,0,0,0,0,0,0.23930582,2.3681628,6.3624176,3.6786638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3296,65.800112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.876798,19.232831,18.808301,0.32230528,0,0,0,0,0,0,1.3222291,9.8593666,36.083517,47.504435,2.3351366,0,0,0,0,0,0,0.23926027,2.367712,6.3612066,3.6779636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3297,65.787586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8764407,19.22917,18.80472,0.32224393,0,0,0,0,0,0,1.3219774,9.8574898,36.076648,47.495392,2.3346921,0,0,0,0,0,0,0.23921473,2.3672613,6.3599957,3.6772635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3298,65.77506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8760834,19.225508,18.80114,0.32218257,0,0,0,0,0,0,1.3217257,9.8556129,36.069779,47.486349,2.3342475,0,0,0,0,0,0,0.23916918,2.3668106,6.3587848,3.6765633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3299,65.762534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8757262,19.221847,18.797559,0.32212122,0,0,0,0,0,0,1.321474,9.8537361,36.06291,47.477306,2.333803,0,0,0,0,0,0,0.23912363,2.3663599,6.3575738,3.6758632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,65.750008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8753689,19.218186,18.793979,0.32205986,0,0,0,0,0,0,1.3212223,9.8518593,36.056041,47.468262,2.3333585,0,0,0,0,0,0,0.23907809,2.3659092,6.3563629,3.675163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,65.737483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8750116,19.214525,18.790399,0.32199851,0,0,0,0,0,0,1.3209706,9.8499824,36.049172,47.459219,2.332914,0,0,0,0,0,0,0.23903254,2.3654584,6.355152,3.6744629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,65.724957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8746544,19.210864,18.786818,0.32193715,0,0,0,0,0,0,1.3207189,9.8481056,36.042303,47.450176,2.3324695,0,0,0,0,0,0,0.238987,2.3650077,6.3539411,3.6737628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,65.712431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8742971,19.207202,18.783238,0.3218758,0,0,0,0,0,0,1.3204672,9.8462287,36.035434,47.441133,2.3320249,0,0,0,0,0,0,0.23894145,2.364557,6.3527301,3.6730626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
