Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa)
50.999899,3.4114498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026382751,0.00032075962,0,0,0,0,0,0,0,0,0,0.20414014,0.41478616,1.083047,0.90169945,0.2162809,0,0,0,0,0,0,0.038581677,0.49844525,1.6121735,3.2026006,2.3211363,0.60546475,0,0,0,0,0,0,0,0.0074099951,0.23905633,0.64136155,1.2720658,0.92977539,0.20481129,0,0,0,0,0,0,0,0,0,0.019736301,0.046971841,0.00030984252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.999899,3.5255097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027264843,0.00033148404,0,0,0,0,0,0,0,0,0,0.21096545,0.42865431,1.1192581,0.93184727,0.22351214,0,0,0,0,0,0,0.039871634,0.51511049,1.6660756,3.3096778,2.3987422,0.62570813,0,0,0,0,0,0,0,0.0076577442,0.24704905,0.66280511,1.3145967,0.96086191,0.21165905,0,0,0,0,0,0,0,0,0,0.020396174,0.048542318,0.00032020194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.999899,3.6395696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028146936,0.00034220846,0,0,0,0,0,0,0,0,0,0.21779076,0.44252245,1.1554692,0.96199509,0.23074337,0,0,0,0,0,0,0.041161591,0.53177573,1.7199777,3.416755,2.4763481,0.64595151,0,0,0,0,0,0,0,0.0079054933,0.25504176,0.68424868,1.3571275,0.99194844,0.2185068,0,0,0,0,0,0,0,0,0,0.021056046,0.050112795,0.00033056135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.999899,3.7536296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029029028,0.00035293288,0,0,0,0,0,0,0,0,0,0.22461608,0.4563906,1.1916802,0.99214291,0.2379746,0,0,0,0,0,0,0.042451547,0.54844097,1.7738798,3.5238321,2.553954,0.66619489,0,0,0,0,0,0,0,0.0081532424,0.26303448,0.70569225,1.3996583,1.023035,0.22535455,0,0,0,0,0,0,0,0,0,0.021715918,0.051683273,0.00034092076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.999899,3.8676895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029911121,0.0003636573,0,0,0,0,0,0,0,0,0,0.23144139,0.47025874,1.2278913,1.0222907,0.24520583,0,0,0,0,0,0,0.043741504,0.56510621,1.827782,3.6309093,2.6315599,0.68643827,0,0,0,0,0,0,0,0.0084009914,0.2710272,0.72713582,1.4421891,1.0541215,0.2322023,0,0,0,0,0,0,0,0,0,0.02237579,0.05325375,0.00035128017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.999899,3.9817494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030793214,0.00037438172,0,0,0,0,0,0,0,0,0,0.2382667,0.48412689,1.2641024,1.0524386,0.25243707,0,0,0,0,0,0,0.045031461,0.58177145,1.8816841,3.7379865,2.7091658,0.70668164,0,0,0,0,0,0,0,0.0086487405,0.27901991,0.74857938,1.4847199,1.085208,0.23905005,0,0,0,0,0,0,0,0,0,0.023035663,0.054824228,0.00036163959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.999899,4.0958094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031675306,0.00038510614,0,0,0,0,0,0,0,0,0,0.24509201,0.49799503,1.3003135,1.0825864,0.2596683,0,0,0,0,0,0,0.046321418,0.59843669,1.9355862,3.8450636,2.7867718,0.72692502,0,0,0,0,0,0,0,0.0088964896,0.28701263,0.77002295,1.5272507,1.1162945,0.24589781,0,0,0,0,0,0,0,0,0,0.023695535,0.056394705,0.000371999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.999899,4.2098693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032557399,0.00039583056,0,0,0,0,0,0,0,0,0,0.25191732,0.51186318,1.3365245,1.1127342,0.26689953,0,0,0,0,0,0,0.047611375,0.61510193,1.9894883,3.9521408,2.8643777,0.7471684,0,0,0,0,0,0,0,0.0091442387,0.29500534,0.79146652,1.5697815,1.1473811,0.25274556,0,0,0,0,0,0,0,0,0,0.024355407,0.057965183,0.00038235841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.999899,4.3239292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033439492,0.00040655498,0,0,0,0,0,0,0,0,0,0.25874264,0.52573132,1.3727356,1.142882,0.27413076,0,0,0,0,0,0,0.048901332,0.63176717,2.0433905,4.059218,2.9419836,0.76741178,0,0,0,0,0,0,0,0.0093919877,0.30299806,0.81291009,1.6123124,1.1784676,0.25959331,0,0,0,0,0,0,0,0,0,0.02501528,0.05953566,0.00039271782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.999899,4.4379891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034321584,0.0004172794,0,0,0,0,0,0,0,0,0,0.26556795,0.53959947,1.4089467,1.1730298,0.28136199,0,0,0,0,0,0,0.050191289,0.64843241,2.0972926,4.1662952,3.0195895,0.78765516,0,0,0,0,0,0,0,0.0096397368,0.31099077,0.83435365,1.6548432,1.2095541,0.26644106,0,0,0,0,0,0,0,0,0,0.025675152,0.061106137,0.00040307724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
