Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa)
10,-1.5402066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010709087,-0.041776733,-0.13757469,-0.17933904,-0.034539284,0,0,0,0,0,0,0,-0.0042731355,-0.13204302,-0.67663914,-1.043749,-0.47126434,-0.022828966,0,0,0,0,0,0,0,-0.051112669,-0.3916992,-0.6992689,-0.24427214,0,0,0,0,0,0,0,0,0,-0.00082836382,0,0,0,0,0,0,0,0,0,0,0,0
11,-1.469043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010214285,-0.039846483,-0.13121819,-0.17105287,-0.032943433,0,0,0,0,0,0,0,-0.0040756998,-0.12594211,-0.64537576,-0.99552366,-0.44949008,-0.021774178,0,0,0,0,0,0,0,-0.048751063,-0.37360116,-0.66695993,-0.2329858,0,0,0,0,0,0,0,0,0,-0.00079009016,0,0,0,0,0,0,0,0,0,0,0,0
12,-1.3978794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00097194833,-0.037916234,-0.1248617,-0.1627667,-0.031347583,0,0,0,0,0,0,0,-0.0038782642,-0.11984121,-0.61411237,-0.94729836,-0.42771581,-0.02071939,0,0,0,0,0,0,0,-0.046389457,-0.35550312,-0.63465096,-0.22169947,0,0,0,0,0,0,0,0,0,-0.00075181649,0,0,0,0,0,0,0,0,0,0,0,0
13,-1.3267158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00092246814,-0.035985985,-0.11850521,-0.15448054,-0.029751732,0,0,0,0,0,0,0,-0.0036808285,-0.1137403,-0.58284898,-0.89907305,-0.40594155,-0.019664602,0,0,0,0,0,0,0,-0.044027851,-0.33740508,-0.60234199,-0.21041314,0,0,0,0,0,0,0,0,0,-0.00071354283,0,0,0,0,0,0,0,0,0,0,0,0
14,-1.2555522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00087298795,-0.034055736,-0.11214872,-0.14619437,-0.028155881,0,0,0,0,0,0,0,-0.0034833929,-0.1076394,-0.55158559,-0.85084775,-0.38416728,-0.018609814,0,0,0,0,0,0,0,-0.041666244,-0.31930703,-0.57003301,-0.19912681,0,0,0,0,0,0,0,0,0,-0.00067526916,0,0,0,0,0,0,0,0,0,0,0,0
15,-1.1843886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00082350776,-0.032125487,-0.10579223,-0.1379082,-0.026560031,0,0,0,0,0,0,0,-0.0032859572,-0.10153849,-0.52032221,-0.80262244,-0.36239302,-0.017555026,0,0,0,0,0,0,0,-0.039304638,-0.30120899,-0.53772404,-0.18784047,0,0,0,0,0,0,0,0,0,-0.0006369955,0,0,0,0,0,0,0,0,0,0,0,0
16,-1.113225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00077402757,-0.030195237,-0.099435738,-0.12962203,-0.02496418,0,0,0,0,0,0,0,-0.0030885216,-0.095437582,-0.48905882,-0.75439714,-0.34061876,-0.016500238,0,0,0,0,0,0,0,-0.036943032,-0.28311095,-0.50541507,-0.17655414,0,0,0,0,0,0,0,0,0,-0.00059872184,0,0,0,0,0,0,0,0,0,0,0,0
17,-1.0420614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00072454738,-0.028264988,-0.093079247,-0.12133586,-0.023368329,0,0,0,0,0,0,0,-0.0028910859,-0.089336676,-0.45779543,-0.70617184,-0.31884449,-0.01544545,0,0,0,0,0,0,0,-0.034581426,-0.26501291,-0.4731061,-0.16526781,0,0,0,0,0,0,0,0,0,-0.00056044817,0,0,0,0,0,0,0,0,0,0,0,0
18,-0.9708978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00067506718,-0.026334739,-0.086722756,-0.11304969,-0.021772479,0,0,0,0,0,0,0,-0.0026936503,-0.083235769,-0.42653204,-0.65794653,-0.29707023,-0.014390662,0,0,0,0,0,0,0,-0.03221982,-0.24691486,-0.44079713,-0.15398148,0,0,0,0,0,0,0,0,0,-0.00052217451,0,0,0,0,0,0,0,0,0,0,0,0
19,-0.8997342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00062558699,-0.02440449,-0.080366265,-0.10476352,-0.020176628,0,0,0,0,0,0,0,-0.0024962146,-0.077134863,-0.39526866,-0.60972123,-0.27529596,-0.013335874,0,0,0,0,0,0,0,-0.029858213,-0.22881682,-0.40848816,-0.14269514,0,0,0,0,0,0,0,0,0,-0.00048390084,0,0,0,0,0,0,0,0,0,0,0,0
20,-0.8285706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0005761068,-0.02247424,-0.074009774,-0.096477356,-0.018580777,0,0,0,0,0,0,0,-0.002298779,-0.071033956,-0.36400527,-0.56149592,-0.2535217,-0.012281087,0,0,0,0,0,0,0,-0.027496607,-0.21071878,-0.37617919,-0.13140881,0,0,0,0,0,0,0,0,0,-0.00044562718,0,0,0,0,0,0,0,0,0,0,0,0
21,-0.75740701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00052662661,-0.020543991,-0.067653283,-0.088191188,-0.016984927,0,0,0,0,0,0,0,-0.0021013433,-0.06493305,-0.33274188,-0.51327062,-0.23174743,-0.011226299,0,0,0,0,0,0,0,-0.025135001,-0.19262074,-0.34387022,-0.12012248,0,0,0,0,0,0,0,0,0,-0.00040735352,0,0,0,0,0,0,0,0,0,0,0,0
22,-0.68624341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00047714642,-0.018613742,-0.061296792,-0.079905019,-0.015389076,0,0,0,0,0,0,0,-0.0019039076,-0.058832143,-0.30147849,-0.46504532,-0.20997317,-0.010171511,0,0,0,0,0,0,0,-0.022773395,-0.17452269,-0.31156124,-0.10883614,0,0,0,0,0,0,0,0,0,-0.00036907985,0,0,0,0,0,0,0,0,0,0,0,0
23,-0.61507982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00042766623,-0.016683493,-0.054940301,-0.071618851,-0.013793225,0,0,0,0,0,0,0,-0.001706472,-0.052731237,-0.27021511,-0.41682001,-0.1881989,-0.0091167227,0,0,0,0,0,0,0,-0.020411789,-0.15642465,-0.27925227,-0.097549812,0,0,0,0,0,0,0,0,0,-0.00033080619,0,0,0,0,0,0,0,0,0,0,0,0
24,-0.54391622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00037818604,-0.014753243,-0.04858381,-0.063332682,-0.012197375,0,0,0,0,0,0,0,-0.0015090363,-0.04663033,-0.23895172,-0.36859471,-0.16642464,-0.0080619348,0,0,0,0,0,0,0,-0.018050183,-0.13832661,-0.2469433,-0.086263479,0,0,0,0,0,0,0,0,0,-0.00029253253,0,0,0,0,0,0,0,0,0,0,0,0
25,-0.47275262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00032870585,-0.012822994,-0.042227318,-0.055046514,-0.010601524,0,0,0,0,0,0,0,-0.0013116007,-0.040529424,-0.20768833,-0.3203694,-0.14465037,-0.0070071468,0,0,0,0,0,0,0,-0.015688576,-0.12022857,-0.21463433,-0.074977146,0,0,0,0,0,0,0,0,0,-0.00025425886,0,0,0,0,0,0,0,0,0,0,0,0
26,-0.40158903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00027922565,-0.010892745,-0.035870827,-0.046760345,-0.0090056734,0,0,0,0,0,0,0,-0.001114165,-0.034428517,-0.17642494,-0.2721441,-0.12287611,-0.0059523589,0,0,0,0,0,0,0,-0.01332697,-0.10213052,-0.18232536,-0.063690814,0,0,0,0,0,0,0,0,0,-0.0002159852,0,0,0,0,0,0,0,0,0,0,0,0
27,-0.33042543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022974546,-0.0089624958,-0.029514336,-0.038474177,-0.0074098228,0,0,0,0,0,0,0,-0.00091672939,-0.028327611,-0.14516155,-0.2239188,-0.10110184,-0.0048975709,0,0,0,0,0,0,0,-0.010965364,-0.08403248,-0.15001639,-0.052404481,0,0,0,0,0,0,0,0,0,-0.00017771153,0,0,0,0,0,0,0,0,0,0,0,0
28,-0.25926183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018026527,-0.0070322466,-0.023157845,-0.030188008,-0.0058139721,0,0,0,0,0,0,0,-0.00071929374,-0.022226704,-0.11389817,-0.17569349,-0.079327579,-0.003842783,0,0,0,0,0,0,0,-0.0086037578,-0.065934438,-0.11770742,-0.041118148,0,0,0,0,0,0,0,0,0,-0.00013943787,0,0,0,0,0,0,0,0,0,0,0,0
29,-0.18809824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00013078508,-0.0051019973,-0.016801354,-0.02190184,-0.0042181215,0,0,0,0,0,0,0,-0.00052185809,-0.016125798,-0.08263478,-0.12746819,-0.057553314,-0.002787995,0,0,0,0,0,0,0,-0.0062421516,-0.047836395,-0.085398446,-0.029831816,0,0,0,0,0,0,0,0,0,-0.00010116421,0,0,0,0,0,0,0,0,0,0,0,0
30,-0.11693464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.130489e-05,-0.0031717481,-0.010444863,-0.013615671,-0.0026222708,0,0,0,0,0,0,0,-0.00032442243,-0.010024891,-0.051371392,-0.079242884,-0.035779049,-0.0017332071,0,0,0,0,0,0,0,-0.0038805455,-0.029738352,-0.053089475,-0.018545483,0,0,0,0,0,0,0,0,0,-6.2890542e-05,0,0,0,0,0,0,0,0,0,0,0,0
31,-0.045771045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1824699e-05,-0.0012414989,-0.0040883718,-0.0053295028,-0.0010264202,0,0,0,0,0,0,0,-0.00012698678,-0.0039239847,-0.020108004,-0.03101758,-0.014004785,-0.00067841915,0,0,0,0,0,0,0,-0.0015189393,-0.01164031,-0.020780504,-0.0072591502,0,0,0,0,0,0,0,0,0,-2.4616878e-05,0,0,0,0,0,0,0,0,0,0,0,0
32,0.025392552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7655492e-05,0.00068875037,0.0022681193,0.0029566656,0.00056943047,0,0,0,0,0,0,0,7.044887e-05,0.0021769218,0.011155383,0.017207724,0.00776948,0.0003763688,0,0,0,0,0,0,0,0.0008426669,0.0064577326,0.011528468,0.0040271824,0,0,0,0,0,0,0,0,0,1.3656786e-05,0,0,0,0,0,0,0,0,0,0,0,0
33,0.096556148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7135683e-05,0.0026189996,0.0086246104,0.011242834,0.0021652811,0,0,0,0,0,0,0,0.00026788452,0.0082778283,0.042418771,0.065433028,0.029543745,0.0014311567,0,0,0,0,0,0,0,0.0032042731,0.024555775,0.043837439,0.015313515,0,0,0,0,0,0,0,0,0,5.193045e-05,0,0,0,0,0,0,0,0,0,0,0,0
34,0.16771974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011661587,0.0045492488,0.014981102,0.019529003,0.0037611318,0,0,0,0,0,0,0,0.00046532017,0.014378735,0.073682158,0.11365833,0.051318009,0.0024859447,0,0,0,0,0,0,0,0.0055658793,0.042653818,0.07614641,0.026599848,0,0,0,0,0,0,0,0,0,9.0204113e-05,0,0,0,0,0,0,0,0,0,0,0,0
35,0.23888334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016609607,0.0064794981,0.021337593,0.027815171,0.0053569824,0,0,0,0,0,0,0,0.00066275583,0.020479641,0.10494555,0.16188364,0.073092274,0.0035407326,0,0,0,0,0,0,0,0.0079274854,0.06075186,0.10845538,0.03788618,0,0,0,0,0,0,0,0,0,0.00012847778,0,0,0,0,0,0,0,0,0,0,0,0
36,0.31004694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021557626,0.0084097473,0.027694084,0.03610134,0.0069528331,0,0,0,0,0,0,0,0.00086019148,0.026580548,0.13620893,0.21010894,0.094866539,0.0045955206,0,0,0,0,0,0,0,0.010289092,0.078849903,0.14076435,0.049172513,0,0,0,0,0,0,0,0,0,0.00016675144,0,0,0,0,0,0,0,0,0,0,0,0
37,0.38121053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026505645,0.010339997,0.034050575,0.044387508,0.0085486837,0,0,0,0,0,0,0,0.0010576271,0.032681454,0.16747232,0.25833424,0.1166408,0.0056503085,0,0,0,0,0,0,0,0.012650698,0.096947945,0.17307332,0.060458846,0,0,0,0,0,0,0,0,0,0.00020502511,0,0,0,0,0,0,0,0,0,0,0,0
38,0.45237413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031453664,0.012270246,0.040407066,0.052673676,0.010144534,0,0,0,0,0,0,0,0.0012550628,0.038782361,0.19873571,0.30655955,0.13841507,0.0067050965,0,0,0,0,0,0,0,0.015012304,0.11504599,0.2053823,0.071745179,0,0,0,0,0,0,0,0,0,0.00024329877,0,0,0,0,0,0,0,0,0,0,0,0
39,0.52353773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036401683,0.014200495,0.046763557,0.060959845,0.011740385,0,0,0,0,0,0,0,0.0014524984,0.044883267,0.2299991,0.35478485,0.16018933,0.0077598844,0,0,0,0,0,0,0,0.01737391,0.13314403,0.23769127,0.083031511,0,0,0,0,0,0,0,0,0,0.00028157243,0,0,0,0,0,0,0,0,0,0,0,0
40,0.59470132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041349702,0.016130744,0.053120048,0.069246013,0.013336236,0,0,0,0,0,0,0,0.0016499341,0.050984174,0.26126248,0.40301016,0.1819636,0.0088146724,0,0,0,0,0,0,0,0.019735516,0.15124207,0.27000024,0.094317844,0,0,0,0,0,0,0,0,0,0.0003198461,0,0,0,0,0,0,0,0,0,0,0,0
41,0.66586492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046297721,0.018060993,0.059476539,0.077532182,0.014932086,0,0,0,0,0,0,0,0.0018473697,0.05708508,0.29252587,0.45123546,0.20373786,0.0098694603,0,0,0,0,0,0,0,0.022097123,0.16934012,0.30230921,0.10560418,0,0,0,0,0,0,0,0,0,0.00035811976,0,0,0,0,0,0,0,0,0,0,0,0
42,0.73702851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005124574,0.019991243,0.06583303,0.08581835,0.016527937,0,0,0,0,0,0,0,0.0020448054,0.063185987,0.32378926,0.49946076,0.22551213,0.010924248,0,0,0,0,0,0,0,0.024458729,0.18743816,0.33461818,0.11689051,0,0,0,0,0,0,0,0,0,0.00039639342,0,0,0,0,0,0,0,0,0,0,0,0
43,0.80819211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056193759,0.021921492,0.072189522,0.094104519,0.018123788,0,0,0,0,0,0,0,0.002242241,0.069286893,0.35505265,0.54768607,0.24728639,0.011979036,0,0,0,0,0,0,0,0.026820335,0.2055362,0.36692715,0.12817684,0,0,0,0,0,0,0,0,0,0.00043466709,0,0,0,0,0,0,0,0,0,0,0,0
44,0.87935571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061141779,0.023851741,0.078546013,0.10239069,0.019719638,0,0,0,0,0,0,0,0.0024396767,0.0753878,0.38631603,0.59591137,0.26906066,0.013033824,0,0,0,0,0,0,0,0.029181941,0.22363424,0.39923612,0.13946317,0,0,0,0,0,0,0,0,0,0.00047294075,0,0,0,0,0,0,0,0,0,0,0,0
45,0.9505193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066089798,0.02578199,0.084902504,0.11067686,0.021315489,0,0,0,0,0,0,0,0.0026371123,0.081488706,0.41757942,0.64413668,0.29083492,0.014088612,0,0,0,0,0,0,0,0.031543547,0.24173229,0.43154509,0.15074951,0,0,0,0,0,0,0,0,0,0.00051121442,0,0,0,0,0,0,0,0,0,0,0,0
