Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa)
3681,277.74416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.562214,138.56226,130.69808,60.889998,0,0,0,0,0,0,0,0,32.498632,175.48484,270.81281,212.20238,86.876757,0,0,0,0,0,0,0,41.332252,95.038294,129.88851,112.6987,35.089019,0,0,0,0,0,0,0,0,0,10.873882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3682,277.73614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.560579,138.55825,130.6943,60.888238,0,0,0,0,0,0,0,0,32.497693,175.47977,270.80499,212.19625,86.874247,0,0,0,0,0,0,0,41.331058,95.035547,129.88475,112.69544,35.088005,0,0,0,0,0,0,0,0,0,10.873568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3683,277.72811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.558945,138.55425,130.69052,60.886478,0,0,0,0,0,0,0,0,32.496754,175.4747,270.79716,212.19011,86.871736,0,0,0,0,0,0,0,41.329863,95.032801,129.881,112.69219,35.086991,0,0,0,0,0,0,0,0,0,10.873253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684,277.72009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.55731,138.55024,130.68674,60.884719,0,0,0,0,0,0,0,0,32.495815,175.46962,270.78933,212.18398,86.869225,0,0,0,0,0,0,0,41.328669,95.030054,129.87725,112.68893,35.085977,0,0,0,0,0,0,0,0,0,10.872939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685,277.71206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.555676,138.54624,130.68297,60.882959,0,0,0,0,0,0,0,0,32.494876,175.46455,270.78151,212.17785,86.866715,0,0,0,0,0,0,0,41.327474,95.027308,129.87349,112.68567,35.084963,0,0,0,0,0,0,0,0,0,10.872625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3686,277.70403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.554041,138.54223,130.67919,60.8812,0,0,0,0,0,0,0,0,32.493937,175.45948,270.77368,212.17172,86.864204,0,0,0,0,0,0,0,41.32628,95.024562,129.86974,112.68242,35.083949,0,0,0,0,0,0,0,0,0,10.872311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3687,277.69601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.552406,138.53823,130.67541,60.87944,0,0,0,0,0,0,0,0,32.492997,175.45441,270.76585,212.16558,86.861694,0,0,0,0,0,0,0,41.325085,95.021815,129.86599,112.67916,35.082935,0,0,0,0,0,0,0,0,0,10.871996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3688,277.68798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.550772,138.53423,130.67164,60.87768,0,0,0,0,0,0,0,0,32.492058,175.44934,270.75803,212.15945,86.859183,0,0,0,0,0,0,0,41.323891,95.019069,129.86223,112.6759,35.081921,0,0,0,0,0,0,0,0,0,10.871682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3689,277.67995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.549137,138.53022,130.66786,60.875921,0,0,0,0,0,0,0,0,32.491119,175.44427,270.7502,212.15332,86.856672,0,0,0,0,0,0,0,41.322696,95.016322,129.85848,112.67265,35.080907,0,0,0,0,0,0,0,0,0,10.871368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690,277.67193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.547503,138.52622,130.66408,60.874161,0,0,0,0,0,0,0,0,32.49018,175.4392,270.74238,212.14719,86.854162,0,0,0,0,0,0,0,41.321502,95.013576,129.85472,112.66939,35.079893,0,0,0,0,0,0,0,0,0,10.871054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3691,277.6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.545868,138.52221,130.66031,60.872401,0,0,0,0,0,0,0,0,32.489241,175.43413,270.73455,212.14105,86.851651,0,0,0,0,0,0,0,41.320308,95.010829,129.85097,112.66613,35.078879,0,0,0,0,0,0,0,0,0,10.870739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,277.65587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.544234,138.51821,130.65653,60.870642,0,0,0,0,0,0,0,0,32.488302,175.42905,270.72672,212.13492,86.849141,0,0,0,0,0,0,0,41.319113,95.008083,129.84722,112.66287,35.077865,0,0,0,0,0,0,0,0,0,10.870425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3693,277.64785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.542599,138.5142,130.65275,60.868882,0,0,0,0,0,0,0,0,32.487362,175.42398,270.7189,212.12879,86.84663,0,0,0,0,0,0,0,41.317919,95.005336,129.84346,112.65962,35.076851,0,0,0,0,0,0,0,0,0,10.870111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,277.63982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.540964,138.5102,130.64897,60.867122,0,0,0,0,0,0,0,0,32.486423,175.41891,270.71107,212.12266,86.844119,0,0,0,0,0,0,0,41.316724,95.00259,129.83971,112.65636,35.075837,0,0,0,0,0,0,0,0,0,10.869797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3695,277.63179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.53933,138.5062,130.6452,60.865363,0,0,0,0,0,0,0,0,32.485484,175.41384,270.70325,212.11653,86.841609,0,0,0,0,0,0,0,41.31553,94.999843,129.83596,112.6531,35.074823,0,0,0,0,0,0,0,0,0,10.869482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3696,277.62377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.537695,138.50219,130.64142,60.863603,0,0,0,0,0,0,0,0,32.484545,175.40877,270.69542,212.11039,86.839098,0,0,0,0,0,0,0,41.314335,94.997097,129.8322,112.64985,35.073809,0,0,0,0,0,0,0,0,0,10.869168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3697,277.61574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.536061,138.49819,130.63764,60.861843,0,0,0,0,0,0,0,0,32.483606,175.4037,270.68759,212.10426,86.836587,0,0,0,0,0,0,0,41.313141,94.99435,129.82845,112.64659,35.072795,0,0,0,0,0,0,0,0,0,10.868854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3698,277.60772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.534426,138.49418,130.63387,60.860084,0,0,0,0,0,0,0,0,32.482667,175.39863,270.67977,212.09813,86.834077,0,0,0,0,0,0,0,41.311946,94.991604,129.8247,112.64333,35.071781,0,0,0,0,0,0,0,0,0,10.86854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,277.59969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.532792,138.49018,130.63009,60.858324,0,0,0,0,0,0,0,0,32.481727,175.39356,270.67194,212.092,86.831566,0,0,0,0,0,0,0,41.310752,94.988857,129.82094,112.64008,35.070767,0,0,0,0,0,0,0,0,0,10.868225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,277.59166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.531157,138.48617,130.62631,60.856565,0,0,0,0,0,0,0,0,32.480788,175.38848,270.66411,212.08586,86.829056,0,0,0,0,0,0,0,41.309558,94.986111,129.81719,112.63682,35.069753,0,0,0,0,0,0,0,0,0,10.867911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,277.58364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.529522,138.48217,130.62254,60.854805,0,0,0,0,0,0,0,0,32.479849,175.38341,270.65629,212.07973,86.826545,0,0,0,0,0,0,0,41.308363,94.983364,129.81344,112.63356,35.068739,0,0,0,0,0,0,0,0,0,10.867597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,277.57561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.527888,138.47817,130.61876,60.853045,0,0,0,0,0,0,0,0,32.47891,175.37834,270.64846,212.0736,86.824034,0,0,0,0,0,0,0,41.307169,94.980618,129.80968,112.63031,35.067725,0,0,0,0,0,0,0,0,0,10.867283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3703,277.56758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.526253,138.47416,130.61498,60.851286,0,0,0,0,0,0,0,0,32.477971,175.37327,270.64064,212.06747,86.821524,0,0,0,0,0,0,0,41.305974,94.977871,129.80593,112.62705,35.066711,0,0,0,0,0,0,0,0,0,10.866968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,277.55956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.524619,138.47016,130.6112,60.849526,0,0,0,0,0,0,0,0,32.477032,175.3682,270.63281,212.06133,86.819013,0,0,0,0,0,0,0,41.30478,94.975125,129.80217,112.62379,35.065697,0,0,0,0,0,0,0,0,0,10.866654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,277.55153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.522984,138.46615,130.60743,60.847766,0,0,0,0,0,0,0,0,32.476092,175.36313,270.62498,212.0552,86.816502,0,0,0,0,0,0,0,41.303585,94.972378,129.79842,112.62054,35.064683,0,0,0,0,0,0,0,0,0,10.86634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,277.5435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.52135,138.46215,130.60365,60.846007,0,0,0,0,0,0,0,0,32.475153,175.35806,270.61716,212.04907,86.813992,0,0,0,0,0,0,0,41.302391,94.969632,129.79467,112.61728,35.063669,0,0,0,0,0,0,0,0,0,10.866026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,277.53548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.519715,138.45814,130.59987,60.844247,0,0,0,0,0,0,0,0,32.474214,175.35299,270.60933,212.04294,86.811481,0,0,0,0,0,0,0,41.301196,94.966885,129.79091,112.61402,35.062655,0,0,0,0,0,0,0,0,0,10.865712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,277.52745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.51808,138.45414,130.5961,60.842487,0,0,0,0,0,0,0,0,32.473275,175.34791,270.60151,212.0368,86.808971,0,0,0,0,0,0,0,41.300002,94.964139,129.78716,112.61077,35.061641,0,0,0,0,0,0,0,0,0,10.865397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,277.51942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.516446,138.45014,130.59232,60.840728,0,0,0,0,0,0,0,0,32.472336,175.34284,270.59368,212.03067,86.80646,0,0,0,0,0,0,0,41.298808,94.961393,129.78341,112.60751,35.060627,0,0,0,0,0,0,0,0,0,10.865083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3710,277.5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.514811,138.44613,130.58854,60.838968,0,0,0,0,0,0,0,0,32.471397,175.33777,270.58585,212.02454,86.803949,0,0,0,0,0,0,0,41.297613,94.958646,129.77965,112.60425,35.059612,0,0,0,0,0,0,0,0,0,10.864769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3711,277.50337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.513177,138.44213,130.58477,60.837209,0,0,0,0,0,0,0,0,32.470457,175.3327,270.57803,212.01841,86.801439,0,0,0,0,0,0,0,41.296419,94.9559,129.7759,112.601,35.058598,0,0,0,0,0,0,0,0,0,10.864455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3712,277.49535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.511542,138.43812,130.58099,60.835449,0,0,0,0,0,0,0,0,32.469518,175.32763,270.5702,212.01227,86.798928,0,0,0,0,0,0,0,41.295224,94.953153,129.77215,112.59774,35.057584,0,0,0,0,0,0,0,0,0,10.86414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3713,277.48732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.509908,138.43412,130.57721,60.833689,0,0,0,0,0,0,0,0,32.468579,175.32256,270.56238,212.00614,86.796418,0,0,0,0,0,0,0,41.29403,94.950407,129.76839,112.59448,35.05657,0,0,0,0,0,0,0,0,0,10.863826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3714,277.47929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.508273,138.43011,130.57343,60.83193,0,0,0,0,0,0,0,0,32.46764,175.31749,270.55455,212.00001,86.793907,0,0,0,0,0,0,0,41.292835,94.94766,129.76464,112.59122,35.055556,0,0,0,0,0,0,0,0,0,10.863512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,277.47127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.506638,138.42611,130.56966,60.83017,0,0,0,0,0,0,0,0,32.466701,175.31241,270.54672,211.99388,86.791396,0,0,0,0,0,0,0,41.291641,94.944914,129.76088,112.58797,35.054542,0,0,0,0,0,0,0,0,0,10.863198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3716,277.46324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.505004,138.42211,130.56588,60.82841,0,0,0,0,0,0,0,0,32.465762,175.30734,270.5389,211.98775,86.788886,0,0,0,0,0,0,0,41.290446,94.942167,129.75713,112.58471,35.053528,0,0,0,0,0,0,0,0,0,10.862883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,277.45521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.503369,138.4181,130.5621,60.826651,0,0,0,0,0,0,0,0,32.464822,175.30227,270.53107,211.98161,86.786375,0,0,0,0,0,0,0,41.289252,94.939421,129.75338,112.58145,35.052514,0,0,0,0,0,0,0,0,0,10.862569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718,277.44719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.501735,138.4141,130.55833,60.824891,0,0,0,0,0,0,0,0,32.463883,175.2972,270.52324,211.97548,86.783864,0,0,0,0,0,0,0,41.288058,94.936674,129.74962,112.5782,35.0515,0,0,0,0,0,0,0,0,0,10.862255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3719,277.43916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5001,138.41009,130.55455,60.823131,0,0,0,0,0,0,0,0,32.462944,175.29213,270.51542,211.96935,86.781354,0,0,0,0,0,0,0,41.286863,94.933928,129.74587,112.57494,35.050486,0,0,0,0,0,0,0,0,0,10.861941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,277.42941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.498114,138.40523,130.54996,60.820994,0,0,0,0,0,0,0,0,32.461803,175.28597,270.50591,211.9619,86.778303,0,0,0,0,0,0,0,41.285412,94.930591,129.74131,112.57098,35.049254,0,0,0,0,0,0,0,0,0,10.861559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,277.41966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.496128,138.40036,130.54537,60.818856,0,0,0,0,0,0,0,0,32.460662,175.27981,270.4964,211.95445,86.775253,0,0,0,0,0,0,0,41.283961,94.927254,129.73675,112.56703,35.048022,0,0,0,0,0,0,0,0,0,10.861177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3722,277.4099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.494142,138.3955,130.54078,60.816718,0,0,0,0,0,0,0,0,32.459521,175.27365,270.48689,211.947,86.772203,0,0,0,0,0,0,0,41.282509,94.923917,129.73219,112.56307,35.04679,0,0,0,0,0,0,0,0,0,10.860795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3723,277.40015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.492156,138.39063,130.53619,60.81458,0,0,0,0,0,0,0,0,32.45838,175.26748,270.47738,211.93955,86.769152,0,0,0,0,0,0,0,41.281058,94.92058,129.72763,112.55911,35.045558,0,0,0,0,0,0,0,0,0,10.860413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3724,277.3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.49017,138.38577,130.5316,60.812442,0,0,0,0,0,0,0,0,32.457239,175.26132,270.46788,211.93209,86.766102,0,0,0,0,0,0,0,41.279607,94.917243,129.72307,112.55516,35.044326,0,0,0,0,0,0,0,0,0,10.860032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,277.38065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.488184,138.3809,130.52702,60.810304,0,0,0,0,0,0,0,0,32.456098,175.25516,270.45837,211.92464,86.763052,0,0,0,0,0,0,0,41.278156,94.913906,129.71851,112.5512,35.043094,0,0,0,0,0,0,0,0,0,10.85965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3726,277.3709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.486198,138.37604,130.52243,60.808166,0,0,0,0,0,0,0,0,32.454957,175.249,270.44886,211.91719,86.760001,0,0,0,0,0,0,0,41.276704,94.910569,129.71395,112.54724,35.041862,0,0,0,0,0,0,0,0,0,10.859268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3727,277.36114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.484212,138.37117,130.51784,60.806028,0,0,0,0,0,0,0,0,32.453816,175.24284,270.43935,211.90974,86.756951,0,0,0,0,0,0,0,41.275253,94.907232,129.70939,112.54328,35.04063,0,0,0,0,0,0,0,0,0,10.858886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,277.35139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.482226,138.36631,130.51325,60.80389,0,0,0,0,0,0,0,0,32.452674,175.23668,270.42984,211.90229,86.7539,0,0,0,0,0,0,0,41.273802,94.903895,129.70483,112.53933,35.039398,0,0,0,0,0,0,0,0,0,10.858504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,277.34164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.48024,138.36144,130.50866,60.801752,0,0,0,0,0,0,0,0,32.451533,175.23051,270.42033,211.89484,86.75085,0,0,0,0,0,0,0,41.272351,94.900558,129.70026,112.53537,35.038166,0,0,0,0,0,0,0,0,0,10.858123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3730,277.33189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.478254,138.35658,130.50407,60.799614,0,0,0,0,0,0,0,0,32.450392,175.22435,270.41082,211.88739,86.7478,0,0,0,0,0,0,0,41.270899,94.897221,129.6957,112.53141,35.036934,0,0,0,0,0,0,0,0,0,10.857741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731,277.32214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.476268,138.35171,130.49948,60.797476,0,0,0,0,0,0,0,0,32.449251,175.21819,270.40131,211.87994,86.744749,0,0,0,0,0,0,0,41.269448,94.893884,129.69114,112.52746,35.035702,0,0,0,0,0,0,0,0,0,10.857359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3732,277.31238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.474282,138.34685,130.49489,60.795338,0,0,0,0,0,0,0,0,32.44811,175.21203,270.39181,211.87249,86.741699,0,0,0,0,0,0,0,41.267997,94.890548,129.68658,112.5235,35.03447,0,0,0,0,0,0,0,0,0,10.856977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3733,277.30263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.472296,138.34198,130.4903,60.7932,0,0,0,0,0,0,0,0,32.446969,175.20587,270.3823,211.86504,86.738648,0,0,0,0,0,0,0,41.266546,94.887211,129.68202,112.51954,35.033238,0,0,0,0,0,0,0,0,0,10.856595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3734,277.29288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.47031,138.33712,130.48571,60.791062,0,0,0,0,0,0,0,0,32.445828,175.19971,270.37279,211.85759,86.735598,0,0,0,0,0,0,0,41.265094,94.883874,129.67746,112.51558,35.032006,0,0,0,0,0,0,0,0,0,10.856214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,277.28313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.468324,138.33225,130.48113,60.788924,0,0,0,0,0,0,0,0,32.444687,175.19355,270.36328,211.85014,86.732548,0,0,0,0,0,0,0,41.263643,94.880537,129.6729,112.51163,35.030774,0,0,0,0,0,0,0,0,0,10.855832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,277.27338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.466338,138.32739,130.47654,60.786786,0,0,0,0,0,0,0,0,32.443546,175.18738,270.35377,211.84269,86.729497,0,0,0,0,0,0,0,41.262192,94.8772,129.66834,112.50767,35.029542,0,0,0,0,0,0,0,0,0,10.85545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,277.26362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.464352,138.32252,130.47195,60.784648,0,0,0,0,0,0,0,0,32.442405,175.18122,270.34426,211.83523,86.726447,0,0,0,0,0,0,0,41.260741,94.873863,129.66378,112.50371,35.02831,0,0,0,0,0,0,0,0,0,10.855068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,277.25387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.462366,138.31766,130.46736,60.782511,0,0,0,0,0,0,0,0,32.441264,175.17506,270.33475,211.82778,86.723397,0,0,0,0,0,0,0,41.25929,94.870526,129.65922,112.49976,35.027078,0,0,0,0,0,0,0,0,0,10.854686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3739,277.24412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.46038,138.31279,130.46277,60.780373,0,0,0,0,0,0,0,0,32.440123,175.1689,270.32525,211.82033,86.720346,0,0,0,0,0,0,0,41.257838,94.867189,129.65466,112.4958,35.025846,0,0,0,0,0,0,0,0,0,10.854305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3740,277.23437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.458394,138.30793,130.45818,60.778235,0,0,0,0,0,0,0,0,32.438982,175.16274,270.31574,211.81288,86.717296,0,0,0,0,0,0,0,41.256387,94.863852,129.6501,112.49184,35.024614,0,0,0,0,0,0,0,0,0,10.853923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3741,277.22462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.456408,138.30306,130.45359,60.776097,0,0,0,0,0,0,0,0,32.43784,175.15658,270.30623,211.80543,86.714245,0,0,0,0,0,0,0,41.254936,94.860515,129.64554,112.48789,35.023382,0,0,0,0,0,0,0,0,0,10.853541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3742,277.21486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.454422,138.2982,130.449,60.773959,0,0,0,0,0,0,0,0,32.436699,175.15041,270.29672,211.79798,86.711195,0,0,0,0,0,0,0,41.253485,94.857178,129.64098,112.48393,35.02215,0,0,0,0,0,0,0,0,0,10.853159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3743,277.20511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.452436,138.29333,130.44441,60.771821,0,0,0,0,0,0,0,0,32.435558,175.14425,270.28721,211.79053,86.708145,0,0,0,0,0,0,0,41.252033,94.853841,129.63642,112.47997,35.020918,0,0,0,0,0,0,0,0,0,10.852777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
