Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa),Coord 104 Stress (kPa),Coord 105 Stress (kPa),Coord 106 Stress (kPa),Coord 107 Stress (kPa),Coord 108 Stress (kPa),Coord 109 Stress (kPa),Coord 110 Stress (kPa),Coord 111 Stress (kPa),Coord 112 Stress (kPa),Coord 113 Stress (kPa),Coord 114 Stress (kPa),Coord 115 Stress (kPa),Coord 116 Stress (kPa),Coord 117 Stress (kPa),Coord 118 Stress (kPa),Coord 119 Stress (kPa)
3041,280.86368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.414117,70.357881,90.354096,34.068812,5.7908124,0,0,0,0,0,0,0,0,15.589984,38.680546,286.03665,256.87613,73.205241,13.904093,0.47482528,0,0,0,0,0,0,7.0698014,48.219549,103.98136,92.041672,40.447553,6.6581616,0,0,0,0,0,0,0,0,0,0,9.5291461,6.2453736,1.1826495,0,0,0,0,0,3.5027677,0,0,0,0,0,0,0,0,0,0,0,3.6591777,0.27860881,0,0,0,0,0,0,0,0,0,0.198874,3.0118499,0,0,0,0,0,0,0,0,0
3042,280.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.413902,70.35696,90.352913,34.068366,5.7907366,0,0,0,0,0,0,0,0,15.58978,38.68004,286.0329,256.87276,73.204282,13.903911,0.47481906,0,0,0,0,0,0,7.0697088,48.218918,103.98,92.040467,40.447024,6.6580745,0,0,0,0,0,0,0,0,0,0,9.5290213,6.2452918,1.182634,0,0,0,0,0,3.5027218,0,0,0,0,0,0,0,0,0,0,0,3.6591298,0.27860516,0,0,0,0,0,0,0,0,0,0.19887139,3.0118105,0,0,0,0,0,0,0,0,0
3043,280.85633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.413687,70.356039,90.351731,34.06792,5.7906608,0,0,0,0,0,0,0,0,15.589576,38.679534,286.02916,256.8694,73.203324,13.903729,0.47481285,0,0,0,0,0,0,7.0696163,48.218287,103.97864,92.039262,40.446494,6.6579873,0,0,0,0,0,0,0,0,0,0,9.5288966,6.24521,1.1826186,0,0,0,0,0,3.502676,0,0,0,0,0,0,0,0,0,0,0,3.6590819,0.27860152,0,0,0,0,0,0,0,0,0,0.19886879,3.0117711,0,0,0,0,0,0,0,0,0
3044,280.85265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.413472,70.355118,90.350548,34.067474,5.790585,0,0,0,0,0,0,0,0,15.589372,38.679027,286.02542,256.86604,73.202366,13.903547,0.47480663,0,0,0,0,0,0,7.0695238,48.217656,103.97727,92.038058,40.445965,6.6579002,0,0,0,0,0,0,0,0,0,0,9.5287719,6.2451283,1.1826031,0,0,0,0,0,3.5026301,0,0,0,0,0,0,0,0,0,0,0,3.659034,0.27859787,0,0,0,0,0,0,0,0,0,0.19886619,3.0117316,0,0,0,0,0,0,0,0,0
3045,280.84897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.413257,70.354197,90.349365,34.067028,5.7905092,0,0,0,0,0,0,0,0,15.589168,38.678521,286.02167,256.86268,73.201407,13.903365,0.47480041,0,0,0,0,0,0,7.0694312,48.217025,103.97591,92.036853,40.445435,6.657813,0,0,0,0,0,0,0,0,0,0,9.5286471,6.2450465,1.1825876,0,0,0,0,0,3.5025843,0,0,0,0,0,0,0,0,0,0,0,3.6589861,0.27859422,0,0,0,0,0,0,0,0,0,0.19886358,3.0116922,0,0,0,0,0,0,0,0,0
3046,280.8453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.413042,70.353276,90.348182,34.066582,5.7904334,0,0,0,0,0,0,0,0,15.588964,38.678015,286.01793,256.85931,73.200449,13.903183,0.4747942,0,0,0,0,0,0,7.0693387,48.216393,103.97455,92.035648,40.444906,6.6577258,0,0,0,0,0,0,0,0,0,0,9.5285224,6.2449648,1.1825721,0,0,0,0,0,3.5025384,0,0,0,0,0,0,0,0,0,0,0,3.6589382,0.27859058,0,0,0,0,0,0,0,0,0,0.19886098,3.0116528,0,0,0,0,0,0,0,0,0
3047,280.84162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.412827,70.352355,90.347,34.066136,5.7903576,0,0,0,0,0,0,0,0,15.588759,38.677508,286.01418,256.85595,73.199491,13.903001,0.47478798,0,0,0,0,0,0,7.0692461,48.215762,103.97319,92.034443,40.444377,6.6576387,0,0,0,0,0,0,0,0,0,0,9.5283977,6.244883,1.1825566,0,0,0,0,0,3.5024925,0,0,0,0,0,0,0,0,0,0,0,3.6588903,0.27858693,0,0,0,0,0,0,0,0,0,0.19885838,3.0116134,0,0,0,0,0,0,0,0,0
3048,280.83794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.412613,70.351434,90.345817,34.06569,5.7902818,0,0,0,0,0,0,0,0,15.588555,38.677002,286.01044,256.85259,73.198533,13.902819,0.47478177,0,0,0,0,0,0,7.0691536,48.215131,103.97183,92.033238,40.443847,6.6575515,0,0,0,0,0,0,0,0,0,0,9.5282729,6.2448013,1.1825412,0,0,0,0,0,3.5024467,0,0,0,0,0,0,0,0,0,0,0,3.6588424,0.27858328,0,0,0,0,0,0,0,0,0,0.19885577,3.0115739,0,0,0,0,0,0,0,0,0
3049,280.83427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.412398,70.350513,90.344634,34.065244,5.790206,0,0,0,0,0,0,0,0,15.588351,38.676496,286.00669,256.84923,73.197574,13.902637,0.47477555,0,0,0,0,0,0,7.069061,48.2145,103.97047,92.032033,40.443318,6.6574644,0,0,0,0,0,0,0,0,0,0,9.5281482,6.2447195,1.1825257,0,0,0,0,0,3.5024008,0,0,0,0,0,0,0,0,0,0,0,3.6587945,0.27857963,0,0,0,0,0,0,0,0,0,0.19885317,3.0115345,0,0,0,0,0,0,0,0,0
3050,280.83059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.412183,70.349592,90.343451,34.064798,5.7901302,0,0,0,0,0,0,0,0,15.588147,38.675989,286.00295,256.84586,73.196616,13.902455,0.47476934,0,0,0,0,0,0,7.0689685,48.213869,103.96911,92.030829,40.442788,6.6573772,0,0,0,0,0,0,0,0,0,0,9.5280234,6.2446378,1.1825102,0,0,0,0,0,3.502355,0,0,0,0,0,0,0,0,0,0,0,3.6587466,0.27857599,0,0,0,0,0,0,0,0,0,0.19885057,3.0114951,0,0,0,0,0,0,0,0,0
3051,280.82691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.411968,70.348671,90.342269,34.064352,5.7900544,0,0,0,0,0,0,0,0,15.587943,38.675483,285.99921,256.8425,73.195658,13.902273,0.47476312,0,0,0,0,0,0,7.0688759,48.213237,103.96775,92.029624,40.442259,6.6572901,0,0,0,0,0,0,0,0,0,0,9.5278987,6.244556,1.1824947,0,0,0,0,0,3.5023091,0,0,0,0,0,0,0,0,0,0,0,3.6586987,0.27857234,0,0,0,0,0,0,0,0,0,0.19884796,3.0114557,0,0,0,0,0,0,0,0,0
3052,280.82324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.411753,70.34775,90.341086,34.063906,5.7899786,0,0,0,0,0,0,0,0,15.587739,38.674977,285.99546,256.83914,73.1947,13.902091,0.47475691,0,0,0,0,0,0,7.0687834,48.212606,103.96639,92.028419,40.441729,6.6572029,0,0,0,0,0,0,0,0,0,0,9.527774,6.2444743,1.1824792,0,0,0,0,0,3.5022633,0,0,0,0,0,0,0,0,0,0,0,3.6586508,0.27856869,0,0,0,0,0,0,0,0,0,0.19884536,3.0114162,0,0,0,0,0,0,0,0,0
3053,280.81956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.411538,70.346829,90.339903,34.06346,5.7899028,0,0,0,0,0,0,0,0,15.587535,38.67447,285.99172,256.83578,73.193741,13.901909,0.47475069,0,0,0,0,0,0,7.0686909,48.211975,103.96502,92.027214,40.4412,6.6571158,0,0,0,0,0,0,0,0,0,0,9.5276492,6.2443925,1.1824638,0,0,0,0,0,3.5022174,0,0,0,0,0,0,0,0,0,0,0,3.6586029,0.27856505,0,0,0,0,0,0,0,0,0,0.19884276,3.0113768,0,0,0,0,0,0,0,0,0
3054,280.81588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.411323,70.345908,90.33872,34.063015,5.789827,0,0,0,0,0,0,0,0,15.587331,38.673964,285.98797,256.83241,73.192783,13.901727,0.47474447,0,0,0,0,0,0,7.0685983,48.211344,103.96366,92.026009,40.44067,6.6570286,0,0,0,0,0,0,0,0,0,0,9.5275245,6.2443108,1.1824483,0,0,0,0,0,3.5021716,0,0,0,0,0,0,0,0,0,0,0,3.658555,0.2785614,0,0,0,0,0,0,0,0,0,0.19884015,3.0113374,0,0,0,0,0,0,0,0,0
3055,280.81221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.411108,70.344987,90.337538,34.062569,5.7897512,0,0,0,0,0,0,0,0,15.587127,38.673458,285.98423,256.82905,73.191825,13.901545,0.47473826,0,0,0,0,0,0,7.0685058,48.210713,103.9623,92.024804,40.440141,6.6569414,0,0,0,0,0,0,0,0,0,0,9.5273998,6.244229,1.1824328,0,0,0,0,0,3.5021257,0,0,0,0,0,0,0,0,0,0,0,3.6585071,0.27855775,0,0,0,0,0,0,0,0,0,0.19883755,3.0112979,0,0,0,0,0,0,0,0,0
3056,280.80853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.410894,70.344066,90.336355,34.062123,5.7896754,0,0,0,0,0,0,0,0,15.586923,38.672951,285.98048,256.82569,73.190867,13.901363,0.47473204,0,0,0,0,0,0,7.0684132,48.210081,103.96094,92.023599,40.439611,6.6568543,0,0,0,0,0,0,0,0,0,0,9.527275,6.2441473,1.1824173,0,0,0,0,0,3.5020799,0,0,0,0,0,0,0,0,0,0,0,3.6584592,0.2785541,0,0,0,0,0,0,0,0,0,0.19883495,3.0112585,0,0,0,0,0,0,0,0,0
3057,280.80485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.410679,70.343145,90.335172,34.061677,5.7895995,0,0,0,0,0,0,0,0,15.586719,38.672445,285.97674,256.82233,73.189908,13.901181,0.47472583,0,0,0,0,0,0,7.0683207,48.20945,103.95958,92.022395,40.439082,6.6567671,0,0,0,0,0,0,0,0,0,0,9.5271503,6.2440655,1.1824018,0,0,0,0,0,3.502034,0,0,0,0,0,0,0,0,0,0,0,3.6584113,0.27855046,0,0,0,0,0,0,0,0,0,0.19883234,3.0112191,0,0,0,0,0,0,0,0,0
3058,280.80118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.410464,70.342224,90.33399,34.061231,5.7895237,0,0,0,0,0,0,0,0,15.586515,38.671939,285.973,256.81896,73.18895,13.900999,0.47471961,0,0,0,0,0,0,7.0682281,48.208819,103.95822,92.02119,40.438552,6.65668,0,0,0,0,0,0,0,0,0,0,9.5270255,6.2439838,1.1823864,0,0,0,0,0,3.5019882,0,0,0,0,0,0,0,0,0,0,0,3.6583634,0.27854681,0,0,0,0,0,0,0,0,0,0.19882974,3.0111797,0,0,0,0,0,0,0,0,0
3059,280.7975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.410249,70.341303,90.332807,34.060785,5.7894479,0,0,0,0,0,0,0,0,15.586311,38.671432,285.96925,256.8156,73.187992,13.900817,0.4747134,0,0,0,0,0,0,7.0681356,48.208188,103.95686,92.019985,40.438023,6.6565928,0,0,0,0,0,0,0,0,0,0,9.5269008,6.243902,1.1823709,0,0,0,0,0,3.5019423,0,0,0,0,0,0,0,0,0,0,0,3.6583155,0.27854316,0,0,0,0,0,0,0,0,0,0.19882714,3.0111402,0,0,0,0,0,0,0,0,0
3060,280.79383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.410034,70.340382,90.331624,34.060339,5.7893721,0,0,0,0,0,0,0,0,15.586107,38.670926,285.96551,256.81224,73.187033,13.900635,0.47470718,0,0,0,0,0,0,7.068043,48.207557,103.9555,92.01878,40.437493,6.6565057,0,0,0,0,0,0,0,0,0,0,9.5267761,6.2438202,1.1823554,0,0,0,0,0,3.5018965,0,0,0,0,0,0,0,0,0,0,0,3.6582676,0.27853952,0,0,0,0,0,0,0,0,0,0.19882453,3.0111008,0,0,0,0,0,0,0,0,0
3061,280.79015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.409819,70.339461,90.330441,34.059893,5.7892963,0,0,0,0,0,0,0,0,15.585902,38.67042,285.96176,256.80887,73.186075,13.900453,0.47470097,0,0,0,0,0,0,7.0679505,48.206925,103.95414,92.017575,40.436964,6.6564185,0,0,0,0,0,0,0,0,0,0,9.5266513,6.2437385,1.1823399,0,0,0,0,0,3.5018506,0,0,0,0,0,0,0,0,0,0,0,3.6582197,0.27853587,0,0,0,0,0,0,0,0,0,0.19882193,3.0110614,0,0,0,0,0,0,0,0,0
3062,280.78647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.409604,70.33854,90.329259,34.059447,5.7892205,0,0,0,0,0,0,0,0,15.585698,38.669913,285.95802,256.80551,73.185117,13.900271,0.47469475,0,0,0,0,0,0,7.0678579,48.206294,103.95277,92.01637,40.436435,6.6563313,0,0,0,0,0,0,0,0,0,0,9.5265266,6.2436567,1.1823244,0,0,0,0,0,3.5018048,0,0,0,0,0,0,0,0,0,0,0,3.6581718,0.27853222,0,0,0,0,0,0,0,0,0,0.19881933,3.011022,0,0,0,0,0,0,0,0,0
3063,280.7828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.40939,70.33762,90.328076,34.059001,5.7891447,0,0,0,0,0,0,0,0,15.585494,38.669407,285.95427,256.80215,73.184159,13.900089,0.47468853,0,0,0,0,0,0,7.0677654,48.205663,103.95141,92.015166,40.435905,6.6562442,0,0,0,0,0,0,0,0,0,0,9.5264018,6.243575,1.1823089,0,0,0,0,0,3.5017589,0,0,0,0,0,0,0,0,0,0,0,3.6581239,0.27852858,0,0,0,0,0,0,0,0,0,0.19881672,3.0109825,0,0,0,0,0,0,0,0,0
3064,280.77912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.409175,70.336699,90.326893,34.058555,5.7890689,0,0,0,0,0,0,0,0,15.58529,38.668901,285.95053,256.79879,73.1832,13.899907,0.47468232,0,0,0,0,0,0,7.0676729,48.205032,103.95005,92.013961,40.435376,6.656157,0,0,0,0,0,0,0,0,0,0,9.5262771,6.2434932,1.1822935,0,0,0,0,0,3.5017131,0,0,0,0,0,0,0,0,0,0,0,3.658076,0.27852493,0,0,0,0,0,0,0,0,0,0.19881412,3.0109431,0,0,0,0,0,0,0,0,0
3065,280.77544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.40896,70.335778,90.32571,34.058109,5.7889931,0,0,0,0,0,0,0,0,15.585086,38.668394,285.94679,256.79542,73.182242,13.899725,0.4746761,0,0,0,0,0,0,7.0675803,48.204401,103.94869,92.012756,40.434846,6.6560699,0,0,0,0,0,0,0,0,0,0,9.5261524,6.2434115,1.182278,0,0,0,0,0,3.5016672,0,0,0,0,0,0,0,0,0,0,0,3.6580281,0.27852128,0,0,0,0,0,0,0,0,0,0.19881152,3.0109037,0,0,0,0,0,0,0,0,0
3066,280.77177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.408745,70.334857,90.324528,34.057663,5.7889173,0,0,0,0,0,0,0,0,15.584882,38.667888,285.94304,256.79206,73.181284,13.899543,0.47466989,0,0,0,0,0,0,7.0674878,48.203769,103.94733,92.011551,40.434317,6.6559827,0,0,0,0,0,0,0,0,0,0,9.5260276,6.2433297,1.1822625,0,0,0,0,0,3.5016214,0,0,0,0,0,0,0,0,0,0,0,3.6579802,0.27851763,0,0,0,0,0,0,0,0,0,0.19880891,3.0108643,0,0,0,0,0,0,0,0,0
3067,280.76809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.40853,70.333936,90.323345,34.057217,5.7888415,0,0,0,0,0,0,0,0,15.584678,38.667382,285.9393,256.7887,73.180326,13.899361,0.47466367,0,0,0,0,0,0,7.0673952,48.203138,103.94597,92.010346,40.433787,6.6558956,0,0,0,0,0,0,0,0,0,0,9.5259029,6.243248,1.182247,0,0,0,0,0,3.5015755,0,0,0,0,0,0,0,0,0,0,0,3.6579323,0.27851399,0,0,0,0,0,0,0,0,0,0.19880631,3.0108248,0,0,0,0,0,0,0,0,0
3068,280.76441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.408315,70.333015,90.322162,34.056771,5.7887657,0,0,0,0,0,0,0,0,15.584474,38.666875,285.93555,256.78534,73.179367,13.899179,0.47465746,0,0,0,0,0,0,7.0673027,48.202507,103.94461,92.009141,40.433258,6.6558084,0,0,0,0,0,0,0,0,0,0,9.5257782,6.2431662,1.1822315,0,0,0,0,0,3.5015297,0,0,0,0,0,0,0,0,0,0,0,3.6578844,0.27851034,0,0,0,0,0,0,0,0,0,0.19880371,3.0107854,0,0,0,0,0,0,0,0,0
3069,280.76074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4081,70.332094,90.320979,34.056325,5.7886899,0,0,0,0,0,0,0,0,15.58427,38.666369,285.93181,256.78197,73.178409,13.898997,0.47465124,0,0,0,0,0,0,7.0672101,48.201876,103.94325,92.007937,40.432728,6.6557213,0,0,0,0,0,0,0,0,0,0,9.5256534,6.2430845,1.1822161,0,0,0,0,0,3.5014838,0,0,0,0,0,0,0,0,0,0,0,3.6578365,0.27850669,0,0,0,0,0,0,0,0,0,0.1988011,3.010746,0,0,0,0,0,0,0,0,0
3070,280.75706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.407886,70.331173,90.319797,34.055879,5.7886141,0,0,0,0,0,0,0,0,15.584066,38.665863,285.92806,256.77861,73.177451,13.898815,0.47464503,0,0,0,0,0,0,7.0671176,48.201245,103.94189,92.006732,40.432199,6.6556341,0,0,0,0,0,0,0,0,0,0,9.5255287,6.2430027,1.1822006,0,0,0,0,0,3.501438,0,0,0,0,0,0,0,0,0,0,0,3.6577886,0.27850305,0,0,0,0,0,0,0,0,0,0.1987985,3.0107066,0,0,0,0,0,0,0,0,0
3071,280.75338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.407671,70.330252,90.318614,34.055433,5.7885383,0,0,0,0,0,0,0,0,15.583862,38.665356,285.92432,256.77525,73.176493,13.898633,0.47463881,0,0,0,0,0,0,7.067025,48.200613,103.94052,92.005527,40.431669,6.6555469,0,0,0,0,0,0,0,0,0,0,9.5254039,6.242921,1.1821851,0,0,0,0,0,3.5013921,0,0,0,0,0,0,0,0,0,0,0,3.6577407,0.2784994,0,0,0,0,0,0,0,0,0,0.1987959,3.0106671,0,0,0,0,0,0,0,0,0
3072,280.74971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.407456,70.329331,90.317431,34.054987,5.7884625,0,0,0,0,0,0,0,0,15.583658,38.66485,285.92058,256.77189,73.175534,13.898451,0.47463259,0,0,0,0,0,0,7.0669325,48.199982,103.93916,92.004322,40.43114,6.6554598,0,0,0,0,0,0,0,0,0,0,9.5252792,6.2428392,1.1821696,0,0,0,0,0,3.5013463,0,0,0,0,0,0,0,0,0,0,0,3.6576928,0.27849575,0,0,0,0,0,0,0,0,0,0.19879329,3.0106277,0,0,0,0,0,0,0,0,0
3073,280.74603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.407241,70.32841,90.316248,34.054541,5.7883867,0,0,0,0,0,0,0,0,15.583454,38.664344,285.91683,256.76852,73.174576,13.898269,0.47462638,0,0,0,0,0,0,7.06684,48.199351,103.9378,92.003117,40.43061,6.6553726,0,0,0,0,0,0,0,0,0,0,9.5251545,6.2427575,1.1821541,0,0,0,0,0,3.5013004,0,0,0,0,0,0,0,0,0,0,0,3.6576449,0.27849211,0,0,0,0,0,0,0,0,0,0.19879069,3.0105883,0,0,0,0,0,0,0,0,0
3074,280.74235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.407026,70.327489,90.315066,34.054095,5.7883109,0,0,0,0,0,0,0,0,15.583249,38.663837,285.91309,256.76516,73.173618,13.898087,0.47462016,0,0,0,0,0,0,7.0667474,48.19872,103.93644,92.001912,40.430081,6.6552855,0,0,0,0,0,0,0,0,0,0,9.5250297,6.2426757,1.1821387,0,0,0,0,0,3.5012546,0,0,0,0,0,0,0,0,0,0,0,3.657597,0.27848846,0,0,0,0,0,0,0,0,0,0.19878809,3.0105489,0,0,0,0,0,0,0,0,0
3075,280.73868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.406811,70.326568,90.313883,34.053649,5.7882351,0,0,0,0,0,0,0,0,15.583045,38.663331,285.90934,256.7618,73.172659,13.897905,0.47461395,0,0,0,0,0,0,7.0666549,48.198089,103.93508,92.000708,40.429552,6.6551983,0,0,0,0,0,0,0,0,0,0,9.524905,6.242594,1.1821232,0,0,0,0,0,3.5012087,0,0,0,0,0,0,0,0,0,0,0,3.6575491,0.27848481,0,0,0,0,0,0,0,0,0,0.19878548,3.0105094,0,0,0,0,0,0,0,0,0
3076,280.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.406596,70.325647,90.3127,34.053203,5.7881593,0,0,0,0,0,0,0,0,15.582841,38.662825,285.9056,256.75844,73.171701,13.897723,0.47460773,0,0,0,0,0,0,7.0665623,48.197457,103.93372,91.999503,40.429022,6.6551112,0,0,0,0,0,0,0,0,0,0,9.5247803,6.2425122,1.1821077,0,0,0,0,0,3.5011628,0,0,0,0,0,0,0,0,0,0,0,3.6575012,0.27848116,0,0,0,0,0,0,0,0,0,0.19878288,3.01047,0,0,0,0,0,0,0,0,0
3077,280.73132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.406381,70.324726,90.311517,34.052757,5.7880835,0,0,0,0,0,0,0,0,15.582637,38.662318,285.90185,256.75507,73.170743,13.897541,0.47460152,0,0,0,0,0,0,7.0664698,48.196826,103.93236,91.998298,40.428493,6.655024,0,0,0,0,0,0,0,0,0,0,9.5246555,6.2424305,1.1820922,0,0,0,0,0,3.501117,0,0,0,0,0,0,0,0,0,0,0,3.6574533,0.27847752,0,0,0,0,0,0,0,0,0,0.19878028,3.0104306,0,0,0,0,0,0,0,0,0
