Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa),Coord 104 Stress (kPa),Coord 105 Stress (kPa),Coord 106 Stress (kPa),Coord 107 Stress (kPa),Coord 108 Stress (kPa),Coord 109 Stress (kPa),Coord 110 Stress (kPa),Coord 111 Stress (kPa),Coord 112 Stress (kPa),Coord 113 Stress (kPa),Coord 114 Stress (kPa),Coord 115 Stress (kPa),Coord 116 Stress (kPa),Coord 117 Stress (kPa),Coord 118 Stress (kPa),Coord 119 Stress (kPa)
3078,280.72765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.406167,70.323805,90.310335,34.052311,5.7880077,0,0,0,0,0,0,0,0,15.582433,38.661812,285.89811,256.75171,73.169785,13.897359,0.4745953,0,0,0,0,0,0,7.0663772,48.196195,103.931,91.997093,40.427963,6.6549368,0,0,0,0,0,0,0,0,0,0,9.5245308,6.2423487,1.1820767,0,0,0,0,0,3.5010711,0,0,0,0,0,0,0,0,0,0,0,3.6574054,0.27847387,0,0,0,0,0,0,0,0,0,0.19877767,3.0103912,0,0,0,0,0,0,0,0,0
3079,280.72297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.405893,70.322633,90.30883,34.051744,5.7879113,0,0,0,0,0,0,0,0,15.582174,38.661168,285.89335,256.74743,73.168566,13.897127,0.47458739,0,0,0,0,0,0,7.0662595,48.195392,103.92926,91.99556,40.42729,6.654826,0,0,0,0,0,0,0,0,0,0,9.5243721,6.2422447,1.182057,0,0,0,0,0,3.5010128,0,0,0,0,0,0,0,0,0,0,0,3.6573445,0.27846923,0,0,0,0,0,0,0,0,0,0.19877436,3.010341,0,0,0,0,0,0,0,0,0
3080,280.71829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.40562,70.321461,90.307325,34.051177,5.7878148,0,0,0,0,0,0,0,0,15.581914,38.660524,285.88858,256.74316,73.167347,13.896896,0.47457949,0,0,0,0,0,0,7.0661418,48.194589,103.92753,91.994028,40.426616,6.6547151,0,0,0,0,0,0,0,0,0,0,9.5242134,6.2421407,1.1820373,0,0,0,0,0,3.5009545,0,0,0,0,0,0,0,0,0,0,0,3.6572836,0.27846459,0,0,0,0,0,0,0,0,0,0.19877105,3.0102909,0,0,0,0,0,0,0,0,0
3081,280.71362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.405347,70.32029,90.305821,34.050609,5.7877184,0,0,0,0,0,0,0,0,15.581654,38.65988,285.88382,256.73888,73.166128,13.896664,0.47457158,0,0,0,0,0,0,7.0660241,48.193786,103.9258,91.992495,40.425943,6.6546042,0,0,0,0,0,0,0,0,0,0,9.5240547,6.2420367,1.1820177,0,0,0,0,0,3.5008962,0,0,0,0,0,0,0,0,0,0,0,3.6572226,0.27845995,0,0,0,0,0,0,0,0,0,0.19876774,3.0102407,0,0,0,0,0,0,0,0,0
3082,280.70894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.405073,70.319118,90.304316,34.050042,5.787622,0,0,0,0,0,0,0,0,15.581395,38.659236,285.87906,256.7346,73.164909,13.896433,0.47456367,0,0,0,0,0,0,7.0659063,48.192983,103.92407,91.990962,40.425269,6.6544934,0,0,0,0,0,0,0,0,0,0,9.5238961,6.2419327,1.181998,0,0,0,0,0,3.5008378,0,0,0,0,0,0,0,0,0,0,0,3.6571617,0.27845531,0,0,0,0,0,0,0,0,0,0.19876443,3.0101905,0,0,0,0,0,0,0,0,0
3083,280.70426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4048,70.317947,90.302812,34.049475,5.7875255,0,0,0,0,0,0,0,0,15.581135,38.658592,285.87429,256.73032,73.16369,13.896201,0.47455577,0,0,0,0,0,0,7.0657886,48.19218,103.92234,91.98943,40.424595,6.6543825,0,0,0,0,0,0,0,0,0,0,9.5237374,6.2418287,1.1819783,0,0,0,0,0,3.5007795,0,0,0,0,0,0,0,0,0,0,0,3.6571008,0.27845067,0,0,0,0,0,0,0,0,0,0.19876112,3.0101404,0,0,0,0,0,0,0,0,0
3084,280.69959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.404527,70.316775,90.301307,34.048907,5.7874291,0,0,0,0,0,0,0,0,15.580876,38.657947,285.86953,256.72605,73.162471,13.89597,0.47454786,0,0,0,0,0,0,7.0656709,48.191377,103.92061,91.987897,40.423922,6.6542716,0,0,0,0,0,0,0,0,0,0,9.5235787,6.2417247,1.1819586,0,0,0,0,0,3.5007212,0,0,0,0,0,0,0,0,0,0,0,3.6570398,0.27844603,0,0,0,0,0,0,0,0,0,0.1987578,3.0100902,0,0,0,0,0,0,0,0,0
3085,280.69491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.404253,70.315603,90.299802,34.04834,5.7873327,0,0,0,0,0,0,0,0,15.580616,38.657303,285.86477,256.72177,73.161252,13.895738,0.47453995,0,0,0,0,0,0,7.0655531,48.190574,103.91888,91.986364,40.423248,6.6541607,0,0,0,0,0,0,0,0,0,0,9.52342,6.2416207,1.1819389,0,0,0,0,0,3.5006628,0,0,0,0,0,0,0,0,0,0,0,3.6569789,0.27844139,0,0,0,0,0,0,0,0,0,0.19875449,3.0100401,0,0,0,0,0,0,0,0,0
3086,280.69023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.40398,70.314432,90.298298,34.047773,5.7872363,0,0,0,0,0,0,0,0,15.580356,38.656659,285.86001,256.71749,73.160033,13.895507,0.47453205,0,0,0,0,0,0,7.0654354,48.189771,103.91714,91.984832,40.422575,6.6540499,0,0,0,0,0,0,0,0,0,0,9.5232613,6.2415167,1.1819192,0,0,0,0,0,3.5006045,0,0,0,0,0,0,0,0,0,0,0,3.656918,0.27843676,0,0,0,0,0,0,0,0,0,0.19875118,3.0099899,0,0,0,0,0,0,0,0,0
3087,280.68555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.403707,70.31326,90.296793,34.047205,5.7871398,0,0,0,0,0,0,0,0,15.580097,38.656015,285.85524,256.71321,73.158813,13.895275,0.47452414,0,0,0,0,0,0,7.0653177,48.188968,103.91541,91.983299,40.421901,6.653939,0,0,0,0,0,0,0,0,0,0,9.5231027,6.2414127,1.1818995,0,0,0,0,0,3.5005462,0,0,0,0,0,0,0,0,0,0,0,3.656857,0.27843212,0,0,0,0,0,0,0,0,0,0.19874787,3.0099398,0,0,0,0,0,0,0,0,0
3088,280.68088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.403433,70.312089,90.295289,34.046638,5.7870434,0,0,0,0,0,0,0,0,15.579837,38.655371,285.85048,256.70894,73.157594,13.895044,0.47451623,0,0,0,0,0,0,7.0652,48.188165,103.91368,91.981766,40.421228,6.6538281,0,0,0,0,0,0,0,0,0,0,9.522944,6.2413087,1.1818798,0,0,0,0,0,3.5004879,0,0,0,0,0,0,0,0,0,0,0,3.6567961,0.27842748,0,0,0,0,0,0,0,0,0,0.19874456,3.0098896,0,0,0,0,0,0,0,0,0
3089,280.6762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.40316,70.310917,90.293784,34.046071,5.786947,0,0,0,0,0,0,0,0,15.579577,38.654727,285.84572,256.70466,73.156375,13.894812,0.47450833,0,0,0,0,0,0,7.0650822,48.187363,103.91195,91.980233,40.420554,6.6537173,0,0,0,0,0,0,0,0,0,0,9.5227853,6.2412047,1.1818601,0,0,0,0,0,3.5004295,0,0,0,0,0,0,0,0,0,0,0,3.6567352,0.27842284,0,0,0,0,0,0,0,0,0,0.19874125,3.0098395,0,0,0,0,0,0,0,0,0
3090,280.67152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.402887,70.309745,90.29228,34.045504,5.7868505,0,0,0,0,0,0,0,0,15.579318,38.654083,285.84095,256.70038,73.155156,13.89458,0.47450042,0,0,0,0,0,0,7.0649645,48.18656,103.91022,91.978701,40.419881,6.6536064,0,0,0,0,0,0,0,0,0,0,9.5226266,6.2411007,1.1818404,0,0,0,0,0,3.5003712,0,0,0,0,0,0,0,0,0,0,0,3.6566742,0.2784182,0,0,0,0,0,0,0,0,0,0.19873793,3.0097893,0,0,0,0,0,0,0,0,0
3091,280.66685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.402613,70.308574,90.290775,34.044936,5.7867541,0,0,0,0,0,0,0,0,15.579058,38.653439,285.83619,256.6961,73.153937,13.894349,0.47449251,0,0,0,0,0,0,7.0648468,48.185757,103.90849,91.977168,40.419207,6.6534955,0,0,0,0,0,0,0,0,0,0,9.5224679,6.2409967,1.1818207,0,0,0,0,0,3.5003129,0,0,0,0,0,0,0,0,0,0,0,3.6566133,0.27841356,0,0,0,0,0,0,0,0,0,0.19873462,3.0097392,0,0,0,0,0,0,0,0,0
3092,280.66217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.40234,70.307402,90.28927,34.044369,5.7866577,0,0,0,0,0,0,0,0,15.578799,38.652795,285.83143,256.69183,73.152718,13.894117,0.47448461,0,0,0,0,0,0,7.0647291,48.184954,103.90676,91.975635,40.418534,6.6533846,0,0,0,0,0,0,0,0,0,0,9.5223093,6.2408927,1.181801,0,0,0,0,0,3.5002545,0,0,0,0,0,0,0,0,0,0,0,3.6565524,0.27840892,0,0,0,0,0,0,0,0,0,0.19873131,3.009689,0,0,0,0,0,0,0,0,0
3093,280.65749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.402067,70.30623,90.287766,34.043802,5.7865613,0,0,0,0,0,0,0,0,15.578539,38.65215,285.82666,256.68755,73.151499,13.893886,0.4744767,0,0,0,0,0,0,7.0646113,48.184151,103.90502,91.974103,40.41786,6.6532738,0,0,0,0,0,0,0,0,0,0,9.5221506,6.2407887,1.1817813,0,0,0,0,0,3.5001962,0,0,0,0,0,0,0,0,0,0,0,3.6564914,0.27840428,0,0,0,0,0,0,0,0,0,0.198728,3.0096389,0,0,0,0,0,0,0,0,0
3094,280.65282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.401793,70.305059,90.286261,34.043234,5.7864648,0,0,0,0,0,0,0,0,15.578279,38.651506,285.8219,256.68327,73.15028,13.893654,0.47446879,0,0,0,0,0,0,7.0644936,48.183348,103.90329,91.97257,40.417187,6.6531629,0,0,0,0,0,0,0,0,0,0,9.5219919,6.2406847,1.1817616,0,0,0,0,0,3.5001379,0,0,0,0,0,0,0,0,0,0,0,3.6564305,0.27839964,0,0,0,0,0,0,0,0,0,0.19872469,3.0095887,0,0,0,0,0,0,0,0,0
3095,280.64814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.40152,70.303887,90.284757,34.042667,5.7863684,0,0,0,0,0,0,0,0,15.57802,38.650862,285.81714,256.67899,73.149061,13.893423,0.47446089,0,0,0,0,0,0,7.0643759,48.182545,103.90156,91.971037,40.416513,6.653052,0,0,0,0,0,0,0,0,0,0,9.5218332,6.2405807,1.1817419,0,0,0,0,0,3.5000796,0,0,0,0,0,0,0,0,0,0,0,3.6563696,0.278395,0,0,0,0,0,0,0,0,0,0.19872138,3.0095385,0,0,0,0,0,0,0,0,0
3096,280.64346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.401247,70.302716,90.283252,34.0421,5.786272,0,0,0,0,0,0,0,0,15.57776,38.650218,285.81237,256.67472,73.147842,13.893191,0.47445298,0,0,0,0,0,0,7.0642581,48.181742,103.89983,91.969505,40.415839,6.6529411,0,0,0,0,0,0,0,0,0,0,9.5216745,6.2404767,1.1817222,0,0,0,0,0,3.5000212,0,0,0,0,0,0,0,0,0,0,0,3.6563086,0.27839036,0,0,0,0,0,0,0,0,0,0.19871806,3.0094884,0,0,0,0,0,0,0,0,0
3097,280.63879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.400973,70.301544,90.281747,34.041532,5.7861755,0,0,0,0,0,0,0,0,15.577501,38.649574,285.80761,256.67044,73.146623,13.89296,0.47444507,0,0,0,0,0,0,7.0641404,48.180939,103.8981,91.967972,40.415166,6.6528303,0,0,0,0,0,0,0,0,0,0,9.5215159,6.2403727,1.1817026,0,0,0,0,0,3.4999629,0,0,0,0,0,0,0,0,0,0,0,3.6562477,0.27838572,0,0,0,0,0,0,0,0,0,0.19871475,3.0094382,0,0,0,0,0,0,0,0,0
3098,280.63411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4007,70.300372,90.280243,34.040965,5.7860791,0,0,0,0,0,0,0,0,15.577241,38.64893,285.80285,256.66616,73.145404,13.892728,0.47443716,0,0,0,0,0,0,7.0640227,48.180136,103.89637,91.966439,40.414492,6.6527194,0,0,0,0,0,0,0,0,0,0,9.5213572,6.2402687,1.1816829,0,0,0,0,0,3.4999046,0,0,0,0,0,0,0,0,0,0,0,3.6561868,0.27838108,0,0,0,0,0,0,0,0,0,0.19871144,3.0093881,0,0,0,0,0,0,0,0,0
3099,280.62943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.400427,70.299201,90.278738,34.040398,5.7859827,0,0,0,0,0,0,0,0,15.576981,38.648286,285.79809,256.66188,73.144185,13.892497,0.47442926,0,0,0,0,0,0,7.063905,48.179333,103.89463,91.964907,40.413819,6.6526085,0,0,0,0,0,0,0,0,0,0,9.5211985,6.2401647,1.1816632,0,0,0,0,0,3.4998462,0,0,0,0,0,0,0,0,0,0,0,3.6561258,0.27837644,0,0,0,0,0,0,0,0,0,0.19870813,3.0093379,0,0,0,0,0,0,0,0,0
3100,280.62475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.400153,70.298029,90.277234,34.03983,5.7858863,0,0,0,0,0,0,0,0,15.576722,38.647642,285.79332,256.65761,73.142966,13.892265,0.47442135,0,0,0,0,0,0,7.0637872,48.17853,103.8929,91.963374,40.413145,6.6524977,0,0,0,0,0,0,0,0,0,0,9.5210398,6.2400607,1.1816435,0,0,0,0,0,3.4997879,0,0,0,0,0,0,0,0,0,0,0,3.6560649,0.2783718,0,0,0,0,0,0,0,0,0,0.19870482,3.0092878,0,0,0,0,0,0,0,0,0
3101,280.62008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39988,70.296858,90.275729,34.039263,5.7857898,0,0,0,0,0,0,0,0,15.576462,38.646997,285.78856,256.65333,73.141747,13.892034,0.47441344,0,0,0,0,0,0,7.0636695,48.177727,103.89117,91.961841,40.412472,6.6523868,0,0,0,0,0,0,0,0,0,0,9.5208811,6.2399567,1.1816238,0,0,0,0,0,3.4997296,0,0,0,0,0,0,0,0,0,0,0,3.656004,0.27836716,0,0,0,0,0,0,0,0,0,0.19870151,3.0092376,0,0,0,0,0,0,0,0,0
3102,280.6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.399607,70.295686,90.274225,34.038696,5.7856934,0,0,0,0,0,0,0,0,15.576203,38.646353,285.7838,256.64905,73.140528,13.891802,0.47440554,0,0,0,0,0,0,7.0635518,48.176924,103.88944,91.960309,40.411798,6.6522759,0,0,0,0,0,0,0,0,0,0,9.5207225,6.2398527,1.1816041,0,0,0,0,0,3.4996713,0,0,0,0,0,0,0,0,0,0,0,3.655943,0.27836252,0,0,0,0,0,0,0,0,0,0.19869819,3.0091875,0,0,0,0,0,0,0,0,0
3103,280.61072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.399333,70.294514,90.27272,34.038128,5.785597,0,0,0,0,0,0,0,0,15.575943,38.645709,285.77903,256.64477,73.139309,13.891571,0.47439763,0,0,0,0,0,0,7.0634341,48.176121,103.88771,91.958776,40.411125,6.652165,0,0,0,0,0,0,0,0,0,0,9.5205638,6.2397487,1.1815844,0,0,0,0,0,3.4996129,0,0,0,0,0,0,0,0,0,0,0,3.6558821,0.27835788,0,0,0,0,0,0,0,0,0,0.19869488,3.0091373,0,0,0,0,0,0,0,0,0
3104,280.60605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39906,70.293343,90.271215,34.037561,5.7855005,0,0,0,0,0,0,0,0,15.575683,38.645065,285.77427,256.6405,73.13809,13.891339,0.47438972,0,0,0,0,0,0,7.0633163,48.175318,103.88598,91.957243,40.410451,6.6520542,0,0,0,0,0,0,0,0,0,0,9.5204051,6.2396447,1.1815647,0,0,0,0,0,3.4995546,0,0,0,0,0,0,0,0,0,0,0,3.6558212,0.27835325,0,0,0,0,0,0,0,0,0,0.19869157,3.0090872,0,0,0,0,0,0,0,0,0
3105,280.60137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.398787,70.292171,90.269711,34.036994,5.7854041,0,0,0,0,0,0,0,0,15.575424,38.644421,285.76951,256.63622,73.136871,13.891107,0.47438182,0,0,0,0,0,0,7.0631986,48.174515,103.88425,91.95571,40.409778,6.6519433,0,0,0,0,0,0,0,0,0,0,9.5202464,6.2395407,1.181545,0,0,0,0,0,3.4994963,0,0,0,0,0,0,0,0,0,0,0,3.6557602,0.27834861,0,0,0,0,0,0,0,0,0,0.19868826,3.009037,0,0,0,0,0,0,0,0,0
3106,280.59669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.398513,70.291,90.268206,34.036426,5.7853077,0,0,0,0,0,0,0,0,15.575164,38.643777,285.76474,256.63194,73.135652,13.890876,0.47437391,0,0,0,0,0,0,7.0630809,48.173712,103.88251,91.954178,40.409104,6.6518324,0,0,0,0,0,0,0,0,0,0,9.5200877,6.2394367,1.1815253,0,0,0,0,0,3.499438,0,0,0,0,0,0,0,0,0,0,0,3.6556993,0.27834397,0,0,0,0,0,0,0,0,0,0.19868495,3.0089869,0,0,0,0,0,0,0,0,0
3107,280.59202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39824,70.289828,90.266702,34.035859,5.7852112,0,0,0,0,0,0,0,0,15.574905,38.643133,285.75998,256.62766,73.134433,13.890644,0.474366,0,0,0,0,0,0,7.0629631,48.172909,103.88078,91.952645,40.408431,6.6517216,0,0,0,0,0,0,0,0,0,0,9.5199291,6.2393327,1.1815056,0,0,0,0,0,3.4993796,0,0,0,0,0,0,0,0,0,0,0,3.6556384,0.27833933,0,0,0,0,0,0,0,0,0,0.19868164,3.0089367,0,0,0,0,0,0,0,0,0
3108,280.58734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.397967,70.288656,90.265197,34.035292,5.7851148,0,0,0,0,0,0,0,0,15.574645,38.642489,285.75522,256.62339,73.133214,13.890413,0.4743581,0,0,0,0,0,0,7.0628454,48.172106,103.87905,91.951112,40.407757,6.6516107,0,0,0,0,0,0,0,0,0,0,9.5197704,6.2392287,1.1814859,0,0,0,0,0,3.4993213,0,0,0,0,0,0,0,0,0,0,0,3.6555774,0.27833469,0,0,0,0,0,0,0,0,0,0.19867832,3.0088866,0,0,0,0,0,0,0,0,0
3109,280.58266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.397693,70.287485,90.263692,34.034725,5.7850184,0,0,0,0,0,0,0,0,15.574385,38.641845,285.75045,256.61911,73.131995,13.890181,0.47435019,0,0,0,0,0,0,7.0627277,48.171303,103.87732,91.94958,40.407083,6.6514998,0,0,0,0,0,0,0,0,0,0,9.5196117,6.2391247,1.1814662,0,0,0,0,0,3.499263,0,0,0,0,0,0,0,0,0,0,0,3.6555165,0.27833005,0,0,0,0,0,0,0,0,0,0.19867501,3.0088364,0,0,0,0,0,0,0,0,0
3110,280.57798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39742,70.286313,90.262188,34.034157,5.784922,0,0,0,0,0,0,0,0,15.574126,38.6412,285.74569,256.61483,73.130776,13.88995,0.47434228,0,0,0,0,0,0,7.06261,48.1705,103.87559,91.948047,40.40641,6.6513889,0,0,0,0,0,0,0,0,0,0,9.519453,6.2390207,1.1814465,0,0,0,0,0,3.4992046,0,0,0,0,0,0,0,0,0,0,0,3.6554556,0.27832541,0,0,0,0,0,0,0,0,0,0.1986717,3.0087862,0,0,0,0,0,0,0,0,0
3111,280.57331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.397147,70.285142,90.260683,34.03359,5.7848255,0,0,0,0,0,0,0,0,15.573866,38.640556,285.74093,256.61055,73.129557,13.889718,0.47433438,0,0,0,0,0,0,7.0624922,48.169697,103.87386,91.946514,40.405736,6.6512781,0,0,0,0,0,0,0,0,0,0,9.5192943,6.2389167,1.1814268,0,0,0,0,0,3.4991463,0,0,0,0,0,0,0,0,0,0,0,3.6553947,0.27832077,0,0,0,0,0,0,0,0,0,0.19866839,3.0087361,0,0,0,0,0,0,0,0,0
3112,280.56863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.396873,70.28397,90.259179,34.033023,5.7847291,0,0,0,0,0,0,0,0,15.573607,38.639912,285.73616,256.60628,73.128338,13.889487,0.47432647,0,0,0,0,0,0,7.0623745,48.168895,103.87213,91.944982,40.405063,6.6511672,0,0,0,0,0,0,0,0,0,0,9.5191357,6.2388127,1.1814071,0,0,0,0,0,3.499088,0,0,0,0,0,0,0,0,0,0,0,3.6553337,0.27831613,0,0,0,0,0,0,0,0,0,0.19866508,3.0086859,0,0,0,0,0,0,0,0,0
3113,280.56395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3966,70.282798,90.257674,34.032455,5.7846327,0,0,0,0,0,0,0,0,15.573347,38.639268,285.7314,256.602,73.127119,13.889255,0.47431856,0,0,0,0,0,0,7.0622568,48.168092,103.87039,91.943449,40.404389,6.6510563,0,0,0,0,0,0,0,0,0,0,9.518977,6.2387087,1.1813875,0,0,0,0,0,3.4990297,0,0,0,0,0,0,0,0,0,0,0,3.6552728,0.27831149,0,0,0,0,0,0,0,0,0,0.19866177,3.0086358,0,0,0,0,0,0,0,0,0
3114,280.55928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.396327,70.281627,90.256169,34.031888,5.7845362,0,0,0,0,0,0,0,0,15.573087,38.638624,285.72664,256.59772,73.1259,13.889024,0.47431066,0,0,0,0,0,0,7.0621391,48.167289,103.86866,91.941916,40.403716,6.6509454,0,0,0,0,0,0,0,0,0,0,9.5188183,6.2386048,1.1813678,0,0,0,0,0,3.4989713,0,0,0,0,0,0,0,0,0,0,0,3.6552119,0.27830685,0,0,0,0,0,0,0,0,0,0.19865845,3.0085856,0,0,0,0,0,0,0,0,0
