Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa)
4836,-6.7919542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48923942,-2.1779723,-1.9758748,-0.55320662,0,0,0,0,0,0,0,0,-0.19427604,-3.2288171,-6.654153,-4.4316064,-1.0003457,0,0,0,0,0,0,0,-0.29004088,-1.161828,-1.9555187,-1.5435082,-0.22076463,0,0,0,0,0,0,0,0,0,-0.031329379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4837,-6.8021243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48997199,-2.1812335,-1.9788334,-0.55403497,0,0,0,0,0,0,0,0,-0.19456695,-3.2336518,-6.6641167,-4.4382422,-1.0018436,0,0,0,0,0,0,0,-0.29047518,-1.1635676,-1.9584469,-1.5458194,-0.22109519,0,0,0,0,0,0,0,0,0,-0.03137629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4838,-6.8122943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49070456,-2.1844947,-1.981792,-0.55486333,0,0,0,0,0,0,0,0,-0.19485785,-3.2384865,-6.6740804,-4.4448779,-1.0033415,0,0,0,0,0,0,0,-0.29090948,-1.1653073,-1.961375,-1.5481306,-0.22142576,0,0,0,0,0,0,0,0,0,-0.031423202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4839,-6.8224644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49143713,-2.1877559,-1.9847507,-0.55569168,0,0,0,0,0,0,0,0,-0.19514875,-3.2433212,-6.6840441,-4.4515137,-1.0048394,0,0,0,0,0,0,0,-0.29134378,-1.167047,-1.9643031,-1.5504418,-0.22175632,0,0,0,0,0,0,0,0,0,-0.031470114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4840,-6.8326344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4921697,-2.1910172,-1.9877093,-0.55652003,0,0,0,0,0,0,0,0,-0.19543965,-3.248156,-6.6940078,-4.4581494,-1.0063372,0,0,0,0,0,0,0,-0.29177807,-1.1687867,-1.9672313,-1.552753,-0.22208689,0,0,0,0,0,0,0,0,0,-0.031517025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4841,-6.8428045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49290227,-2.1942784,-1.9906679,-0.55734839,0,0,0,0,0,0,0,0,-0.19573056,-3.2529907,-6.7039715,-4.4647851,-1.0078351,0,0,0,0,0,0,0,-0.29221237,-1.1705264,-1.9701594,-1.5550642,-0.22241746,0,0,0,0,0,0,0,0,0,-0.031563937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4842,-6.8529745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49363484,-2.1975396,-1.9936265,-0.55817674,0,0,0,0,0,0,0,0,-0.19602146,-3.2578254,-6.7139352,-4.4714209,-1.009333,0,0,0,0,0,0,0,-0.29264667,-1.1722661,-1.9730875,-1.5573754,-0.22274802,0,0,0,0,0,0,0,0,0,-0.031610848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4843,-6.8631446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49436741,-2.2008008,-1.9965851,-0.55900509,0,0,0,0,0,0,0,0,-0.19631236,-3.2626601,-6.7238989,-4.4780566,-1.0108309,0,0,0,0,0,0,0,-0.29308097,-1.1740057,-1.9760156,-1.5596866,-0.22307859,0,0,0,0,0,0,0,0,0,-0.03165776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4844,-6.8733146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49509998,-2.2040621,-1.9995437,-0.55983345,0,0,0,0,0,0,0,0,-0.19660326,-3.2674948,-6.7338626,-4.4846924,-1.0123288,0,0,0,0,0,0,0,-0.29351526,-1.1757454,-1.9789438,-1.5619978,-0.22340915,0,0,0,0,0,0,0,0,0,-0.031704671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4845,-6.8834846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49583255,-2.2073233,-2.0025023,-0.5606618,0,0,0,0,0,0,0,0,-0.19689417,-3.2723296,-6.7438264,-4.4913281,-1.0138267,0,0,0,0,0,0,0,-0.29394956,-1.1774851,-1.9818719,-1.564309,-0.22373972,0,0,0,0,0,0,0,0,0,-0.031751583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4846,-6.8936547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49656512,-2.2105845,-2.0054609,-0.56149015,0,0,0,0,0,0,0,0,-0.19718507,-3.2771643,-6.7537901,-4.4979638,-1.0153245,0,0,0,0,0,0,0,-0.29438386,-1.1792248,-1.9848,-1.5666202,-0.22407028,0,0,0,0,0,0,0,0,0,-0.031798495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4847,-6.9038247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49729769,-2.2138457,-2.0084195,-0.56231851,0,0,0,0,0,0,0,0,-0.19747597,-3.281999,-6.7637538,-4.5045996,-1.0168224,0,0,0,0,0,0,0,-0.29481816,-1.1809645,-1.9877282,-1.5689314,-0.22440085,0,0,0,0,0,0,0,0,0,-0.031845406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4848,-6.9139948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49803026,-2.2171069,-2.0113781,-0.56314686,0,0,0,0,0,0,0,0,-0.19776687,-3.2868337,-6.7737175,-4.5112353,-1.0183203,0,0,0,0,0,0,0,-0.29525245,-1.1827042,-1.9906563,-1.5712426,-0.22473141,0,0,0,0,0,0,0,0,0,-0.031892318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4849,-6.9241648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49876284,-2.2203682,-2.0143367,-0.56397521,0,0,0,0,0,0,0,0,-0.19805778,-3.2916685,-6.7836812,-4.517871,-1.0198182,0,0,0,0,0,0,0,-0.29568675,-1.1844438,-1.9935844,-1.5735538,-0.22506198,0,0,0,0,0,0,0,0,0,-0.031939229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4850,-6.9343349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49949541,-2.2236294,-2.0172954,-0.56480356,0,0,0,0,0,0,0,0,-0.19834868,-3.2965032,-6.7936449,-4.5245068,-1.0213161,0,0,0,0,0,0,0,-0.29612105,-1.1861835,-1.9965125,-1.575865,-0.22539255,0,0,0,0,0,0,0,0,0,-0.031986141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4851,-6.9445049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50022798,-2.2268906,-2.020254,-0.56563192,0,0,0,0,0,0,0,0,-0.19863958,-3.3013379,-6.8036086,-4.5311425,-1.022814,0,0,0,0,0,0,0,-0.29655535,-1.1879232,-1.9994407,-1.5781762,-0.22572311,0,0,0,0,0,0,0,0,0,-0.032033052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4852,-6.954675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50096055,-2.2301518,-2.0232126,-0.56646027,0,0,0,0,0,0,0,0,-0.19893048,-3.3061726,-6.8135723,-4.5377783,-1.0243119,0,0,0,0,0,0,0,-0.29698965,-1.1896629,-2.0023688,-1.5804874,-0.22605368,0,0,0,0,0,0,0,0,0,-0.032079964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4853,-6.964845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50169312,-2.2334131,-2.0261712,-0.56728862,0,0,0,0,0,0,0,0,-0.19922139,-3.3110073,-6.823536,-4.544414,-1.0258097,0,0,0,0,0,0,0,-0.29742394,-1.1914026,-2.0052969,-1.5827986,-0.22638424,0,0,0,0,0,0,0,0,0,-0.032126875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4854,-6.9750151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50242569,-2.2366743,-2.0291298,-0.56811698,0,0,0,0,0,0,0,0,-0.19951229,-3.3158421,-6.8334997,-4.5510497,-1.0273076,0,0,0,0,0,0,0,-0.29785824,-1.1931422,-2.0082251,-1.5851098,-0.22671481,0,0,0,0,0,0,0,0,0,-0.032173787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4855,-6.9851851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50315826,-2.2399355,-2.0320884,-0.56894533,0,0,0,0,0,0,0,0,-0.19980319,-3.3206768,-6.8434634,-4.5576855,-1.0288055,0,0,0,0,0,0,0,-0.29829254,-1.1948819,-2.0111532,-1.587421,-0.22704537,0,0,0,0,0,0,0,0,0,-0.032220699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4856,-6.9953551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50389083,-2.2431967,-2.035047,-0.56977368,0,0,0,0,0,0,0,0,-0.20009409,-3.3255115,-6.8534271,-4.5643212,-1.0303034,0,0,0,0,0,0,0,-0.29872684,-1.1966216,-2.0140813,-1.5897322,-0.22737594,0,0,0,0,0,0,0,0,0,-0.03226761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4857,-7.0055252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5046234,-2.246458,-2.0380056,-0.57060204,0,0,0,0,0,0,0,0,-0.200385,-3.3303462,-6.8633908,-4.570957,-1.0318013,0,0,0,0,0,0,0,-0.29916113,-1.1983613,-2.0170094,-1.5920434,-0.2277065,0,0,0,0,0,0,0,0,0,-0.032314522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4858,-7.0156952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50535597,-2.2497192,-2.0409642,-0.57143039,0,0,0,0,0,0,0,0,-0.2006759,-3.335181,-6.8733545,-4.5775927,-1.0332992,0,0,0,0,0,0,0,-0.29959543,-1.200101,-2.0199376,-1.5943546,-0.22803707,0,0,0,0,0,0,0,0,0,-0.032361433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4859,-7.0258653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50608854,-2.2529804,-2.0439228,-0.57225874,0,0,0,0,0,0,0,0,-0.2009668,-3.3400157,-6.8833182,-4.5842284,-1.034797,0,0,0,0,0,0,0,-0.30002973,-1.2018407,-2.0228657,-1.5966658,-0.22836764,0,0,0,0,0,0,0,0,0,-0.032408345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4860,-7.0360353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50682111,-2.2562416,-2.0468814,-0.5730871,0,0,0,0,0,0,0,0,-0.2012577,-3.3448504,-6.893282,-4.5908642,-1.0362949,0,0,0,0,0,0,0,-0.30046403,-1.2035803,-2.0257938,-1.598977,-0.2286982,0,0,0,0,0,0,0,0,0,-0.032455256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4861,-7.0462054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50755368,-2.2595028,-2.04984,-0.57391545,0,0,0,0,0,0,0,0,-0.2015486,-3.3496851,-6.9032457,-4.5974999,-1.0377928,0,0,0,0,0,0,0,-0.30089832,-1.20532,-2.028722,-1.6012882,-0.22902877,0,0,0,0,0,0,0,0,0,-0.032502168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4862,-7.0563754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50828626,-2.2627641,-2.0527987,-0.5747438,0,0,0,0,0,0,0,0,-0.20183951,-3.3545199,-6.9132094,-4.6041357,-1.0392907,0,0,0,0,0,0,0,-0.30133262,-1.2070597,-2.0316501,-1.6035994,-0.22935933,0,0,0,0,0,0,0,0,0,-0.03254908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4863,-7.0665455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50901883,-2.2660253,-2.0557573,-0.57557216,0,0,0,0,0,0,0,0,-0.20213041,-3.3593546,-6.9231731,-4.6107714,-1.0407886,0,0,0,0,0,0,0,-0.30176692,-1.2087994,-2.0345782,-1.6059106,-0.2296899,0,0,0,0,0,0,0,0,0,-0.032595991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4864,-7.0767155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5097514,-2.2692865,-2.0587159,-0.57640051,0,0,0,0,0,0,0,0,-0.20242131,-3.3641893,-6.9331368,-4.6174071,-1.0422865,0,0,0,0,0,0,0,-0.30220122,-1.2105391,-2.0375063,-1.6082218,-0.23002046,0,0,0,0,0,0,0,0,0,-0.032642903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,-7.0868856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51048397,-2.2725477,-2.0616745,-0.57722886,0,0,0,0,0,0,0,0,-0.20271221,-3.369024,-6.9431005,-4.6240429,-1.0437843,0,0,0,0,0,0,0,-0.30263551,-1.2122788,-2.0404345,-1.610533,-0.23035103,0,0,0,0,0,0,0,0,0,-0.032689814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4866,-7.0970556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51121654,-2.275809,-2.0646331,-0.57805721,0,0,0,0,0,0,0,0,-0.20300312,-3.3738587,-6.9530642,-4.6306786,-1.0452822,0,0,0,0,0,0,0,-0.30306981,-1.2140184,-2.0433626,-1.6128442,-0.23068159,0,0,0,0,0,0,0,0,0,-0.032736726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867,-7.1072256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51194911,-2.2790702,-2.0675917,-0.57888557,0,0,0,0,0,0,0,0,-0.20329402,-3.3786935,-6.9630279,-4.6373144,-1.0467801,0,0,0,0,0,0,0,-0.30350411,-1.2157581,-2.0462907,-1.6151554,-0.23101216,0,0,0,0,0,0,0,0,0,-0.032783637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4868,-7.1173957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51268168,-2.2823314,-2.0705503,-0.57971392,0,0,0,0,0,0,0,0,-0.20358492,-3.3835282,-6.9729916,-4.6439501,-1.048278,0,0,0,0,0,0,0,-0.30393841,-1.2174978,-2.0492189,-1.6174666,-0.23134273,0,0,0,0,0,0,0,0,0,-0.032830549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4869,-7.1275657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51341425,-2.2855926,-2.0735089,-0.58054227,0,0,0,0,0,0,0,0,-0.20387582,-3.3883629,-6.9829553,-4.6505858,-1.0497759,0,0,0,0,0,0,0,-0.3043727,-1.2192375,-2.052147,-1.6197778,-0.23167329,0,0,0,0,0,0,0,0,0,-0.032877461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870,-7.1377358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51414682,-2.2888539,-2.0764675,-0.58137063,0,0,0,0,0,0,0,0,-0.20416673,-3.3931976,-6.992919,-4.6572216,-1.0512738,0,0,0,0,0,0,0,-0.304807,-1.2209772,-2.0550751,-1.622089,-0.23200386,0,0,0,0,0,0,0,0,0,-0.032924372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4871,-7.1479058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51487939,-2.2921151,-2.0794261,-0.58219898,0,0,0,0,0,0,0,0,-0.20445763,-3.3980324,-7.0028827,-4.6638573,-1.0527717,0,0,0,0,0,0,0,-0.3052413,-1.2227168,-2.0580032,-1.6244002,-0.23233442,0,0,0,0,0,0,0,0,0,-0.032971284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4872,-7.1580759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51561196,-2.2953763,-2.0823847,-0.58302733,0,0,0,0,0,0,0,0,-0.20474853,-3.4028671,-7.0128464,-4.6704931,-1.0542695,0,0,0,0,0,0,0,-0.3056756,-1.2244565,-2.0609314,-1.6267114,-0.23266499,0,0,0,0,0,0,0,0,0,-0.033018195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4873,-7.1682459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51634453,-2.2986375,-2.0853434,-0.58385569,0,0,0,0,0,0,0,0,-0.20503943,-3.4077018,-7.0228101,-4.6771288,-1.0557674,0,0,0,0,0,0,0,-0.30610989,-1.2261962,-2.0638595,-1.6290226,-0.23299555,0,0,0,0,0,0,0,0,0,-0.033065107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4874,-7.178416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5170771,-2.3018987,-2.088302,-0.58468404,0,0,0,0,0,0,0,0,-0.20533034,-3.4125365,-7.0327738,-4.6837645,-1.0572653,0,0,0,0,0,0,0,-0.30654419,-1.2279359,-2.0667876,-1.6313338,-0.23332612,0,0,0,0,0,0,0,0,0,-0.033112018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,-7.188586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51780967,-2.30516,-2.0912606,-0.58551239,0,0,0,0,0,0,0,0,-0.20562124,-3.4173713,-7.0427375,-4.6904003,-1.0587632,0,0,0,0,0,0,0,-0.30697849,-1.2296756,-2.0697158,-1.6336449,-0.23365668,0,0,0,0,0,0,0,0,0,-0.03315893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4876,-7.1987561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51854225,-2.3084212,-2.0942192,-0.58634075,0,0,0,0,0,0,0,0,-0.20591214,-3.422206,-7.0527013,-4.697036,-1.0602611,0,0,0,0,0,0,0,-0.30741279,-1.2314153,-2.0726439,-1.6359561,-0.23398725,0,0,0,0,0,0,0,0,0,-0.033205841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877,-7.2089261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51927482,-2.3116824,-2.0971778,-0.5871691,0,0,0,0,0,0,0,0,-0.20620304,-3.4270407,-7.062665,-4.7036718,-1.061759,0,0,0,0,0,0,0,-0.30784708,-1.2331549,-2.075572,-1.6382673,-0.23431782,0,0,0,0,0,0,0,0,0,-0.033252753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4878,-7.2190961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52000739,-2.3149436,-2.1001364,-0.58799745,0,0,0,0,0,0,0,0,-0.20649395,-3.4318754,-7.0726287,-4.7103075,-1.0632568,0,0,0,0,0,0,0,-0.30828138,-1.2348946,-2.0785001,-1.6405785,-0.23464838,0,0,0,0,0,0,0,0,0,-0.033299665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4879,-7.2292662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52073996,-2.3182049,-2.103095,-0.5888258,0,0,0,0,0,0,0,0,-0.20678485,-3.4367101,-7.0825924,-4.7169432,-1.0647547,0,0,0,0,0,0,0,-0.30871568,-1.2366343,-2.0814283,-1.6428897,-0.23497895,0,0,0,0,0,0,0,0,0,-0.033346576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4880,-7.2394362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52147253,-2.3214661,-2.1060536,-0.58965416,0,0,0,0,0,0,0,0,-0.20707575,-3.4415449,-7.0925561,-4.723579,-1.0662526,0,0,0,0,0,0,0,-0.30914998,-1.238374,-2.0843564,-1.6452009,-0.23530951,0,0,0,0,0,0,0,0,0,-0.033393488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4881,-7.2496063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5222051,-2.3247273,-2.1090122,-0.59048251,0,0,0,0,0,0,0,0,-0.20736665,-3.4463796,-7.1025198,-4.7302147,-1.0677505,0,0,0,0,0,0,0,-0.30958427,-1.2401137,-2.0872845,-1.6475121,-0.23564008,0,0,0,0,0,0,0,0,0,-0.033440399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4882,-7.2597763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52293767,-2.3279885,-2.1119708,-0.59131086,0,0,0,0,0,0,0,0,-0.20765756,-3.4512143,-7.1124835,-4.7368504,-1.0692484,0,0,0,0,0,0,0,-0.31001857,-1.2418534,-2.0902127,-1.6498233,-0.23597064,0,0,0,0,0,0,0,0,0,-0.033487311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4883,-7.2699464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52367024,-2.3312497,-2.1149294,-0.59213922,0,0,0,0,0,0,0,0,-0.20794846,-3.456049,-7.1224472,-4.7434862,-1.0707463,0,0,0,0,0,0,0,-0.31045287,-1.243593,-2.0931408,-1.6521345,-0.23630121,0,0,0,0,0,0,0,0,0,-0.033534222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884,-7.2801164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52440281,-2.334511,-2.1178881,-0.59296757,0,0,0,0,0,0,0,0,-0.20823936,-3.4608838,-7.1324109,-4.7501219,-1.0722441,0,0,0,0,0,0,0,-0.31088717,-1.2453327,-2.0960689,-1.6544457,-0.23663178,0,0,0,0,0,0,0,0,0,-0.033581134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4885,-7.2902865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52513538,-2.3377722,-2.1208467,-0.59379592,0,0,0,0,0,0,0,0,-0.20853026,-3.4657185,-7.1423746,-4.7567577,-1.073742,0,0,0,0,0,0,0,-0.31132146,-1.2470724,-2.098997,-1.6567569,-0.23696234,0,0,0,0,0,0,0,0,0,-0.033628046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4886,-7.3004565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52586795,-2.3410334,-2.1238053,-0.59462428,0,0,0,0,0,0,0,0,-0.20882117,-3.4705532,-7.1523383,-4.7633934,-1.0752399,0,0,0,0,0,0,0,-0.31175576,-1.2488121,-2.1019252,-1.6590681,-0.23729291,0,0,0,0,0,0,0,0,0,-0.033674957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4887,-7.3106266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52660052,-2.3442946,-2.1267639,-0.59545263,0,0,0,0,0,0,0,0,-0.20911207,-3.4753879,-7.162302,-4.7700291,-1.0767378,0,0,0,0,0,0,0,-0.31219006,-1.2505518,-2.1048533,-1.6613793,-0.23762347,0,0,0,0,0,0,0,0,0,-0.033721869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4888,-7.3207966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52733309,-2.3475559,-2.1297225,-0.59628098,0,0,0,0,0,0,0,0,-0.20940297,-3.4802226,-7.1722657,-4.7766649,-1.0782357,0,0,0,0,0,0,0,-0.31262436,-1.2522914,-2.1077814,-1.6636905,-0.23795404,0,0,0,0,0,0,0,0,0,-0.03376878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4889,-7.3309666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.52806567,-2.3508171,-2.1326811,-0.59710934,0,0,0,0,0,0,0,0,-0.20969387,-3.4850574,-7.1822294,-4.7833006,-1.0797336,0,0,0,0,0,0,0,-0.31305865,-1.2540311,-2.1107096,-1.6660017,-0.2382846,0,0,0,0,0,0,0,0,0,-0.033815692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
