Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa)
1755,134.92466,0,1.369239,4.3142516,5.0081565,9.9930134,7.6779795,0,0,1.8610651,7.3369338,29.14925,47.046605,8.5175626,0,0,0.51609371,5.994035,13.799253,18.763335,6.3313474,0,0,0,0,0.075039615,2.8140894,1.0820995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,134.90695,0,1.3690593,4.3136854,5.0074992,9.9917019,7.6769718,0,0,1.8608208,7.3359708,29.145424,47.04043,8.5164447,0,0,0.51602598,5.9932483,13.797442,18.760873,6.3305165,0,0,0,0,0.075029766,2.8137201,1.0819574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,134.88924,0,1.3688796,4.3131192,5.0068419,9.9903904,7.6759641,0,0,1.8605766,7.3350079,29.141599,47.034256,8.5153268,0,0,0.51595824,5.9924616,13.795631,18.75841,6.3296855,0,0,0,0,0.075019918,2.8133508,1.0818154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,134.87154,0,1.3686999,4.312553,5.0061846,9.9890789,7.6749564,0,0,1.8603323,7.334045,29.137773,47.028081,8.5142089,0,0,0.51589051,5.991675,13.79382,18.755948,6.3288546,0,0,0,0,0.075010069,2.8129814,1.0816734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,134.85383,0,1.3685202,4.3119867,5.0055273,9.9877673,7.6739487,0,0,1.8600881,7.333082,29.133947,47.021907,8.513091,0,0,0.51582278,5.9908883,13.792009,18.753485,6.3280236,0,0,0,0,0.075000221,2.8126121,1.0815314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,134.83612,0,1.3683405,4.3114205,5.00487,9.9864558,7.672941,0,0,1.8598438,7.3321191,29.130121,47.015732,8.5119732,0,0,0.51575504,5.9901016,13.790198,18.751022,6.3271927,0,0,0,0,0.074990372,2.8122428,1.0813894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,134.81841,0,1.3681608,4.3108543,5.0042127,9.9851443,7.6719333,0,0,1.8595996,7.3311562,29.126296,47.009557,8.5108553,0,0,0.51568731,5.9893149,13.788386,18.74856,6.3263617,0,0,0,0,0.074980523,2.8118734,1.0812473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,134.8007,0,1.3679811,4.3102881,5.0035554,9.9838328,7.6709256,0,0,1.8593553,7.3301932,29.12247,47.003383,8.5097374,0,0,0.51561957,5.9885282,13.786575,18.746097,6.3255307,0,0,0,0,0.074970675,2.8115041,1.0811053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,134.783,0,1.3678014,4.3097219,5.0028981,9.9825212,7.669918,0,0,1.8591111,7.3292303,29.118644,46.997208,8.5086195,0,0,0.51555184,5.9877415,13.784764,18.743635,6.3246998,0,0,0,0,0.074960826,2.8111348,1.0809633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,134.76529,0,1.3676217,4.3091556,5.0022408,9.9812097,7.6689103,0,0,1.8588668,7.3282674,29.114819,46.991034,8.5075016,0,0,0.5154841,5.9869549,13.782953,18.741172,6.3238688,0,0,0,0,0.074950978,2.8107654,1.0808213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,134.74758,0,1.367442,4.3085894,5.0015836,9.9798982,7.6679026,0,0,1.8586225,7.3273044,29.110993,46.984859,8.5063837,0,0,0.51541637,5.9861682,13.781142,18.738709,6.3230379,0,0,0,0,0.074941129,2.8103961,1.0806793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,134.72987,0,1.3672623,4.3080232,5.0009263,9.9785866,7.6668949,0,0,1.8583783,7.3263415,29.107167,46.978684,8.5052659,0,0,0.51534863,5.9853815,13.779331,18.736247,6.3222069,0,0,0,0,0.074931281,2.8100268,1.0805372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,134.71216,0,1.3670826,4.307457,5.000269,9.9772751,7.6658872,0,0,1.858134,7.3253786,29.103342,46.97251,8.504148,0,0,0.5152809,5.9845948,13.77752,18.733784,6.321376,0,0,0,0,0.074921432,2.8096574,1.0803952,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,134.69445,0,1.3669029,4.3068907,4.9996117,9.9759636,7.6648795,0,0,1.8578898,7.3244156,29.099516,46.966335,8.5030301,0,0,0.51521317,5.9838081,13.775709,18.731322,6.320545,0,0,0,0,0.074911584,2.8092881,1.0802532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,134.67675,0,1.3667232,4.3063245,4.9989544,9.9746521,7.6638718,0,0,1.8576455,7.3234527,29.09569,46.96016,8.5019122,0,0,0.51514543,5.9830214,13.773898,18.728859,6.3197141,0,0,0,0,0.074901735,2.8089188,1.0801112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,134.65904,0,1.3665435,4.3057583,4.9982971,9.9733405,7.6628641,0,0,1.8574013,7.3224898,29.091865,46.953986,8.5007943,0,0,0.5150777,5.9822347,13.772087,18.726397,6.3188831,0,0,0,0,0.074891887,2.8085494,1.0799692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,134.64133,0,1.3663638,4.3051921,4.9976398,9.972029,7.6618564,0,0,1.857157,7.3215268,29.088039,46.947811,8.4996765,0,0,0.51500996,5.9814481,13.770276,18.723934,6.3180522,0,0,0,0,0.074882038,2.8081801,1.0798271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,134.62362,0,1.366184,4.3046259,4.9969825,9.9707175,7.6608487,0,0,1.8569128,7.3205639,29.084213,46.941637,8.4985586,0,0,0.51494223,5.9806614,13.768465,18.721471,6.3172212,0,0,0,0,0.07487219,2.8078108,1.0796851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,134.60591,0,1.3660043,4.3040596,4.9963252,9.9694059,7.659841,0,0,1.8566685,7.319601,29.080388,46.935462,8.4974407,0,0,0.51487449,5.9798747,13.766654,18.719009,6.3163902,0,0,0,0,0.074862341,2.8074414,1.0795431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,134.58821,0,1.3658246,4.3034934,4.9956679,9.9680944,7.6588333,0,0,1.8564243,7.318638,29.076562,46.929287,8.4963228,0,0,0.51480676,5.979088,13.764842,18.716546,6.3155593,0,0,0,0,0.074852492,2.8070721,1.0794011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,134.5705,0,1.3656449,4.3029272,4.9950106,9.9667829,7.6578256,0,0,1.85618,7.3176751,29.072736,46.923113,8.4952049,0,0,0.51473902,5.9783013,13.763031,18.714084,6.3147283,0,0,0,0,0.074842644,2.8067028,1.0792591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,134.55279,0,1.3654652,4.302361,4.9943533,9.9654714,7.6568179,0,0,1.8559357,7.3167122,29.068911,46.916938,8.494087,0,0,0.51467129,5.9775146,13.76122,18.711621,6.3138974,0,0,0,0,0.074832795,2.8063334,1.079117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,134.53508,0,1.3652855,4.3017948,4.993696,9.9641598,7.6558103,0,0,1.8556915,7.3157492,29.065085,46.910764,8.4929692,0,0,0.51460355,5.976728,13.759409,18.709158,6.3130664,0,0,0,0,0.074822947,2.8059641,1.078975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,134.51737,0,1.3651058,4.3012285,4.9930387,9.9628483,7.6548026,0,0,1.8554472,7.3147863,29.061259,46.904589,8.4918513,0,0,0.51453582,5.9759413,13.757598,18.706696,6.3122355,0,0,0,0,0.074813098,2.8055948,1.078833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,134.49967,0,1.3649261,4.3006623,4.9923815,9.9615368,7.6537949,0,0,1.855203,7.3138234,29.057434,46.898414,8.4907334,0,0,0.51446809,5.9751546,13.755787,18.704233,6.3114045,0,0,0,0,0.07480325,2.8052254,1.078691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,134.48196,0,1.3647464,4.3000961,4.9917242,9.9602252,7.6527872,0,0,1.8549587,7.3128605,29.053608,46.89224,8.4896155,0,0,0.51440035,5.9743679,13.753976,18.701771,6.3105736,0,0,0,0,0.074793401,2.8048561,1.078549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,134.46425,0,1.3645667,4.2995299,4.9910669,9.9589137,7.6517795,0,0,1.8547145,7.3118975,29.049782,46.886065,8.4884976,0,0,0.51433262,5.9735812,13.752165,18.699308,6.3097426,0,0,0,0,0.074783553,2.8044868,1.0784069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,134.44654,0,1.364387,4.2989636,4.9904096,9.9576022,7.6507718,0,0,1.8544702,7.3109346,29.045957,46.879891,8.4873797,0,0,0.51426488,5.9727945,13.750354,18.696846,6.3089117,0,0,0,0,0.074773704,2.8041174,1.0782649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,134.42883,0,1.3642073,4.2983974,4.9897523,9.9562907,7.6497641,0,0,1.854226,7.3099717,29.042131,46.873716,8.4862619,0,0,0.51419715,5.9720079,13.748543,18.694383,6.3080807,0,0,0,0,0.074763856,2.8037481,1.0781229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,134.41112,0,1.3640276,4.2978312,4.989095,9.9549791,7.6487564,0,0,1.8539817,7.3090087,29.038305,46.867541,8.485144,0,0,0.51412941,5.9712212,13.746732,18.69192,6.3072497,0,0,0,0,0.074754007,2.8033788,1.0779809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,134.39342,0,1.3638479,4.297265,4.9884377,9.9536676,7.6477487,0,0,1.8537375,7.3080458,29.03448,46.861367,8.4840261,0,0,0.51406168,5.9704345,13.744921,18.689458,6.3064188,0,0,0,0,0.074744159,2.8030094,1.0778389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,134.37571,0,1.3636682,4.2966988,4.9877804,9.9523561,7.646741,0,0,1.8534932,7.3070829,29.030654,46.855192,8.4829082,0,0,0.51399394,5.9696478,13.74311,18.686995,6.3055878,0,0,0,0,0.07473431,2.8026401,1.0776968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,134.358,0,1.3634885,4.2961325,4.9871231,9.9510446,7.6457333,0,0,1.8532489,7.3061199,29.026828,46.849018,8.4817903,0,0,0.51392621,5.9688611,13.741298,18.684533,6.3047569,0,0,0,0,0.074724462,2.8022708,1.0775548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,134.34029,0,1.3633088,4.2955663,4.9864658,9.949733,7.6447256,0,0,1.8530047,7.305157,29.023002,46.842843,8.4806724,0,0,0.51385848,5.9680744,13.739487,18.68207,6.3039259,0,0,0,0,0.074714613,2.8019014,1.0774128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,134.32258,0,1.3631291,4.2950001,4.9858085,9.9484215,7.6437179,0,0,1.8527604,7.3041941,29.019177,46.836668,8.4795546,0,0,0.51379074,5.9672878,13.737676,18.679607,6.303095,0,0,0,0,0.074704764,2.8015321,1.0772708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,134.30488,0,1.3629494,4.2944339,4.9851512,9.94711,7.6427103,0,0,1.8525162,7.3032311,29.015351,46.830494,8.4784367,0,0,0.51372301,5.9665011,13.735865,18.677145,6.302264,0,0,0,0,0.074694916,2.8011628,1.0771288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,134.28717,0,1.3627696,4.2938676,4.9844939,9.9457984,7.6417026,0,0,1.8522719,7.3022682,29.011525,46.824319,8.4773188,0,0,0.51365527,5.9657144,13.734054,18.674682,6.3014331,0,0,0,0,0.074685067,2.8007934,1.0769867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,134.26946,0,1.3625899,4.2933014,4.9838366,9.9444869,7.6406949,0,0,1.8520277,7.3013053,29.0077,46.818145,8.4762009,0,0,0.51358754,5.9649277,13.732243,18.67222,6.3006021,0,0,0,0,0.074675219,2.8004241,1.0768447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,134.25175,0,1.3624102,4.2927352,4.9831794,9.9431754,7.6396872,0,0,1.8517834,7.3003423,29.003874,46.81197,8.475083,0,0,0.5135198,5.964141,13.730432,18.669757,6.2997712,0,0,0,0,0.07466537,2.8000548,1.0767027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,134.23404,0,1.3622305,4.292169,4.9825221,9.9418639,7.6386795,0,0,1.8515392,7.2993794,29.000048,46.805795,8.4739651,0,0,0.51345207,5.9633543,13.728621,18.667295,6.2989402,0,0,0,0,0.074655522,2.7996854,1.0765607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,134.21634,0,1.3620508,4.2916028,4.9818648,9.9405523,7.6376718,0,0,1.8512949,7.2984165,28.996223,46.799621,8.4728473,0,0,0.51338433,5.9625676,13.72681,18.664832,6.2981092,0,0,0,0,0.074645673,2.7993161,1.0764187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,134.19863,0,1.3618711,4.2910365,4.9812075,9.9392408,7.6366641,0,0,1.8510507,7.2974535,28.992397,46.793446,8.4717294,0,0,0.5133166,5.961781,13.724999,18.662369,6.2972783,0,0,0,0,0.074635825,2.7989468,1.0762767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,134.18092,0,1.3616914,4.2904703,4.9805502,9.9379293,7.6356564,0,0,1.8508064,7.2964906,28.988571,46.787271,8.4706115,0,0,0.51324887,5.9609943,13.723188,18.659907,6.2964473,0,0,0,0,0.074625976,2.7985774,1.0761346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,134.16321,0,1.3615117,4.2899041,4.9798929,9.9366177,7.6346487,0,0,1.8505621,7.2955277,28.984746,46.781097,8.4694936,0,0,0.51318113,5.9602076,13.721377,18.657444,6.2956164,0,0,0,0,0.074616128,2.7982081,1.0759926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,134.1455,0,1.361332,4.2893379,4.9792356,9.9353062,7.633641,0,0,1.8503179,7.2945647,28.98092,46.774922,8.4683757,0,0,0.5131134,5.9594209,13.719566,18.654982,6.2947854,0,0,0,0,0.074606279,2.7978388,1.0758506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,134.12779,0,1.3611523,4.2887716,4.9785783,9.9339947,7.6326333,0,0,1.8500736,7.2936018,28.977094,46.768748,8.4672578,0,0,0.51304566,5.9586342,13.717754,18.652519,6.2939545,0,0,0,0,0.074596431,2.7974694,1.0757086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,134.11009,0,1.3609726,4.2882054,4.977921,9.9326832,7.6316256,0,0,1.8498294,7.2926389,28.973269,46.762573,8.46614,0,0,0.51297793,5.9578475,13.715943,18.650056,6.2931235,0,0,0,0,0.074586582,2.7971001,1.0755666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,134.09238,0,1.3607929,4.2876392,4.9772637,9.9313716,7.6306179,0,0,1.8495851,7.2916759,28.969443,46.756398,8.4650221,0,0,0.51291019,5.9570609,13.714132,18.647594,6.2922926,0,0,0,0,0.074576733,2.7967308,1.0754245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,134.07467,0,1.3606132,4.287073,4.9766064,9.9300601,7.6296103,0,0,1.8493409,7.290713,28.965617,46.750224,8.4639042,0,0,0.51284246,5.9562742,13.712321,18.645131,6.2914616,0,0,0,0,0.074566885,2.7963614,1.0752825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,134.05696,0,1.3604335,4.2865068,4.9759491,9.9287486,7.6286026,0,0,1.8490966,7.2897501,28.961792,46.744049,8.4627863,0,0,0.51277472,5.9554875,13.71051,18.642669,6.2906307,0,0,0,0,0.074557036,2.7959921,1.0751405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,134.03925,0,1.3602538,4.2859405,4.9752918,9.927437,7.6275949,0,0,1.8488524,7.2887871,28.957966,46.737875,8.4616684,0,0,0.51270699,5.9547008,13.708699,18.640206,6.2897997,0,0,0,0,0.074547188,2.7956228,1.0749985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,134.02155,0,1.3600741,4.2853743,4.9746345,9.9261255,7.6265872,0,0,1.8486081,7.2878242,28.95414,46.7317,8.4605505,0,0,0.51263926,5.9539141,13.706888,18.637743,6.2889688,0,0,0,0,0.074537339,2.7952534,1.0748565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,134.00384,0,1.3598944,4.2848081,4.9739772,9.924814,7.6255795,0,0,1.8483639,7.2868613,28.950315,46.725525,8.4594327,0,0,0.51257152,5.9531274,13.705077,18.635281,6.2881378,0,0,0,0,0.074527491,2.7948841,1.0747144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,133.98613,0,1.3597147,4.2842419,4.97332,9.9235025,7.6245718,0,0,1.8481196,7.2858984,28.946489,46.719351,8.4583148,0,0,0.51250379,5.9523408,13.703266,18.632818,6.2873068,0,0,0,0,0.074517642,2.7945148,1.0745724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,133.96842,0,1.359535,4.2836757,4.9726627,9.9221909,7.6235641,0,0,1.8478753,7.2849354,28.942663,46.713176,8.4571969,0,0,0.51243605,5.9515541,13.701455,18.630356,6.2864759,0,0,0,0,0.074507794,2.7941454,1.0744304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,133.95071,0,1.3593553,4.2831094,4.9720054,9.9208794,7.6225564,0,0,1.8476311,7.2839725,28.938838,46.707002,8.456079,0,0,0.51236832,5.9507674,13.699644,18.627893,6.2856449,0,0,0,0,0.074497945,2.7937761,1.0742884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,133.93301,0,1.3591755,4.2825432,4.9713481,9.9195679,7.6215487,0,0,1.8473868,7.2830096,28.935012,46.700827,8.4549611,0,0,0.51230058,5.9499807,13.697833,18.625431,6.284814,0,0,0,0,0.074488097,2.7934067,1.0741464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,133.9153,0,1.3589958,4.281977,4.9706908,9.9182564,7.620541,0,0,1.8471426,7.2820466,28.931186,46.694652,8.4538432,0,0,0.51223285,5.949194,13.696022,18.622968,6.283983,0,0,0,0,0.074478248,2.7930374,1.0740043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,133.90683,0,1.3589099,4.2817061,4.9703763,9.9176289,7.6200589,0,0,1.8470257,7.2815859,28.929356,46.691698,8.4533084,0,0,0.51220044,5.9488176,13.695155,18.62179,6.2835855,0,0,0,0,0.074473536,2.7928607,1.0739364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,133.89835,0,1.3588239,4.2814352,4.9700619,9.9170014,7.6195768,0,0,1.8469089,7.2811253,28.927526,46.688744,8.4527736,0,0,0.51216804,5.9484413,13.694289,18.620612,6.2831879,0,0,0,0,0.074468825,2.792684,1.0738684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,133.88988,0,1.3587379,4.2811643,4.9697474,9.916374,7.6190947,0,0,1.846792,7.2806646,28.925695,46.68579,8.4522388,0,0,0.51213563,5.9480649,13.693422,18.619434,6.2827904,0,0,0,0,0.074464113,2.7925073,1.0738005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,133.88141,0,1.358652,4.2808934,4.969433,9.9157466,7.6186127,0,0,1.8466752,7.2802039,28.923865,46.682836,8.451704,0,0,0.51210323,5.9476886,13.692556,18.618255,6.2823929,0,0,0,0,0.074459401,2.7923306,1.0737326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,133.87294,0,1.358566,4.2806226,4.9691185,9.9151191,7.6181306,0,0,1.8465583,7.2797432,28.922035,46.679882,8.4511692,0,0,0.51207082,5.9473122,13.691689,18.617077,6.2819953,0,0,0,0,0.07445469,2.7921539,1.0736646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,133.86447,0,1.35848,4.2803517,4.9688041,9.9144917,7.6176485,0,0,1.8464415,7.2792826,28.920205,46.676928,8.4506344,0,0,0.51203842,5.9469359,13.690823,18.615899,6.2815978,0,0,0,0,0.074449978,2.7919773,1.0735967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,133.856,0,1.358394,4.2800808,4.9684896,9.9138642,7.6171664,0,0,1.8463246,7.2788219,28.918374,46.673974,8.4500996,0,0,0.51200602,5.9465595,13.689957,18.614721,6.2812003,0,0,0,0,0.074445267,2.7918006,1.0735287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,133.84752,0,1.3583081,4.2798099,4.9681751,9.9132368,7.6166843,0,0,1.8462078,7.2783612,28.916544,46.67102,8.4495648,0,0,0.51197361,5.9461832,13.68909,18.613543,6.2808027,0,0,0,0,0.074440555,2.7916239,1.0734608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,133.83905,0,1.3582221,4.279539,4.9678607,9.9126093,7.6162022,0,0,1.8460909,7.2779005,28.914714,46.668066,8.44903,0,0,0.51194121,5.9458068,13.688224,18.612365,6.2804052,0,0,0,0,0.074435843,2.7914472,1.0733928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,133.83058,0,1.3581361,4.2792681,4.9675462,9.9119819,7.6157201,0,0,1.8459741,7.2774399,28.912884,46.665112,8.4484952,0,0,0.5119088,5.9454305,13.687357,18.611187,6.2800077,0,0,0,0,0.074431132,2.7912705,1.0733249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,133.82211,0,1.3580501,4.2789972,4.9672318,9.9113544,7.615238,0,0,1.8458572,7.2769792,28.911054,46.662159,8.4479604,0,0,0.5118764,5.9450541,13.686491,18.610009,6.2796101,0,0,0,0,0.07442642,2.7910938,1.073257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,133.81364,0,1.3579642,4.2787264,4.9669173,9.910727,7.614756,0,0,1.8457403,7.2765185,28.909223,46.659205,8.4474256,0,0,0.51184399,5.9446777,13.685624,18.608831,6.2792126,0,0,0,0,0.074421709,2.7909171,1.073189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,133.80517,0,1.3578782,4.2784555,4.9666029,9.9100996,7.6142739,0,0,1.8456235,7.2760578,28.907393,46.656251,8.4468908,0,0,0.51181159,5.9443014,13.684758,18.607652,6.2788151,0,0,0,0,0.074416997,2.7907404,1.0731211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,133.79669,0,1.3577922,4.2781846,4.9662884,9.9094721,7.6137918,0,0,1.8455066,7.2755972,28.905563,46.653297,8.446356,0,0,0.51177918,5.943925,13.683891,18.606474,6.2784175,0,0,0,0,0.074412285,2.7905637,1.0730531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,133.78822,0,1.3577063,4.2779137,4.965974,9.9088447,7.6133097,0,0,1.8453898,7.2751365,28.903733,46.650343,8.4458212,0,0,0.51174678,5.9435487,13.683025,18.605296,6.27802,0,0,0,0,0.074407574,2.790387,1.0729852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,133.77975,0,1.3576203,4.2776428,4.9656595,9.9082172,7.6128276,0,0,1.8452729,7.2746758,28.901902,46.647389,8.4452864,0,0,0.51171437,5.9431723,13.682159,18.604118,6.2776225,0,0,0,0,0.074402862,2.7902103,1.0729172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,133.77128,0,1.3575343,4.2773719,4.9653451,9.9075898,7.6123455,0,0,1.8451561,7.2742152,28.900072,46.644435,8.4447516,0,0,0.51168197,5.942796,13.681292,18.60294,6.2772249,0,0,0,0,0.074398151,2.7900336,1.0728493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,133.76281,0,1.3574483,4.2771011,4.9650306,9.9069623,7.6118634,0,0,1.8450392,7.2737545,28.898242,46.641481,8.4442168,0,0,0.51164956,5.9424196,13.680426,18.601762,6.2768274,0,0,0,0,0.074393439,2.789857,1.0727814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,133.75433,0,1.3573624,4.2768302,4.9647162,9.9063349,7.6113813,0,0,1.8449224,7.2732938,28.896412,46.638527,8.443682,0,0,0.51161716,5.9420433,13.679559,18.600584,6.2764299,0,0,0,0,0.074388727,2.7896803,1.0727134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,133.74586,0,1.3572764,4.2765593,4.9644017,9.9057074,7.6108993,0,0,1.8448055,7.2728331,28.894581,46.635573,8.4431472,0,0,0.51158475,5.9416669,13.678693,18.599406,6.2760323,0,0,0,0,0.074384016,2.7895036,1.0726455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,133.73739,0,1.3571904,4.2762884,4.9640872,9.90508,7.6104172,0,0,1.8446887,7.2723725,28.892751,46.632619,8.4426124,0,0,0.51155235,5.9412905,13.677826,18.598227,6.2756348,0,0,0,0,0.074379304,2.7893269,1.0725775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,133.72892,0,1.3571045,4.2760175,4.9637728,9.9044526,7.6099351,0,0,1.8445718,7.2719118,28.890921,46.629665,8.4420775,0,0,0.51151995,5.9409142,13.67696,18.597049,6.2752373,0,0,0,0,0.074374593,2.7891502,1.0725096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,133.72045,0,1.3570185,4.2757466,4.9634583,9.9038251,7.609453,0,0,1.844455,7.2714511,28.889091,46.626711,8.4415427,0,0,0.51148754,5.9405378,13.676094,18.595871,6.2748397,0,0,0,0,0.074369881,2.7889735,1.0724416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,133.71198,0,1.3569325,4.2754758,4.9631439,9.9031977,7.6089709,0,0,1.8443381,7.2709904,28.887261,46.623757,8.4410079,0,0,0.51145514,5.9401615,13.675227,18.594693,6.2744422,0,0,0,0,0.074365169,2.7887968,1.0723737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,133.7035,0,1.3568465,4.2752049,4.9628294,9.9025702,7.6084888,0,0,1.8442213,7.2705298,28.88543,46.620803,8.4404731,0,0,0.51142273,5.9397851,13.674361,18.593515,6.2740446,0,0,0,0,0.074360458,2.7886201,1.0723058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,133.69503,0,1.3567606,4.274934,4.962515,9.9019428,7.6080067,0,0,1.8441044,7.2700691,28.8836,46.617849,8.4399383,0,0,0.51139033,5.9394088,13.673494,18.592337,6.2736471,0,0,0,0,0.074355746,2.7884434,1.0722378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,133.68656,0,1.3566746,4.2746631,4.9622005,9.9013153,7.6075246,0,0,1.8439875,7.2696084,28.88177,46.614895,8.4394035,0,0,0.51135792,5.9390324,13.672628,18.591159,6.2732496,0,0,0,0,0.074351035,2.7882667,1.0721699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
