Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa)
36,-30.239732,0,0,0,0,-1.1633536,-0.95049685,0,0,0,-3.9601897,-15.730405,0,0,0,0
37,-30.168568,0,0,0,0,-1.1606158,-0.94826003,0,0,0,-3.9508702,-15.693387,0,0,0,0
38,-30.097404,0,0,0,0,-1.1578781,-0.94602322,0,0,0,-3.9415506,-15.656368,0,0,0,0
39,-30.026241,0,0,0,0,-1.1551404,-0.9437864,0,0,0,-3.932231,-15.619349,0,0,0,0
40,-29.955077,0,0,0,0,-1.1524026,-0.94154958,0,0,0,-3.9229115,-15.582331,0,0,0,0
41,-29.883914,0,0,0,0,-1.1496649,-0.93931276,0,0,0,-3.9135919,-15.545312,0,0,0,0
42,-29.81275,0,0,0,0,-1.1469271,-0.93707594,0,0,0,-3.9042723,-15.508294,0,0,0,0
43,-29.741586,0,0,0,0,-1.1441894,-0.93483913,0,0,0,-3.8949527,-15.471275,0,0,0,0
44,-29.670423,0,0,0,0,-1.1414517,-0.93260231,0,0,0,-3.8856332,-15.434256,0,0,0,0
45,-29.599259,0,0,0,0,-1.1387139,-0.93036549,0,0,0,-3.8763136,-15.397238,0,0,0,0
46,-29.528096,0,0,0,0,-1.1359762,-0.92812867,0,0,0,-3.866994,-15.360219,0,0,0,0
47,-29.456932,0,0,0,0,-1.1332385,-0.92589185,0,0,0,-3.8576745,-15.323201,0,0,0,0
48,-29.385768,0,0,0,0,-1.1305007,-0.92365504,0,0,0,-3.8483549,-15.286182,0,0,0,0
49,-29.314605,0,0,0,0,-1.127763,-0.92141822,0,0,0,-3.8390353,-15.249164,0,0,0,0
50,-29.243441,0,0,0,0,-1.1250253,-0.9191814,0,0,0,-3.8297157,-15.212145,0,0,0,0
51,-29.172278,0,0,0,0,-1.1222875,-0.91694458,0,0,0,-3.8203962,-15.175126,0,0,0,0
52,-29.101114,0,0,0,0,-1.1195498,-0.91470776,0,0,0,-3.8110766,-15.138108,0,0,0,0
53,-29.029951,0,0,0,0,-1.116812,-0.91247095,0,0,0,-3.801757,-15.101089,0,0,0,0
54,-28.958787,0,0,0,0,-1.1140743,-0.91023413,0,0,0,-3.7924375,-15.064071,0,0,0,0
55,-28.887623,0,0,0,0,-1.1113366,-0.90799731,0,0,0,-3.7831179,-15.027052,0,0,0,0
56,-28.81646,0,0,0,0,-1.1085988,-0.90576049,0,0,0,-3.7737983,-14.990033,0,0,0,0
57,-28.745296,0,0,0,0,-1.1058611,-0.90352367,0,0,0,-3.7644787,-14.953015,0,0,0,0
58,-28.674133,0,0,0,0,-1.1031234,-0.90128686,0,0,0,-3.7551592,-14.915996,0,0,0,0
59,-28.602969,0,0,0,0,-1.1003856,-0.89905004,0,0,0,-3.7458396,-14.878978,0,0,0,0
60,-28.531805,0,0,0,0,-1.0976479,-0.89681322,0,0,0,-3.73652,-14.841959,0,0,0,0
61,-28.460642,0,0,0,0,-1.0949101,-0.8945764,0,0,0,-3.7272005,-14.80494,0,0,0,0
62,-28.389478,0,0,0,0,-1.0921724,-0.89233958,0,0,0,-3.7178809,-14.767922,0,0,0,0
63,-28.318315,0,0,0,0,-1.0894347,-0.89010277,0,0,0,-3.7085613,-14.730903,0,0,0,0
64,-28.247151,0,0,0,0,-1.0866969,-0.88786595,0,0,0,-3.6992417,-14.693885,0,0,0,0
65,-28.175987,0,0,0,0,-1.0839592,-0.88562913,0,0,0,-3.6899222,-14.656866,0,0,0,0
66,-28.104824,0,0,0,0,-1.0812215,-0.88339231,0,0,0,-3.6806026,-14.619847,0,0,0,0
67,-28.03366,0,0,0,0,-1.0784837,-0.88115549,0,0,0,-3.671283,-14.582829,0,0,0,0
68,-27.962497,0,0,0,0,-1.075746,-0.87891868,0,0,0,-3.6619635,-14.54581,0,0,0,0
69,-27.891333,0,0,0,0,-1.0730083,-0.87668186,0,0,0,-3.6526439,-14.508792,0,0,0,0
70,-27.820169,0,0,0,0,-1.0702705,-0.87444504,0,0,0,-3.6433243,-14.471773,0,0,0,0
71,-27.749006,0,0,0,0,-1.0675328,-0.87220822,0,0,0,-3.6340047,-14.434755,0,0,0,0
72,-27.677842,0,0,0,0,-1.064795,-0.86997141,0,0,0,-3.6246852,-14.397736,0,0,0,0
73,-27.606679,0,0,0,0,-1.0620573,-0.86773459,0,0,0,-3.6153656,-14.360717,0,0,0,0
74,-27.535515,0,0,0,0,-1.0593196,-0.86549777,0,0,0,-3.606046,-14.323699,0,0,0,0
75,-27.464351,0,0,0,0,-1.0565818,-0.86326095,0,0,0,-3.5967265,-14.28668,0,0,0,0
76,-27.393188,0,0,0,0,-1.0538441,-0.86102413,0,0,0,-3.5874069,-14.249662,0,0,0,0
77,-27.322024,0,0,0,0,-1.0511064,-0.85878732,0,0,0,-3.5780873,-14.212643,0,0,0,0
78,-27.250861,0,0,0,0,-1.0483686,-0.8565505,0,0,0,-3.5687677,-14.175624,0,0,0,0
79,-27.179697,0,0,0,0,-1.0456309,-0.85431368,0,0,0,-3.5594482,-14.138606,0,0,0,0
80,-27.108533,0,0,0,0,-1.0428932,-0.85207686,0,0,0,-3.5501286,-14.101587,0,0,0,0
81,-27.03737,0,0,0,0,-1.0401554,-0.84984004,0,0,0,-3.540809,-14.064569,0,0,0,0
82,-26.966206,0,0,0,0,-1.0374177,-0.84760323,0,0,0,-3.5314895,-14.02755,0,0,0,0
83,-26.895043,0,0,0,0,-1.0346799,-0.84536641,0,0,0,-3.5221699,-13.990531,0,0,0,0
84,-26.823879,0,0,0,0,-1.0319422,-0.84312959,0,0,0,-3.5128503,-13.953513,0,0,0,0
85,-26.752715,0,0,0,0,-1.0292045,-0.84089277,0,0,0,-3.5035307,-13.916494,0,0,0,0
86,-26.681552,0,0,0,0,-1.0264667,-0.83865595,0,0,0,-3.4942112,-13.879476,0,0,0,0
87,-26.610388,0,0,0,0,-1.023729,-0.83641914,0,0,0,-3.4848916,-13.842457,0,0,0,0
88,-26.539225,0,0,0,0,-1.0209913,-0.83418232,0,0,0,-3.475572,-13.805439,0,0,0,0
89,-26.468061,0,0,0,0,-1.0182535,-0.8319455,0,0,0,-3.4662525,-13.76842,0,0,0,0
90,-26.396897,0,0,0,0,-1.0155158,-0.82970868,0,0,0,-3.4569329,-13.731401,0,0,0,0
91,-26.325734,0,0,0,0,-1.012778,-0.82747186,0,0,0,-3.4476133,-13.694383,0,0,0,0
92,-26.25457,0,0,0,0,-1.0100403,-0.82523505,0,0,0,-3.4382937,-13.657364,0,0,0,0
93,-26.183407,0,0,0,0,-1.0073026,-0.82299823,0,0,0,-3.4289742,-13.620346,0,0,0,0
94,-26.112243,0,0,0,0,-1.0045648,-0.82076141,0,0,0,-3.4196546,-13.583327,0,0,0,0
95,-26.041079,0,0,0,0,-1.0018271,-0.81852459,0,0,0,-3.410335,-13.546308,0,0,0,0
96,-25.969916,0,0,0,0,-0.99908936,-0.81628777,0,0,0,-3.4010155,-13.50929,0,0,0,0
97,-25.898752,0,0,0,0,-0.99635163,-0.81405096,0,0,0,-3.3916959,-13.472271,0,0,0,0
98,-25.827589,0,0,0,0,-0.99361389,-0.81181414,0,0,0,-3.3823763,-13.435253,0,0,0,0
99,-25.756425,0,0,0,0,-0.99087615,-0.80957732,0,0,0,-3.3730567,-13.398234,0,0,0,0
100,-25.685261,0,0,0,0,-0.98813842,-0.8073405,0,0,0,-3.3637372,-13.361215,0,0,0,0
101,-25.614098,0,0,0,0,-0.98540068,-0.80510369,0,0,0,-3.3544176,-13.324197,0,0,0,0
102,-25.542934,0,0,0,0,-0.98266294,-0.80286687,0,0,0,-3.345098,-13.287178,0,0,0,0
103,-25.471771,0,0,0,0,-0.97992521,-0.80063005,0,0,0,-3.3357785,-13.25016,0,0,0,0
104,-25.400607,0,0,0,0,-0.97718747,-0.79839323,0,0,0,-3.3264589,-13.213141,0,0,0,0
105,-25.329444,0,0,0,0,-0.97444973,-0.79615641,0,0,0,-3.3171393,-13.176123,0,0,0,0
106,-25.25828,0,0,0,0,-0.971712,-0.7939196,0,0,0,-3.3078197,-13.139104,0,0,0,0
107,-25.187116,0,0,0,0,-0.96897426,-0.79168278,0,0,0,-3.2985002,-13.102085,0,0,0,0
108,-25.115953,0,0,0,0,-0.96623652,-0.78944596,0,0,0,-3.2891806,-13.065067,0,0,0,0
109,-25.044789,0,0,0,0,-0.96349879,-0.78720914,0,0,0,-3.279861,-13.028048,0,0,0,0
110,-24.973626,0,0,0,0,-0.96076105,-0.78497232,0,0,0,-3.2705415,-12.99103,0,0,0,0
111,-24.902462,0,0,0,0,-0.95802331,-0.78273551,0,0,0,-3.2612219,-12.954011,0,0,0,0
112,-24.831298,0,0,0,0,-0.95528558,-0.78049869,0,0,0,-3.2519023,-12.916992,0,0,0,0
113,-24.760135,0,0,0,0,-0.95254784,-0.77826187,0,0,0,-3.2425827,-12.879974,0,0,0,0
114,-24.688971,0,0,0,0,-0.9498101,-0.77602505,0,0,0,-3.2332632,-12.842955,0,0,0,0
115,-24.617808,0,0,0,0,-0.94707237,-0.77378823,0,0,0,-3.2239436,-12.805937,0,0,0,0
116,-24.546644,0,0,0,0,-0.94433463,-0.77155142,0,0,0,-3.214624,-12.768918,0,0,0,0
117,-24.47548,0,0,0,0,-0.94159689,-0.7693146,0,0,0,-3.2053044,-12.731899,0,0,0,0
118,-24.404317,0,0,0,0,-0.93885916,-0.76707778,0,0,0,-3.1959849,-12.694881,0,0,0,0
119,-24.333153,0,0,0,0,-0.93612142,-0.76484096,0,0,0,-3.1866653,-12.657862,0,0,0,0
120,-24.26199,0,0,0,0,-0.93338368,-0.76260414,0,0,0,-3.1773457,-12.620844,0,0,0,0
121,-24.190826,0,0,0,0,-0.93064595,-0.76036733,0,0,0,-3.1680262,-12.583825,0,0,0,0
122,-24.119662,0,0,0,0,-0.92790821,-0.75813051,0,0,0,-3.1587066,-12.546806,0,0,0,0
123,-24.048499,0,0,0,0,-0.92517047,-0.75589369,0,0,0,-3.149387,-12.509788,0,0,0,0
124,-23.977335,0,0,0,0,-0.92243274,-0.75365687,0,0,0,-3.1400674,-12.472769,0,0,0,0
125,-23.906172,0,0,0,0,-0.919695,-0.75142005,0,0,0,-3.1307479,-12.435751,0,0,0,0
126,-23.696206,0,0,0,0,-0.91161741,-0.74482041,0,0,0,-3.1032508,-12.326529,0,0,0,0
127,-23.48624,0,0,0,0,-0.90353982,-0.73822076,0,0,0,-3.0757538,-12.217307,0,0,0,0
128,-23.276275,0,0,0,0,-0.89546223,-0.73162111,0,0,0,-3.0482567,-12.108085,0,0,0,0
129,-23.066309,0,0,0,0,-0.88738464,-0.72502146,0,0,0,-3.0207597,-11.998863,0,0,0,0
130,-22.856344,0,0,0,0,-0.87930705,-0.71842181,0,0,0,-2.9932626,-11.889641,0,0,0,0
131,-22.646378,0,0,0,0,-0.87122946,-0.71182216,0,0,0,-2.9657656,-11.780419,0,0,0,0
132,-22.436413,0,0,0,0,-0.86315186,-0.70522252,0,0,0,-2.9382685,-11.671197,0,0,0,0
133,-22.226447,0,0,0,0,-0.85507427,-0.69862287,0,0,0,-2.9107715,-11.561975,0,0,0,0
134,-22.016482,0,0,0,0,-0.84699668,-0.69202322,0,0,0,-2.8832744,-11.452753,0,0,0,0
135,-21.806516,0,0,0,0,-0.83891909,-0.68542357,0,0,0,-2.8557774,-11.343531,0,0,0,0
136,-21.596551,0,0,0,0,-0.8308415,-0.67882392,0,0,0,-2.8282803,-11.234309,0,0,0,0
137,-21.386585,0,0,0,0,-0.82276391,-0.67222427,0,0,0,-2.8007833,-11.125087,0,0,0,0
138,-21.176619,0,0,0,0,-0.81468632,-0.66562463,0,0,0,-2.7732862,-11.015865,0,0,0,0
139,-20.966654,0,0,0,0,-0.80660873,-0.65902498,0,0,0,-2.7457892,-10.906643,0,0,0,0
140,-20.756688,0,0,0,0,-0.79853114,-0.65242533,0,0,0,-2.7182921,-10.797421,0,0,0,0
141,-20.546723,0,0,0,0,-0.79045355,-0.64582568,0,0,0,-2.6907951,-10.688199,0,0,0,0
142,-20.336757,0,0,0,0,-0.78237596,-0.63922603,0,0,0,-2.663298,-10.578977,0,0,0,0
143,-20.126792,0,0,0,0,-0.77429837,-0.63262638,0,0,0,-2.635801,-10.469755,0,0,0,0
144,-19.916826,0,0,0,0,-0.76622078,-0.62602674,0,0,0,-2.6083039,-10.360533,0,0,0,0
145,-19.706861,0,0,0,0,-0.75814319,-0.61942709,0,0,0,-2.5808069,-10.251311,0,0,0,0
146,-19.496895,0,0,0,0,-0.7500656,-0.61282744,0,0,0,-2.5533098,-10.142089,0,0,0,0
147,-19.286929,0,0,0,0,-0.74198801,-0.60622779,0,0,0,-2.5258128,-10.032867,0,0,0,0
148,-19.076964,0,0,0,0,-0.73391041,-0.59962814,0,0,0,-2.4983157,-9.9236453,0,0,0,0
149,-18.866998,0,0,0,0,-0.72583282,-0.59302849,0,0,0,-2.4708187,-9.8144233,0,0,0,0
150,-18.657033,0,0,0,0,-0.71775523,-0.58642885,0,0,0,-2.4433216,-9.7052014,0,0,0,0
151,-18.447067,0,0,0,0,-0.70967764,-0.5798292,0,0,0,-2.4158246,-9.5959794,0,0,0,0
152,-18.237102,0,0,0,0,-0.70160005,-0.57322955,0,0,0,-2.3883275,-9.4867574,0,0,0,0
153,-18.027136,0,0,0,0,-0.69352246,-0.5666299,0,0,0,-2.3608305,-9.3775354,0,0,0,0
154,-17.817171,0,0,0,0,-0.68544487,-0.56003025,0,0,0,-2.3333334,-9.2683135,0,0,0,0
155,-17.607205,0,0,0,0,-0.67736728,-0.5534306,0,0,0,-2.3058364,-9.1590915,0,0,0,0
156,-17.397239,0,0,0,0,-0.66928969,-0.54683096,0,0,0,-2.2783393,-9.0498695,0,0,0,0
157,-17.187274,0,0,0,0,-0.6612121,-0.54023131,0,0,0,-2.2508423,-8.9406475,0,0,0,0
158,-16.977308,0,0,0,0,-0.65313451,-0.53363166,0,0,0,-2.2233452,-8.8314256,0,0,0,0
159,-16.767343,0,0,0,0,-0.64505692,-0.52703201,0,0,0,-2.1958482,-8.7222036,0,0,0,0
160,-16.557377,0,0,0,0,-0.63697933,-0.52043236,0,0,0,-2.1683511,-8.6129816,0,0,0,0
161,-16.347412,0,0,0,0,-0.62890174,-0.51383271,0,0,0,-2.1408541,-8.5037597,0,0,0,0
162,-16.137446,0,0,0,0,-0.62082415,-0.50723307,0,0,0,-2.113357,-8.3945377,0,0,0,0
163,-15.927481,0,0,0,0,-0.61274656,-0.50063342,0,0,0,-2.08586,-8.2853157,0,0,0,0
164,-15.717515,0,0,0,0,-0.60466896,-0.49403377,0,0,0,-2.0583629,-8.1760937,0,0,0,0
165,-15.50755,0,0,0,0,-0.59659137,-0.48743412,0,0,0,-2.0308659,-8.0668718,0,0,0,0
166,-15.297584,0,0,0,0,-0.58851378,-0.48083447,0,0,0,-2.0033688,-7.9576498,0,0,0,0
167,-15.087618,0,0,0,0,-0.58043619,-0.47423482,0,0,0,-1.9758718,-7.8484278,0,0,0,0
168,-14.877653,0,0,0,0,-0.5723586,-0.46763517,0,0,0,-1.9483747,-7.7392058,0,0,0,0
169,-14.667687,0,0,0,0,-0.56428101,-0.46103553,0,0,0,-1.9208777,-7.6299839,0,0,0,0
170,-14.457722,0,0,0,0,-0.55620342,-0.45443588,0,0,0,-1.8933806,-7.5207619,0,0,0,0
171,-14.247756,0,0,0,0,-0.54812583,-0.44783623,0,0,0,-1.8658836,-7.4115399,0,0,0,0
172,-14.037791,0,0,0,0,-0.54004824,-0.44123658,0,0,0,-1.8383865,-7.3023179,0,0,0,0
173,-13.827825,0,0,0,0,-0.53197065,-0.43463693,0,0,0,-1.8108895,-7.193096,0,0,0,0
174,-13.61786,0,0,0,0,-0.52389306,-0.42803728,0,0,0,-1.7833924,-7.083874,0,0,0,0
175,-13.407894,0,0,0,0,-0.51581547,-0.42143764,0,0,0,-1.7558954,-6.974652,0,0,0,0
176,-13.197928,0,0,0,0,-0.50773788,-0.41483799,0,0,0,-1.7283983,-6.86543,0,0,0,0
177,-12.987963,0,0,0,0,-0.49966029,-0.40823834,0,0,0,-1.7009013,-6.7562081,0,0,0,0
178,-12.777997,0,0,0,0,-0.4915827,-0.40163869,0,0,0,-1.6734042,-6.6469861,0,0,0,0
179,-12.568032,0,0,0,0,-0.4835051,-0.39503904,0,0,0,-1.6459072,-6.5377641,0,0,0,0
180,-12.358066,0,0,0,0,-0.47542751,-0.38843939,0,0,0,-1.6184101,-6.4285421,0,0,0,0
181,-12.148101,0,0,0,0,-0.46734992,-0.38183975,0,0,0,-1.5909131,-6.3193202,0,0,0,0
182,-11.938135,0,0,0,0,-0.45927233,-0.3752401,0,0,0,-1.563416,-6.2100982,0,0,0,0
183,-11.72817,0,0,0,0,-0.45119474,-0.36864045,0,0,0,-1.535919,-6.1008762,0,0,0,0
184,-11.518204,0,0,0,0,-0.44311715,-0.3620408,0,0,0,-1.5084219,-5.9916542,0,0,0,0
185,-11.308238,0,0,0,0,-0.43503956,-0.35544115,0,0,0,-1.4809249,-5.8824323,0,0,0,0
186,-11.098273,0,0,0,0,-0.42696197,-0.3488415,0,0,0,-1.4534278,-5.7732103,0,0,0,0
187,-10.888307,0,0,0,0,-0.41888438,-0.34224186,0,0,0,-1.4259308,-5.6639883,0,0,0,0
188,-10.678342,0,0,0,0,-0.41080679,-0.33564221,0,0,0,-1.3984337,-5.5547663,0,0,0,0
189,-10.468376,0,0,0,0,-0.4027292,-0.32904256,0,0,0,-1.3709367,-5.4455444,0,0,0,0
190,-10.258411,0,0,0,0,-0.39465161,-0.32244291,0,0,0,-1.3434396,-5.3363224,0,0,0,0
191,-10.048445,0,0,0,0,-0.38657402,-0.31584326,0,0,0,-1.3159426,-5.2271004,0,0,0,0
192,-9.8384796,0,0,0,0,-0.37849643,-0.30924361,0,0,0,-1.2884455,-5.1178784,0,0,0,0
193,-9.6285141,0,0,0,0,-0.37041884,-0.30264397,0,0,0,-1.2609484,-5.0086565,0,0,0,0
194,-9.4185485,0,0,0,0,-0.36234125,-0.29604432,0,0,0,-1.2334514,-4.8994345,0,0,0,0
195,-9.208583,0,0,0,0,-0.35426365,-0.28944467,0,0,0,-1.2059543,-4.7902125,0,0,0,0
196,-8.9986174,0,0,0,0,-0.34618606,-0.28284502,0,0,0,-1.1784573,-4.6809905,0,0,0,0
197,-8.7886519,0,0,0,0,-0.33810847,-0.27624537,0,0,0,-1.1509602,-4.5717686,0,0,0,0
198,-8.5786863,0,0,0,0,-0.33003088,-0.26964572,0,0,0,-1.1234632,-4.4625466,0,0,0,0
199,-8.3687208,0,0,0,0,-0.32195329,-0.26304608,0,0,0,-1.0959661,-4.3533246,0,0,0,0
200,-8.1587552,0,0,0,0,-0.3138757,-0.25644643,0,0,0,-1.0684691,-4.2441026,0,0,0,0
201,-7.9487897,0,0,0,0,-0.30579811,-0.24984678,0,0,0,-1.040972,-4.1348807,0,0,0,0
202,-7.7388241,0,0,0,0,-0.29772052,-0.24324713,0,0,0,-1.013475,-4.0256587,0,0,0,0
203,-7.5288586,0,0,0,0,-0.28964293,-0.23664748,0,0,0,-0.98597795,-3.9164367,0,0,0,0
204,-7.318893,0,0,0,0,-0.28156534,-0.23004783,0,0,0,-0.9584809,-3.8072148,0,0,0,0
205,-7.1089275,0,0,0,0,-0.27348775,-0.22344819,0,0,0,-0.93098385,-3.6979928,0,0,0,0
206,-6.8989619,0,0,0,0,-0.26541016,-0.21684854,0,0,0,-0.90348679,-3.5887708,0,0,0,0
207,-6.6889964,0,0,0,0,-0.25733257,-0.21024889,0,0,0,-0.87598974,-3.4795488,0,0,0,0
208,-6.4790308,0,0,0,0,-0.24925498,-0.20364924,0,0,0,-0.84849269,-3.3703269,0,0,0,0
209,-6.2690653,0,0,0,0,-0.24117739,-0.19704959,0,0,0,-0.82099564,-3.2611049,0,0,0,0
210,-6.0590997,0,0,0,0,-0.2330998,-0.19044994,0,0,0,-0.79349859,-3.1518829,0,0,0,0
211,-5.8491341,0,0,0,0,-0.2250222,-0.1838503,0,0,0,-0.76600154,-3.0426609,0,0,0,0
212,-5.6391686,0,0,0,0,-0.21694461,-0.17725065,0,0,0,-0.73850449,-2.933439,0,0,0,0
213,-5.429203,0,0,0,0,-0.20886702,-0.170651,0,0,0,-0.71100744,-2.824217,0,0,0,0
214,-5.2192375,0,0,0,0,-0.20078943,-0.16405135,0,0,0,-0.68351039,-2.714995,0,0,0,0
215,-5.0092719,0,0,0,0,-0.19271184,-0.1574517,0,0,0,-0.65601334,-2.605773,0,0,0,0
216,-4.7993064,0,0,0,0,-0.18463425,-0.15085205,0,0,0,-0.62851629,-2.4965511,0,0,0,0
217,-4.5893408,0,0,0,0,-0.17655666,-0.1442524,0,0,0,-0.60101924,-2.3873291,0,0,0,0
218,-4.3793753,0,0,0,0,-0.16847907,-0.13765276,0,0,0,-0.57352219,-2.2781071,0,0,0,0
219,-4.1694097,0,0,0,0,-0.16040148,-0.13105311,0,0,0,-0.54602514,-2.1688851,0,0,0,0
220,-3.9594442,0,0,0,0,-0.15232389,-0.12445346,0,0,0,-0.51852809,-2.0596632,0,0,0,0
221,-3.7494786,0,0,0,0,-0.1442463,-0.11785381,0,0,0,-0.49103104,-1.9504412,0,0,0,0
222,-3.5395131,0,0,0,0,-0.13616871,-0.11125416,0,0,0,-0.46353399,-1.8412192,0,0,0,0
223,-3.3295475,0,0,0,0,-0.12809112,-0.10465451,0,0,0,-0.43603694,-1.7319972,0,0,0,0
224,-3.119582,0,0,0,0,-0.12001353,-0.098054866,0,0,0,-0.40853989,-1.6227753,0,0,0,0
225,-2.9096164,0,0,0,0,-0.11193594,-0.091455218,0,0,0,-0.38104284,-1.5135533,0,0,0,0
226,-2.6996509,0,0,0,0,-0.10385834,-0.08485557,0,0,0,-0.35354579,-1.4043313,0,0,0,0
227,-2.4896853,0,0,0,0,-0.095780754,-0.078255921,0,0,0,-0.32604874,-1.2951093,0,0,0,0
228,-2.2797198,0,0,0,0,-0.087703163,-0.071656273,0,0,0,-0.29855169,-1.1858874,0,0,0,0
229,-2.0697542,0,0,0,0,-0.079625573,-0.065056625,0,0,0,-0.27105464,-1.0766654,0,0,0,0
230,-1.8597887,0,0,0,0,-0.071547982,-0.058456976,0,0,0,-0.24355759,-0.96744342,0,0,0,0
231,-1.6498231,0,0,0,0,-0.063470392,-0.051857328,0,0,0,-0.21606053,-0.85822144,0,0,0,0
232,-1.4398576,0,0,0,0,-0.055392801,-0.045257679,0,0,0,-0.18856348,-0.74899947,0,0,0,0
233,-1.229892,0,0,0,0,-0.04731521,-0.038658031,0,0,0,-0.16106643,-0.63977749,0,0,0,0
234,-1.0199265,0,0,0,0,-0.03923762,-0.032058383,0,0,0,-0.13356938,-0.53055552,0,0,0,0
235,-0.80994766,0,0,0,0,-0.031159519,-0.025458318,0,0,0,-0.1060706,-0.42132665,0,0,0,0
