Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa)
10,-77.386233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89235275,-8.9613346,-11.249565,-2.3831584,0,0,0,0,0,0,0,-1.7000689,-24.664121,-68.888372,-12.029755,-0.23387105,0,0,0,0,0,0,-4.3525216,-0.077978768,0,0,0,0,0,0,0,0,0
11,-77.295688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89130865,-8.9508494,-11.236402,-2.38037,0,0,0,0,0,0,0,-1.6980797,-24.635262,-68.807769,-12.01568,-0.23359741,0,0,0,0,0,0,-4.347429,-0.077887529,0,0,0,0,0,0,0,0,0
12,-77.205142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89026456,-8.9403642,-11.22324,-2.3775816,0,0,0,0,0,0,0,-1.6960906,-24.606404,-68.727167,-12.001605,-0.23332377,0,0,0,0,0,0,-4.3423363,-0.07779629,0,0,0,0,0,0,0,0,0
13,-77.114597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88922047,-8.929879,-11.210077,-2.3747932,0,0,0,0,0,0,0,-1.6941014,-24.577546,-68.646564,-11.987529,-0.23305013,0,0,0,0,0,0,-4.3372437,-0.077705052,0,0,0,0,0,0,0,0,0
14,-77.024051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88817637,-8.9193939,-11.196915,-2.3720048,0,0,0,0,0,0,0,-1.6921123,-24.548688,-68.565962,-11.973454,-0.23277649,0,0,0,0,0,0,-4.332151,-0.077613813,0,0,0,0,0,0,0,0,0
15,-76.933506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88713228,-8.9089087,-11.183752,-2.3692164,0,0,0,0,0,0,0,-1.6901231,-24.51983,-68.485359,-11.959379,-0.23250285,0,0,0,0,0,0,-4.3270584,-0.077522574,0,0,0,0,0,0,0,0,0
16,-76.84296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88608818,-8.8984235,-11.17059,-2.366428,0,0,0,0,0,0,0,-1.688134,-24.490972,-68.404757,-11.945303,-0.23222921,0,0,0,0,0,0,-4.3219657,-0.077431335,0,0,0,0,0,0,0,0,0
17,-76.752415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88504409,-8.8879383,-11.157427,-2.3636396,0,0,0,0,0,0,0,-1.6861448,-24.462113,-68.324154,-11.931228,-0.23195557,0,0,0,0,0,0,-4.3168731,-0.077340097,0,0,0,0,0,0,0,0,0
18,-76.66187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.884,-8.8774532,-11.144265,-2.3608512,0,0,0,0,0,0,0,-1.6841556,-24.433255,-68.243551,-11.917152,-0.23168193,0,0,0,0,0,0,-4.3117804,-0.077248858,0,0,0,0,0,0,0,0,0
19,-76.571324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8829559,-8.866968,-11.131102,-2.3580628,0,0,0,0,0,0,0,-1.6821665,-24.404397,-68.162949,-11.903077,-0.23140829,0,0,0,0,0,0,-4.3066878,-0.077157619,0,0,0,0,0,0,0,0,0
20,-76.480779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88191181,-8.8564828,-11.11794,-2.3552744,0,0,0,0,0,0,0,-1.6801773,-24.375539,-68.082346,-11.889002,-0.23113465,0,0,0,0,0,0,-4.3015951,-0.07706638,0,0,0,0,0,0,0,0,0
21,-76.390233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88086772,-8.8459976,-11.104777,-2.352486,0,0,0,0,0,0,0,-1.6781882,-24.346681,-68.001744,-11.874926,-0.23086101,0,0,0,0,0,0,-4.2965025,-0.076975142,0,0,0,0,0,0,0,0,0
22,-76.299688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87982362,-8.8355125,-11.091615,-2.3496976,0,0,0,0,0,0,0,-1.676199,-24.317823,-67.921141,-11.860851,-0.23058737,0,0,0,0,0,0,-4.2914098,-0.076883903,0,0,0,0,0,0,0,0,0
23,-76.209142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87877953,-8.8250273,-11.078452,-2.3469092,0,0,0,0,0,0,0,-1.6742098,-24.288965,-67.840539,-11.846776,-0.23031373,0,0,0,0,0,0,-4.2863172,-0.076792664,0,0,0,0,0,0,0,0,0
24,-76.118597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87773543,-8.8145421,-11.06529,-2.3441208,0,0,0,0,0,0,0,-1.6722207,-24.260106,-67.759936,-11.8327,-0.23004009,0,0,0,0,0,0,-4.2812245,-0.076701425,0,0,0,0,0,0,0,0,0
25,-76.028051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87669134,-8.804057,-11.052127,-2.3413324,0,0,0,0,0,0,0,-1.6702315,-24.231248,-67.679333,-11.818625,-0.22976645,0,0,0,0,0,0,-4.2761319,-0.076610187,0,0,0,0,0,0,0,0,0
26,-75.937506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87564725,-8.7935718,-11.038965,-2.338544,0,0,0,0,0,0,0,-1.6682424,-24.20239,-67.598731,-11.80455,-0.22949281,0,0,0,0,0,0,-4.2710392,-0.076518948,0,0,0,0,0,0,0,0,0
27,-75.84696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87460315,-8.7830866,-11.025802,-2.3357556,0,0,0,0,0,0,0,-1.6662532,-24.173532,-67.518128,-11.790474,-0.22921917,0,0,0,0,0,0,-4.2659466,-0.076427709,0,0,0,0,0,0,0,0,0
28,-75.756415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87355906,-8.7726014,-11.01264,-2.3329671,0,0,0,0,0,0,0,-1.664264,-24.144674,-67.437526,-11.776399,-0.22894553,0,0,0,0,0,0,-4.2608539,-0.07633647,0,0,0,0,0,0,0,0,0
29,-75.66587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87251497,-8.7621163,-10.999477,-2.3301787,0,0,0,0,0,0,0,-1.6622749,-24.115816,-67.356923,-11.762323,-0.22867189,0,0,0,0,0,0,-4.2557613,-0.076245232,0,0,0,0,0,0,0,0,0
30,-75.575324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87147087,-8.7516311,-10.986314,-2.3273903,0,0,0,0,0,0,0,-1.6602857,-24.086957,-67.276321,-11.748248,-0.22839825,0,0,0,0,0,0,-4.2506686,-0.076153993,0,0,0,0,0,0,0,0,0
31,-75.484779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87042678,-8.7411459,-10.973152,-2.3246019,0,0,0,0,0,0,0,-1.6582966,-24.058099,-67.195718,-11.734173,-0.22812461,0,0,0,0,0,0,-4.245576,-0.076062754,0,0,0,0,0,0,0,0,0
32,-75.394233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86938268,-8.7306607,-10.959989,-2.3218135,0,0,0,0,0,0,0,-1.6563074,-24.029241,-67.115116,-11.720097,-0.22785097,0,0,0,0,0,0,-4.2404833,-0.075971515,0,0,0,0,0,0,0,0,0
33,-75.303688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86833859,-8.7201756,-10.946827,-2.3190251,0,0,0,0,0,0,0,-1.6543183,-24.000383,-67.034513,-11.706022,-0.22757733,0,0,0,0,0,0,-4.2353907,-0.075880277,0,0,0,0,0,0,0,0,0
34,-75.213142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8672945,-8.7096904,-10.933664,-2.3162367,0,0,0,0,0,0,0,-1.6523291,-23.971525,-66.95391,-11.691947,-0.22730369,0,0,0,0,0,0,-4.230298,-0.075789038,0,0,0,0,0,0,0,0,0
35,-75.122597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8662504,-8.6992052,-10.920502,-2.3134483,0,0,0,0,0,0,0,-1.6503399,-23.942667,-66.873308,-11.677871,-0.22703005,0,0,0,0,0,0,-4.2252054,-0.075697799,0,0,0,0,0,0,0,0,0
36,-75.032051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86520631,-8.68872,-10.907339,-2.3106599,0,0,0,0,0,0,0,-1.6483508,-23.913809,-66.792705,-11.663796,-0.22675641,0,0,0,0,0,0,-4.2201127,-0.07560656,0,0,0,0,0,0,0,0,0
37,-74.941506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86416222,-8.6782349,-10.894177,-2.3078715,0,0,0,0,0,0,0,-1.6463616,-23.88495,-66.712103,-11.64972,-0.22648277,0,0,0,0,0,0,-4.2150201,-0.075515322,0,0,0,0,0,0,0,0,0
38,-74.85096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86311812,-8.6677497,-10.881014,-2.3050831,0,0,0,0,0,0,0,-1.6443725,-23.856092,-66.6315,-11.635645,-0.22620913,0,0,0,0,0,0,-4.2099274,-0.075424083,0,0,0,0,0,0,0,0,0
39,-74.760415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86207403,-8.6572645,-10.867852,-2.3022947,0,0,0,0,0,0,0,-1.6423833,-23.827234,-66.550898,-11.62157,-0.22593549,0,0,0,0,0,0,-4.2048348,-0.075332844,0,0,0,0,0,0,0,0,0
40,-74.66987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86102993,-8.6467794,-10.854689,-2.2995063,0,0,0,0,0,0,0,-1.6403941,-23.798376,-66.470295,-11.607494,-0.22566185,0,0,0,0,0,0,-4.1997421,-0.075241605,0,0,0,0,0,0,0,0,0
41,-74.579324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85998584,-8.6362942,-10.841527,-2.2967179,0,0,0,0,0,0,0,-1.638405,-23.769518,-66.389693,-11.593419,-0.22538821,0,0,0,0,0,0,-4.1946495,-0.075150367,0,0,0,0,0,0,0,0,0
42,-74.488779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85894175,-8.625809,-10.828364,-2.2939295,0,0,0,0,0,0,0,-1.6364158,-23.74066,-66.30909,-11.579344,-0.22511457,0,0,0,0,0,0,-4.1895568,-0.075059128,0,0,0,0,0,0,0,0,0
43,-74.398233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85789765,-8.6153238,-10.815202,-2.2911411,0,0,0,0,0,0,0,-1.6344267,-23.711801,-66.228487,-11.565268,-0.22484093,0,0,0,0,0,0,-4.1844642,-0.074967889,0,0,0,0,0,0,0,0,0
44,-74.307688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85685356,-8.6048387,-10.802039,-2.2883527,0,0,0,0,0,0,0,-1.6324375,-23.682943,-66.147885,-11.551193,-0.22456729,0,0,0,0,0,0,-4.1793715,-0.07487665,0,0,0,0,0,0,0,0,0
45,-74.217142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85580947,-8.5943535,-10.788877,-2.2855643,0,0,0,0,0,0,0,-1.6304483,-23.654085,-66.067282,-11.537118,-0.22429365,0,0,0,0,0,0,-4.1742789,-0.074785412,0,0,0,0,0,0,0,0,0
46,-74.126597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85476537,-8.5838683,-10.775714,-2.2827759,0,0,0,0,0,0,0,-1.6284592,-23.625227,-65.98668,-11.523042,-0.22402001,0,0,0,0,0,0,-4.1691862,-0.074694173,0,0,0,0,0,0,0,0,0
47,-74.036051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85372128,-8.5733831,-10.762552,-2.2799875,0,0,0,0,0,0,0,-1.62647,-23.596369,-65.906077,-11.508967,-0.22374637,0,0,0,0,0,0,-4.1640936,-0.074602934,0,0,0,0,0,0,0,0,0
48,-73.945506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85267718,-8.562898,-10.749389,-2.277199,0,0,0,0,0,0,0,-1.6244809,-23.567511,-65.825475,-11.494891,-0.22347274,0,0,0,0,0,0,-4.1590009,-0.074511695,0,0,0,0,0,0,0,0,0
49,-73.854961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85163309,-8.5524128,-10.736227,-2.2744106,0,0,0,0,0,0,0,-1.6224917,-23.538653,-65.744872,-11.480816,-0.2231991,0,0,0,0,0,0,-4.1539083,-0.074420457,0,0,0,0,0,0,0,0,0
50,-73.764415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.850589,-8.5419276,-10.723064,-2.2716222,0,0,0,0,0,0,0,-1.6205026,-23.509794,-65.664269,-11.466741,-0.22292546,0,0,0,0,0,0,-4.1488156,-0.074329218,0,0,0,0,0,0,0,0,0
51,-73.67387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8495449,-8.5314424,-10.709902,-2.2688338,0,0,0,0,0,0,0,-1.6185134,-23.480936,-65.583667,-11.452665,-0.22265182,0,0,0,0,0,0,-4.143723,-0.074237979,0,0,0,0,0,0,0,0,0
52,-73.583324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84850081,-8.5209573,-10.696739,-2.2660454,0,0,0,0,0,0,0,-1.6165242,-23.452078,-65.503064,-11.43859,-0.22237818,0,0,0,0,0,0,-4.1386303,-0.074146741,0,0,0,0,0,0,0,0,0
53,-73.492779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84745672,-8.5104721,-10.683577,-2.263257,0,0,0,0,0,0,0,-1.6145351,-23.42322,-65.422462,-11.424515,-0.22210454,0,0,0,0,0,0,-4.1335377,-0.074055502,0,0,0,0,0,0,0,0,0
54,-73.402233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84641262,-8.4999869,-10.670414,-2.2604686,0,0,0,0,0,0,0,-1.6125459,-23.394362,-65.341859,-11.410439,-0.2218309,0,0,0,0,0,0,-4.128445,-0.073964263,0,0,0,0,0,0,0,0,0
55,-73.311688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84536853,-8.4895018,-10.657252,-2.2576802,0,0,0,0,0,0,0,-1.6105568,-23.365504,-65.261257,-11.396364,-0.22155726,0,0,0,0,0,0,-4.1233524,-0.073873024,0,0,0,0,0,0,0,0,0
56,-73.221142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84432443,-8.4790166,-10.644089,-2.2548918,0,0,0,0,0,0,0,-1.6085676,-23.336645,-65.180654,-11.382288,-0.22128362,0,0,0,0,0,0,-4.1182597,-0.073781786,0,0,0,0,0,0,0,0,0
57,-73.130597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84328034,-8.4685314,-10.630927,-2.2521034,0,0,0,0,0,0,0,-1.6065784,-23.307787,-65.100052,-11.368213,-0.22100998,0,0,0,0,0,0,-4.1131671,-0.073690547,0,0,0,0,0,0,0,0,0
58,-73.040051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84223625,-8.4580462,-10.617764,-2.249315,0,0,0,0,0,0,0,-1.6045893,-23.278929,-65.019449,-11.354138,-0.22073634,0,0,0,0,0,0,-4.1080744,-0.073599308,0,0,0,0,0,0,0,0,0
59,-72.949506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84119215,-8.4475611,-10.604602,-2.2465266,0,0,0,0,0,0,0,-1.6026001,-23.250071,-64.938846,-11.340062,-0.2204627,0,0,0,0,0,0,-4.1029818,-0.073508069,0,0,0,0,0,0,0,0,0
60,-72.858961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84014806,-8.4370759,-10.591439,-2.2437382,0,0,0,0,0,0,0,-1.600611,-23.221213,-64.858244,-11.325987,-0.22018906,0,0,0,0,0,0,-4.0978891,-0.073416831,0,0,0,0,0,0,0,0,0
61,-72.768415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83910397,-8.4265907,-10.578277,-2.2409498,0,0,0,0,0,0,0,-1.5986218,-23.192355,-64.777641,-11.311912,-0.21991542,0,0,0,0,0,0,-4.0927965,-0.073325592,0,0,0,0,0,0,0,0,0
62,-72.67787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83805987,-8.4161055,-10.565114,-2.2381614,0,0,0,0,0,0,0,-1.5966326,-23.163497,-64.697039,-11.297836,-0.21964178,0,0,0,0,0,0,-4.0877038,-0.073234353,0,0,0,0,0,0,0,0,0
63,-72.587324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83701578,-8.4056204,-10.551952,-2.235373,0,0,0,0,0,0,0,-1.5946435,-23.134638,-64.616436,-11.283761,-0.21936814,0,0,0,0,0,0,-4.0826112,-0.073143114,0,0,0,0,0,0,0,0,0
64,-72.496779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83597168,-8.3951352,-10.538789,-2.2325846,0,0,0,0,0,0,0,-1.5926543,-23.10578,-64.535834,-11.269686,-0.2190945,0,0,0,0,0,0,-4.0775185,-0.073051876,0,0,0,0,0,0,0,0,0
65,-72.406233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83492759,-8.38465,-10.525627,-2.2297962,0,0,0,0,0,0,0,-1.5906652,-23.076922,-64.455231,-11.25561,-0.21882086,0,0,0,0,0,0,-4.0724259,-0.072960637,0,0,0,0,0,0,0,0,0
66,-72.315688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8338835,-8.3741648,-10.512464,-2.2270078,0,0,0,0,0,0,0,-1.588676,-23.048064,-64.374628,-11.241535,-0.21854722,0,0,0,0,0,0,-4.0673332,-0.072869398,0,0,0,0,0,0,0,0,0
67,-72.225142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8328394,-8.3636797,-10.499302,-2.2242194,0,0,0,0,0,0,0,-1.5866869,-23.019206,-64.294026,-11.227459,-0.21827358,0,0,0,0,0,0,-4.0622406,-0.072778159,0,0,0,0,0,0,0,0,0
68,-72.134597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83179531,-8.3531945,-10.486139,-2.2214309,0,0,0,0,0,0,0,-1.5846977,-22.990348,-64.213423,-11.213384,-0.21799994,0,0,0,0,0,0,-4.0571479,-0.072686921,0,0,0,0,0,0,0,0,0
69,-72.044052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83075122,-8.3427093,-10.472977,-2.2186425,0,0,0,0,0,0,0,-1.5827085,-22.961489,-64.132821,-11.199309,-0.2177263,0,0,0,0,0,0,-4.0520553,-0.072595682,0,0,0,0,0,0,0,0,0
70,-71.953506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.82970712,-8.3322242,-10.459814,-2.2158541,0,0,0,0,0,0,0,-1.5807194,-22.932631,-64.052218,-11.185233,-0.21745266,0,0,0,0,0,0,-4.0469626,-0.072504443,0,0,0,0,0,0,0,0,0
