Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa)
1549,384.97738,0,0,0,0,0,0,0,0,7.510216,81.908203,126.67769,21.042115,0,0,0,0,45.567152,304.58691,400.12013,33.917672,0,0,0,0,27.159809,124.55378,70.21835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,384.97093,0,0,0,0,0,0,0,0,7.5100902,81.90683,126.67557,21.041763,0,0,0,0,45.566389,304.58181,400.11343,33.917103,0,0,0,0,27.159354,124.55169,70.217173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,384.96448,0,0,0,0,0,0,0,0,7.5099643,81.905458,126.67345,21.04141,0,0,0,0,45.565625,304.57671,400.10672,33.916535,0,0,0,0,27.158899,124.5496,70.215997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,384.95803,0,0,0,0,0,0,0,0,7.5098385,81.904086,126.67132,21.041057,0,0,0,0,45.564862,304.57161,400.10002,33.915967,0,0,0,0,27.158444,124.54752,70.21482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,384.95158,0,0,0,0,0,0,0,0,7.5097127,81.902714,126.6692,21.040705,0,0,0,0,45.564098,304.5665,400.09332,33.915398,0,0,0,0,27.157989,124.54543,70.213644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,384.94513,0,0,0,0,0,0,0,0,7.5095868,81.901341,126.66708,21.040352,0,0,0,0,45.563335,304.5614,400.08661,33.91483,0,0,0,0,27.157534,124.54334,70.212468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,384.93868,0,0,0,0,0,0,0,0,7.509461,81.899969,126.66496,21.04,0,0,0,0,45.562572,304.5563,400.07991,33.914262,0,0,0,0,27.157079,124.54126,70.211291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,384.93223,0,0,0,0,0,0,0,0,7.5093352,81.898597,126.66283,21.039647,0,0,0,0,45.561808,304.55119,400.0732,33.913694,0,0,0,0,27.156624,124.53917,70.210115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,384.92578,0,0,0,0,0,0,0,0,7.5092094,81.897224,126.66071,21.039295,0,0,0,0,45.561045,304.54609,400.0665,33.913125,0,0,0,0,27.156169,124.53708,70.208938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,384.91933,0,0,0,0,0,0,0,0,7.5090835,81.895852,126.65859,21.038942,0,0,0,0,45.560281,304.54099,400.0598,33.912557,0,0,0,0,27.155714,124.535,70.207762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,384.91288,0,0,0,0,0,0,0,0,7.5089577,81.89448,126.65647,21.03859,0,0,0,0,45.559518,304.53588,400.05309,33.911989,0,0,0,0,27.155259,124.53291,70.206585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,384.90643,0,0,0,0,0,0,0,0,7.5088319,81.893107,126.65434,21.038237,0,0,0,0,45.558754,304.53078,400.04639,33.911421,0,0,0,0,27.154804,124.53082,70.205409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,384.89998,0,0,0,0,0,0,0,0,7.508706,81.891735,126.65222,21.037885,0,0,0,0,45.557991,304.52568,400.03969,33.910852,0,0,0,0,27.154349,124.52873,70.204232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,384.89353,0,0,0,0,0,0,0,0,7.5085802,81.890363,126.6501,21.037532,0,0,0,0,45.557227,304.52057,400.03298,33.910284,0,0,0,0,27.153894,124.52665,70.203056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,384.88708,0,0,0,0,0,0,0,0,7.5084544,81.88899,126.64798,21.037179,0,0,0,0,45.556464,304.51547,400.02628,33.909716,0,0,0,0,27.153439,124.52456,70.201879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,384.88063,0,0,0,0,0,0,0,0,7.5083286,81.887618,126.64585,21.036827,0,0,0,0,45.555701,304.51037,400.01957,33.909148,0,0,0,0,27.152984,124.52247,70.200703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,384.87418,0,0,0,0,0,0,0,0,7.5082027,81.886246,126.64373,21.036474,0,0,0,0,45.554937,304.50526,400.01287,33.908579,0,0,0,0,27.152528,124.52039,70.199526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,384.86773,0,0,0,0,0,0,0,0,7.5080769,81.884873,126.64161,21.036122,0,0,0,0,45.554174,304.50016,400.00617,33.908011,0,0,0,0,27.152073,124.5183,70.19835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,384.86128,0,0,0,0,0,0,0,0,7.5079511,81.883501,126.63949,21.035769,0,0,0,0,45.55341,304.49506,399.99946,33.907443,0,0,0,0,27.151618,124.51621,70.197174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,384.85483,0,0,0,0,0,0,0,0,7.5078252,81.882129,126.63737,21.035417,0,0,0,0,45.552647,304.48996,399.99276,33.906874,0,0,0,0,27.151163,124.51413,70.195997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,384.84838,0,0,0,0,0,0,0,0,7.5076994,81.880756,126.63524,21.035064,0,0,0,0,45.551883,304.48485,399.98606,33.906306,0,0,0,0,27.150708,124.51204,70.194821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,384.84193,0,0,0,0,0,0,0,0,7.5075736,81.879384,126.63312,21.034712,0,0,0,0,45.55112,304.47975,399.97935,33.905738,0,0,0,0,27.150253,124.50995,70.193644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,384.83548,0,0,0,0,0,0,0,0,7.5074478,81.878012,126.631,21.034359,0,0,0,0,45.550356,304.47465,399.97265,33.90517,0,0,0,0,27.149798,124.50787,70.192468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,384.82903,0,0,0,0,0,0,0,0,7.5073219,81.876639,126.62888,21.034007,0,0,0,0,45.549593,304.46954,399.96595,33.904601,0,0,0,0,27.149343,124.50578,70.191291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,384.82258,0,0,0,0,0,0,0,0,7.5071961,81.875267,126.62675,21.033654,0,0,0,0,45.548829,304.46444,399.95924,33.904033,0,0,0,0,27.148888,124.50369,70.190115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,384.81613,0,0,0,0,0,0,0,0,7.5070703,81.873895,126.62463,21.033301,0,0,0,0,45.548066,304.45934,399.95254,33.903465,0,0,0,0,27.148433,124.50161,70.188938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,384.80968,0,0,0,0,0,0,0,0,7.5069444,81.872523,126.62251,21.032949,0,0,0,0,45.547303,304.45423,399.94583,33.902897,0,0,0,0,27.147978,124.49952,70.187762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,384.80323,0,0,0,0,0,0,0,0,7.5068186,81.87115,126.62039,21.032596,0,0,0,0,45.546539,304.44913,399.93913,33.902328,0,0,0,0,27.147523,124.49743,70.186585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,384.79678,0,0,0,0,0,0,0,0,7.5066928,81.869778,126.61826,21.032244,0,0,0,0,45.545776,304.44403,399.93243,33.90176,0,0,0,0,27.147068,124.49535,70.185409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,384.79033,0,0,0,0,0,0,0,0,7.506567,81.868406,126.61614,21.031891,0,0,0,0,45.545012,304.43892,399.92572,33.901192,0,0,0,0,27.146613,124.49326,70.184232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,384.78388,0,0,0,0,0,0,0,0,7.5064411,81.867033,126.61402,21.031539,0,0,0,0,45.544249,304.43382,399.91902,33.900623,0,0,0,0,27.146158,124.49117,70.183056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,384.77743,0,0,0,0,0,0,0,0,7.5063153,81.865661,126.6119,21.031186,0,0,0,0,45.543485,304.42872,399.91232,33.900055,0,0,0,0,27.145703,124.48909,70.18188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,384.77098,0,0,0,0,0,0,0,0,7.5061895,81.864289,126.60977,21.030834,0,0,0,0,45.542722,304.42361,399.90561,33.899487,0,0,0,0,27.145248,124.487,70.180703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,384.76453,0,0,0,0,0,0,0,0,7.5060636,81.862916,126.60765,21.030481,0,0,0,0,45.541958,304.41851,399.89891,33.898919,0,0,0,0,27.144793,124.48491,70.179527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,384.75808,0,0,0,0,0,0,0,0,7.5059378,81.861544,126.60553,21.030129,0,0,0,0,45.541195,304.41341,399.8922,33.89835,0,0,0,0,27.144338,124.48283,70.17835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,384.75163,0,0,0,0,0,0,0,0,7.505812,81.860172,126.60341,21.029776,0,0,0,0,45.540432,304.4083,399.8855,33.897782,0,0,0,0,27.143883,124.48074,70.177174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,384.74518,0,0,0,0,0,0,0,0,7.5056862,81.858799,126.60128,21.029423,0,0,0,0,45.539668,304.4032,399.8788,33.897214,0,0,0,0,27.143428,124.47865,70.175997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,384.73873,0,0,0,0,0,0,0,0,7.5055603,81.857427,126.59916,21.029071,0,0,0,0,45.538905,304.3981,399.87209,33.896646,0,0,0,0,27.142973,124.47656,70.174821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,384.73228,0,0,0,0,0,0,0,0,7.5054345,81.856055,126.59704,21.028718,0,0,0,0,45.538141,304.393,399.86539,33.896077,0,0,0,0,27.142518,124.47448,70.173644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,384.72583,0,0,0,0,0,0,0,0,7.5053087,81.854682,126.59492,21.028366,0,0,0,0,45.537378,304.38789,399.85869,33.895509,0,0,0,0,27.142062,124.47239,70.172468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,384.71938,0,0,0,0,0,0,0,0,7.5051828,81.85331,126.59279,21.028013,0,0,0,0,45.536614,304.38279,399.85198,33.894941,0,0,0,0,27.141607,124.4703,70.171291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,384.71293,0,0,0,0,0,0,0,0,7.505057,81.851938,126.59067,21.027661,0,0,0,0,45.535851,304.37769,399.84528,33.894373,0,0,0,0,27.141152,124.46822,70.170115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,384.70648,0,0,0,0,0,0,0,0,7.5049312,81.850565,126.58855,21.027308,0,0,0,0,45.535087,304.37258,399.83857,33.893804,0,0,0,0,27.140697,124.46613,70.168938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,384.70003,0,0,0,0,0,0,0,0,7.5048054,81.849193,126.58643,21.026956,0,0,0,0,45.534324,304.36748,399.83187,33.893236,0,0,0,0,27.140242,124.46404,70.167762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,384.69358,0,0,0,0,0,0,0,0,7.5046795,81.847821,126.58431,21.026603,0,0,0,0,45.533561,304.36238,399.82517,33.892668,0,0,0,0,27.139787,124.46196,70.166586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,384.68713,0,0,0,0,0,0,0,0,7.5045537,81.846449,126.58218,21.026251,0,0,0,0,45.532797,304.35727,399.81846,33.892099,0,0,0,0,27.139332,124.45987,70.165409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,384.68074,0,0,0,0,0,0,0,0,7.504429,81.845089,126.58008,21.025901,0,0,0,0,45.532041,304.35222,399.81182,33.891536,0,0,0,0,27.138881,124.4578,70.164243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,384.67435,0,0,0,0,0,0,0,0,7.5043043,81.843729,126.57798,21.025552,0,0,0,0,45.531284,304.34716,399.80518,33.890973,0,0,0,0,27.13843,124.45573,70.163078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,384.66796,0,0,0,0,0,0,0,0,7.5041796,81.842369,126.57587,21.025202,0,0,0,0,45.530528,304.3421,399.79853,33.89041,0,0,0,0,27.137979,124.45367,70.161912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,384.66157,0,0,0,0,0,0,0,0,7.504055,81.841009,126.57377,21.024853,0,0,0,0,45.529771,304.33705,399.79189,33.889847,0,0,0,0,27.137529,124.4516,70.160746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,384.65517,0,0,0,0,0,0,0,0,7.5039303,81.839649,126.57167,21.024504,0,0,0,0,45.529015,304.33199,399.78525,33.889284,0,0,0,0,27.137078,124.44953,70.15958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,384.64878,0,0,0,0,0,0,0,0,7.5038056,81.838289,126.56956,21.024154,0,0,0,0,45.528258,304.32693,399.77861,33.888721,0,0,0,0,27.136627,124.44746,70.158414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,384.64239,0,0,0,0,0,0,0,0,7.5036809,81.83693,126.56746,21.023805,0,0,0,0,45.527502,304.32188,399.77196,33.888158,0,0,0,0,27.136176,124.4454,70.157249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,384.636,0,0,0,0,0,0,0,0,7.5035562,81.83557,126.56536,21.023456,0,0,0,0,45.526745,304.31682,399.76532,33.887595,0,0,0,0,27.135725,124.44333,70.156083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,384.62961,0,0,0,0,0,0,0,0,7.5034315,81.83421,126.56325,21.023106,0,0,0,0,45.525989,304.31176,399.75868,33.887032,0,0,0,0,27.135274,124.44126,70.154917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,384.62322,0,0,0,0,0,0,0,0,7.5033068,81.83285,126.56115,21.022757,0,0,0,0,45.525232,304.30671,399.75203,33.886468,0,0,0,0,27.134823,124.43919,70.153751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,384.61683,0,0,0,0,0,0,0,0,7.5031822,81.83149,126.55905,21.022408,0,0,0,0,45.524476,304.30165,399.74539,33.885905,0,0,0,0,27.134372,124.43712,70.152586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,384.61043,0,0,0,0,0,0,0,0,7.5030575,81.83013,126.55695,21.022058,0,0,0,0,45.523719,304.29659,399.73875,33.885342,0,0,0,0,27.133921,124.43506,70.15142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,384.60404,0,0,0,0,0,0,0,0,7.5029328,81.828771,126.55484,21.021709,0,0,0,0,45.522962,304.29154,399.73211,33.884779,0,0,0,0,27.13347,124.43299,70.150254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,384.59765,0,0,0,0,0,0,0,0,7.5028081,81.827411,126.55274,21.02136,0,0,0,0,45.522206,304.28648,399.72546,33.884216,0,0,0,0,27.133019,124.43092,70.149088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,384.59126,0,0,0,0,0,0,0,0,7.5026834,81.826051,126.55064,21.02101,0,0,0,0,45.521449,304.28142,399.71882,33.883653,0,0,0,0,27.132569,124.42885,70.147923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,384.58487,0,0,0,0,0,0,0,0,7.5025587,81.824691,126.54853,21.020661,0,0,0,0,45.520693,304.27636,399.71218,33.88309,0,0,0,0,27.132118,124.42678,70.146757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,384.57848,0,0,0,0,0,0,0,0,7.5024341,81.823331,126.54643,21.020312,0,0,0,0,45.519936,304.27131,399.70553,33.882527,0,0,0,0,27.131667,124.42472,70.145591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,384.57209,0,0,0,0,0,0,0,0,7.5023094,81.821971,126.54433,21.019962,0,0,0,0,45.51918,304.26625,399.69889,33.881964,0,0,0,0,27.131216,124.42265,70.144425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,384.56569,0,0,0,0,0,0,0,0,7.5021847,81.820611,126.54222,21.019613,0,0,0,0,45.518423,304.26119,399.69225,33.881401,0,0,0,0,27.130765,124.42058,70.143259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,384.5593,0,0,0,0,0,0,0,0,7.50206,81.819252,126.54012,21.019264,0,0,0,0,45.517667,304.25614,399.68561,33.880837,0,0,0,0,27.130314,124.41851,70.142094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,384.55291,0,0,0,0,0,0,0,0,7.5019353,81.817892,126.53802,21.018914,0,0,0,0,45.51691,304.25108,399.67896,33.880274,0,0,0,0,27.129863,124.41645,70.140928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,384.54652,0,0,0,0,0,0,0,0,7.5018106,81.816532,126.53591,21.018565,0,0,0,0,45.516154,304.24602,399.67232,33.879711,0,0,0,0,27.129412,124.41438,70.139762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,384.54013,0,0,0,0,0,0,0,0,7.5016859,81.815172,126.53381,21.018216,0,0,0,0,45.515397,304.24097,399.66568,33.879148,0,0,0,0,27.128961,124.41231,70.138596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,384.53374,0,0,0,0,0,0,0,0,7.5015613,81.813812,126.53171,21.017866,0,0,0,0,45.514641,304.23591,399.65904,33.878585,0,0,0,0,27.12851,124.41024,70.137431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,384.52735,0,0,0,0,0,0,0,0,7.5014366,81.812452,126.52961,21.017517,0,0,0,0,45.513884,304.23085,399.65239,33.878022,0,0,0,0,27.128059,124.40817,70.136265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,384.52095,0,0,0,0,0,0,0,0,7.5013119,81.811093,126.5275,21.017168,0,0,0,0,45.513128,304.2258,399.64575,33.877459,0,0,0,0,27.127609,124.40611,70.135099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,384.51456,0,0,0,0,0,0,0,0,7.5011872,81.809733,126.5254,21.016818,0,0,0,0,45.512371,304.22074,399.63911,33.876896,0,0,0,0,27.127158,124.40404,70.133933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,384.50817,0,0,0,0,0,0,0,0,7.5010625,81.808373,126.5233,21.016469,0,0,0,0,45.511615,304.21568,399.63246,33.876333,0,0,0,0,27.126707,124.40197,70.132768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,384.50178,0,0,0,0,0,0,0,0,7.5009378,81.807013,126.52119,21.01612,0,0,0,0,45.510858,304.21063,399.62582,33.875769,0,0,0,0,27.126256,124.3999,70.131602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,384.49539,0,0,0,0,0,0,0,0,7.5008131,81.805653,126.51909,21.01577,0,0,0,0,45.510102,304.20557,399.61918,33.875206,0,0,0,0,27.125805,124.39783,70.130436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,384.489,0,0,0,0,0,0,0,0,7.5006885,81.804293,126.51699,21.015421,0,0,0,0,45.509345,304.20051,399.61254,33.874643,0,0,0,0,27.125354,124.39577,70.12927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,384.48261,0,0,0,0,0,0,0,0,7.5005638,81.802934,126.51488,21.015072,0,0,0,0,45.508589,304.19546,399.60589,33.87408,0,0,0,0,27.124903,124.3937,70.128104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,384.47621,0,0,0,0,0,0,0,0,7.5004391,81.801574,126.51278,21.014722,0,0,0,0,45.507832,304.1904,399.59925,33.873517,0,0,0,0,27.124452,124.39163,70.126939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,384.46982,0,0,0,0,0,0,0,0,7.5003144,81.800214,126.51068,21.014373,0,0,0,0,45.507076,304.18534,399.59261,33.872954,0,0,0,0,27.124001,124.38956,70.125773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,384.46343,0,0,0,0,0,0,0,0,7.5001897,81.798854,126.50857,21.014024,0,0,0,0,45.506319,304.18029,399.58596,33.872391,0,0,0,0,27.12355,124.3875,70.124607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,384.45704,0,0,0,0,0,0,0,0,7.500065,81.797494,126.50647,21.013674,0,0,0,0,45.505563,304.17523,399.57932,33.871828,0,0,0,0,27.1231,124.38543,70.123441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,384.45065,0,0,0,0,0,0,0,0,7.4999403,81.796134,126.50437,21.013325,0,0,0,0,45.504806,304.17017,399.57268,33.871265,0,0,0,0,27.122649,124.38336,70.122276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,384.44426,0,0,0,0,0,0,0,0,7.4998157,81.794774,126.50226,21.012975,0,0,0,0,45.50405,304.16512,399.56604,33.870702,0,0,0,0,27.122198,124.38129,70.12111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,384.43787,0,0,0,0,0,0,0,0,7.499691,81.793415,126.50016,21.012626,0,0,0,0,45.503293,304.16006,399.55939,33.870138,0,0,0,0,27.121747,124.37922,70.119944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,384.43147,0,0,0,0,0,0,0,0,7.4995663,81.792055,126.49806,21.012277,0,0,0,0,45.502537,304.155,399.55275,33.869575,0,0,0,0,27.121296,124.37716,70.118778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,384.42508,0,0,0,0,0,0,0,0,7.4994416,81.790695,126.49596,21.011927,0,0,0,0,45.50178,304.14995,399.54611,33.869012,0,0,0,0,27.120845,124.37509,70.117613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,384.41869,0,0,0,0,0,0,0,0,7.4993169,81.789335,126.49385,21.011578,0,0,0,0,45.501024,304.14489,399.53946,33.868449,0,0,0,0,27.120394,124.37302,70.116447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,384.4123,0,0,0,0,0,0,0,0,7.4991922,81.787975,126.49175,21.011229,0,0,0,0,45.500267,304.13983,399.53282,33.867886,0,0,0,0,27.119943,124.37095,70.115281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,384.40591,0,0,0,0,0,0,0,0,7.4990676,81.786615,126.48965,21.010879,0,0,0,0,45.499511,304.13478,399.52618,33.867323,0,0,0,0,27.119492,124.36888,70.114115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,384.39952,0,0,0,0,0,0,0,0,7.4989429,81.785256,126.48754,21.01053,0,0,0,0,45.498754,304.12972,399.51954,33.86676,0,0,0,0,27.119041,124.36682,70.112949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,384.39313,0,0,0,0,0,0,0,0,7.4988182,81.783896,126.48544,21.010181,0,0,0,0,45.497998,304.12466,399.51289,33.866197,0,0,0,0,27.11859,124.36475,70.111784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,384.38673,0,0,0,0,0,0,0,0,7.4986935,81.782536,126.48334,21.009831,0,0,0,0,45.497241,304.11961,399.50625,33.865634,0,0,0,0,27.11814,124.36268,70.110618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,384.38034,0,0,0,0,0,0,0,0,7.4985688,81.781176,126.48123,21.009482,0,0,0,0,45.496485,304.11455,399.49961,33.865071,0,0,0,0,27.117689,124.36061,70.109452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,384.37395,0,0,0,0,0,0,0,0,7.4984441,81.779816,126.47913,21.009133,0,0,0,0,45.495728,304.10949,399.49296,33.864507,0,0,0,0,27.117238,124.35855,70.108286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,384.36756,0,0,0,0,0,0,0,0,7.4983194,81.778456,126.47703,21.008783,0,0,0,0,45.494972,304.10443,399.48632,33.863944,0,0,0,0,27.116787,124.35648,70.107121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,384.36117,0,0,0,0,0,0,0,0,7.4981948,81.777096,126.47492,21.008434,0,0,0,0,45.494215,304.09938,399.47968,33.863381,0,0,0,0,27.116336,124.35441,70.105955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,384.35478,0,0,0,0,0,0,0,0,7.4980701,81.775737,126.47282,21.008085,0,0,0,0,45.493459,304.09432,399.47304,33.862818,0,0,0,0,27.115885,124.35234,70.104789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,384.34839,0,0,0,0,0,0,0,0,7.4979454,81.774377,126.47072,21.007735,0,0,0,0,45.492702,304.08926,399.46639,33.862255,0,0,0,0,27.115434,124.35027,70.103623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,384.34199,0,0,0,0,0,0,0,0,7.4978207,81.773017,126.46861,21.007386,0,0,0,0,45.491946,304.08421,399.45975,33.861692,0,0,0,0,27.114983,124.34821,70.102458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,384.3356,0,0,0,0,0,0,0,0,7.497696,81.771657,126.46651,21.007037,0,0,0,0,45.491189,304.07915,399.45311,33.861129,0,0,0,0,27.114532,124.34614,70.101292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
