Time (ms),Stress at 0.00 mm (kPa),Stress at 0.22 mm (kPa),Stress at 0.42 mm (kPa),Stress at 0.62 mm (kPa),Stress at 0.81 mm (kPa),Stress at 1.02 mm (kPa),Stress at 1.23 mm (kPa),Stress at 1.42 mm (kPa),Stress at 1.62 mm (kPa),Stress at 1.82 mm (kPa),Stress at 2.02 mm (kPa),Stress at 2.23 mm (kPa),Stress at 2.42 mm (kPa),Stress at 2.62 mm (kPa),Stress at 2.83 mm (kPa),Stress at 3.02 mm (kPa),Stress at 3.22 mm (kPa),Stress at 3.42 mm (kPa),Stress at 3.63 mm (kPa)
3712,281.14849,239.17976,199.29079,181.67544,147.11845,116.94139,87.861429,71.881401,50.383818,40.313892,24.415959,19.750627,10.453286,7.9933247,1.4289168,0,0,0,0
3713,281.14824,239.17955,199.29061,181.67528,147.11832,116.94129,87.861351,71.881337,50.383773,40.313856,24.415937,19.750609,10.453277,7.9933176,1.4289156,0,0,0,0
3714,281.14799,239.17933,199.29043,181.67512,147.11819,116.94119,87.861274,71.881274,50.383729,40.31382,24.415915,19.750592,10.453268,7.9933105,1.4289143,0,0,0,0
3715,281.14774,239.17912,199.29026,181.67496,147.11806,116.94108,87.861196,71.88121,50.383684,40.313784,24.415894,19.750574,10.453258,7.9933034,1.428913,0,0,0,0
3716,281.14749,239.17891,199.29008,181.6748,147.11793,116.94098,87.861118,71.881146,50.383639,40.313749,24.415872,19.750557,10.453249,7.9932963,1.4289118,0,0,0,0
3717,281.14724,239.1787,199.2899,181.67463,147.1178,116.94088,87.86104,71.881082,50.383594,40.313713,24.41585,19.750539,10.45324,7.9932892,1.4289105,0,0,0,0
3718,281.14699,239.17849,199.28973,181.67447,147.11767,116.94077,87.860962,71.881018,50.38355,40.313677,24.415829,19.750522,10.453231,7.9932821,1.4289092,0,0,0,0
3719,281.14674,239.17827,199.28955,181.67431,147.11754,116.94067,87.860884,71.880955,50.383505,40.313641,24.415807,19.750504,10.453221,7.993275,1.4289079,0,0,0,0
3720,281.14649,239.17806,199.28937,181.67415,147.11741,116.94056,87.860806,71.880891,50.38346,40.313606,24.415785,19.750487,10.453212,7.9932679,1.4289067,0,0,0,0
3721,281.14624,239.17785,199.2892,181.67399,147.11728,116.94046,87.860728,71.880827,50.383416,40.31357,24.415764,19.750469,10.453203,7.9932608,1.4289054,0,0,0,0
3722,281.14599,239.17764,199.28902,181.67383,147.11715,116.94036,87.86065,71.880763,50.383371,40.313534,24.415742,19.750452,10.453193,7.9932537,1.4289041,0,0,0,0
3723,281.14574,239.17743,199.28884,181.67367,147.11702,116.94025,87.860572,71.8807,50.383326,40.313498,24.41572,19.750434,10.453184,7.9932467,1.4289029,0,0,0,0
3724,281.14549,239.17721,199.28867,181.67351,147.11689,116.94015,87.860494,71.880636,50.383282,40.313462,24.415699,19.750417,10.453175,7.9932396,1.4289016,0,0,0,0
3725,281.14524,239.177,199.28849,181.67335,147.11676,116.94005,87.860416,71.880572,50.383237,40.313427,24.415677,19.750399,10.453166,7.9932325,1.4289003,0,0,0,0
3726,281.14499,239.17679,199.28831,181.67318,147.11663,116.93994,87.860338,71.880508,50.383192,40.313391,24.415655,19.750381,10.453156,7.9932254,1.4288991,0,0,0,0
3727,281.14475,239.17658,199.28814,181.67302,147.11649,116.93984,87.86026,71.880445,50.383148,40.313355,24.415634,19.750364,10.453147,7.9932183,1.4288978,0,0,0,0
3728,281.1445,239.17636,199.28796,181.67286,147.11636,116.93973,87.860182,71.880381,50.383103,40.313319,24.415612,19.750346,10.453138,7.9932112,1.4288965,0,0,0,0
3729,281.14425,239.17615,199.28778,181.6727,147.11623,116.93963,87.860104,71.880317,50.383058,40.313284,24.41559,19.750329,10.453129,7.9932041,1.4288953,0,0,0,0
3730,281.144,239.17594,199.28761,181.67254,147.1161,116.93953,87.860026,71.880253,50.383013,40.313248,24.415569,19.750311,10.453119,7.993197,1.428894,0,0,0,0
3731,281.14375,239.17573,199.28743,181.67238,147.11597,116.93942,87.859949,71.88019,50.382969,40.313212,24.415547,19.750294,10.45311,7.9931899,1.4288927,0,0,0,0
3732,281.1435,239.17552,199.28725,181.67222,147.11584,116.93932,87.859871,71.880126,50.382924,40.313176,24.415525,19.750276,10.453101,7.9931828,1.4288915,0,0,0,0
3733,281.14325,239.1753,199.28708,181.67206,147.11571,116.93922,87.859793,71.880062,50.382879,40.313141,24.415504,19.750259,10.453091,7.9931757,1.4288902,0,0,0,0
3734,281.143,239.17509,199.2869,181.67189,147.11558,116.93911,87.859715,71.879998,50.382835,40.313105,24.415482,19.750241,10.453082,7.9931687,1.4288889,0,0,0,0
3735,281.14275,239.17488,199.28672,181.67173,147.11545,116.93901,87.859637,71.879934,50.38279,40.313069,24.41546,19.750224,10.453073,7.9931616,1.4288877,0,0,0,0
3736,281.1425,239.17467,199.28655,181.67157,147.11532,116.9389,87.859559,71.879871,50.382745,40.313033,24.415439,19.750206,10.453064,7.9931545,1.4288864,0,0,0,0
3737,281.14225,239.17445,199.28637,181.67141,147.11519,116.9388,87.859481,71.879807,50.382701,40.312998,24.415417,19.750189,10.453054,7.9931474,1.4288851,0,0,0,0
3738,281.142,239.17424,199.28619,181.67125,147.11506,116.9387,87.859403,71.879743,50.382656,40.312962,24.415396,19.750171,10.453045,7.9931403,1.4288839,0,0,0,0
3739,281.14175,239.17403,199.28602,181.67109,147.11493,116.93859,87.859325,71.879679,50.382611,40.312926,24.415374,19.750154,10.453036,7.9931332,1.4288826,0,0,0,0
3740,281.1415,239.17382,199.28584,181.67093,147.1148,116.93849,87.859247,71.879616,50.382566,40.31289,24.415352,19.750136,10.453027,7.9931261,1.4288813,0,0,0,0
3741,281.14125,239.17361,199.28566,181.67077,147.11467,116.93839,87.859169,71.879552,50.382522,40.312855,24.415331,19.750119,10.453017,7.993119,1.4288801,0,0,0,0
3742,281.141,239.17339,199.28548,181.67061,147.11454,116.93828,87.859091,71.879488,50.382477,40.312819,24.415309,19.750101,10.453008,7.9931119,1.4288788,0,0,0,0
3743,281.14075,239.17318,199.28531,181.67044,147.11441,116.93818,87.859013,71.879424,50.382432,40.312783,24.415287,19.750084,10.452999,7.9931048,1.4288775,0,0,0,0
3744,281.14051,239.17297,199.28513,181.67028,147.11428,116.93807,87.858935,71.879361,50.382388,40.312747,24.415266,19.750066,10.452989,7.9930977,1.4288763,0,0,0,0
3745,281.14026,239.17276,199.28495,181.67012,147.11415,116.93797,87.858857,71.879297,50.382343,40.312711,24.415244,19.750049,10.45298,7.9930907,1.428875,0,0,0,0
3746,281.14001,239.17255,199.28478,181.66996,147.11402,116.93787,87.858779,71.879233,50.382298,40.312676,24.415222,19.750031,10.452971,7.9930836,1.4288737,0,0,0,0
3747,281.13976,239.17233,199.2846,181.6698,147.11388,116.93776,87.858701,71.879169,50.382254,40.31264,24.415201,19.750014,10.452962,7.9930765,1.4288725,0,0,0,0
3748,281.13951,239.17212,199.28442,181.66964,147.11375,116.93766,87.858624,71.879105,50.382209,40.312604,24.415179,19.749996,10.452952,7.9930694,1.4288712,0,0,0,0
3749,281.13926,239.17191,199.28425,181.66948,147.11362,116.93756,87.858546,71.879042,50.382164,40.312568,24.415157,19.749978,10.452943,7.9930623,1.4288699,0,0,0,0
3750,281.13901,239.1717,199.28407,181.66932,147.11349,116.93745,87.858468,71.878978,50.38212,40.312533,24.415136,19.749961,10.452934,7.9930552,1.4288687,0,0,0,0
3751,281.13356,239.16706,199.28021,181.6658,147.11064,116.93519,87.856766,71.877586,50.381144,40.311752,24.414663,19.749578,10.452731,7.9929004,1.428841,0,0,0,0
3752,281.12812,239.16243,199.27635,181.66228,147.10779,116.93292,87.855064,71.876193,50.380168,40.310971,24.41419,19.749196,10.452529,7.9927455,1.4288133,0,0,0,0
3753,281.12267,239.1578,199.27249,181.65876,147.10494,116.93066,87.853362,71.874801,50.379192,40.31019,24.413717,19.748813,10.452326,7.9925907,1.4287856,0,0,0,0
3754,281.11722,239.15316,199.26863,181.65524,147.10209,116.92839,87.85166,71.873408,50.378216,40.309409,24.413244,19.748431,10.452124,7.9924359,1.4287579,0,0,0,0
3755,281.11178,239.14853,199.26477,181.65172,147.09924,116.92613,87.849958,71.872016,50.37724,40.308628,24.412771,19.748048,10.451921,7.992281,1.4287303,0,0,0,0
3756,281.10633,239.1439,199.26091,181.6482,147.09639,116.92386,87.848256,71.870624,50.376264,40.307847,24.412298,19.747665,10.451719,7.9921262,1.4287026,0,0,0,0
3757,281.10089,239.13926,199.25705,181.64468,147.09354,116.9216,87.846554,71.869231,50.375288,40.307066,24.411825,19.747283,10.451516,7.9919713,1.4286749,0,0,0,0
3758,281.09544,239.13463,199.25319,181.64116,147.09069,116.91933,87.844852,71.867839,50.374312,40.306285,24.411352,19.7469,10.451314,7.9918165,1.4286472,0,0,0,0
3759,281.08999,239.13,199.24933,181.63764,147.08784,116.91707,87.84315,71.866446,50.373336,40.305504,24.410879,19.746518,10.451111,7.9916617,1.4286195,0,0,0,0
3760,281.08455,239.12537,199.24547,181.63412,147.085,116.9148,87.841448,71.865054,50.37236,40.304724,24.410406,19.746135,10.450909,7.9915068,1.4285919,0,0,0,0
3761,281.0791,239.12073,199.24161,181.6306,147.08215,116.91253,87.839746,71.863662,50.371384,40.303943,24.409933,19.745753,10.450706,7.991352,1.4285642,0,0,0,0
3762,281.07366,239.1161,199.23775,181.62709,147.0793,116.91027,87.838044,71.862269,50.370408,40.303162,24.40946,19.74537,10.450504,7.9911972,1.4285365,0,0,0,0
3763,281.06821,239.11147,199.23389,181.62357,147.07645,116.908,87.836342,71.860877,50.369432,40.302381,24.408987,19.744987,10.450301,7.9910423,1.4285088,0,0,0,0
3764,281.06276,239.10683,199.23002,181.62005,147.0736,116.90574,87.83464,71.859484,50.368456,40.3016,24.408514,19.744605,10.450099,7.9908875,1.4284811,0,0,0,0
3765,281.05732,239.1022,199.22616,181.61653,147.07075,116.90347,87.832939,71.858092,50.36748,40.300819,24.408041,19.744222,10.449897,7.9907327,1.4284535,0,0,0,0
3766,281.05187,239.09757,199.2223,181.61301,147.0679,116.90121,87.831237,71.8567,50.366504,40.300038,24.407568,19.74384,10.449694,7.9905778,1.4284258,0,0,0,0
3767,281.04643,239.09293,199.21844,181.60949,147.06505,116.89894,87.829535,71.855307,50.365528,40.299257,24.407095,19.743457,10.449492,7.990423,1.4283981,0,0,0,0
3768,281.04098,239.0883,199.21458,181.60597,147.0622,116.89668,87.827833,71.853915,50.364552,40.298476,24.406622,19.743074,10.449289,7.9902681,1.4283704,0,0,0,0
3769,281.03553,239.08367,199.21072,181.60245,147.05935,116.89441,87.826131,71.852522,50.363576,40.297695,24.406149,19.742692,10.449087,7.9901133,1.4283428,0,0,0,0
3770,281.03009,239.07903,199.20686,181.59893,147.0565,116.89215,87.824429,71.85113,50.3626,40.296914,24.405677,19.742309,10.448884,7.9899585,1.4283151,0,0,0,0
3771,281.02464,239.0744,199.203,181.59541,147.05365,116.88988,87.822727,71.849738,50.361624,40.296134,24.405204,19.741927,10.448682,7.9898036,1.4282874,0,0,0,0
3772,281.0192,239.06977,199.19914,181.59189,147.0508,116.88762,87.821025,71.848345,50.360648,40.295353,24.404731,19.741544,10.448479,7.9896488,1.4282597,0,0,0,0
3773,281.01375,239.06514,199.19528,181.58837,147.04795,116.88535,87.819323,71.846953,50.359672,40.294572,24.404258,19.741162,10.448277,7.989494,1.428232,0,0,0,0
3774,281.0083,239.0605,199.19142,181.58486,147.0451,116.88309,87.817621,71.845561,50.358696,40.293791,24.403785,19.740779,10.448074,7.9893391,1.4282044,0,0,0,0
3775,281.00286,239.05587,199.18756,181.58134,147.04225,116.88082,87.815919,71.844168,50.35772,40.29301,24.403312,19.740396,10.447872,7.9891843,1.4281767,0,0,0,0
3776,280.99741,239.05124,199.1837,181.57782,147.0394,116.87856,87.814217,71.842776,50.356744,40.292229,24.402839,19.740014,10.447669,7.9890295,1.428149,0,0,0,0
3777,280.99197,239.0466,199.17984,181.5743,147.03655,116.87629,87.812515,71.841383,50.355768,40.291448,24.402366,19.739631,10.447467,7.9888746,1.4281213,0,0,0,0
3778,280.98652,239.04197,199.17598,181.57078,147.0337,116.87403,87.810813,71.839991,50.354792,40.290667,24.401893,19.739249,10.447264,7.9887198,1.4280936,0,0,0,0
3779,280.98107,239.03734,199.17212,181.56726,147.03085,116.87176,87.809111,71.838599,50.353816,40.289886,24.40142,19.738866,10.447062,7.9885649,1.428066,0,0,0,0
3780,280.97563,239.0327,199.16826,181.56374,147.028,116.8695,87.807409,71.837206,50.35284,40.289105,24.400947,19.738483,10.446859,7.9884101,1.4280383,0,0,0,0
3781,280.97018,239.02807,199.1644,181.56022,147.02515,116.86723,87.805708,71.835814,50.351864,40.288324,24.400474,19.738101,10.446657,7.9882553,1.4280106,0,0,0,0
3782,280.96474,239.02344,199.16054,181.5567,147.0223,116.86496,87.804006,71.834421,50.350888,40.287544,24.400001,19.737718,10.446454,7.9881004,1.4279829,0,0,0,0
3783,280.95929,239.0188,199.15668,181.55318,147.01945,116.8627,87.802304,71.833029,50.349913,40.286763,24.399528,19.737336,10.446252,7.9879456,1.4279552,0,0,0,0
3784,280.95384,239.01417,199.15282,181.54966,147.0166,116.86043,87.800602,71.831637,50.348937,40.285982,24.399055,19.736953,10.446049,7.9877908,1.4279276,0,0,0,0
3785,280.9484,239.00954,199.14896,181.54614,147.01375,116.85817,87.7989,71.830244,50.347961,40.285201,24.398582,19.736571,10.445847,7.9876359,1.4278999,0,0,0,0
3786,280.94295,239.00491,199.1451,181.54263,147.0109,116.8559,87.797198,71.828852,50.346985,40.28442,24.398109,19.736188,10.445644,7.9874811,1.4278722,0,0,0,0
3787,280.93751,239.00027,199.14124,181.53911,147.00805,116.85364,87.795496,71.827459,50.346009,40.283639,24.397636,19.735805,10.445442,7.9873263,1.4278445,0,0,0,0
3788,280.93206,238.99564,199.13738,181.53559,147.0052,116.85137,87.793794,71.826067,50.345033,40.282858,24.397163,19.735423,10.445239,7.9871714,1.4278168,0,0,0,0
3789,280.92661,238.99101,199.13351,181.53207,147.00235,116.84911,87.792092,71.824675,50.344057,40.282077,24.39669,19.73504,10.445037,7.9870166,1.4277892,0,0,0,0
3790,280.92117,238.98637,199.12965,181.52855,146.9995,116.84684,87.79039,71.823282,50.343081,40.281296,24.396217,19.734658,10.444834,7.9868617,1.4277615,0,0,0,0
3791,280.91572,238.98174,199.12579,181.52503,146.99665,116.84458,87.788688,71.82189,50.342105,40.280515,24.395744,19.734275,10.444632,7.9867069,1.4277338,0,0,0,0
3792,280.91027,238.97711,199.12193,181.52151,146.9938,116.84231,87.786986,71.820497,50.341129,40.279734,24.395272,19.733892,10.444429,7.9865521,1.4277061,0,0,0,0
3793,280.90483,238.97247,199.11807,181.51799,146.99095,116.84005,87.785284,71.819105,50.340153,40.278954,24.394799,19.73351,10.444227,7.9863972,1.4276785,0,0,0,0
3794,280.89938,238.96784,199.11421,181.51447,146.9881,116.83778,87.783582,71.817713,50.339177,40.278173,24.394326,19.733127,10.444024,7.9862424,1.4276508,0,0,0,0
3795,280.89394,238.96321,199.11035,181.51095,146.98525,116.83552,87.78188,71.81632,50.338201,40.277392,24.393853,19.732745,10.443822,7.9860876,1.4276231,0,0,0,0
3796,280.88849,238.95857,199.10649,181.50743,146.9824,116.83325,87.780178,71.814928,50.337225,40.276611,24.39338,19.732362,10.443619,7.9859327,1.4275954,0,0,0,0
3797,280.88304,238.95394,199.10263,181.50391,146.97955,116.83099,87.778477,71.813535,50.336249,40.27583,24.392907,19.73198,10.443417,7.9857779,1.4275677,0,0,0,0
3798,280.8776,238.94931,199.09877,181.5004,146.9767,116.82872,87.776775,71.812143,50.335273,40.275049,24.392434,19.731597,10.443214,7.9856231,1.4275401,0,0,0,0
3799,280.87215,238.94468,199.09491,181.49688,146.97385,116.82646,87.775073,71.810751,50.334297,40.274268,24.391961,19.731214,10.443012,7.9854682,1.4275124,0,0,0,0
3800,280.86671,238.94004,199.09105,181.49336,146.971,116.82419,87.773371,71.809358,50.333321,40.273487,24.391488,19.730832,10.442809,7.9853134,1.4274847,0,0,0,0
3801,280.86126,238.93541,199.08719,181.48984,146.96815,116.82193,87.771669,71.807966,50.332345,40.272706,24.391015,19.730449,10.442607,7.9851585,1.427457,0,0,0,0
3802,280.85581,238.93078,199.08333,181.48632,146.9653,116.81966,87.769967,71.806573,50.331369,40.271925,24.390542,19.730067,10.442404,7.9850037,1.4274293,0,0,0,0
3803,280.85037,238.92614,199.07947,181.4828,146.96245,116.81739,87.768265,71.805181,50.330393,40.271144,24.390069,19.729684,10.442202,7.9848489,1.4274017,0,0,0,0
3804,280.84492,238.92151,199.07561,181.47928,146.9596,116.81513,87.766563,71.803789,50.329417,40.270364,24.389596,19.729301,10.441999,7.984694,1.427374,0,0,0,0
3805,280.83948,238.91688,199.07175,181.47576,146.95675,116.81286,87.764861,71.802396,50.328441,40.269583,24.389123,19.728919,10.441797,7.9845392,1.4273463,0,0,0,0
3806,280.83403,238.91224,199.06789,181.47224,146.9539,116.8106,87.763159,71.801004,50.327465,40.268802,24.38865,19.728536,10.441595,7.9843844,1.4273186,0,0,0,0
3807,280.82858,238.90761,199.06403,181.46872,146.95106,116.80833,87.761457,71.799612,50.326489,40.268021,24.388177,19.728154,10.441392,7.9842295,1.4272909,0,0,0,0
3808,280.82314,238.90298,199.06017,181.4652,146.94821,116.80607,87.759755,71.798219,50.325513,40.26724,24.387704,19.727771,10.44119,7.9840747,1.4272633,0,0,0,0
3809,280.81769,238.89834,199.05631,181.46168,146.94536,116.8038,87.758053,71.796827,50.324537,40.266459,24.387231,19.727389,10.440987,7.9839199,1.4272356,0,0,0,0
3810,280.81225,238.89371,199.05245,181.45817,146.94251,116.80154,87.756351,71.795434,50.323561,40.265678,24.386758,19.727006,10.440785,7.983765,1.4272079,0,0,0,0
3811,280.8068,238.88908,199.04859,181.45465,146.93966,116.79927,87.754649,71.794042,50.322585,40.264897,24.386285,19.726623,10.440582,7.9836102,1.4271802,0,0,0,0
3812,280.80135,238.88445,199.04473,181.45113,146.93681,116.79701,87.752947,71.79265,50.321609,40.264116,24.385812,19.726241,10.44038,7.9834553,1.4271525,0,0,0,0
3813,280.79591,238.87981,199.04086,181.44761,146.93396,116.79474,87.751246,71.791257,50.320633,40.263335,24.385339,19.725858,10.440177,7.9833005,1.4271249,0,0,0,0
3814,280.79046,238.87518,199.037,181.44409,146.93111,116.79248,87.749544,71.789865,50.319657,40.262554,24.384867,19.725476,10.439975,7.9831457,1.4270972,0,0,0,0
3815,280.78502,238.87055,199.03314,181.44057,146.92826,116.79021,87.747842,71.788472,50.318681,40.261774,24.384394,19.725093,10.439772,7.9829908,1.4270695,0,0,0,0
3816,280.77957,238.86591,199.02928,181.43705,146.92541,116.78795,87.74614,71.78708,50.317705,40.260993,24.383921,19.72471,10.43957,7.982836,1.4270418,0,0,0,0
3817,280.77412,238.86128,199.02542,181.43353,146.92256,116.78568,87.744438,71.785688,50.31673,40.260212,24.383448,19.724328,10.439367,7.9826812,1.4270142,0,0,0,0
3818,280.76868,238.85665,199.02156,181.43001,146.91971,116.78342,87.742736,71.784295,50.315754,40.259431,24.382975,19.723945,10.439165,7.9825263,1.4269865,0,0,0,0
3819,280.76323,238.85201,199.0177,181.42649,146.91686,116.78115,87.741034,71.782903,50.314778,40.25865,24.382502,19.723563,10.438962,7.9823715,1.4269588,0,0,0,0
3820,280.75779,238.84738,199.01384,181.42297,146.91401,116.77889,87.739332,71.78151,50.313802,40.257869,24.382029,19.72318,10.43876,7.9822167,1.4269311,0,0,0,0
3821,280.75234,238.84275,199.00998,181.41945,146.91116,116.77662,87.73763,71.780118,50.312826,40.257088,24.381556,19.722798,10.438557,7.9820618,1.4269034,0,0,0,0
3822,280.74689,238.83811,199.00612,181.41593,146.90831,116.77436,87.735928,71.778726,50.31185,40.256307,24.381083,19.722415,10.438355,7.981907,1.4268758,0,0,0,0
3823,280.74145,238.83348,199.00226,181.41242,146.90546,116.77209,87.734226,71.777333,50.310874,40.255526,24.38061,19.722032,10.438152,7.9817521,1.4268481,0,0,0,0
3824,280.736,238.82885,198.9984,181.4089,146.90261,116.76982,87.732524,71.775941,50.309898,40.254745,24.380137,19.72165,10.43795,7.9815973,1.4268204,0,0,0,0
3825,280.73056,238.82422,198.99454,181.40538,146.89976,116.76756,87.730822,71.774548,50.308922,40.253965,24.379664,19.721267,10.437747,7.9814425,1.4267927,0,0,0,0
3826,280.72511,238.81958,198.99068,181.40186,146.89691,116.76529,87.72912,71.773156,50.307946,40.253184,24.379191,19.720885,10.437545,7.9812876,1.426765,0,0,0,0
3827,280.71966,238.81495,198.98682,181.39834,146.89406,116.76303,87.727418,71.771764,50.30697,40.252403,24.378718,19.720502,10.437342,7.9811328,1.4267374,0,0,0,0
3828,280.71422,238.81032,198.98296,181.39482,146.89121,116.76076,87.725716,71.770371,50.305994,40.251622,24.378245,19.720119,10.43714,7.980978,1.4267097,0,0,0,0
3829,280.70877,238.80568,198.9791,181.3913,146.88836,116.7585,87.724014,71.768979,50.305018,40.250841,24.377772,19.719737,10.436937,7.9808231,1.426682,0,0,0,0
3830,280.70333,238.80105,198.97524,181.38778,146.88551,116.75623,87.722313,71.767586,50.304042,40.25006,24.377299,19.719354,10.436735,7.9806683,1.4266543,0,0,0,0
3831,280.69788,238.79642,198.97138,181.38426,146.88266,116.75397,87.720611,71.766194,50.303066,40.249279,24.376826,19.718972,10.436532,7.9805135,1.4266266,0,0,0,0
3832,280.69243,238.79178,198.96752,181.38074,146.87981,116.7517,87.718909,71.764802,50.30209,40.248498,24.376353,19.718589,10.43633,7.9803586,1.426599,0,0,0,0
3833,280.68699,238.78715,198.96366,181.37722,146.87696,116.74944,87.717207,71.763409,50.301114,40.247717,24.37588,19.718207,10.436127,7.9802038,1.4265713,0,0,0,0
