Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa)
3019,280.94456,0,0,0,0,13.722272,1.823223,0,0,0,104.0113,19.516541,0,0,0,0,0,0,1.9231418
3020,280.94089,0,0,0,0,13.722093,1.8231991,0,0,0,104.00994,19.516286,0,0,0,0,0,0,1.9231166
3021,280.93721,0,0,0,0,13.721913,1.8231753,0,0,0,104.00858,19.516031,0,0,0,0,0,0,1.9230915
3022,280.93353,0,0,0,0,13.721733,1.8231514,0,0,0,104.00722,19.515775,0,0,0,0,0,0,1.9230663
3023,280.92986,0,0,0,0,13.721554,1.8231276,0,0,0,104.00586,19.51552,0,0,0,0,0,0,1.9230411
3024,280.92618,0,0,0,0,13.721374,1.8231037,0,0,0,104.0045,19.515264,0,0,0,0,0,0,1.923016
3025,280.9225,0,0,0,0,13.721195,1.8230798,0,0,0,104.00314,19.515009,0,0,0,0,0,0,1.9229908
3026,280.91883,0,0,0,0,13.721015,1.823056,0,0,0,104.00178,19.514754,0,0,0,0,0,0,1.9229656
3027,280.91515,0,0,0,0,13.720836,1.8230321,0,0,0,104.00041,19.514498,0,0,0,0,0,0,1.9229405
3028,280.91147,0,0,0,0,13.720656,1.8230083,0,0,0,103.99905,19.514243,0,0,0,0,0,0,1.9229153
3029,280.9078,0,0,0,0,13.720476,1.8229844,0,0,0,103.99769,19.513987,0,0,0,0,0,0,1.9228901
3030,280.90412,0,0,0,0,13.720297,1.8229606,0,0,0,103.99633,19.513732,0,0,0,0,0,0,1.9228649
3031,280.90045,0,0,0,0,13.720117,1.8229367,0,0,0,103.99497,19.513477,0,0,0,0,0,0,1.9228398
3032,280.89677,0,0,0,0,13.719938,1.8229128,0,0,0,103.99361,19.513221,0,0,0,0,0,0,1.9228146
3033,280.89309,0,0,0,0,13.719758,1.822889,0,0,0,103.99225,19.512966,0,0,0,0,0,0,1.9227894
3034,280.88942,0,0,0,0,13.719578,1.8228651,0,0,0,103.99089,19.51271,0,0,0,0,0,0,1.9227643
3035,280.88574,0,0,0,0,13.719399,1.8228413,0,0,0,103.98952,19.512455,0,0,0,0,0,0,1.9227391
3036,280.88206,0,0,0,0,13.719219,1.8228174,0,0,0,103.98816,19.5122,0,0,0,0,0,0,1.9227139
3037,280.87839,0,0,0,0,13.71904,1.8227935,0,0,0,103.9868,19.511944,0,0,0,0,0,0,1.9226888
3038,280.87471,0,0,0,0,13.71886,1.8227697,0,0,0,103.98544,19.511689,0,0,0,0,0,0,1.9226636
3039,280.87103,0,0,0,0,13.718681,1.8227458,0,0,0,103.98408,19.511433,0,0,0,0,0,0,1.9226384
3040,280.86736,0,0,0,0,13.718501,1.822722,0,0,0,103.98272,19.511178,0,0,0,0,0,0,1.9226133
3041,280.86368,0,0,0,0,13.718321,1.8226981,0,0,0,103.98136,19.510923,0,0,0,0,0,0,1.9225881
3042,280.86,0,0,0,0,13.718142,1.8226742,0,0,0,103.98,19.510667,0,0,0,0,0,0,1.9225629
3043,280.85633,0,0,0,0,13.717962,1.8226504,0,0,0,103.97864,19.510412,0,0,0,0,0,0,1.9225378
3044,280.85265,0,0,0,0,13.717783,1.8226265,0,0,0,103.97727,19.510156,0,0,0,0,0,0,1.9225126
3045,280.84897,0,0,0,0,13.717603,1.8226027,0,0,0,103.97591,19.509901,0,0,0,0,0,0,1.9224874
3046,280.8453,0,0,0,0,13.717424,1.8225788,0,0,0,103.97455,19.509646,0,0,0,0,0,0,1.9224623
3047,280.84162,0,0,0,0,13.717244,1.8225549,0,0,0,103.97319,19.50939,0,0,0,0,0,0,1.9224371
3048,280.83794,0,0,0,0,13.717064,1.8225311,0,0,0,103.97183,19.509135,0,0,0,0,0,0,1.9224119
3049,280.83427,0,0,0,0,13.716885,1.8225072,0,0,0,103.97047,19.508879,0,0,0,0,0,0,1.9223868
3050,280.83059,0,0,0,0,13.716705,1.8224834,0,0,0,103.96911,19.508624,0,0,0,0,0,0,1.9223616
3051,280.82691,0,0,0,0,13.716526,1.8224595,0,0,0,103.96775,19.508368,0,0,0,0,0,0,1.9223364
3052,280.82324,0,0,0,0,13.716346,1.8224356,0,0,0,103.96639,19.508113,0,0,0,0,0,0,1.9223113
3053,280.81956,0,0,0,0,13.716167,1.8224118,0,0,0,103.96502,19.507858,0,0,0,0,0,0,1.9222861
3054,280.81588,0,0,0,0,13.715987,1.8223879,0,0,0,103.96366,19.507602,0,0,0,0,0,0,1.9222609
3055,280.81221,0,0,0,0,13.715807,1.8223641,0,0,0,103.9623,19.507347,0,0,0,0,0,0,1.9222358
3056,280.80853,0,0,0,0,13.715628,1.8223402,0,0,0,103.96094,19.507091,0,0,0,0,0,0,1.9222106
3057,280.80485,0,0,0,0,13.715448,1.8223163,0,0,0,103.95958,19.506836,0,0,0,0,0,0,1.9221854
3058,280.80118,0,0,0,0,13.715269,1.8222925,0,0,0,103.95822,19.506581,0,0,0,0,0,0,1.9221603
3059,280.7975,0,0,0,0,13.715089,1.8222686,0,0,0,103.95686,19.506325,0,0,0,0,0,0,1.9221351
3060,280.79383,0,0,0,0,13.71491,1.8222448,0,0,0,103.9555,19.50607,0,0,0,0,0,0,1.9221099
3061,280.79015,0,0,0,0,13.71473,1.8222209,0,0,0,103.95414,19.505814,0,0,0,0,0,0,1.9220848
3062,280.78647,0,0,0,0,13.71455,1.8221971,0,0,0,103.95277,19.505559,0,0,0,0,0,0,1.9220596
3063,280.7828,0,0,0,0,13.714371,1.8221732,0,0,0,103.95141,19.505304,0,0,0,0,0,0,1.9220344
3064,280.77912,0,0,0,0,13.714191,1.8221493,0,0,0,103.95005,19.505048,0,0,0,0,0,0,1.9220093
3065,280.77544,0,0,0,0,13.714012,1.8221255,0,0,0,103.94869,19.504793,0,0,0,0,0,0,1.9219841
3066,280.77177,0,0,0,0,13.713832,1.8221016,0,0,0,103.94733,19.504537,0,0,0,0,0,0,1.9219589
3067,280.76809,0,0,0,0,13.713653,1.8220778,0,0,0,103.94597,19.504282,0,0,0,0,0,0,1.9219338
3068,280.76441,0,0,0,0,13.713473,1.8220539,0,0,0,103.94461,19.504027,0,0,0,0,0,0,1.9219086
3069,280.76074,0,0,0,0,13.713293,1.82203,0,0,0,103.94325,19.503771,0,0,0,0,0,0,1.9218834
3070,280.75706,0,0,0,0,13.713114,1.8220062,0,0,0,103.94189,19.503516,0,0,0,0,0,0,1.9218583
3071,280.75338,0,0,0,0,13.712934,1.8219823,0,0,0,103.94052,19.50326,0,0,0,0,0,0,1.9218331
3072,280.74971,0,0,0,0,13.712755,1.8219585,0,0,0,103.93916,19.503005,0,0,0,0,0,0,1.9218079
3073,280.74603,0,0,0,0,13.712575,1.8219346,0,0,0,103.9378,19.50275,0,0,0,0,0,0,1.9217828
3074,280.74235,0,0,0,0,13.712395,1.8219107,0,0,0,103.93644,19.502494,0,0,0,0,0,0,1.9217576
3075,280.73868,0,0,0,0,13.712216,1.8218869,0,0,0,103.93508,19.502239,0,0,0,0,0,0,1.9217324
3076,280.735,0,0,0,0,13.712036,1.821863,0,0,0,103.93372,19.501983,0,0,0,0,0,0,1.9217073
3077,280.73132,0,0,0,0,13.711857,1.8218392,0,0,0,103.93236,19.501728,0,0,0,0,0,0,1.9216821
3078,280.72765,0,0,0,0,13.711677,1.8218153,0,0,0,103.931,19.501473,0,0,0,0,0,0,1.9216569
3079,280.72297,0,0,0,0,13.711449,1.821785,0,0,0,103.92926,19.501148,0,0,0,0,0,0,1.9216249
3080,280.71829,0,0,0,0,13.71122,1.8217546,0,0,0,103.92753,19.500823,0,0,0,0,0,0,1.9215929
3081,280.71362,0,0,0,0,13.710992,1.8217242,0,0,0,103.9258,19.500498,0,0,0,0,0,0,1.9215609
3082,280.70894,0,0,0,0,13.710763,1.8216939,0,0,0,103.92407,19.500173,0,0,0,0,0,0,1.9215289
3083,280.70426,0,0,0,0,13.710535,1.8216635,0,0,0,103.92234,19.499848,0,0,0,0,0,0,1.9214969
3084,280.69959,0,0,0,0,13.710307,1.8216332,0,0,0,103.92061,19.499523,0,0,0,0,0,0,1.9214648
3085,280.69491,0,0,0,0,13.710078,1.8216028,0,0,0,103.91888,19.499198,0,0,0,0,0,0,1.9214328
3086,280.69023,0,0,0,0,13.70985,1.8215725,0,0,0,103.91714,19.498873,0,0,0,0,0,0,1.9214008
3087,280.68555,0,0,0,0,13.709621,1.8215421,0,0,0,103.91541,19.498549,0,0,0,0,0,0,1.9213688
3088,280.68088,0,0,0,0,13.709393,1.8215118,0,0,0,103.91368,19.498224,0,0,0,0,0,0,1.9213368
3089,280.6762,0,0,0,0,13.709164,1.8214814,0,0,0,103.91195,19.497899,0,0,0,0,0,0,1.9213048
3090,280.67152,0,0,0,0,13.708936,1.8214511,0,0,0,103.91022,19.497574,0,0,0,0,0,0,1.9212728
3091,280.66685,0,0,0,0,13.708707,1.8214207,0,0,0,103.90849,19.497249,0,0,0,0,0,0,1.9212407
3092,280.66217,0,0,0,0,13.708479,1.8213904,0,0,0,103.90676,19.496924,0,0,0,0,0,0,1.9212087
3093,280.65749,0,0,0,0,13.708251,1.82136,0,0,0,103.90502,19.496599,0,0,0,0,0,0,1.9211767
3094,280.65282,0,0,0,0,13.708022,1.8213297,0,0,0,103.90329,19.496274,0,0,0,0,0,0,1.9211447
3095,280.64814,0,0,0,0,13.707794,1.8212993,0,0,0,103.90156,19.495949,0,0,0,0,0,0,1.9211127
3096,280.64346,0,0,0,0,13.707565,1.821269,0,0,0,103.89983,19.495625,0,0,0,0,0,0,1.9210807
3097,280.63879,0,0,0,0,13.707337,1.8212386,0,0,0,103.8981,19.4953,0,0,0,0,0,0,1.9210486
3098,280.63411,0,0,0,0,13.707108,1.8212083,0,0,0,103.89637,19.494975,0,0,0,0,0,0,1.9210166
3099,280.62943,0,0,0,0,13.70688,1.8211779,0,0,0,103.89463,19.49465,0,0,0,0,0,0,1.9209846
3100,280.62475,0,0,0,0,13.706652,1.8211476,0,0,0,103.8929,19.494325,0,0,0,0,0,0,1.9209526
3101,280.62008,0,0,0,0,13.706423,1.8211172,0,0,0,103.89117,19.494,0,0,0,0,0,0,1.9209206
3102,280.6154,0,0,0,0,13.706195,1.8210869,0,0,0,103.88944,19.493675,0,0,0,0,0,0,1.9208886
3103,280.61072,0,0,0,0,13.705966,1.8210565,0,0,0,103.88771,19.49335,0,0,0,0,0,0,1.9208566
3104,280.60605,0,0,0,0,13.705738,1.8210262,0,0,0,103.88598,19.493025,0,0,0,0,0,0,1.9208245
3105,280.60137,0,0,0,0,13.705509,1.8209958,0,0,0,103.88425,19.4927,0,0,0,0,0,0,1.9207925
3106,280.59669,0,0,0,0,13.705281,1.8209655,0,0,0,103.88251,19.492376,0,0,0,0,0,0,1.9207605
3107,280.59202,0,0,0,0,13.705052,1.8209351,0,0,0,103.88078,19.492051,0,0,0,0,0,0,1.9207285
3108,280.58734,0,0,0,0,13.704824,1.8209047,0,0,0,103.87905,19.491726,0,0,0,0,0,0,1.9206965
3109,280.58266,0,0,0,0,13.704596,1.8208744,0,0,0,103.87732,19.491401,0,0,0,0,0,0,1.9206645
3110,280.57798,0,0,0,0,13.704367,1.820844,0,0,0,103.87559,19.491076,0,0,0,0,0,0,1.9206325
3111,280.57331,0,0,0,0,13.704139,1.8208137,0,0,0,103.87386,19.490751,0,0,0,0,0,0,1.9206004
3112,280.56863,0,0,0,0,13.70391,1.8207833,0,0,0,103.87213,19.490426,0,0,0,0,0,0,1.9205684
3113,280.56395,0,0,0,0,13.703682,1.820753,0,0,0,103.87039,19.490101,0,0,0,0,0,0,1.9205364
3114,280.55928,0,0,0,0,13.703453,1.8207226,0,0,0,103.86866,19.489776,0,0,0,0,0,0,1.9205044
3115,280.5546,0,0,0,0,13.703225,1.8206923,0,0,0,103.86693,19.489451,0,0,0,0,0,0,1.9204724
3116,280.54992,0,0,0,0,13.702997,1.8206619,0,0,0,103.8652,19.489127,0,0,0,0,0,0,1.9204404
3117,280.54525,0,0,0,0,13.702768,1.8206316,0,0,0,103.86347,19.488802,0,0,0,0,0,0,1.9204083
3118,280.54057,0,0,0,0,13.70254,1.8206012,0,0,0,103.86174,19.488477,0,0,0,0,0,0,1.9203763
3119,280.53589,0,0,0,0,13.702311,1.8205709,0,0,0,103.86,19.488152,0,0,0,0,0,0,1.9203443
3120,280.53121,0,0,0,0,13.702083,1.8205405,0,0,0,103.85827,19.487827,0,0,0,0,0,0,1.9203123
3121,280.52654,0,0,0,0,13.701854,1.8205102,0,0,0,103.85654,19.487502,0,0,0,0,0,0,1.9202803
3122,280.52186,0,0,0,0,13.701626,1.8204798,0,0,0,103.85481,19.487177,0,0,0,0,0,0,1.9202483
3123,280.51718,0,0,0,0,13.701397,1.8204495,0,0,0,103.85308,19.486852,0,0,0,0,0,0,1.9202163
3124,280.51251,0,0,0,0,13.701169,1.8204191,0,0,0,103.85135,19.486527,0,0,0,0,0,0,1.9201842
3125,280.50783,0,0,0,0,13.700941,1.8203888,0,0,0,103.84962,19.486202,0,0,0,0,0,0,1.9201522
3126,280.50315,0,0,0,0,13.700712,1.8203584,0,0,0,103.84788,19.485878,0,0,0,0,0,0,1.9201202
3127,280.49848,0,0,0,0,13.700484,1.8203281,0,0,0,103.84615,19.485553,0,0,0,0,0,0,1.9200882
3128,280.4938,0,0,0,0,13.700255,1.8202977,0,0,0,103.84442,19.485228,0,0,0,0,0,0,1.9200562
3129,280.48912,0,0,0,0,13.700027,1.8202674,0,0,0,103.84269,19.484903,0,0,0,0,0,0,1.9200242
3130,280.48445,0,0,0,0,13.699798,1.820237,0,0,0,103.84096,19.484578,0,0,0,0,0,0,1.9199921
3131,280.47977,0,0,0,0,13.69957,1.8202067,0,0,0,103.83923,19.484253,0,0,0,0,0,0,1.9199601
3132,280.47509,0,0,0,0,13.699341,1.8201763,0,0,0,103.83749,19.483928,0,0,0,0,0,0,1.9199281
3133,280.47041,0,0,0,0,13.699113,1.820146,0,0,0,103.83576,19.483603,0,0,0,0,0,0,1.9198961
3134,280.46574,0,0,0,0,13.698885,1.8201156,0,0,0,103.83403,19.483278,0,0,0,0,0,0,1.9198641
3135,280.46106,0,0,0,0,13.698656,1.8200853,0,0,0,103.8323,19.482954,0,0,0,0,0,0,1.9198321
3136,280.45638,0,0,0,0,13.698428,1.8200549,0,0,0,103.83057,19.482629,0,0,0,0,0,0,1.9198001
3137,280.45171,0,0,0,0,13.698199,1.8200245,0,0,0,103.82884,19.482304,0,0,0,0,0,0,1.919768
3138,280.44703,0,0,0,0,13.697971,1.8199942,0,0,0,103.82711,19.481979,0,0,0,0,0,0,1.919736
3139,280.44235,0,0,0,0,13.697742,1.8199638,0,0,0,103.82537,19.481654,0,0,0,0,0,0,1.919704
3140,280.43768,0,0,0,0,13.697514,1.8199335,0,0,0,103.82364,19.481329,0,0,0,0,0,0,1.919672
3141,280.433,0,0,0,0,13.697286,1.8199031,0,0,0,103.82191,19.481004,0,0,0,0,0,0,1.91964
3142,280.42832,0,0,0,0,13.697057,1.8198728,0,0,0,103.82018,19.480679,0,0,0,0,0,0,1.919608
3143,280.42364,0,0,0,0,13.696829,1.8198424,0,0,0,103.81845,19.480354,0,0,0,0,0,0,1.919576
3144,280.41897,0,0,0,0,13.6966,1.8198121,0,0,0,103.81672,19.480029,0,0,0,0,0,0,1.9195439
3145,280.41429,0,0,0,0,13.696372,1.8197817,0,0,0,103.81499,19.479705,0,0,0,0,0,0,1.9195119
3146,280.40961,0,0,0,0,13.696143,1.8197514,0,0,0,103.81325,19.47938,0,0,0,0,0,0,1.9194799
3147,280.40494,0,0,0,0,13.695915,1.819721,0,0,0,103.81152,19.479055,0,0,0,0,0,0,1.9194479
3148,280.40026,0,0,0,0,13.695686,1.8196907,0,0,0,103.80979,19.47873,0,0,0,0,0,0,1.9194159
3149,280.39558,0,0,0,0,13.695458,1.8196603,0,0,0,103.80806,19.478405,0,0,0,0,0,0,1.9193839
3150,280.39091,0,0,0,0,13.69523,1.81963,0,0,0,103.80633,19.47808,0,0,0,0,0,0,1.9193518
3151,280.38623,0,0,0,0,13.695001,1.8195996,0,0,0,103.8046,19.477755,0,0,0,0,0,0,1.9193198
3152,280.38155,0,0,0,0,13.694773,1.8195693,0,0,0,103.80286,19.47743,0,0,0,0,0,0,1.9192878
3153,280.37687,0,0,0,0,13.694544,1.8195389,0,0,0,103.80113,19.477105,0,0,0,0,0,0,1.9192558
3154,280.3722,0,0,0,0,13.694316,1.8195086,0,0,0,103.7994,19.47678,0,0,0,0,0,0,1.9192238
3155,280.36752,0,0,0,0,13.694087,1.8194782,0,0,0,103.79767,19.476456,0,0,0,0,0,0,1.9191918
3156,280.36284,0,0,0,0,13.693859,1.8194479,0,0,0,103.79594,19.476131,0,0,0,0,0,0,1.9191598
3157,280.35817,0,0,0,0,13.693631,1.8194175,0,0,0,103.79421,19.475806,0,0,0,0,0,0,1.9191277
3158,280.35349,0,0,0,0,13.693402,1.8193872,0,0,0,103.79248,19.475481,0,0,0,0,0,0,1.9190957
3159,280.34881,0,0,0,0,13.693174,1.8193568,0,0,0,103.79074,19.475156,0,0,0,0,0,0,1.9190637
3160,280.34414,0,0,0,0,13.692945,1.8193265,0,0,0,103.78901,19.474831,0,0,0,0,0,0,1.9190317
3161,280.33946,0,0,0,0,13.692717,1.8192961,0,0,0,103.78728,19.474506,0,0,0,0,0,0,1.9189997
3162,280.33478,0,0,0,0,13.692488,1.8192658,0,0,0,103.78555,19.474181,0,0,0,0,0,0,1.9189677
3163,280.33011,0,0,0,0,13.69226,1.8192354,0,0,0,103.78382,19.473856,0,0,0,0,0,0,1.9189356
3164,280.32543,0,0,0,0,13.692031,1.8192051,0,0,0,103.78209,19.473531,0,0,0,0,0,0,1.9189036
3165,280.32075,0,0,0,0,13.691803,1.8191747,0,0,0,103.78036,19.473207,0,0,0,0,0,0,1.9188716
3166,280.31607,0,0,0,0,13.691575,1.8191443,0,0,0,103.77862,19.472882,0,0,0,0,0,0,1.9188396
3167,280.3114,0,0,0,0,13.691346,1.819114,0,0,0,103.77689,19.472557,0,0,0,0,0,0,1.9188076
3168,280.30672,0,0,0,0,13.691118,1.8190836,0,0,0,103.77516,19.472232,0,0,0,0,0,0,1.9187756
3169,280.30204,0,0,0,0,13.690889,1.8190533,0,0,0,103.77343,19.471907,0,0,0,0,0,0,1.9187436
3170,280.29737,0,0,0,0,13.690661,1.8190229,0,0,0,103.7717,19.471582,0,0,0,0,0,0,1.9187115
3171,280.29269,0,0,0,0,13.690432,1.8189926,0,0,0,103.76997,19.471257,0,0,0,0,0,0,1.9186795
3172,280.28801,0,0,0,0,13.690204,1.8189622,0,0,0,103.76823,19.470932,0,0,0,0,0,0,1.9186475
3173,280.28334,0,0,0,0,13.689976,1.8189319,0,0,0,103.7665,19.470607,0,0,0,0,0,0,1.9186155
3174,280.27866,0,0,0,0,13.689747,1.8189015,0,0,0,103.76477,19.470282,0,0,0,0,0,0,1.9185835
3175,280.27398,0,0,0,0,13.689519,1.8188712,0,0,0,103.76304,19.469958,0,0,0,0,0,0,1.9185515
3176,280.2693,0,0,0,0,13.68929,1.8188408,0,0,0,103.76131,19.469633,0,0,0,0,0,0,1.9185195
3177,280.26463,0,0,0,0,13.689062,1.8188105,0,0,0,103.75958,19.469308,0,0,0,0,0,0,1.9184874
3178,280.25995,0,0,0,0,13.688833,1.8187801,0,0,0,103.75785,19.468983,0,0,0,0,0,0,1.9184554
3179,280.25527,0,0,0,0,13.688605,1.8187498,0,0,0,103.75611,19.468658,0,0,0,0,0,0,1.9184234
3180,280.2506,0,0,0,0,13.688376,1.8187194,0,0,0,103.75438,19.468333,0,0,0,0,0,0,1.9183914
3181,280.24592,0,0,0,0,13.688148,1.8186891,0,0,0,103.75265,19.468008,0,0,0,0,0,0,1.9183594
3182,280.24124,0,0,0,0,13.68792,1.8186587,0,0,0,103.75092,19.467683,0,0,0,0,0,0,1.9183274
3183,280.23657,0,0,0,0,13.687691,1.8186284,0,0,0,103.74919,19.467358,0,0,0,0,0,0,1.9182953
3184,280.23189,0,0,0,0,13.687463,1.818598,0,0,0,103.74746,19.467034,0,0,0,0,0,0,1.9182633
3185,280.22721,0,0,0,0,13.687234,1.8185677,0,0,0,103.74573,19.466709,0,0,0,0,0,0,1.9182313
3186,280.22253,0,0,0,0,13.687006,1.8185373,0,0,0,103.74399,19.466384,0,0,0,0,0,0,1.9181993
3187,280.21786,0,0,0,0,13.686777,1.818507,0,0,0,103.74226,19.466059,0,0,0,0,0,0,1.9181673
3188,280.21318,0,0,0,0,13.686549,1.8184766,0,0,0,103.74053,19.465734,0,0,0,0,0,0,1.9181353
3189,280.21642,0,0,0,0,13.686707,1.8184976,0,0,0,103.74173,19.465959,0,0,0,0,0,0,1.9181574
3190,280.21965,0,0,0,0,13.686865,1.8185186,0,0,0,103.74293,19.466183,0,0,0,0,0,0,1.9181796
3191,280.22289,0,0,0,0,13.687023,1.8185396,0,0,0,103.74412,19.466408,0,0,0,0,0,0,1.9182017
3192,280.22612,0,0,0,0,13.687181,1.8185606,0,0,0,103.74532,19.466633,0,0,0,0,0,0,1.9182238
3193,280.22936,0,0,0,0,13.687339,1.8185816,0,0,0,103.74652,19.466858,0,0,0,0,0,0,1.918246
3194,280.23259,0,0,0,0,13.687497,1.8186026,0,0,0,103.74772,19.467082,0,0,0,0,0,0,1.9182681
3195,280.23583,0,0,0,0,13.687655,1.8186236,0,0,0,103.74891,19.467307,0,0,0,0,0,0,1.9182903
3196,280.23906,0,0,0,0,13.687813,1.8186446,0,0,0,103.75011,19.467532,0,0,0,0,0,0,1.9183124
3197,280.2423,0,0,0,0,13.687971,1.8186656,0,0,0,103.75131,19.467756,0,0,0,0,0,0,1.9183346
3198,280.24553,0,0,0,0,13.688129,1.8186865,0,0,0,103.75251,19.467981,0,0,0,0,0,0,1.9183567
3199,280.24877,0,0,0,0,13.688287,1.8187075,0,0,0,103.7537,19.468206,0,0,0,0,0,0,1.9183789
3200,280.252,0,0,0,0,13.688445,1.8187285,0,0,0,103.7549,19.468431,0,0,0,0,0,0,1.918401
3201,280.25524,0,0,0,0,13.688603,1.8187495,0,0,0,103.7561,19.468655,0,0,0,0,0,0,1.9184231
3202,280.25847,0,0,0,0,13.688761,1.8187705,0,0,0,103.7573,19.46888,0,0,0,0,0,0,1.9184453
3203,280.2617,0,0,0,0,13.688919,1.8187915,0,0,0,103.7585,19.469105,0,0,0,0,0,0,1.9184674
3204,280.26494,0,0,0,0,13.689077,1.8188125,0,0,0,103.75969,19.469329,0,0,0,0,0,0,1.9184896
3205,280.26817,0,0,0,0,13.689235,1.8188335,0,0,0,103.76089,19.469554,0,0,0,0,0,0,1.9185117
3206,280.27141,0,0,0,0,13.689393,1.8188545,0,0,0,103.76209,19.469779,0,0,0,0,0,0,1.9185339
3207,280.27464,0,0,0,0,13.689551,1.8188755,0,0,0,103.76329,19.470004,0,0,0,0,0,0,1.918556
3208,280.27788,0,0,0,0,13.689709,1.8188965,0,0,0,103.76448,19.470228,0,0,0,0,0,0,1.9185782
3209,280.28111,0,0,0,0,13.689867,1.8189175,0,0,0,103.76568,19.470453,0,0,0,0,0,0,1.9186003
3210,280.28435,0,0,0,0,13.690025,1.8189385,0,0,0,103.76688,19.470678,0,0,0,0,0,0,1.9186224
3211,280.28758,0,0,0,0,13.690183,1.8189595,0,0,0,103.76808,19.470903,0,0,0,0,0,0,1.9186446
3212,280.29082,0,0,0,0,13.690341,1.8189805,0,0,0,103.76927,19.471127,0,0,0,0,0,0,1.9186667
3213,280.29405,0,0,0,0,13.690499,1.8190014,0,0,0,103.77047,19.471352,0,0,0,0,0,0,1.9186889
3214,280.29729,0,0,0,0,13.690657,1.8190224,0,0,0,103.77167,19.471577,0,0,0,0,0,0,1.918711
3215,280.30052,0,0,0,0,13.690815,1.8190434,0,0,0,103.77287,19.471801,0,0,0,0,0,0,1.9187332
3216,280.30376,0,0,0,0,13.690973,1.8190644,0,0,0,103.77406,19.472026,0,0,0,0,0,0,1.9187553
3217,280.30699,0,0,0,0,13.691131,1.8190854,0,0,0,103.77526,19.472251,0,0,0,0,0,0,1.9187774
3218,280.31023,0,0,0,0,13.691289,1.8191064,0,0,0,103.77646,19.472476,0,0,0,0,0,0,1.9187996
3219,280.31346,0,0,0,0,13.691447,1.8191274,0,0,0,103.77766,19.4727,0,0,0,0,0,0,1.9188217
3220,280.3167,0,0,0,0,13.691605,1.8191484,0,0,0,103.77885,19.472925,0,0,0,0,0,0,1.9188439
3221,280.31993,0,0,0,0,13.691763,1.8191694,0,0,0,103.78005,19.47315,0,0,0,0,0,0,1.918866
3222,280.32317,0,0,0,0,13.691921,1.8191904,0,0,0,103.78125,19.473374,0,0,0,0,0,0,1.9188882
3223,280.3264,0,0,0,0,13.692079,1.8192114,0,0,0,103.78245,19.473599,0,0,0,0,0,0,1.9189103
3224,280.32964,0,0,0,0,13.692237,1.8192324,0,0,0,103.78365,19.473824,0,0,0,0,0,0,1.9189325
3225,280.33287,0,0,0,0,13.692395,1.8192534,0,0,0,103.78484,19.474049,0,0,0,0,0,0,1.9189546
3226,280.33611,0,0,0,0,13.692553,1.8192744,0,0,0,103.78604,19.474273,0,0,0,0,0,0,1.9189767
3227,280.33934,0,0,0,0,13.692711,1.8192954,0,0,0,103.78724,19.474498,0,0,0,0,0,0,1.9189989
3228,280.34258,0,0,0,0,13.692869,1.8193163,0,0,0,103.78844,19.474723,0,0,0,0,0,0,1.919021
3229,280.34581,0,0,0,0,13.693027,1.8193373,0,0,0,103.78963,19.474948,0,0,0,0,0,0,1.9190432
3230,280.34905,0,0,0,0,13.693185,1.8193583,0,0,0,103.79083,19.475172,0,0,0,0,0,0,1.9190653
3231,280.35228,0,0,0,0,13.693343,1.8193793,0,0,0,103.79203,19.475397,0,0,0,0,0,0,1.9190875
3232,280.35552,0,0,0,0,13.693501,1.8194003,0,0,0,103.79323,19.475622,0,0,0,0,0,0,1.9191096
3233,280.35875,0,0,0,0,13.693659,1.8194213,0,0,0,103.79442,19.475846,0,0,0,0,0,0,1.9191317
3234,280.36199,0,0,0,0,13.693817,1.8194423,0,0,0,103.79562,19.476071,0,0,0,0,0,0,1.9191539
3235,280.36522,0,0,0,0,13.693975,1.8194633,0,0,0,103.79682,19.476296,0,0,0,0,0,0,1.919176
3236,280.36846,0,0,0,0,13.694133,1.8194843,0,0,0,103.79802,19.476521,0,0,0,0,0,0,1.9191982
3237,280.37169,0,0,0,0,13.694291,1.8195053,0,0,0,103.79921,19.476745,0,0,0,0,0,0,1.9192203
3238,280.37493,0,0,0,0,13.694449,1.8195263,0,0,0,103.80041,19.47697,0,0,0,0,0,0,1.9192425
3239,280.37816,0,0,0,0,13.694607,1.8195473,0,0,0,103.80161,19.477195,0,0,0,0,0,0,1.9192646
3240,280.3814,0,0,0,0,13.694765,1.8195683,0,0,0,103.80281,19.477419,0,0,0,0,0,0,1.9192868
3241,280.38463,0,0,0,0,13.694923,1.8195893,0,0,0,103.80401,19.477644,0,0,0,0,0,0,1.9193089
3242,280.38787,0,0,0,0,13.695081,1.8196103,0,0,0,103.8052,19.477869,0,0,0,0,0,0,1.919331
3243,280.3911,0,0,0,0,13.695239,1.8196312,0,0,0,103.8064,19.478094,0,0,0,0,0,0,1.9193532
