Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa)
47,-74.036051,0,0,0,0,0,0,0,0,0,0,-0.25343501,-25.888332,-0.017124532,0,0,0,-0.50160517,0,0
48,-73.945506,0,0,0,0,0,0,0,0,0,0,-0.25312506,-25.85667,-0.017103588,0,0,0,-0.50099171,0,0
49,-73.854961,0,0,0,0,0,0,0,0,0,0,-0.25281511,-25.825009,-0.017082645,0,0,0,-0.50037825,0,0
50,-73.764415,0,0,0,0,0,0,0,0,0,0,-0.25250516,-25.793348,-0.017061702,0,0,0,-0.4997648,0,0
51,-73.67387,0,0,0,0,0,0,0,0,0,0,-0.25219521,-25.761687,-0.017040759,0,0,0,-0.49915134,0,0
52,-73.583324,0,0,0,0,0,0,0,0,0,0,-0.25188526,-25.730026,-0.017019816,0,0,0,-0.49853788,0,0
53,-73.492779,0,0,0,0,0,0,0,0,0,0,-0.25157531,-25.698364,-0.016998873,0,0,0,-0.49792442,0,0
54,-73.402233,0,0,0,0,0,0,0,0,0,0,-0.25126536,-25.666703,-0.01697793,0,0,0,-0.49731096,0,0
55,-73.311688,0,0,0,0,0,0,0,0,0,0,-0.25095542,-25.635042,-0.016956986,0,0,0,-0.4966975,0,0
56,-73.221142,0,0,0,0,0,0,0,0,0,0,-0.25064547,-25.603381,-0.016936043,0,0,0,-0.49608404,0,0
57,-73.130597,0,0,0,0,0,0,0,0,0,0,-0.25033552,-25.57172,-0.0169151,0,0,0,-0.49547058,0,0
58,-73.040051,0,0,0,0,0,0,0,0,0,0,-0.25002557,-25.540058,-0.016894157,0,0,0,-0.49485713,0,0
59,-72.949506,0,0,0,0,0,0,0,0,0,0,-0.24971562,-25.508397,-0.016873214,0,0,0,-0.49424367,0,0
60,-72.858961,0,0,0,0,0,0,0,0,0,0,-0.24940567,-25.476736,-0.016852271,0,0,0,-0.49363021,0,0
61,-72.768415,0,0,0,0,0,0,0,0,0,0,-0.24909572,-25.445075,-0.016831327,0,0,0,-0.49301675,0,0
62,-72.67787,0,0,0,0,0,0,0,0,0,0,-0.24878577,-25.413413,-0.016810384,0,0,0,-0.49240329,0,0
63,-72.587324,0,0,0,0,0,0,0,0,0,0,-0.24847582,-25.381752,-0.016789441,0,0,0,-0.49178983,0,0
64,-72.496779,0,0,0,0,0,0,0,0,0,0,-0.24816588,-25.350091,-0.016768498,0,0,0,-0.49117637,0,0
65,-72.406233,0,0,0,0,0,0,0,0,0,0,-0.24785593,-25.31843,-0.016747555,0,0,0,-0.49056291,0,0
66,-72.315688,0,0,0,0,0,0,0,0,0,0,-0.24754598,-25.286769,-0.016726612,0,0,0,-0.48994946,0,0
67,-72.225142,0,0,0,0,0,0,0,0,0,0,-0.24723603,-25.255107,-0.016705669,0,0,0,-0.489336,0,0
68,-72.134597,0,0,0,0,0,0,0,0,0,0,-0.24692608,-25.223446,-0.016684725,0,0,0,-0.48872254,0,0
69,-72.044052,0,0,0,0,0,0,0,0,0,0,-0.24661613,-25.191785,-0.016663782,0,0,0,-0.48810908,0,0
70,-71.953506,0,0,0,0,0,0,0,0,0,0,-0.24630618,-25.160124,-0.016642839,0,0,0,-0.48749562,0,0
71,-71.862961,0,0,0,0,0,0,0,0,0,0,-0.24599623,-25.128463,-0.016621896,0,0,0,-0.48688216,0,0
72,-71.772415,0,0,0,0,0,0,0,0,0,0,-0.24568629,-25.096801,-0.016600953,0,0,0,-0.4862687,0,0
73,-71.68187,0,0,0,0,0,0,0,0,0,0,-0.24537634,-25.06514,-0.01658001,0,0,0,-0.48565524,0,0
74,-71.591324,0,0,0,0,0,0,0,0,0,0,-0.24506639,-25.033479,-0.016559066,0,0,0,-0.48504179,0,0
75,-71.500779,0,0,0,0,0,0,0,0,0,0,-0.24475644,-25.001818,-0.016538123,0,0,0,-0.48442833,0,0
76,-71.410233,0,0,0,0,0,0,0,0,0,0,-0.24444649,-24.970157,-0.01651718,0,0,0,-0.48381487,0,0
77,-71.319688,0,0,0,0,0,0,0,0,0,0,-0.24413654,-24.938495,-0.016496237,0,0,0,-0.48320141,0,0
78,-71.229142,0,0,0,0,0,0,0,0,0,0,-0.24382659,-24.906834,-0.016475294,0,0,0,-0.48258795,0,0
79,-71.138597,0,0,0,0,0,0,0,0,0,0,-0.24351664,-24.875173,-0.016454351,0,0,0,-0.48197449,0,0
80,-71.048052,0,0,0,0,0,0,0,0,0,0,-0.24320669,-24.843512,-0.016433408,0,0,0,-0.48136103,0,0
81,-70.957506,0,0,0,0,0,0,0,0,0,0,-0.24289675,-24.811851,-0.016412464,0,0,0,-0.48074757,0,0
82,-70.866961,0,0,0,0,0,0,0,0,0,0,-0.2425868,-24.780189,-0.016391521,0,0,0,-0.48013411,0,0
83,-70.776415,0,0,0,0,0,0,0,0,0,0,-0.24227685,-24.748528,-0.016370578,0,0,0,-0.47952066,0,0
84,-70.68587,0,0,0,0,0,0,0,0,0,0,-0.2419669,-24.716867,-0.016349635,0,0,0,-0.4789072,0,0
85,-70.595324,0,0,0,0,0,0,0,0,0,0,-0.24165695,-24.685206,-0.016328692,0,0,0,-0.47829374,0,0
86,-70.504779,0,0,0,0,0,0,0,0,0,0,-0.241347,-24.653545,-0.016307749,0,0,0,-0.47768028,0,0
87,-70.414233,0,0,0,0,0,0,0,0,0,0,-0.24103705,-24.621883,-0.016286805,0,0,0,-0.47706682,0,0
88,-70.323688,0,0,0,0,0,0,0,0,0,0,-0.2407271,-24.590222,-0.016265862,0,0,0,-0.47645336,0,0
89,-70.233143,0,0,0,0,0,0,0,0,0,0,-0.24041716,-24.558561,-0.016244919,0,0,0,-0.4758399,0,0
90,-70.142597,0,0,0,0,0,0,0,0,0,0,-0.24010721,-24.5269,-0.016223976,0,0,0,-0.47522644,0,0
91,-70.052052,0,0,0,0,0,0,0,0,0,0,-0.23979726,-24.495239,-0.016203033,0,0,0,-0.47461299,0,0
92,-69.961506,0,0,0,0,0,0,0,0,0,0,-0.23948731,-24.463577,-0.01618209,0,0,0,-0.47399953,0,0
93,-69.870961,0,0,0,0,0,0,0,0,0,0,-0.23917736,-24.431916,-0.016161147,0,0,0,-0.47338607,0,0
94,-69.780415,0,0,0,0,0,0,0,0,0,0,-0.23886741,-24.400255,-0.016140203,0,0,0,-0.47277261,0,0
95,-69.68987,0,0,0,0,0,0,0,0,0,0,-0.23855746,-24.368594,-0.01611926,0,0,0,-0.47215915,0,0
96,-69.599324,0,0,0,0,0,0,0,0,0,0,-0.23824751,-24.336932,-0.016098317,0,0,0,-0.47154569,0,0
97,-69.508779,0,0,0,0,0,0,0,0,0,0,-0.23793756,-24.305271,-0.016077374,0,0,0,-0.47093223,0,0
98,-69.418233,0,0,0,0,0,0,0,0,0,0,-0.23762762,-24.27361,-0.016056431,0,0,0,-0.47031877,0,0
99,-69.327688,0,0,0,0,0,0,0,0,0,0,-0.23731767,-24.241949,-0.016035488,0,0,0,-0.46970532,0,0
100,-69.237143,0,0,0,0,0,0,0,0,0,0,-0.23700772,-24.210288,-0.016014544,0,0,0,-0.46909186,0,0
101,-69.146597,0,0,0,0,0,0,0,0,0,0,-0.23669777,-24.178626,-0.015993601,0,0,0,-0.4684784,0,0
102,-69.056052,0,0,0,0,0,0,0,0,0,0,-0.23638782,-24.146965,-0.015972658,0,0,0,-0.46786494,0,0
103,-68.965506,0,0,0,0,0,0,0,0,0,0,-0.23607787,-24.115304,-0.015951715,0,0,0,-0.46725148,0,0
104,-68.874961,0,0,0,0,0,0,0,0,0,0,-0.23576792,-24.083643,-0.015930772,0,0,0,-0.46663802,0,0
105,-68.784415,0,0,0,0,0,0,0,0,0,0,-0.23545797,-24.051982,-0.015909829,0,0,0,-0.46602456,0,0
106,-68.69387,0,0,0,0,0,0,0,0,0,0,-0.23514803,-24.02032,-0.015888886,0,0,0,-0.4654111,0,0
107,-68.603324,0,0,0,0,0,0,0,0,0,0,-0.23483808,-23.988659,-0.015867942,0,0,0,-0.46479765,0,0
108,-68.512779,0,0,0,0,0,0,0,0,0,0,-0.23452813,-23.956998,-0.015846999,0,0,0,-0.46418419,0,0
109,-68.422234,0,0,0,0,0,0,0,0,0,0,-0.23421818,-23.925337,-0.015826056,0,0,0,-0.46357073,0,0
110,-68.331688,0,0,0,0,0,0,0,0,0,0,-0.23390823,-23.893676,-0.015805113,0,0,0,-0.46295727,0,0
111,-68.241143,0,0,0,0,0,0,0,0,0,0,-0.23359828,-23.862014,-0.01578417,0,0,0,-0.46234381,0,0
112,-68.150597,0,0,0,0,0,0,0,0,0,0,-0.23328833,-23.830353,-0.015763227,0,0,0,-0.46173035,0,0
113,-68.060052,0,0,0,0,0,0,0,0,0,0,-0.23297838,-23.798692,-0.015742283,0,0,0,-0.46111689,0,0
114,-67.969506,0,0,0,0,0,0,0,0,0,0,-0.23266843,-23.767031,-0.01572134,0,0,0,-0.46050343,0,0
115,-67.878961,0,0,0,0,0,0,0,0,0,0,-0.23235849,-23.73537,-0.015700397,0,0,0,-0.45988997,0,0
116,-67.788415,0,0,0,0,0,0,0,0,0,0,-0.23204854,-23.703708,-0.015679454,0,0,0,-0.45927652,0,0
117,-67.69787,0,0,0,0,0,0,0,0,0,0,-0.23173859,-23.672047,-0.015658511,0,0,0,-0.45866306,0,0
118,-67.607324,0,0,0,0,0,0,0,0,0,0,-0.23142864,-23.640386,-0.015637568,0,0,0,-0.4580496,0,0
119,-67.516779,0,0,0,0,0,0,0,0,0,0,-0.23111869,-23.608725,-0.015616625,0,0,0,-0.45743614,0,0
120,-67.426234,0,0,0,0,0,0,0,0,0,0,-0.23080874,-23.577064,-0.015595681,0,0,0,-0.45682268,0,0
121,-67.335688,0,0,0,0,0,0,0,0,0,0,-0.23049879,-23.545402,-0.015574738,0,0,0,-0.45620922,0,0
122,-67.245143,0,0,0,0,0,0,0,0,0,0,-0.23018884,-23.513741,-0.015553795,0,0,0,-0.45559576,0,0
123,-67.154597,0,0,0,0,0,0,0,0,0,0,-0.2298789,-23.48208,-0.015532852,0,0,0,-0.4549823,0,0
124,-67.064052,0,0,0,0,0,0,0,0,0,0,-0.22956895,-23.450419,-0.015511909,0,0,0,-0.45436885,0,0
125,-66.973506,0,0,0,0,0,0,0,0,0,0,-0.229259,-23.418758,-0.015490966,0,0,0,-0.45375539,0,0
126,-66.882961,0,0,0,0,0,0,0,0,0,0,-0.22894905,-23.387096,-0.015470022,0,0,0,-0.45314193,0,0
127,-66.792415,0,0,0,0,0,0,0,0,0,0,-0.2286391,-23.355435,-0.015449079,0,0,0,-0.45252847,0,0
128,-66.70187,0,0,0,0,0,0,0,0,0,0,-0.22832915,-23.323774,-0.015428136,0,0,0,-0.45191501,0,0
129,-66.611324,0,0,0,0,0,0,0,0,0,0,-0.2280192,-23.292113,-0.015407193,0,0,0,-0.45130155,0,0
130,-66.520779,0,0,0,0,0,0,0,0,0,0,-0.22770925,-23.260452,-0.01538625,0,0,0,-0.45068809,0,0
131,-66.430234,0,0,0,0,0,0,0,0,0,0,-0.2273993,-23.22879,-0.015365307,0,0,0,-0.45007463,0,0
132,-66.339688,0,0,0,0,0,0,0,0,0,0,-0.22708936,-23.197129,-0.015344364,0,0,0,-0.44946118,0,0
133,-66.249143,0,0,0,0,0,0,0,0,0,0,-0.22677941,-23.165468,-0.01532342,0,0,0,-0.44884772,0,0
134,-66.158597,0,0,0,0,0,0,0,0,0,0,-0.22646946,-23.133807,-0.015302477,0,0,0,-0.44823426,0,0
135,-66.068052,0,0,0,0,0,0,0,0,0,0,-0.22615951,-23.102145,-0.015281534,0,0,0,-0.4476208,0,0
136,-65.977506,0,0,0,0,0,0,0,0,0,0,-0.22584956,-23.070484,-0.015260591,0,0,0,-0.44700734,0,0
137,-65.886961,0,0,0,0,0,0,0,0,0,0,-0.22553961,-23.038823,-0.015239648,0,0,0,-0.44639388,0,0
138,-65.796415,0,0,0,0,0,0,0,0,0,0,-0.22522966,-23.007162,-0.015218705,0,0,0,-0.44578042,0,0
139,-65.70587,0,0,0,0,0,0,0,0,0,0,-0.22491971,-22.975501,-0.015197761,0,0,0,-0.44516696,0,0
140,-65.615325,0,0,0,0,0,0,0,0,0,0,-0.22460977,-22.943839,-0.015176818,0,0,0,-0.44455351,0,0
141,-65.524739,0,0,0,0,0,0,0,0,0,0,-0.22429968,-22.912164,-0.015155866,0,0,0,-0.44393977,0,0
142,-65.237437,0,0,0,0,0,0,0,0,0,0,-0.22331621,-22.811703,-0.015089413,0,0,0,-0.44199326,0,0
143,-64.950136,0,0,0,0,0,0,0,0,0,0,-0.22233274,-22.711242,-0.01502296,0,0,0,-0.44004675,0,0
144,-64.662834,0,0,0,0,0,0,0,0,0,0,-0.22134927,-22.61078,-0.014956507,0,0,0,-0.43810024,0,0
145,-64.375533,0,0,0,0,0,0,0,0,0,0,-0.2203658,-22.510319,-0.014890055,0,0,0,-0.43615373,0,0
146,-64.088231,0,0,0,0,0,0,0,0,0,0,-0.21938233,-22.409858,-0.014823602,0,0,0,-0.43420722,0,0
147,-63.80093,0,0,0,0,0,0,0,0,0,0,-0.21839886,-22.309396,-0.014757149,0,0,0,-0.43226071,0,0
148,-63.513628,0,0,0,0,0,0,0,0,0,0,-0.21741539,-22.208935,-0.014690696,0,0,0,-0.4303142,0,0
149,-63.226327,0,0,0,0,0,0,0,0,0,0,-0.21643192,-22.108474,-0.014624243,0,0,0,-0.42836769,0,0
150,-62.939025,0,0,0,0,0,0,0,0,0,0,-0.21544845,-22.008013,-0.014557791,0,0,0,-0.42642118,0,0
151,-62.651724,0,0,0,0,0,0,0,0,0,0,-0.21446498,-21.907551,-0.014491338,0,0,0,-0.42447467,0,0
152,-62.364422,0,0,0,0,0,0,0,0,0,0,-0.21348151,-21.80709,-0.014424885,0,0,0,-0.42252816,0,0
153,-62.077121,0,0,0,0,0,0,0,0,0,0,-0.21249804,-21.706629,-0.014358432,0,0,0,-0.42058165,0,0
154,-61.789819,0,0,0,0,0,0,0,0,0,0,-0.21151457,-21.606168,-0.014291979,0,0,0,-0.41863514,0,0
155,-61.502518,0,0,0,0,0,0,0,0,0,0,-0.2105311,-21.505706,-0.014225527,0,0,0,-0.41668863,0,0
156,-61.215217,0,0,0,0,0,0,0,0,0,0,-0.20954763,-21.405245,-0.014159074,0,0,0,-0.41474212,0,0
157,-60.927915,0,0,0,0,0,0,0,0,0,0,-0.20856415,-21.304784,-0.014092621,0,0,0,-0.41279561,0,0
158,-60.640614,0,0,0,0,0,0,0,0,0,0,-0.20758068,-21.204322,-0.014026168,0,0,0,-0.4108491,0,0
159,-60.353312,0,0,0,0,0,0,0,0,0,0,-0.20659721,-21.103861,-0.013959715,0,0,0,-0.40890259,0,0
160,-60.066011,0,0,0,0,0,0,0,0,0,0,-0.20561374,-21.0034,-0.013893263,0,0,0,-0.40695608,0,0
161,-59.778709,0,0,0,0,0,0,0,0,0,0,-0.20463027,-20.902939,-0.01382681,0,0,0,-0.40500957,0,0
162,-59.491408,0,0,0,0,0,0,0,0,0,0,-0.2036468,-20.802477,-0.013760357,0,0,0,-0.40306306,0,0
163,-59.204106,0,0,0,0,0,0,0,0,0,0,-0.20266333,-20.702016,-0.013693904,0,0,0,-0.40111656,0,0
164,-58.916805,0,0,0,0,0,0,0,0,0,0,-0.20167986,-20.601555,-0.013627451,0,0,0,-0.39917005,0,0
165,-58.629503,0,0,0,0,0,0,0,0,0,0,-0.20069639,-20.501094,-0.013560999,0,0,0,-0.39722354,0,0
166,-58.342202,0,0,0,0,0,0,0,0,0,0,-0.19971292,-20.400632,-0.013494546,0,0,0,-0.39527703,0,0
167,-58.0549,0,0,0,0,0,0,0,0,0,0,-0.19872945,-20.300171,-0.013428093,0,0,0,-0.39333052,0,0
168,-57.767599,0,0,0,0,0,0,0,0,0,0,-0.19774598,-20.19971,-0.01336164,0,0,0,-0.39138401,0,0
169,-57.480297,0,0,0,0,0,0,0,0,0,0,-0.19676251,-20.099249,-0.013295187,0,0,0,-0.3894375,0,0
170,-57.192996,0,0,0,0,0,0,0,0,0,0,-0.19577904,-19.998787,-0.013228735,0,0,0,-0.38749099,0,0
171,-56.905694,0,0,0,0,0,0,0,0,0,0,-0.19479557,-19.898326,-0.013162282,0,0,0,-0.38554448,0,0
172,-56.618393,0,0,0,0,0,0,0,0,0,0,-0.1938121,-19.797865,-0.013095829,0,0,0,-0.38359797,0,0
173,-56.331092,0,0,0,0,0,0,0,0,0,0,-0.19282863,-19.697403,-0.013029376,0,0,0,-0.38165146,0,0
174,-56.04379,0,0,0,0,0,0,0,0,0,0,-0.19184516,-19.596942,-0.012962923,0,0,0,-0.37970495,0,0
175,-55.756489,0,0,0,0,0,0,0,0,0,0,-0.19086169,-19.496481,-0.01289647,0,0,0,-0.37775844,0,0
176,-55.469187,0,0,0,0,0,0,0,0,0,0,-0.18987822,-19.39602,-0.012830018,0,0,0,-0.37581193,0,0
177,-55.181886,0,0,0,0,0,0,0,0,0,0,-0.18889475,-19.295558,-0.012763565,0,0,0,-0.37386542,0,0
178,-54.894584,0,0,0,0,0,0,0,0,0,0,-0.18791128,-19.195097,-0.012697112,0,0,0,-0.37191891,0,0
179,-54.607283,0,0,0,0,0,0,0,0,0,0,-0.18692781,-19.094636,-0.012630659,0,0,0,-0.3699724,0,0
180,-54.319981,0,0,0,0,0,0,0,0,0,0,-0.18594434,-18.994175,-0.012564206,0,0,0,-0.36802589,0,0
181,-54.03268,0,0,0,0,0,0,0,0,0,0,-0.18496087,-18.893713,-0.012497754,0,0,0,-0.36607938,0,0
182,-53.745378,0,0,0,0,0,0,0,0,0,0,-0.1839774,-18.793252,-0.012431301,0,0,0,-0.36413287,0,0
183,-53.458077,0,0,0,0,0,0,0,0,0,0,-0.18299393,-18.692791,-0.012364848,0,0,0,-0.36218636,0,0
184,-53.170775,0,0,0,0,0,0,0,0,0,0,-0.18201046,-18.592329,-0.012298395,0,0,0,-0.36023985,0,0
185,-52.883474,0,0,0,0,0,0,0,0,0,0,-0.18102699,-18.491868,-0.012231942,0,0,0,-0.35829334,0,0
186,-52.596172,0,0,0,0,0,0,0,0,0,0,-0.18004352,-18.391407,-0.01216549,0,0,0,-0.35634683,0,0
187,-52.308871,0,0,0,0,0,0,0,0,0,0,-0.17906005,-18.290946,-0.012099037,0,0,0,-0.35440032,0,0
188,-52.021569,0,0,0,0,0,0,0,0,0,0,-0.17807658,-18.190484,-0.012032584,0,0,0,-0.35245381,0,0
189,-51.734268,0,0,0,0,0,0,0,0,0,0,-0.17709311,-18.090023,-0.011966131,0,0,0,-0.3505073,0,0
190,-51.446967,0,0,0,0,0,0,0,0,0,0,-0.17610964,-17.989562,-0.011899678,0,0,0,-0.34856079,0,0
191,-51.159665,0,0,0,0,0,0,0,0,0,0,-0.17512617,-17.889101,-0.011833226,0,0,0,-0.34661428,0,0
192,-50.872364,0,0,0,0,0,0,0,0,0,0,-0.1741427,-17.788639,-0.011766773,0,0,0,-0.34466777,0,0
193,-50.585062,0,0,0,0,0,0,0,0,0,0,-0.17315923,-17.688178,-0.01170032,0,0,0,-0.34272126,0,0
194,-50.297761,0,0,0,0,0,0,0,0,0,0,-0.17217576,-17.587717,-0.011633867,0,0,0,-0.34077475,0,0
195,-50.010459,0,0,0,0,0,0,0,0,0,0,-0.17119229,-17.487256,-0.011567414,0,0,0,-0.33882824,0,0
196,-49.723158,0,0,0,0,0,0,0,0,0,0,-0.17020882,-17.386794,-0.011500962,0,0,0,-0.33688173,0,0
197,-49.435856,0,0,0,0,0,0,0,0,0,0,-0.16922535,-17.286333,-0.011434509,0,0,0,-0.33493522,0,0
198,-49.148555,0,0,0,0,0,0,0,0,0,0,-0.16824188,-17.185872,-0.011368056,0,0,0,-0.33298871,0,0
199,-48.861253,0,0,0,0,0,0,0,0,0,0,-0.16725841,-17.08541,-0.011301603,0,0,0,-0.3310422,0,0
200,-48.573952,0,0,0,0,0,0,0,0,0,0,-0.16627494,-16.984949,-0.01123515,0,0,0,-0.32909569,0,0
201,-48.28665,0,0,0,0,0,0,0,0,0,0,-0.16529147,-16.884488,-0.011168698,0,0,0,-0.32714918,0,0
202,-47.999349,0,0,0,0,0,0,0,0,0,0,-0.164308,-16.784027,-0.011102245,0,0,0,-0.32520267,0,0
203,-47.712047,0,0,0,0,0,0,0,0,0,0,-0.16332453,-16.683565,-0.011035792,0,0,0,-0.32325616,0,0
204,-47.424746,0,0,0,0,0,0,0,0,0,0,-0.16234106,-16.583104,-0.010969339,0,0,0,-0.32130965,0,0
205,-47.137445,0,0,0,0,0,0,0,0,0,0,-0.16135759,-16.482643,-0.010902886,0,0,0,-0.31936314,0,0
