Time (ms),Stress at 0.00 mm (kPa),Stress at 0.25 mm (kPa),Stress at 0.46 mm (kPa),Stress at 0.64 mm (kPa),Stress at 0.85 mm (kPa),Stress at 1.06 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.46 mm (kPa),Stress at 1.65 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa)
818,205.13795,175.5513,159.0961,141.29336,117.85207,95.522474,77.687233,59.073153,43.654002,29.65855,19.918525,13.959872
819,205.62241,175.96588,159.47182,141.62704,118.13039,95.748061,77.8707,59.21266,43.757095,29.728592,19.965565,13.99284
820,206.10686,176.38046,159.84754,141.96072,118.40871,95.973648,78.054167,59.352168,43.860189,29.798634,20.012604,14.025808
821,206.59132,176.79505,160.22327,142.2944,118.68703,96.199234,78.237634,59.491676,43.963283,29.868676,20.059644,14.058776
822,207.07577,177.20963,160.59899,142.62808,118.96535,96.424821,78.421101,59.631184,44.066377,29.938718,20.106684,14.091743
823,207.56023,177.62422,160.97471,142.96176,119.24367,96.650408,78.604568,59.770691,44.16947,30.00876,20.153724,14.124711
824,208.04468,178.0388,161.35043,143.29544,119.52199,96.875995,78.788035,59.910199,44.272564,30.078802,20.200764,14.157679
825,208.52914,178.45338,161.72616,143.62912,119.80031,97.101582,78.971502,60.049707,44.375658,30.148844,20.247803,14.190647
826,209.0136,178.86797,162.10188,143.9628,120.07864,97.327169,79.154969,60.189214,44.478751,30.218886,20.294843,14.223615
827,209.49805,179.28255,162.4776,144.29648,120.35696,97.552755,79.338436,60.328722,44.581845,30.288928,20.341883,14.256582
828,209.98251,179.69713,162.85333,144.63016,120.63528,97.778342,79.521903,60.46823,44.684939,30.35897,20.388923,14.28955
829,210.46696,180.11172,163.22905,144.96384,120.9136,98.003929,79.70537,60.607738,44.788033,30.429012,20.435962,14.322518
830,210.95142,180.5263,163.60477,145.29752,121.19192,98.229516,79.888837,60.747245,44.891126,30.499054,20.483002,14.355486
831,211.43587,180.94089,163.98049,145.6312,121.47024,98.455103,80.072303,60.886753,44.99422,30.569095,20.530042,14.388453
832,211.92033,181.35547,164.35622,145.96487,121.74856,98.680689,80.25577,61.026261,45.097314,30.639137,20.577082,14.421421
833,212.40479,181.77005,164.73194,146.29855,122.02688,98.906276,80.439237,61.165769,45.200408,30.709179,20.624122,14.454389
834,212.88924,182.18464,165.10766,146.63223,122.3052,99.131863,80.622704,61.305276,45.303501,30.779221,20.671161,14.487357
835,213.3737,182.59922,165.48339,146.96591,122.58352,99.35745,80.806171,61.444784,45.406595,30.849263,20.718201,14.520325
836,213.85815,183.0138,165.85911,147.29959,122.86184,99.583037,80.989638,61.584292,45.509689,30.919305,20.765241,14.553292
837,214.34261,183.42839,166.23483,147.63327,123.14016,99.808623,81.173105,61.7238,45.612782,30.989347,20.812281,14.58626
838,214.82707,183.84297,166.61056,147.96695,123.41848,100.03421,81.356572,61.863307,45.715876,31.059389,20.859321,14.619228
839,215.31152,184.25755,166.98628,148.30063,123.6968,100.2598,81.540039,62.002815,45.81897,31.129431,20.90636,14.652196
840,215.79598,184.67214,167.362,148.63431,123.97512,100.48538,81.723506,62.142323,45.922064,31.199473,20.9534,14.685163
841,216.28043,185.08672,167.73772,148.96799,124.25344,100.71097,81.906973,62.281831,46.025157,31.269515,21.00044,14.718131
842,216.76489,185.50131,168.11345,149.30167,124.53177,100.93656,82.09044,62.421338,46.128251,31.339557,21.04748,14.751099
843,217.24934,185.91589,168.48917,149.63535,124.81009,101.16214,82.273907,62.560846,46.231345,31.409599,21.094519,14.784067
844,217.7338,186.33047,168.86489,149.96903,125.08841,101.38773,82.457374,62.700354,46.334438,31.47964,21.141559,14.817034
845,218.21826,186.74506,169.24062,150.30271,125.36673,101.61332,82.640841,62.839861,46.437532,31.549682,21.188599,14.850002
846,218.70271,187.15964,169.61634,150.63639,125.64505,101.8389,82.824307,62.979369,46.540626,31.619724,21.235639,14.88297
847,219.18717,187.57422,169.99206,150.97007,125.92337,102.06449,83.007774,63.118877,46.64372,31.689766,21.282679,14.915938
848,219.67162,187.98881,170.36778,151.30375,126.20169,102.29008,83.191241,63.258385,46.746813,31.759808,21.329718,14.948906
849,220.15608,188.40339,170.74351,151.63743,126.48001,102.51567,83.374708,63.397892,46.849907,31.82985,21.376758,14.981873
850,220.64054,188.81797,171.11923,151.97111,126.75833,102.74125,83.558175,63.5374,46.953001,31.899892,21.423798,15.014841
851,221.12499,189.23256,171.49495,152.30479,127.03665,102.96684,83.741642,63.676908,47.056094,31.969934,21.470838,15.047809
852,221.60945,189.64714,171.87068,152.63847,127.31497,103.19243,83.925109,63.816416,47.159188,32.039976,21.517877,15.080777
853,222.0939,190.06173,172.2464,152.97215,127.59329,103.41801,84.108576,63.955923,47.262282,32.110018,21.564917,15.113744
854,222.57836,190.47631,172.62212,153.30583,127.87161,103.6436,84.292043,64.095431,47.365376,32.18006,21.611957,15.146712
855,223.06281,190.89089,172.99784,153.63951,128.14993,103.86919,84.47551,64.234939,47.468469,32.250102,21.658997,15.17968
856,223.54727,191.30548,173.37357,153.97319,128.42825,104.09477,84.658977,64.374447,47.571563,32.320144,21.706037,15.212648
857,224.03173,191.72006,173.74929,154.30687,128.70657,104.32036,84.842444,64.513954,47.674657,32.390185,21.753076,15.245615
858,224.51618,192.13464,174.12501,154.64055,128.98489,104.54595,85.025911,64.653462,47.77775,32.460227,21.800116,15.278583
859,225.00064,192.54923,174.50074,154.97423,129.26322,104.77153,85.209378,64.79297,47.880844,32.530269,21.847156,15.311551
860,225.48509,192.96381,174.87646,155.30791,129.54154,104.99712,85.392845,64.932478,47.983938,32.600311,21.894196,15.344519
861,225.96955,193.3784,175.25218,155.64159,129.81986,105.22271,85.576311,65.071985,48.087032,32.670353,21.941236,15.377487
862,226.454,193.79298,175.6279,155.97527,130.09818,105.44829,85.759778,65.211493,48.190125,32.740395,21.988275,15.410454
863,226.93846,194.20756,176.00363,156.30895,130.3765,105.67388,85.943245,65.351001,48.293219,32.810437,22.035315,15.443422
864,227.42292,194.62215,176.37935,156.64263,130.65482,105.89947,86.126712,65.490508,48.396313,32.880479,22.082355,15.47639
865,227.90737,195.03673,176.75507,156.97631,130.93314,106.12505,86.310179,65.630016,48.499407,32.950521,22.129395,15.509358
866,228.39183,195.45131,177.1308,157.30999,131.21146,106.35064,86.493646,65.769524,48.6025,33.020563,22.176434,15.542325
867,228.87628,195.8659,177.50652,157.64367,131.48978,106.57623,86.677113,65.909032,48.705594,33.090605,22.223474,15.575293
868,229.36074,196.28048,177.88224,157.97735,131.7681,106.80181,86.86058,66.048539,48.808688,33.160647,22.270514,15.608261
869,229.8452,196.69506,178.25797,158.31103,132.04642,107.0274,87.044047,66.188047,48.911781,33.230689,22.317554,15.641229
870,230.32965,197.10965,178.63369,158.64471,132.32474,107.25299,87.227514,66.327555,49.014875,33.30073,22.364594,15.674197
871,230.81411,197.52423,179.00941,158.97839,132.60306,107.47858,87.410981,66.467063,49.117969,33.370772,22.411633,15.707164
872,231.29856,197.93882,179.38513,159.31207,132.88138,107.70416,87.594448,66.60657,49.221063,33.440814,22.458673,15.740132
873,231.78302,198.3534,179.76086,159.64575,133.1597,107.92975,87.777915,66.746078,49.324156,33.510856,22.505713,15.7731
874,232.26747,198.76798,180.13658,159.97943,133.43802,108.15534,87.961382,66.885586,49.42725,33.580898,22.552753,15.806068
875,232.75193,199.18257,180.5123,160.31311,133.71635,108.38092,88.144848,67.025094,49.530344,33.65094,22.599792,15.839035
876,233.23639,199.59715,180.88803,160.64679,133.99467,108.60651,88.328315,67.164601,49.633437,33.720982,22.646832,15.872003
877,233.72084,200.01173,181.26375,160.98047,134.27299,108.8321,88.511782,67.304109,49.736531,33.791024,22.693872,15.904971
878,234.2053,200.42632,181.63947,161.31414,134.55131,109.05768,88.695249,67.443617,49.839625,33.861066,22.740912,15.937939
879,234.68975,200.8409,182.01519,161.64782,134.82963,109.28327,88.878716,67.583125,49.942719,33.931108,22.787952,15.970906
880,235.17421,201.25548,182.39092,161.9815,135.10795,109.50886,89.062183,67.722632,50.045812,34.00115,22.834991,16.003874
881,235.65866,201.67007,182.76664,162.31518,135.38627,109.73444,89.24565,67.86214,50.148906,34.071192,22.882031,16.036842
882,236.14312,202.08465,183.14236,162.64886,135.66459,109.96003,89.429117,68.001648,50.252,34.141234,22.929071,16.06981
883,236.62758,202.49924,183.51809,162.98254,135.94291,110.18562,89.612584,68.141155,50.355093,34.211275,22.976111,16.102778
884,237.11203,202.91382,183.89381,163.31622,136.22123,110.4112,89.796051,68.280663,50.458187,34.281317,23.023151,16.135745
885,237.59649,203.3284,184.26953,163.6499,136.49955,110.63679,89.979518,68.420171,50.561281,34.351359,23.07019,16.168713
886,238.08094,203.74299,184.64525,163.98358,136.77787,110.86238,90.162985,68.559679,50.664375,34.421401,23.11723,16.201681
887,238.5654,204.15757,185.02098,164.31726,137.05619,111.08796,90.346452,68.699186,50.767468,34.491443,23.16427,16.234649
888,239.04986,204.57215,185.3967,164.65094,137.33451,111.31355,90.529919,68.838694,50.870562,34.561485,23.21131,16.267616
889,239.53431,204.98674,185.77242,164.98462,137.61283,111.53914,90.713386,68.978202,50.973656,34.631527,23.258349,16.300584
890,240.01877,205.40132,186.14815,165.3183,137.89115,111.76472,90.896852,69.11771,51.076749,34.701569,23.305389,16.333552
891,240.50322,205.81591,186.52387,165.65198,138.16947,111.99031,91.080319,69.257217,51.179843,34.771611,23.352429,16.36652
892,240.98768,206.23049,186.89959,165.98566,138.4478,112.2159,91.263786,69.396725,51.282937,34.841653,23.399469,16.399487
893,241.47213,206.64507,187.27531,166.31934,138.72612,112.44148,91.447253,69.536233,51.386031,34.911695,23.446509,16.432455
894,241.95659,207.05966,187.65104,166.65302,139.00444,112.66707,91.63072,69.675741,51.489124,34.981737,23.493548,16.465423
895,242.44105,207.47424,188.02676,166.9867,139.28276,112.89266,91.814187,69.815248,51.592218,35.051779,23.540588,16.498391
896,242.9255,207.88882,188.40248,167.32038,139.56108,113.11825,91.997654,69.954756,51.695312,35.12182,23.587628,16.531359
897,243.40996,208.30341,188.77821,167.65406,139.8394,113.34383,92.181121,70.094264,51.798406,35.191862,23.634668,16.564326
898,243.89441,208.71799,189.15393,167.98774,140.11772,113.56942,92.364588,70.233772,51.901499,35.261904,23.681708,16.597294
899,244.37887,209.13257,189.52965,168.32142,140.39604,113.79501,92.548055,70.373279,52.004593,35.331946,23.728747,16.630262
900,244.86332,209.54716,189.90538,168.6551,140.67436,114.02059,92.731522,70.512787,52.107687,35.401988,23.775787,16.66323
901,245.34778,209.96174,190.2811,168.98878,140.95268,114.24618,92.914989,70.652295,52.21078,35.47203,23.822827,16.696197
902,245.83224,210.37633,190.65682,169.32246,141.231,114.47177,93.098456,70.791802,52.313874,35.542072,23.869867,16.729165
903,246.31669,210.79091,191.03254,169.65614,141.50932,114.69735,93.281923,70.93131,52.416968,35.612114,23.916906,16.762133
904,246.80115,211.20549,191.40827,169.98982,141.78764,114.92294,93.46539,71.070818,52.520062,35.682156,23.963946,16.795101
905,247.2856,211.62008,191.78399,170.3235,142.06596,115.14853,93.648856,71.210326,52.623155,35.752198,24.010986,16.828069
906,247.77006,212.03466,192.15971,170.65718,142.34428,115.37411,93.832323,71.349833,52.726249,35.82224,24.058026,16.861036
907,248.02414,212.2521,192.35677,170.83218,142.49026,115.49243,93.928547,71.423001,52.780319,35.858975,24.082697,16.878327
908,248.27819,212.46951,192.5538,171.00717,142.63621,115.61073,94.024758,71.49616,52.834382,35.895705,24.107365,16.895615
909,248.53225,212.68692,192.75083,171.18215,142.78216,115.72903,94.120969,71.569319,52.888445,35.932436,24.132033,16.912904
910,248.7863,212.90433,192.94786,171.35714,142.92811,115.84732,94.21718,71.642477,52.942508,35.969166,24.156701,16.930192
911,249.04035,213.12174,193.14489,171.53212,143.07407,115.96562,94.313391,71.715636,52.996571,36.005896,24.181369,16.947481
912,249.2944,213.33915,193.34193,171.7071,143.22002,116.08392,94.409602,71.788795,53.050634,36.042627,24.206037,16.964769
913,249.54845,213.55656,193.53896,171.88209,143.36597,116.20222,94.505814,71.861953,53.104696,36.079357,24.230704,16.982058
914,249.8025,213.77397,193.73599,172.05707,143.51193,116.32052,94.602025,71.935112,53.158759,36.116088,24.255372,16.999346
915,250.05655,213.99138,193.93302,172.23205,143.65788,116.43882,94.698236,72.008271,53.212822,36.152818,24.28004,17.016635
916,250.31061,214.20879,194.13005,172.40704,143.80383,116.55712,94.794447,72.08143,53.266885,36.189548,24.304708,17.033923
917,250.56466,214.4262,194.32708,172.58202,143.94979,116.67542,94.890658,72.154588,53.320948,36.226279,24.329376,17.051212
918,250.81871,214.64361,194.52411,172.757,144.09574,116.79372,94.986869,72.227747,53.375011,36.263009,24.354044,17.0685
919,251.07276,214.86102,194.72114,172.93199,144.24169,116.91202,95.08308,72.300906,53.429074,36.29974,24.378712,17.085789
920,251.32681,215.07843,194.91818,173.10697,144.38764,117.03032,95.179292,72.374064,53.483137,36.33647,24.40338,17.103077
921,251.58086,215.29584,195.11521,173.28196,144.5336,117.14861,95.275503,72.447223,53.5372,36.3732,24.428048,17.120366
922,251.83492,215.51325,195.31224,173.45694,144.67955,117.26691,95.371714,72.520382,53.591263,36.409931,24.452716,17.137654
923,252.08897,215.73066,195.50927,173.63192,144.8255,117.38521,95.467925,72.59354,53.645326,36.446661,24.477384,17.154943
924,252.34302,215.94807,195.7063,173.80691,144.97146,117.50351,95.564136,72.666699,53.699389,36.483392,24.502052,17.172231
925,252.59707,216.16548,195.90333,173.98189,145.11741,117.62181,95.660347,72.739858,53.753452,36.520122,24.52672,17.18952
926,252.85112,216.38289,196.10036,174.15687,145.26336,117.74011,95.756559,72.813016,53.807515,36.556852,24.551388,17.206808
927,253.10517,216.6003,196.2974,174.33186,145.40932,117.85841,95.85277,72.886175,53.861578,36.593583,24.576056,17.224097
928,253.35922,216.81771,196.49443,174.50684,145.55527,117.97671,95.948981,72.959334,53.915641,36.630313,24.600724,17.241385
929,253.61328,217.03512,196.69146,174.68183,145.70122,118.09501,96.045192,73.032493,53.969704,36.667044,24.625392,17.258674
930,253.86733,217.25253,196.88849,174.85681,145.84717,118.21331,96.141403,73.105651,54.023767,36.703774,24.65006,17.275962
931,254.12138,217.46994,197.08552,175.03179,145.99313,118.33161,96.237614,73.17881,54.07783,36.740504,24.674728,17.293251
932,254.37543,217.68735,197.28255,175.20678,146.13908,118.4499,96.333826,73.251969,54.131893,36.777235,24.699395,17.310539
933,254.62948,217.90476,197.47958,175.38176,146.28503,118.5682,96.430037,73.325127,54.185956,36.813965,24.724063,17.327828
934,254.88353,218.12217,197.67661,175.55674,146.43099,118.6865,96.526248,73.398286,54.240019,36.850696,24.748731,17.345116
935,255.13759,218.33958,197.87365,175.73173,146.57694,118.8048,96.622459,73.471445,54.294082,36.887426,24.773399,17.362405
936,255.39164,218.55699,198.07068,175.90671,146.72289,118.9231,96.71867,73.544603,54.348145,36.924156,24.798067,17.379693
937,255.64569,218.7744,198.26771,176.08169,146.86885,119.0414,96.814881,73.617762,54.402208,36.960887,24.822735,17.396982
938,255.89974,218.99181,198.46474,176.25668,147.0148,119.1597,96.911093,73.690921,54.456271,36.997617,24.847403,17.41427
939,256.15379,219.20922,198.66177,176.43166,147.16075,119.278,97.007304,73.76408,54.510334,37.034348,24.872071,17.431559
940,256.40784,219.42663,198.8588,176.60665,147.3067,119.3963,97.103515,73.837238,54.564397,37.071078,24.896739,17.448847
941,256.66189,219.64404,199.05583,176.78163,147.45266,119.5146,97.199726,73.910397,54.61846,37.107808,24.921407,17.466136
942,256.91595,219.86145,199.25287,176.95661,147.59861,119.6329,97.295937,73.983556,54.672522,37.144539,24.946075,17.483424
943,257.17,220.07886,199.4499,177.1316,147.74456,119.75119,97.392148,74.056714,54.726585,37.181269,24.970743,17.500713
944,257.42405,220.29627,199.64693,177.30658,147.89052,119.86949,97.48836,74.129873,54.780648,37.218,24.995411,17.518001
945,257.6781,220.51368,199.84396,177.48156,148.03647,119.98779,97.584571,74.203032,54.834711,37.25473,25.020079,17.53529
946,257.93215,220.73109,200.04099,177.65655,148.18242,120.10609,97.680782,74.27619,54.888774,37.291461,25.044747,17.552578
947,258.1862,220.9485,200.23802,177.83153,148.32838,120.22439,97.776993,74.349349,54.942837,37.328191,25.069415,17.569867
948,258.44026,221.16591,200.43505,178.00652,148.47433,120.34269,97.873204,74.422508,54.9969,37.364921,25.094083,17.587155
949,258.69431,221.38332,200.63209,178.1815,148.62028,120.46099,97.969415,74.495666,55.050963,37.401652,25.118751,17.604444
950,258.94836,221.60073,200.82912,178.35648,148.76623,120.57929,98.065627,74.568825,55.105026,37.438382,25.143418,17.621732
951,259.20241,221.81814,201.02615,178.53147,148.91219,120.69759,98.161838,74.641984,55.159089,37.475113,25.168086,17.639021
952,259.45646,222.03555,201.22318,178.70645,149.05814,120.81589,98.258049,74.715143,55.213152,37.511843,25.192754,17.656309
953,259.71051,222.25297,201.42021,178.88143,149.20409,120.93419,98.35426,74.788301,55.267215,37.548573,25.217422,17.673598
954,259.96456,222.47038,201.61724,179.05642,149.35005,121.05248,98.450471,74.86146,55.321278,37.585304,25.24209,17.690886
955,260.21862,222.68779,201.81427,179.2314,149.496,121.17078,98.546682,74.934619,55.375341,37.622034,25.266758,17.708175
956,260.47267,222.9052,202.0113,179.40638,149.64195,121.28908,98.642894,75.007777,55.429404,37.658765,25.291426,17.725463
957,260.72672,223.12261,202.20834,179.58137,149.78791,121.40738,98.739105,75.080936,55.483467,37.695495,25.316094,17.742752
958,260.98077,223.34002,202.40537,179.75635,149.93386,121.52568,98.835316,75.154095,55.53753,37.732225,25.340762,17.76004
959,261.23482,223.55743,202.6024,179.93134,150.07981,121.64398,98.931527,75.227253,55.591593,37.768956,25.36543,17.777329
960,261.48887,223.77484,202.79943,180.10632,150.22576,121.76228,99.027738,75.300412,55.645656,37.805686,25.390098,17.794617
961,261.74293,223.99225,202.99646,180.2813,150.37172,121.88058,99.123949,75.373571,55.699719,37.842417,25.414766,17.811906
962,261.99698,224.20966,203.19349,180.45629,150.51767,121.99888,99.220161,75.44673,55.753782,37.879147,25.439434,17.829194
963,262.25103,224.42707,203.39052,180.63127,150.66362,122.11718,99.316372,75.519888,55.807845,37.915877,25.464102,17.846483
964,262.50508,224.64448,203.58756,180.80625,150.80958,122.23547,99.412583,75.593047,55.861908,37.952608,25.48877,17.863771
965,262.75913,224.86189,203.78459,180.98124,150.95553,122.35377,99.508794,75.666206,55.915971,37.989338,25.513438,17.88106
966,263.01318,225.0793,203.98162,181.15622,151.10148,122.47207,99.605005,75.739364,55.970034,38.026069,25.538106,17.898348
967,263.26723,225.29671,204.17865,181.33121,151.24744,122.59037,99.701216,75.812523,56.024097,38.062799,25.562774,17.915637
968,263.52129,225.51412,204.37568,181.50619,151.39339,122.70867,99.797427,75.885682,56.07816,38.099529,25.587441,17.932925
969,263.77534,225.73153,204.57271,181.68117,151.53934,122.82697,99.893639,75.95884,56.132223,38.13626,25.612109,17.950214
970,264.02939,225.94894,204.76974,181.85616,151.68529,122.94527,99.98985,76.031999,56.186286,38.17299,25.636777,17.967502
971,264.28344,226.16635,204.96677,182.03114,151.83125,123.06357,100.08606,76.105158,56.240349,38.209721,25.661445,17.984791
972,264.53749,226.38376,205.16381,182.20612,151.9772,123.18187,100.18227,76.178317,56.294411,38.246451,25.686113,18.002079
973,264.79154,226.60117,205.36084,182.38111,152.12315,123.30017,100.27848,76.251475,56.348474,38.283181,25.710781,18.019368
974,265.0456,226.81858,205.55787,182.55609,152.26911,123.41847,100.37469,76.324634,56.402537,38.319912,25.735449,18.036656
975,265.29965,227.03599,205.7549,182.73107,152.41506,123.53676,100.47091,76.397793,56.4566,38.356642,25.760117,18.053945
976,265.5537,227.2534,205.95193,182.90606,152.56101,123.65506,100.56712,76.470951,56.510663,38.393373,25.784785,18.071233
977,265.80775,227.47081,206.14896,183.08104,152.70697,123.77336,100.66333,76.54411,56.564726,38.430103,25.809453,18.088522
978,266.0618,227.68822,206.34599,183.25603,152.85292,123.89166,100.75954,76.617269,56.618789,38.466834,25.834121,18.10581
979,266.31585,227.90563,206.54303,183.43101,152.99887,124.00996,100.85575,76.690427,56.672852,38.503564,25.858789,18.123099
980,266.5699,228.12304,206.74006,183.60599,153.14482,124.12826,100.95196,76.763586,56.726915,38.540294,25.883457,18.140387
981,266.82396,228.34045,206.93709,183.78098,153.29078,124.24656,101.04817,76.836745,56.780978,38.577025,25.908125,18.157676
982,267.07801,228.55786,207.13412,183.95596,153.43673,124.36486,101.14438,76.909903,56.835041,38.613755,25.932793,18.174964
983,267.33206,228.77527,207.33115,184.13094,153.58268,124.48316,101.24059,76.983062,56.889104,38.650486,25.957461,18.192253
984,267.58611,228.99268,207.52818,184.30593,153.72864,124.60146,101.33681,77.056221,56.943167,38.687216,25.982129,18.209541
985,267.84016,229.21009,207.72521,184.48091,153.87459,124.71976,101.43302,77.12938,56.99723,38.723946,26.006797,18.22683
986,268.09421,229.4275,207.92225,184.6559,154.02054,124.83805,101.52923,77.202538,57.051293,38.760677,26.031465,18.244118
987,268.34827,229.64491,208.11928,184.83088,154.1665,124.95635,101.62544,77.275697,57.105356,38.797407,26.056132,18.261407
988,268.60232,229.86232,208.31631,185.00586,154.31245,125.07465,101.72165,77.348856,57.159419,38.834138,26.0808,18.278695
989,268.85637,230.07973,208.51334,185.18085,154.4584,125.19295,101.81786,77.422014,57.213482,38.870868,26.105468,18.295984
990,269.11042,230.29714,208.71037,185.35583,154.60435,125.31125,101.91407,77.495173,57.267545,38.907598,26.130136,18.313272
991,269.36447,230.51455,208.9074,185.53081,154.75031,125.42955,102.01028,77.568332,57.321608,38.944329,26.154804,18.330561
992,269.61852,230.73196,209.10443,185.7058,154.89626,125.54785,102.1065,77.64149,57.375671,38.981059,26.179472,18.347849
993,269.87257,230.94937,209.30146,185.88078,155.04221,125.66615,102.20271,77.714649,57.429734,39.01779,26.20414,18.365138
994,270.12663,231.16678,209.4985,186.05576,155.18817,125.78445,102.29892,77.787808,57.483797,39.05452,26.228808,18.382426
995,270.38068,231.38419,209.69553,186.23075,155.33412,125.90275,102.39513,77.860967,57.53786,39.09125,26.253476,18.399715
996,270.63473,231.6016,209.89256,186.40573,155.48007,126.02105,102.49134,77.934125,57.591923,39.127981,26.278144,18.417003
997,270.88878,231.81901,210.08959,186.58072,155.62603,126.13934,102.58755,78.007284,57.645986,39.164711,26.302812,18.434292
998,271.14283,232.03642,210.28662,186.7557,155.77198,126.25764,102.68376,78.080443,57.700049,39.201442,26.32748,18.45158
999,271.39688,232.25383,210.48365,186.93068,155.91793,126.37594,102.77997,78.153601,57.754112,39.238172,26.352148,18.468869
1000,271.65094,232.47124,210.68068,187.10567,156.06388,126.49424,102.87618,78.22676,57.808175,39.274902,26.376816,18.486157
1001,271.90499,232.68865,210.87772,187.28065,156.20984,126.61254,102.9724,78.299919,57.862238,39.311633,26.401484,18.503446
1002,272.15904,232.90606,211.07475,187.45563,156.35579,126.73084,103.06861,78.373077,57.9163,39.348363,26.426152,18.520734
1003,272.41309,233.12347,211.27178,187.63062,156.50174,126.84914,103.16482,78.446236,57.970363,39.385094,26.45082,18.538023
1004,272.66714,233.34088,211.46881,187.8056,156.6477,126.96744,103.26103,78.519395,58.024426,39.421824,26.475488,18.555311
1005,272.92119,233.55829,211.66584,187.98059,156.79365,127.08574,103.35724,78.592553,58.078489,39.458554,26.500155,18.5726
1006,273.17524,233.7757,211.86287,188.15557,156.9396,127.20404,103.45345,78.665712,58.132552,39.495285,26.524823,18.589888
1007,273.4293,233.99311,212.0599,188.33055,157.08556,127.32234,103.54966,78.738871,58.186615,39.532015,26.549491,18.607177
1008,273.68335,234.21052,212.25693,188.50554,157.23151,127.44063,103.64587,78.81203,58.240678,39.568746,26.574159,18.624465
1009,273.9374,234.42793,212.45397,188.68052,157.37746,127.55893,103.74209,78.885188,58.294741,39.605476,26.598827,18.641754
1010,274.19145,234.64534,212.651,188.8555,157.52341,127.67723,103.8383,78.958347,58.348804,39.642207,26.623495,18.659042
1011,274.4455,234.86275,212.84803,189.03049,157.66937,127.79553,103.93451,79.031506,58.402867,39.678937,26.648163,18.676331
1012,274.69955,235.08017,213.04506,189.20547,157.81532,127.91383,104.03072,79.104664,58.45693,39.715667,26.672831,18.693619
1013,274.95361,235.29758,213.24209,189.38045,157.96127,128.03213,104.12693,79.177823,58.510993,39.752398,26.697499,18.710908
1014,275.20766,235.51499,213.43912,189.55544,158.10723,128.15043,104.22314,79.250982,58.565056,39.789128,26.722167,18.728196
1015,275.46171,235.7324,213.63615,189.73042,158.25318,128.26873,104.31935,79.32414,58.619119,39.825859,26.746835,18.745485
1016,275.71576,235.94981,213.83319,189.90541,158.39913,128.38703,104.41556,79.397299,58.673182,39.862589,26.771503,18.762773
1017,275.8039,236.02523,213.90154,189.96611,158.44977,128.42807,104.44894,79.42268,58.691938,39.875332,26.780061,18.768771
1018,275.89203,236.10065,213.96989,190.02681,158.5004,128.46911,104.48232,79.448058,58.710692,39.888073,26.788618,18.774768
1019,275.98016,236.17607,214.03824,190.08752,158.55103,128.51014,104.51569,79.473437,58.729447,39.900815,26.797175,18.780766
1020,276.06829,236.25149,214.10659,190.14822,158.60166,128.55118,104.54907,79.498816,58.748201,39.913557,26.805733,18.786763
1021,276.15642,236.32691,214.17494,190.20892,158.65229,128.59222,104.58244,79.524195,58.766956,39.926299,26.81429,18.792761
1022,276.24455,236.40233,214.24329,190.26962,158.70292,128.63326,104.61582,79.549574,58.78571,39.939041,26.822848,18.798758
1023,276.33268,236.47775,214.31164,190.33032,158.75356,128.6743,104.6492,79.574953,58.804465,39.951783,26.831405,18.804755
1024,276.42081,236.55317,214.37999,190.39103,158.80419,128.71534,104.68257,79.600332,58.82322,39.964525,26.839962,18.810753
1025,276.50894,236.62859,214.44834,190.45173,158.85482,128.75637,104.71595,79.625711,58.841974,39.977266,26.84852,18.81675
1026,276.59707,236.70401,214.5167,190.51243,158.90545,128.79741,104.74932,79.65109,58.860729,39.990008,26.857077,18.822748
1027,276.68521,236.77943,214.58505,190.57313,158.95608,128.83845,104.7827,79.676469,58.879483,40.00275,26.865634,18.828745
1028,276.77334,236.85485,214.6534,190.63384,159.00671,128.87949,104.81608,79.701847,58.898238,40.015492,26.874192,18.834743
1029,276.86147,236.93027,214.72175,190.69454,159.05734,128.92053,104.84945,79.727226,58.916992,40.028234,26.882749,18.84074
1030,276.9496,237.00569,214.7901,190.75524,159.10797,128.96156,104.88283,79.752605,58.935747,40.040976,26.891306,18.846737
1031,277.03773,237.08111,214.85845,190.81594,159.15861,129.0026,104.9162,79.777984,58.954501,40.053717,26.899864,18.852735
1032,277.12586,237.15653,214.9268,190.87664,159.20924,129.04364,104.94958,79.803363,58.973256,40.066459,26.908421,18.858732
1033,277.21399,237.23195,214.99515,190.93735,159.25987,129.08468,104.98295,79.828742,58.99201,40.079201,26.916978,18.86473
1034,277.30212,237.30737,215.0635,190.99805,159.3105,129.12572,105.01633,79.854121,59.010765,40.091943,26.925536,18.870727
1035,277.39025,237.38279,215.13185,191.05875,159.36113,129.16676,105.04971,79.8795,59.02952,40.104685,26.934093,18.876724
1036,277.47838,237.45821,215.2002,191.11945,159.41176,129.20779,105.08308,79.904879,59.048274,40.117427,26.942651,18.882722
1037,277.56652,237.53363,215.26855,191.18016,159.46239,129.24883,105.11646,79.930258,59.067029,40.130169,26.951208,18.888719
1038,277.65465,237.60905,215.3369,191.24086,159.51303,129.28987,105.14983,79.955636,59.085783,40.14291,26.959765,18.894717
1039,277.74278,237.68447,215.40525,191.30156,159.56366,129.33091,105.18321,79.981015,59.104538,40.155652,26.968323,18.900714
