Time (ms),Stress at 0.00 mm (kPa),Stress at 0.25 mm (kPa),Stress at 0.46 mm (kPa),Stress at 0.64 mm (kPa),Stress at 0.85 mm (kPa),Stress at 1.06 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.46 mm (kPa),Stress at 1.65 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa)
3143,280.17639,239.76709,217.29266,192.97777,160.96177,130.46412,106.10484,80.681818,59.622418,40.507501,27.204622,19.066324
3144,280.1715,239.76291,217.28887,192.9744,160.95896,130.46184,106.10299,80.68041,59.621378,40.506794,27.204148,19.065992
3145,280.16662,239.75872,217.28508,192.97103,160.95616,130.45957,106.10113,80.679003,59.620338,40.506087,27.203673,19.065659
3146,280.16173,239.75454,217.28129,192.96767,160.95335,130.45729,106.09928,80.677595,59.619298,40.505381,27.203198,19.065326
3147,280.15684,239.75036,217.27749,192.9643,160.95054,130.45502,106.09743,80.676188,59.618258,40.504674,27.202724,19.064994
3148,280.15195,239.74617,217.2737,192.96093,160.94773,130.45274,106.09558,80.67478,59.617217,40.503967,27.202249,19.064661
3149,280.14706,239.74199,217.26991,192.95757,160.94492,130.45046,106.09373,80.673372,59.616177,40.50326,27.201774,19.064328
3150,280.14218,239.73781,217.26612,192.9542,160.94211,130.44819,106.09188,80.671965,59.615137,40.502554,27.2013,19.063996
3151,280.13729,239.73362,217.26233,192.95083,160.93931,130.44591,106.09003,80.670557,59.614097,40.501847,27.200825,19.063663
3152,280.1324,239.72944,217.25854,192.94747,160.9365,130.44363,106.08818,80.66915,59.613057,40.50114,27.200351,19.063331
3153,280.12751,239.72526,217.25475,192.9441,160.93369,130.44136,106.08633,80.667742,59.612017,40.500434,27.199876,19.062998
3154,280.12262,239.72108,217.25096,192.94073,160.93088,130.43908,106.08447,80.666334,59.610976,40.499727,27.199401,19.062665
3155,280.11774,239.71689,217.24717,192.93736,160.92807,130.43681,106.08262,80.664927,59.609936,40.49902,27.198927,19.062333
3156,280.11285,239.71271,217.24338,192.934,160.92527,130.43453,106.08077,80.663519,59.608896,40.498314,27.198452,19.062
3157,280.10796,239.70853,217.23958,192.93063,160.92246,130.43225,106.07892,80.662112,59.607856,40.497607,27.197977,19.061667
3158,280.10307,239.70434,217.23579,192.92726,160.91965,130.42998,106.07707,80.660704,59.606816,40.4969,27.197503,19.061335
3159,280.09818,239.70016,217.232,192.9239,160.91684,130.4277,106.07522,80.659297,59.605775,40.496193,27.197028,19.061002
3160,280.09329,239.69598,217.22821,192.92053,160.91403,130.42543,106.07337,80.657889,59.604735,40.495487,27.196554,19.060669
3161,280.08841,239.69179,217.22442,192.91716,160.91122,130.42315,106.07152,80.656481,59.603695,40.49478,27.196079,19.060337
3162,280.08352,239.68761,217.22063,192.9138,160.90842,130.42087,106.06967,80.655074,59.602655,40.494073,27.195604,19.060004
3163,280.07863,239.68343,217.21684,192.91043,160.90561,130.4186,106.06781,80.653666,59.601615,40.493367,27.19513,19.059672
3164,280.07374,239.67925,217.21305,192.90706,160.9028,130.41632,106.06596,80.652259,59.600575,40.49266,27.194655,19.059339
3165,280.06885,239.67506,217.20926,192.9037,160.89999,130.41405,106.06411,80.650851,59.599534,40.491953,27.194181,19.059006
3166,280.06397,239.67088,217.20547,192.90033,160.89718,130.41177,106.06226,80.649443,59.598494,40.491246,27.193706,19.058674
3167,280.05908,239.6667,217.20168,192.89696,160.89438,130.40949,106.06041,80.648036,59.597454,40.49054,27.193231,19.058341
3168,280.05419,239.66251,217.19788,192.8936,160.89157,130.40722,106.05856,80.646628,59.596414,40.489833,27.192757,19.058008
3169,280.0493,239.65833,217.19409,192.89023,160.88876,130.40494,106.05671,80.645221,59.595374,40.489126,27.192282,19.057676
3170,280.04441,239.65415,217.1903,192.88686,160.88595,130.40267,106.05486,80.643813,59.594333,40.48842,27.191807,19.057343
3171,280.03953,239.64996,217.18651,192.8835,160.88314,130.40039,106.05301,80.642405,59.593293,40.487713,27.191333,19.05701
3172,280.03464,239.64578,217.18272,192.88013,160.88033,130.39811,106.05115,80.640998,59.592253,40.487006,27.190858,19.056678
3173,280.02975,239.6416,217.17893,192.87676,160.87753,130.39584,106.0493,80.63959,59.591213,40.4863,27.190384,19.056345
3174,280.02486,239.63742,217.17514,192.8734,160.87472,130.39356,106.04745,80.638183,59.590173,40.485593,27.189909,19.056013
3175,280.01997,239.63323,217.17135,192.87003,160.87191,130.39128,106.0456,80.636775,59.589132,40.484886,27.189434,19.05568
3176,280.01509,239.62905,217.16756,192.86666,160.8691,130.38901,106.04375,80.635367,59.588092,40.484179,27.18896,19.055347
3177,280.0102,239.62487,217.16377,192.8633,160.86629,130.38673,106.0419,80.63396,59.587052,40.483473,27.188485,19.055015
3178,280.00531,239.62068,217.15998,192.85993,160.86349,130.38446,106.04005,80.632552,59.586012,40.482766,27.188011,19.054682
3179,280.00042,239.6165,217.15618,192.85656,160.86068,130.38218,106.0382,80.631145,59.584972,40.482059,27.187536,19.054349
3180,279.99553,239.61232,217.15239,192.8532,160.85787,130.3799,106.03635,80.629737,59.583932,40.481353,27.187061,19.054017
3181,279.99065,239.60813,217.1486,192.84983,160.85506,130.37763,106.03449,80.628329,59.582891,40.480646,27.186587,19.053684
3182,279.98576,239.60395,217.14481,192.84646,160.85225,130.37535,106.03264,80.626922,59.581851,40.479939,27.186112,19.053352
3183,279.98087,239.59977,217.14102,192.8431,160.84945,130.37308,106.03079,80.625514,59.580811,40.479233,27.185637,19.053019
3184,279.97598,239.59558,217.13723,192.83973,160.84664,130.3708,106.02894,80.624107,59.579771,40.478526,27.185163,19.052686
3185,279.97109,239.5914,217.13344,192.83636,160.84383,130.36852,106.02709,80.622699,59.578731,40.477819,27.184688,19.052354
3186,279.96621,239.58722,217.12965,192.833,160.84102,130.36625,106.02524,80.621292,59.57769,40.477112,27.184214,19.052021
3187,279.96132,239.58304,217.12586,192.82963,160.83821,130.36397,106.02339,80.619884,59.57665,40.476406,27.183739,19.051688
3188,279.95643,239.57885,217.12207,192.82626,160.8354,130.3617,106.02154,80.618476,59.57561,40.475699,27.183264,19.051356
3189,279.95154,239.57467,217.11828,192.8229,160.8326,130.35942,106.01969,80.617069,59.57457,40.474992,27.18279,19.051023
3190,279.94665,239.57049,217.11448,192.81953,160.82979,130.35714,106.01783,80.615661,59.57353,40.474286,27.182315,19.05069
3191,279.94177,239.5663,217.11069,192.81616,160.82698,130.35487,106.01598,80.614254,59.57249,40.473579,27.18184,19.050358
3192,279.93688,239.56212,217.1069,192.8128,160.82417,130.35259,106.01413,80.612846,59.571449,40.472872,27.181366,19.050025
3193,279.93199,239.55794,217.10311,192.80943,160.82136,130.35031,106.01228,80.611438,59.570409,40.472166,27.180891,19.049693
3194,279.9271,239.55375,217.09932,192.80606,160.81856,130.34804,106.01043,80.610031,59.569369,40.471459,27.180417,19.04936
3195,279.92221,239.54957,217.09553,192.8027,160.81575,130.34576,106.00858,80.608623,59.568329,40.470752,27.179942,19.049027
3196,279.91733,239.54539,217.09174,192.79933,160.81294,130.34349,106.00673,80.607216,59.567289,40.470045,27.179467,19.048695
3197,279.91244,239.54121,217.08795,192.79596,160.81013,130.34121,106.00488,80.605808,59.566248,40.469339,27.178993,19.048362
3198,279.90755,239.53702,217.08416,192.7926,160.80732,130.33893,106.00302,80.6044,59.565208,40.468632,27.178518,19.048029
3199,279.90266,239.53284,217.08037,192.78923,160.80451,130.33666,106.00117,80.602993,59.564168,40.467925,27.178044,19.047697
3200,279.89777,239.52866,217.07657,192.78586,160.80171,130.33438,105.99932,80.601585,59.563128,40.467219,27.177569,19.047364
3201,279.89289,239.52447,217.07278,192.7825,160.7989,130.33211,105.99747,80.600178,59.562088,40.466512,27.177094,19.047031
3202,279.888,239.52029,217.06899,192.77913,160.79609,130.32983,105.99562,80.59877,59.561047,40.465805,27.17662,19.046699
3203,279.88311,239.51611,217.0652,192.77576,160.79328,130.32755,105.99377,80.597362,59.560007,40.465099,27.176145,19.046366
3204,279.87822,239.51192,217.06141,192.7724,160.79047,130.32528,105.99192,80.595955,59.558967,40.464392,27.17567,19.046034
3205,279.87333,239.50774,217.05762,192.76903,160.78767,130.323,105.99007,80.594547,59.557927,40.463685,27.175196,19.045701
3206,279.86845,239.50356,217.05383,192.76566,160.78486,130.32073,105.98822,80.59314,59.556887,40.462978,27.174721,19.045368
3207,279.86356,239.49938,217.05004,192.76229,160.78205,130.31845,105.98636,80.591732,59.555847,40.462272,27.174247,19.045036
3208,279.85867,239.49519,217.04625,192.75893,160.77924,130.31617,105.98451,80.590324,59.554806,40.461565,27.173772,19.044703
3209,279.85378,239.49101,217.04246,192.75556,160.77643,130.3139,105.98266,80.588917,59.553766,40.460858,27.173297,19.04437
3210,279.84889,239.48683,217.03867,192.75219,160.77362,130.31162,105.98081,80.587509,59.552726,40.460152,27.172823,19.044038
3211,279.84401,239.48264,217.03487,192.74883,160.77082,130.30934,105.97896,80.586102,59.551686,40.459445,27.172348,19.043705
3212,279.83912,239.47846,217.03108,192.74546,160.76801,130.30707,105.97711,80.584694,59.550646,40.458738,27.171874,19.043372
3213,279.83423,239.47428,217.02729,192.74209,160.7652,130.30479,105.97526,80.583287,59.549605,40.458031,27.171399,19.04304
3214,279.82934,239.47009,217.0235,192.73873,160.76239,130.30252,105.97341,80.581879,59.548565,40.457325,27.170924,19.042707
3215,279.82445,239.46591,217.01971,192.73536,160.75958,130.30024,105.97156,80.580471,59.547525,40.456618,27.17045,19.042375
3216,279.81957,239.46173,217.01592,192.73199,160.75678,130.29796,105.9697,80.579064,59.546485,40.455911,27.169975,19.042042
3217,279.81468,239.45754,217.01213,192.72863,160.75397,130.29569,105.96785,80.577656,59.545445,40.455205,27.1695,19.041709
3218,279.80979,239.45336,217.00834,192.72526,160.75116,130.29341,105.966,80.576249,59.544405,40.454498,27.169026,19.041377
3219,279.8049,239.44918,217.00455,192.72189,160.74835,130.29114,105.96415,80.574841,59.543364,40.453791,27.168551,19.041044
3220,279.80001,239.445,217.00076,192.71853,160.74554,130.28886,105.9623,80.573433,59.542324,40.453085,27.168077,19.040711
3221,279.79513,239.44081,216.99697,192.71516,160.74273,130.28658,105.96045,80.572026,59.541284,40.452378,27.167602,19.040379
3222,279.79024,239.43663,216.99317,192.71179,160.73993,130.28431,105.9586,80.570618,59.540244,40.451671,27.167127,19.040046
3223,279.78535,239.43245,216.98938,192.70843,160.73712,130.28203,105.95675,80.569211,59.539204,40.450964,27.166653,19.039713
3224,279.78046,239.42826,216.98559,192.70506,160.73431,130.27976,105.9549,80.567803,59.538163,40.450258,27.166178,19.039381
3225,279.77557,239.42408,216.9818,192.70169,160.7315,130.27748,105.95304,80.566395,59.537123,40.449551,27.165703,19.039048
3226,279.77069,239.4199,216.97801,192.69833,160.72869,130.2752,105.95119,80.564988,59.536083,40.448844,27.165229,19.038716
3227,279.7658,239.41571,216.97422,192.69496,160.72589,130.27293,105.94934,80.56358,59.535043,40.448138,27.164754,19.038383
3228,279.76091,239.41153,216.97043,192.69159,160.72308,130.27065,105.94749,80.562173,59.534003,40.447431,27.16428,19.03805
3229,279.75602,239.40735,216.96664,192.68823,160.72027,130.26837,105.94564,80.560765,59.532962,40.446724,27.163805,19.037718
3230,279.75113,239.40317,216.96285,192.68486,160.71746,130.2661,105.94379,80.559357,59.531922,40.446018,27.16333,19.037385
3231,279.74625,239.39898,216.95906,192.68149,160.71465,130.26382,105.94194,80.55795,59.530882,40.445311,27.162856,19.037052
3232,279.74136,239.3948,216.95526,192.67813,160.71184,130.26155,105.94009,80.556542,59.529842,40.444604,27.162381,19.03672
3233,279.73647,239.39062,216.95147,192.67476,160.70904,130.25927,105.93824,80.555135,59.528802,40.443897,27.161907,19.036387
3234,279.73158,239.38643,216.94768,192.67139,160.70623,130.25699,105.93638,80.553727,59.527762,40.443191,27.161432,19.036054
3235,279.72829,239.38361,216.94513,192.66912,160.70433,130.25546,105.93514,80.552778,59.52706,40.442714,27.161112,19.03583
3236,279.72499,239.38079,216.94257,192.66685,160.70244,130.25392,105.93389,80.551828,59.526358,40.442237,27.160792,19.035606
3237,279.72169,239.37797,216.94001,192.66458,160.70055,130.25239,105.93264,80.550879,59.525657,40.441761,27.160472,19.035381
3238,279.7184,239.37515,216.93746,192.66231,160.69865,130.25085,105.93139,80.54993,59.524955,40.441284,27.160152,19.035157
3239,279.7151,239.37233,216.9349,192.66004,160.69676,130.24932,105.93014,80.54898,59.524254,40.440808,27.159831,19.034933
3240,279.7118,239.36951,216.93234,192.65777,160.69486,130.24778,105.92889,80.548031,59.523552,40.440331,27.159511,19.034708
3241,279.70851,239.36669,216.92979,192.6555,160.69297,130.24625,105.92764,80.547082,59.522851,40.439854,27.159191,19.034484
3242,279.70521,239.36386,216.92723,192.65323,160.69108,130.24471,105.9264,80.546132,59.522149,40.439378,27.158871,19.03426
3243,279.70191,239.36104,216.92467,192.65096,160.68918,130.24318,105.92515,80.545183,59.521448,40.438901,27.158551,19.034035
3244,279.69862,239.35822,216.92212,192.64869,160.68729,130.24164,105.9239,80.544234,59.520746,40.438424,27.158231,19.033811
3245,279.69532,239.3554,216.91956,192.64642,160.68539,130.24011,105.92265,80.543284,59.520045,40.437948,27.157911,19.033587
3246,279.69202,239.35258,216.917,192.64415,160.6835,130.23857,105.9214,80.542335,59.519343,40.437471,27.157591,19.033362
3247,279.68873,239.34976,216.91445,192.64187,160.68161,130.23704,105.92015,80.541386,59.518642,40.436995,27.157271,19.033138
3248,279.68543,239.34694,216.91189,192.6396,160.67971,130.2355,105.91891,80.540436,59.51794,40.436518,27.156951,19.032914
3249,279.68213,239.34412,216.90933,192.63733,160.67782,130.23397,105.91766,80.539487,59.517238,40.436041,27.15663,19.032689
3250,279.67884,239.34129,216.90678,192.63506,160.67593,130.23243,105.91641,80.538538,59.516537,40.435565,27.15631,19.032465
3251,279.67554,239.33847,216.90422,192.63279,160.67403,130.2309,105.91516,80.537588,59.515835,40.435088,27.15599,19.032241
3252,279.67224,239.33565,216.90166,192.63052,160.67214,130.22936,105.91391,80.536639,59.515134,40.434611,27.15567,19.032016
3253,279.66895,239.33283,216.8991,192.62825,160.67024,130.22783,105.91266,80.53569,59.514432,40.434135,27.15535,19.031792
3254,279.66565,239.33001,216.89655,192.62598,160.66835,130.22629,105.91141,80.53474,59.513731,40.433658,27.15503,19.031568
3255,279.66235,239.32719,216.89399,192.62371,160.66646,130.22476,105.91017,80.533791,59.513029,40.433182,27.15471,19.031343
3256,279.65906,239.32437,216.89143,192.62144,160.66456,130.22322,105.90892,80.532842,59.512328,40.432705,27.15439,19.031119
3257,279.65576,239.32155,216.88888,192.61917,160.66267,130.22169,105.90767,80.531892,59.511626,40.432228,27.15407,19.030895
3258,279.65246,239.31872,216.88632,192.6169,160.66077,130.22015,105.90642,80.530943,59.510925,40.431752,27.15375,19.03067
3259,279.64917,239.3159,216.88376,192.61463,160.65888,130.21862,105.90517,80.529994,59.510223,40.431275,27.153429,19.030446
3260,279.64587,239.31308,216.88121,192.61236,160.65699,130.21708,105.90392,80.529044,59.509522,40.430798,27.153109,19.030222
3261,279.64257,239.31026,216.87865,192.61009,160.65509,130.21555,105.90268,80.528095,59.50882,40.430322,27.152789,19.029997
3262,279.63928,239.30744,216.87609,192.60781,160.6532,130.21401,105.90143,80.527146,59.508118,40.429845,27.152469,19.029773
3263,279.63598,239.30462,216.87354,192.60554,160.6513,130.21248,105.90018,80.526196,59.507417,40.429369,27.152149,19.029549
3264,279.63268,239.3018,216.87098,192.60327,160.64941,130.21094,105.89893,80.525247,59.506715,40.428892,27.151829,19.029324
3265,279.62939,239.29898,216.86842,192.601,160.64752,130.20941,105.89768,80.524298,59.506014,40.428415,27.151509,19.0291
3266,279.62609,239.29616,216.86587,192.59873,160.64562,130.20787,105.89643,80.523348,59.505312,40.427939,27.151189,19.028876
3267,279.62279,239.29333,216.86331,192.59646,160.64373,130.20634,105.89518,80.522399,59.504611,40.427462,27.150869,19.028651
3268,279.6195,239.29051,216.86075,192.59419,160.64183,130.2048,105.89394,80.52145,59.503909,40.426985,27.150549,19.028427
3269,279.6162,239.28769,216.8582,192.59192,160.63994,130.20327,105.89269,80.5205,59.503208,40.426509,27.150228,19.028203
3270,279.6129,239.28487,216.85564,192.58965,160.63805,130.20173,105.89144,80.519551,59.502506,40.426032,27.149908,19.027978
3271,279.60961,239.28205,216.85308,192.58738,160.63615,130.2002,105.89019,80.518602,59.501805,40.425556,27.149588,19.027754
3272,279.60631,239.27923,216.85053,192.58511,160.63426,130.19866,105.88894,80.517653,59.501103,40.425079,27.149268,19.02753
3273,279.60301,239.27641,216.84797,192.58284,160.63236,130.19713,105.88769,80.516703,59.500402,40.424602,27.148948,19.027305
3274,279.59972,239.27359,216.84541,192.58057,160.63047,130.19559,105.88645,80.515754,59.4997,40.424126,27.148628,19.027081
3275,279.59642,239.27076,216.84286,192.5783,160.62858,130.19406,105.8852,80.514805,59.498998,40.423649,27.148308,19.026856
3276,279.59312,239.26794,216.8403,192.57603,160.62668,130.19252,105.88395,80.513855,59.498297,40.423172,27.147988,19.026632
3277,279.58983,239.26512,216.83774,192.57376,160.62479,130.19099,105.8827,80.512906,59.497595,40.422696,27.147668,19.026408
3278,279.58653,239.2623,216.83519,192.57148,160.6229,130.18945,105.88145,80.511957,59.496894,40.422219,27.147348,19.026183
3279,279.58323,239.25948,216.83263,192.56921,160.621,130.18792,105.8802,80.511007,59.496192,40.421743,27.147027,19.025959
3280,279.57994,239.25666,216.83007,192.56694,160.61911,130.18638,105.87895,80.510058,59.495491,40.421266,27.146707,19.025735
3281,279.57664,239.25384,216.82752,192.56467,160.61721,130.18485,105.87771,80.509109,59.494789,40.420789,27.146387,19.02551
3282,279.57334,239.25102,216.82496,192.5624,160.61532,130.18331,105.87646,80.508159,59.494088,40.420313,27.146067,19.025286
3283,279.57005,239.2482,216.8224,192.56013,160.61343,130.18178,105.87521,80.50721,59.493386,40.419836,27.145747,19.025062
3284,279.56675,239.24537,216.81985,192.55786,160.61153,130.18024,105.87396,80.506261,59.492685,40.419359,27.145427,19.024837
3285,279.56345,239.24255,216.81729,192.55559,160.60964,130.1787,105.87271,80.505311,59.491983,40.418883,27.145107,19.024613
