Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa)
152,-5.9178179,0,0,0,0,-1.1888894,-2.2884176,0,0,0,0,0
153,-5.9310777,0,0,0,0,-1.1915532,-2.2935452,0,0,0,0,0
154,-5.9443375,0,0,0,0,-1.1942171,-2.2986727,0,0,0,0,0
155,-5.9575974,0,0,0,0,-1.196881,-2.3038003,0,0,0,0,0
156,-5.9708572,0,0,0,0,-1.1995449,-2.3089279,0,0,0,0,0
157,-5.984117,0,0,0,0,-1.2022088,-2.3140554,0,0,0,0,0
158,-5.9973769,0,0,0,0,-1.2048727,-2.319183,0,0,0,0,0
159,-6.0106367,0,0,0,0,-1.2075366,-2.3243106,0,0,0,0,0
160,-6.0238965,0,0,0,0,-1.2102005,-2.3294382,0,0,0,0,0
161,-6.0371563,0,0,0,0,-1.2128644,-2.3345657,0,0,0,0,0
162,-6.0504162,0,0,0,0,-1.2155283,-2.3396933,0,0,0,0,0
163,-6.063676,0,0,0,0,-1.2181922,-2.3448209,0,0,0,0,0
164,-6.0769358,0,0,0,0,-1.2208561,-2.3499484,0,0,0,0,0
165,-6.0901957,0,0,0,0,-1.22352,-2.355076,0,0,0,0,0
166,-6.1034555,0,0,0,0,-1.2261839,-2.3602036,0,0,0,0,0
167,-6.1167153,0,0,0,0,-1.2288478,-2.3653311,0,0,0,0,0
168,-6.1299751,0,0,0,0,-1.2315117,-2.3704587,0,0,0,0,0
169,-6.143235,0,0,0,0,-1.2341756,-2.3755863,0,0,0,0,0
170,-6.1564948,0,0,0,0,-1.2368395,-2.3807139,0,0,0,0,0
171,-6.1697546,0,0,0,0,-1.2395034,-2.3858414,0,0,0,0,0
172,-6.1830145,0,0,0,0,-1.2421673,-2.390969,0,0,0,0,0
173,-6.1962743,0,0,0,0,-1.2448312,-2.3960966,0,0,0,0,0
174,-6.2095341,0,0,0,0,-1.2474951,-2.4012241,0,0,0,0,0
175,-6.2227939,0,0,0,0,-1.250159,-2.4063517,0,0,0,0,0
176,-6.2360538,0,0,0,0,-1.2528229,-2.4114793,0,0,0,0,0
177,-6.2493136,0,0,0,0,-1.2554868,-2.4166068,0,0,0,0,0
178,-6.2625734,0,0,0,0,-1.2581507,-2.4217344,0,0,0,0,0
179,-6.2758332,0,0,0,0,-1.2608146,-2.426862,0,0,0,0,0
180,-6.2890931,0,0,0,0,-1.2634785,-2.4319896,0,0,0,0,0
181,-6.3023529,0,0,0,0,-1.2661424,-2.4371171,0,0,0,0,0
182,-6.3156127,0,0,0,0,-1.2688063,-2.4422447,0,0,0,0,0
183,-6.3288726,0,0,0,0,-1.2714702,-2.4473723,0,0,0,0,0
184,-6.3421324,0,0,0,0,-1.2741341,-2.4524998,0,0,0,0,0
185,-6.3553922,0,0,0,0,-1.276798,-2.4576274,0,0,0,0,0
186,-6.368652,0,0,0,0,-1.2794619,-2.462755,0,0,0,0,0
187,-6.3819119,0,0,0,0,-1.2821258,-2.4678825,0,0,0,0,0
188,-6.3951717,0,0,0,0,-1.2847897,-2.4730101,0,0,0,0,0
189,-6.4084315,0,0,0,0,-1.2874536,-2.4781377,0,0,0,0,0
190,-6.4216914,0,0,0,0,-1.2901175,-2.4832653,0,0,0,0,0
191,-6.4349512,0,0,0,0,-1.2927814,-2.4883928,0,0,0,0,0
192,-6.448211,0,0,0,0,-1.2954453,-2.4935204,0,0,0,0,0
193,-6.4614708,0,0,0,0,-1.2981092,-2.498648,0,0,0,0,0
194,-6.4747307,0,0,0,0,-1.3007731,-2.5037755,0,0,0,0,0
195,-6.4879905,0,0,0,0,-1.303437,-2.5089031,0,0,0,0,0
196,-6.5012503,0,0,0,0,-1.3061009,-2.5140307,0,0,0,0,0
197,-6.5145102,0,0,0,0,-1.3087648,-2.5191582,0,0,0,0,0
198,-6.52777,0,0,0,0,-1.3114287,-2.5242858,0,0,0,0,0
199,-6.5410298,0,0,0,0,-1.3140926,-2.5294134,0,0,0,0,0
200,-6.5542896,0,0,0,0,-1.3167565,-2.534541,0,0,0,0,0
201,-6.5675495,0,0,0,0,-1.3194204,-2.5396685,0,0,0,0,0
202,-6.5808093,0,0,0,0,-1.3220843,-2.5447961,0,0,0,0,0
203,-6.5940691,0,0,0,0,-1.3247482,-2.5499237,0,0,0,0,0
204,-6.607329,0,0,0,0,-1.3274121,-2.5550512,0,0,0,0,0
205,-6.6205888,0,0,0,0,-1.330076,-2.5601788,0,0,0,0,0
206,-6.6338486,0,0,0,0,-1.3327399,-2.5653064,0,0,0,0,0
207,-6.6471084,0,0,0,0,-1.3354038,-2.5704339,0,0,0,0,0
208,-6.6603683,0,0,0,0,-1.3380677,-2.5755615,0,0,0,0,0
209,-6.6736281,0,0,0,0,-1.3407316,-2.5806891,0,0,0,0,0
210,-6.6868879,0,0,0,0,-1.3433955,-2.5858167,0,0,0,0,0
211,-6.7001478,0,0,0,0,-1.3460594,-2.5909442,0,0,0,0,0
212,-6.7134076,0,0,0,0,-1.3487233,-2.5960718,0,0,0,0,0
213,-6.7266674,0,0,0,0,-1.3513872,-2.6011994,0,0,0,0,0
214,-6.7399272,0,0,0,0,-1.3540511,-2.6063269,0,0,0,0,0
215,-6.7531871,0,0,0,0,-1.356715,-2.6114545,0,0,0,0,0
216,-6.7664469,0,0,0,0,-1.3593789,-2.6165821,0,0,0,0,0
217,-6.7797067,0,0,0,0,-1.3620428,-2.6217096,0,0,0,0,0
218,-6.7929666,0,0,0,0,-1.3647067,-2.6268372,0,0,0,0,0
219,-6.8062264,0,0,0,0,-1.3673706,-2.6319648,0,0,0,0,0
220,-6.8194862,0,0,0,0,-1.3700345,-2.6370923,0,0,0,0,0
221,-6.832746,0,0,0,0,-1.3726984,-2.6422199,0,0,0,0,0
222,-6.8460059,0,0,0,0,-1.3753623,-2.6473475,0,0,0,0,0
223,-6.8592657,0,0,0,0,-1.3780262,-2.6524751,0,0,0,0,0
224,-6.8725255,0,0,0,0,-1.3806901,-2.6576026,0,0,0,0,0
225,-6.8857854,0,0,0,0,-1.383354,-2.6627302,0,0,0,0,0
226,-6.8990452,0,0,0,0,-1.3860179,-2.6678578,0,0,0,0,0
227,-6.912305,0,0,0,0,-1.3886818,-2.6729853,0,0,0,0,0
228,-6.9255648,0,0,0,0,-1.3913457,-2.6781129,0,0,0,0,0
229,-6.9388247,0,0,0,0,-1.3940096,-2.6832405,0,0,0,0,0
230,-6.9520845,0,0,0,0,-1.3966735,-2.688368,0,0,0,0,0
231,-6.9653443,0,0,0,0,-1.3993374,-2.6934956,0,0,0,0,0
232,-6.9786042,0,0,0,0,-1.4020013,-2.6986232,0,0,0,0,0
233,-6.991864,0,0,0,0,-1.4046652,-2.7037508,0,0,0,0,0
234,-7.0051238,0,0,0,0,-1.4073291,-2.7088783,0,0,0,0,0
235,-7.0183836,0,0,0,0,-1.409993,-2.7140059,0,0,0,0,0
236,-7.0316435,0,0,0,0,-1.4126569,-2.7191335,0,0,0,0,0
237,-7.0449033,0,0,0,0,-1.4153208,-2.724261,0,0,0,0,0
238,-7.0581631,0,0,0,0,-1.4179847,-2.7293886,0,0,0,0,0
239,-7.071423,0,0,0,0,-1.4206486,-2.7345162,0,0,0,0,0
240,-7.0846828,0,0,0,0,-1.4233125,-2.7396437,0,0,0,0,0
241,-7.0979426,0,0,0,0,-1.4259764,-2.7447713,0,0,0,0,0
242,-7.1112024,0,0,0,0,-1.4286403,-2.7498989,0,0,0,0,0
243,-7.1244623,0,0,0,0,-1.4313042,-2.7550265,0,0,0,0,0
244,-7.1377221,0,0,0,0,-1.4339681,-2.760154,0,0,0,0,0
245,-7.1509819,0,0,0,0,-1.436632,-2.7652816,0,0,0,0,0
246,-7.1642418,0,0,0,0,-1.4392958,-2.7704092,0,0,0,0,0
247,-7.1775016,0,0,0,0,-1.4419597,-2.7755367,0,0,0,0,0
248,-7.1907614,0,0,0,0,-1.4446236,-2.7806643,0,0,0,0,0
249,-7.2040212,0,0,0,0,-1.4472875,-2.7857919,0,0,0,0,0
250,-7.2172811,0,0,0,0,-1.4499514,-2.7909194,0,0,0,0,0
251,-7.18367,0,0,0,0,-1.443199,-2.7779221,0,0,0,0,0
252,-7.1500589,0,0,0,0,-1.4364465,-2.7649247,0,0,0,0,0
253,-7.1164478,0,0,0,0,-1.4296941,-2.7519273,0,0,0,0,0
254,-7.0828367,0,0,0,0,-1.4229416,-2.7389299,0,0,0,0,0
255,-7.0492257,0,0,0,0,-1.4161891,-2.7259325,0,0,0,0,0
256,-7.0156146,0,0,0,0,-1.4094367,-2.7129351,0,0,0,0,0
257,-6.9820035,0,0,0,0,-1.4026842,-2.6999377,0,0,0,0,0
258,-6.9483924,0,0,0,0,-1.3959317,-2.6869403,0,0,0,0,0
259,-6.9147813,0,0,0,0,-1.3891793,-2.6739429,0,0,0,0,0
260,-6.8811702,0,0,0,0,-1.3824268,-2.6609455,0,0,0,0,0
261,-6.8475592,0,0,0,0,-1.3756743,-2.6479481,0,0,0,0,0
262,-6.8139481,0,0,0,0,-1.3689219,-2.6349508,0,0,0,0,0
263,-6.780337,0,0,0,0,-1.3621694,-2.6219534,0,0,0,0,0
264,-6.7467259,0,0,0,0,-1.3554169,-2.608956,0,0,0,0,0
265,-6.7131148,0,0,0,0,-1.3486645,-2.5959586,0,0,0,0,0
266,-6.6795037,0,0,0,0,-1.341912,-2.5829612,0,0,0,0,0
267,-6.6458927,0,0,0,0,-1.3351595,-2.5699638,0,0,0,0,0
268,-6.6122816,0,0,0,0,-1.3284071,-2.5569664,0,0,0,0,0
269,-6.5786705,0,0,0,0,-1.3216546,-2.543969,0,0,0,0,0
270,-6.5450594,0,0,0,0,-1.3149021,-2.5309716,0,0,0,0,0
271,-6.5114483,0,0,0,0,-1.3081497,-2.5179742,0,0,0,0,0
272,-6.4778372,0,0,0,0,-1.3013972,-2.5049768,0,0,0,0,0
273,-6.4442262,0,0,0,0,-1.2946448,-2.4919795,0,0,0,0,0
274,-6.4106151,0,0,0,0,-1.2878923,-2.4789821,0,0,0,0,0
275,-6.377004,0,0,0,0,-1.2811398,-2.4659847,0,0,0,0,0
276,-6.3433929,0,0,0,0,-1.2743874,-2.4529873,0,0,0,0,0
277,-6.3097818,0,0,0,0,-1.2676349,-2.4399899,0,0,0,0,0
278,-6.2761707,0,0,0,0,-1.2608824,-2.4269925,0,0,0,0,0
279,-6.2425597,0,0,0,0,-1.25413,-2.4139951,0,0,0,0,0
280,-6.2089486,0,0,0,0,-1.2473775,-2.4009977,0,0,0,0,0
281,-6.1753375,0,0,0,0,-1.240625,-2.3880003,0,0,0,0,0
282,-6.1417264,0,0,0,0,-1.2338726,-2.3750029,0,0,0,0,0
283,-6.1081153,0,0,0,0,-1.2271201,-2.3620055,0,0,0,0,0
284,-6.0745043,0,0,0,0,-1.2203676,-2.3490082,0,0,0,0,0
285,-6.0408932,0,0,0,0,-1.2136152,-2.3360108,0,0,0,0,0
286,-6.0072821,0,0,0,0,-1.2068627,-2.3230134,0,0,0,0,0
287,-5.973671,0,0,0,0,-1.2001102,-2.310016,0,0,0,0,0
288,-5.9400599,0,0,0,0,-1.1933578,-2.2970186,0,0,0,0,0
289,-5.9064488,0,0,0,0,-1.1866053,-2.2840212,0,0,0,0,0
290,-5.8728378,0,0,0,0,-1.1798528,-2.2710238,0,0,0,0,0
291,-5.8392267,0,0,0,0,-1.1731004,-2.2580264,0,0,0,0,0
292,-5.8056156,0,0,0,0,-1.1663479,-2.245029,0,0,0,0,0
293,-5.7720045,0,0,0,0,-1.1595954,-2.2320316,0,0,0,0,0
294,-5.7383934,0,0,0,0,-1.152843,-2.2190342,0,0,0,0,0
295,-5.7047823,0,0,0,0,-1.1460905,-2.2060368,0,0,0,0,0
296,-5.6711713,0,0,0,0,-1.1393381,-2.1930395,0,0,0,0,0
297,-5.6375602,0,0,0,0,-1.1325856,-2.1800421,0,0,0,0,0
298,-5.6039491,0,0,0,0,-1.1258331,-2.1670447,0,0,0,0,0
299,-5.570338,0,0,0,0,-1.1190807,-2.1540473,0,0,0,0,0
300,-5.5367269,0,0,0,0,-1.1123282,-2.1410499,0,0,0,0,0
301,-5.5031158,0,0,0,0,-1.1055757,-2.1280525,0,0,0,0,0
302,-5.4695048,0,0,0,0,-1.0988233,-2.1150551,0,0,0,0,0
303,-5.4358937,0,0,0,0,-1.0920708,-2.1020577,0,0,0,0,0
304,-5.4022826,0,0,0,0,-1.0853183,-2.0890603,0,0,0,0,0
305,-5.3686715,0,0,0,0,-1.0785659,-2.0760629,0,0,0,0,0
306,-5.3350604,0,0,0,0,-1.0718134,-2.0630655,0,0,0,0,0
307,-5.3014494,0,0,0,0,-1.0650609,-2.0500682,0,0,0,0,0
308,-5.2678383,0,0,0,0,-1.0583085,-2.0370708,0,0,0,0,0
309,-5.2342272,0,0,0,0,-1.051556,-2.0240734,0,0,0,0,0
310,-5.2006161,0,0,0,0,-1.0448035,-2.011076,0,0,0,0,0
311,-5.167005,0,0,0,0,-1.0380511,-1.9980786,0,0,0,0,0
312,-5.1333939,0,0,0,0,-1.0312986,-1.9850812,0,0,0,0,0
313,-5.0997829,0,0,0,0,-1.0245461,-1.9720838,0,0,0,0,0
314,-5.0661718,0,0,0,0,-1.0177937,-1.9590864,0,0,0,0,0
315,-5.0325607,0,0,0,0,-1.0110412,-1.946089,0,0,0,0,0
316,-4.9989496,0,0,0,0,-1.0042888,-1.9330916,0,0,0,0,0
317,-4.9653385,0,0,0,0,-0.99753629,-1.9200942,0,0,0,0,0
318,-4.9317274,0,0,0,0,-0.99078382,-1.9070969,0,0,0,0,0
319,-4.8981164,0,0,0,0,-0.98403136,-1.8940995,0,0,0,0,0
320,-4.8645053,0,0,0,0,-0.97727889,-1.8811021,0,0,0,0,0
321,-4.8308942,0,0,0,0,-0.97052643,-1.8681047,0,0,0,0,0
322,-4.7972831,0,0,0,0,-0.96377396,-1.8551073,0,0,0,0,0
323,-4.763672,0,0,0,0,-0.9570215,-1.8421099,0,0,0,0,0
324,-4.7300609,0,0,0,0,-0.95026903,-1.8291125,0,0,0,0,0
325,-4.6964499,0,0,0,0,-0.94351657,-1.8161151,0,0,0,0,0
326,-4.6628388,0,0,0,0,-0.9367641,-1.8031177,0,0,0,0,0
327,-4.6292277,0,0,0,0,-0.93001164,-1.7901203,0,0,0,0,0
328,-4.5956166,0,0,0,0,-0.92325917,-1.7771229,0,0,0,0,0
329,-4.5620055,0,0,0,0,-0.91650671,-1.7641256,0,0,0,0,0
330,-4.5283945,0,0,0,0,-0.90975424,-1.7511282,0,0,0,0,0
331,-4.4947834,0,0,0,0,-0.90300178,-1.7381308,0,0,0,0,0
332,-4.4611723,0,0,0,0,-0.89624931,-1.7251334,0,0,0,0,0
333,-4.4275612,0,0,0,0,-0.88949685,-1.712136,0,0,0,0,0
334,-4.3939501,0,0,0,0,-0.88274438,-1.6991386,0,0,0,0,0
