Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa)
3113,267.43302,0,0,0,0,0,51.822084,4.2373805,0,0,0,0,458.0851,81.207373,0,0,10.070703,82.422875,131.97727,27.278185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3114,267.42424,0,0,0,0,0,51.820382,4.2372413,0,0,0,0,458.07005,81.204705,0,0,10.070372,82.420167,131.97293,27.277288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115,267.41545,0,0,0,0,0,51.818679,4.2371021,0,0,0,0,458.05499,81.202037,0,0,10.070041,82.417459,131.9686,27.276392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,267.40666,0,0,0,0,0,51.816976,4.2369628,0,0,0,0,458.03994,81.199368,0,0,10.069711,82.41475,131.96426,27.275496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3117,267.39787,0,0,0,0,0,51.815273,4.2368236,0,0,0,0,458.02489,81.1967,0,0,10.06938,82.412042,131.95992,27.274599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3118,267.38909,0,0,0,0,0,51.81357,4.2366844,0,0,0,0,458.00984,81.194032,0,0,10.069049,82.409334,131.95559,27.273703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,267.3803,0,0,0,0,0,51.811868,4.2365451,0,0,0,0,457.99479,81.191363,0,0,10.068718,82.406626,131.95125,27.272807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,267.37151,0,0,0,0,0,51.810165,4.2364059,0,0,0,0,457.97973,81.188695,0,0,10.068387,82.403917,131.94691,27.27191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,267.36272,0,0,0,0,0,51.808462,4.2362667,0,0,0,0,457.96468,81.186026,0,0,10.068056,82.401209,131.94258,27.271014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,267.35394,0,0,0,0,0,51.806759,4.2361274,0,0,0,0,457.94963,81.183358,0,0,10.067725,82.398501,131.93824,27.270118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,267.34515,0,0,0,0,0,51.805056,4.2359882,0,0,0,0,457.93458,81.18069,0,0,10.067394,82.395792,131.93391,27.269221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124,267.33636,0,0,0,0,0,51.803354,4.235849,0,0,0,0,457.91953,81.178021,0,0,10.067063,82.393084,131.92957,27.268325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,267.32757,0,0,0,0,0,51.801651,4.2357097,0,0,0,0,457.90447,81.175353,0,0,10.066732,82.390376,131.92523,27.267429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,267.31879,0,0,0,0,0,51.799948,4.2355705,0,0,0,0,457.88942,81.172685,0,0,10.066402,82.387667,131.9209,27.266532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,267.31,0,0,0,0,0,51.798245,4.2354313,0,0,0,0,457.87437,81.170016,0,0,10.066071,82.384959,131.91656,27.265636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,267.30121,0,0,0,0,0,51.796542,4.235292,0,0,0,0,457.85932,81.167348,0,0,10.06574,82.382251,131.91222,27.26474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,267.29242,0,0,0,0,0,51.79484,4.2351528,0,0,0,0,457.84427,81.16468,0,0,10.065409,82.379543,131.90789,27.263843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3130,267.28364,0,0,0,0,0,51.793137,4.2350136,0,0,0,0,457.82921,81.162011,0,0,10.065078,82.376834,131.90355,27.262947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,267.27485,0,0,0,0,0,51.791434,4.2348743,0,0,0,0,457.81416,81.159343,0,0,10.064747,82.374126,131.89921,27.262051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,267.26606,0,0,0,0,0,51.789731,4.2347351,0,0,0,0,457.79911,81.156675,0,0,10.064416,82.371418,131.89488,27.261154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3133,267.25727,0,0,0,0,0,51.788028,4.2345959,0,0,0,0,457.78406,81.154006,0,0,10.064085,82.368709,131.89054,27.260258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,267.24849,0,0,0,0,0,51.786326,4.2344566,0,0,0,0,457.76901,81.151338,0,0,10.063754,82.366001,131.8862,27.259362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,267.2397,0,0,0,0,0,51.784623,4.2343174,0,0,0,0,457.75395,81.148669,0,0,10.063423,82.363293,131.88187,27.258466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3136,267.23091,0,0,0,0,0,51.78292,4.2341782,0,0,0,0,457.7389,81.146001,0,0,10.063092,82.360585,131.87753,27.257569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3137,267.22212,0,0,0,0,0,51.781217,4.2340389,0,0,0,0,457.72385,81.143333,0,0,10.062762,82.357876,131.87319,27.256673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3138,267.21334,0,0,0,0,0,51.779514,4.2338997,0,0,0,0,457.7088,81.140664,0,0,10.062431,82.355168,131.86886,27.255777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3139,267.20455,0,0,0,0,0,51.777812,4.2337605,0,0,0,0,457.69375,81.137996,0,0,10.0621,82.35246,131.86452,27.25488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140,267.19576,0,0,0,0,0,51.776109,4.2336212,0,0,0,0,457.67869,81.135328,0,0,10.061769,82.349751,131.86018,27.253984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,267.18697,0,0,0,0,0,51.774406,4.233482,0,0,0,0,457.66364,81.132659,0,0,10.061438,82.347043,131.85585,27.253088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,267.17819,0,0,0,0,0,51.772703,4.2333428,0,0,0,0,457.64859,81.129991,0,0,10.061107,82.344335,131.85151,27.252191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,267.1694,0,0,0,0,0,51.771,4.2332035,0,0,0,0,457.63354,81.127323,0,0,10.060776,82.341626,131.84717,27.251295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,267.16061,0,0,0,0,0,51.769298,4.2330643,0,0,0,0,457.61849,81.124654,0,0,10.060445,82.338918,131.84284,27.250399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3145,267.15182,0,0,0,0,0,51.767595,4.2329251,0,0,0,0,457.60343,81.121986,0,0,10.060114,82.33621,131.8385,27.249502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,267.14304,0,0,0,0,0,51.765892,4.2327858,0,0,0,0,457.58838,81.119318,0,0,10.059783,82.333502,131.83416,27.248606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,267.13425,0,0,0,0,0,51.764189,4.2326466,0,0,0,0,457.57333,81.116649,0,0,10.059452,82.330793,131.82983,27.24771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3148,267.12546,0,0,0,0,0,51.762486,4.2325074,0,0,0,0,457.55828,81.113981,0,0,10.059122,82.328085,131.82549,27.246813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149,267.11667,0,0,0,0,0,51.760784,4.2323681,0,0,0,0,457.54323,81.111312,0,0,10.058791,82.325377,131.82115,27.245917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3150,267.10789,0,0,0,0,0,51.759081,4.2322289,0,0,0,0,457.52817,81.108644,0,0,10.05846,82.322668,131.81682,27.245021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151,267.0991,0,0,0,0,0,51.757378,4.2320896,0,0,0,0,457.51312,81.105976,0,0,10.058129,82.31996,131.81248,27.244124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3152,267.09031,0,0,0,0,0,51.755675,4.2319504,0,0,0,0,457.49807,81.103307,0,0,10.057798,82.317252,131.80814,27.243228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3153,267.08152,0,0,0,0,0,51.753972,4.2318112,0,0,0,0,457.48302,81.100639,0,0,10.057467,82.314543,131.80381,27.242332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,267.07274,0,0,0,0,0,51.75227,4.2316719,0,0,0,0,457.46797,81.097971,0,0,10.057136,82.311835,131.79947,27.241435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,267.06395,0,0,0,0,0,51.750567,4.2315327,0,0,0,0,457.45291,81.095302,0,0,10.056805,82.309127,131.79513,27.240539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3156,267.05516,0,0,0,0,0,51.748864,4.2313935,0,0,0,0,457.43786,81.092634,0,0,10.056474,82.306419,131.7908,27.239643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157,267.04637,0,0,0,0,0,51.747161,4.2312542,0,0,0,0,457.42281,81.089966,0,0,10.056143,82.30371,131.78646,27.238746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3158,267.03759,0,0,0,0,0,51.745459,4.231115,0,0,0,0,457.40776,81.087297,0,0,10.055812,82.301002,131.78212,27.23785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159,267.0288,0,0,0,0,0,51.743756,4.2309758,0,0,0,0,457.39271,81.084629,0,0,10.055482,82.298294,131.77779,27.236954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160,267.02001,0,0,0,0,0,51.742053,4.2308365,0,0,0,0,457.37765,81.081961,0,0,10.055151,82.295585,131.77345,27.236058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,267.01122,0,0,0,0,0,51.74035,4.2306973,0,0,0,0,457.3626,81.079292,0,0,10.05482,82.292877,131.76912,27.235161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3162,267.00244,0,0,0,0,0,51.738647,4.2305581,0,0,0,0,457.34755,81.076624,0,0,10.054489,82.290169,131.76478,27.234265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,266.99365,0,0,0,0,0,51.736945,4.2304188,0,0,0,0,457.3325,81.073956,0,0,10.054158,82.287461,131.76044,27.233369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3164,266.98486,0,0,0,0,0,51.735242,4.2302796,0,0,0,0,457.31745,81.071287,0,0,10.053827,82.284752,131.75611,27.232472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,266.97607,0,0,0,0,0,51.733539,4.2301404,0,0,0,0,457.30239,81.068619,0,0,10.053496,82.282044,131.75177,27.231576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,266.96729,0,0,0,0,0,51.731836,4.2300011,0,0,0,0,457.28734,81.06595,0,0,10.053165,82.279336,131.74743,27.23068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,266.9585,0,0,0,0,0,51.730133,4.2298619,0,0,0,0,457.27229,81.063282,0,0,10.052834,82.276627,131.7431,27.229783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,266.94971,0,0,0,0,0,51.728431,4.2297227,0,0,0,0,457.25724,81.060614,0,0,10.052503,82.273919,131.73876,27.228887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,266.94093,0,0,0,0,0,51.726728,4.2295834,0,0,0,0,457.24219,81.057945,0,0,10.052172,82.271211,131.73442,27.227991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170,266.93214,0,0,0,0,0,51.725025,4.2294442,0,0,0,0,457.22713,81.055277,0,0,10.051842,82.268502,131.73009,27.227094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,266.92335,0,0,0,0,0,51.723322,4.229305,0,0,0,0,457.21208,81.052609,0,0,10.051511,82.265794,131.72575,27.226198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172,266.91456,0,0,0,0,0,51.721619,4.2291657,0,0,0,0,457.19703,81.04994,0,0,10.05118,82.263086,131.72141,27.225302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,266.90578,0,0,0,0,0,51.719917,4.2290265,0,0,0,0,457.18198,81.047272,0,0,10.050849,82.260378,131.71708,27.224405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,266.89699,0,0,0,0,0,51.718214,4.2288873,0,0,0,0,457.16693,81.044604,0,0,10.050518,82.257669,131.71274,27.223509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,266.8882,0,0,0,0,0,51.716511,4.228748,0,0,0,0,457.15187,81.041935,0,0,10.050187,82.254961,131.7084,27.222613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,266.87941,0,0,0,0,0,51.714808,4.2286088,0,0,0,0,457.13682,81.039267,0,0,10.049856,82.252253,131.70407,27.221716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,266.87063,0,0,0,0,0,51.713105,4.2284696,0,0,0,0,457.12177,81.036599,0,0,10.049525,82.249544,131.69973,27.22082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,266.86184,0,0,0,0,0,51.711403,4.2283303,0,0,0,0,457.10672,81.03393,0,0,10.049194,82.246836,131.69539,27.219924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,266.85305,0,0,0,0,0,51.7097,4.2281911,0,0,0,0,457.09167,81.031262,0,0,10.048863,82.244128,131.69106,27.219027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,266.84426,0,0,0,0,0,51.707997,4.2280519,0,0,0,0,457.07661,81.028593,0,0,10.048532,82.24142,131.68672,27.218131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,266.83548,0,0,0,0,0,51.706294,4.2279126,0,0,0,0,457.06156,81.025925,0,0,10.048202,82.238711,131.68238,27.217235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,266.82669,0,0,0,0,0,51.704591,4.2277734,0,0,0,0,457.04651,81.023257,0,0,10.047871,82.236003,131.67805,27.216338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183,266.8179,0,0,0,0,0,51.702889,4.2276342,0,0,0,0,457.03146,81.020588,0,0,10.04754,82.233295,131.67371,27.215442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3184,266.80911,0,0,0,0,0,51.701186,4.2274949,0,0,0,0,457.01641,81.01792,0,0,10.047209,82.230586,131.66937,27.214546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185,266.80033,0,0,0,0,0,51.699483,4.2273557,0,0,0,0,457.00135,81.015252,0,0,10.046878,82.227878,131.66504,27.213649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3186,266.79154,0,0,0,0,0,51.69778,4.2272165,0,0,0,0,456.9863,81.012583,0,0,10.046547,82.22517,131.6607,27.212753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3188,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3189,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3191,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3192,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3195,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3197,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3199,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3206,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3212,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3213,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3216,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3217,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3219,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3221,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3222,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3223,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3224,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3225,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3226,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3230,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3231,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3232,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3233,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3234,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3235,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3236,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3238,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3239,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3240,266.78275,0,0,0,0,0,51.696077,4.2270772,0,0,0,0,456.97125,81.009915,0,0,10.046216,82.222461,131.65636,27.211857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
