Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa)
10,-2.1013732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027423509,-0.0077453098,0,0,0,0,0,0,0,0,0,-0.37263875,-0.57019779,-1.0141901,-0.90859022,-0.38578193,0,0,0,0,0,0,-0.12375156,-0.55792906,-1.2538927,-1.9790866,-1.6023278,-0.71545825,0,0,0,0,0,0,0,-0.050959098,-0.40966714,-0.74061538,-1.1169577,-0.92546032,-0.37337335,0,0,0,0,0,0,0,0,0,-0.091725573,-0.15432402,-0.007586048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,-2.0587797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026867652,-0.0075883174,0,0,0,0,0,0,0,0,0,-0.36508561,-0.55864025,-0.99363311,-0.89017369,-0.37796238,0,0,0,0,0,0,-0.1212432,-0.5466202,-1.2284771,-1.9389718,-1.5698496,-0.70095638,0,0,0,0,0,0,0,-0.04992619,-0.40136345,-0.72560359,-1.0943177,-0.90670185,-0.36580532,0,0,0,0,0,0,0,0,0,-0.089866356,-0.15119597,-0.0074322838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-2.0161863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026311795,-0.007431325,0,0,0,0,0,0,0,0,0,-0.35753247,-0.54708272,-0.97307614,-0.87175716,-0.37014284,0,0,0,0,0,0,-0.11873483,-0.53531134,-1.2030615,-1.898857,-1.5373715,-0.68645451,0,0,0,0,0,0,0,-0.048893282,-0.39305977,-0.7105918,-1.0716777,-0.88794337,-0.35823728,0,0,0,0,0,0,0,0,0,-0.088007139,-0.14806792,-0.0072785195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-1.9735928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025755939,-0.0072743327,0,0,0,0,0,0,0,0,0,-0.34997932,-0.53552518,-0.95251917,-0.85334063,-0.36232329,0,0,0,0,0,0,-0.11622647,-0.52400249,-1.1776459,-1.8587422,-1.5048934,-0.67195264,0,0,0,0,0,0,0,-0.047860375,-0.38475608,-0.69558001,-1.0490377,-0.86918489,-0.35066925,0,0,0,0,0,0,0,0,0,-0.086147921,-0.14493988,-0.0071247553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,-1.9309993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025200082,-0.0071173403,0,0,0,0,0,0,0,0,0,-0.34242618,-0.52396764,-0.9319622,-0.8349241,-0.35450374,0,0,0,0,0,0,-0.11371811,-0.51269363,-1.1522303,-1.8186274,-1.4724152,-0.65745076,0,0,0,0,0,0,0,-0.046827467,-0.3764524,-0.68056822,-1.0263977,-0.85042642,-0.34310122,0,0,0,0,0,0,0,0,0,-0.084288704,-0.14181183,-0.0069709911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-1.8884059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024644226,-0.0069603479,0,0,0,0,0,0,0,0,0,-0.33487303,-0.51241011,-0.91140523,-0.81650757,-0.34668419,0,0,0,0,0,0,-0.11120974,-0.50138477,-1.1268147,-1.7785126,-1.4399371,-0.64294889,0,0,0,0,0,0,0,-0.04579456,-0.36814871,-0.66555643,-1.0037577,-0.83166794,-0.33553318,0,0,0,0,0,0,0,0,0,-0.082429486,-0.13868378,-0.0068172268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-1.8458124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024088369,-0.0068033556,0,0,0,0,0,0,0,0,0,-0.32731989,-0.50085257,-0.89084826,-0.79809104,-0.33886464,0,0,0,0,0,0,-0.10870138,-0.49007591,-1.1013992,-1.7383978,-1.407459,-0.62844702,0,0,0,0,0,0,0,-0.044761652,-0.35984503,-0.65054464,-0.98111769,-0.81290947,-0.32796515,0,0,0,0,0,0,0,0,0,-0.080570269,-0.13555574,-0.0066634626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-1.803219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023532512,-0.0066463632,0,0,0,0,0,0,0,0,0,-0.31976675,-0.48929503,-0.87029129,-0.77967451,-0.3310451,0,0,0,0,0,0,-0.10619302,-0.47876706,-1.0759836,-1.6982831,-1.3749808,-0.61394515,0,0,0,0,0,0,0,-0.043728744,-0.35154134,-0.63553285,-0.95847769,-0.79415099,-0.32039711,0,0,0,0,0,0,0,0,0,-0.078711051,-0.13242769,-0.0065096984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-1.7606255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022976656,-0.0064893708,0,0,0,0,0,0,0,0,0,-0.3122136,-0.4777375,-0.84973432,-0.76125798,-0.32322555,0,0,0,0,0,0,-0.10368466,-0.4674582,-1.050568,-1.6581683,-1.3425027,-0.59944328,0,0,0,0,0,0,0,-0.042695837,-0.34323766,-0.62052106,-0.93583769,-0.77539251,-0.31282908,0,0,0,0,0,0,0,0,0,-0.076851834,-0.12929964,-0.0063559341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,-1.718032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022420799,-0.0063323785,0,0,0,0,0,0,0,0,0,-0.30466046,-0.46617996,-0.82917735,-0.74284145,-0.315406,0,0,0,0,0,0,-0.10117629,-0.45614934,-1.0251524,-1.6180535,-1.3100246,-0.58494141,0,0,0,0,0,0,0,-0.041662929,-0.33493397,-0.60550927,-0.91319768,-0.75663404,-0.30526105,0,0,0,0,0,0,0,0,0,-0.074992616,-0.1261716,-0.0062021699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-1.6754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021864943,-0.0061753861,0,0,0,0,0,0,0,0,0,-0.29710731,-0.45462242,-0.80862038,-0.72442492,-0.30758645,0,0,0,0,0,0,-0.098667928,-0.44484048,-0.99973681,-1.5779387,-1.2775464,-0.57043954,0,0,0,0,0,0,0,-0.040630022,-0.32663028,-0.59049748,-0.89055768,-0.73787556,-0.29769301,0,0,0,0,0,0,0,0,0,-0.073133399,-0.12304355,-0.0060484056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-1.6328451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021309086,-0.0060183937,0,0,0,0,0,0,0,0,0,-0.28955417,-0.44306489,-0.78806341,-0.70600839,-0.29976691,0,0,0,0,0,0,-0.096159565,-0.43353163,-0.97432123,-1.5378239,-1.2450683,-0.55593767,0,0,0,0,0,0,0,-0.039597114,-0.3183266,-0.57548569,-0.86791768,-0.71911709,-0.29012498,0,0,0,0,0,0,0,0,0,-0.071274182,-0.1199155,-0.0058946414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,-1.5902517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020753229,-0.0058614014,0,0,0,0,0,0,0,0,0,-0.28200102,-0.43150735,-0.76750644,-0.68759186,-0.29194736,0,0,0,0,0,0,-0.093651202,-0.42222277,-0.94890564,-1.4977091,-1.2125901,-0.54143579,0,0,0,0,0,0,0,-0.038564206,-0.31002291,-0.5604739,-0.84527767,-0.70035861,-0.28255694,0,0,0,0,0,0,0,0,0,-0.069414964,-0.11678745,-0.0057408772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-1.5476582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020197373,-0.005704409,0,0,0,0,0,0,0,0,0,-0.27444788,-0.41994981,-0.74694947,-0.66917533,-0.28412781,0,0,0,0,0,0,-0.091142839,-0.41091391,-0.92349006,-1.4575943,-1.180112,-0.52693392,0,0,0,0,0,0,0,-0.037531299,-0.30171923,-0.54546211,-0.82263767,-0.68160013,-0.27498891,0,0,0,0,0,0,0,0,0,-0.067555747,-0.11365941,-0.0055871129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-1.5050647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019641516,-0.0055474166,0,0,0,0,0,0,0,0,0,-0.26689474,-0.40839228,-0.7263925,-0.6507588,-0.27630826,0,0,0,0,0,0,-0.088634475,-0.39960505,-0.89807447,-1.4174795,-1.1476339,-0.51243205,0,0,0,0,0,0,0,-0.036498391,-0.29341554,-0.53045032,-0.79999767,-0.66284166,-0.26742088,0,0,0,0,0,0,0,0,0,-0.065696529,-0.11053136,-0.0054333487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-1.4624713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01908566,-0.0053904242,0,0,0,0,0,0,0,0,0,-0.25934159,-0.39683474,-0.70583553,-0.63234227,-0.26848872,0,0,0,0,0,0,-0.086126112,-0.3882962,-0.87265889,-1.3773647,-1.1151557,-0.49793018,0,0,0,0,0,0,0,-0.035465483,-0.28511186,-0.51543853,-0.77735766,-0.64408318,-0.25985284,0,0,0,0,0,0,0,0,0,-0.063837312,-0.10740331,-0.0052795845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-1.4198778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018529803,-0.0052334319,0,0,0,0,0,0,0,0,0,-0.25178845,-0.3852772,-0.68527856,-0.61392574,-0.26066917,0,0,0,0,0,0,-0.083617749,-0.37698734,-0.8472433,-1.3372499,-1.0826776,-0.48342831,0,0,0,0,0,0,0,-0.034432576,-0.27680817,-0.50042674,-0.75471766,-0.62532471,-0.25228481,0,0,0,0,0,0,0,0,0,-0.061978094,-0.10427527,-0.0051258202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,-1.3772843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017973946,-0.0050764395,0,0,0,0,0,0,0,0,0,-0.2442353,-0.37371967,-0.66472159,-0.59550921,-0.25284962,0,0,0,0,0,0,-0.081109385,-0.36567848,-0.82182772,-1.2971351,-1.0501995,-0.46892644,0,0,0,0,0,0,0,-0.033399668,-0.26850449,-0.48541495,-0.73207766,-0.60656623,-0.24471678,0,0,0,0,0,0,0,0,0,-0.060118877,-0.10114722,-0.004972056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-1.3346909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01741809,-0.0049194471,0,0,0,0,0,0,0,0,0,-0.23668216,-0.36216213,-0.64416462,-0.57709268,-0.24503007,0,0,0,0,0,0,-0.078601022,-0.35436962,-0.79641213,-1.2570203,-1.0177213,-0.45442457,0,0,0,0,0,0,0,-0.032366761,-0.2602008,-0.47040316,-0.70943766,-0.58780775,-0.23714874,0,0,0,0,0,0,0,0,0,-0.058259659,-0.098019172,-0.0048182918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,-1.2920974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016862233,-0.0047624548,0,0,0,0,0,0,0,0,0,-0.22912902,-0.35060459,-0.62360765,-0.55867615,-0.23721052,0,0,0,0,0,0,-0.076092659,-0.34306077,-0.77099655,-1.2169055,-0.98524318,-0.4399227,0,0,0,0,0,0,0,-0.031333853,-0.25189712,-0.45539137,-0.68679765,-0.56904928,-0.22958071,0,0,0,0,0,0,0,0,0,-0.056400442,-0.094891125,-0.0046645275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-1.249504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016306377,-0.0046054624,0,0,0,0,0,0,0,0,0,-0.22157587,-0.33904706,-0.60305068,-0.54025962,-0.22939098,0,0,0,0,0,0,-0.073584296,-0.33175191,-0.74558096,-1.1767908,-0.95276504,-0.42542082,0,0,0,0,0,0,0,-0.030300945,-0.24359343,-0.44037958,-0.66415765,-0.5502908,-0.22201267,0,0,0,0,0,0,0,0,0,-0.054541225,-0.091763078,-0.0045107633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,-1.2069049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015750447,-0.0044484493,0,0,0,0,0,0,0,0,0,-0.21402173,-0.327488,-0.58249099,-0.52184066,-0.2215704,0,0,0,0,0,0,-0.071075601,-0.32044156,-0.72016203,-1.1366707,-0.92028262,-0.41091704,0,0,0,0,0,0,0,-0.029267902,-0.23528865,-0.42536581,-0.64151466,-0.53152985,-0.21444364,0,0,0,0,0,0,0,0,0,-0.052681762,-0.088634618,-0.0043569788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,-1.1087329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014469275,-0.0040866038,0,0,0,0,0,0,0,0,0,-0.19661279,-0.30084949,-0.53511005,-0.47939313,-0.20354743,0,0,0,0,0,0,-0.065294174,-0.29437622,-0.66158265,-1.0442117,-0.84542505,-0.37749225,0,0,0,0,0,0,0,-0.026887194,-0.21614982,-0.39076573,-0.58933261,-0.48829418,-0.19700038,0,0,0,0,0,0,0,0,0,-0.048396525,-0.081424906,-0.0040025737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-1.0105609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013188103,-0.0037247583,0,0,0,0,0,0,0,0,0,-0.17920385,-0.27421098,-0.4877291,-0.4369456,-0.18552447,0,0,0,0,0,0,-0.059512747,-0.26831088,-0.60300327,-0.95175268,-0.77056747,-0.34406746,0,0,0,0,0,0,0,-0.024506486,-0.19701098,-0.35616565,-0.53715057,-0.44505851,-0.17955712,0,0,0,0,0,0,0,0,0,-0.044111288,-0.074215195,-0.0036481686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
