Time (ms),Avg stress (kPa),Upper (kPa),Lower (kPa)
586.11722,178.23932,205.76541,150.71323
587.11742,178.85103,206.33121,151.37085
588.11762,179.46274,206.89701,152.02847
589.11782,180.07445,207.46282,152.68609
590.11802,180.68617,208.02863,153.3437
591.11822,181.29788,208.59444,154.00132
592.11842,181.90959,209.16025,154.65893
593.11862,182.5213,209.72606,155.31654
594.11882,183.13301,210.29187,155.97416
595.11902,183.74473,210.85769,156.63176
596.11922,184.35644,211.42351,157.28937
597.11942,184.96815,211.98933,157.94698
598.11962,185.57986,212.55515,158.60458
599.11982,186.19157,213.12097,159.26218
600.12002,186.80329,213.68679,159.91978
601.12022,187.415,214.25262,160.57738
602.12042,188.02671,214.81845,161.23498
603.12062,188.63842,215.38428,161.89257
604.12082,189.25014,215.95011,162.55016
605.12102,189.86185,216.51594,163.20775
606.12122,190.47356,217.08178,163.86534
607.12142,191.08527,217.64761,164.52293
608.12162,191.69698,218.21345,165.18052
609.12182,192.3087,218.77929,165.8381
610.12202,192.92041,219.34513,166.49568
611.12222,193.53212,219.91098,167.15327
612.12242,194.14383,220.47682,167.81084
613.12262,194.75554,221.04267,168.46842
614.12282,195.36726,221.60852,169.126
615.12302,195.97897,222.17437,169.78357
616.12322,196.59068,222.74022,170.44114
617.12342,197.20239,223.30608,171.09871
618.12362,197.8141,223.87193,171.75628
619.12382,198.42582,224.43779,172.41384
620.12402,199.03753,225.00365,173.07141
621.12422,199.64271,225.56788,173.71755
622.12442,200.2019,226.12074,174.28305
623.12462,200.76108,226.67391,174.84825
624.12482,201.32026,227.22738,175.41315
625.12503,201.87945,227.78114,175.97775
626.12523,202.43863,228.33521,176.54205
627.12543,202.99781,228.88957,177.10605
628.12563,203.557,229.44424,177.66975
629.12583,204.11618,229.99921,178.23315
630.12603,204.67536,230.55448,178.79625
631.12623,205.23455,231.11005,179.35905
632.12643,205.79373,231.66592,179.92155
633.12663,206.35292,232.22209,180.48374
634.12683,206.9121,232.77856,181.04564
635.12703,207.47128,233.33534,181.60723
