Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa)
10,-32.089985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3094477,-2.497144,-2.9930541,0,0,0,0,0,0,-0.42676847,-14.319619,-26.857865,-1.907942,0,0,0,0,0,0,-0.05970357,-0.52722513,0,0,0,0,0,0,0,0
11,-32.018822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30876146,-2.4916062,-2.9864166,0,0,0,0,0,0,-0.42582206,-14.287864,-26.798304,-1.9037109,0,0,0,0,0,0,-0.05957117,-0.52605594,0,0,0,0,0,0,0,0
12,-31.947658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30807522,-2.4860685,-2.9797792,0,0,0,0,0,0,-0.42487564,-14.256108,-26.738743,-1.8994798,0,0,0,0,0,0,-0.05943877,-0.52488675,0,0,0,0,0,0,0,0
13,-31.876494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30738898,-2.4805308,-2.9731417,0,0,0,0,0,0,-0.42392923,-14.224353,-26.679182,-1.8952487,0,0,0,0,0,0,-0.05930637,-0.52371756,0,0,0,0,0,0,0,0
14,-31.805331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30670274,-2.474993,-2.9665042,0,0,0,0,0,0,-0.42298282,-14.192597,-26.619622,-1.8910176,0,0,0,0,0,0,-0.05917397,-0.52254837,0,0,0,0,0,0,0,0
15,-31.734167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30601651,-2.4694553,-2.9598667,0,0,0,0,0,0,-0.42203641,-14.160842,-26.560061,-1.8867865,0,0,0,0,0,0,-0.059041569,-0.52137919,0,0,0,0,0,0,0,0
16,-31.663004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30533027,-2.4639176,-2.9532292,0,0,0,0,0,0,-0.42108999,-14.129086,-26.5005,-1.8825554,0,0,0,0,0,0,-0.058909169,-0.52021,0,0,0,0,0,0,0,0
17,-31.59184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30464403,-2.4583798,-2.9465918,0,0,0,0,0,0,-0.42014358,-14.09733,-26.44094,-1.8783243,0,0,0,0,0,0,-0.058776769,-0.51904081,0,0,0,0,0,0,0,0
18,-31.520676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30395779,-2.4528421,-2.9399543,0,0,0,0,0,0,-0.41919717,-14.065575,-26.381379,-1.8740932,0,0,0,0,0,0,-0.058644369,-0.51787162,0,0,0,0,0,0,0,0
19,-31.449513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30327155,-2.4473044,-2.9333168,0,0,0,0,0,0,-0.41825075,-14.033819,-26.321818,-1.8698621,0,0,0,0,0,0,-0.058511969,-0.51670243,0,0,0,0,0,0,0,0
20,-31.378349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30258531,-2.4417666,-2.9266793,0,0,0,0,0,0,-0.41730434,-14.002064,-26.262258,-1.865631,0,0,0,0,0,0,-0.058379568,-0.51553324,0,0,0,0,0,0,0,0
21,-31.307186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30189907,-2.4362289,-2.9200419,0,0,0,0,0,0,-0.41635793,-13.970308,-26.202697,-1.8613998,0,0,0,0,0,0,-0.058247168,-0.51436406,0,0,0,0,0,0,0,0
22,-31.236022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30121283,-2.4306912,-2.9134044,0,0,0,0,0,0,-0.41541151,-13.938553,-26.143136,-1.8571687,0,0,0,0,0,0,-0.058114768,-0.51319487,0,0,0,0,0,0,0,0
23,-31.164858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30052659,-2.4251535,-2.9067669,0,0,0,0,0,0,-0.4144651,-13.906797,-26.083575,-1.8529376,0,0,0,0,0,0,-0.057982368,-0.51202568,0,0,0,0,0,0,0,0
24,-31.093695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29984035,-2.4196157,-2.9001294,0,0,0,0,0,0,-0.41351869,-13.875041,-26.024015,-1.8487065,0,0,0,0,0,0,-0.057849968,-0.51085649,0,0,0,0,0,0,0,0
25,-31.022531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29915411,-2.414078,-2.893492,0,0,0,0,0,0,-0.41257228,-13.843286,-25.964454,-1.8444754,0,0,0,0,0,0,-0.057717567,-0.5096873,0,0,0,0,0,0,0,0
26,-30.951368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29846787,-2.4085403,-2.8868545,0,0,0,0,0,0,-0.41162586,-13.81153,-25.904893,-1.8402443,0,0,0,0,0,0,-0.057585167,-0.50851811,0,0,0,0,0,0,0,0
27,-30.880204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29778163,-2.4030025,-2.880217,0,0,0,0,0,0,-0.41067945,-13.779775,-25.845333,-1.8360132,0,0,0,0,0,0,-0.057452767,-0.50734893,0,0,0,0,0,0,0,0
28,-30.80904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29709539,-2.3974648,-2.8735795,0,0,0,0,0,0,-0.40973304,-13.748019,-25.785772,-1.8317821,0,0,0,0,0,0,-0.057320367,-0.50617974,0,0,0,0,0,0,0,0
29,-30.737877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29640915,-2.3919271,-2.8669421,0,0,0,0,0,0,-0.40878662,-13.716264,-25.726211,-1.827551,0,0,0,0,0,0,-0.057187966,-0.50501055,0,0,0,0,0,0,0,0
30,-30.666713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29572291,-2.3863893,-2.8603046,0,0,0,0,0,0,-0.40784021,-13.684508,-25.66665,-1.8233199,0,0,0,0,0,0,-0.057055566,-0.50384136,0,0,0,0,0,0,0,0
31,-30.59555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29503668,-2.3808516,-2.8536671,0,0,0,0,0,0,-0.4068938,-13.652753,-25.60709,-1.8190888,0,0,0,0,0,0,-0.056923166,-0.50267217,0,0,0,0,0,0,0,0
32,-30.524386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29435044,-2.3753139,-2.8470296,0,0,0,0,0,0,-0.40594738,-13.620997,-25.547529,-1.8148577,0,0,0,0,0,0,-0.056790766,-0.50150298,0,0,0,0,0,0,0,0
33,-30.453222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2936642,-2.3697761,-2.8403922,0,0,0,0,0,0,-0.40500097,-13.589241,-25.487968,-1.8106266,0,0,0,0,0,0,-0.056658366,-0.5003338,0,0,0,0,0,0,0,0
34,-30.382059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29297796,-2.3642384,-2.8337547,0,0,0,0,0,0,-0.40405456,-13.557486,-25.428408,-1.8063955,0,0,0,0,0,0,-0.056525965,-0.49916461,0,0,0,0,0,0,0,0
35,-30.310895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29229172,-2.3587007,-2.8271172,0,0,0,0,0,0,-0.40310815,-13.52573,-25.368847,-1.8021644,0,0,0,0,0,0,-0.056393565,-0.49799542,0,0,0,0,0,0,0,0
36,-30.239732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29160548,-2.3531629,-2.8204797,0,0,0,0,0,0,-0.40216173,-13.493975,-25.309286,-1.7979333,0,0,0,0,0,0,-0.056261165,-0.49682623,0,0,0,0,0,0,0,0
37,-30.168568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29091924,-2.3476252,-2.8138423,0,0,0,0,0,0,-0.40121532,-13.462219,-25.249726,-1.7937022,0,0,0,0,0,0,-0.056128765,-0.49565704,0,0,0,0,0,0,0,0
38,-30.097404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.290233,-2.3420875,-2.8072048,0,0,0,0,0,0,-0.40026891,-13.430464,-25.190165,-1.7894711,0,0,0,0,0,0,-0.055996365,-0.49448785,0,0,0,0,0,0,0,0
39,-30.026241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28954676,-2.3365497,-2.8005673,0,0,0,0,0,0,-0.39932249,-13.398708,-25.130604,-1.78524,0,0,0,0,0,0,-0.055863964,-0.49331867,0,0,0,0,0,0,0,0
40,-29.955077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28886052,-2.331012,-2.7939298,0,0,0,0,0,0,-0.39837608,-13.366952,-25.071043,-1.7810089,0,0,0,0,0,0,-0.055731564,-0.49214948,0,0,0,0,0,0,0,0
41,-29.883914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28817428,-2.3254743,-2.7872924,0,0,0,0,0,0,-0.39742967,-13.335197,-25.011483,-1.7767778,0,0,0,0,0,0,-0.055599164,-0.49098029,0,0,0,0,0,0,0,0
42,-29.81275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28748804,-2.3199365,-2.7806549,0,0,0,0,0,0,-0.39648325,-13.303441,-24.951922,-1.7725467,0,0,0,0,0,0,-0.055466764,-0.4898111,0,0,0,0,0,0,0,0
43,-29.741586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2868018,-2.3143988,-2.7740174,0,0,0,0,0,0,-0.39553684,-13.271686,-24.892361,-1.7683156,0,0,0,0,0,0,-0.055334364,-0.48864191,0,0,0,0,0,0,0,0
44,-29.670423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28611556,-2.3088611,-2.7673799,0,0,0,0,0,0,-0.39459043,-13.23993,-24.832801,-1.7640845,0,0,0,0,0,0,-0.055201963,-0.48747272,0,0,0,0,0,0,0,0
45,-29.599259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28542932,-2.3033233,-2.7607425,0,0,0,0,0,0,-0.39364402,-13.208175,-24.77324,-1.7598534,0,0,0,0,0,0,-0.055069563,-0.48630354,0,0,0,0,0,0,0,0
46,-29.528096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28474308,-2.2977856,-2.754105,0,0,0,0,0,0,-0.3926976,-13.176419,-24.713679,-1.7556223,0,0,0,0,0,0,-0.054937163,-0.48513435,0,0,0,0,0,0,0,0
47,-29.456932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28405685,-2.2922479,-2.7474675,0,0,0,0,0,0,-0.39175119,-13.144663,-24.654118,-1.7513912,0,0,0,0,0,0,-0.054804763,-0.48396516,0,0,0,0,0,0,0,0
48,-29.385768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28337061,-2.2867101,-2.74083,0,0,0,0,0,0,-0.39080478,-13.112908,-24.594558,-1.7471601,0,0,0,0,0,0,-0.054672362,-0.48279597,0,0,0,0,0,0,0,0
49,-29.314605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28268437,-2.2811724,-2.7341926,0,0,0,0,0,0,-0.38985836,-13.081152,-24.534997,-1.742929,0,0,0,0,0,0,-0.054539962,-0.48162678,0,0,0,0,0,0,0,0
50,-29.243441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28199813,-2.2756347,-2.7275551,0,0,0,0,0,0,-0.38891195,-13.049397,-24.475436,-1.7386979,0,0,0,0,0,0,-0.054407562,-0.48045759,0,0,0,0,0,0,0,0
51,-29.172278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28131189,-2.2700969,-2.7209176,0,0,0,0,0,0,-0.38796554,-13.017641,-24.415876,-1.7344668,0,0,0,0,0,0,-0.054275162,-0.47928841,0,0,0,0,0,0,0,0
52,-29.101114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28062565,-2.2645592,-2.7142801,0,0,0,0,0,0,-0.38701912,-12.985886,-24.356315,-1.7302357,0,0,0,0,0,0,-0.054142762,-0.47811922,0,0,0,0,0,0,0,0
53,-29.029951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27993941,-2.2590215,-2.7076427,0,0,0,0,0,0,-0.38607271,-12.95413,-24.296754,-1.7260046,0,0,0,0,0,0,-0.054010361,-0.47695003,0,0,0,0,0,0,0,0
54,-28.958787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27925317,-2.2534838,-2.7010052,0,0,0,0,0,0,-0.3851263,-12.922375,-24.237193,-1.7217735,0,0,0,0,0,0,-0.053877961,-0.47578084,0,0,0,0,0,0,0,0
55,-28.887623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27856693,-2.247946,-2.6943677,0,0,0,0,0,0,-0.38417989,-12.890619,-24.177633,-1.7175424,0,0,0,0,0,0,-0.053745561,-0.47461165,0,0,0,0,0,0,0,0
56,-28.81646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27788069,-2.2424083,-2.6877302,0,0,0,0,0,0,-0.38323347,-12.858863,-24.118072,-1.7133113,0,0,0,0,0,0,-0.053613161,-0.47344246,0,0,0,0,0,0,0,0
57,-28.745296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27719445,-2.2368706,-2.6810927,0,0,0,0,0,0,-0.38228706,-12.827108,-24.058511,-1.7090802,0,0,0,0,0,0,-0.053480761,-0.47227328,0,0,0,0,0,0,0,0
58,-28.674133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27650821,-2.2313328,-2.6744553,0,0,0,0,0,0,-0.38134065,-12.795352,-23.998951,-1.7048491,0,0,0,0,0,0,-0.05334836,-0.47110409,0,0,0,0,0,0,0,0
59,-28.602969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27582197,-2.2257951,-2.6678178,0,0,0,0,0,0,-0.38039423,-12.763597,-23.93939,-1.700618,0,0,0,0,0,0,-0.05321596,-0.4699349,0,0,0,0,0,0,0,0
60,-28.531805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27513573,-2.2202574,-2.6611803,0,0,0,0,0,0,-0.37944782,-12.731841,-23.879829,-1.6963869,0,0,0,0,0,0,-0.05308356,-0.46876571,0,0,0,0,0,0,0,0
61,-28.460642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27444949,-2.2147196,-2.6545428,0,0,0,0,0,0,-0.37850141,-12.700086,-23.820269,-1.6921558,0,0,0,0,0,0,-0.05295116,-0.46759652,0,0,0,0,0,0,0,0
62,-28.389478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27376325,-2.2091819,-2.6479054,0,0,0,0,0,0,-0.37755499,-12.66833,-23.760708,-1.6879247,0,0,0,0,0,0,-0.05281876,-0.46642733,0,0,0,0,0,0,0,0
63,-28.318315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27307702,-2.2036442,-2.6412679,0,0,0,0,0,0,-0.37660858,-12.636574,-23.701147,-1.6836935,0,0,0,0,0,0,-0.052686359,-0.46525815,0,0,0,0,0,0,0,0
64,-28.247151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27239078,-2.1981064,-2.6346304,0,0,0,0,0,0,-0.37566217,-12.604819,-23.641586,-1.6794624,0,0,0,0,0,0,-0.052553959,-0.46408896,0,0,0,0,0,0,0,0
65,-28.175987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27170454,-2.1925687,-2.6279929,0,0,0,0,0,0,-0.37471576,-12.573063,-23.582026,-1.6752313,0,0,0,0,0,0,-0.052421559,-0.46291977,0,0,0,0,0,0,0,0
66,-28.104824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2710183,-2.187031,-2.6213555,0,0,0,0,0,0,-0.37376934,-12.541308,-23.522465,-1.6710002,0,0,0,0,0,0,-0.052289159,-0.46175058,0,0,0,0,0,0,0,0
67,-28.03366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27033206,-2.1814932,-2.614718,0,0,0,0,0,0,-0.37282293,-12.509552,-23.462904,-1.6667691,0,0,0,0,0,0,-0.052156758,-0.46058139,0,0,0,0,0,0,0,0
68,-27.962497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26964582,-2.1759555,-2.6080805,0,0,0,0,0,0,-0.37187652,-12.477797,-23.403344,-1.662538,0,0,0,0,0,0,-0.052024358,-0.4594122,0,0,0,0,0,0,0,0
69,-27.891333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26895958,-2.1704178,-2.601443,0,0,0,0,0,0,-0.3709301,-12.446041,-23.343783,-1.6583069,0,0,0,0,0,0,-0.051891958,-0.45824302,0,0,0,0,0,0,0,0
70,-27.820169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26827334,-2.16488,-2.5948056,0,0,0,0,0,0,-0.36998369,-12.414285,-23.284222,-1.6540758,0,0,0,0,0,0,-0.051759558,-0.45707383,0,0,0,0,0,0,0,0
71,-27.749006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2675871,-2.1593423,-2.5881681,0,0,0,0,0,0,-0.36903728,-12.38253,-23.224661,-1.6498447,0,0,0,0,0,0,-0.051627158,-0.45590464,0,0,0,0,0,0,0,0
72,-27.677842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26690086,-2.1538046,-2.5815306,0,0,0,0,0,0,-0.36809086,-12.350774,-23.165101,-1.6456136,0,0,0,0,0,0,-0.051494757,-0.45473545,0,0,0,0,0,0,0,0
73,-27.606679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26621462,-2.1482668,-2.5748931,0,0,0,0,0,0,-0.36714445,-12.319019,-23.10554,-1.6413825,0,0,0,0,0,0,-0.051362357,-0.45356626,0,0,0,0,0,0,0,0
74,-27.535515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26552838,-2.1427291,-2.5682557,0,0,0,0,0,0,-0.36619804,-12.287263,-23.045979,-1.6371514,0,0,0,0,0,0,-0.051229957,-0.45239707,0,0,0,0,0,0,0,0
75,-27.464351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26484214,-2.1371914,-2.5616182,0,0,0,0,0,0,-0.36525163,-12.255508,-22.986419,-1.6329203,0,0,0,0,0,0,-0.051097557,-0.45122789,0,0,0,0,0,0,0,0
76,-27.393188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2641559,-2.1316536,-2.5549807,0,0,0,0,0,0,-0.36430521,-12.223752,-22.926858,-1.6286892,0,0,0,0,0,0,-0.050965157,-0.4500587,0,0,0,0,0,0,0,0
77,-27.322024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26346966,-2.1261159,-2.5483432,0,0,0,0,0,0,-0.3633588,-12.191997,-22.867297,-1.6244581,0,0,0,0,0,0,-0.050832756,-0.44888951,0,0,0,0,0,0,0,0
78,-27.250861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26278342,-2.1205782,-2.5417058,0,0,0,0,0,0,-0.36241239,-12.160241,-22.807736,-1.620227,0,0,0,0,0,0,-0.050700356,-0.44772032,0,0,0,0,0,0,0,0
79,-27.179697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26209719,-2.1150404,-2.5350683,0,0,0,0,0,0,-0.36146597,-12.128485,-22.748176,-1.6159959,0,0,0,0,0,0,-0.050567956,-0.44655113,0,0,0,0,0,0,0,0
80,-27.108533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26141095,-2.1095027,-2.5284308,0,0,0,0,0,0,-0.36051956,-12.09673,-22.688615,-1.6117648,0,0,0,0,0,0,-0.050435556,-0.44538194,0,0,0,0,0,0,0,0
81,-27.03737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26072471,-2.103965,-2.5217933,0,0,0,0,0,0,-0.35957315,-12.064974,-22.629054,-1.6075337,0,0,0,0,0,0,-0.050303156,-0.44421276,0,0,0,0,0,0,0,0
82,-26.966206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26003847,-2.0984272,-2.5151559,0,0,0,0,0,0,-0.35862673,-12.033219,-22.569494,-1.6033026,0,0,0,0,0,0,-0.050170755,-0.44304357,0,0,0,0,0,0,0,0
83,-26.895043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25935223,-2.0928895,-2.5085184,0,0,0,0,0,0,-0.35768032,-12.001463,-22.509933,-1.5990715,0,0,0,0,0,0,-0.050038355,-0.44187438,0,0,0,0,0,0,0,0
84,-26.823879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25866599,-2.0873518,-2.5018809,0,0,0,0,0,0,-0.35673391,-11.969708,-22.450372,-1.5948404,0,0,0,0,0,0,-0.049905955,-0.44070519,0,0,0,0,0,0,0,0
85,-26.752715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25797975,-2.0818141,-2.4952434,0,0,0,0,0,0,-0.3557875,-11.937952,-22.390812,-1.5906093,0,0,0,0,0,0,-0.049773555,-0.439536,0,0,0,0,0,0,0,0
86,-26.681552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25729351,-2.0762763,-2.488606,0,0,0,0,0,0,-0.35484108,-11.906196,-22.331251,-1.5863782,0,0,0,0,0,0,-0.049641154,-0.43836681,0,0,0,0,0,0,0,0
87,-26.610388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25660727,-2.0707386,-2.4819685,0,0,0,0,0,0,-0.35389467,-11.874441,-22.27169,-1.5821471,0,0,0,0,0,0,-0.049508754,-0.43719763,0,0,0,0,0,0,0,0
88,-26.539225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25592103,-2.0652009,-2.475331,0,0,0,0,0,0,-0.35294826,-11.842685,-22.212129,-1.577916,0,0,0,0,0,0,-0.049376354,-0.43602844,0,0,0,0,0,0,0,0
89,-26.468061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25523479,-2.0596631,-2.4686935,0,0,0,0,0,0,-0.35200184,-11.81093,-22.152569,-1.5736849,0,0,0,0,0,0,-0.049243954,-0.43485925,0,0,0,0,0,0,0,0
90,-26.396897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25454855,-2.0541254,-2.4620561,0,0,0,0,0,0,-0.35105543,-11.779174,-22.093008,-1.5694538,0,0,0,0,0,0,-0.049111554,-0.43369006,0,0,0,0,0,0,0,0
