Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa)
17,-5.9219654,-0.72983293,-0.5473799,-0.50465994,-0.42438648,-1.7898106,-0.5808037,-0.59069361,-0.51746755,-0.49778341,-0.59311902,-1.716223,-2.1752276,-0.56210689,-0.44362033,-0.36442188,-0.25564617,-0.2887876,-0.46875576,-0.55741076,-0.40506608,-0.44363443,-0.54864659,-0.27935943,-0.24891463,-0.24369518,-0.27959168,-0.26689561,-0.35424783,-0.60790279,-0.46382757,-0.39290045,-0.31004994,-0.27825072,-0.39823831,-0.43450138,-0.74105775,-0.67515565,-0.63247664,-0.49458851,-0.46238337,-0.488428,-0.50803955
18,-6.2703163,-0.77276428,-0.57957871,-0.53434582,-0.44935039,-1.8950936,-0.61496862,-0.6254403,-0.54790682,-0.52706479,-0.62800838,-1.8171773,-2.3031821,-0.595172,-0.46971565,-0.38585847,-0.27068418,-0.3057751,-0.49632962,-0.59019963,-0.42889349,-0.46973057,-0.58091992,-0.29579233,-0.26355666,-0.25803019,-0.29603825,-0.28259535,-0.37508593,-0.64366178,-0.49111154,-0.41601224,-0.32828817,-0.29461841,-0.42166409,-0.46006029,-0.78464939,-0.71487069,-0.66968114,-0.52368195,-0.48958239,-0.51715906,-0.53792423
19,-6.6186672,-0.81569562,-0.61177753,-0.5640317,-0.4743143,-2.0003766,-0.64913355,-0.66018698,-0.57834609,-0.55634617,-0.66289773,-1.9181316,-2.4311367,-0.62823711,-0.49581096,-0.40729505,-0.28572219,-0.32276261,-0.52390349,-0.62298849,-0.45272091,-0.49582671,-0.61319325,-0.31222524,-0.2781987,-0.2723652,-0.31248482,-0.29829509,-0.39592404,-0.67942077,-0.51839552,-0.43912403,-0.3465264,-0.3109861,-0.44508987,-0.48561919,-0.82824102,-0.75458573,-0.70688565,-0.55277539,-0.51678141,-0.54589012,-0.56780891
20,-6.9670181,-0.85862697,-0.64397635,-0.59371758,-0.49927821,-2.1056595,-0.68329847,-0.69493366,-0.60878536,-0.58562754,-0.69778709,-2.0190859,-2.5590912,-0.66130222,-0.52190628,-0.42873163,-0.3007602,-0.33975012,-0.55147736,-0.65577736,-0.47654833,-0.52192285,-0.64546658,-0.32865815,-0.29284074,-0.28670021,-0.32893139,-0.31399483,-0.41676215,-0.71517976,-0.54567949,-0.46223582,-0.36476463,-0.32735379,-0.46851565,-0.5111781,-0.87183265,-0.79430076,-0.74409016,-0.58186884,-0.54398043,-0.57462118,-0.59769359
21,-7.315369,-0.90155832,-0.67617517,-0.62340346,-0.52424212,-2.2109425,-0.7174634,-0.72968034,-0.63922462,-0.61490892,-0.73267644,-2.1200402,-2.6870458,-0.69436733,-0.54800159,-0.45016821,-0.31579821,-0.35673762,-0.57905123,-0.68856623,-0.50037574,-0.548019,-0.67773991,-0.34509105,-0.30748277,-0.30103522,-0.34537796,-0.32969457,-0.43760026,-0.75093875,-0.57296347,-0.48534762,-0.38300286,-0.34372148,-0.49194144,-0.536737,-0.91542428,-0.8340158,-0.78129467,-0.61096228,-0.57117946,-0.60335224,-0.62757827
22,-7.66372,-0.94448967,-0.70837398,-0.65308934,-0.54920603,-2.3162255,-0.75162832,-0.76442703,-0.66966389,-0.6441903,-0.7675658,-2.2209945,-2.8150004,-0.72743244,-0.5740969,-0.47160479,-0.33083622,-0.37372513,-0.6066251,-0.7213551,-0.52420316,-0.57411514,-0.71001324,-0.36152396,-0.32212481,-0.31537023,-0.36182453,-0.34539431,-0.45843836,-0.78669773,-0.60024744,-0.50845941,-0.40124109,-0.36008917,-0.51536722,-0.5622959,-0.95901592,-0.87373084,-0.81849918,-0.64005572,-0.59837848,-0.63208329,-0.65746295
23,-8.0120709,-0.98742102,-0.7405728,-0.68277521,-0.57416994,-2.4215085,-0.78579324,-0.79917371,-0.70010316,-0.67347167,-0.80245515,-2.3219487,-2.9429549,-0.76049755,-0.60019222,-0.49304137,-0.34587423,-0.39071263,-0.63419896,-0.75414397,-0.54803058,-0.60021128,-0.74228657,-0.37795687,-0.33676685,-0.32970524,-0.3782711,-0.36109406,-0.47927647,-0.82245672,-0.62753142,-0.5315712,-0.41947933,-0.37645686,-0.538793,-0.58785481,-1.0026076,-0.91344588,-0.85570369,-0.66914916,-0.6255775,-0.66081435,-0.68734763
24,-8.3604218,-1.0303524,-0.77277162,-0.71246109,-0.59913386,-2.5267914,-0.81995817,-0.83392039,-0.73054243,-0.70275305,-0.8373445,-2.422903,-3.0709095,-0.79356266,-0.62628753,-0.51447795,-0.36091224,-0.40770014,-0.66177283,-0.78693283,-0.57185799,-0.62630742,-0.77455989,-0.39438978,-0.35140888,-0.34404025,-0.39471766,-0.3767938,-0.50011458,-0.85821571,-0.65481539,-0.55468299,-0.43771756,-0.39282455,-0.56221878,-0.61341371,-1.0461992,-0.95316092,-0.89290819,-0.6982426,-0.65277652,-0.68954541,-0.7172323
25,-8.7087727,-1.0732837,-0.80497044,-0.74214697,-0.62409777,-2.6320744,-0.85412309,-0.86866708,-0.7609817,-0.73203443,-0.87223386,-2.5238573,-3.1988641,-0.82662777,-0.65238285,-0.53591454,-0.37595025,-0.42468765,-0.6893467,-0.8197217,-0.59568541,-0.65240357,-0.80683322,-0.41082268,-0.36605092,-0.35837526,-0.41116423,-0.39249354,-0.52095269,-0.8939747,-0.68209936,-0.57779478,-0.45595579,-0.40919223,-0.58564457,-0.63897262,-1.0897908,-0.99287596,-0.9301127,-0.72733605,-0.67997554,-0.71827647,-0.74711698
26,-9.0571236,-1.1162151,-0.83716925,-0.77183285,-0.64906168,-2.7373574,-0.88828801,-0.90341376,-0.79142096,-0.76131581,-0.90712321,-2.6248116,-3.3268186,-0.85969289,-0.67847816,-0.55735112,-0.39098826,-0.44167515,-0.71692057,-0.85251057,-0.61951283,-0.67849971,-0.83910655,-0.42725559,-0.38069296,-0.37271027,-0.4276108,-0.40819328,-0.54179079,-0.92973368,-0.70938334,-0.60090657,-0.47419402,-0.42555992,-0.60907035,-0.66453152,-1.1333824,-1.032591,-0.96731721,-0.75642949,-0.70717457,-0.74700753,-0.77700166
27,-9.4054745,-1.1591464,-0.86936807,-0.80151873,-0.67402559,-2.8426404,-0.92245294,-0.93816044,-0.82186023,-0.79059718,-0.94201257,-2.7257659,-3.4547732,-0.892758,-0.70457347,-0.5787877,-0.40602627,-0.45866266,-0.74449444,-0.88529944,-0.64334024,-0.70459585,-0.87137988,-0.4436885,-0.39533499,-0.38704529,-0.44405737,-0.42389302,-0.5626289,-0.96549267,-0.73666731,-0.62401836,-0.49243225,-0.44192761,-0.63249613,-0.69009043,-1.1769741,-1.072306,-1.0045217,-0.78552293,-0.73437359,-0.77573859,-0.80688634
28,-9.7538254,-1.2020778,-0.90156689,-0.83120461,-0.6989895,-2.9479233,-0.95661786,-0.97290713,-0.8522995,-0.81987856,-0.97690192,-2.8267202,-3.5827277,-0.92582311,-0.73066879,-0.60022428,-0.42106428,-0.47565016,-0.7720683,-0.91808831,-0.66716766,-0.730692,-0.90365321,-0.46012141,-0.40997703,-0.4013803,-0.46050394,-0.43959276,-0.58346701,-1.0012517,-0.76395129,-0.64713015,-0.51067048,-0.4582953,-0.65592192,-0.71564933,-1.2205657,-1.1120211,-1.0417262,-0.81461637,-0.76157261,-0.80446965,-0.83677102
29,-10.102176,-1.2450091,-0.93376571,-0.86089049,-0.72395341,-3.0532063,-0.99078278,-1.0076538,-0.88273877,-0.84915994,-1.0117913,-2.9276745,-3.7106823,-0.95888822,-0.7567641,-0.62166086,-0.43610229,-0.49263767,-0.79964217,-0.95087718,-0.69099507,-0.75678814,-0.93592654,-0.47655431,-0.42461907,-0.41571531,-0.47695051,-0.45529251,-0.60430511,-1.0370106,-0.79123526,-0.67024195,-0.52890872,-0.47466299,-0.6793477,-0.74120824,-1.2641573,-1.1517361,-1.0789307,-0.84370981,-0.78877163,-0.83320071,-0.8666557
30,-10.450527,-1.2879405,-0.96596452,-0.89057637,-0.74891732,-3.1584893,-1.0249477,-1.0424005,-0.91317803,-0.87844131,-1.0466806,-3.0286288,-3.8386369,-0.99195333,-0.78285941,-0.64309744,-0.4511403,-0.50962517,-0.82721604,-0.98366604,-0.71482249,-0.78288428,-0.96819987,-0.49298722,-0.4392611,-0.43005032,-0.49339708,-0.47099225,-0.62514322,-1.0727696,-0.81851924,-0.69335374,-0.54714695,-0.49103068,-0.70277348,-0.76676714,-1.307749,-1.1914511,-1.1161352,-0.87280325,-0.81597065,-0.86193176,-0.89654038
31,-10.798878,-1.3308718,-0.99816334,-0.92026225,-0.77388123,-3.2637723,-1.0591126,-1.0771472,-0.9436173,-0.90772269,-1.08157,-3.1295831,-3.9665914,-1.0250184,-0.80895473,-0.66453402,-0.46617831,-0.52661268,-0.85478991,-1.0164549,-0.73864991,-0.80898042,-1.0004732,-0.50942013,-0.45390314,-0.44438533,-0.50984365,-0.48669199,-0.64598133,-1.1085286,-0.84580321,-0.71646553,-0.56538518,-0.50739837,-0.72619926,-0.79232605,-1.3513406,-1.2311662,-1.1533397,-0.9018967,-0.84316967,-0.89066282,-0.92642506
32,-10.433792,-1.285878,-0.96441769,-0.88915026,-0.74771805,-3.1534315,-1.0233064,-1.0407313,-0.91171573,-0.87703464,-1.0450045,-3.023779,-3.8324899,-0.99036488,-0.78160579,-0.64206763,-0.45041787,-0.50880909,-0.82589139,-0.98209087,-0.71367782,-0.78163062,-0.96664946,-0.49219778,-0.4385577,-0.42936166,-0.49260699,-0.47023803,-0.62414216,-1.0710518,-0.81720851,-0.69224345,-0.54627078,-0.49024438,-0.70164811,-0.76553929,-1.3056548,-1.1895432,-1.1143479,-0.87140561,-0.81466401,-0.86055152,-0.89510472
33,-10.068609,-1.2408722,-0.93066299,-0.85802992,-0.72154785,-3.0430611,-0.98749061,-1.0043056,-0.8798056,-0.84633834,-1.0084293,-2.9179464,-3.6983524,-0.95570202,-0.75424952,-0.6195952,-0.43465321,-0.49100073,-0.79698512,-0.9477176,-0.68869903,-0.75427348,-0.93281664,-0.47497082,-0.42320814,-0.41433397,-0.4753657,-0.45377966,-0.60229713,-1.0335649,-0.78860614,-0.66801486,-0.52715126,-0.47308578,-0.67709036,-0.73874535,-1.2599568,-1.1479091,-1.0753457,-0.84090633,-0.7861507,-0.83043214,-0.86377597
34,-9.7034251,-1.1958663,-0.89690828,-0.82690958,-0.69537765,-2.9326907,-0.95167479,-0.96787988,-0.84789547,-0.81564205,-0.97185404,-2.8121139,-3.5642149,-0.92103916,-0.72689325,-0.59712278,-0.41888854,-0.47319237,-0.76807884,-0.91334433,-0.66372024,-0.72691634,-0.89898382,-0.45774385,-0.40785858,-0.39930627,-0.45812441,-0.43732128,-0.58045209,-0.99607796,-0.76000377,-0.64378628,-0.50803173,-0.45592718,-0.65253261,-0.7119514,-1.2142588,-1.106275,-1.0363434,-0.81040705,-0.75763738,-0.80031276,-0.83244723
35,-9.3382414,-1.1508605,-0.86315357,-0.79578924,-0.66920745,-2.8223203,-0.91585897,-0.9314542,-0.81598533,-0.78494576,-0.93527878,-2.7062813,-3.4300774,-0.8863763,-0.69953697,-0.57465035,-0.40312387,-0.455384,-0.73917257,-0.87897106,-0.63874146,-0.69955919,-0.865151,-0.44051688,-0.39250902,-0.38427857,-0.44088312,-0.42086291,-0.55860706,-0.95859105,-0.7314014,-0.6195577,-0.4889122,-0.43876858,-0.62797486,-0.68515746,-1.1685607,-1.0646409,-0.9973411,-0.77990778,-0.72912407,-0.77019338,-0.80111848
36,-8.9730577,-1.1058546,-0.82939887,-0.7646689,-0.64303725,-2.7119499,-0.88004315,-0.89502851,-0.7840752,-0.75424947,-0.89870353,-2.6004488,-3.29594,-0.85171344,-0.6721807,-0.55217793,-0.38735921,-0.43757564,-0.7102663,-0.84459779,-0.61376267,-0.67220205,-0.83131818,-0.42328992,-0.37715946,-0.36925087,-0.42364183,-0.40440454,-0.53676203,-0.92110414,-0.70279903,-0.59532911,-0.46979268,-0.42160999,-0.60341712,-0.65836351,-1.1228627,-1.0230068,-0.95833882,-0.7494085,-0.70061075,-0.740074,-0.76978974
37,-8.607874,-1.0608488,-0.79564416,-0.73354856,-0.61686705,-2.6015796,-0.84422734,-0.85860282,-0.75216507,-0.72355318,-0.86212828,-2.4946163,-3.1618025,-0.81705058,-0.64482443,-0.5297055,-0.37159454,-0.41976727,-0.68136002,-0.81022452,-0.58878388,-0.64484491,-0.79748536,-0.40606295,-0.36180991,-0.35422318,-0.40640054,-0.38794616,-0.514917,-0.88361723,-0.67419665,-0.57110053,-0.45067315,-0.40445139,-0.57885937,-0.63156957,-1.0771646,-0.98137263,-0.91933654,-0.71890923,-0.67209744,-0.70995462,-0.73846099
38,-8.2426903,-1.0158429,-0.76188945,-0.70242822,-0.59069686,-2.4912092,-0.80841152,-0.82217713,-0.72025493,-0.69285689,-0.82555302,-2.3887837,-3.027665,-0.78238772,-0.61746815,-0.50723308,-0.35582987,-0.40195891,-0.65245375,-0.77585125,-0.56380509,-0.61748777,-0.76365255,-0.38883598,-0.34646035,-0.33919548,-0.38915925,-0.37148779,-0.49307197,-0.84613032,-0.64559428,-0.54687195,-0.43155362,-0.38729279,-0.55430162,-0.60477563,-1.0314666,-0.93973851,-0.88033426,-0.68840995,-0.64358413,-0.67983524,-0.70713224
39,-7.8775067,-0.9708371,-0.72813475,-0.67130788,-0.56452666,-2.3808388,-0.7725957,-0.78575144,-0.6883448,-0.66216059,-0.78897777,-2.2829512,-2.8935275,-0.74772486,-0.59011188,-0.48476065,-0.34006521,-0.38415054,-0.62354748,-0.74147798,-0.5388263,-0.59013062,-0.72981973,-0.37160901,-0.33111079,-0.32416778,-0.37191796,-0.35502942,-0.47122693,-0.80864341,-0.61699191,-0.52264336,-0.41243409,-0.37013419,-0.52974388,-0.57798168,-0.98576857,-0.89810439,-0.84133199,-0.65791068,-0.61507081,-0.64971586,-0.6758035
40,-7.512323,-0.92583125,-0.69438004,-0.64018754,-0.53835646,-2.2704684,-0.73677988,-0.74932575,-0.65643467,-0.6314643,-0.75240252,-2.1771187,-2.75939,-0.713062,-0.56275561,-0.46228823,-0.32430054,-0.36634218,-0.5946412,-0.70710471,-0.51384751,-0.56277348,-0.69598691,-0.35438205,-0.31576123,-0.30914009,-0.35467667,-0.33857104,-0.4493819,-0.7711565,-0.58838954,-0.49841478,-0.39331457,-0.3529756,-0.50518613,-0.55118774,-0.94007054,-0.85647027,-0.80232971,-0.6274114,-0.5865575,-0.61959647,-0.64447475
41,-7.1471393,-0.88082541,-0.66062533,-0.6090672,-0.51218626,-2.160098,-0.70096407,-0.71290007,-0.62452453,-0.60076801,-0.71582726,-2.0712861,-2.6252525,-0.67839914,-0.53539933,-0.4398158,-0.30853588,-0.34853382,-0.56573493,-0.67273144,-0.48886873,-0.53541634,-0.66215409,-0.33715508,-0.30041167,-0.29411239,-0.33743539,-0.32211267,-0.42753687,-0.73366959,-0.55978717,-0.4741862,-0.37419504,-0.335817,-0.48062838,-0.52439379,-0.8943725,-0.81483615,-0.76332743,-0.59691213,-0.55804418,-0.58947709,-0.613146
42,-6.7819556,-0.83581956,-0.62687063,-0.57794686,-0.48601606,-2.0497276,-0.66514825,-0.67647438,-0.5926144,-0.57007172,-0.67925201,-1.9654536,-2.491115,-0.64373628,-0.50804306,-0.41734338,-0.29277121,-0.33072545,-0.53682866,-0.63835817,-0.46388994,-0.5080592,-0.62832127,-0.31992811,-0.28506211,-0.27908469,-0.3201941,-0.30565429,-0.40569184,-0.69618268,-0.53118479,-0.44995761,-0.35507551,-0.3186584,-0.45607063,-0.49759985,-0.84867446,-0.77320203,-0.72432515,-0.56641285,-0.52953087,-0.55935771,-0.58181726
