Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa)
10,-13.018429,-0.96585205,-3.0624279,-1.749151,-1.0158656,-1.3392954,-1.1722936,-1.0793417,-0.96585205,-1.6005134,-1.749151,-1.5729233,-2.1488283,-0.368456,-0.73193131,-1.0314683,-0.81405899,-0.47117201,-4.7915741,-8.5024137,-0.7122765,-0.62585583,-0.74252234,-0.76856422,-0.37329942,-0.54274566,-0.54647198,-0.56647974,-0.6055654,-0.67658364,-0.76275263,-0.96104381,-1.2804357,-1.2395291,-0.86175645,-0.50192309,-0.68246256,-0.86879752,-0.99638138,-1.0255432,-0.97518293,-0.79286842,-0.61656427
11,-13.029832,-0.96669804,-3.0651102,-1.7506831,-1.0167554,-1.3404685,-1.1733204,-1.080287,-0.96669804,-1.6019153,-1.7506831,-1.574301,-2.1507104,-0.36877873,-0.7325724,-1.0323717,-0.81477202,-0.47158471,-4.795771,-8.5098609,-0.71290038,-0.62640401,-0.74317271,-0.7692374,-0.37362639,-0.54322105,-0.54695063,-0.56697592,-0.60609582,-0.67717625,-0.76342072,-0.96188559,-1.2815572,-1.2406148,-0.86251126,-0.50236272,-0.68306033,-0.8695585,-0.9972541,-1.0264415,-0.97603709,-0.79356289,-0.61710431
12,-13.041234,-0.96754402,-3.0677926,-1.7522151,-1.0176451,-1.3416415,-1.1743472,-1.0812324,-0.96754402,-1.6033171,-1.7522151,-1.5756787,-2.1525926,-0.36910146,-0.7332135,-1.0332752,-0.81548505,-0.47199741,-4.7999679,-8.5173082,-0.71352426,-0.6269522,-0.74382308,-0.76991058,-0.37395336,-0.54369644,-0.54742929,-0.5674721,-0.60662623,-0.67776887,-0.76408881,-0.96272736,-1.2826787,-1.2417005,-0.86326606,-0.50280235,-0.68365809,-0.87031947,-0.99812682,-1.0273397,-0.97689125,-0.79425736,-0.61764436
13,-13.052637,-0.96839001,-3.0704749,-1.7537472,-1.0185349,-1.3428146,-1.175374,-1.0821778,-0.96839001,-1.604719,-1.7537472,-1.5770564,-2.1544747,-0.36942419,-0.73385459,-1.0341786,-0.81619808,-0.4724101,-4.8041648,-8.5247554,-0.71414814,-0.62750038,-0.74447345,-0.77058376,-0.37428033,-0.54417182,-0.54790794,-0.56796827,-0.60715664,-0.67836148,-0.7647569,-0.96356913,-1.2838002,-1.2427862,-0.86402087,-0.50324198,-0.68425586,-0.87108045,-0.99899955,-1.028238,-0.97774541,-0.79495183,-0.6181844
14,-13.06404,-0.96923599,-3.0731573,-1.7552793,-1.0194247,-1.3439877,-1.1764008,-1.0831232,-0.96923599,-1.6061209,-1.7552793,-1.5784341,-2.1563569,-0.36974691,-0.73449569,-1.0350821,-0.81691111,-0.4728228,-4.8083617,-8.5322026,-0.71477202,-0.62804856,-0.74512382,-0.77125694,-0.3746073,-0.54464721,-0.54838659,-0.56846445,-0.60768705,-0.6789541,-0.76542499,-0.9644109,-1.2849218,-1.2438718,-0.86477568,-0.50368161,-0.68485362,-0.87184142,-0.99987227,-1.0291363,-0.97859956,-0.7956463,-0.61872445
15,-13.075443,-0.97008197,-3.0758397,-1.7568113,-1.0203145,-1.3451608,-1.1774276,-1.0840686,-0.97008197,-1.6075228,-1.7568113,-1.5798118,-2.158239,-0.37006964,-0.73513678,-1.0359855,-0.81762414,-0.4732355,-4.8125586,-8.5396498,-0.7153959,-0.62859675,-0.74577419,-0.77193012,-0.37493427,-0.5451226,-0.54886524,-0.56896062,-0.60821746,-0.67954671,-0.76609308,-0.96525268,-1.2860433,-1.2449575,-0.86553048,-0.50412124,-0.68545138,-0.87260239,-1.000745,-1.0300345,-0.97945372,-0.79634077,-0.61926449
16,-13.086845,-0.97092796,-3.078522,-1.7583434,-1.0212043,-1.3463339,-1.1784544,-1.085014,-0.97092796,-1.6089247,-1.7583434,-1.5811896,-2.1601212,-0.37039237,-0.73577788,-1.036889,-0.81833717,-0.47364819,-4.8167555,-8.547097,-0.71601977,-0.62914493,-0.74642456,-0.7726033,-0.37526124,-0.54559799,-0.54934389,-0.5694568,-0.60874787,-0.68013933,-0.76676118,-0.96609445,-1.2871648,-1.2460432,-0.86628529,-0.50456088,-0.68604915,-0.87336337,-1.0016177,-1.0309328,-0.98030788,-0.79703523,-0.61980453
17,-13.098248,-0.97177394,-3.0812044,-1.7598755,-1.0220941,-1.3475069,-1.1794812,-1.0859594,-0.97177394,-1.6103265,-1.7598755,-1.5825673,-2.1620033,-0.3707151,-0.73641897,-1.0377924,-0.8190502,-0.47406089,-4.8209524,-8.5545442,-0.71664365,-0.62969311,-0.74707493,-0.77327648,-0.37558821,-0.54607337,-0.54982254,-0.56995298,-0.60927828,-0.68073194,-0.76742927,-0.96693622,-1.2882863,-1.2471289,-0.8670401,-0.50500051,-0.68664691,-0.87412434,-1.0024904,-1.0318311,-0.98116203,-0.7977297,-0.62034458
18,-13.109651,-0.97261992,-3.0838868,-1.7614076,-1.0229839,-1.34868,-1.180508,-1.0869048,-0.97261992,-1.6117284,-1.7614076,-1.583945,-2.1638855,-0.37103783,-0.73706006,-1.0386959,-0.81976323,-0.47447359,-4.8251494,-8.5619914,-0.71726753,-0.6302413,-0.7477253,-0.77394966,-0.37591518,-0.54654876,-0.55030119,-0.57044915,-0.60980869,-0.68132456,-0.76809736,-0.96777799,-1.2894079,-1.2482146,-0.86779491,-0.50544014,-0.68724468,-0.87488532,-1.0033632,-1.0327293,-0.98201619,-0.79842417,-0.62088462
19,-13.121054,-0.97346591,-3.0865691,-1.7629396,-1.0238737,-1.3498531,-1.1815348,-1.0878502,-0.97346591,-1.6131303,-1.7629396,-1.5853227,-2.1657676,-0.37136056,-0.73770116,-1.0395994,-0.82047626,-0.47488628,-4.8293463,-8.5694386,-0.71789141,-0.63078948,-0.74837567,-0.77462284,-0.37624215,-0.54702415,-0.55077985,-0.57094533,-0.6103391,-0.68191717,-0.76876545,-0.96861977,-1.2905294,-1.2493003,-0.86854971,-0.50587977,-0.68784244,-0.87564629,-1.0042359,-1.0336276,-0.98287035,-0.79911864,-0.62142467
20,-13.132456,-0.97431189,-3.0892515,-1.7644717,-1.0247635,-1.3510262,-1.1825616,-1.0887955,-0.97431189,-1.6145322,-1.7644717,-1.5867004,-2.1676497,-0.37168328,-0.73834225,-1.0405028,-0.82118928,-0.47529898,-4.8335432,-8.5768859,-0.71851529,-0.63133766,-0.74902604,-0.77529602,-0.37656912,-0.54749954,-0.5512585,-0.57144151,-0.61086951,-0.68250979,-0.76943354,-0.96946154,-1.2916509,-1.250386,-0.86930452,-0.5063194,-0.68844021,-0.87640727,-1.0051086,-1.0345259,-0.9837245,-0.79981311,-0.62196471
21,-13.143859,-0.97515788,-3.0919338,-1.7660038,-1.0256533,-1.3521993,-1.1835884,-1.0897409,-0.97515788,-1.6159341,-1.7660038,-1.5880781,-2.1695319,-0.37200601,-0.73898335,-1.0414063,-0.82190231,-0.47571168,-4.8377401,-8.5843331,-0.71913917,-0.63188585,-0.74967641,-0.7759692,-0.37689609,-0.54797492,-0.55173715,-0.57193768,-0.61139993,-0.68310241,-0.77010163,-0.97030331,-1.2927724,-1.2514717,-0.87005933,-0.50675903,-0.68903797,-0.87716824,-1.0059813,-1.0354241,-0.98457866,-0.80050758,-0.62250476
22,-13.155262,-0.97600386,-3.0946162,-1.7675358,-1.026543,-1.3533723,-1.1846152,-1.0906863,-0.97600386,-1.6173359,-1.7675358,-1.5894558,-2.171414,-0.37232874,-0.73962444,-1.0423097,-0.82261534,-0.47612437,-4.841937,-8.5917803,-0.71976305,-0.63243403,-0.75032679,-0.77664238,-0.37722306,-0.54845031,-0.5522158,-0.57243386,-0.61193034,-0.68369502,-0.77076972,-0.97114508,-1.293894,-1.2525574,-0.87081413,-0.50719866,-0.68963574,-0.87792922,-1.0068541,-1.0363224,-0.98543282,-0.80120205,-0.6230448
23,-13.166665,-0.97684984,-3.0972986,-1.7690679,-1.0274328,-1.3545454,-1.185642,-1.0916317,-0.97684984,-1.6187378,-1.7690679,-1.5908335,-2.1732962,-0.37265147,-0.74026553,-1.0432132,-0.82332837,-0.47653707,-4.8461339,-8.5992275,-0.72038692,-0.63298221,-0.75097716,-0.77731556,-0.37755004,-0.5489257,-0.55269445,-0.57293003,-0.61246075,-0.68428764,-0.77143781,-0.97198686,-1.2950155,-1.2536431,-0.87156894,-0.5076383,-0.6902335,-0.87869019,-1.0077268,-1.0372207,-0.98628697,-0.80189651,-0.62358485
24,-13.178067,-0.97769583,-3.0999809,-1.7706,-1.0283226,-1.3557185,-1.1866688,-1.0925771,-0.97769583,-1.6201397,-1.7706,-1.5922113,-2.1751783,-0.3729742,-0.74090663,-1.0441166,-0.8240414,-0.47694977,-4.8503308,-8.6066747,-0.7210108,-0.6335304,-0.75162753,-0.77798875,-0.37787701,-0.54940109,-0.5531731,-0.57342621,-0.61299116,-0.68488025,-0.7721059,-0.97282863,-1.296137,-1.2547288,-0.87232375,-0.50807793,-0.69083127,-0.87945116,-1.0085995,-1.0381189,-0.98714113,-0.80259098,-0.62412489
25,-13.18947,-0.97854181,-3.1026633,-1.7721321,-1.0292124,-1.3568916,-1.1876957,-1.0935225,-0.97854181,-1.6215416,-1.7721321,-1.593589,-2.1770605,-0.37329693,-0.74154772,-1.0450201,-0.82475443,-0.47736246,-4.8545277,-8.6141219,-0.72163468,-0.63407858,-0.7522779,-0.77866193,-0.37820398,-0.54987647,-0.55365175,-0.57392239,-0.61352157,-0.68547287,-0.77277399,-0.9736704,-1.2972585,-1.2558145,-0.87307856,-0.50851756,-0.69142903,-0.88021214,-1.0094722,-1.0390172,-0.98799529,-0.80328545,-0.62466494
26,-13.200873,-0.9793878,-3.1053456,-1.7736641,-1.0301022,-1.3580647,-1.1887225,-1.0944679,-0.9793878,-1.6229435,-1.7736641,-1.5949667,-2.1789426,-0.37361965,-0.74218882,-1.0459236,-0.82546746,-0.47777516,-4.8587246,-8.6215691,-0.72225856,-0.63462676,-0.75292827,-0.77933511,-0.37853095,-0.55035186,-0.55413041,-0.57441856,-0.61405198,-0.68606548,-0.77344208,-0.97451217,-1.2983801,-1.2569002,-0.87383336,-0.50895719,-0.6920268,-0.88097311,-1.010345,-1.0399155,-0.98884944,-0.80397992,-0.62520498
27,-13.212276,-0.98023378,-3.108028,-1.7751962,-1.030992,-1.3592377,-1.1897493,-1.0954133,-0.98023378,-1.6243453,-1.7751962,-1.5963444,-2.1808248,-0.37394238,-0.74282991,-1.046827,-0.82618049,-0.47818786,-4.8629216,-8.6290163,-0.72288244,-0.63517495,-0.75357864,-0.78000829,-0.37885792,-0.55082725,-0.55460906,-0.57491474,-0.61458239,-0.6866581,-0.77411017,-0.97535395,-1.2995016,-1.2579859,-0.87458817,-0.50939682,-0.69262456,-0.88173409,-1.0112177,-1.0408137,-0.9897036,-0.80467439,-0.62574503
28,-13.223679,-0.98107976,-3.1107104,-1.7767283,-1.0318818,-1.3604108,-1.1907761,-1.0963587,-0.98107976,-1.6257472,-1.7767283,-1.5977221,-2.1827069,-0.37426511,-0.743471,-1.0477305,-0.82689352,-0.47860055,-4.8671185,-8.6364635,-0.72350632,-0.63572313,-0.75422901,-0.78068147,-0.37918489,-0.55130264,-0.55508771,-0.57541091,-0.6151128,-0.68725071,-0.77477826,-0.97619572,-1.3006231,-1.2590716,-0.87534298,-0.50983645,-0.69322233,-0.88249506,-1.0120904,-1.041712,-0.99055776,-0.80536886,-0.62628507
29,-13.235081,-0.98192575,-3.1133927,-1.7782603,-1.0327716,-1.3615839,-1.1918029,-1.097304,-0.98192575,-1.6271491,-1.7782603,-1.5990998,-2.1845891,-0.37458784,-0.7441121,-1.0486339,-0.82760655,-0.47901325,-4.8713154,-8.6439108,-0.7241302,-0.63627131,-0.75487938,-0.78135465,-0.37951186,-0.55177802,-0.55556636,-0.57590709,-0.61564321,-0.68784333,-0.77544635,-0.97703749,-1.3017446,-1.2601573,-0.87609778,-0.51027608,-0.69382009,-0.88325604,-1.0129631,-1.0426103,-0.99141191,-0.80606333,-0.62682512
30,-13.246484,-0.98277173,-3.1160751,-1.7797924,-1.0336614,-1.362757,-1.1928297,-1.0982494,-0.98277173,-1.628551,-1.7797924,-1.6004775,-2.1864712,-0.37491057,-0.74475319,-1.0495374,-0.82831958,-0.47942595,-4.8755123,-8.651358,-0.72475407,-0.6368195,-0.75552975,-0.78202783,-0.37983883,-0.55225341,-0.55604501,-0.57640327,-0.61617362,-0.68843594,-0.77611444,-0.97787926,-1.3028662,-1.261243,-0.87685259,-0.51071572,-0.69441786,-0.88401701,-1.0138359,-1.0435085,-0.99226607,-0.80675779,-0.62736516
31,-13.257887,-0.98361772,-3.1187575,-1.7813245,-1.0345512,-1.3639301,-1.1938565,-1.0991948,-0.98361772,-1.6299529,-1.7813245,-1.6018553,-2.1883533,-0.3752333,-0.74539429,-1.0504408,-0.82903261,-0.47983864,-4.8797092,-8.6588052,-0.72537795,-0.63736768,-0.75618012,-0.78270101,-0.3801658,-0.5527288,-0.55652366,-0.57689944,-0.61670404,-0.68902856,-0.77678253,-0.97872103,-1.3039877,-1.2623287,-0.8776074,-0.51115535,-0.69501562,-0.88477799,-1.0147086,-1.0444068,-0.99312023,-0.80745226,-0.62790521
32,-13.26929,-0.9844637,-3.1214398,-1.7828565,-1.035441,-1.3651032,-1.1948833,-1.1001402,-0.9844637,-1.6313547,-1.7828565,-1.603233,-2.1902355,-0.37555602,-0.74603538,-1.0513443,-0.82974564,-0.48025134,-4.8839061,-8.6662524,-0.72600183,-0.63791586,-0.75683049,-0.78337419,-0.38049277,-0.55320419,-0.55700231,-0.57739562,-0.61723445,-0.68962118,-0.77745062,-0.97956281,-1.3051092,-1.2634144,-0.87836221,-0.51159498,-0.69561339,-0.88553896,-1.0155813,-1.0453051,-0.99397438,-0.80814673,-0.62844525
33,-13.280692,-0.98530968,-3.1241222,-1.7843886,-1.0363307,-1.3662762,-1.1959101,-1.1010856,-0.98530968,-1.6327566,-1.7843886,-1.6046107,-2.1921176,-0.37587875,-0.74667648,-1.0522478,-0.83045867,-0.48066404,-4.888103,-8.6736996,-0.72662571,-0.63846405,-0.75748086,-0.78404737,-0.38081974,-0.55367958,-0.55748097,-0.5778918,-0.61776486,-0.69021379,-0.77811871,-0.98040458,-1.3062307,-1.2645001,-0.87911701,-0.51203461,-0.69621115,-0.88629993,-1.016454,-1.0462034,-0.99482854,-0.8088412,-0.6289853
34,-13.292095,-0.98615567,-3.1268045,-1.7859207,-1.0372205,-1.3674493,-1.1969369,-1.102031,-0.98615567,-1.6341585,-1.7859207,-1.6059884,-2.1939998,-0.37620148,-0.74731757,-1.0531512,-0.83117169,-0.48107673,-4.8922999,-8.6811468,-0.72724959,-0.63901223,-0.75813123,-0.78472055,-0.38114671,-0.55415496,-0.55795962,-0.57838797,-0.61829527,-0.69080641,-0.7787868,-0.98124635,-1.3073523,-1.2655858,-0.87987182,-0.51247424,-0.69680892,-0.88706091,-1.0173268,-1.0471016,-0.9956827,-0.80953567,-0.62952534
35,-13.303498,-0.98700165,-3.1294869,-1.7874528,-1.0381103,-1.3686224,-1.1979637,-1.1029764,-0.98700165,-1.6355604,-1.7874528,-1.6073661,-2.1958819,-0.37652421,-0.74795866,-1.0540547,-0.83188472,-0.48148943,-4.8964968,-8.688594,-0.72787347,-0.63956041,-0.75878161,-0.78539373,-0.38147368,-0.55463035,-0.55843827,-0.57888415,-0.61882568,-0.69139902,-0.77945489,-0.98208812,-1.3084738,-1.2666715,-0.88062663,-0.51291387,-0.69740668,-0.88782188,-1.0181995,-1.0479999,-0.99653685,-0.81023014,-0.63006539
36,-13.314901,-0.98784763,-3.1321693,-1.7889848,-1.0390001,-1.3697955,-1.1989905,-1.1039218,-0.98784763,-1.6369622,-1.7889848,-1.6087438,-2.1977641,-0.37684694,-0.74859976,-1.0549581,-0.83259775,-0.48190213,-4.9006937,-8.6960412,-0.72849735,-0.6401086,-0.75943198,-0.78606691,-0.38180065,-0.55510574,-0.55891692,-0.57938032,-0.61935609,-0.69199164,-0.78012298,-0.9829299,-1.3095953,-1.2677572,-0.88138143,-0.5133535,-0.69800444,-0.88858286,-1.0190722,-1.0488982,-0.99739101,-0.81092461,-0.63060543
37,-13.326303,-0.98869362,-3.1348516,-1.7905169,-1.0398899,-1.3709686,-1.2000173,-1.1048672,-0.98869362,-1.6383641,-1.7905169,-1.6101215,-2.1996462,-0.37716967,-0.74924085,-1.0558616,-0.83331078,-0.48231482,-4.9048907,-8.7034885,-0.72912122,-0.64065678,-0.76008235,-0.78674009,-0.38212762,-0.55558113,-0.55939557,-0.5798765,-0.6198865,-0.69258425,-0.78079107,-0.98377167,-1.3107168,-1.2688429,-0.88213624,-0.51379313,-0.69860221,-0.88934383,-1.0199449,-1.0497964,-0.99824517,-0.81161907,-0.63114548
38,-13.337706,-0.9895396,-3.137534,-1.792049,-1.0407797,-1.3721416,-1.2010441,-1.1058125,-0.9895396,-1.639766,-1.792049,-1.6114993,-2.2015284,-0.37749239,-0.74988195,-1.056765,-0.83402381,-0.48272752,-4.9090876,-8.7109357,-0.7297451,-0.64120496,-0.76073272,-0.78741328,-0.3824546,-0.55605651,-0.55987422,-0.58037268,-0.62041691,-0.69317687,-0.78145916,-0.98461344,-1.3118384,-1.2699286,-0.88289105,-0.51423277,-0.69919997,-0.89010481,-1.0208177,-1.0506947,-0.99909932,-0.81231354,-0.63168552
39,-13.349109,-0.99038559,-3.1402163,-1.793581,-1.0416695,-1.3733147,-1.2020709,-1.1067579,-0.99038559,-1.6411679,-1.793581,-1.612877,-2.2034105,-0.37781512,-0.75052304,-1.0576685,-0.83473684,-0.48314022,-4.9132845,-8.7183829,-0.73036898,-0.64175315,-0.76138309,-0.78808646,-0.38278157,-0.5565319,-0.56035287,-0.58086885,-0.62094732,-0.69376948,-0.78212725,-0.98545521,-1.3129599,-1.2710142,-0.88364586,-0.5146724,-0.69979774,-0.89086578,-1.0216904,-1.051593,-0.99995348,-0.81300801,-0.63222557
40,-13.360512,-0.99123157,-3.1428987,-1.7951131,-1.0425593,-1.3744878,-1.2030977,-1.1077033,-0.99123157,-1.6425698,-1.7951131,-1.6142547,-2.2052927,-0.37813785,-0.75116413,-1.058572,-0.83544987,-0.48355291,-4.9174814,-8.7258301,-0.73099286,-0.64230133,-0.76203346,-0.78875964,-0.38310854,-0.55700729,-0.56083153,-0.58136503,-0.62147774,-0.6943621,-0.78279534,-0.98629699,-1.3140814,-1.2720999,-0.88440066,-0.51511203,-0.7003955,-0.89162676,-1.0225631,-1.0524912,-1.0008076,-0.81370248,-0.63276561
41,-13.371914,-0.99207755,-3.1455811,-1.7966452,-1.0434491,-1.3756609,-1.2041245,-1.1086487,-0.99207755,-1.6439716,-1.7966452,-1.6156324,-2.2071748,-0.37846058,-0.75180523,-1.0594754,-0.8361629,-0.48396561,-4.9216783,-8.7332773,-0.73161674,-0.64284951,-0.76268383,-0.78943282,-0.38343551,-0.55748268,-0.56131018,-0.5818612,-0.62200815,-0.69495471,-0.78346343,-0.98713876,-1.315203,-1.2731856,-0.88515547,-0.51555166,-0.70099327,-0.89238773,-1.0234358,-1.0533895,-1.0016618,-0.81439695,-0.63330566
