Time (ms),Stress at 0.00 mm (kPa),Stress at 0.24 mm (kPa),Stress at 0.45 mm (kPa),Stress at 0.65 mm (kPa),Stress at 0.86 mm (kPa),Stress at 1.05 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.45 mm (kPa),Stress at 1.66 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.45 mm (kPa),Stress at 2.65 mm (kPa)
1611,67.219305,56.756547,50.246628,39.2972,31.61719,23.142217,16.863727,11.569981,6.8855882,4.3843767,2.0822197,0.50186814,0,0
1612,67.181736,56.724826,50.218545,39.275237,31.599519,23.129283,16.854302,11.563515,6.8817399,4.3819262,2.081056,0.50158765,0,0
1613,67.144168,56.693105,50.190463,39.253274,31.581849,23.116349,16.844877,11.557049,6.8778916,4.3794758,2.0798922,0.50130716,0,0
1614,67.106599,56.661384,50.16238,39.231311,31.564178,23.103415,16.835452,11.550582,6.8740433,4.3770254,2.0787285,0.50102667,0,0
1615,67.069031,56.629663,50.134298,39.209348,31.546507,23.090481,16.826027,11.544116,6.870195,4.374575,2.0775647,0.50074618,0,0
1616,67.031462,56.597942,50.106215,39.187385,31.528837,23.077547,16.816602,11.537649,6.8663467,4.3721246,2.076401,0.50046569,0,0
1617,66.993894,56.566221,50.078133,39.165423,31.511166,23.064613,16.807177,11.531183,6.8624983,4.3696742,2.0752372,0.5001852,0,0
1618,66.956325,56.534501,50.05005,39.14346,31.493495,23.051679,16.797751,11.524717,6.85865,4.3672238,2.0740735,0.49990471,0,0
1619,66.918757,56.50278,50.021968,39.121497,31.475825,23.038745,16.788326,11.51825,6.8548017,4.3647734,2.0729098,0.49962422,0,0
1620,66.881188,56.471059,49.993885,39.099534,31.458154,23.025811,16.778901,11.511784,6.8509534,4.362323,2.071746,0.49934372,0,0
1621,66.84362,56.439338,49.965802,39.077571,31.440483,23.012877,16.769476,11.505317,6.8471051,4.3598726,2.0705823,0.49906323,0,0
1622,66.806051,56.407617,49.93772,39.055608,31.422813,22.999943,16.760051,11.498851,6.8432568,4.3574222,2.0694185,0.49878274,0,0
1623,66.768483,56.375896,49.909637,39.033645,31.405142,22.987009,16.750626,11.492385,6.8394085,4.3549718,2.0682548,0.49850225,0,0
1624,66.730914,56.344175,49.881555,39.011682,31.387471,22.974074,16.741201,11.485918,6.8355601,4.3525214,2.0670911,0.49822176,0,0
1625,66.693346,56.312454,49.853472,38.989719,31.369801,22.96114,16.731776,11.479452,6.8317118,4.350071,2.0659273,0.49794127,0,0
1626,66.655777,56.280733,49.82539,38.967756,31.35213,22.948206,16.722351,11.472985,6.8278635,4.3476206,2.0647636,0.49766078,0,0
1627,66.618209,56.249012,49.797307,38.945793,31.334459,22.935272,16.712926,11.466519,6.8240152,4.3451702,2.0635998,0.49738029,0,0
1628,66.58064,56.217291,49.769225,38.92383,31.316789,22.922338,16.703501,11.460053,6.8201669,4.3427198,2.0624361,0.49709979,0,0
1629,66.543072,56.185571,49.741142,38.901867,31.299118,22.909404,16.694076,11.453586,6.8163186,4.3402694,2.0612724,0.4968193,0,0
1630,66.505503,56.15385,49.713059,38.879904,31.281447,22.89647,16.684651,11.44712,6.8124702,4.337819,2.0601086,0.49653881,0,0
1631,66.467935,56.122129,49.684977,38.857941,31.263777,22.883536,16.675226,11.440653,6.8086219,4.3353686,2.0589449,0.49625832,0,0
1632,66.430366,56.090408,49.656894,38.835978,31.246106,22.870602,16.665801,11.434187,6.8047736,4.3329182,2.0577811,0.49597783,0,0
1633,66.392798,56.058687,49.628812,38.814015,31.228435,22.857668,16.656376,11.427721,6.8009253,4.3304678,2.0566174,0.49569734,0,0
1634,66.35523,56.026966,49.600729,38.792052,31.210765,22.844734,16.646951,11.421254,6.797077,4.3280174,2.0554537,0.49541685,0,0
1635,66.317661,55.995245,49.572647,38.770089,31.193094,22.8318,16.637526,11.414788,6.7932287,4.325567,2.0542899,0.49513636,0,0
1636,66.280093,55.963524,49.544564,38.748126,31.175423,22.818866,16.628101,11.408321,6.7893804,4.3231166,2.0531262,0.49485586,0,0
1637,66.242524,55.931803,49.516482,38.726163,31.157753,22.805932,16.618676,11.401855,6.785532,4.3206662,2.0519624,0.49457537,0,0
1638,66.204956,55.900082,49.488399,38.7042,31.140082,22.792998,16.609251,11.395389,6.7816837,4.3182158,2.0507987,0.49429488,0,0
1639,66.167387,55.868361,49.460317,38.682237,31.122411,22.780064,16.599826,11.388922,6.7778354,4.3157654,2.049635,0.49401439,0,0
1640,66.129819,55.836641,49.432234,38.660274,31.104741,22.76713,16.590401,11.382456,6.7739871,4.313315,2.0484712,0.4937339,0,0
1641,66.09225,55.80492,49.404151,38.638311,31.08707,22.754196,16.580976,11.375989,6.7701388,4.3108646,2.0473075,0.49345341,0,0
1642,66.054682,55.773199,49.376069,38.616348,31.069399,22.741262,16.571551,11.369523,6.7662905,4.3084142,2.0461437,0.49317292,0,0
1643,66.017113,55.741478,49.347986,38.594385,31.051729,22.728328,16.562125,11.363057,6.7624421,4.3059638,2.04498,0.49289243,0,0
1644,65.979545,55.709757,49.319904,38.572422,31.034058,22.715393,16.5527,11.35659,6.7585938,4.3035134,2.0438163,0.49261193,0,0
1645,65.941976,55.678036,49.291821,38.550459,31.016387,22.702459,16.543275,11.350124,6.7547455,4.301063,2.0426525,0.49233144,0,0
1646,65.904408,55.646315,49.263739,38.528496,30.998717,22.689525,16.53385,11.343657,6.7508972,4.2986126,2.0414888,0.49205095,0,0
1647,65.866839,55.614594,49.235656,38.506533,30.981046,22.676591,16.524425,11.337191,6.7470489,4.2961621,2.040325,0.49177046,0,0
1648,65.829271,55.582873,49.207574,38.48457,30.963375,22.663657,16.515,11.330725,6.7432006,4.2937117,2.0391613,0.49148997,0,0
1649,65.791702,55.551152,49.179491,38.462607,30.945705,22.650723,16.505575,11.324258,6.7393523,4.2912613,2.0379976,0.49120948,0,0
1650,65.754134,55.519431,49.151408,38.440644,30.928034,22.637789,16.49615,11.317792,6.7355039,4.2888109,2.0368338,0.49092899,0,0
1651,65.716565,55.487711,49.123326,38.418681,30.910363,22.624855,16.486725,11.311325,6.7316556,4.2863605,2.0356701,0.4906485,0,0
1652,65.678997,55.45599,49.095243,38.396718,30.892693,22.611921,16.4773,11.304859,6.7278073,4.2839101,2.0345063,0.49036801,0,0
1653,65.641428,55.424269,49.067161,38.374755,30.875022,22.598987,16.467875,11.298393,6.723959,4.2814597,2.0333426,0.49008751,0,0
1654,65.60386,55.392548,49.039078,38.352792,30.857351,22.586053,16.45845,11.291926,6.7201107,4.2790093,2.0321788,0.48980702,0,0
1655,65.566291,55.360827,49.010996,38.330829,30.839681,22.573119,16.449025,11.28546,6.7162624,4.2765589,2.0310151,0.48952653,0,0
1656,65.528723,55.329106,48.982913,38.308866,30.82201,22.560185,16.4396,11.278994,6.712414,4.2741085,2.0298514,0.48924604,0,0
1657,65.491154,55.297385,48.954831,38.286903,30.804339,22.547251,16.430175,11.272527,6.7085657,4.2716581,2.0286876,0.48896555,0,0
1658,65.453586,55.265664,48.926748,38.26494,30.786669,22.534317,16.42075,11.266061,6.7047174,4.2692077,2.0275239,0.48868506,0,0
1659,65.416017,55.233943,48.898666,38.242977,30.768998,22.521383,16.411325,11.259594,6.7008691,4.2667573,2.0263601,0.48840457,0,0
1660,65.378449,55.202222,48.870583,38.221014,30.751327,22.508449,16.4019,11.253128,6.6970208,4.2643069,2.0251964,0.48812408,0,0
1661,65.340881,55.170502,48.8425,38.199051,30.733657,22.495515,16.392475,11.246662,6.6931725,4.2618565,2.0240327,0.48784358,0,0
1662,65.303312,55.138781,48.814418,38.177088,30.715986,22.482581,16.38305,11.240195,6.6893241,4.2594061,2.0228689,0.48756309,0,0
1663,65.265744,55.10706,48.786335,38.155126,30.698315,22.469646,16.373625,11.233729,6.6854758,4.2569557,2.0217052,0.4872826,0,0
1664,65.228175,55.075339,48.758253,38.133163,30.680645,22.456712,16.3642,11.227262,6.6816275,4.2545053,2.0205414,0.48700211,0,0
1665,65.190607,55.043618,48.73017,38.1112,30.662974,22.443778,16.354775,11.220796,6.6777792,4.2520549,2.0193777,0.48672162,0,0
1666,65.153038,55.011897,48.702088,38.089237,30.645303,22.430844,16.34535,11.21433,6.6739309,4.2496045,2.018214,0.48644113,0,0
1667,65.11547,54.980176,48.674005,38.067274,30.627633,22.41791,16.335925,11.207863,6.6700826,4.2471541,2.0170502,0.48616064,0,0
1668,65.077901,54.948455,48.645923,38.045311,30.609962,22.404976,16.3265,11.201397,6.6662343,4.2447037,2.0158865,0.48588015,0,0
1669,65.040333,54.916734,48.61784,38.023348,30.592291,22.392042,16.317074,11.19493,6.6623859,4.2422533,2.0147227,0.48559965,0,0
1670,65.002764,54.885013,48.589757,38.001385,30.574621,22.379108,16.307649,11.188464,6.6585376,4.2398029,2.013559,0.48531916,0,0
1671,64.965196,54.853292,48.561675,37.979422,30.55695,22.366174,16.298224,11.181998,6.6546893,4.2373525,2.0123953,0.48503867,0,0
1672,64.927627,54.821572,48.533592,37.957459,30.539279,22.35324,16.288799,11.175531,6.650841,4.2349021,2.0112315,0.48475818,0,0
1673,64.890059,54.789851,48.50551,37.935496,30.521609,22.340306,16.279374,11.169065,6.6469927,4.2324517,2.0100678,0.48447769,0,0
1674,64.85249,54.75813,48.477427,37.913533,30.503938,22.327372,16.269949,11.162598,6.6431444,4.2300013,2.008904,0.4841972,0,0
1675,64.814922,54.726409,48.449345,37.89157,30.486267,22.314438,16.260524,11.156132,6.639296,4.2275509,2.0077403,0.48391671,0,0
1676,64.777353,54.694688,48.421262,37.869607,30.468597,22.301504,16.251099,11.149666,6.6354477,4.2251005,2.0065766,0.48363622,0,0
1677,64.739785,54.662967,48.39318,37.847644,30.450926,22.28857,16.241674,11.143199,6.6315994,4.2226501,2.0054128,0.48335572,0,0
1678,64.702216,54.631246,48.365097,37.825681,30.433255,22.275636,16.232249,11.136733,6.6277511,4.2201997,2.0042491,0.48307523,0,0
1679,64.664648,54.599525,48.337015,37.803718,30.415585,22.262702,16.222824,11.130266,6.6239028,4.2177493,2.0030853,0.48279474,0,0
1680,64.627079,54.567804,48.308932,37.781755,30.397914,22.249768,16.213399,11.1238,6.6200545,4.2152989,2.0019216,0.48251425,0,0
1681,64.589511,54.536083,48.280849,37.759792,30.380243,22.236834,16.203974,11.117334,6.6162062,4.2128485,2.0007579,0.48223376,0,0
1682,64.551942,54.504362,48.252767,37.737829,30.362573,22.223899,16.194549,11.110867,6.6123578,4.2103981,1.9995941,0.48195327,0,0
1683,64.514374,54.472642,48.224684,37.715866,30.344902,22.210965,16.185124,11.104401,6.6085095,4.2079476,1.9984304,0.48167278,0,0
1684,64.476805,54.440921,48.196602,37.693903,30.327231,22.198031,16.175699,11.097934,6.6046612,4.2054972,1.9972666,0.48139229,0,0
1685,64.439237,54.4092,48.168519,37.67194,30.309561,22.185097,16.166274,11.091468,6.6008129,4.2030468,1.9961029,0.4811118,0,0
1686,64.401668,54.377479,48.140437,37.649977,30.29189,22.172163,16.156849,11.085002,6.5969646,4.2005964,1.9949391,0.4808313,0,0
1687,64.3641,54.345758,48.112354,37.628014,30.274219,22.159229,16.147424,11.078535,6.5931163,4.198146,1.9937754,0.48055081,0,0
1688,64.326532,54.314037,48.084272,37.606051,30.256549,22.146295,16.137999,11.072069,6.5892679,4.1956956,1.9926117,0.48027032,0,0
1689,64.288963,54.282316,48.056189,37.584088,30.238878,22.133361,16.128574,11.065602,6.5854196,4.1932452,1.9914479,0.47998983,0,0
1690,64.251395,54.250595,48.028106,37.562125,30.221207,22.120427,16.119149,11.059136,6.5815713,4.1907948,1.9902842,0.47970934,0,0
1691,64.213826,54.218874,48.000024,37.540162,30.203537,22.107493,16.109724,11.05267,6.577723,4.1883444,1.9891204,0.47942885,0,0
1692,64.176258,54.187153,47.971941,37.518199,30.185866,22.094559,16.100299,11.046203,6.5738747,4.185894,1.9879567,0.47914836,0,0
1693,64.138689,54.155433,47.943859,37.496236,30.168195,22.081625,16.090874,11.039737,6.5700264,4.1834436,1.986793,0.47886787,0,0
1694,64.101121,54.123712,47.915776,37.474273,30.150525,22.068691,16.081448,11.03327,6.5661781,4.1809932,1.9856292,0.47858737,0,0
1695,64.063552,54.091991,47.887694,37.45231,30.132854,22.055757,16.072023,11.026804,6.5623297,4.1785428,1.9844655,0.47830688,0,0
1696,64.025984,54.06027,47.859611,37.430347,30.115183,22.042823,16.062598,11.020338,6.5584814,4.1760924,1.9833017,0.47802639,0,0
1697,63.988415,54.028549,47.831529,37.408384,30.097513,22.029889,16.053173,11.013871,6.5546331,4.173642,1.982138,0.4777459,0,0
1698,63.950847,53.996828,47.803446,37.386421,30.079842,22.016955,16.043748,11.007405,6.5507848,4.1711916,1.9809743,0.47746541,0,0
1699,63.913278,53.965107,47.775364,37.364458,30.062171,22.004021,16.034323,11.000938,6.5469365,4.1687412,1.9798105,0.47718492,0,0
1700,63.87571,53.933386,47.747281,37.342495,30.044501,21.991087,16.024898,10.994472,6.5430882,4.1662908,1.9786468,0.47690443,0,0
1701,63.838141,53.901665,47.719198,37.320532,30.02683,21.978153,16.015473,10.988006,6.5392398,4.1638404,1.977483,0.47662394,0,0
1702,63.800573,53.869944,47.691116,37.298569,30.009159,21.965218,16.006048,10.981539,6.5353915,4.16139,1.9763193,0.47634344,0,0
1703,63.763004,53.838223,47.663033,37.276606,29.991489,21.952284,15.996623,10.975073,6.5315432,4.1589396,1.9751556,0.47606295,0,0
1704,63.723232,53.804641,47.633303,37.253355,29.972781,21.938592,15.986645,10.968227,6.5274691,4.1563454,1.9739235,0.47576601,0,0
1705,63.683459,53.771059,47.603573,37.230103,29.954074,21.924899,15.976667,10.961381,6.523395,4.1537512,1.9726915,0.47546906,0,0
1706,63.643686,53.737477,47.573843,37.206852,29.935366,21.911206,15.966689,10.954536,6.5193209,4.1511571,1.9714595,0.47517211,0,0
1707,63.603913,53.703895,47.544112,37.1836,29.916659,21.897513,15.956711,10.94769,6.5152468,4.1485629,1.9702275,0.47487516,0,0
1708,63.564141,53.670313,47.514382,37.160348,29.897952,21.88382,15.946733,10.940844,6.5111727,4.1459687,1.9689955,0.47457821,0,0
1709,63.524368,53.636731,47.484652,37.137097,29.879244,21.870127,15.936755,10.933998,6.5070986,4.1433745,1.9677634,0.47428126,0,0
1710,63.484595,53.603149,47.454922,37.113845,29.860537,21.856434,15.926777,10.927152,6.5030245,4.1407804,1.9665314,0.47398431,0,0
1711,63.444822,53.569567,47.425191,37.090593,29.841829,21.842741,15.916799,10.920307,6.4989503,4.1381862,1.9652994,0.47368736,0,0
1712,63.40505,53.535985,47.395461,37.067342,29.823122,21.829048,15.906821,10.913461,6.4948762,4.135592,1.9640674,0.47339042,0,0
1713,63.365277,53.502403,47.365731,37.04409,29.804414,21.815355,15.896843,10.906615,6.4908021,4.1329978,1.9628353,0.47309347,0,0
1714,63.325504,53.468821,47.336001,37.020839,29.785707,21.801662,15.886865,10.899769,6.486728,4.1304037,1.9616033,0.47279652,0,0
1715,63.285731,53.435238,47.30627,36.997587,29.766999,21.787969,15.876887,10.892923,6.4826539,4.1278095,1.9603713,0.47249957,0,0
1716,63.245958,53.401656,47.27654,36.974335,29.748292,21.774276,15.866909,10.886077,6.4785798,4.1252153,1.9591393,0.47220262,0,0
1717,63.206186,53.368074,47.24681,36.951084,29.729584,21.760583,15.856931,10.879232,6.4745057,4.1226211,1.9579073,0.47190567,0,0
1718,63.166413,53.334492,47.217079,36.927832,29.710877,21.74689,15.846953,10.872386,6.4704316,4.1200269,1.9566752,0.47160872,0,0
1719,63.12664,53.30091,47.187349,36.90458,29.692169,21.733197,15.836974,10.86554,6.4663575,4.1174328,1.9554432,0.47131178,0,0
1720,63.086867,53.267328,47.157619,36.881329,29.673462,21.719504,15.826996,10.858694,6.4622833,4.1148386,1.9542112,0.47101483,0,0
1721,63.047095,53.233746,47.127889,36.858077,29.654754,21.705812,15.817018,10.851848,6.4582092,4.1122444,1.9529792,0.47071788,0,0
1722,63.007322,53.200164,47.098158,36.834825,29.636047,21.692119,15.80704,10.845003,6.4541351,4.1096502,1.9517472,0.47042093,0,0
1723,62.967549,53.166582,47.068428,36.811574,29.617339,21.678426,15.797062,10.838157,6.450061,4.1070561,1.9505151,0.47012398,0,0
1724,62.927776,53.133,47.038698,36.788322,29.598632,21.664733,15.787084,10.831311,6.4459869,4.1044619,1.9492831,0.46982703,0,0
1725,62.888004,53.099417,47.008968,36.765071,29.579925,21.65104,15.777106,10.824465,6.4419128,4.1018677,1.9480511,0.46953008,0,0
1726,62.848231,53.065835,46.979237,36.741819,29.561217,21.637347,15.767128,10.817619,6.4378387,4.0992735,1.9468191,0.46923313,0,0
1727,62.808458,53.032253,46.949507,36.718567,29.54251,21.623654,15.75715,10.810774,6.4337646,4.0966793,1.945587,0.46893619,0,0
1728,62.768685,52.998671,46.919777,36.695316,29.523802,21.609961,15.747172,10.803928,6.4296905,4.0940852,1.944355,0.46863924,0,0
1729,62.728912,52.965089,46.890047,36.672064,29.505095,21.596268,15.737194,10.797082,6.4256163,4.091491,1.943123,0.46834229,0,0
1730,62.68914,52.931507,46.860316,36.648812,29.486387,21.582575,15.727216,10.790236,6.4215422,4.0888968,1.941891,0.46804534,0,0
1731,62.649367,52.897925,46.830586,36.625561,29.46768,21.568882,15.717238,10.78339,6.4174681,4.0863026,1.940659,0.46774839,0,0
1732,62.609594,52.864343,46.800856,36.602309,29.448972,21.555189,15.70726,10.776545,6.413394,4.0837085,1.9394269,0.46745144,0,0
1733,62.569821,52.830761,46.771126,36.579058,29.430265,21.541496,15.697282,10.769699,6.4093199,4.0811143,1.9381949,0.46715449,0,0
1734,62.530049,52.797179,46.741395,36.555806,29.411557,21.527803,15.687304,10.762853,6.4052458,4.0785201,1.9369629,0.46685754,0,0
1735,62.490276,52.763597,46.711665,36.532554,29.39285,21.51411,15.677326,10.756007,6.4011717,4.0759259,1.9357309,0.4665606,0,0
1736,62.450503,52.730014,46.681935,36.509303,29.374142,21.500417,15.667348,10.749161,6.3970976,4.0733317,1.9344988,0.46626365,0,0
1737,62.41073,52.696432,46.652205,36.486051,29.355435,21.486724,15.65737,10.742316,6.3930235,4.0707376,1.9332668,0.4659667,0,0
1738,62.370958,52.66285,46.622474,36.462799,29.336727,21.473031,15.647392,10.73547,6.3889493,4.0681434,1.9320348,0.46566975,0,0
1739,62.331185,52.629268,46.592744,36.439548,29.31802,21.459339,15.637414,10.728624,6.3848752,4.0655492,1.9308028,0.4653728,0,0
1740,62.291412,52.595686,46.563014,36.416296,29.299312,21.445646,15.627436,10.721778,6.3808011,4.062955,1.9295708,0.46507585,0,0
1741,62.251639,52.562104,46.533283,36.393044,29.280605,21.431953,15.617458,10.714932,6.376727,4.0603609,1.9283387,0.4647789,0,0
1742,62.211866,52.528522,46.503553,36.369793,29.261898,21.41826,15.607479,10.708087,6.3726529,4.0577667,1.9271067,0.46448195,0,0
1743,62.172094,52.49494,46.473823,36.346541,29.24319,21.404567,15.597501,10.701241,6.3685788,4.0551725,1.9258747,0.46418501,0,0
1744,62.132321,52.461358,46.444093,36.32329,29.224483,21.390874,15.587523,10.694395,6.3645047,4.0525783,1.9246427,0.46388806,0,0
1745,62.092548,52.427776,46.414362,36.300038,29.205775,21.377181,15.577545,10.687549,6.3604306,4.0499842,1.9234107,0.46359111,0,0
1746,62.052775,52.394194,46.384632,36.276786,29.187068,21.363488,15.567567,10.680703,6.3563565,4.04739,1.9221786,0.46329416,0,0
1747,62.013003,52.360611,46.354902,36.253535,29.16836,21.349795,15.557589,10.673858,6.3522823,4.0447958,1.9209466,0.46299721,0,0
1748,61.97323,52.327029,46.325172,36.230283,29.149653,21.336102,15.547611,10.667012,6.3482082,4.0422016,1.9197146,0.46270026,0,0
1749,61.933457,52.293447,46.295441,36.207031,29.130945,21.322409,15.537633,10.660166,6.3441341,4.0396074,1.9184826,0.46240331,0,0
1750,61.893684,52.259865,46.265711,36.18378,29.112238,21.308716,15.527655,10.65332,6.34006,4.0370133,1.9172505,0.46210637,0,0
1751,61.853912,52.226283,46.235981,36.160528,29.09353,21.295023,15.517677,10.646474,6.3359859,4.0344191,1.9160185,0.46180942,0,0
1752,61.814139,52.192701,46.206251,36.137277,29.074823,21.28133,15.507699,10.639629,6.3319118,4.0318249,1.9147865,0.46151247,0,0
1753,61.774366,52.159119,46.17652,36.114025,29.056115,21.267637,15.497721,10.632783,6.3278377,4.0292307,1.9135545,0.46121552,0,0
1754,61.734593,52.125537,46.14679,36.090773,29.037408,21.253944,15.487743,10.625937,6.3237636,4.0266366,1.9123225,0.46091857,0,0
1755,61.69482,52.091955,46.11706,36.067522,29.0187,21.240251,15.477765,10.619091,6.3196895,4.0240424,1.9110904,0.46062162,0,0
1756,61.655048,52.058373,46.08733,36.04427,28.999993,21.226559,15.467787,10.612245,6.3156153,4.0214482,1.9098584,0.46032467,0,0
1757,61.615275,52.02479,46.057599,36.021018,28.981285,21.212866,15.457809,10.6054,6.3115412,4.018854,1.9086264,0.46002772,0,0
1758,61.575502,51.991208,46.027869,35.997767,28.962578,21.199173,15.447831,10.598554,6.3074671,4.0162598,1.9073944,0.45973078,0,0
1759,61.535729,51.957626,45.998139,35.974515,28.943871,21.18548,15.437853,10.591708,6.303393,4.0136657,1.9061623,0.45943383,0,0
1760,61.495957,51.924044,45.968408,35.951263,28.925163,21.171787,15.427875,10.584862,6.2993189,4.0110715,1.9049303,0.45913688,0,0
1761,61.456184,51.890462,45.938678,35.928012,28.906456,21.158094,15.417897,10.578016,6.2952448,4.0084773,1.9036983,0.45883993,0,0
1762,61.416411,51.85688,45.908948,35.90476,28.887748,21.144401,15.407919,10.57117,6.2911707,4.0058831,1.9024663,0.45854298,0,0
1763,61.376638,51.823298,45.879218,35.881509,28.869041,21.130708,15.397941,10.564325,6.2870966,4.003289,1.9012343,0.45824603,0,0
1764,61.336866,51.789716,45.849487,35.858257,28.850333,21.117015,15.387963,10.557479,6.2830225,4.0006948,1.9000022,0.45794908,0,0
