Time (ms),Stress at 0.00 mm (kPa),Stress at 0.24 mm (kPa),Stress at 0.45 mm (kPa),Stress at 0.65 mm (kPa),Stress at 0.86 mm (kPa),Stress at 1.05 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.45 mm (kPa),Stress at 1.66 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.45 mm (kPa),Stress at 2.65 mm (kPa)
1417,74.151563,62.609791,55.428511,43.34988,34.877838,25.52885,18.602866,12.763182,7.5956919,4.8365329,2.2969569,0.55362529,0,0
1418,74.125422,62.58772,55.408971,43.334599,34.865543,25.519851,18.596308,12.758682,7.5930142,4.8348279,2.2961471,0.55343013,0,0
1419,74.099282,62.565648,55.389431,43.319317,34.853248,25.510851,18.58975,12.754183,7.5903366,4.8331229,2.2953374,0.55323496,0,0
1420,74.073142,62.543577,55.369891,43.304035,34.840952,25.501852,18.583192,12.749684,7.5876589,4.8314179,2.2945277,0.55303979,0,0
1421,74.047001,62.521505,55.350351,43.288753,34.828657,25.492852,18.576634,12.745184,7.5849812,4.8297129,2.2937179,0.55284463,0,0
1422,74.020861,62.499434,55.330811,43.273471,34.816362,25.483853,18.570076,12.740685,7.5823035,4.8280079,2.2929082,0.55264946,0,0
1423,73.994721,62.477362,55.311272,43.258189,34.804067,25.474853,18.563518,12.736186,7.5796259,4.8263029,2.2920985,0.55245429,0,0
1424,73.968581,62.455291,55.291732,43.242907,34.791771,25.465853,18.55696,12.731686,7.5769482,4.8245979,2.2912887,0.55225912,0,0
1425,73.94244,62.433219,55.272192,43.227625,34.779476,25.456854,18.550402,12.727187,7.5742705,4.8228929,2.290479,0.55206396,0,0
1426,73.9163,62.411148,55.252652,43.212343,34.767181,25.447854,18.543844,12.722688,7.5715928,4.8211879,2.2896693,0.55186879,0,0
1427,73.89016,62.389076,55.233112,43.197061,34.754885,25.438855,18.537286,12.718188,7.5689152,4.8194829,2.2888595,0.55167362,0,0
1428,73.864019,62.367004,55.213572,43.181779,34.74259,25.429855,18.530728,12.713689,7.5662375,4.8177779,2.2880498,0.55147846,0,0
1429,73.837879,62.344933,55.194032,43.166497,34.730295,25.420856,18.52417,12.70919,7.5635598,4.8160729,2.2872401,0.55128329,0,0
1430,73.811739,62.322861,55.174492,43.151215,34.717999,25.411856,18.517612,12.70469,7.5608821,4.8143679,2.2864303,0.55108812,0,0
1431,73.785598,62.30079,55.154952,43.135933,34.705704,25.402856,18.511054,12.700191,7.5582045,4.8126629,2.2856206,0.55089296,0,0
1432,73.759458,62.278718,55.135412,43.120651,34.693409,25.393857,18.504496,12.695691,7.5555268,4.8109579,2.2848108,0.55069779,0,0
1433,73.733318,62.256647,55.115872,43.10537,34.681113,25.384857,18.497938,12.691192,7.5528491,4.8092529,2.2840011,0.55050262,0,0
1434,73.707177,62.234575,55.096332,43.090088,34.668818,25.375858,18.49138,12.686693,7.5501714,4.8075479,2.2831914,0.55030745,0,0
1435,73.681037,62.212504,55.076792,43.074806,34.656523,25.366858,18.484822,12.682193,7.5474938,4.8058429,2.2823816,0.55011229,0,0
1436,73.654897,62.190432,55.057252,43.059524,34.644227,25.357859,18.478264,12.677694,7.5448161,4.8041379,2.2815719,0.54991712,0,0
1437,73.628757,62.168361,55.037712,43.044242,34.631932,25.348859,18.471706,12.673195,7.5421384,4.8024329,2.2807622,0.54972195,0,0
1438,73.602616,62.146289,55.018172,43.02896,34.619637,25.339859,18.465148,12.668695,7.5394608,4.8007279,2.2799524,0.54952679,0,0
1439,73.576476,62.124218,54.998632,43.013678,34.607341,25.33086,18.45859,12.664196,7.5367831,4.7990229,2.2791427,0.54933162,0,0
1440,73.550336,62.102146,54.979092,42.998396,34.595046,25.32186,18.452032,12.659697,7.5341054,4.7973179,2.278333,0.54913645,0,0
1441,73.524195,62.080074,54.959552,42.983114,34.582751,25.312861,18.445474,12.655197,7.5314277,4.7956129,2.2775232,0.54894129,0,0
1442,73.498055,62.058003,54.940012,42.967832,34.570455,25.303861,18.438916,12.650698,7.5287501,4.7939079,2.2767135,0.54874612,0,0
1443,73.471915,62.035931,54.920472,42.95255,34.55816,25.294862,18.432358,12.646199,7.5260724,4.7922029,2.2759038,0.54855095,0,0
1444,73.445774,62.01386,54.900932,42.937268,34.545865,25.285862,18.4258,12.641699,7.5233947,4.7904979,2.275094,0.54835578,0,0
1445,73.419634,61.991788,54.881392,42.921986,34.533569,25.276862,18.419242,12.6372,7.520717,4.7887929,2.2742843,0.54816062,0,0
1446,73.393494,61.969717,54.861852,42.906704,34.521274,25.267863,18.412684,12.632701,7.5180394,4.7870879,2.2734745,0.54796545,0,0
1447,73.367353,61.947645,54.842313,42.891422,34.508979,25.258863,18.406126,12.628201,7.5153617,4.7853829,2.2726648,0.54777028,0,0
1448,73.341213,61.925574,54.822773,42.87614,34.496683,25.249864,18.399568,12.623702,7.512684,4.7836779,2.2718551,0.54757512,0,0
1449,73.315073,61.903502,54.803233,42.860859,34.484388,25.240864,18.39301,12.619203,7.5100063,4.7819729,2.2710453,0.54737995,0,0
1450,73.288932,61.881431,54.783693,42.845577,34.472093,25.231865,18.386452,12.614703,7.5073287,4.7802679,2.2702356,0.54718478,0,0
1451,73.262792,61.859359,54.764153,42.830295,34.459797,25.222865,18.379894,12.610204,7.504651,4.7785629,2.2694259,0.54698962,0,0
1452,73.236652,61.837287,54.744613,42.815013,34.447502,25.213865,18.373336,12.605705,7.5019733,4.7768579,2.2686161,0.54679445,0,0
1453,73.210512,61.815216,54.725073,42.799731,34.435207,25.204866,18.366778,12.601205,7.4992956,4.7751529,2.2678064,0.54659928,0,0
1454,73.172501,61.783122,54.69666,42.777509,34.417328,25.19178,18.357242,12.594663,7.495402,4.7726737,2.266629,0.54631549,0,0
1455,73.134489,61.751027,54.668246,42.755287,34.399449,25.178693,18.347706,12.58812,7.4915083,4.7701943,2.2654515,0.54603169,0,0
1456,73.096478,61.718931,54.639832,42.733065,34.38157,25.165606,18.33817,12.581577,7.4876146,4.767715,2.264274,0.54574789,0,0
1457,73.058466,61.686836,54.611418,42.710843,34.363691,25.15252,18.328634,12.575035,7.4837209,4.7652357,2.2630966,0.54546409,0,0
1458,73.020454,61.654741,54.583005,42.688621,34.345812,25.139433,18.319097,12.568492,7.4798272,4.7627564,2.2619191,0.54518029,0,0
1459,72.982443,61.622646,54.554591,42.666399,34.327933,25.126347,18.309561,12.561949,7.4759335,4.7602771,2.2607416,0.54489649,0,0
1460,72.944431,61.590551,54.526177,42.644177,34.310054,25.11326,18.300025,12.555407,7.4720398,4.7577978,2.2595642,0.54461269,0,0
1461,72.90642,61.558456,54.497763,42.621955,34.292175,25.100173,18.290489,12.548864,7.4681461,4.7553185,2.2583867,0.54432889,0,0
1462,72.868408,61.526361,54.469349,42.599733,34.274295,25.087087,18.280953,12.542321,7.4642524,4.7528392,2.2572092,0.54404509,0,0
1463,72.830397,61.494266,54.440936,42.577511,34.256416,25.074,18.271416,12.535779,7.4603587,4.7503599,2.2560318,0.54376129,0,0
1464,72.792385,61.462171,54.412522,42.555289,34.238537,25.060914,18.26188,12.529236,7.456465,4.7478806,2.2548543,0.54347749,0,0
1465,72.754373,61.430076,54.384108,42.533067,34.220658,25.047827,18.252344,12.522693,7.4525713,4.7454013,2.2536768,0.54319369,0,0
1466,72.716362,61.397981,54.355694,42.510845,34.202779,25.03474,18.242808,12.516151,7.4486776,4.742922,2.2524994,0.54290989,0,0
1467,72.67835,61.365886,54.327281,42.488623,34.1849,25.021654,18.233272,12.509608,7.4447839,4.7404427,2.2513219,0.5426261,0,0
1468,72.640339,61.333791,54.298867,42.466401,34.167021,25.008567,18.223735,12.503065,7.4408901,4.7379634,2.2501444,0.5423423,0,0
1469,72.602327,61.301696,54.270453,42.444179,34.149142,24.995481,18.214199,12.496523,7.4369964,4.7354841,2.248967,0.5420585,0,0
1470,72.564315,61.269601,54.242039,42.421957,34.131263,24.982394,18.204663,12.48998,7.4331027,4.7330048,2.2477895,0.5417747,0,0
1471,72.526304,61.237506,54.213626,42.399735,34.113384,24.969307,18.195127,12.483437,7.429209,4.7305255,2.246612,0.5414909,0,0
1472,72.488292,61.205411,54.185212,42.377513,34.095505,24.956221,18.185591,12.476895,7.4253153,4.7280462,2.2454346,0.5412071,0,0
1473,72.450281,61.173316,54.156798,42.355291,34.077626,24.943134,18.176054,12.470352,7.4214216,4.7255669,2.2442571,0.5409233,0,0
1474,72.412269,61.141221,54.128384,42.333069,34.059746,24.930048,18.166518,12.463809,7.4175279,4.7230876,2.2430796,0.5406395,0,0
1475,72.374258,61.109126,54.09997,42.310847,34.041867,24.916961,18.156982,12.457267,7.4136342,4.7206083,2.2419022,0.5403557,0,0
1476,72.336246,61.077031,54.071557,42.288625,34.023988,24.903874,18.147446,12.450724,7.4097405,4.718129,2.2407247,0.5400719,0,0
1477,72.298234,61.044936,54.043143,42.266403,34.006109,24.890788,18.13791,12.444181,7.4058468,4.7156497,2.2395472,0.5397881,0,0
1478,72.260223,61.012841,54.014729,42.244181,33.98823,24.877701,18.128373,12.437639,7.4019531,4.7131704,2.2383698,0.5395043,0,0
1479,72.222211,60.980746,53.986315,42.221959,33.970351,24.864614,18.118837,12.431096,7.3980594,4.710691,2.2371923,0.5392205,0,0
1480,72.1842,60.948651,53.957902,42.199737,33.952472,24.851528,18.109301,12.424553,7.3941657,4.7082117,2.2360148,0.5389367,0,0
1481,72.146188,60.916556,53.929488,42.177515,33.934593,24.838441,18.099765,12.418011,7.390272,4.7057324,2.2348374,0.5386529,0,0
1482,72.108176,60.88446,53.901074,42.155293,33.916714,24.825355,18.090229,12.411468,7.3863783,4.7032531,2.2336599,0.5383691,0,0
1483,72.070165,60.852365,53.87266,42.133071,33.898835,24.812268,18.080692,12.404925,7.3824846,4.7007738,2.2324824,0.5380853,0,0
1484,72.032153,60.82027,53.844247,42.110849,33.880956,24.799181,18.071156,12.398383,7.3785909,4.6982945,2.231305,0.5378015,0,0
1485,71.994142,60.788175,53.815833,42.088627,33.863077,24.786095,18.06162,12.39184,7.3746972,4.6958152,2.2301275,0.53751771,0,0
1486,71.95613,60.75608,53.787419,42.066405,33.845197,24.773008,18.052084,12.385297,7.3708035,4.6933359,2.22895,0.53723391,0,0
1487,71.918119,60.723985,53.759005,42.044183,33.827318,24.759922,18.042548,12.378755,7.3669098,4.6908566,2.2277726,0.53695011,0,0
1488,71.880107,60.69189,53.730591,42.021961,33.809439,24.746835,18.033011,12.372212,7.3630161,4.6883773,2.2265951,0.53666631,0,0
1489,71.842095,60.659795,53.702178,41.999739,33.79156,24.733748,18.023475,12.365669,7.3591224,4.685898,2.2254176,0.53638251,0,0
1490,71.804084,60.6277,53.673764,41.977517,33.773681,24.720662,18.013939,12.359127,7.3552287,4.6834187,2.2242402,0.53609871,0,0
1491,71.766072,60.595605,53.64535,41.955295,33.755802,24.707575,18.004403,12.352584,7.3513349,4.6809394,2.2230627,0.53581491,0,0
1492,71.728061,60.56351,53.616936,41.933072,33.737923,24.694489,17.994867,12.346041,7.3474412,4.6784601,2.2218852,0.53553111,0,0
1493,71.690049,60.531415,53.588523,41.91085,33.720044,24.681402,17.98533,12.339499,7.3435475,4.6759808,2.2207078,0.53524731,0,0
1494,71.652037,60.49932,53.560109,41.888628,33.702165,24.668315,17.975794,12.332956,7.3396538,4.6735015,2.2195303,0.53496351,0,0
1495,71.614026,60.467225,53.531695,41.866406,33.684286,24.655229,17.966258,12.326413,7.3357601,4.6710222,2.2183528,0.53467971,0,0
1496,71.576014,60.43513,53.503281,41.844184,33.666407,24.642142,17.956722,12.319871,7.3318664,4.6685429,2.2171754,0.53439591,0,0
1497,71.538003,60.403035,53.474867,41.821962,33.648528,24.629056,17.947186,12.313328,7.3279727,4.6660636,2.2159979,0.53411211,0,0
1498,71.499991,60.37094,53.446454,41.79974,33.630648,24.615969,17.937649,12.306785,7.324079,4.6635843,2.2148204,0.53382831,0,0
1499,71.46198,60.338845,53.41804,41.777518,33.612769,24.602882,17.928113,12.300243,7.3201853,4.661105,2.213643,0.53354451,0,0
1500,71.423968,60.30675,53.389626,41.755296,33.59489,24.589796,17.918577,12.2937,7.3162916,4.6586257,2.2124655,0.53326071,0,0
1501,71.385956,60.274655,53.361212,41.733074,33.577011,24.576709,17.909041,12.287158,7.3123979,4.6561464,2.211288,0.53297691,0,0
1502,71.347945,60.24256,53.332799,41.710852,33.559132,24.563623,17.899505,12.280615,7.3085042,4.6536671,2.2101106,0.53269311,0,0
1503,71.309933,60.210465,53.304385,41.68863,33.541253,24.550536,17.889968,12.274072,7.3046105,4.6511878,2.2089331,0.53240931,0,0
1504,71.271922,60.17837,53.275971,41.666408,33.523374,24.537449,17.880432,12.26753,7.3007168,4.6487084,2.2077556,0.53212552,0,0
1505,71.23391,60.146275,53.247557,41.644186,33.505495,24.524363,17.870896,12.260987,7.2968231,4.6462291,2.2065782,0.53184172,0,0
1506,71.195898,60.11418,53.219144,41.621964,33.487616,24.511276,17.86136,12.254444,7.2929294,4.6437498,2.2054007,0.53155792,0,0
1507,71.157887,60.082085,53.19073,41.599742,33.469737,24.49819,17.851824,12.247902,7.2890357,4.6412705,2.2042232,0.53127412,0,0
1508,71.119875,60.049989,53.162316,41.57752,33.451858,24.485103,17.842287,12.241359,7.285142,4.6387912,2.2030458,0.53099032,0,0
1509,71.081864,60.017894,53.133902,41.555298,33.433979,24.472016,17.832751,12.234816,7.2812483,4.6363119,2.2018683,0.53070652,0,0
1510,71.043852,59.985799,53.105488,41.533076,33.4161,24.45893,17.823215,12.228274,7.2773546,4.6338326,2.2006908,0.53042272,0,0
1511,71.005841,59.953704,53.077075,41.510854,33.39822,24.445843,17.813679,12.221731,7.2734609,4.6313533,2.1995134,0.53013892,0,0
1512,70.967829,59.921609,53.048661,41.488632,33.380341,24.432757,17.804142,12.215188,7.2695672,4.628874,2.1983359,0.52985512,0,0
1513,70.929817,59.889514,53.020247,41.46641,33.362462,24.41967,17.794606,12.208646,7.2656734,4.6263947,2.1971584,0.52957132,0,0
1514,70.891806,59.857419,52.991833,41.444188,33.344583,24.406583,17.78507,12.202103,7.2617797,4.6239154,2.195981,0.52928752,0,0
1515,70.853794,59.825324,52.96342,41.421966,33.326704,24.393497,17.775534,12.19556,7.257886,4.6214361,2.1948035,0.52900372,0,0
1516,70.815783,59.793229,52.935006,41.399744,33.308825,24.38041,17.765998,12.189018,7.2539923,4.6189568,2.193626,0.52871992,0,0
1517,70.777771,59.761134,52.906592,41.377522,33.290946,24.367324,17.756461,12.182475,7.2500986,4.6164775,2.1924486,0.52843612,0,0
1518,70.739759,59.729039,52.878178,41.3553,33.273067,24.354237,17.746925,12.175932,7.2462049,4.6139982,2.1912711,0.52815232,0,0
1519,70.701748,59.696944,52.849765,41.333078,33.255188,24.34115,17.737389,12.16939,7.2423112,4.6115189,2.1900936,0.52786852,0,0
1520,70.663736,59.664849,52.821351,41.310856,33.237309,24.328064,17.727853,12.162847,7.2384175,4.6090396,2.1889162,0.52758472,0,0
1521,70.625725,59.632754,52.792937,41.288634,33.21943,24.314977,17.718317,12.156304,7.2345238,4.6065603,2.1877387,0.52730092,0,0
1522,70.587713,59.600659,52.764523,41.266412,33.201551,24.301891,17.70878,12.149762,7.2306301,4.604081,2.1865612,0.52701712,0,0
1523,70.549702,59.568564,52.736109,41.24419,33.183671,24.288804,17.699244,12.143219,7.2267364,4.6016017,2.1853838,0.52673333,0,0
1524,70.51169,59.536469,52.707696,41.221968,33.165792,24.275717,17.689708,12.136676,7.2228427,4.5991224,2.1842063,0.52644953,0,0
1525,70.473678,59.504374,52.679282,41.199746,33.147913,24.262631,17.680172,12.130134,7.218949,4.5966431,2.1830288,0.52616573,0,0
1526,70.435667,59.472279,52.650868,41.177524,33.130034,24.249544,17.670636,12.123591,7.2150553,4.5941638,2.1818514,0.52588193,0,0
1527,70.397655,59.440184,52.622454,41.155302,33.112155,24.236458,17.661099,12.117048,7.2111616,4.5916845,2.1806739,0.52559813,0,0
1528,70.359644,59.408089,52.594041,41.13308,33.094276,24.223371,17.651563,12.110506,7.2072679,4.5892051,2.1794964,0.52531433,0,0
1529,70.321632,59.375994,52.565627,41.110858,33.076397,24.210284,17.642027,12.103963,7.2033742,4.5867258,2.178319,0.52503053,0,0
1530,70.28362,59.343899,52.537213,41.088636,33.058518,24.197198,17.632491,12.09742,7.1994805,4.5842465,2.1771415,0.52474673,0,0
1531,70.245609,59.311804,52.508799,41.066414,33.040639,24.184111,17.622955,12.090878,7.1955868,4.5817672,2.175964,0.52446293,0,0
1532,70.207597,59.279709,52.480386,41.044192,33.02276,24.171025,17.613418,12.084335,7.1916931,4.5792879,2.1747866,0.52417913,0,0
1533,70.169586,59.247614,52.451972,41.02197,33.004881,24.157938,17.603882,12.077792,7.1877994,4.5768086,2.1736091,0.52389533,0,0
1534,70.131574,59.215518,52.423558,40.999748,32.987002,24.144851,17.594346,12.07125,7.1839057,4.5743293,2.1724316,0.52361153,0,0
1535,70.093563,59.183423,52.395144,40.977526,32.969122,24.131765,17.58481,12.064707,7.180012,4.57185,2.1712542,0.52332773,0,0
1536,70.055551,59.151328,52.36673,40.955304,32.951243,24.118678,17.575274,12.058164,7.1761182,4.5693707,2.1700767,0.52304393,0,0
1537,70.017539,59.119233,52.338317,40.933082,32.933364,24.105592,17.565737,12.051622,7.1722245,4.5668914,2.1688993,0.52276013,0,0
1538,69.979528,59.087138,52.309903,40.91086,32.915485,24.092505,17.556201,12.045079,7.1683308,4.5644121,2.1677218,0.52247633,0,0
1539,69.941516,59.055043,52.281489,40.888638,32.897606,24.079418,17.546665,12.038536,7.1644371,4.5619328,2.1665443,0.52219253,0,0
1540,69.903505,59.022948,52.253075,40.866415,32.879727,24.066332,17.537129,12.031994,7.1605434,4.5594535,2.1653669,0.52190873,0,0
1541,69.865493,58.990853,52.224662,40.844193,32.861848,24.053245,17.527593,12.025451,7.1566497,4.5569742,2.1641894,0.52162494,0,0
1542,69.827481,58.958758,52.196248,40.821971,32.843969,24.040159,17.518056,12.018908,7.152756,4.5544949,2.1630119,0.52134114,0,0
1543,69.78947,58.926663,52.167834,40.799749,32.82609,24.027072,17.50852,12.012366,7.1488623,4.5520156,2.1618345,0.52105734,0,0
1544,69.751458,58.894568,52.13942,40.777527,32.808211,24.013985,17.498984,12.005823,7.1449686,4.5495363,2.160657,0.52077354,0,0
1545,69.713447,58.862473,52.111007,40.755305,32.790332,24.000899,17.489448,11.99928,7.1410749,4.547057,2.1594795,0.52048974,0,0
1546,69.675435,58.830378,52.082593,40.733083,32.772453,23.987812,17.479912,11.992738,7.1371812,4.5445777,2.1583021,0.52020594,0,0
1547,69.637424,58.798283,52.054179,40.710861,32.754573,23.974726,17.470375,11.986195,7.1332875,4.5420984,2.1571246,0.51992214,0,0
1548,69.599412,58.766188,52.025765,40.688639,32.736694,23.961639,17.460839,11.979652,7.1293938,4.5396191,2.1559471,0.51963834,0,0
1549,69.5614,58.734093,51.997351,40.666417,32.718815,23.948552,17.451303,11.97311,7.1255001,4.5371398,2.1547697,0.51935454,0,0
1550,69.523389,58.701998,51.968938,40.644195,32.700936,23.935466,17.441767,11.966567,7.1216064,4.5346605,2.1535922,0.51907074,0,0
1551,69.485377,58.669903,51.940524,40.621973,32.683057,23.922379,17.432231,11.960024,7.1177127,4.5321812,2.1524147,0.51878694,0,0
1552,69.447366,58.637808,51.91211,40.599751,32.665178,23.909293,17.422694,11.953482,7.113819,4.5297019,2.1512373,0.51850314,0,0
1553,69.409354,58.605713,51.883696,40.577529,32.647299,23.896206,17.413158,11.946939,7.1099253,4.5272225,2.1500598,0.51821934,0,0
1554,69.371343,58.573618,51.855283,40.555307,32.62942,23.883119,17.403622,11.940396,7.1060316,4.5247432,2.1488823,0.51793554,0,0
1555,69.333331,58.541523,51.826869,40.533085,32.611541,23.870033,17.394086,11.933854,7.1021379,4.5222639,2.1477049,0.51765174,0,0
1556,69.295319,58.509428,51.798455,40.510863,32.593662,23.856946,17.38455,11.927311,7.0982442,4.5197846,2.1465274,0.51736794,0,0
1557,69.257308,58.477333,51.770041,40.488641,32.575783,23.84386,17.375013,11.920768,7.0943505,4.5173053,2.1453499,0.51708414,0,0
1558,69.219296,58.445238,51.741628,40.466419,32.557904,23.830773,17.365477,11.914226,7.0904567,4.514826,2.1441725,0.51680034,0,0
1559,69.181285,58.413143,51.713214,40.444197,32.540025,23.817686,17.355941,11.907683,7.086563,4.5123467,2.142995,0.51651654,0,0
1560,69.143273,58.381047,51.6848,40.421975,32.522145,23.8046,17.346405,11.90114,7.0826693,4.5098674,2.1418175,0.51623275,0,0
1561,69.105261,58.348952,51.656386,40.399753,32.504266,23.791513,17.336869,11.894598,7.0787756,4.5073881,2.1406401,0.51594895,0,0
1562,69.06725,58.316857,51.627972,40.377531,32.486387,23.778427,17.327332,11.888055,7.0748819,4.5049088,2.1394626,0.51566515,0,0
1563,69.029238,58.284762,51.599559,40.355309,32.468508,23.76534,17.317796,11.881512,7.0709882,4.5024295,2.1382851,0.51538135,0,0
1564,68.991227,58.252667,51.571145,40.333087,32.450629,23.752253,17.30826,11.87497,7.0670945,4.4999502,2.1371077,0.51509755,0,0
1565,68.953215,58.220572,51.542731,40.310865,32.43275,23.739167,17.298724,11.868427,7.0632008,4.4974709,2.1359302,0.51481375,0,0
1566,68.915204,58.188477,51.514317,40.288643,32.414871,23.72608,17.289188,11.861884,7.0593071,4.4949916,2.1347527,0.51452995,0,0
1567,68.877192,58.156382,51.485904,40.266421,32.396992,23.712994,17.279651,11.855342,7.0554134,4.4925123,2.1335753,0.51424615,0,0
1568,68.83918,58.124287,51.45749,40.244199,32.379113,23.699907,17.270115,11.848799,7.0515197,4.490033,2.1323978,0.51396235,0,0
1569,68.801169,58.092192,51.429076,40.221977,32.361234,23.68682,17.260579,11.842256,7.047626,4.4875537,2.1312203,0.51367855,0,0
1570,68.763157,58.060097,51.400662,40.199755,32.343355,23.673734,17.251043,11.835714,7.0437323,4.4850744,2.1300429,0.51339475,0,0
1571,68.725146,58.028002,51.372249,40.177533,32.325476,23.660647,17.241507,11.829171,7.0398386,4.4825951,2.1288654,0.51311095,0,0
1572,68.687134,57.995907,51.343835,40.155311,32.307596,23.64756,17.23197,11.822628,7.0359449,4.4801158,2.1276879,0.51282715,0,0
1573,68.649122,57.963812,51.315421,40.133089,32.289717,23.634474,17.222434,11.816086,7.0320512,4.4776365,2.1265105,0.51254335,0,0
1574,68.611111,57.931717,51.287007,40.110867,32.271838,23.621387,17.212898,11.809543,7.0281575,4.4751572,2.125333,0.51225955,0,0
1575,68.573099,57.899622,51.258593,40.088645,32.253959,23.608301,17.203362,11.803,7.0242638,4.4726779,2.1241555,0.51197575,0,0
1576,68.535088,57.867527,51.23018,40.066423,32.23608,23.595214,17.193825,11.796458,7.0203701,4.4701986,2.1229781,0.51169195,0,0
1577,68.497076,57.835432,51.201766,40.044201,32.218201,23.582127,17.184289,11.789915,7.0164764,4.4677192,2.1218006,0.51140815,0,0
1578,68.459065,57.803337,51.173352,40.021979,32.200322,23.569041,17.174753,11.783372,7.0125827,4.4652399,2.1206231,0.51112436,0,0
1579,68.421496,57.771616,51.14527,40.000016,32.182651,23.556107,17.165328,11.776906,7.0087343,4.4627895,2.1194594,0.51084386,0,0
1580,68.383928,57.739895,51.117187,39.978053,32.164981,23.543173,17.155903,11.77044,7.004886,4.4603391,2.1182957,0.51056337,0,0
1581,68.346359,57.708174,51.089104,39.95609,32.14731,23.530239,17.146478,11.763973,7.0010377,4.4578887,2.1171319,0.51028288,0,0
1582,68.308791,57.676453,51.061022,39.934127,32.129639,23.517305,17.137053,11.757507,6.9971894,4.4554383,2.1159682,0.51000239,0,0
1583,68.271222,57.644732,51.032939,39.912164,32.111969,23.504371,17.127628,11.75104,6.9933411,4.4529879,2.1148044,0.5097219,0,0
1584,68.233654,57.613011,51.004857,39.890201,32.094298,23.491437,17.118203,11.744574,6.9894928,4.4505375,2.1136407,0.50944141,0,0
1585,68.196085,57.58129,50.976774,39.868238,32.076627,23.478503,17.108778,11.738108,6.9856444,4.4480871,2.1124769,0.50916092,0,0
1586,68.158517,57.54957,50.948692,39.846275,32.058957,23.465568,17.099353,11.731641,6.9817961,4.4456367,2.1113132,0.50888043,0,0
1587,68.120948,57.517849,50.920609,39.824312,32.041286,23.452634,17.089928,11.725175,6.9779478,4.4431863,2.1101495,0.50859993,0,0
1588,68.08338,57.486128,50.892527,39.802349,32.023615,23.4397,17.080503,11.718708,6.9740995,4.4407359,2.1089857,0.50831944,0,0
1589,68.045811,57.454407,50.864444,39.780386,32.005945,23.426766,17.071078,11.712242,6.9702512,4.4382855,2.107822,0.50803895,0,0
1590,68.008243,57.422686,50.836362,39.758423,31.988274,23.413832,17.061653,11.705776,6.9664029,4.4358351,2.1066582,0.50775846,0,0
1591,67.970674,57.390965,50.808279,39.73646,31.970603,23.400898,17.052228,11.699309,6.9625546,4.4333847,2.1054945,0.50747797,0,0
1592,67.933106,57.359244,50.780196,39.714497,31.952933,23.387964,17.042803,11.692843,6.9587062,4.4309343,2.1043308,0.50719748,0,0
1593,67.895537,57.327523,50.752114,39.692534,31.935262,23.37503,17.033377,11.686376,6.9548579,4.4284839,2.103167,0.50691699,0,0
1594,67.857969,57.295802,50.724031,39.670571,31.917591,23.362096,17.023952,11.67991,6.9510096,4.4260335,2.1020033,0.5066365,0,0
1595,67.8204,57.264081,50.695949,39.648608,31.899921,23.349162,17.014527,11.673444,6.9471613,4.4235831,2.1008395,0.506356,0,0
1596,67.782832,57.23236,50.667866,39.626645,31.88225,23.336228,17.005102,11.666977,6.943313,4.4211327,2.0996758,0.50607551,0,0
1597,67.745263,57.20064,50.639784,39.604682,31.864579,23.323294,16.995677,11.660511,6.9394647,4.4186823,2.0985121,0.50579502,0,0
1598,67.707695,57.168919,50.611701,39.582719,31.846909,23.31036,16.986252,11.654044,6.9356163,4.4162319,2.0973483,0.50551453,0,0
1599,67.670126,57.137198,50.583619,39.560756,31.829238,23.297426,16.976827,11.647578,6.931768,4.4137815,2.0961846,0.50523404,0,0
1600,67.632558,57.105477,50.555536,39.538793,31.811567,23.284492,16.967402,11.641112,6.9279197,4.4113311,2.0950208,0.50495355,0,0
1601,67.594989,57.073756,50.527453,39.51683,31.793897,23.271558,16.957977,11.634645,6.9240714,4.4088807,2.0938571,0.50467306,0,0
1602,67.557421,57.042035,50.499371,39.494867,31.776226,23.258624,16.948552,11.628179,6.9202231,4.4064303,2.0926934,0.50439257,0,0
1603,67.519852,57.010314,50.471288,39.472904,31.758555,23.24569,16.939127,11.621712,6.9163748,4.4039799,2.0915296,0.50411207,0,0
1604,67.482284,56.978593,50.443206,39.450941,31.740885,23.232756,16.929702,11.615246,6.9125265,4.4015295,2.0903659,0.50383158,0,0
1605,67.444715,56.946872,50.415123,39.428978,31.723214,23.219821,16.920277,11.60878,6.9086781,4.3990791,2.0892021,0.50355109,0,0
1606,67.407147,56.915151,50.387041,39.407015,31.705543,23.206887,16.910852,11.602313,6.9048298,4.3966287,2.0880384,0.5032706,0,0
1607,67.369579,56.88343,50.358958,39.385052,31.687873,23.193953,16.901427,11.595847,6.9009815,4.3941783,2.0868747,0.50299011,0,0
1608,67.33201,56.85171,50.330876,39.363089,31.670202,23.181019,16.892002,11.589381,6.8971332,4.3917279,2.0857109,0.50270962,0,0
1609,67.294442,56.819989,50.302793,39.341126,31.652531,23.168085,16.882577,11.582914,6.8932849,4.3892775,2.0845472,0.50242913,0,0
1610,67.256873,56.788268,50.27471,39.319163,31.634861,23.155151,16.873152,11.576448,6.8894366,4.3868271,2.0833834,0.50214864,0,0
