Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa)
2438,383.65647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.785799,21.52379,0,0,0,0,0,0,0,0,0,0,50.590131,158.93728,149.79454,55.090689,0,0,0,0,0,0,0,0,122.09717,245.85976,316.31435,65.812849,0,0,0,0,0,0,0,0,84.55496,215.40916,114.88871,17.269855,0,0,0,0,0,0,0,0,0,10.966721,27.158182,1.3648558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,383.64674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.784992,21.523244,0,0,0,0,0,0,0,0,0,0,50.588848,158.93325,149.79074,55.089292,0,0,0,0,0,0,0,0,122.09408,245.85352,316.30633,65.811179,0,0,0,0,0,0,0,0,84.552815,215.4037,114.8858,17.269417,0,0,0,0,0,0,0,0,0,10.966443,27.157493,1.3648212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,383.63701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.784186,21.522698,0,0,0,0,0,0,0,0,0,0,50.587564,158.92922,149.78694,55.087894,0,0,0,0,0,0,0,0,122.09098,245.84728,316.2983,65.80951,0,0,0,0,0,0,0,0,84.55067,215.39823,114.88288,17.268979,0,0,0,0,0,0,0,0,0,10.966164,27.156804,1.3647866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,383.62728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.78338,21.522152,0,0,0,0,0,0,0,0,0,0,50.586281,158.92519,149.78314,55.086497,0,0,0,0,0,0,0,0,122.08788,245.84105,316.29028,65.80784,0,0,0,0,0,0,0,0,84.548525,215.39277,114.87997,17.268541,0,0,0,0,0,0,0,0,0,10.965886,27.156115,1.364752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,383.61754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.782573,21.521606,0,0,0,0,0,0,0,0,0,0,50.584998,158.92116,149.77934,55.085099,0,0,0,0,0,0,0,0,122.08479,245.83481,316.28226,65.806171,0,0,0,0,0,0,0,0,84.54638,215.3873,114.87706,17.268103,0,0,0,0,0,0,0,0,0,10.965608,27.155426,1.3647173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,383.60781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.781767,21.52106,0,0,0,0,0,0,0,0,0,0,50.583714,158.91713,149.77554,55.083702,0,0,0,0,0,0,0,0,122.08169,245.82857,316.27423,65.804501,0,0,0,0,0,0,0,0,84.544235,215.38184,114.87414,17.267665,0,0,0,0,0,0,0,0,0,10.96533,27.154737,1.3646827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,383.59808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.780961,21.520514,0,0,0,0,0,0,0,0,0,0,50.582431,158.91309,149.77174,55.082304,0,0,0,0,0,0,0,0,122.07859,245.82234,316.26621,65.802832,0,0,0,0,0,0,0,0,84.54209,215.37637,114.87123,17.267227,0,0,0,0,0,0,0,0,0,10.965052,27.154048,1.3646481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,383.58835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.780154,21.519968,0,0,0,0,0,0,0,0,0,0,50.581148,158.90906,149.76794,55.080907,0,0,0,0,0,0,0,0,122.07549,245.8161,316.25818,65.801162,0,0,0,0,0,0,0,0,84.539945,215.37091,114.86831,17.266789,0,0,0,0,0,0,0,0,0,10.964773,27.153359,1.3646135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,383.57861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.779348,21.519422,0,0,0,0,0,0,0,0,0,0,50.579864,158.90503,149.76414,55.079509,0,0,0,0,0,0,0,0,122.0724,245.80986,316.25016,65.799493,0,0,0,0,0,0,0,0,84.537801,215.36545,114.8654,17.266351,0,0,0,0,0,0,0,0,0,10.964495,27.15267,1.3645788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,383.56888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.778542,21.518876,0,0,0,0,0,0,0,0,0,0,50.578581,158.901,149.76034,55.078112,0,0,0,0,0,0,0,0,122.0693,245.80363,316.24214,65.797823,0,0,0,0,0,0,0,0,84.535656,215.35998,114.86248,17.265913,0,0,0,0,0,0,0,0,0,10.964217,27.151982,1.3645442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,383.55915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.777736,21.51833,0,0,0,0,0,0,0,0,0,0,50.577298,158.89697,149.75654,55.076714,0,0,0,0,0,0,0,0,122.0662,245.79739,316.23411,65.796154,0,0,0,0,0,0,0,0,84.533511,215.35452,114.85957,17.265475,0,0,0,0,0,0,0,0,0,10.963939,27.151293,1.3645096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,383.54942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.776929,21.517784,0,0,0,0,0,0,0,0,0,0,50.576014,158.89294,149.75274,55.075317,0,0,0,0,0,0,0,0,122.0631,245.79115,316.22609,65.794484,0,0,0,0,0,0,0,0,84.531366,215.34905,114.85666,17.265037,0,0,0,0,0,0,0,0,0,10.963661,27.150604,1.364475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,383.53969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.776123,21.517238,0,0,0,0,0,0,0,0,0,0,50.574731,158.8889,149.74894,55.073919,0,0,0,0,0,0,0,0,122.06001,245.78492,316.21806,65.792815,0,0,0,0,0,0,0,0,84.529221,215.34359,114.85374,17.264598,0,0,0,0,0,0,0,0,0,10.963382,27.149915,1.3644404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,383.52995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.775317,21.516692,0,0,0,0,0,0,0,0,0,0,50.573448,158.88487,149.74514,55.072522,0,0,0,0,0,0,0,0,122.05691,245.77868,316.21004,65.791145,0,0,0,0,0,0,0,0,84.527076,215.33812,114.85083,17.26416,0,0,0,0,0,0,0,0,0,10.963104,27.149226,1.3644057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,383.52022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.77451,21.516146,0,0,0,0,0,0,0,0,0,0,50.572164,158.88084,149.74134,55.071124,0,0,0,0,0,0,0,0,122.05381,245.77244,316.20202,65.789476,0,0,0,0,0,0,0,0,84.524931,215.33266,114.84791,17.263722,0,0,0,0,0,0,0,0,0,10.962826,27.148537,1.3643711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,383.51049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.773704,21.5156,0,0,0,0,0,0,0,0,0,0,50.570881,158.87681,149.73754,55.069727,0,0,0,0,0,0,0,0,122.05072,245.76621,316.19399,65.787806,0,0,0,0,0,0,0,0,84.522786,215.3272,114.845,17.263284,0,0,0,0,0,0,0,0,0,10.962548,27.147848,1.3643365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,383.50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.772898,21.515054,0,0,0,0,0,0,0,0,0,0,50.569598,158.87278,149.73374,55.068329,0,0,0,0,0,0,0,0,122.04762,245.75997,316.18597,65.786137,0,0,0,0,0,0,0,0,84.520641,215.32173,114.84208,17.262846,0,0,0,0,0,0,0,0,0,10.96227,27.147159,1.3643019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,383.49102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.772091,21.514508,0,0,0,0,0,0,0,0,0,0,50.568314,158.86874,149.72994,55.066932,0,0,0,0,0,0,0,0,122.04452,245.75373,316.17794,65.784467,0,0,0,0,0,0,0,0,84.518496,215.31627,114.83917,17.262408,0,0,0,0,0,0,0,0,0,10.961991,27.14647,1.3642672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,383.48129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.771285,21.513962,0,0,0,0,0,0,0,0,0,0,50.567031,158.86471,149.72614,55.065534,0,0,0,0,0,0,0,0,122.04142,245.7475,316.16992,65.782798,0,0,0,0,0,0,0,0,84.516351,215.3108,114.83625,17.26197,0,0,0,0,0,0,0,0,0,10.961713,27.145781,1.3642326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,383.47156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.770479,21.513416,0,0,0,0,0,0,0,0,0,0,50.565748,158.86068,149.72234,55.064137,0,0,0,0,0,0,0,0,122.03833,245.74126,316.1619,65.781129,0,0,0,0,0,0,0,0,84.514206,215.30534,114.83334,17.261532,0,0,0,0,0,0,0,0,0,10.961435,27.145092,1.364198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,383.46183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.769672,21.51287,0,0,0,0,0,0,0,0,0,0,50.564465,158.85665,149.71854,55.062739,0,0,0,0,0,0,0,0,122.03523,245.73502,316.15387,65.779459,0,0,0,0,0,0,0,0,84.512062,215.29987,114.83043,17.261094,0,0,0,0,0,0,0,0,0,10.961157,27.144403,1.3641634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,383.4521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.768866,21.512324,0,0,0,0,0,0,0,0,0,0,50.563181,158.85262,149.71474,55.061342,0,0,0,0,0,0,0,0,122.03213,245.72878,316.14585,65.77779,0,0,0,0,0,0,0,0,84.509917,215.29441,114.82751,17.260656,0,0,0,0,0,0,0,0,0,10.960879,27.143714,1.3641287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,383.44236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.76806,21.511778,0,0,0,0,0,0,0,0,0,0,50.561898,158.84859,149.71094,55.059944,0,0,0,0,0,0,0,0,122.02904,245.72255,316.13782,65.77612,0,0,0,0,0,0,0,0,84.507772,215.28895,114.8246,17.260218,0,0,0,0,0,0,0,0,0,10.9606,27.143026,1.3640941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,383.43263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.767253,21.511232,0,0,0,0,0,0,0,0,0,0,50.560615,158.84455,149.70714,55.058547,0,0,0,0,0,0,0,0,122.02594,245.71631,316.1298,65.774451,0,0,0,0,0,0,0,0,84.505627,215.28348,114.82168,17.259779,0,0,0,0,0,0,0,0,0,10.960322,27.142337,1.3640595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,383.4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.766447,21.510686,0,0,0,0,0,0,0,0,0,0,50.559331,158.84052,149.70334,55.057149,0,0,0,0,0,0,0,0,122.02284,245.71007,316.12178,65.772781,0,0,0,0,0,0,0,0,84.503482,215.27802,114.81877,17.259341,0,0,0,0,0,0,0,0,0,10.960044,27.141648,1.3640249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,383.41317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.765641,21.51014,0,0,0,0,0,0,0,0,0,0,50.558048,158.83649,149.69954,55.055752,0,0,0,0,0,0,0,0,122.01974,245.70384,316.11375,65.771112,0,0,0,0,0,0,0,0,84.501337,215.27255,114.81585,17.258903,0,0,0,0,0,0,0,0,0,10.959766,27.140959,1.3639903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,383.40343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.764835,21.509594,0,0,0,0,0,0,0,0,0,0,50.556765,158.83246,149.69574,55.054354,0,0,0,0,0,0,0,0,122.01665,245.6976,316.10573,65.769442,0,0,0,0,0,0,0,0,84.499192,215.26709,114.81294,17.258465,0,0,0,0,0,0,0,0,0,10.959488,27.14027,1.3639556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,383.3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.764028,21.509048,0,0,0,0,0,0,0,0,0,0,50.555481,158.82843,149.69194,55.052957,0,0,0,0,0,0,0,0,122.01355,245.69136,316.0977,65.767773,0,0,0,0,0,0,0,0,84.497047,215.26162,114.81003,17.258027,0,0,0,0,0,0,0,0,0,10.95921,27.139581,1.363921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,383.38397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.763222,21.508502,0,0,0,0,0,0,0,0,0,0,50.554198,158.8244,149.68814,55.051559,0,0,0,0,0,0,0,0,122.01045,245.68513,316.08968,65.766103,0,0,0,0,0,0,0,0,84.494902,215.25616,114.80711,17.257589,0,0,0,0,0,0,0,0,0,10.958931,27.138892,1.3638864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,383.37424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.762416,21.507956,0,0,0,0,0,0,0,0,0,0,50.552915,158.82036,149.68434,55.050162,0,0,0,0,0,0,0,0,122.00735,245.67889,316.08166,65.764434,0,0,0,0,0,0,0,0,84.492757,215.2507,114.8042,17.257151,0,0,0,0,0,0,0,0,0,10.958653,27.138203,1.3638518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,383.36451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.761609,21.50741,0,0,0,0,0,0,0,0,0,0,50.551631,158.81633,149.68054,55.048764,0,0,0,0,0,0,0,0,122.00426,245.67265,316.07363,65.762764,0,0,0,0,0,0,0,0,84.490612,215.24523,114.80128,17.256713,0,0,0,0,0,0,0,0,0,10.958375,27.137514,1.3638171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,383.35477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.760803,21.506864,0,0,0,0,0,0,0,0,0,0,50.550348,158.8123,149.67674,55.047367,0,0,0,0,0,0,0,0,122.00116,245.66642,316.06561,65.761095,0,0,0,0,0,0,0,0,84.488468,215.23977,114.79837,17.256275,0,0,0,0,0,0,0,0,0,10.958097,27.136825,1.3637825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,383.34504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.759997,21.506318,0,0,0,0,0,0,0,0,0,0,50.549065,158.80827,149.67294,55.045969,0,0,0,0,0,0,0,0,121.99806,245.66018,316.05759,65.759425,0,0,0,0,0,0,0,0,84.486323,215.2343,114.79545,17.255837,0,0,0,0,0,0,0,0,0,10.957819,27.136136,1.3637479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,383.33531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.75919,21.505772,0,0,0,0,0,0,0,0,0,0,50.547781,158.80424,149.66914,55.044572,0,0,0,0,0,0,0,0,121.99497,245.65394,316.04956,65.757756,0,0,0,0,0,0,0,0,84.484178,215.22884,114.79254,17.255399,0,0,0,0,0,0,0,0,0,10.95754,27.135447,1.3637133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,383.32558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.758384,21.505226,0,0,0,0,0,0,0,0,0,0,50.546498,158.8002,149.66534,55.043174,0,0,0,0,0,0,0,0,121.99187,245.64771,316.04154,65.756086,0,0,0,0,0,0,0,0,84.482033,215.22337,114.78962,17.254961,0,0,0,0,0,0,0,0,0,10.957262,27.134758,1.3636787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,383.31584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.757578,21.50468,0,0,0,0,0,0,0,0,0,0,50.545215,158.79617,149.66154,55.041777,0,0,0,0,0,0,0,0,121.98877,245.64147,316.03351,65.754417,0,0,0,0,0,0,0,0,84.479888,215.21791,114.78671,17.254522,0,0,0,0,0,0,0,0,0,10.956984,27.13407,1.363644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,383.30611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.756771,21.504134,0,0,0,0,0,0,0,0,0,0,50.543931,158.79214,149.65774,55.040379,0,0,0,0,0,0,0,0,121.98567,245.63523,316.02549,65.752747,0,0,0,0,0,0,0,0,84.477743,215.21245,114.7838,17.254084,0,0,0,0,0,0,0,0,0,10.956706,27.133381,1.3636094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,383.29638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.755965,21.503588,0,0,0,0,0,0,0,0,0,0,50.542648,158.78811,149.65394,55.038982,0,0,0,0,0,0,0,0,121.98258,245.629,316.01747,65.751078,0,0,0,0,0,0,0,0,84.475598,215.20698,114.78088,17.253646,0,0,0,0,0,0,0,0,0,10.956428,27.132692,1.3635748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,383.28665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.755159,21.503042,0,0,0,0,0,0,0,0,0,0,50.541365,158.78408,149.65014,55.037584,0,0,0,0,0,0,0,0,121.97948,245.62276,316.00944,65.749408,0,0,0,0,0,0,0,0,84.473453,215.20152,114.77797,17.253208,0,0,0,0,0,0,0,0,0,10.956149,27.132003,1.3635402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,383.27691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.754352,21.502496,0,0,0,0,0,0,0,0,0,0,50.540081,158.78005,149.64634,55.036187,0,0,0,0,0,0,0,0,121.97638,245.61652,316.00142,65.747739,0,0,0,0,0,0,0,0,84.471308,215.19605,114.77505,17.25277,0,0,0,0,0,0,0,0,0,10.955871,27.131314,1.3635055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,383.26718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.753546,21.50195,0,0,0,0,0,0,0,0,0,0,50.538798,158.77601,149.64254,55.034789,0,0,0,0,0,0,0,0,121.97328,245.61029,315.99339,65.746069,0,0,0,0,0,0,0,0,84.469163,215.19059,114.77214,17.252332,0,0,0,0,0,0,0,0,0,10.955593,27.130625,1.3634709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,383.25745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.75274,21.501404,0,0,0,0,0,0,0,0,0,0,50.537515,158.77198,149.63874,55.033392,0,0,0,0,0,0,0,0,121.97019,245.60405,315.98537,65.7444,0,0,0,0,0,0,0,0,84.467018,215.18512,114.76922,17.251894,0,0,0,0,0,0,0,0,0,10.955315,27.129936,1.3634363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,383.24772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.751934,21.500858,0,0,0,0,0,0,0,0,0,0,50.536231,158.76795,149.63494,55.031994,0,0,0,0,0,0,0,0,121.96709,245.59781,315.97735,65.74273,0,0,0,0,0,0,0,0,84.464873,215.17966,114.76631,17.251456,0,0,0,0,0,0,0,0,0,10.955037,27.129247,1.3634017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,383.23799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.751127,21.500312,0,0,0,0,0,0,0,0,0,0,50.534948,158.76392,149.63114,55.030597,0,0,0,0,0,0,0,0,121.96399,245.59158,315.96932,65.741061,0,0,0,0,0,0,0,0,84.462729,215.1742,114.76339,17.251018,0,0,0,0,0,0,0,0,0,10.954758,27.128558,1.3633671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,383.22825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.750321,21.499766,0,0,0,0,0,0,0,0,0,0,50.533665,158.75989,149.62734,55.029199,0,0,0,0,0,0,0,0,121.9609,245.58534,315.9613,65.739392,0,0,0,0,0,0,0,0,84.460584,215.16873,114.76048,17.25058,0,0,0,0,0,0,0,0,0,10.95448,27.127869,1.3633324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,383.21852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.749515,21.49922,0,0,0,0,0,0,0,0,0,0,50.532381,158.75585,149.62354,55.027802,0,0,0,0,0,0,0,0,121.9578,245.5791,315.95327,65.737722,0,0,0,0,0,0,0,0,84.458439,215.16327,114.75757,17.250142,0,0,0,0,0,0,0,0,0,10.954202,27.12718,1.3632978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,383.20879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.748708,21.498674,0,0,0,0,0,0,0,0,0,0,50.531098,158.75182,149.61975,55.026404,0,0,0,0,0,0,0,0,121.9547,245.57287,315.94525,65.736053,0,0,0,0,0,0,0,0,84.456294,215.1578,114.75465,17.249704,0,0,0,0,0,0,0,0,0,10.953924,27.126491,1.3632632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
