Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa)
67.999899,5.3504686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44993052,1.5098052,0.51442064,0,0,0,0,0,0.22469604,1.9537717,4.2720918,1.1099103,0,0,0,0,0,0,0.10493858,0.24250777,0,0,0,0,0,0,0,0,0,0,0
68.999899,5.4645285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45952202,1.5419908,0.52538693,0,0,0,0,0,0.22948606,1.9954218,4.3631631,1.1335711,0,0,0,0,0,0,0.10717564,0.24767749,0,0,0,0,0,0,0,0,0,0,0
69.999899,5.5785884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46911353,1.5741765,0.53635322,0,0,0,0,0,0.23427607,2.0370718,4.4542345,1.1572319,0,0,0,0,0,0,0.10941269,0.25284721,0,0,0,0,0,0,0,0,0,0,0
70.999899,5.6926484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47870503,1.6063621,0.54731951,0,0,0,0,0,0.23906608,2.0787218,4.5453059,1.1808927,0,0,0,0,0,0,0.11164975,0.25801693,0,0,0,0,0,0,0,0,0,0,0
71.999899,5.8067083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48829654,1.6385477,0.5582858,0,0,0,0,0,0.24385609,2.1203718,4.6363772,1.2045534,0,0,0,0,0,0,0.1138868,0.26318665,0,0,0,0,0,0,0,0,0,0,0
72.999899,5.9207682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49788804,1.6707334,0.56925209,0,0,0,0,0,0.24864611,2.1620218,4.7274486,1.2282142,0,0,0,0,0,0,0.11612385,0.26835637,0,0,0,0,0,0,0,0,0,0,0
73.999899,6.0348282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50747954,1.702919,0.58021838,0,0,0,0,0,0.25343612,2.2036718,4.81852,1.251875,0,0,0,0,0,0,0.11836091,0.27352609,0,0,0,0,0,0,0,0,0,0,0
74.999899,6.1488881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51707105,1.7351047,0.59118466,0,0,0,0,0,0.25822613,2.2453218,4.9095914,1.2755358,0,0,0,0,0,0,0.12059796,0.27869581,0,0,0,0,0,0,0,0,0,0,0
75.999899,6.262948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52666255,1.7672903,0.60215095,0,0,0,0,0,0.26301615,2.2869718,5.0006627,1.2991966,0,0,0,0,0,0,0.12283502,0.28386553,0,0,0,0,0,0,0,0,0,0,0
76.999899,6.377008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53625406,1.799476,0.61311724,0,0,0,0,0,0.26780616,2.3286218,5.0917341,1.3228574,0,0,0,0,0,0,0.12507207,0.28903524,0,0,0,0,0,0,0,0,0,0,0
