Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa),Coord 104 Stress (kPa),Coord 105 Stress (kPa),Coord 106 Stress (kPa),Coord 107 Stress (kPa),Coord 108 Stress (kPa),Coord 109 Stress (kPa),Coord 110 Stress (kPa),Coord 111 Stress (kPa),Coord 112 Stress (kPa),Coord 113 Stress (kPa),Coord 114 Stress (kPa),Coord 115 Stress (kPa),Coord 116 Stress (kPa),Coord 117 Stress (kPa),Coord 118 Stress (kPa),Coord 119 Stress (kPa),Coord 120 Stress (kPa),Coord 121 Stress (kPa),Coord 122 Stress (kPa),Coord 123 Stress (kPa)
10,-77.386233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.68375498,-4.0441079,-6.3947162,-3.5199743,-0.09266887,0,0,0,0,-4.2173118,0,0,0,0,-0.90491806,-0.26490311,-12.702856,-34.728327,-19.973246,-4.759523,-0.017899428,0,0,0,0,0,0,0,0,0,-7.8814232,-28.069882,-68.557485,-32.479883,-7.6291666,-0.66004462,0,0,0,0,0,0,0,0,-4.540775,-13.185553,-7.9740029,-0.9449323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,-77.295688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.68295495,-4.0393761,-6.3872341,-3.5158558,-0.092560443,0,0,0,0,-4.2123774,0,0,0,0,-0.90385926,-0.26459316,-12.687993,-34.687694,-19.949876,-4.7539541,-0.017878485,0,0,0,0,0,0,0,0,0,-7.8722016,-28.037039,-68.47727,-32.44188,-7.6202401,-0.65927233,0,0,0,0,0,0,0,0,-4.5354621,-13.170126,-7.964673,-0.94382668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-77.205142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.68215493,-4.0346443,-6.379752,-3.5117373,-0.092452016,0,0,0,0,-4.2074429,0,0,0,0,-0.90280047,-0.26428321,-12.67313,-34.64706,-19.926506,-4.7483853,-0.017857542,0,0,0,0,0,0,0,0,0,-7.86298,-28.004196,-68.397055,-32.403877,-7.6113137,-0.65850005,0,0,0,0,0,0,0,0,-4.5301492,-13.154698,-7.955343,-0.94272107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-77.114597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6813549,-4.0299125,-6.3722699,-3.5076187,-0.092343589,0,0,0,0,-4.2025085,0,0,0,0,-0.90174167,-0.26397327,-12.658268,-34.606426,-19.903137,-4.7428164,-0.017836599,0,0,0,0,0,0,0,0,0,-7.8537583,-27.971353,-68.316839,-32.365874,-7.6023872,-0.65772777,0,0,0,0,0,0,0,0,-4.5248363,-13.13927,-7.9460131,-0.94161546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,-77.024051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.68055488,-4.0251807,-6.3647878,-3.5035002,-0.092235163,0,0,0,0,-4.197574,0,0,0,0,-0.90068287,-0.26366332,-12.643405,-34.565792,-19.879767,-4.7372476,-0.017815656,0,0,0,0,0,0,0,0,0,-7.8445367,-27.93851,-68.236624,-32.327872,-7.5934607,-0.65695549,0,0,0,0,0,0,0,0,-4.5195233,-13.123842,-7.9366831,-0.94050984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-76.933506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67975485,-4.020449,-6.3573057,-3.4993817,-0.092126736,0,0,0,0,-4.1926396,0,0,0,0,-0.89962408,-0.26335337,-12.628542,-34.525159,-19.856398,-4.7316787,-0.017794713,0,0,0,0,0,0,0,0,0,-7.8353151,-27.905667,-68.156408,-32.289869,-7.5845342,-0.6561832,0,0,0,0,0,0,0,0,-4.5142104,-13.108415,-7.9273532,-0.93940423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-76.84296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67895483,-4.0157172,-6.3498236,-3.4952631,-0.092018309,0,0,0,0,-4.1877051,0,0,0,0,-0.89856528,-0.26304342,-12.613679,-34.484525,-19.833028,-4.7261098,-0.017773769,0,0,0,0,0,0,0,0,0,-7.8260934,-27.872824,-68.076193,-32.251866,-7.5756078,-0.65541092,0,0,0,0,0,0,0,0,-4.5088975,-13.092987,-7.9180232,-0.93829861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-76.752415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6781548,-4.0109854,-6.3423414,-3.4911446,-0.091909882,0,0,0,0,-4.1827707,0,0,0,0,-0.89750649,-0.26273347,-12.598816,-34.443891,-19.809658,-4.720541,-0.017752826,0,0,0,0,0,0,0,0,0,-7.8168718,-27.839981,-67.995977,-32.213863,-7.5666813,-0.65463864,0,0,0,0,0,0,0,0,-4.5035846,-13.077559,-7.9086933,-0.937193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-76.66187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67735478,-4.0062536,-6.3348593,-3.4870261,-0.091801455,0,0,0,0,-4.1778362,0,0,0,0,-0.89644769,-0.26242352,-12.583953,-34.403257,-19.786289,-4.7149721,-0.017731883,0,0,0,0,0,0,0,0,0,-7.8076502,-27.807138,-67.915762,-32.17586,-7.5577548,-0.65386636,0,0,0,0,0,0,0,0,-4.4982717,-13.062132,-7.8993633,-0.93608738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,-76.571324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67655475,-4.0015218,-6.3273772,-3.4829075,-0.091693028,0,0,0,0,-4.1729018,0,0,0,0,-0.89538889,-0.26211357,-12.56909,-34.362624,-19.762919,-4.7094033,-0.01771094,0,0,0,0,0,0,0,0,0,-7.7984286,-27.774295,-67.835547,-32.137857,-7.5488283,-0.65309407,0,0,0,0,0,0,0,0,-4.4929588,-13.046704,-7.8900334,-0.93498177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-76.480779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67575473,-3.99679,-6.3198951,-3.478789,-0.091584602,0,0,0,0,-4.1679673,0,0,0,0,-0.8943301,-0.26180362,-12.554227,-34.32199,-19.739549,-4.7038344,-0.017689997,0,0,0,0,0,0,0,0,0,-7.7892069,-27.741452,-67.755331,-32.099854,-7.5399019,-0.65232179,0,0,0,0,0,0,0,0,-4.4876458,-13.031276,-7.8807034,-0.93387616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-76.390233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6749547,-3.9920582,-6.312413,-3.4746705,-0.091476175,0,0,0,0,-4.1630329,0,0,0,0,-0.8932713,-0.26149368,-12.539364,-34.281356,-19.71618,-4.6982655,-0.017669054,0,0,0,0,0,0,0,0,0,-7.7799853,-27.708609,-67.675116,-32.061851,-7.5309754,-0.65154951,0,0,0,0,0,0,0,0,-4.4823329,-13.015848,-7.8713735,-0.93277054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,-76.299688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67415468,-3.9873264,-6.3049309,-3.4705519,-0.091367748,0,0,0,0,-4.1580984,0,0,0,0,-0.89221251,-0.26118373,-12.524501,-34.240722,-19.69281,-4.6926967,-0.01764811,0,0,0,0,0,0,0,0,0,-7.7707637,-27.675766,-67.5949,-32.023848,-7.5220489,-0.65077723,0,0,0,0,0,0,0,0,-4.47702,-13.000421,-7.8620435,-0.93166493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-76.209142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67335465,-3.9825946,-6.2974488,-3.4664334,-0.091259321,0,0,0,0,-4.153164,0,0,0,0,-0.89115371,-0.26087378,-12.509638,-34.200089,-19.669441,-4.6871278,-0.017627167,0,0,0,0,0,0,0,0,0,-7.7615421,-27.642923,-67.514685,-31.985845,-7.5131224,-0.65000494,0,0,0,0,0,0,0,0,-4.4717071,-12.984993,-7.8527136,-0.93055931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-76.118597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67255463,-3.9778628,-6.2899667,-3.4623149,-0.091150894,0,0,0,0,-4.1482295,0,0,0,0,-0.89009492,-0.26056383,-12.494775,-34.159455,-19.646071,-4.681559,-0.017606224,0,0,0,0,0,0,0,0,0,-7.7523204,-27.61008,-67.43447,-31.947842,-7.504196,-0.64923266,0,0,0,0,0,0,0,0,-4.4663942,-12.969565,-7.8433836,-0.9294537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-76.028051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6717546,-3.973131,-6.2824845,-3.4581963,-0.091042467,0,0,0,0,-4.1432951,0,0,0,0,-0.88903612,-0.26025388,-12.479912,-34.118821,-19.622701,-4.6759901,-0.017585281,0,0,0,0,0,0,0,0,0,-7.7430988,-27.577237,-67.354254,-31.909839,-7.4952695,-0.64846038,0,0,0,0,0,0,0,0,-4.4610813,-12.954138,-7.8340537,-0.92834808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-75.937506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67095458,-3.9683992,-6.2750024,-3.4540778,-0.090934041,0,0,0,0,-4.1383606,0,0,0,0,-0.88797732,-0.25994393,-12.46505,-34.078187,-19.599332,-4.6704212,-0.017564338,0,0,0,0,0,0,0,0,0,-7.7338772,-27.544394,-67.274039,-31.871836,-7.486343,-0.6476881,0,0,0,0,0,0,0,0,-4.4557684,-12.93871,-7.8247237,-0.92724247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,-75.84696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67015455,-3.9636674,-6.2675203,-3.4499593,-0.090825614,0,0,0,0,-4.1334262,0,0,0,0,-0.88691853,-0.25963398,-12.450187,-34.037554,-19.575962,-4.6648524,-0.017543395,0,0,0,0,0,0,0,0,0,-7.7246555,-27.51155,-67.193823,-31.833833,-7.4774165,-0.64691581,0,0,0,0,0,0,0,0,-4.4504554,-12.923282,-7.8153938,-0.92613686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-75.756415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.66935453,-3.9589357,-6.2600382,-3.4458407,-0.090717187,0,0,0,0,-4.1284917,0,0,0,0,-0.88585973,-0.25932403,-12.435324,-33.99692,-19.552593,-4.6592835,-0.017522452,0,0,0,0,0,0,0,0,0,-7.7154339,-27.478707,-67.113608,-31.79583,-7.4684901,-0.64614353,0,0,0,0,0,0,0,0,-4.4451425,-12.907855,-7.8060638,-0.92503124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
