Time (ms),Avg stress (kPa),Upper (kPa),Lower (kPa)
292.05841,17.288048,32.70842,1.8676764
293.05861,17.466693,32.876043,2.057344
294.05881,17.645339,33.043668,2.2470091
295.05901,17.823984,33.211295,2.4366717
296.05921,18.002629,33.378926,2.6263317
297.05941,18.181274,33.546558,2.8159892
298.05961,18.359919,33.714193,3.0056441
299.05981,18.538564,33.881831,3.1952965
300.06001,18.717209,34.049471,3.3849463
301.06021,18.895854,34.217114,3.5745936
302.06041,19.074499,34.38476,3.7642383
303.06061,19.253144,34.552408,3.9538804
304.06081,19.431789,34.720058,4.1435199
305.06101,19.610434,34.887711,4.3331568
306.06121,19.789079,35.055367,4.5227912
307.06141,19.967724,35.223025,4.7124229
308.06161,20.146369,35.390686,4.9020521
309.06181,20.325014,35.55835,5.0916786
310.06201,20.503659,35.726016,5.2813025
311.06221,20.682304,35.893685,5.4709238
312.06241,20.860949,36.061356,5.6605425
313.06261,21.039594,36.22903,5.8501586
314.06281,21.218239,36.396707,6.039772
315.06301,21.396885,36.564386,6.2293827
316.06321,21.57553,36.732068,6.4189908
317.06341,21.754175,36.899753,6.6085963
318.06361,21.93282,37.06744,6.7981991
319.06381,22.111465,37.23513,6.9877992
320.06401,22.29011,37.402823,7.1773967
321.06421,22.468755,37.570518,7.3669915
322.06441,22.6474,37.738216,7.5565836
323.06461,22.826045,37.905917,7.746173
324.06481,23.00469,38.07362,7.9357597
325.06501,23.183335,38.241326,8.1253437
326.06521,23.36198,38.409035,8.314925
327.06541,23.540625,38.576747,8.5045036
328.06561,23.71927,38.744461,8.6940794
329.06581,23.897915,38.912178,8.8836526
330.06601,24.07656,39.079897,9.073223
331.06621,24.255205,39.24762,9.2627907
332.06641,24.43385,39.415345,9.4523556
333.06661,24.612495,39.583073,9.6419178
334.06681,24.79114,39.750804,9.8314772
335.06701,24.969785,39.918537,10.021034
336.06721,25.14843,40.086273,10.210588
337.06741,25.327076,40.254012,10.400139
338.06761,25.505721,40.421754,10.589687
339.06781,25.684366,40.589498,10.779233
340.06801,25.863011,40.757246,10.968776
341.06821,26.041656,40.924996,11.158316
342.06841,26.220301,41.092749,11.347853
343.06861,26.398946,41.260505,11.537387
344.06881,26.577591,41.428263,11.726919
345.06901,26.756236,41.596024,11.916447
346.06921,26.934881,41.763789,12.105973
347.06941,27.113526,41.931556,12.295496
348.06961,27.292171,42.099326,12.485017
349.06981,27.470816,42.267098,12.674534
350.07001,27.649461,42.434874,12.864048
351.07021,27.828106,42.602652,13.05356
352.07041,28.006751,42.770434,13.243069
353.07061,28.185396,42.938218,13.432575
354.07081,28.364041,43.106005,13.622078
355.07101,28.542686,43.273795,13.811578
356.07121,28.721331,43.441588,14.001075
357.07141,28.899976,43.609383,14.19057
358.07161,29.078622,43.777182,14.380061
359.07181,29.266563,43.95711,14.576017
360.07201,29.574631,44.293769,14.855494
361.07221,29.8827,44.630506,15.134893
362.07241,30.190768,44.967322,15.414214
363.07261,30.498836,45.304214,15.693457
364.07281,30.806904,45.641184,15.972624
365.07301,31.114972,45.978231,16.251713
366.07321,31.42304,46.315353,16.530727
367.07341,31.731108,46.652552,16.809665
368.07361,32.039176,46.989825,17.088528
369.07381,32.347245,47.327174,17.367315
370.07401,32.655313,47.664597,17.646029
371.07421,32.963381,48.002093,17.924668
372.07441,33.271449,48.339664,18.203235
373.07461,33.579517,48.677307,18.481727
374.07481,33.887585,49.015023,18.760148
375.07502,34.195653,49.352811,19.038496
376.07522,34.503722,49.690671,19.316772
377.07542,34.81179,50.028602,19.594977
378.07562,35.119858,50.366605,19.873111
379.07582,35.427926,50.704677,20.151174
380.07602,35.735994,51.04282,20.429168
381.07622,36.044062,51.381033,20.707091
382.07642,36.35213,51.719315,20.984945
383.07662,36.660198,52.057666,21.262731
384.07682,36.968267,52.396085,21.540448
385.07702,37.276335,52.734573,21.818097
386.07722,37.584403,53.073128,22.095678
387.07742,37.892471,53.41175,22.373191
388.07762,38.200539,53.75044,22.650638
389.07782,38.508607,54.089196,22.928019
390.07802,38.816675,54.428017,23.205333
391.07822,39.124743,54.766905,23.482582
392.07842,39.432812,55.105858,23.759765
393.07862,39.74088,55.444876,24.036883
394.07882,40.048948,55.783958,24.313937
395.07902,40.357016,56.123105,24.590927
396.07922,40.665084,56.462315,24.867853
397.07942,40.973152,56.801589,25.144715
398.07962,41.28122,57.140926,25.421514
399.07982,41.589288,57.480326,25.698251
400.08002,41.897357,57.819788,25.974926
401.08022,42.205425,58.159311,26.251538
402.08042,42.513493,58.498897,26.528089
403.08062,42.821561,58.838543,26.804579
404.08082,43.129629,59.178251,27.081007
405.08102,43.437697,59.518019,27.357376
406.08122,43.745765,59.857847,27.633684
407.08142,44.053833,60.197735,27.909932
408.08162,44.361902,60.537682,28.186121
409.08182,44.66997,60.877688,28.462251
410.08202,44.978038,61.217753,28.738323
411.08222,45.286106,61.557877,29.014335
412.08242,45.594174,61.898058,29.29029
413.08262,45.902242,62.238297,29.566187
414.08282,46.21031,62.578594,29.842027
415.08302,46.518379,62.918947,30.11781
416.08322,46.826447,63.259357,30.393536
417.08342,47.134515,63.599824,30.669206
418.08362,47.442583,63.940346,30.944819
419.08382,47.750651,64.280925,31.220377
420.08402,48.058719,64.621558,31.49588
421.08422,48.366787,64.962247,31.771328
422.08442,48.674855,65.30299,32.046721
423.08462,48.982924,65.643788,32.322059
424.08482,49.290992,65.984639,32.597344
425.08502,49.59906,66.325545,32.872575
426.08522,49.907128,66.666504,33.147752
427.08542,50.215196,67.007516,33.422876
428.08562,50.523264,67.348581,33.697948
429.08582,50.831332,67.689698,33.972967
430.08602,51.1394,68.030867,34.247934
431.08622,51.447469,68.372089,34.522848
432.08642,51.755537,68.713362,34.797712
433.08662,52.063605,69.054686,35.072524
434.08682,52.371673,69.396061,35.347285
435.08702,52.679741,69.737487,35.621995
436.08722,52.987809,70.078963,35.896655
437.08742,53.295877,70.420489,36.171265
438.08762,53.603945,70.762065,36.445826
439.08782,53.912014,71.103691,36.720336
440.08802,54.220082,71.445366,36.994798
441.08822,54.52815,71.787089,37.26921
442.08842,54.836218,72.128862,37.543574
