Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa)
64,11.376169,0,0,0,0,0,0,1.8318416,7.0383985,0,0,0,0,0,0,0,0
65,11.565286,0,0,0,0,0,0,1.8622941,7.1554048,0,0,0,0,0,0,0,0
66,11.754404,0,0,0,0,0,0,1.8927466,7.2724111,0,0,0,0,0,0,0,0
67,11.943521,0,0,0,0,0,0,1.9231992,7.3894174,0,0,0,0,0,0,0,0
68,12.132638,0,0,0,0,0,0,1.9536517,7.5064238,0,0,0,0,0,0,0,0
69,12.321756,0,0,0,0,0,0,1.9841042,7.6234301,0,0,0,0,0,0,0,0
70,12.510873,0,0,0,0,0,0,2.0145568,7.7404364,0,0,0,0,0,0,0,0
71,12.69999,0,0,0,0,0,0,2.0450093,7.8574427,0,0,0,0,0,0,0,0
72,12.889108,0,0,0,0,0,0,2.0754618,7.974449,0,0,0,0,0,0,0,0
73,13.078225,0,0,0,0,0,0,2.1059143,8.0914553,0,0,0,0,0,0,0,0
74,13.267343,0,0,0,0,0,0,2.1363669,8.2084616,0,0,0,0,0,0,0,0
75,13.45646,0,0,0,0,0,0,2.1668194,8.325468,0,0,0,0,0,0,0,0
76,13.645577,0,0,0,0,0,0,2.1972719,8.4424743,0,0,0,0,0,0,0,0
77,13.834695,0,0,0,0,0,0,2.2277245,8.5594806,0,0,0,0,0,0,0,0
78,14.023812,0,0,0,0,0,0,2.258177,8.6764869,0,0,0,0,0,0,0,0
79,14.21293,0,0,0,0,0,0,2.2886295,8.7934932,0,0,0,0,0,0,0,0
80,14.402047,0,0,0,0,0,0,2.319082,8.9104995,0,0,0,0,0,0,0,0
81,14.591164,0,0,0,0,0,0,2.3495346,9.0275058,0,0,0,0,0,0,0,0
82,14.780282,0,0,0,0,0,0,2.3799871,9.1445121,0,0,0,0,0,0,0,0
83,14.969399,0,0,0,0,0,0,2.4104396,9.2615185,0,0,0,0,0,0,0,0
84,15.158517,0,0,0,0,0,0,2.4408921,9.3785248,0,0,0,0,0,0,0,0
85,15.347634,0,0,0,0,0,0,2.4713447,9.4955311,0,0,0,0,0,0,0,0
86,15.536751,0,0,0,0,0,0,2.5017972,9.6125374,0,0,0,0,0,0,0,0
87,15.725869,0,0,0,0,0,0,2.5322497,9.7295437,0,0,0,0,0,0,0,0
88,15.914986,0,0,0,0,0,0,2.5627023,9.84655,0,0,0,0,0,0,0,0
89,16.104104,0,0,0,0,0,0,2.5931548,9.9635563,0,0,0,0,0,0,0,0
90,16.293221,0,0,0,0,0,0,2.6236073,10.080563,0,0,0,0,0,0,0,0
91,16.482338,0,0,0,0,0,0,2.6540598,10.197569,0,0,0,0,0,0,0,0
92,16.671456,0,0,0,0,0,0,2.6845124,10.314575,0,0,0,0,0,0,0,0
93,16.860573,0,0,0,0,0,0,2.7149649,10.431582,0,0,0,0,0,0,0,0
94,17.04969,0,0,0,0,0,0,2.7454174,10.548588,0,0,0,0,0,0,0,0
95,17.238808,0,0,0,0,0,0,2.77587,10.665594,0,0,0,0,0,0,0,0
96,17.427925,0,0,0,0,0,0,2.8063225,10.782601,0,0,0,0,0,0,0,0
97,17.617043,0,0,0,0,0,0,2.836775,10.899607,0,0,0,0,0,0,0,0
98,17.80616,0,0,0,0,0,0,2.8672275,11.016613,0,0,0,0,0,0,0,0
99,17.995277,0,0,0,0,0,0,2.8976801,11.133619,0,0,0,0,0,0,0,0
100,18.184395,0,0,0,0,0,0,2.9281326,11.250626,0,0,0,0,0,0,0,0
101,18.373512,0,0,0,0,0,0,2.9585851,11.367632,0,0,0,0,0,0,0,0
102,18.56263,0,0,0,0,0,0,2.9890377,11.484638,0,0,0,0,0,0,0,0
103,18.751747,0,0,0,0,0,0,3.0194902,11.601645,0,0,0,0,0,0,0,0
104,18.940864,0,0,0,0,0,0,3.0499427,11.718651,0,0,0,0,0,0,0,0
105,19.129982,0,0,0,0,0,0,3.0803952,11.835657,0,0,0,0,0,0,0,0
106,19.319099,0,0,0,0,0,0,3.1108478,11.952664,0,0,0,0,0,0,0,0
107,19.508217,0,0,0,0,0,0,3.1413003,12.06967,0,0,0,0,0,0,0,0
108,19.697334,0,0,0,0,0,0,3.1717528,12.186676,0,0,0,0,0,0,0,0
109,19.886451,0,0,0,0,0,0,3.2022054,12.303683,0,0,0,0,0,0,0,0
110,20.075569,0,0,0,0,0,0,3.2326579,12.420689,0,0,0,0,0,0,0,0
111,20.264686,0,0,0,0,0,0,3.2631104,12.537695,0,0,0,0,0,0,0,0
112,20.453804,0,0,0,0,0,0,3.2935629,12.654702,0,0,0,0,0,0,0,0
113,20.642921,0,0,0,0,0,0,3.3240155,12.771708,0,0,0,0,0,0,0,0
114,20.832038,0,0,0,0,0,0,3.354468,12.888714,0,0,0,0,0,0,0,0
115,21.021156,0,0,0,0,0,0,3.3849205,13.00572,0,0,0,0,0,0,0,0
116,21.210273,0,0,0,0,0,0,3.4153731,13.122727,0,0,0,0,0,0,0,0
117,21.39939,0,0,0,0,0,0,3.4458256,13.239733,0,0,0,0,0,0,0,0
118,21.588508,0,0,0,0,0,0,3.4762781,13.356739,0,0,0,0,0,0,0,0
119,21.777625,0,0,0,0,0,0,3.5067306,13.473746,0,0,0,0,0,0,0,0
120,21.966743,0,0,0,0,0,0,3.5371832,13.590752,0,0,0,0,0,0,0,0
121,22.15586,0,0,0,0,0,0,3.5676357,13.707758,0,0,0,0,0,0,0,0
122,22.344977,0,0,0,0,0,0,3.5980882,13.824765,0,0,0,0,0,0,0,0
123,22.534095,0,0,0,0,0,0,3.6285408,13.941771,0,0,0,0,0,0,0,0
124,22.723212,0,0,0,0,0,0,3.6589933,14.058777,0,0,0,0,0,0,0,0
125,22.91233,0,0,0,0,0,0,3.6894458,14.175784,0,0,0,0,0,0,0,0
126,23.101447,0,0,0,0,0,0,3.7198983,14.29279,0,0,0,0,0,0,0,0
127,23.290564,0,0,0,0,0,0,3.7503509,14.409796,0,0,0,0,0,0,0,0
128,23.479682,0,0,0,0,0,0,3.7808034,14.526803,0,0,0,0,0,0,0,0
129,23.668799,0,0,0,0,0,0,3.8112559,14.643809,0,0,0,0,0,0,0,0
130,23.857917,0,0,0,0,0,0,3.8417085,14.760815,0,0,0,0,0,0,0,0
131,24.047034,0,0,0,0,0,0,3.872161,14.877822,0,0,0,0,0,0,0,0
132,24.236151,0,0,0,0,0,0,3.9026135,14.994828,0,0,0,0,0,0,0,0
133,24.425269,0,0,0,0,0,0,3.933066,15.111834,0,0,0,0,0,0,0,0
134,24.614386,0,0,0,0,0,0,3.9635186,15.22884,0,0,0,0,0,0,0,0
135,24.803504,0,0,0,0,0,0,3.9939711,15.345847,0,0,0,0,0,0,0,0
136,24.992621,0,0,0,0,0,0,4.0244236,15.462853,0,0,0,0,0,0,0,0
137,25.181738,0,0,0,0,0,0,4.0548762,15.579859,0,0,0,0,0,0,0,0
138,25.370856,0,0,0,0,0,0,4.0853287,15.696866,0,0,0,0,0,0,0,0
139,25.559973,0,0,0,0,0,0,4.1157812,15.813872,0,0,0,0,0,0,0,0
140,25.74909,0,0,0,0,0,0,4.1462337,15.930878,0,0,0,0,0,0,0,0
141,25.938208,0,0,0,0,0,0,4.1766863,16.047885,0,0,0,0,0,0,0,0
142,26.343725,0,0,0,0,0,0,4.2419845,16.298777,0,0,0,0,0,0,0,0
143,26.749249,0,0,0,0,0,0,4.3072838,16.549673,0,0,0,0,0,0,0,0
144,27.154773,0,0,0,0,0,0,4.3725831,16.80057,0,0,0,0,0,0,0,0
145,27.560297,0,0,0,0,0,0,4.4378824,17.051466,0,0,0,0,0,0,0,0
146,27.965822,0,0,0,0,0,0,4.5031817,17.302363,0,0,0,0,0,0,0,0
147,28.371346,0,0,0,0,0,0,4.568481,17.553259,0,0,0,0,0,0,0,0
148,28.77687,0,0,0,0,0,0,4.6337803,17.804156,0,0,0,0,0,0,0,0
149,29.182394,0,0,0,0,0,0,4.6990796,18.055052,0,0,0,0,0,0,0,0
150,29.587918,0,0,0,0,0,0,4.764379,18.305949,0,0,0,0,0,0,0,0
151,29.993442,0,0,0,0,0,0,4.8296783,18.556845,0,0,0,0,0,0,0,0
152,30.398967,0,0,0,0,0,0,4.8949776,18.807742,0,0,0,0,0,0,0,0
153,30.804491,0,0,0,0,0,0,4.9602769,19.058638,0,0,0,0,0,0,0,0
154,31.210015,0,0,0,0,0,0,5.0255762,19.309534,0,0,0,0,0,0,0,0
155,31.615539,0,0,0,0,0,0,5.0908755,19.560431,0,0,0,0,0,0,0,0
156,32.021063,0,0,0,0,0,0,5.1561748,19.811327,0,0,0,0,0,0,0,0
157,32.426587,0,0,0,0,0,0,5.2214742,20.062224,0,0,0,0,0,0,0,0
158,32.832112,0,0,0,0,0,0,5.2867735,20.31312,0,0,0,0,0,0,0,0
159,33.237636,0,0,0,0,0,0,5.3520728,20.564017,0,0,0,0,0,0,0,0
160,33.64316,0,0,0,0,0,0,5.4173721,20.814913,0,0,0,0,0,0,0,0
161,34.048684,0,0,0,0,0,0,5.4826714,21.06581,0,0,0,0,0,0,0,0
162,34.454208,0,0,0,0,0,0,5.5479707,21.316706,0,0,0,0,0,0,0,0
163,34.859732,0,0,0,0,0,0,5.61327,21.567603,0,0,0,0,0,0,0,0
164,35.265256,0,0,0,0,0,0,5.6785694,21.818499,0,0,0,0,0,0,0,0
165,35.670781,0,0,0,0,0,0,5.7438687,22.069396,0,0,0,0,0,0,0,0
166,36.076305,0,0,0,0,0,0,5.809168,22.320292,0,0,0,0,0,0,0,0
167,36.481829,0,0,0,0,0,0,5.8744673,22.571189,0,0,0,0,0,0,0,0
168,36.887353,0,0,0,0,0,0,5.9397666,22.822085,0,0,0,0,0,0,0,0
169,37.292877,0,0,0,0,0,0,6.0050659,23.072982,0,0,0,0,0,0,0,0
170,37.698401,0,0,0,0,0,0,6.0703652,23.323878,0,0,0,0,0,0,0,0
171,38.103926,0,0,0,0,0,0,6.1356646,23.574775,0,0,0,0,0,0,0,0
172,38.50945,0,0,0,0,0,0,6.2009639,23.825671,0,0,0,0,0,0,0,0
173,38.914974,0,0,0,0,0,0,6.2662632,24.076567,0,0,0,0,0,0,0,0
174,39.320498,0,0,0,0,0,0,6.3315625,24.327464,0,0,0,0,0,0,0,0
175,39.726022,0,0,0,0,0,0,6.3968618,24.57836,0,0,0,0,0,0,0,0
176,40.131546,0,0,0,0,0,0,6.4621611,24.829257,0,0,0,0,0,0,0,0
177,40.537071,0,0,0,0,0,0,6.5274604,25.080153,0,0,0,0,0,0,0,0
178,40.942595,0,0,0,0,0,0,6.5927598,25.33105,0,0,0,0,0,0,0,0
179,41.348119,0,0,0,0,0,0,6.6580591,25.581946,0,0,0,0,0,0,0,0
180,41.753643,0,0,0,0,0,0,6.7233584,25.832843,0,0,0,0,0,0,0,0
181,42.159167,0,0,0,0,0,0,6.7886577,26.083739,0,0,0,0,0,0,0,0
182,42.564691,0,0,0,0,0,0,6.853957,26.334636,0,0,0,0,0,0,0,0
183,42.970215,0,0,0,0,0,0,6.9192563,26.585532,0,0,0,0,0,0,0,0
184,43.37574,0,0,0,0,0,0,6.9845556,26.836429,0,0,0,0,0,0,0,0
185,43.781264,0,0,0,0,0,0,7.049855,27.087325,0,0,0,0,0,0,0,0
186,44.186788,0,0,0,0,0,0,7.1151543,27.338222,0,0,0,0,0,0,0,0
187,44.592312,0,0,0,0,0,0,7.1804536,27.589118,0,0,0,0,0,0,0,0
188,44.997836,0,0,0,0,0,0,7.2457529,27.840015,0,0,0,0,0,0,0,0
189,45.40336,0,0,0,0,0,0,7.3110522,28.090911,0,0,0,0,0,0,0,0
190,45.808885,0,0,0,0,0,0,7.3763515,28.341808,0,0,0,0,0,0,0,0
191,46.214409,0,0,0,0,0,0,7.4416508,28.592704,0,0,0,0,0,0,0,0
192,46.619933,0,0,0,0,0,0,7.5069502,28.8436,0,0,0,0,0,0,0,0
193,47.025457,0,0,0,0,0,0,7.5722495,29.094497,0,0,0,0,0,0,0,0
194,47.430981,0,0,0,0,0,0,7.6375488,29.345393,0,0,0,0,0,0,0,0
195,47.836505,0,0,0,0,0,0,7.7028481,29.59629,0,0,0,0,0,0,0,0
196,48.24203,0,0,0,0,0,0,7.7681474,29.847186,0,0,0,0,0,0,0,0
197,48.647554,0,0,0,0,0,0,7.8334467,30.098083,0,0,0,0,0,0,0,0
198,49.053078,0,0,0,0,0,0,7.898746,30.348979,0,0,0,0,0,0,0,0
199,49.458602,0,0,0,0,0,0,7.9640454,30.599876,0,0,0,0,0,0,0,0
200,49.864126,0,0,0,0,0,0,8.0293447,30.850772,0,0,0,0,0,0,0,0
201,50.26965,0,0,0,0,0,0,8.094644,31.101669,0,0,0,0,0,0,0,0
202,50.675174,0,0,0,0,0,0,8.1599433,31.352565,0,0,0,0,0,0,0,0
203,51.080699,0,0,0,0,0,0,8.2252426,31.603462,0,0,0,0,0,0,0,0
204,51.486223,0,0,0,0,0,0,8.2905419,31.854358,0,0,0,0,0,0,0,0
205,51.891747,0,0,0,0,0,0,8.3558412,32.105255,0,0,0,0,0,0,0,0
206,52.297271,0,0,0,0,0,0,8.4211405,32.356151,0,0,0,0,0,0,0,0
207,52.702795,0,0,0,0,0,0,8.4864399,32.607048,0,0,0,0,0,0,0,0
208,53.108319,0,0,0,0,0,0,8.5517392,32.857944,0,0,0,0,0,0,0,0
209,53.513844,0,0,0,0,0,0,8.6170385,33.108841,0,0,0,0,0,0,0,0
210,53.919368,0,0,0,0,0,0,8.6823378,33.359737,0,0,0,0,0,0,0,0
211,54.324892,0,0,0,0,0,0,8.7476371,33.610633,0,0,0,0,0,0,0,0
212,54.730416,0,0,0,0,0,0,8.8129364,33.86153,0,0,0,0,0,0,0,0
213,55.13594,0,0,0,0,0,0,8.8782357,34.112426,0,0,0,0,0,0,0,0
214,55.541464,0,0,0,0,0,0,8.9435351,34.363323,0,0,0,0,0,0,0,0
215,55.946989,0,0,0,0,0,0,9.0088344,34.614219,0,0,0,0,0,0,0,0
216,56.352513,0,0,0,0,0,0,9.0741337,34.865116,0,0,0,0,0,0,0,0
217,56.758037,0,0,0,0,0,0,9.139433,35.116012,0,0,0,0,0,0,0,0
218,57.163561,0,0,0,0,0,0,9.2047323,35.366909,0,0,0,0,0,0,0,0
219,57.569085,0,0,0,0,0,0,9.2700316,35.617805,0,0,0,0,0,0,0,0
220,57.974609,0,0,0,0,0,0,9.3353309,35.868702,0,0,0,0,0,0,0,0
221,58.380133,0,0,0,0,0,0,9.4006303,36.119598,0,0,0,0,0,0,0,0
222,58.785658,0,0,0,0,0,0,9.4659296,36.370495,0,0,0,0,0,0,0,0
223,59.191182,0,0,0,0,0,0,9.5312289,36.621391,0,0,0,0,0,0,0,0
224,59.596706,0,0,0,0,0,0,9.5965282,36.872288,0,0,0,0,0,0,0,0
225,60.00223,0,0,0,0,0,0,9.6618275,37.123184,0,0,0,0,0,0,0,0
226,60.407754,0,0,0,0,0,0,9.7271268,37.374081,0,0,0,0,0,0,0,0
227,60.813278,0,0,0,0,0,0,9.7924261,37.624977,0,0,0,0,0,0,0,0
228,61.218803,0,0,0,0,0,0,9.8577255,37.875874,0,0,0,0,0,0,0,0
229,61.624327,0,0,0,0,0,0,9.9230248,38.12677,0,0,0,0,0,0,0,0
230,62.029851,0,0,0,0,0,0,9.9883241,38.377667,0,0,0,0,0,0,0,0
231,62.435375,0,0,0,0,0,0,10.053623,38.628563,0,0,0,0,0,0,0,0
232,62.840899,0,0,0,0,0,0,10.118923,38.879459,0,0,0,0,0,0,0,0
233,63.246423,0,0,0,0,0,0,10.184222,39.130356,0,0,0,0,0,0,0,0
234,63.651948,0,0,0,0,0,0,10.249521,39.381252,0,0,0,0,0,0,0,0
235,64.057472,0,0,0,0,0,0,10.314821,39.632149,0,0,0,0,0,0,0,0
236,64.462996,0,0,0,0,0,0,10.38012,39.883045,0,0,0,0,0,0,0,0
237,64.86852,0,0,0,0,0,0,10.445419,40.133942,0,0,0,0,0,0,0,0
238,65.274044,0,0,0,0,0,0,10.510719,40.384838,0,0,0,0,0,0,0,0
239,65.679568,0,0,0,0,0,0,10.576018,40.635735,0,0,0,0,0,0,0,0
240,66.085092,0,0,0,0,0,0,10.641317,40.886631,0,0,0,0,0,0,0,0
241,66.490617,0,0,0,0,0,0,10.706617,41.137528,0,0,0,0,0,0,0,0
242,66.896141,0,0,0,0,0,0,10.771916,41.388424,0,0,0,0,0,0,0,0
243,67.301665,0,0,0,0,0,0,10.837215,41.639321,0,0,0,0,0,0,0,0
244,67.707189,0,0,0,0,0,0,10.902514,41.890217,0,0,0,0,0,0,0,0
245,68.112713,0,0,0,0,0,0,10.967814,42.141114,0,0,0,0,0,0,0,0
246,68.518237,0,0,0,0,0,0,11.033113,42.39201,0,0,0,0,0,0,0,0
247,68.923762,0,0,0,0,0,0,11.098412,42.642907,0,0,0,0,0,0,0,0
248,69.329286,0,0,0,0,0,0,11.163712,42.893803,0,0,0,0,0,0,0,0
249,69.73481,0,0,0,0,0,0,11.229011,43.1447,0,0,0,0,0,0,0,0
250,70.140334,0,0,0,0,0,0,11.29431,43.395596,0,0,0,0,0,0,0,0
251,70.766566,0,0,0,0,0,0,11.395149,43.783044,0,0,0,0,0,0,0,0
252,71.392799,0,0,0,0,0,0,11.495988,44.170492,0,0,0,0,0,0,0,0
253,72.019031,0,0,0,0,0,0,11.596827,44.55794,0,0,0,0,0,0,0,0
254,72.645263,0,0,0,0,0,0,11.697665,44.945387,0,0,0,0,0,0,0,0
255,73.271495,0,0,0,0,0,0,11.798504,45.332835,0,0,0,0,0,0,0,0
256,73.897727,0,0,0,0,0,0,11.899343,45.720283,0,0,0,0,0,0,0,0
257,74.52396,0,0,0,0,0,0,12.000181,46.107731,0,0,0,0,0,0,0,0
258,75.150192,0,0,0,0,0,0,12.10102,46.495179,0,0,0,0,0,0,0,0
259,75.776424,0,0,0,0,0,0,12.201859,46.882627,0,0,0,0,0,0,0,0
260,76.402656,0,0,0,0,0,0,12.302698,47.270074,0,0,0,0,0,0,0,0
261,77.028889,0,0,0,0,0,0,12.403536,47.657522,0,0,0,0,0,0,0,0
262,77.655121,0,0,0,0,0,0,12.504375,48.04497,0,0,0,0,0,0,0,0
263,78.281353,0,0,0,0,0,0,12.605214,48.432418,0,0,0,0,0,0,0,0
264,78.907585,0,0,0,0,0,0,12.706052,48.819866,0,0,0,0,0,0,0,0
265,79.533818,0,0,0,0,0,0,12.806891,49.207314,0,0,0,0,0,0,0,0
266,80.16005,0,0,0,0,0,0,12.90773,49.594762,0,0,0,0,0,0,0,0
267,80.786282,0,0,0,0,0,0,13.008569,49.982209,0,0,0,0,0,0,0,0
268,81.412514,0,0,0,0,0,0,13.109407,50.369657,0,0,0,0,0,0,0,0
269,82.038747,0,0,0,0,0,0,13.210246,50.757105,0,0,0,0,0,0,0,0
270,82.664979,0,0,0,0,0,0,13.311085,51.144553,0,0,0,0,0,0,0,0
271,83.291211,0,0,0,0,0,0,13.411923,51.532001,0,0,0,0,0,0,0,0
272,83.917443,0,0,0,0,0,0,13.512762,51.919449,0,0,0,0,0,0,0,0
273,84.543676,0,0,0,0,0,0,13.613601,52.306896,0,0,0,0,0,0,0,0
274,85.169908,0,0,0,0,0,0,13.71444,52.694344,0,0,0,0,0,0,0,0
275,85.79614,0,0,0,0,0,0,13.815278,53.081792,0,0,0,0,0,0,0,0
276,86.422372,0,0,0,0,0,0,13.916117,53.46924,0,0,0,0,0,0,0,0
277,87.048604,0,0,0,0,0,0,14.016956,53.856688,0,0,0,0,0,0,0,0
278,87.674837,0,0,0,0,0,0,14.117794,54.244136,0,0,0,0,0,0,0,0
279,88.301069,0,0,0,0,0,0,14.218633,54.631583,0,0,0,0,0,0,0,0
280,88.927301,0,0,0,0,0,0,14.319472,55.019031,0,0,0,0,0,0,0,0
281,89.553533,0,0,0,0,0,0,14.420311,55.406479,0,0,0,0,0,0,0,0
282,90.179766,0,0,0,0,0,0,14.521149,55.793927,0,0,0,0,0,0,0,0
283,90.805998,0,0,0,0,0,0,14.621988,56.181375,0,0,0,0,0,0,0,0
284,91.43223,0,0,0,0,0,0,14.722827,56.568823,0,0,0,0,0,0,0,0
285,92.058462,0,0,0,0,0,0,14.823665,56.956271,0,0,0,0,0,0,0,0
286,92.684695,0,0,0,0,0,0,14.924504,57.343718,0,0,0,0,0,0,0,0
287,93.310927,0,0,0,0,0,0,15.025343,57.731166,0,0,0,0,0,0,0,0
288,93.937159,0,0,0,0,0,0,15.126182,58.118614,0,0,0,0,0,0,0,0
289,94.563391,0,0,0,0,0,0,15.22702,58.506062,0,0,0,0,0,0,0,0
290,95.189624,0,0,0,0,0,0,15.327859,58.89351,0,0,0,0,0,0,0,0
291,95.815856,0,0,0,0,0,0,15.428698,59.280958,0,0,0,0,0,0,0,0
