Time (ms),Stress at 0.00 mm (kPa),Stress at 0.23 mm (kPa),Stress at 0.42 mm (kPa),Stress at 0.63 mm (kPa),Stress at 0.83 mm (kPa),Stress at 1.03 mm (kPa),Stress at 1.23 mm (kPa),Stress at 1.43 mm (kPa),Stress at 1.63 mm (kPa),Stress at 1.82 mm (kPa),Stress at 2.02 mm (kPa),Stress at 2.22 mm (kPa),Stress at 2.43 mm (kPa),Stress at 2.63 mm (kPa),Stress at 2.82 mm (kPa),Stress at 3.02 mm (kPa),Stress at 3.22 mm (kPa),Stress at 3.43 mm (kPa),Stress at 3.62 mm (kPa),Stress at 3.82 mm (kPa)
2232,281.20054,267.34239,242.22653,202.03995,161.0321,121.40611,89.461504,71.669924,54.141519,33.658417,22.096363,14.362694,4.5187431,0,0,0,0,0,0,0
2233,281.2094,267.35081,242.23415,202.04631,161.03718,121.40993,89.464322,71.67218,54.143224,33.659477,22.097059,14.363146,4.5188854,0,0,0,0,0,0,0
2234,281.21825,267.35922,242.24178,202.05267,161.04225,121.41375,89.467139,71.674437,54.144929,33.660537,22.097755,14.363598,4.5190277,0,0,0,0,0,0,0
2235,281.22711,267.36764,242.24941,202.05904,161.04732,121.41758,89.469956,71.676694,54.146634,33.661597,22.098451,14.364051,4.51917,0,0,0,0,0,0,0
2236,281.23596,267.37606,242.25704,202.0654,161.05239,121.4214,89.472773,71.678951,54.148339,33.662657,22.099147,14.364503,4.5193123,0,0,0,0,0,0,0
2237,281.24482,267.38448,242.26467,202.07176,161.05746,121.42522,89.475591,71.681208,54.150044,33.663717,22.099843,14.364955,4.5194546,0,0,0,0,0,0,0
2238,281.25367,267.3929,242.27229,202.07812,161.06253,121.42905,89.478408,71.683465,54.151749,33.664777,22.100538,14.365408,4.5195969,0,0,0,0,0,0,0
2239,281.26253,267.40132,242.27992,202.08449,161.0676,121.43287,89.481225,71.685722,54.153454,33.665837,22.101234,14.36586,4.5197392,0,0,0,0,0,0,0
2240,281.27138,267.40974,242.28755,202.09085,161.07267,121.43669,89.484042,71.687979,54.155159,33.666897,22.10193,14.366312,4.5198815,0,0,0,0,0,0,0
2241,281.28024,267.41816,242.29518,202.09721,161.07774,121.44051,89.48686,71.690236,54.156864,33.667957,22.102626,14.366764,4.5200238,0,0,0,0,0,0,0
2242,281.28909,267.42658,242.30281,202.10357,161.08281,121.44434,89.489677,71.692493,54.158569,33.669017,22.103322,14.367217,4.5201661,0,0,0,0,0,0,0
2243,281.29795,267.43499,242.31043,202.10994,161.08789,121.44816,89.492494,71.69475,54.160274,33.670077,22.104018,14.367669,4.5203084,0,0,0,0,0,0,0
2244,281.3068,267.44341,242.31806,202.1163,161.09296,121.45198,89.495311,71.697007,54.161979,33.671137,22.104713,14.368121,4.5204507,0,0,0,0,0,0,0
2245,281.31566,267.45183,242.32569,202.12266,161.09803,121.45581,89.498129,71.699264,54.163684,33.672197,22.105409,14.368574,4.520593,0,0,0,0,0,0,0
2246,281.32451,267.46025,242.33332,202.12902,161.1031,121.45963,89.500946,71.701521,54.165389,33.673256,22.106105,14.369026,4.5207353,0,0,0,0,0,0,0
2247,281.33337,267.46867,242.34095,202.13539,161.10817,121.46345,89.503763,71.703778,54.167094,33.674316,22.106801,14.369478,4.5208776,0,0,0,0,0,0,0
2248,281.34222,267.47709,242.34857,202.14175,161.11324,121.46728,89.50658,71.706035,54.168799,33.675376,22.107497,14.36993,4.5210199,0,0,0,0,0,0,0
2249,281.35108,267.48551,242.3562,202.14811,161.11831,121.4711,89.509397,71.708292,54.170504,33.676436,22.108193,14.370383,4.5211622,0,0,0,0,0,0,0
2250,281.35994,267.49393,242.36383,202.15447,161.12338,121.47492,89.512215,71.710549,54.172209,33.677496,22.108888,14.370835,4.5213045,0,0,0,0,0,0,0
2251,281.36879,267.50235,242.37146,202.16084,161.12845,121.47875,89.515032,71.712806,54.173914,33.678556,22.109584,14.371287,4.5214468,0,0,0,0,0,0,0
2252,281.37765,267.51076,242.37909,202.1672,161.13353,121.48257,89.517849,71.715063,54.175619,33.679616,22.11028,14.37174,4.5215891,0,0,0,0,0,0,0
2253,281.3865,267.51918,242.38671,202.17356,161.1386,121.48639,89.520666,71.71732,54.177324,33.680676,22.110976,14.372192,4.5217314,0,0,0,0,0,0,0
2254,281.39536,267.5276,242.39434,202.17992,161.14367,121.49022,89.523484,71.719577,54.179029,33.681736,22.111672,14.372644,4.5218737,0,0,0,0,0,0,0
2255,281.40421,267.53602,242.40197,202.18628,161.14874,121.49404,89.526301,71.721834,54.180734,33.682796,22.112368,14.373097,4.522016,0,0,0,0,0,0,0
2256,281.41307,267.54444,242.4096,202.19265,161.15381,121.49786,89.529118,71.724091,54.182439,33.683856,22.113063,14.373549,4.5221583,0,0,0,0,0,0,0
2257,281.42192,267.55286,242.41723,202.19901,161.15888,121.50169,89.531935,71.726348,54.184144,33.684916,22.113759,14.374001,4.5223006,0,0,0,0,0,0,0
2258,281.43078,267.56128,242.42485,202.20537,161.16395,121.50551,89.534753,71.728604,54.185849,33.685976,22.114455,14.374453,4.5224429,0,0,0,0,0,0,0
2259,281.43963,267.5697,242.43248,202.21173,161.16902,121.50933,89.53757,71.730861,54.187554,33.687036,22.115151,14.374906,4.5225852,0,0,0,0,0,0,0
2260,281.44849,267.57812,242.44011,202.2181,161.17409,121.51316,89.540387,71.733118,54.189259,33.688096,22.115847,14.375358,4.5227275,0,0,0,0,0,0,0
2261,281.45734,267.58653,242.44774,202.22446,161.17917,121.51698,89.543204,71.735375,54.190964,33.689156,22.116543,14.37581,4.5228698,0,0,0,0,0,0,0
2262,281.4662,267.59495,242.45537,202.23082,161.18424,121.5208,89.546022,71.737632,54.192669,33.690216,22.117239,14.376263,4.5230121,0,0,0,0,0,0,0
2263,281.47505,267.60337,242.46299,202.23718,161.18931,121.52463,89.548839,71.739889,54.194374,33.691275,22.117934,14.376715,4.5231544,0,0,0,0,0,0,0
2264,281.48391,267.61179,242.47062,202.24355,161.19438,121.52845,89.551656,71.742146,54.196079,33.692335,22.11863,14.377167,4.5232967,0,0,0,0,0,0,0
2265,281.49276,267.62021,242.47825,202.24991,161.19945,121.53227,89.554473,71.744403,54.197784,33.693395,22.119326,14.37762,4.523439,0,0,0,0,0,0,0
2266,281.50162,267.62863,242.48588,202.25627,161.20452,121.53609,89.55729,71.74666,54.199489,33.694455,22.120022,14.378072,4.5235813,0,0,0,0,0,0,0
2267,281.51048,267.63705,242.4935,202.26263,161.20959,121.53992,89.560108,71.748917,54.201194,33.695515,22.120718,14.378524,4.5237236,0,0,0,0,0,0,0
2268,281.51933,267.64547,242.50113,202.269,161.21466,121.54374,89.562925,71.751174,54.202899,33.696575,22.121414,14.378976,4.5238659,0,0,0,0,0,0,0
2269,281.52819,267.65389,242.50876,202.27536,161.21973,121.54756,89.565742,71.753431,54.204603,33.697635,22.122109,14.379429,4.5240082,0,0,0,0,0,0,0
2270,281.53704,267.6623,242.51639,202.28172,161.2248,121.55139,89.568559,71.755688,54.206308,33.698695,22.122805,14.379881,4.5241505,0,0,0,0,0,0,0
2271,281.5459,267.67072,242.52402,202.28808,161.22988,121.55521,89.571377,71.757945,54.208013,33.699755,22.123501,14.380333,4.5242928,0,0,0,0,0,0,0
2272,281.55475,267.67914,242.53164,202.29445,161.23495,121.55903,89.574194,71.760202,54.209718,33.700815,22.124197,14.380786,4.5244351,0,0,0,0,0,0,0
2273,281.56361,267.68756,242.53927,202.30081,161.24002,121.56286,89.577011,71.762459,54.211423,33.701875,22.124893,14.381238,4.5245774,0,0,0,0,0,0,0
2274,281.57246,267.69598,242.5469,202.30717,161.24509,121.56668,89.579828,71.764716,54.213128,33.702935,22.125589,14.38169,4.5247197,0,0,0,0,0,0,0
2275,281.58132,267.7044,242.55453,202.31353,161.25016,121.5705,89.582646,71.766973,54.214833,33.703995,22.126284,14.382142,4.524862,0,0,0,0,0,0,0
2276,281.59017,267.71282,242.56216,202.3199,161.25523,121.57433,89.585463,71.76923,54.216538,33.705055,22.12698,14.382595,4.5250043,0,0,0,0,0,0,0
2277,281.59903,267.72124,242.56978,202.32626,161.2603,121.57815,89.58828,71.771487,54.218243,33.706115,22.127676,14.383047,4.5251466,0,0,0,0,0,0,0
2278,281.60788,267.72966,242.57741,202.33262,161.26537,121.58197,89.591097,71.773744,54.219948,33.707175,22.128372,14.383499,4.5252889,0,0,0,0,0,0,0
2279,281.61674,267.73807,242.58504,202.33898,161.27044,121.5858,89.593915,71.776001,54.221653,33.708234,22.129068,14.383952,4.5254312,0,0,0,0,0,0,0
2280,281.62559,267.74649,242.59267,202.34535,161.27552,121.58962,89.596732,71.778258,54.223358,33.709294,22.129764,14.384404,4.5255735,0,0,0,0,0,0,0
2281,281.63445,267.75491,242.6003,202.35171,161.28059,121.59344,89.599549,71.780515,54.225063,33.710354,22.130459,14.384856,4.5257157,0,0,0,0,0,0,0
2282,281.64079,267.76094,242.60576,202.35626,161.28422,121.59618,89.601565,71.78213,54.226283,33.711113,22.130957,14.38518,4.5258176,0,0,0,0,0,0,0
2283,281.64713,267.76696,242.61122,202.36082,161.28785,121.59892,89.603582,71.783745,54.227504,33.711872,22.131456,14.385504,4.5259195,0,0,0,0,0,0,0
2284,281.65346,267.77299,242.61668,202.36537,161.29148,121.60165,89.605598,71.785361,54.228724,33.71263,22.131954,14.385827,4.5260213,0,0,0,0,0,0,0
2285,281.6598,267.77902,242.62214,202.36992,161.29511,121.60439,89.607615,71.786976,54.229945,33.713389,22.132452,14.386151,4.5261232,0,0,0,0,0,0,0
2286,281.66614,267.78504,242.6276,202.37448,161.29874,121.60713,89.609632,71.788592,54.231165,33.714148,22.13295,14.386475,4.526225,0,0,0,0,0,0,0
2287,281.67248,267.79107,242.63306,202.37903,161.30237,121.60986,89.611648,71.790207,54.232385,33.714906,22.133448,14.386799,4.5263269,0,0,0,0,0,0,0
2288,281.67882,267.79709,242.63852,202.38359,161.30599,121.6126,89.613665,71.791823,54.233606,33.715665,22.133946,14.387122,4.5264287,0,0,0,0,0,0,0
2289,281.68516,267.80312,242.64398,202.38814,161.30962,121.61534,89.615681,71.793438,54.234826,33.716424,22.134444,14.387446,4.5265306,0,0,0,0,0,0,0
2290,281.6915,267.80915,242.64944,202.3927,161.31325,121.61807,89.617698,71.795054,54.236047,33.717182,22.134942,14.38777,4.5266324,0,0,0,0,0,0,0
2291,281.69783,267.81517,242.6549,202.39725,161.31688,121.62081,89.619714,71.796669,54.237267,33.717941,22.13544,14.388094,4.5267343,0,0,0,0,0,0,0
2292,281.70417,267.8212,242.66036,202.4018,161.32051,121.62355,89.621731,71.798285,54.238487,33.7187,22.135938,14.388417,4.5268362,0,0,0,0,0,0,0
2293,281.71051,267.82722,242.66582,202.40636,161.32414,121.62628,89.623747,71.7999,54.239708,33.719458,22.136436,14.388741,4.526938,0,0,0,0,0,0,0
2294,281.71685,267.83325,242.67128,202.41091,161.32777,121.62902,89.625764,71.801516,54.240928,33.720217,22.136934,14.389065,4.5270399,0,0,0,0,0,0,0
2295,281.72319,267.83928,242.67674,202.41547,161.3314,121.63175,89.62778,71.803131,54.242148,33.720976,22.137432,14.389389,4.5271417,0,0,0,0,0,0,0
2296,281.72953,267.8453,242.6822,202.42002,161.33503,121.63449,89.629797,71.804747,54.243369,33.721735,22.13793,14.389712,4.5272436,0,0,0,0,0,0,0
2297,281.73586,267.85133,242.68766,202.42457,161.33866,121.63723,89.631813,71.806362,54.244589,33.722493,22.138428,14.390036,4.5273454,0,0,0,0,0,0,0
2298,281.7422,267.85736,242.69312,202.42913,161.34229,121.63996,89.63383,71.807978,54.24581,33.723252,22.138927,14.39036,4.5274473,0,0,0,0,0,0,0
2299,281.74854,267.86338,242.69857,202.43368,161.34592,121.6427,89.635846,71.809593,54.24703,33.724011,22.139425,14.390684,4.5275491,0,0,0,0,0,0,0
2300,281.75488,267.86941,242.70403,202.43824,161.34955,121.64544,89.637863,71.811209,54.24825,33.724769,22.139923,14.391007,4.527651,0,0,0,0,0,0,0
2301,281.76122,267.87543,242.70949,202.44279,161.35318,121.64817,89.639879,71.812824,54.249471,33.725528,22.140421,14.391331,4.5277529,0,0,0,0,0,0,0
2302,281.76756,267.88146,242.71495,202.44734,161.35681,121.65091,89.641896,71.81444,54.250691,33.726287,22.140919,14.391655,4.5278547,0,0,0,0,0,0,0
2303,281.77389,267.88749,242.72041,202.4519,161.36044,121.65365,89.643912,71.816055,54.251912,33.727045,22.141417,14.391979,4.5279566,0,0,0,0,0,0,0
2304,281.78023,267.89351,242.72587,202.45645,161.36407,121.65638,89.645929,71.817671,54.253132,33.727804,22.141915,14.392302,4.5280584,0,0,0,0,0,0,0
2305,281.78657,267.89954,242.73133,202.46101,161.3677,121.65912,89.647945,71.819286,54.254352,33.728563,22.142413,14.392626,4.5281603,0,0,0,0,0,0,0
2306,281.79291,267.90556,242.73679,202.46556,161.37133,121.66186,89.649962,71.820902,54.255573,33.729321,22.142911,14.39295,4.5282621,0,0,0,0,0,0,0
2307,281.79925,267.91159,242.74225,202.47012,161.37496,121.66459,89.651978,71.822517,54.256793,33.73008,22.143409,14.393274,4.528364,0,0,0,0,0,0,0
2308,281.80559,267.91762,242.74771,202.47467,161.37859,121.66733,89.653995,71.824133,54.258013,33.730839,22.143907,14.393597,4.5284658,0,0,0,0,0,0,0
2309,281.81193,267.92364,242.75317,202.47922,161.38222,121.67007,89.656011,71.825748,54.259234,33.731597,22.144405,14.393921,4.5285677,0,0,0,0,0,0,0
2310,281.81826,267.92967,242.75863,202.48378,161.38585,121.6728,89.658028,71.827364,54.260454,33.732356,22.144903,14.394245,4.5286695,0,0,0,0,0,0,0
2311,281.8246,267.93569,242.76409,202.48833,161.38948,121.67554,89.660044,71.828979,54.261675,33.733115,22.145401,14.394569,4.5287714,0,0,0,0,0,0,0
2312,281.83094,267.94172,242.76955,202.49289,161.39311,121.67828,89.662061,71.830594,54.262895,33.733873,22.145899,14.394892,4.5288733,0,0,0,0,0,0,0
2313,281.83728,267.94775,242.77501,202.49744,161.39674,121.68101,89.664077,71.83221,54.264115,33.734632,22.146397,14.395216,4.5289751,0,0,0,0,0,0,0
2314,281.84362,267.95377,242.78047,202.50199,161.40037,121.68375,89.666094,71.833825,54.265336,33.735391,22.146896,14.39554,4.529077,0,0,0,0,0,0,0
2315,281.84996,267.9598,242.78593,202.50655,161.404,121.68649,89.66811,71.835441,54.266556,33.736149,22.147394,14.395864,4.5291788,0,0,0,0,0,0,0
2316,281.85629,267.96582,242.79139,202.5111,161.40763,121.68922,89.670127,71.837056,54.267776,33.736908,22.147892,14.396187,4.5292807,0,0,0,0,0,0,0
2317,281.86263,267.97185,242.79685,202.51566,161.41126,121.69196,89.672144,71.838672,54.268997,33.737667,22.14839,14.396511,4.5293825,0,0,0,0,0,0,0
2318,281.86897,267.97788,242.80231,202.52021,161.41489,121.6947,89.67416,71.840287,54.270217,33.738426,22.148888,14.396835,4.5294844,0,0,0,0,0,0,0
2319,281.87531,267.9839,242.80777,202.52476,161.41852,121.69743,89.676177,71.841903,54.271438,33.739184,22.149386,14.397158,4.5295862,0,0,0,0,0,0,0
2320,281.88165,267.98993,242.81323,202.52932,161.42215,121.70017,89.678193,71.843518,54.272658,33.739943,22.149884,14.397482,4.5296881,0,0,0,0,0,0,0
2321,281.88799,267.99595,242.81869,202.53387,161.42578,121.70291,89.68021,71.845134,54.273878,33.740702,22.150382,14.397806,4.52979,0,0,0,0,0,0,0
2322,281.89432,268.00198,242.82415,202.53843,161.42941,121.70564,89.682226,71.846749,54.275099,33.74146,22.15088,14.39813,4.5298918,0,0,0,0,0,0,0
2323,281.90066,268.00801,242.82961,202.54298,161.43304,121.70838,89.684243,71.848365,54.276319,33.742219,22.151378,14.398453,4.5299937,0,0,0,0,0,0,0
2324,281.907,268.01403,242.83507,202.54753,161.43667,121.71112,89.686259,71.84998,54.27754,33.742978,22.151876,14.398777,4.5300955,0,0,0,0,0,0,0
2325,281.91334,268.02006,242.84053,202.55209,161.4403,121.71385,89.688276,71.851596,54.27876,33.743736,22.152374,14.399101,4.5301974,0,0,0,0,0,0,0
2326,281.91968,268.02608,242.84599,202.55664,161.44393,121.71659,89.690292,71.853211,54.27998,33.744495,22.152872,14.399425,4.5302992,0,0,0,0,0,0,0
2327,281.92602,268.03211,242.85145,202.5612,161.44756,121.71933,89.692309,71.854827,54.281201,33.745254,22.15337,14.399748,4.5304011,0,0,0,0,0,0,0
2328,281.93236,268.03814,242.85691,202.56575,161.45119,121.72206,89.694325,71.856442,54.282421,33.746012,22.153868,14.400072,4.5305029,0,0,0,0,0,0,0
2329,281.93869,268.04416,242.86237,202.57031,161.45482,121.7248,89.696342,71.858058,54.283641,33.746771,22.154367,14.400396,4.5306048,0,0,0,0,0,0,0
2330,281.94503,268.05019,242.86783,202.57486,161.45844,121.72753,89.698358,71.859673,54.284862,33.74753,22.154865,14.40072,4.5307067,0,0,0,0,0,0,0
2331,281.95137,268.05621,242.87329,202.57941,161.46207,121.73027,89.700375,71.861289,54.286082,33.748288,22.155363,14.401043,4.5308085,0,0,0,0,0,0,0
2332,281.95771,268.06224,242.87875,202.58397,161.4657,121.73301,89.702391,71.862904,54.287303,33.749047,22.155861,14.401367,4.5309104,0,0,0,0,0,0,0
2333,281.96405,268.06827,242.88421,202.58852,161.46933,121.73574,89.704408,71.86452,54.288523,33.749806,22.156359,14.401691,4.5310122,0,0,0,0,0,0,0
2334,281.97039,268.07429,242.88967,202.59308,161.47296,121.73848,89.706424,71.866135,54.289743,33.750564,22.156857,14.402015,4.5311141,0,0,0,0,0,0,0
2335,281.97672,268.08032,242.89513,202.59763,161.47659,121.74122,89.708441,71.867751,54.290964,33.751323,22.157355,14.402338,4.5312159,0,0,0,0,0,0,0
2336,281.98306,268.08635,242.90059,202.60218,161.48022,121.74395,89.710457,71.869366,54.292184,33.752082,22.157853,14.402662,4.5313178,0,0,0,0,0,0,0
2337,281.9894,268.09237,242.90605,202.60674,161.48385,121.74669,89.712474,71.870982,54.293405,33.75284,22.158351,14.402986,4.5314196,0,0,0,0,0,0,0
2338,281.99574,268.0984,242.91151,202.61129,161.48748,121.74943,89.71449,71.872597,54.294625,33.753599,22.158849,14.40331,4.5315215,0,0,0,0,0,0,0
2339,282.00208,268.10442,242.91697,202.61585,161.49111,121.75216,89.716507,71.874213,54.295845,33.754358,22.159347,14.403633,4.5316234,0,0,0,0,0,0,0
2340,282.00842,268.11045,242.92243,202.6204,161.49474,121.7549,89.718523,71.875828,54.297066,33.755116,22.159845,14.403957,4.5317252,0,0,0,0,0,0,0
2341,282.01475,268.11648,242.92789,202.62495,161.49837,121.75764,89.72054,71.877444,54.298286,33.755875,22.160343,14.404281,4.5318271,0,0,0,0,0,0,0
2342,282.02109,268.1225,242.93335,202.62951,161.502,121.76037,89.722556,71.879059,54.299506,33.756634,22.160841,14.404605,4.5319289,0,0,0,0,0,0,0
2343,282.02743,268.12853,242.93881,202.63406,161.50563,121.76311,89.724573,71.880674,54.300727,33.757393,22.161339,14.404928,4.5320308,0,0,0,0,0,0,0
2344,282.03377,268.13455,242.94427,202.63862,161.50926,121.76585,89.726589,71.88229,54.301947,33.758151,22.161838,14.405252,4.5321326,0,0,0,0,0,0,0
2345,282.04011,268.14058,242.94973,202.64317,161.51289,121.76858,89.728606,71.883905,54.303168,33.75891,22.162336,14.405576,4.5322345,0,0,0,0,0,0,0
2346,282.04645,268.14661,242.95519,202.64773,161.51652,121.77132,89.730622,71.885521,54.304388,33.759669,22.162834,14.4059,4.5323363,0,0,0,0,0,0,0
2347,282.05279,268.15263,242.96065,202.65228,161.52015,121.77406,89.732639,71.887136,54.305608,33.760427,22.163332,14.406223,4.5324382,0,0,0,0,0,0,0
2348,282.05912,268.15866,242.96611,202.65683,161.52378,121.77679,89.734656,71.888752,54.306829,33.761186,22.16383,14.406547,4.53254,0,0,0,0,0,0,0
2349,282.06546,268.16468,242.97157,202.66139,161.52741,121.77953,89.736672,71.890367,54.308049,33.761945,22.164328,14.406871,4.5326419,0,0,0,0,0,0,0
2350,282.0718,268.17071,242.97703,202.66594,161.53104,121.78227,89.738689,71.891983,54.309269,33.762703,22.164826,14.407195,4.5327438,0,0,0,0,0,0,0
2351,282.07814,268.17674,242.98249,202.6705,161.53467,121.785,89.740705,71.893598,54.31049,33.763462,22.165324,14.407518,4.5328456,0,0,0,0,0,0,0
2352,282.08448,268.18276,242.98795,202.67505,161.5383,121.78774,89.742722,71.895214,54.31171,33.764221,22.165822,14.407842,4.5329475,0,0,0,0,0,0,0
2353,282.09082,268.18879,242.99341,202.6796,161.54193,121.79048,89.744738,71.896829,54.312931,33.764979,22.16632,14.408166,4.5330493,0,0,0,0,0,0,0
2354,282.09715,268.19481,242.99887,202.68416,161.54556,121.79321,89.746755,71.898445,54.314151,33.765738,22.166818,14.40849,4.5331512,0,0,0,0,0,0,0
2355,282.10349,268.20084,243.00433,202.68871,161.54919,121.79595,89.748771,71.90006,54.315371,33.766497,22.167316,14.408813,4.533253,0,0,0,0,0,0,0
2356,282.10983,268.20687,243.00979,202.69327,161.55282,121.79869,89.750788,71.901676,54.316592,33.767255,22.167814,14.409137,4.5333549,0,0,0,0,0,0,0
2357,282.11617,268.21289,243.01525,202.69782,161.55645,121.80142,89.752804,71.903291,54.317812,33.768014,22.168312,14.409461,4.5334567,0,0,0,0,0,0,0
2358,282.12251,268.21892,243.02071,202.70237,161.56008,121.80416,89.754821,71.904907,54.319033,33.768773,22.16881,14.409785,4.5335586,0,0,0,0,0,0,0
2359,282.12885,268.22494,243.02617,202.70693,161.56371,121.8069,89.756837,71.906522,54.320253,33.769531,22.169308,14.410108,4.5336605,0,0,0,0,0,0,0
2360,282.13519,268.23097,243.03163,202.71148,161.56734,121.80963,89.758854,71.908138,54.321473,33.77029,22.169807,14.410432,4.5337623,0,0,0,0,0,0,0
2361,282.14152,268.237,243.03709,202.71604,161.57097,121.81237,89.76087,71.909753,54.322694,33.771049,22.170305,14.410756,4.5338642,0,0,0,0,0,0,0
2362,282.14786,268.24302,243.04255,202.72059,161.5746,121.8151,89.762887,71.911369,54.323914,33.771807,22.170803,14.411079,4.533966,0,0,0,0,0,0,0
2363,282.1542,268.24905,243.04801,202.72514,161.57823,121.81784,89.764903,71.912984,54.325134,33.772566,22.171301,14.411403,4.5340679,0,0,0,0,0,0,0
2364,282.16054,268.25507,243.05347,202.7297,161.58186,121.82058,89.76692,71.9146,54.326355,33.773325,22.171799,14.411727,4.5341697,0,0,0,0,0,0,0
2365,282.16688,268.2611,243.05893,202.73425,161.58549,121.82331,89.768936,71.916215,54.327575,33.774084,22.172297,14.412051,4.5342716,0,0,0,0,0,0,0
2366,282.17322,268.26713,243.06439,202.73881,161.58912,121.82605,89.770953,71.917831,54.328796,33.774842,22.172795,14.412374,4.5343734,0,0,0,0,0,0,0
2367,282.17955,268.27315,243.06985,202.74336,161.59275,121.82879,89.772969,71.919446,54.330016,33.775601,22.173293,14.412698,4.5344753,0,0,0,0,0,0,0
2368,282.18589,268.27918,243.07531,202.74792,161.59638,121.83152,89.774986,71.921062,54.331236,33.77636,22.173791,14.413022,4.5345772,0,0,0,0,0,0,0
2369,282.19223,268.28521,243.08077,202.75247,161.60001,121.83426,89.777002,71.922677,54.332457,33.777118,22.174289,14.413346,4.534679,0,0,0,0,0,0,0
2370,282.19857,268.29123,243.08623,202.75702,161.60364,121.837,89.779019,71.924293,54.333677,33.777877,22.174787,14.413669,4.5347809,0,0,0,0,0,0,0
2371,282.20491,268.29726,243.09169,202.76158,161.60726,121.83973,89.781035,71.925908,54.334898,33.778636,22.175285,14.413993,4.5348827,0,0,0,0,0,0,0
2372,282.21125,268.30328,243.09715,202.76613,161.61089,121.84247,89.783052,71.927523,54.336118,33.779394,22.175783,14.414317,4.5349846,0,0,0,0,0,0,0
2373,282.21758,268.30931,243.10261,202.77069,161.61452,121.84521,89.785068,71.929139,54.337338,33.780153,22.176281,14.414641,4.5350864,0,0,0,0,0,0,0
2374,282.22392,268.31534,243.10807,202.77524,161.61815,121.84794,89.787085,71.930754,54.338559,33.780912,22.176779,14.414964,4.5351883,0,0,0,0,0,0,0
2375,282.23026,268.32136,243.11353,202.77979,161.62178,121.85068,89.789101,71.93237,54.339779,33.78167,22.177278,14.415288,4.5352901,0,0,0,0,0,0,0
2376,282.2366,268.32739,243.11899,202.78435,161.62541,121.85342,89.791118,71.933985,54.340999,33.782429,22.177776,14.415612,4.535392,0,0,0,0,0,0,0
2377,282.24294,268.33341,243.12445,202.7889,161.62904,121.85615,89.793134,71.935601,54.34222,33.783188,22.178274,14.415936,4.5354938,0,0,0,0,0,0,0
2378,282.24928,268.33944,243.12991,202.79346,161.63267,121.85889,89.795151,71.937216,54.34344,33.783946,22.178772,14.416259,4.5355957,0,0,0,0,0,0,0
2379,282.25562,268.34547,243.13537,202.79801,161.6363,121.86163,89.797168,71.938832,54.344661,33.784705,22.17927,14.416583,4.5356976,0,0,0,0,0,0,0
2380,282.26195,268.35149,243.14083,202.80256,161.63993,121.86436,89.799184,71.940447,54.345881,33.785464,22.179768,14.416907,4.5357994,0,0,0,0,0,0,0
2381,282.26829,268.35752,243.14629,202.80712,161.64356,121.8671,89.801201,71.942063,54.347101,33.786222,22.180266,14.417231,4.5359013,0,0,0,0,0,0,0
2382,282.27463,268.36354,243.15175,202.81167,161.64719,121.86984,89.803217,71.943678,54.348322,33.786981,22.180764,14.417554,4.5360031,0,0,0,0,0,0,0
2383,282.28097,268.36957,243.15721,202.81623,161.65082,121.87257,89.805234,71.945294,54.349542,33.78774,22.181262,14.417878,4.536105,0,0,0,0,0,0,0
2384,282.28731,268.3756,243.16267,202.82078,161.65445,121.87531,89.80725,71.946909,54.350762,33.788498,22.18176,14.418202,4.5362068,0,0,0,0,0,0,0
2385,282.29365,268.38162,243.16813,202.82534,161.65808,121.87805,89.809267,71.948525,54.351983,33.789257,22.182258,14.418526,4.5363087,0,0,0,0,0,0,0
2386,282.29998,268.38765,243.17359,202.82989,161.66171,121.88078,89.811283,71.95014,54.353203,33.790016,22.182756,14.418849,4.5364105,0,0,0,0,0,0,0
2387,282.30632,268.39367,243.17905,202.83444,161.66534,121.88352,89.8133,71.951756,54.354424,33.790774,22.183254,14.419173,4.5365124,0,0,0,0,0,0,0
2388,282.31266,268.3997,243.18451,202.839,161.66897,121.88626,89.815316,71.953371,54.355644,33.791533,22.183752,14.419497,4.5366143,0,0,0,0,0,0,0
2389,282.319,268.40573,243.18997,202.84355,161.6726,121.88899,89.817333,71.954987,54.356864,33.792292,22.18425,14.419821,4.5367161,0,0,0,0,0,0,0
2390,282.32534,268.41175,243.19543,202.84811,161.67623,121.89173,89.819349,71.956602,54.358085,33.793051,22.184749,14.420144,4.536818,0,0,0,0,0,0,0
2391,282.33167,268.41778,243.20089,202.85266,161.67986,121.89446,89.821365,71.958217,54.359305,33.793809,22.185246,14.420468,4.5369198,0,0,0,0,0,0,0
2392,282.33089,268.41703,243.20021,202.85209,161.67941,121.89413,89.821116,71.958017,54.359154,33.793715,22.185185,14.420428,4.5369072,0,0,0,0,0,0,0
2393,282.33011,268.41628,243.19954,202.85153,161.67896,121.89379,89.820866,71.957817,54.359003,33.793621,22.185123,14.420388,4.5368946,0,0,0,0,0,0,0
2394,282.32932,268.41554,243.19886,202.85097,161.67851,121.89345,89.820616,71.957617,54.358851,33.793527,22.185061,14.420348,4.536882,0,0,0,0,0,0,0
2395,282.32854,268.41479,243.19818,202.8504,161.67806,121.89311,89.820366,71.957417,54.3587,33.793433,22.185,14.420308,4.5368693,0,0,0,0,0,0,0
2396,282.32775,268.41405,243.19751,202.84984,161.67761,121.89277,89.820117,71.957217,54.358549,33.793339,22.184938,14.420268,4.5368567,0,0,0,0,0,0,0
