Time (ms),Stress at 0.00 mm (kPa),Stress at 0.23 mm (kPa),Stress at 0.42 mm (kPa),Stress at 0.63 mm (kPa),Stress at 0.83 mm (kPa),Stress at 1.03 mm (kPa),Stress at 1.23 mm (kPa),Stress at 1.43 mm (kPa),Stress at 1.63 mm (kPa),Stress at 1.82 mm (kPa),Stress at 2.02 mm (kPa),Stress at 2.22 mm (kPa),Stress at 2.43 mm (kPa),Stress at 2.63 mm (kPa),Stress at 2.82 mm (kPa),Stress at 3.02 mm (kPa),Stress at 3.22 mm (kPa),Stress at 3.43 mm (kPa),Stress at 3.62 mm (kPa),Stress at 3.82 mm (kPa)
138,7.6016006,7.2269777,6.548029,5.4616787,4.3531273,3.2819308,2.4183831,1.9374292,1.4635897,0.90987679,0.59732363,0.38826192,0.12215368,0,0,0,0,0,0,0
139,7.692146,7.3130609,6.626025,5.5267347,4.404979,3.3210231,2.4471893,1.9605066,1.481023,0.92071467,0.60443857,0.39288665,0.12360869,0,0,0,0,0,0,0
140,7.7826915,7.3991441,6.704021,5.5917908,4.4568306,3.3601154,2.4759956,1.983584,1.4984564,0.93155254,0.61155352,0.39751138,0.12506371,0,0,0,0,0,0,0
141,7.8732774,7.4852658,6.7820519,5.656876,4.5087056,3.3992252,2.5048147,2.0066718,1.5158975,0.94239527,0.61867164,0.40213818,0.12651938,0,0,0,0,0,0,0
142,8.1605789,7.7584084,7.0295337,5.8632994,4.6732314,3.5232653,2.5962172,2.0798967,1.5712137,0.97678394,0.64124741,0.41681248,0.13113616,0,0,0,0,0,0,0
143,8.4478804,8.0315511,7.2770156,6.0697228,4.8377573,3.6473055,2.6876196,2.1531215,1.6265299,1.0111726,0.66382317,0.43148679,0.13575294,0,0,0,0,0,0,0
144,8.7351819,8.3046937,7.5244975,6.2761462,5.0022831,3.7713456,2.7790221,2.2263464,1.6818461,1.0455613,0.68639894,0.4461611,0.14036972,0,0,0,0,0,0,0
145,9.0224833,8.5778364,7.7719794,6.4825696,5.166809,3.8953857,2.8704245,2.2995713,1.7371622,1.07995,0.70897471,0.46083541,0.14498651,0,0,0,0,0,0,0
146,9.3097848,8.850979,8.0194612,6.688993,5.3313348,4.0194259,2.961827,2.3727962,1.7924784,1.1143386,0.73155047,0.47550971,0.14960329,0,0,0,0,0,0,0
147,9.5970863,9.1241217,8.2669431,6.8954164,5.4958607,4.143466,3.0532295,2.446021,1.8477946,1.1487273,0.75412624,0.49018402,0.15422007,0,0,0,0,0,0,0
148,9.8843877,9.3972643,8.514425,7.1018398,5.6603866,4.2675061,3.1446319,2.5192459,1.9031108,1.183116,0.77670201,0.50485833,0.15883685,0,0,0,0,0,0,0
149,10.171689,9.670407,8.7619069,7.3082632,5.8249124,4.3915463,3.2360344,2.5924708,1.9584269,1.2175046,0.79927777,0.51953263,0.16345363,0,0,0,0,0,0,0
150,10.458991,9.9435496,9.0093887,7.5146866,5.9894383,4.5155864,3.3274369,2.6656957,2.0137431,1.2518933,0.82185354,0.53420694,0.16807042,0,0,0,0,0,0,0
151,10.746292,10.216692,9.2568706,7.72111,6.1539641,4.6396265,3.4188393,2.7389205,2.0690593,1.286282,0.8444293,0.54888125,0.1726872,0,0,0,0,0,0,0
152,11.033594,10.489835,9.5043525,7.9275335,6.31849,4.7636667,3.5102418,2.8121454,2.1243754,1.3206706,0.86700507,0.56355555,0.17730398,0,0,0,0,0,0,0
153,11.320895,10.762978,9.7518344,8.1339569,6.4830159,4.8877068,3.6016442,2.8853703,2.1796916,1.3550593,0.88958084,0.57822986,0.18192076,0,0,0,0,0,0,0
154,11.608197,11.03612,9.9993162,8.3403803,6.6475417,5.0117469,3.6930467,2.9585952,2.2350078,1.389448,0.9121566,0.59290417,0.18653754,0,0,0,0,0,0,0
155,11.895498,11.309263,10.246798,8.5468037,6.8120676,5.1357871,3.7844492,3.03182,2.290324,1.4238367,0.93473237,0.60757847,0.19115432,0,0,0,0,0,0,0
156,12.182799,11.582406,10.49428,8.7532271,6.9765934,5.2598272,3.8758516,3.1050449,2.3456401,1.4582253,0.95730814,0.62225278,0.19577111,0,0,0,0,0,0,0
157,12.470101,11.855548,10.741762,8.9596505,7.1411193,5.3838673,3.9672541,3.1782698,2.4009563,1.492614,0.9798839,0.63692709,0.20038789,0,0,0,0,0,0,0
158,12.757402,12.128691,10.989244,9.1660739,7.3056451,5.5079075,4.0586566,3.2514947,2.4562725,1.5270027,1.0024597,0.65160139,0.20500467,0,0,0,0,0,0,0
159,13.044704,12.401833,11.236726,9.3724973,7.470171,5.6319476,4.150059,3.3247195,2.5115887,1.5613913,1.0250354,0.6662757,0.20962145,0,0,0,0,0,0,0
160,13.332005,12.674976,11.484207,9.5789207,7.6346969,5.7559877,4.2414615,3.3979444,2.5669048,1.59578,1.0476112,0.68095001,0.21423823,0,0,0,0,0,0,0
161,13.619307,12.948119,11.731689,9.7853441,7.7992227,5.8800279,4.3328639,3.4711693,2.622221,1.6301687,1.070187,0.69562432,0.21885501,0,0,0,0,0,0,0
162,13.906608,13.221261,11.979171,9.9917675,7.9637486,6.004068,4.4242664,3.5443942,2.6775372,1.6645574,1.0927627,0.71029862,0.2234718,0,0,0,0,0,0,0
163,14.19391,13.494404,12.226653,10.198191,8.1282744,6.1281081,4.5156689,3.617619,2.7328534,1.698946,1.1153385,0.72497293,0.22808858,0,0,0,0,0,0,0
164,14.481211,13.767547,12.474135,10.404614,8.2928003,6.2521483,4.6070713,3.6908439,2.7881695,1.7333347,1.1379143,0.73964724,0.23270536,0,0,0,0,0,0,0
165,14.768513,14.040689,12.721617,10.611038,8.4573261,6.3761884,4.6984738,3.7640688,2.8434857,1.7677234,1.16049,0.75432154,0.23732214,0,0,0,0,0,0,0
166,15.055814,14.313832,12.969099,10.817461,8.621852,6.5002285,4.7898762,3.8372937,2.8988019,1.802112,1.1830658,0.76899585,0.24193892,0,0,0,0,0,0,0
167,15.343116,14.586975,13.216581,11.023885,8.7863779,6.6242687,4.8812787,3.9105185,2.9541181,1.8365007,1.2056416,0.78367016,0.2465557,0,0,0,0,0,0,0
168,15.630417,14.860117,13.464062,11.230308,8.9509037,6.7483088,4.9726812,3.9837434,3.0094342,1.8708894,1.2282173,0.79834446,0.25117249,0,0,0,0,0,0,0
169,15.917719,15.13326,13.711544,11.436731,9.1154296,6.8723489,5.0640836,4.0569683,3.0647504,1.905278,1.2507931,0.81301877,0.25578927,0,0,0,0,0,0,0
170,16.20502,15.406403,13.959026,11.643155,9.2799554,6.9963891,5.1554861,4.1301932,3.1200666,1.9396667,1.2733689,0.82769308,0.26040605,0,0,0,0,0,0,0
171,16.492322,15.679545,14.206508,11.849578,9.4444813,7.1204292,5.2468886,4.203418,3.1753828,1.9740554,1.2959446,0.84236738,0.26502283,0,0,0,0,0,0,0
172,16.779623,15.952688,14.45399,12.056002,9.6090072,7.2444693,5.338291,4.2766429,3.2306989,2.0084441,1.3185204,0.85704169,0.26963961,0,0,0,0,0,0,0
173,17.066924,16.225831,14.701472,12.262425,9.773533,7.3685095,5.4296935,4.3498678,3.2860151,2.0428327,1.3410962,0.871716,0.2742564,0,0,0,0,0,0,0
174,17.354226,16.498973,14.948954,12.468848,9.9380589,7.4925496,5.5210959,4.4230927,3.3413313,2.0772214,1.3636719,0.8863903,0.27887318,0,0,0,0,0,0,0
175,17.641527,16.772116,15.196436,12.675272,10.102585,7.6165897,5.6124984,4.4963175,3.3966475,2.1116101,1.3862477,0.90106461,0.28348996,0,0,0,0,0,0,0
176,17.928829,17.045259,15.443917,12.881695,10.267111,7.7406299,5.7039009,4.5695424,3.4519636,2.1459987,1.4088235,0.91573892,0.28810674,0,0,0,0,0,0,0
177,18.21613,17.318401,15.691399,13.088119,10.431636,7.86467,5.7953033,4.6427673,3.5072798,2.1803874,1.4313992,0.93041322,0.29272352,0,0,0,0,0,0,0
178,18.503432,17.591544,15.938881,13.294542,10.596162,7.9887101,5.8867058,4.7159922,3.562596,2.2147761,1.453975,0.94508753,0.2973403,0,0,0,0,0,0,0
179,18.790733,17.864686,16.186363,13.500965,10.760688,8.1127503,5.9781083,4.789217,3.6179122,2.2491648,1.4765508,0.95976184,0.30195709,0,0,0,0,0,0,0
180,19.078035,18.137829,16.433845,13.707389,10.925214,8.2367904,6.0695107,4.8624419,3.6732283,2.2835534,1.4991265,0.97443615,0.30657387,0,0,0,0,0,0,0
181,19.365336,18.410972,16.681327,13.913812,11.08974,8.3608305,6.1609132,4.9356668,3.7285445,2.3179421,1.5217023,0.98911045,0.31119065,0,0,0,0,0,0,0
182,19.652638,18.684114,16.928809,14.120236,11.254266,8.4848707,6.2523156,5.0088917,3.7838607,2.3523308,1.5442781,1.0037848,0.31580743,0,0,0,0,0,0,0
183,19.939939,18.957257,17.176291,14.326659,11.418792,8.6089108,6.3437181,5.0821165,3.8391769,2.3867194,1.5668538,1.0184591,0.32042421,0,0,0,0,0,0,0
184,20.227241,19.2304,17.423772,14.533083,11.583317,8.7329509,6.4351206,5.1553414,3.894493,2.4211081,1.5894296,1.0331334,0.32504099,0,0,0,0,0,0,0
185,20.514542,19.503542,17.671254,14.739506,11.747843,8.8569911,6.526523,5.2285663,3.9498092,2.4554968,1.6120054,1.0478077,0.32965778,0,0,0,0,0,0,0
186,20.801844,19.776685,17.918736,14.945929,11.912369,8.9810312,6.6179255,5.3017912,4.0051254,2.4898854,1.6345811,1.062482,0.33427456,0,0,0,0,0,0,0
187,21.089145,20.049828,18.166218,15.152353,12.076895,9.1050713,6.709328,5.375016,4.0604416,2.5242741,1.6571569,1.0771563,0.33889134,0,0,0,0,0,0,0
188,21.376447,20.32297,18.4137,15.358776,12.241421,9.2291115,6.8007304,5.4482409,4.1157577,2.5586628,1.6797327,1.0918306,0.34350812,0,0,0,0,0,0,0
189,21.663748,20.596113,18.661182,15.5652,12.405947,9.3531516,6.8921329,5.5214658,4.1710739,2.5930515,1.7023084,1.1065049,0.3481249,0,0,0,0,0,0,0
190,21.951049,20.869256,18.908664,15.771623,12.570473,9.4771917,6.9835353,5.5946907,4.2263901,2.6274401,1.7248842,1.1211792,0.35274169,0,0,0,0,0,0,0
191,22.238351,21.142398,19.156146,15.978046,12.734998,9.6012319,7.0749378,5.6679155,4.2817062,2.6618288,1.74746,1.1358535,0.35735847,0,0,0,0,0,0,0
192,22.525652,21.415541,19.403627,16.18447,12.899524,9.725272,7.1663403,5.7411404,4.3370224,2.6962175,1.7700357,1.1505278,0.36197525,0,0,0,0,0,0,0
193,22.812954,21.688684,19.651109,16.390893,13.06405,9.8493121,7.2577427,5.8143653,4.3923386,2.7306061,1.7926115,1.1652021,0.36659203,0,0,0,0,0,0,0
194,23.100255,21.961826,19.898591,16.597317,13.228576,9.9733523,7.3491452,5.8875902,4.4476548,2.7649948,1.8151873,1.1798764,0.37120881,0,0,0,0,0,0,0
195,23.387557,22.234969,20.146073,16.80374,13.393102,10.097392,7.4405476,5.960815,4.5029709,2.7993835,1.837763,1.1945507,0.37582559,0,0,0,0,0,0,0
196,23.674858,22.508112,20.393555,17.010163,13.557628,10.221433,7.5319501,6.0340399,4.5582871,2.8337722,1.8603388,1.2092251,0.38044238,0,0,0,0,0,0,0
197,23.96216,22.781254,20.641037,17.216587,13.722154,10.345473,7.6233526,6.1072648,4.6136033,2.8681608,1.8829146,1.2238994,0.38505916,0,0,0,0,0,0,0
198,24.249461,23.054397,20.888519,17.42301,13.886679,10.469513,7.714755,6.1804897,4.6689195,2.9025495,1.9054903,1.2385737,0.38967594,0,0,0,0,0,0,0
199,24.536763,23.327539,21.136001,17.629434,14.051205,10.593553,7.8061575,6.2537145,4.7242356,2.9369382,1.9280661,1.253248,0.39429272,0,0,0,0,0,0,0
200,24.824064,23.600682,21.383482,17.835857,14.215731,10.717593,7.89756,6.3269394,4.7795518,2.9713268,1.9506419,1.2679223,0.3989095,0,0,0,0,0,0,0
201,25.111366,23.873825,21.630964,18.04228,14.380257,10.841633,7.9889624,6.4001643,4.834868,3.0057155,1.9732176,1.2825966,0.40352628,0,0,0,0,0,0,0
202,25.398667,24.146967,21.878446,18.248704,14.544783,10.965673,8.0803649,6.4733892,4.8901842,3.0401042,1.9957934,1.2972709,0.40814307,0,0,0,0,0,0,0
203,25.685969,24.42011,22.125928,18.455127,14.709309,11.089713,8.1717673,6.546614,4.9455003,3.0744928,2.0183692,1.3119452,0.41275985,0,0,0,0,0,0,0
204,25.97327,24.693253,22.37341,18.661551,14.873835,11.213754,8.2631698,6.6198389,5.0008165,3.1088815,2.0409449,1.3266195,0.41737663,0,0,0,0,0,0,0
205,26.260571,24.966395,22.620892,18.867974,15.03836,11.337794,8.3545723,6.6930638,5.0561327,3.1432702,2.0635207,1.3412938,0.42199341,0,0,0,0,0,0,0
206,26.547873,25.239538,22.868374,19.074398,15.202886,11.461834,8.4459747,6.7662887,5.1114489,3.1776589,2.0860964,1.3559681,0.42661019,0,0,0,0,0,0,0
207,26.835174,25.512681,23.115856,19.280821,15.367412,11.585874,8.5373772,6.8395135,5.166765,3.2120475,2.1086722,1.3706424,0.43122697,0,0,0,0,0,0,0
208,27.122476,25.785823,23.363337,19.487244,15.531938,11.709914,8.6287797,6.9127384,5.2220812,3.2464362,2.131248,1.3853167,0.43584376,0,0,0,0,0,0,0
209,27.409777,26.058966,23.610819,19.693668,15.696464,11.833954,8.7201821,6.9859633,5.2773974,3.2808249,2.1538237,1.399991,0.44046054,0,0,0,0,0,0,0
210,27.697079,26.332109,23.858301,19.900091,15.86099,11.957994,8.8115846,7.0591882,5.3327136,3.3152135,2.1763995,1.4146654,0.44507732,0,0,0,0,0,0,0
211,27.98438,26.605251,24.105783,20.106515,16.025516,12.082035,8.902987,7.132413,5.3880297,3.3496022,2.1989753,1.4293397,0.4496941,0,0,0,0,0,0,0
212,28.271682,26.878394,24.353265,20.312938,16.190041,12.206075,8.9943895,7.2056379,5.4433459,3.3839909,2.221551,1.444014,0.45431088,0,0,0,0,0,0,0
213,28.558983,27.151537,24.600747,20.519361,16.354567,12.330115,9.085792,7.2788628,5.4986621,3.4183796,2.2441268,1.4586883,0.45892767,0,0,0,0,0,0,0
214,28.846285,27.424679,24.848229,20.725785,16.519093,12.454155,9.1771944,7.3520877,5.5539783,3.4527682,2.2667026,1.4733626,0.46354445,0,0,0,0,0,0,0
215,29.133586,27.697822,25.095711,20.932208,16.683619,12.578195,9.2685969,7.4253125,5.6092944,3.4871569,2.2892783,1.4880369,0.46816123,0,0,0,0,0,0,0
216,29.420888,27.970965,25.343192,21.138632,16.848145,12.702235,9.3599994,7.4985374,5.6646106,3.5215456,2.3118541,1.5027112,0.47277801,0,0,0,0,0,0,0
217,29.708189,28.244107,25.590674,21.345055,17.012671,12.826275,9.4514018,7.5717623,5.7199268,3.5559342,2.3344299,1.5173855,0.47739479,0,0,0,0,0,0,0
218,29.995491,28.51725,25.838156,21.551478,17.177197,12.950315,9.5428043,7.6449872,5.775243,3.5903229,2.3570056,1.5320598,0.48201157,0,0,0,0,0,0,0
219,30.282792,28.790392,26.085638,21.757902,17.341722,13.074356,9.6342067,7.718212,5.8305591,3.6247116,2.3795814,1.5467341,0.48662836,0,0,0,0,0,0,0
220,30.570094,29.063535,26.33312,21.964325,17.506248,13.198396,9.7256092,7.7914369,5.8858753,3.6591003,2.4021572,1.5614084,0.49124514,0,0,0,0,0,0,0
221,30.857395,29.336678,26.580602,22.170749,17.670774,13.322436,9.8170117,7.8646618,5.9411915,3.6934889,2.4247329,1.5760827,0.49586192,0,0,0,0,0,0,0
222,31.144696,29.60982,26.828084,22.377172,17.8353,13.446476,9.9084141,7.9378867,5.9965077,3.7278776,2.4473087,1.590757,0.5004787,0,0,0,0,0,0,0
223,31.431998,29.882963,27.075566,22.583596,17.999826,13.570516,9.9998166,8.0111115,6.0518238,3.7622663,2.4698845,1.6054313,0.50509548,0,0,0,0,0,0,0
224,31.719299,30.156106,27.323047,22.790019,18.164352,13.694556,10.091219,8.0843364,6.10714,3.7966549,2.4924602,1.6201056,0.50971226,0,0,0,0,0,0,0
225,32.006601,30.429248,27.570529,22.996442,18.328878,13.818596,10.182622,8.1575613,6.1624562,3.8310436,2.515036,1.63478,0.51432905,0,0,0,0,0,0,0
226,32.293902,30.702391,27.818011,23.202866,18.493404,13.942637,10.274024,8.2307862,6.2177724,3.8654323,2.5376118,1.6494543,0.51894583,0,0,0,0,0,0,0
227,32.581204,30.975534,28.065493,23.409289,18.657929,14.066677,10.365426,8.304011,6.2730885,3.8998209,2.5601875,1.6641286,0.52356261,0,0,0,0,0,0,0
228,32.868505,31.248676,28.312975,23.615713,18.822455,14.190717,10.456829,8.3772359,6.3284047,3.9342096,2.5827633,1.6788029,0.52817939,0,0,0,0,0,0,0
229,33.155807,31.521819,28.560457,23.822136,18.986981,14.314757,10.548231,8.4504608,6.3837209,3.9685983,2.6053391,1.6934772,0.53279617,0,0,0,0,0,0,0
230,33.443108,31.794962,28.807939,24.028559,19.151507,14.438797,10.639634,8.5236857,6.439037,4.002987,2.6279148,1.7081515,0.53741295,0,0,0,0,0,0,0
231,33.73041,32.068104,29.055421,24.234983,19.316033,14.562837,10.731036,8.5969105,6.4943532,4.0373756,2.6504906,1.7228258,0.54202974,0,0,0,0,0,0,0
232,34.017711,32.341247,29.302902,24.441406,19.480559,14.686877,10.822439,8.6701354,6.5496694,4.0717643,2.6730664,1.7375001,0.54664652,0,0,0,0,0,0,0
233,34.305013,32.61439,29.550384,24.64783,19.645085,14.810918,10.913841,8.7433603,6.6049856,4.106153,2.6956421,1.7521744,0.5512633,0,0,0,0,0,0,0
234,34.592314,32.887532,29.797866,24.854253,19.80961,14.934958,11.005244,8.8165852,6.6603017,4.1405416,2.7182179,1.7668487,0.55588008,0,0,0,0,0,0,0
235,34.879616,33.160675,30.045348,25.060676,19.974136,15.058998,11.096646,8.88981,6.7156179,4.1749303,2.7407937,1.781523,0.56049686,0,0,0,0,0,0,0
236,35.166917,33.433817,30.29283,25.2671,20.138662,15.183038,11.188049,8.9630349,6.7709341,4.209319,2.7633694,1.7961973,0.56511365,0,0,0,0,0,0,0
237,35.454218,33.70696,30.540312,25.473523,20.303188,15.307078,11.279451,9.0362598,6.8262503,4.2437077,2.7859452,1.8108716,0.56973043,0,0,0,0,0,0,0
238,35.74152,33.980103,30.787794,25.679947,20.467714,15.431118,11.370854,9.1094847,6.8815664,4.2780963,2.808521,1.8255459,0.57434721,0,0,0,0,0,0,0
239,36.028821,34.253245,31.035276,25.88637,20.63224,15.555158,11.462256,9.1827095,6.9368826,4.312485,2.8310967,1.8402203,0.57896399,0,0,0,0,0,0,0
240,36.316123,34.526388,31.282757,26.092793,20.796766,15.679198,11.553658,9.2559344,6.9921988,4.3468737,2.8536725,1.8548946,0.58358077,0,0,0,0,0,0,0
241,36.603424,34.799531,31.530239,26.299217,20.961291,15.803239,11.645061,9.3291593,7.047515,4.3812623,2.8762483,1.8695689,0.58819755,0,0,0,0,0,0,0
242,36.890726,35.072673,31.777721,26.50564,21.125817,15.927279,11.736463,9.4023842,7.1028311,4.415651,2.898824,1.8842432,0.59281434,0,0,0,0,0,0,0
243,37.178027,35.345816,32.025203,26.712064,21.290343,16.051319,11.827866,9.475609,7.1581473,4.4500397,2.9213998,1.8989175,0.59743112,0,0,0,0,0,0,0
244,37.465329,35.618959,32.272685,26.918487,21.454869,16.175359,11.919268,9.5488339,7.2134635,4.4844283,2.9439756,1.9135918,0.6020479,0,0,0,0,0,0,0
245,37.75263,35.892101,32.520167,27.124911,21.619395,16.299399,12.010671,9.6220588,7.2687797,4.518817,2.9665513,1.9282661,0.60666468,0,0,0,0,0,0,0
246,38.039932,36.165244,32.767649,27.331334,21.783921,16.423439,12.102073,9.6952837,7.3240958,4.5532057,2.9891271,1.9429404,0.61128146,0,0,0,0,0,0,0
247,38.327233,36.438387,33.015131,27.537757,21.948447,16.547479,12.193476,9.7685085,7.379412,4.5875944,3.0117029,1.9576147,0.61589824,0,0,0,0,0,0,0
248,38.614535,36.711529,33.262612,27.744181,22.112972,16.67152,12.284878,9.8417334,7.4347282,4.621983,3.0342786,1.972289,0.62051503,0,0,0,0,0,0,0
249,38.901836,36.984672,33.510094,27.950604,22.277498,16.79556,12.376281,9.9149583,7.4900444,4.6563717,3.0568544,1.9869633,0.62513181,0,0,0,0,0,0,0
250,39.189138,37.257815,33.757576,28.157028,22.442024,16.9196,12.467683,9.9881831,7.5453605,4.6907604,3.0794302,2.0016376,0.62974859,0,0,0,0,0,0,0
251,39.709151,37.7522,34.205516,28.530652,22.739814,17.144111,12.633121,10.120719,7.6454823,4.7530035,3.1202921,2.028198,0.63810492,0,0,0,0,0,0,0
252,40.229164,38.246586,34.653456,28.904276,23.037605,17.368623,12.798558,10.253256,7.745604,4.8152467,3.161154,2.0547583,0.64646125,0,0,0,0,0,0,0
253,40.749176,38.740971,35.101396,29.277901,23.335395,17.593134,12.963996,10.385792,7.8457258,4.8774899,3.2020159,2.0813187,0.65481758,0,0,0,0,0,0,0
254,41.269189,39.235357,35.549336,29.651525,23.633185,17.817646,13.129433,10.518328,7.9458476,4.9397331,3.2428779,2.1078791,0.66317392,0,0,0,0,0,0,0
255,41.789202,39.729743,35.997276,30.02515,23.930975,18.042157,13.294871,10.650865,8.0459693,5.0019762,3.2837398,2.1344394,0.67153025,0,0,0,0,0,0,0
256,42.309215,40.224128,36.445215,30.398774,24.228766,18.266669,13.460309,10.783401,8.1460911,5.0642194,3.3246017,2.1609998,0.67988658,0,0,0,0,0,0,0
257,42.829228,40.718514,36.893155,30.772399,24.526556,18.49118,13.625746,10.915937,8.2462128,5.1264626,3.3654636,2.1875601,0.68824291,0,0,0,0,0,0,0
258,43.349241,41.2129,37.341095,31.146023,24.824346,18.715692,13.791184,11.048474,8.3463346,5.1887057,3.4063256,2.2141205,0.69659924,0,0,0,0,0,0,0
259,43.869254,41.707285,37.789035,31.519647,25.122136,18.940203,13.956621,11.18101,8.4464563,5.2509489,3.4471875,2.2406808,0.70495557,0,0,0,0,0,0,0
260,44.389267,42.201671,38.236975,31.893272,25.419927,19.164715,14.122059,11.313546,8.5465781,5.3131921,3.4880494,2.2672412,0.71331191,0,0,0,0,0,0,0
261,44.90928,42.696056,38.684915,32.266896,25.717717,19.389226,14.287497,11.446083,8.6466998,5.3754352,3.5289113,2.2938016,0.72166824,0,0,0,0,0,0,0
262,45.429293,43.190442,39.132855,32.640521,26.015507,19.613738,14.452934,11.578619,8.7468216,5.4376784,3.5697733,2.3203619,0.73002457,0,0,0,0,0,0,0
263,45.949306,43.684828,39.580795,33.014145,26.313297,19.838249,14.618372,11.711156,8.8469434,5.4999216,3.6106352,2.3469223,0.7383809,0,0,0,0,0,0,0
264,46.469319,44.179213,40.028734,33.38777,26.611088,20.06276,14.783809,11.843692,8.9470651,5.5621648,3.6514971,2.3734826,0.74673723,0,0,0,0,0,0,0
265,46.989332,44.673599,40.476674,33.761394,26.908878,20.287272,14.949247,11.976228,9.0471869,5.6244079,3.692359,2.400043,0.75509356,0,0,0,0,0,0,0
266,47.509345,45.167985,40.924614,34.135018,27.206668,20.511783,15.114685,12.108765,9.1473086,5.6866511,3.733221,2.4266033,0.76344989,0,0,0,0,0,0,0
267,48.029358,45.66237,41.372554,34.508643,27.504458,20.736295,15.280122,12.241301,9.2474304,5.7488943,3.7740829,2.4531637,0.77180623,0,0,0,0,0,0,0
268,48.549371,46.156756,41.820494,34.882267,27.802249,20.960806,15.44556,12.373837,9.3475521,5.8111374,3.8149448,2.4797241,0.78016256,0,0,0,0,0,0,0
269,49.069384,46.651142,42.268434,35.255892,28.100039,21.185318,15.610997,12.506374,9.4476739,5.8733806,3.8558067,2.5062844,0.78851889,0,0,0,0,0,0,0
270,49.589397,47.145527,42.716374,35.629516,28.397829,21.409829,15.776435,12.63891,9.5477956,5.9356238,3.8966687,2.5328448,0.79687522,0,0,0,0,0,0,0
271,50.10941,47.639913,43.164313,36.003141,28.695619,21.634341,15.941873,12.771446,9.6479174,5.997867,3.9375306,2.5594051,0.80523155,0,0,0,0,0,0,0
272,50.629423,48.134298,43.612253,36.376765,28.99341,21.858852,16.10731,12.903983,9.7480392,6.0601101,3.9783925,2.5859655,0.81358788,0,0,0,0,0,0,0
273,51.149436,48.628684,44.060193,36.750389,29.2912,22.083364,16.272748,13.036519,9.8481609,6.1223533,4.0192544,2.6125258,0.82194422,0,0,0,0,0,0,0
274,51.669449,49.12307,44.508133,37.124014,29.58899,22.307875,16.438185,13.169055,9.9482827,6.1845965,4.0601164,2.6390862,0.83030055,0,0,0,0,0,0,0
275,52.189462,49.617455,44.956073,37.497638,29.886781,22.532387,16.603623,13.301592,10.048404,6.2468396,4.1009783,2.6656466,0.83865688,0,0,0,0,0,0,0
276,52.709475,50.111841,45.404013,37.871263,30.184571,22.756898,16.769061,13.434128,10.148526,6.3090828,4.1418402,2.6922069,0.84701321,0,0,0,0,0,0,0
277,53.229487,50.606227,45.851953,38.244887,30.482361,22.98141,16.934498,13.566664,10.248648,6.371326,4.1827021,2.7187673,0.85536954,0,0,0,0,0,0,0
278,53.7495,51.100612,46.299893,38.618512,30.780151,23.205921,17.099936,13.699201,10.34877,6.4335691,4.2235641,2.7453276,0.86372587,0,0,0,0,0,0,0
279,54.269513,51.594998,46.747832,38.992136,31.077942,23.430433,17.265373,13.831737,10.448891,6.4958123,4.264426,2.771888,0.8720822,0,0,0,0,0,0,0
280,54.789526,52.089383,47.195772,39.36576,31.375732,23.654944,17.430811,13.964273,10.549013,6.5580555,4.3052879,2.7984484,0.88043854,0,0,0,0,0,0,0
281,55.309539,52.583769,47.643712,39.739385,31.673522,23.879456,17.596249,14.09681,10.649135,6.6202987,4.3461498,2.8250087,0.88879487,0,0,0,0,0,0,0
282,55.829552,53.078155,48.091652,40.113009,31.971312,24.103967,17.761686,14.229346,10.749257,6.6825418,4.3870118,2.8515691,0.8971512,0,0,0,0,0,0,0
283,56.349565,53.57254,48.539592,40.486634,32.269103,24.328479,17.927124,14.361882,10.849378,6.744785,4.4278737,2.8781294,0.90550753,0,0,0,0,0,0,0
284,56.869578,54.066926,48.987532,40.860258,32.566893,24.55299,18.092561,14.494419,10.9495,6.8070282,4.4687356,2.9046898,0.91386386,0,0,0,0,0,0,0
285,57.389591,54.561312,49.435472,41.233883,32.864683,24.777501,18.257999,14.626955,11.049622,6.8692713,4.5095975,2.9312501,0.92222019,0,0,0,0,0,0,0
286,57.909604,55.055697,49.883411,41.607507,33.162473,25.002013,18.423437,14.759491,11.149744,6.9315145,4.5504595,2.9578105,0.93057653,0,0,0,0,0,0,0
287,58.429617,55.550083,50.331351,41.981131,33.460264,25.226524,18.588874,14.892028,11.249865,6.9937577,4.5913214,2.9843709,0.93893286,0,0,0,0,0,0,0
