Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa)
10,-3.5268333,0,0,0,0,0,0,0,0,-0.1389976,-0.059875119,0,0,0,0,0,-0.16945408,-1.6830165,-1.6713624,0,0,0,0,0,-0.0037098355,-0.084223709,0,0,0,0,0,0,0,0,0
11,-3.5182168,0,0,0,0,0,0,0,0,-0.13865801,-0.059728837,0,0,0,0,0,-0.16904008,-1.6789047,-1.6672791,0,0,0,0,0,-0.0037007719,-0.08401794,0,0,0,0,0,0,0,0,0
12,-3.5096004,0,0,0,0,0,0,0,0,-0.13831842,-0.059582555,0,0,0,0,0,-0.16862608,-1.6747928,-1.6631957,0,0,0,0,0,-0.0036917083,-0.083812171,0,0,0,0,0,0,0,0,0
13,-3.5009839,0,0,0,0,0,0,0,0,-0.13797883,-0.059436273,0,0,0,0,0,-0.16821209,-1.670681,-1.6591124,0,0,0,0,0,-0.0036826448,-0.083606402,0,0,0,0,0,0,0,0,0
14,-3.4923674,0,0,0,0,0,0,0,0,-0.13763925,-0.05928999,0,0,0,0,0,-0.16779809,-1.6665692,-1.6550291,0,0,0,0,0,-0.0036735812,-0.083400634,0,0,0,0,0,0,0,0,0
15,-3.4837509,0,0,0,0,0,0,0,0,-0.13729966,-0.059143708,0,0,0,0,0,-0.16738409,-1.6624574,-1.6509457,0,0,0,0,0,-0.0036645176,-0.083194865,0,0,0,0,0,0,0,0,0
16,-3.4751344,0,0,0,0,0,0,0,0,-0.13696007,-0.058997426,0,0,0,0,0,-0.1669701,-1.6583456,-1.6468624,0,0,0,0,0,-0.003655454,-0.082989096,0,0,0,0,0,0,0,0,0
17,-3.4665179,0,0,0,0,0,0,0,0,-0.13662048,-0.058851144,0,0,0,0,0,-0.1665561,-1.6542338,-1.642779,0,0,0,0,0,-0.0036463904,-0.082783327,0,0,0,0,0,0,0,0,0
18,-3.4579015,0,0,0,0,0,0,0,0,-0.13628089,-0.058704862,0,0,0,0,0,-0.1661421,-1.650122,-1.6386957,0,0,0,0,0,-0.0036373269,-0.082577558,0,0,0,0,0,0,0,0,0
19,-3.449285,0,0,0,0,0,0,0,0,-0.13594131,-0.058558579,0,0,0,0,0,-0.16572811,-1.6460101,-1.6346124,0,0,0,0,0,-0.0036282633,-0.08237179,0,0,0,0,0,0,0,0,0
20,-3.4406685,0,0,0,0,0,0,0,0,-0.13560172,-0.058412297,0,0,0,0,0,-0.16531411,-1.6418983,-1.630529,0,0,0,0,0,-0.0036191997,-0.082166021,0,0,0,0,0,0,0,0,0
21,-3.432052,0,0,0,0,0,0,0,0,-0.13526213,-0.058266015,0,0,0,0,0,-0.16490011,-1.6377865,-1.6264457,0,0,0,0,0,-0.0036101361,-0.081960252,0,0,0,0,0,0,0,0,0
22,-3.4234355,0,0,0,0,0,0,0,0,-0.13492254,-0.058119733,0,0,0,0,0,-0.16448611,-1.6336747,-1.6223623,0,0,0,0,0,-0.0036010725,-0.081754483,0,0,0,0,0,0,0,0,0
23,-3.414819,0,0,0,0,0,0,0,0,-0.13458295,-0.057973451,0,0,0,0,0,-0.16407212,-1.6295629,-1.618279,0,0,0,0,0,-0.003592009,-0.081548715,0,0,0,0,0,0,0,0,0
24,-3.4062026,0,0,0,0,0,0,0,0,-0.13424337,-0.057827168,0,0,0,0,0,-0.16365812,-1.6254511,-1.6141956,0,0,0,0,0,-0.0035829454,-0.081342946,0,0,0,0,0,0,0,0,0
25,-3.3975861,0,0,0,0,0,0,0,0,-0.13390378,-0.057680886,0,0,0,0,0,-0.16324412,-1.6213393,-1.6101123,0,0,0,0,0,-0.0035738818,-0.081137177,0,0,0,0,0,0,0,0,0
26,-3.3889696,0,0,0,0,0,0,0,0,-0.13356419,-0.057534604,0,0,0,0,0,-0.16283013,-1.6172274,-1.606029,0,0,0,0,0,-0.0035648182,-0.080931408,0,0,0,0,0,0,0,0,0
27,-3.3803531,0,0,0,0,0,0,0,0,-0.1332246,-0.057388322,0,0,0,0,0,-0.16241613,-1.6131156,-1.6019456,0,0,0,0,0,-0.0035557547,-0.08072564,0,0,0,0,0,0,0,0,0
28,-3.3717366,0,0,0,0,0,0,0,0,-0.13288501,-0.05724204,0,0,0,0,0,-0.16200213,-1.6090038,-1.5978623,0,0,0,0,0,-0.0035466911,-0.080519871,0,0,0,0,0,0,0,0,0
29,-3.3631202,0,0,0,0,0,0,0,0,-0.13254542,-0.057095757,0,0,0,0,0,-0.16158814,-1.604892,-1.5937789,0,0,0,0,0,-0.0035376275,-0.080314102,0,0,0,0,0,0,0,0,0
30,-3.3545037,0,0,0,0,0,0,0,0,-0.13220584,-0.056949475,0,0,0,0,0,-0.16117414,-1.6007802,-1.5896956,0,0,0,0,0,-0.0035285639,-0.080108333,0,0,0,0,0,0,0,0,0
31,-3.3458872,0,0,0,0,0,0,0,0,-0.13186625,-0.056803193,0,0,0,0,0,-0.16076014,-1.5966684,-1.5856123,0,0,0,0,0,-0.0035195003,-0.079902565,0,0,0,0,0,0,0,0,0
32,-3.3372707,0,0,0,0,0,0,0,0,-0.13152666,-0.056656911,0,0,0,0,0,-0.16034615,-1.5925566,-1.5815289,0,0,0,0,0,-0.0035104368,-0.079696796,0,0,0,0,0,0,0,0,0
33,-3.3286542,0,0,0,0,0,0,0,0,-0.13118707,-0.056510629,0,0,0,0,0,-0.15993215,-1.5884447,-1.5774456,0,0,0,0,0,-0.0035013732,-0.079491027,0,0,0,0,0,0,0,0,0
34,-3.3200377,0,0,0,0,0,0,0,0,-0.13084748,-0.056364346,0,0,0,0,0,-0.15951815,-1.5843329,-1.5733622,0,0,0,0,0,-0.0034923096,-0.079285258,0,0,0,0,0,0,0,0,0
35,-3.3114213,0,0,0,0,0,0,0,0,-0.1305079,-0.056218064,0,0,0,0,0,-0.15910415,-1.5802211,-1.5692789,0,0,0,0,0,-0.003483246,-0.079079489,0,0,0,0,0,0,0,0,0
36,-3.3028048,0,0,0,0,0,0,0,0,-0.13016831,-0.056071782,0,0,0,0,0,-0.15869016,-1.5761093,-1.5651955,0,0,0,0,0,-0.0034741824,-0.078873721,0,0,0,0,0,0,0,0,0
37,-3.2941883,0,0,0,0,0,0,0,0,-0.12982872,-0.0559255,0,0,0,0,0,-0.15827616,-1.5719975,-1.5611122,0,0,0,0,0,-0.0034651189,-0.078667952,0,0,0,0,0,0,0,0,0
38,-3.2855718,0,0,0,0,0,0,0,0,-0.12948913,-0.055779218,0,0,0,0,0,-0.15786216,-1.5678857,-1.5570289,0,0,0,0,0,-0.0034560553,-0.078462183,0,0,0,0,0,0,0,0,0
39,-3.2769553,0,0,0,0,0,0,0,0,-0.12914954,-0.055632935,0,0,0,0,0,-0.15744817,-1.5637739,-1.5529455,0,0,0,0,0,-0.0034469917,-0.078256414,0,0,0,0,0,0,0,0,0
40,-3.2683388,0,0,0,0,0,0,0,0,-0.12880996,-0.055486653,0,0,0,0,0,-0.15703417,-1.559662,-1.5488622,0,0,0,0,0,-0.0034379281,-0.078050646,0,0,0,0,0,0,0,0,0
41,-3.2597224,0,0,0,0,0,0,0,0,-0.12847037,-0.055340371,0,0,0,0,0,-0.15662017,-1.5555502,-1.5447788,0,0,0,0,0,-0.0034288645,-0.077844877,0,0,0,0,0,0,0,0,0
42,-3.2511059,0,0,0,0,0,0,0,0,-0.12813078,-0.055194089,0,0,0,0,0,-0.15620618,-1.5514384,-1.5406955,0,0,0,0,0,-0.003419801,-0.077639108,0,0,0,0,0,0,0,0,0
43,-3.2424894,0,0,0,0,0,0,0,0,-0.12779119,-0.055047807,0,0,0,0,0,-0.15579218,-1.5473266,-1.5366122,0,0,0,0,0,-0.0034107374,-0.077433339,0,0,0,0,0,0,0,0,0
44,-3.2338729,0,0,0,0,0,0,0,0,-0.1274516,-0.054901524,0,0,0,0,0,-0.15537818,-1.5432148,-1.5325288,0,0,0,0,0,-0.0034016738,-0.077227571,0,0,0,0,0,0,0,0,0
45,-3.2252564,0,0,0,0,0,0,0,0,-0.12711202,-0.054755242,0,0,0,0,0,-0.15496419,-1.539103,-1.5284455,0,0,0,0,0,-0.0033926102,-0.077021802,0,0,0,0,0,0,0,0,0
46,-3.2166399,0,0,0,0,0,0,0,0,-0.12677243,-0.05460896,0,0,0,0,0,-0.15455019,-1.5349912,-1.5243621,0,0,0,0,0,-0.0033835466,-0.076816033,0,0,0,0,0,0,0,0,0
47,-3.2080235,0,0,0,0,0,0,0,0,-0.12643284,-0.054462678,0,0,0,0,0,-0.15413619,-1.5308793,-1.5202788,0,0,0,0,0,-0.0033744831,-0.076610264,0,0,0,0,0,0,0,0,0
48,-3.199407,0,0,0,0,0,0,0,0,-0.12609325,-0.054316396,0,0,0,0,0,-0.15372219,-1.5267675,-1.5161954,0,0,0,0,0,-0.0033654195,-0.076404495,0,0,0,0,0,0,0,0,0
49,-3.1907905,0,0,0,0,0,0,0,0,-0.12575366,-0.054170113,0,0,0,0,0,-0.1533082,-1.5226557,-1.5121121,0,0,0,0,0,-0.0033563559,-0.076198727,0,0,0,0,0,0,0,0,0
50,-3.182174,0,0,0,0,0,0,0,0,-0.12541408,-0.054023831,0,0,0,0,0,-0.1528942,-1.5185439,-1.5080288,0,0,0,0,0,-0.0033472923,-0.075992958,0,0,0,0,0,0,0,0,0
51,-3.1735575,0,0,0,0,0,0,0,0,-0.12507449,-0.053877549,0,0,0,0,0,-0.1524802,-1.5144321,-1.5039454,0,0,0,0,0,-0.0033382287,-0.075787189,0,0,0,0,0,0,0,0,0
52,-3.164941,0,0,0,0,0,0,0,0,-0.1247349,-0.053731267,0,0,0,0,0,-0.15206621,-1.5103203,-1.4998621,0,0,0,0,0,-0.0033291652,-0.07558142,0,0,0,0,0,0,0,0,0
53,-3.1563246,0,0,0,0,0,0,0,0,-0.12439531,-0.053584985,0,0,0,0,0,-0.15165221,-1.5062085,-1.4957787,0,0,0,0,0,-0.0033201016,-0.075375652,0,0,0,0,0,0,0,0,0
54,-3.1477081,0,0,0,0,0,0,0,0,-0.12405572,-0.053438702,0,0,0,0,0,-0.15123821,-1.5020967,-1.4916954,0,0,0,0,0,-0.003311038,-0.075169883,0,0,0,0,0,0,0,0,0
55,-3.1390916,0,0,0,0,0,0,0,0,-0.12371614,-0.05329242,0,0,0,0,0,-0.15082422,-1.4979848,-1.487612,0,0,0,0,0,-0.0033019744,-0.074964114,0,0,0,0,0,0,0,0,0
56,-3.1304751,0,0,0,0,0,0,0,0,-0.12337655,-0.053146138,0,0,0,0,0,-0.15041022,-1.493873,-1.4835287,0,0,0,0,0,-0.0032929108,-0.074758345,0,0,0,0,0,0,0,0,0
57,-3.1218586,0,0,0,0,0,0,0,0,-0.12303696,-0.052999856,0,0,0,0,0,-0.14999622,-1.4897612,-1.4794454,0,0,0,0,0,-0.0032838473,-0.074552577,0,0,0,0,0,0,0,0,0
58,-3.1132421,0,0,0,0,0,0,0,0,-0.12269737,-0.052853574,0,0,0,0,0,-0.14958223,-1.4856494,-1.475362,0,0,0,0,0,-0.0032747837,-0.074346808,0,0,0,0,0,0,0,0,0
59,-3.1046257,0,0,0,0,0,0,0,0,-0.12235778,-0.052707291,0,0,0,0,0,-0.14916823,-1.4815376,-1.4712787,0,0,0,0,0,-0.0032657201,-0.074141039,0,0,0,0,0,0,0,0,0
60,-3.0960092,0,0,0,0,0,0,0,0,-0.1220182,-0.052561009,0,0,0,0,0,-0.14875423,-1.4774258,-1.4671953,0,0,0,0,0,-0.0032566565,-0.07393527,0,0,0,0,0,0,0,0,0
61,-3.0873927,0,0,0,0,0,0,0,0,-0.12167861,-0.052414727,0,0,0,0,0,-0.14834023,-1.473314,-1.463112,0,0,0,0,0,-0.0032475929,-0.073729502,0,0,0,0,0,0,0,0,0
62,-3.0787762,0,0,0,0,0,0,0,0,-0.12133902,-0.052268445,0,0,0,0,0,-0.14792624,-1.4692021,-1.4590287,0,0,0,0,0,-0.0032385294,-0.073523733,0,0,0,0,0,0,0,0,0
63,-3.0701597,0,0,0,0,0,0,0,0,-0.12099943,-0.052122163,0,0,0,0,0,-0.14751224,-1.4650903,-1.4549453,0,0,0,0,0,-0.0032294658,-0.073317964,0,0,0,0,0,0,0,0,0
64,-3.0615432,0,0,0,0,0,0,0,0,-0.12065984,-0.05197588,0,0,0,0,0,-0.14709824,-1.4609785,-1.450862,0,0,0,0,0,-0.0032204022,-0.073112195,0,0,0,0,0,0,0,0,0
65,-3.0529268,0,0,0,0,0,0,0,0,-0.12032026,-0.051829598,0,0,0,0,0,-0.14668425,-1.4568667,-1.4467786,0,0,0,0,0,-0.0032113386,-0.072906426,0,0,0,0,0,0,0,0,0
66,-3.0443103,0,0,0,0,0,0,0,0,-0.11998067,-0.051683316,0,0,0,0,0,-0.14627025,-1.4527549,-1.4426953,0,0,0,0,0,-0.0032022751,-0.072700658,0,0,0,0,0,0,0,0,0
67,-3.0356938,0,0,0,0,0,0,0,0,-0.11964108,-0.051537034,0,0,0,0,0,-0.14585625,-1.4486431,-1.4386119,0,0,0,0,0,-0.0031932115,-0.072494889,0,0,0,0,0,0,0,0,0
68,-3.0270773,0,0,0,0,0,0,0,0,-0.11930149,-0.051390752,0,0,0,0,0,-0.14544226,-1.4445313,-1.4345286,0,0,0,0,0,-0.0031841479,-0.07228912,0,0,0,0,0,0,0,0,0
69,-3.0184608,0,0,0,0,0,0,0,0,-0.1189619,-0.051244469,0,0,0,0,0,-0.14502826,-1.4404194,-1.4304453,0,0,0,0,0,-0.0031750843,-0.072083351,0,0,0,0,0,0,0,0,0
70,-3.0098444,0,0,0,0,0,0,0,0,-0.11862232,-0.051098187,0,0,0,0,0,-0.14461426,-1.4363076,-1.4263619,0,0,0,0,0,-0.0031660207,-0.071877583,0,0,0,0,0,0,0,0,0
71,-3.0012279,0,0,0,0,0,0,0,0,-0.11828273,-0.050951905,0,0,0,0,0,-0.14420026,-1.4321958,-1.4222786,0,0,0,0,0,-0.0031569572,-0.071671814,0,0,0,0,0,0,0,0,0
72,-2.9926114,0,0,0,0,0,0,0,0,-0.11794314,-0.050805623,0,0,0,0,0,-0.14378627,-1.428084,-1.4181952,0,0,0,0,0,-0.0031478936,-0.071466045,0,0,0,0,0,0,0,0,0
73,-2.9839949,0,0,0,0,0,0,0,0,-0.11760355,-0.050659341,0,0,0,0,0,-0.14337227,-1.4239722,-1.4141119,0,0,0,0,0,-0.00313883,-0.071260276,0,0,0,0,0,0,0,0,0
74,-2.9753784,0,0,0,0,0,0,0,0,-0.11726396,-0.050513058,0,0,0,0,0,-0.14295827,-1.4198604,-1.4100286,0,0,0,0,0,-0.0031297664,-0.071054508,0,0,0,0,0,0,0,0,0
75,-2.9667619,0,0,0,0,0,0,0,0,-0.11692437,-0.050366776,0,0,0,0,0,-0.14254428,-1.4157486,-1.4059452,0,0,0,0,0,-0.0031207028,-0.070848739,0,0,0,0,0,0,0,0,0
76,-2.9581455,0,0,0,0,0,0,0,0,-0.11658479,-0.050220494,0,0,0,0,0,-0.14213028,-1.4116367,-1.4018619,0,0,0,0,0,-0.0031116393,-0.07064297,0,0,0,0,0,0,0,0,0
77,-2.949529,0,0,0,0,0,0,0,0,-0.1162452,-0.050074212,0,0,0,0,0,-0.14171628,-1.4075249,-1.3977785,0,0,0,0,0,-0.0031025757,-0.070437201,0,0,0,0,0,0,0,0,0
78,-2.9409125,0,0,0,0,0,0,0,0,-0.11590561,-0.04992793,0,0,0,0,0,-0.14130229,-1.4034131,-1.3936952,0,0,0,0,0,-0.0030935121,-0.070231432,0,0,0,0,0,0,0,0,0
79,-2.932296,0,0,0,0,0,0,0,0,-0.11556602,-0.049781647,0,0,0,0,0,-0.14088829,-1.3993013,-1.3896118,0,0,0,0,0,-0.0030844485,-0.070025664,0,0,0,0,0,0,0,0,0
80,-2.9236795,0,0,0,0,0,0,0,0,-0.11522643,-0.049635365,0,0,0,0,0,-0.14047429,-1.3951895,-1.3855285,0,0,0,0,0,-0.0030753849,-0.069819895,0,0,0,0,0,0,0,0,0
81,-2.915063,0,0,0,0,0,0,0,0,-0.11488685,-0.049489083,0,0,0,0,0,-0.1400603,-1.3910777,-1.3814452,0,0,0,0,0,-0.0030663214,-0.069614126,0,0,0,0,0,0,0,0,0
82,-2.9064466,0,0,0,0,0,0,0,0,-0.11454726,-0.049342801,0,0,0,0,0,-0.1396463,-1.3869659,-1.3773618,0,0,0,0,0,-0.0030572578,-0.069408357,0,0,0,0,0,0,0,0,0
83,-2.8978301,0,0,0,0,0,0,0,0,-0.11420767,-0.049196519,0,0,0,0,0,-0.1392323,-1.382854,-1.3732785,0,0,0,0,0,-0.0030481942,-0.069202589,0,0,0,0,0,0,0,0,0
84,-2.8892136,0,0,0,0,0,0,0,0,-0.11386808,-0.049050236,0,0,0,0,0,-0.1388183,-1.3787422,-1.3691951,0,0,0,0,0,-0.0030391306,-0.06899682,0,0,0,0,0,0,0,0,0
85,-2.8805971,0,0,0,0,0,0,0,0,-0.11352849,-0.048903954,0,0,0,0,0,-0.13840431,-1.3746304,-1.3651118,0,0,0,0,0,-0.003030067,-0.068791051,0,0,0,0,0,0,0,0,0
86,-2.8719806,0,0,0,0,0,0,0,0,-0.11318891,-0.048757672,0,0,0,0,0,-0.13799031,-1.3705186,-1.3610285,0,0,0,0,0,-0.0030210035,-0.068585282,0,0,0,0,0,0,0,0,0
87,-2.8633641,0,0,0,0,0,0,0,0,-0.11284932,-0.04861139,0,0,0,0,0,-0.13757631,-1.3664068,-1.3569451,0,0,0,0,0,-0.0030119399,-0.068379514,0,0,0,0,0,0,0,0,0
88,-2.8547477,0,0,0,0,0,0,0,0,-0.11250973,-0.048465108,0,0,0,0,0,-0.13716232,-1.362295,-1.3528618,0,0,0,0,0,-0.0030028763,-0.068173745,0,0,0,0,0,0,0,0,0
89,-2.8461312,0,0,0,0,0,0,0,0,-0.11217014,-0.048318825,0,0,0,0,0,-0.13674832,-1.3581832,-1.3487784,0,0,0,0,0,-0.0029938127,-0.067967976,0,0,0,0,0,0,0,0,0
90,-2.8375147,0,0,0,0,0,0,0,0,-0.11183055,-0.048172543,0,0,0,0,0,-0.13633432,-1.3540713,-1.3446951,0,0,0,0,0,-0.0029847491,-0.067762207,0,0,0,0,0,0,0,0,0
91,-2.8288982,0,0,0,0,0,0,0,0,-0.11149097,-0.048026261,0,0,0,0,0,-0.13592033,-1.3499595,-1.3406117,0,0,0,0,0,-0.0029756856,-0.067556439,0,0,0,0,0,0,0,0,0
92,-2.8202817,0,0,0,0,0,0,0,0,-0.11115138,-0.047879979,0,0,0,0,0,-0.13550633,-1.3458477,-1.3365284,0,0,0,0,0,-0.002966622,-0.06735067,0,0,0,0,0,0,0,0,0
93,-2.8116652,0,0,0,0,0,0,0,0,-0.11081179,-0.047733697,0,0,0,0,0,-0.13509233,-1.3417359,-1.3324451,0,0,0,0,0,-0.0029575584,-0.067144901,0,0,0,0,0,0,0,0,0
94,-2.8030488,0,0,0,0,0,0,0,0,-0.1104722,-0.047587414,0,0,0,0,0,-0.13467834,-1.3376241,-1.3283617,0,0,0,0,0,-0.0029484948,-0.066939132,0,0,0,0,0,0,0,0,0
95,-2.7944323,0,0,0,0,0,0,0,0,-0.11013261,-0.047441132,0,0,0,0,0,-0.13426434,-1.3335123,-1.3242784,0,0,0,0,0,-0.0029394312,-0.066733363,0,0,0,0,0,0,0,0,0
96,-2.7858158,0,0,0,0,0,0,0,0,-0.10979303,-0.04729485,0,0,0,0,0,-0.13385034,-1.3294005,-1.320195,0,0,0,0,0,-0.0029303677,-0.066527595,0,0,0,0,0,0,0,0,0
97,-2.7771993,0,0,0,0,0,0,0,0,-0.10945344,-0.047148568,0,0,0,0,0,-0.13343634,-1.3252887,-1.3161117,0,0,0,0,0,-0.0029213041,-0.066321826,0,0,0,0,0,0,0,0,0
98,-2.7685828,0,0,0,0,0,0,0,0,-0.10911385,-0.047002286,0,0,0,0,0,-0.13302235,-1.3211768,-1.3120284,0,0,0,0,0,-0.0029122405,-0.066116057,0,0,0,0,0,0,0,0,0
99,-2.7599663,0,0,0,0,0,0,0,0,-0.10877426,-0.046856003,0,0,0,0,0,-0.13260835,-1.317065,-1.307945,0,0,0,0,0,-0.0029031769,-0.065910288,0,0,0,0,0,0,0,0,0
100,-2.7513499,0,0,0,0,0,0,0,0,-0.10843467,-0.046709721,0,0,0,0,0,-0.13219435,-1.3129532,-1.3038617,0,0,0,0,0,-0.0028941133,-0.06570452,0,0,0,0,0,0,0,0,0
101,-2.7427334,0,0,0,0,0,0,0,0,-0.10809509,-0.046563439,0,0,0,0,0,-0.13178036,-1.3088414,-1.2997783,0,0,0,0,0,-0.0028850498,-0.065498751,0,0,0,0,0,0,0,0,0
102,-2.7341169,0,0,0,0,0,0,0,0,-0.1077555,-0.046417157,0,0,0,0,0,-0.13136636,-1.3047296,-1.295695,0,0,0,0,0,-0.0028759862,-0.065292982,0,0,0,0,0,0,0,0,0
103,-2.7255004,0,0,0,0,0,0,0,0,-0.10741591,-0.046270875,0,0,0,0,0,-0.13095236,-1.3006178,-1.2916116,0,0,0,0,0,-0.0028669226,-0.065087213,0,0,0,0,0,0,0,0,0
104,-2.7168839,0,0,0,0,0,0,0,0,-0.10707632,-0.046124592,0,0,0,0,0,-0.13053837,-1.296506,-1.2875283,0,0,0,0,0,-0.002857859,-0.064881445,0,0,0,0,0,0,0,0,0
105,-2.7082675,0,0,0,0,0,0,0,0,-0.10673673,-0.04597831,0,0,0,0,0,-0.13012437,-1.2923941,-1.283445,0,0,0,0,0,-0.0028487955,-0.064675676,0,0,0,0,0,0,0,0,0
106,-2.699651,0,0,0,0,0,0,0,0,-0.10639715,-0.045832028,0,0,0,0,0,-0.12971037,-1.2882823,-1.2793616,0,0,0,0,0,-0.0028397319,-0.064469907,0,0,0,0,0,0,0,0,0
107,-2.6910345,0,0,0,0,0,0,0,0,-0.10605756,-0.045685746,0,0,0,0,0,-0.12929638,-1.2841705,-1.2752783,0,0,0,0,0,-0.0028306683,-0.064264138,0,0,0,0,0,0,0,0,0
108,-2.682418,0,0,0,0,0,0,0,0,-0.10571797,-0.045539464,0,0,0,0,0,-0.12888238,-1.2800587,-1.2711949,0,0,0,0,0,-0.0028216047,-0.064058369,0,0,0,0,0,0,0,0,0
109,-2.6738015,0,0,0,0,0,0,0,0,-0.10537838,-0.045393181,0,0,0,0,0,-0.12846838,-1.2759469,-1.2671116,0,0,0,0,0,-0.0028125411,-0.063852601,0,0,0,0,0,0,0,0,0
110,-2.665185,0,0,0,0,0,0,0,0,-0.10503879,-0.045246899,0,0,0,0,0,-0.12805438,-1.2718351,-1.2630283,0,0,0,0,0,-0.0028034776,-0.063646832,0,0,0,0,0,0,0,0,0
111,-2.6565686,0,0,0,0,0,0,0,0,-0.10469921,-0.045100617,0,0,0,0,0,-0.12764039,-1.2677233,-1.2589449,0,0,0,0,0,-0.002794414,-0.063441063,0,0,0,0,0,0,0,0,0
112,-2.6479521,0,0,0,0,0,0,0,0,-0.10435962,-0.044954335,0,0,0,0,0,-0.12722639,-1.2636114,-1.2548616,0,0,0,0,0,-0.0027853504,-0.063235294,0,0,0,0,0,0,0,0,0
113,-2.6393356,0,0,0,0,0,0,0,0,-0.10402003,-0.044808053,0,0,0,0,0,-0.12681239,-1.2594996,-1.2507782,0,0,0,0,0,-0.0027762868,-0.063029526,0,0,0,0,0,0,0,0,0
114,-2.6307191,0,0,0,0,0,0,0,0,-0.10368044,-0.04466177,0,0,0,0,0,-0.1263984,-1.2553878,-1.2466949,0,0,0,0,0,-0.0027672232,-0.062823757,0,0,0,0,0,0,0,0,0
