Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa)
1956,282.01858,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3920554,59.012016,185.81327,22.719117,1.4473959,0,0,2.1058765,42.449298,86.945463,15.856636,0.64851436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,282.01527,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3919687,59.011323,185.81109,22.718851,1.4473789,0,0,2.1058518,42.4488,86.944444,15.85645,0.64850676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,282.01196,0,0,0,0,0,0,0,0,0,0,0,0,0,7.391882,59.010631,185.80891,22.718585,1.4473619,0,0,2.1058271,42.448303,86.943424,15.856264,0.64849915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,282.00865,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3917953,59.009939,185.80673,22.718318,1.447345,0,0,2.1058024,42.447805,86.942404,15.856078,0.64849154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,282.00535,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3917086,59.009247,185.80455,22.718052,1.447328,0,0,2.1057777,42.447307,86.941384,15.855892,0.64848394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,282.00204,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3916219,59.008555,185.80237,22.717785,1.447311,0,0,2.105753,42.446809,86.940365,15.855706,0.64847633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,281.99873,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3915352,59.007863,185.8002,22.717519,1.447294,0,0,2.1057283,42.446311,86.939345,15.855521,0.64846873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,281.99542,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3914485,59.007171,185.79802,22.717252,1.4472771,0,0,2.1057036,42.445813,86.938325,15.855335,0.64846112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,281.99212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3913618,59.006479,185.79584,22.716986,1.4472601,0,0,2.1056789,42.445315,86.937306,15.855149,0.64845351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,281.98881,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3912751,59.005787,185.79366,22.716719,1.4472431,0,0,2.1056542,42.444818,86.936286,15.854963,0.64844591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,281.9855,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3911884,59.005094,185.79148,22.716453,1.4472261,0,0,2.1056295,42.44432,86.935266,15.854777,0.6484383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,281.98219,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3911017,59.004402,185.7893,22.716186,1.4472092,0,0,2.1056048,42.443822,86.934246,15.854591,0.6484307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,281.97888,0,0,0,0,0,0,0,0,0,0,0,0,0,7.391015,59.00371,185.78712,22.71592,1.4471922,0,0,2.1055801,42.443324,86.933227,15.854405,0.64842309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,281.97558,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3909283,59.003018,185.78494,22.715654,1.4471752,0,0,2.1055554,42.442826,86.932207,15.854219,0.64841549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,281.97227,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3908416,59.002326,185.78276,22.715387,1.4471582,0,0,2.1055307,42.442328,86.931187,15.854033,0.64840788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,281.96896,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3907549,59.001634,185.78058,22.715121,1.4471413,0,0,2.105506,42.44183,86.930168,15.853847,0.64840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,281.96565,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3906682,59.000942,185.7784,22.714854,1.4471243,0,0,2.1054813,42.441333,86.929148,15.853661,0.64839267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,281.96235,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3905815,59.00025,185.77622,22.714588,1.4471073,0,0,2.1054566,42.440835,86.928128,15.853475,0.64838506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,281.95904,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3904948,58.999558,185.77404,22.714321,1.4470903,0,0,2.1054319,42.440337,86.927108,15.853289,0.64837746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,281.95573,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3904081,58.998865,185.77186,22.714055,1.4470734,0,0,2.1054072,42.439839,86.926089,15.853103,0.64836985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,281.95242,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3903214,58.998173,185.76969,22.713788,1.4470564,0,0,2.1053825,42.439341,86.925069,15.852917,0.64836224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,281.94912,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3902347,58.997481,185.76751,22.713522,1.4470394,0,0,2.1053578,42.438843,86.924049,15.852731,0.64835464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,281.94581,0,0,0,0,0,0,0,0,0,0,0,0,0,7.390148,58.996789,185.76533,22.713255,1.4470224,0,0,2.1053331,42.438345,86.923029,15.852545,0.64834703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,281.9425,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3900613,58.996097,185.76315,22.712989,1.4470055,0,0,2.1053084,42.437848,86.92201,15.852359,0.64833943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,281.93919,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3899746,58.995405,185.76097,22.712723,1.4469885,0,0,2.1052837,42.43735,86.92099,15.852173,0.64833182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,281.93589,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3898879,58.994713,185.75879,22.712456,1.4469715,0,0,2.105259,42.436852,86.91997,15.851987,0.64832421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,281.93258,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3898013,58.994021,185.75661,22.71219,1.4469545,0,0,2.1052343,42.436354,86.918951,15.851801,0.64831661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,281.92927,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3897146,58.993329,185.75443,22.711923,1.4469376,0,0,2.1052096,42.435856,86.917931,15.851615,0.648309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,281.92596,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3896279,58.992637,185.75225,22.711657,1.4469206,0,0,2.1051849,42.435358,86.916911,15.851429,0.6483014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,281.92266,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3895412,58.991944,185.75007,22.71139,1.4469036,0,0,2.1051602,42.43486,86.915891,15.851243,0.64829379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,281.90662,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3891208,58.988588,185.7395,22.710098,1.4468213,0,0,2.1050404,42.432446,86.910947,15.850341,0.64825691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,281.89058,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3887003,58.985232,185.72894,22.708806,1.446739,0,0,2.1049207,42.430032,86.906002,15.84944,0.64822002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,281.87454,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3882799,58.981876,185.71837,22.707514,1.4466566,0,0,2.1048009,42.427618,86.901056,15.848538,0.64818314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,281.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3878595,58.978519,185.7078,22.706222,1.4465743,0,0,2.1046811,42.425203,86.896111,15.847636,0.64814625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,281.84246,0,0,0,0,0,0,0,0,0,0,0,0,0,7.387439,58.975163,185.69723,22.704929,1.446492,0,0,2.1045613,42.422789,86.891166,15.846734,0.64810937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,281.82642,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3870186,58.971806,185.68666,22.703637,1.4464097,0,0,2.1044416,42.420374,86.886221,15.845832,0.64807248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,281.81038,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3865982,58.96845,185.67609,22.702345,1.4463273,0,0,2.1043218,42.41796,86.881276,15.84493,0.6480356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,281.79434,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3861777,58.965093,185.66553,22.701053,1.446245,0,0,2.104202,42.415546,86.876331,15.844028,0.64799871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,281.77829,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3857573,58.961737,185.65496,22.699761,1.4461627,0,0,2.1040822,42.413131,86.871385,15.843126,0.64796183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,281.76225,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3853369,58.958381,185.64439,22.698468,1.4460804,0,0,2.1039625,42.410717,86.86644,15.842225,0.64792494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,281.74621,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3849164,58.955024,185.63382,22.697176,1.4459981,0,0,2.1038427,42.408302,86.861495,15.841323,0.64788805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,281.73017,0,0,0,0,0,0,0,0,0,0,0,0,0,7.384496,58.951668,185.62325,22.695884,1.4459157,0,0,2.1037229,42.405888,86.85655,15.840421,0.64785117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,281.71413,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3840755,58.948311,185.61268,22.694592,1.4458334,0,0,2.1036031,42.403474,86.851605,15.839519,0.64781428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,281.69809,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3836551,58.944955,185.60211,22.6933,1.4457511,0,0,2.1034834,42.401059,86.84666,15.838617,0.6477774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,281.68205,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3832347,58.941599,185.59155,22.692008,1.4456688,0,0,2.1033636,42.398645,86.841714,15.837715,0.64774051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,281.66601,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3828142,58.938242,185.58098,22.690715,1.4455864,0,0,2.1032438,42.396231,86.836769,15.836813,0.64770363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,281.64997,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3823938,58.934886,185.57041,22.689423,1.4455041,0,0,2.103124,42.393816,86.831824,15.835911,0.64766674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,281.63393,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3819734,58.931529,185.55984,22.688131,1.4454218,0,0,2.1030043,42.391402,86.826879,15.83501,0.64762986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,281.61789,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3815529,58.928173,185.54927,22.686839,1.4453395,0,0,2.1028845,42.388987,86.821934,15.834108,0.64759297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,281.60185,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3811325,58.924817,185.5387,22.685547,1.4452571,0,0,2.1027647,42.386573,86.816989,15.833206,0.64755609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,281.58581,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3807121,58.92146,185.52814,22.684254,1.4451748,0,0,2.1026449,42.384159,86.812043,15.832304,0.6475192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,281.56977,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3802916,58.918104,185.51757,22.682962,1.4450925,0,0,2.1025252,42.381744,86.807098,15.831402,0.64748232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,281.55373,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3798712,58.914747,185.507,22.68167,1.4450102,0,0,2.1024054,42.37933,86.802153,15.8305,0.64744543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,281.53769,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3794507,58.911391,185.49643,22.680378,1.4449279,0,0,2.1022856,42.376916,86.797208,15.829598,0.64740854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,281.52165,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3790303,58.908035,185.48586,22.679086,1.4448455,0,0,2.1021658,42.374501,86.792263,15.828696,0.64737166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,281.50561,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3786099,58.904678,185.47529,22.677793,1.4447632,0,0,2.1020461,42.372087,86.787318,15.827795,0.64733477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,281.48957,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3781894,58.901322,185.46473,22.676501,1.4446809,0,0,2.1019263,42.369672,86.782372,15.826893,0.64729789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,281.47353,0,0,0,0,0,0,0,0,0,0,0,0,0,7.377769,58.897965,185.45416,22.675209,1.4445986,0,0,2.1018065,42.367258,86.777427,15.825991,0.647261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,281.45749,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3773486,58.894609,185.44359,22.673917,1.4445162,0,0,2.1016867,42.364844,86.772482,15.825089,0.64722412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,281.44145,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3769281,58.891252,185.43302,22.672625,1.4444339,0,0,2.101567,42.362429,86.767537,15.824187,0.64718723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,281.42541,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3765077,58.887896,185.42245,22.671333,1.4443516,0,0,2.1014472,42.360015,86.762592,15.823285,0.64715035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,281.40937,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3760873,58.88454,185.41188,22.67004,1.4442693,0,0,2.1013274,42.357601,86.757646,15.822383,0.64711346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,281.39333,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3756668,58.881183,185.40131,22.668748,1.4441869,0,0,2.1012076,42.355186,86.752701,15.821481,0.64707658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,281.37729,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3752464,58.877827,185.39075,22.667456,1.4441046,0,0,2.1010879,42.352772,86.747756,15.82058,0.64703969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,281.36125,0,0,0,0,0,0,0,0,0,0,0,0,0,7.374826,58.87447,185.38018,22.666164,1.4440223,0,0,2.1009681,42.350357,86.742811,15.819678,0.64700281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,281.34521,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3744055,58.871114,185.36961,22.664872,1.44394,0,0,2.1008483,42.347943,86.737866,15.818776,0.64696592,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,281.32917,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3739851,58.867758,185.35904,22.663579,1.4438577,0,0,2.1007285,42.345529,86.732921,15.817874,0.64692904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,281.31313,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3735646,58.864401,185.34847,22.662287,1.4437753,0,0,2.1006088,42.343114,86.727975,15.816972,0.64689215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,281.29709,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3731442,58.861045,185.3379,22.660995,1.443693,0,0,2.100489,42.3407,86.72303,15.81607,0.64685526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,281.28105,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3727238,58.857688,185.32734,22.659703,1.4436107,0,0,2.1003692,42.338286,86.718085,15.815168,0.64681838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,281.26501,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3723033,58.854332,185.31677,22.658411,1.4435284,0,0,2.1002494,42.335871,86.71314,15.814266,0.64678149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,281.24897,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3718829,58.850976,185.3062,22.657118,1.443446,0,0,2.1001297,42.333457,86.708195,15.813365,0.64674461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,281.23293,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3714625,58.847619,185.29563,22.655826,1.4433637,0,0,2.1000099,42.331042,86.70325,15.812463,0.64670772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,281.21688,0,0,0,0,0,0,0,0,0,0,0,0,0,7.371042,58.844263,185.28506,22.654534,1.4432814,0,0,2.0998901,42.328628,86.698304,15.811561,0.64667084,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,281.20084,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3706216,58.840906,185.27449,22.653242,1.4431991,0,0,2.0997703,42.326214,86.693359,15.810659,0.64663395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,281.1848,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3702012,58.83755,185.26392,22.65195,1.4431167,0,0,2.0996506,42.323799,86.688414,15.809757,0.64659707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,281.16876,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3697807,58.834194,185.25336,22.650658,1.4430344,0,0,2.0995308,42.321385,86.683469,15.808855,0.64656018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,281.15272,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3693603,58.830837,185.24279,22.649365,1.4429521,0,0,2.099411,42.318971,86.678524,15.807953,0.6465233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,281.13668,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3689399,58.827481,185.23222,22.648073,1.4428698,0,0,2.0992912,42.316556,86.673579,15.807051,0.64648641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,281.12064,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3685194,58.824124,185.22165,22.646781,1.4427875,0,0,2.0991715,42.314142,86.668633,15.80615,0.64644953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,281.1046,0,0,0,0,0,0,0,0,0,0,0,0,0,7.368099,58.820768,185.21108,22.645489,1.4427051,0,0,2.0990517,42.311727,86.663688,15.805248,0.64641264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,281.08856,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3676785,58.817411,185.20051,22.644197,1.4426228,0,0,2.0989319,42.309313,86.658743,15.804346,0.64637575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,281.07252,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3672581,58.814055,185.18995,22.642904,1.4425405,0,0,2.0988121,42.306899,86.653798,15.803444,0.64633887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,281.05648,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3668377,58.810699,185.17938,22.641612,1.4424582,0,0,2.0986924,42.304484,86.648853,15.802542,0.64630198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,281.04044,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3664172,58.807342,185.16881,22.64032,1.4423758,0,0,2.0985726,42.30207,86.643908,15.80164,0.6462651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,281.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3659968,58.803986,185.15824,22.639028,1.4422935,0,0,2.0984528,42.299656,86.638962,15.800738,0.64622821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,281.00836,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3655764,58.800629,185.14767,22.637736,1.4422112,0,0,2.098333,42.297241,86.634017,15.799836,0.64619133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,280.99232,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3651559,58.797273,185.1371,22.636443,1.4421289,0,0,2.0982133,42.294827,86.629072,15.798935,0.64615444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,280.97628,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3647355,58.793917,185.12653,22.635151,1.4420465,0,0,2.0980935,42.292412,86.624127,15.798033,0.64611756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,280.96024,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3643151,58.79056,185.11597,22.633859,1.4419642,0,0,2.0979737,42.289998,86.619182,15.797131,0.64608067,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,280.9442,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3638946,58.787204,185.1054,22.632567,1.4418819,0,0,2.0978539,42.287584,86.614236,15.796229,0.64604379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,280.92816,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3634742,58.783847,185.09483,22.631275,1.4417996,0,0,2.0977342,42.285169,86.609291,15.795327,0.6460069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,280.91212,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3630538,58.780491,185.08426,22.629982,1.4417173,0,0,2.0976144,42.282755,86.604346,15.794425,0.64597002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,280.89608,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3626333,58.777135,185.07369,22.62869,1.4416349,0,0,2.0974946,42.280341,86.599401,15.793523,0.64593313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,280.88004,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3622129,58.773778,185.06312,22.627398,1.4415526,0,0,2.0973748,42.277926,86.594456,15.792621,0.64589624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,280.864,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3617924,58.770422,185.05256,22.626106,1.4414703,0,0,2.0972551,42.275512,86.589511,15.79172,0.64585936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,280.84796,0,0,0,0,0,0,0,0,0,0,0,0,0,7.361372,58.767065,185.04199,22.624814,1.441388,0,0,2.0971353,42.273097,86.584565,15.790818,0.64582247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,280.83192,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3609516,58.763709,185.03142,22.623522,1.4413056,0,0,2.0970155,42.270683,86.57962,15.789916,0.64578559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,280.81588,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3605311,58.760353,185.02085,22.622229,1.4412233,0,0,2.0968957,42.268269,86.574675,15.789014,0.6457487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,280.79984,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3601107,58.756996,185.01028,22.620937,1.441141,0,0,2.096776,42.265854,86.56973,15.788112,0.64571182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,280.7838,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3596903,58.75364,184.99971,22.619645,1.4410587,0,0,2.0966562,42.26344,86.564785,15.78721,0.64567493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,280.76776,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3592698,58.750283,184.98914,22.618353,1.4409763,0,0,2.0965364,42.261026,86.55984,15.786308,0.64563805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,280.75172,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3588494,58.746927,184.97858,22.617061,1.440894,0,0,2.0964166,42.258611,86.554894,15.785407,0.64560116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,280.73568,0,0,0,0,0,0,0,0,0,0,0,0,0,7.358429,58.74357,184.96801,22.615768,1.4408117,0,0,2.0962969,42.256197,86.549949,15.784505,0.64556428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,280.71964,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3580085,58.740214,184.95744,22.614476,1.4407294,0,0,2.0961771,42.253782,86.545004,15.783603,0.64552739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,280.7036,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3575881,58.736858,184.94687,22.613184,1.4406471,0,0,2.0960573,42.251368,86.540059,15.782701,0.64549051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,280.68756,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3571677,58.733501,184.9363,22.611892,1.4405647,0,0,2.0959375,42.248954,86.535114,15.781799,0.64545362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,280.67151,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3567472,58.730145,184.92573,22.6106,1.4404824,0,0,2.0958177,42.246539,86.530169,15.780897,0.64541674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,280.65547,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3563268,58.726788,184.91517,22.609307,1.4404001,0,0,2.095698,42.244125,86.525223,15.779995,0.64537985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,280.63943,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3559063,58.723432,184.9046,22.608015,1.4403178,0,0,2.0955782,42.241711,86.520278,15.779093,0.64534296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,280.62339,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3554859,58.720076,184.89403,22.606723,1.4402354,0,0,2.0954584,42.239296,86.515333,15.778192,0.64530608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,280.60735,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3550655,58.716719,184.88346,22.605431,1.4401531,0,0,2.0953386,42.236882,86.510388,15.77729,0.64526919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
