Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa)
71,5.6635534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14844873,1.1850911,3.7315392,0.45624986,0.029066893,0,0,0.042290632,0.85247529,1.7460562,0.31843614,0.013023595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,5.8143272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1524007,1.2166403,3.8308794,0.46839603,0.029840705,0,0,0.043416483,0.87516968,1.7925393,0.32691347,0.013370306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,5.9651009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15635267,1.2481895,3.9302195,0.48054221,0.030614517,0,0,0.044542334,0.89786408,1.8390224,0.3353908,0.013717017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,6.1158747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16030463,1.2797387,4.0295597,0.49268838,0.031388329,0,0,0.045668185,0.92055848,1.8855055,0.34386813,0.014063728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,6.2666485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1642566,1.3112879,4.1288998,0.50483456,0.032162141,0,0,0.046794037,0.94325287,1.9319885,0.35234547,0.014410439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,6.4174223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16820857,1.3428372,4.22824,0.51698074,0.032935953,0,0,0.047919888,0.96594727,1.9784716,0.3608228,0.01475715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,6.5681961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17216053,1.3743864,4.3275802,0.52912691,0.033709765,0,0,0.049045739,0.98864166,2.0249547,0.36930013,0.015103861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,6.7189698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1761125,1.4059356,4.4269203,0.54127309,0.034483577,0,0,0.05017159,1.0113361,2.0714378,0.37777746,0.015450572,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6.8697436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18006447,1.4374848,4.5262605,0.55341926,0.035257389,0,0,0.051297441,1.0340305,2.1179209,0.38625479,0.015797284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,7.0205174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18401644,1.469034,4.6256006,0.56556544,0.036031201,0,0,0.052423293,1.0567248,2.164404,0.39473212,0.016143995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,7.1712912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1879684,1.5005832,4.7249408,0.57771161,0.036805013,0,0,0.053549144,1.0794192,2.2108871,0.40320945,0.016490706,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,7.322065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19192037,1.5321324,4.8242809,0.58985779,0.037578825,0,0,0.054674995,1.1021136,2.2573702,0.41168679,0.016837417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,7.4728387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19587234,1.5636817,4.9236211,0.60200396,0.038352637,0,0,0.055800846,1.124808,2.3038533,0.42016412,0.017184128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,7.6236125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1998243,1.5952309,5.0229612,0.61415014,0.039126449,0,0,0.056926697,1.1475024,2.3503364,0.42864145,0.017530839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,7.7743863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20377627,1.6267801,5.1223014,0.62629632,0.039900261,0,0,0.058052549,1.1701968,2.3968195,0.43711878,0.01787755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,7.9251601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20772824,1.6583293,5.2216415,0.63844249,0.040674073,0,0,0.0591784,1.1928912,2.4433026,0.44559611,0.018224261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,8.0759338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2116802,1.6898785,5.3209817,0.65058867,0.041447885,0,0,0.060304251,1.2155856,2.4897857,0.45407344,0.018570972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,8.2267076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21563217,1.7214277,5.4203219,0.66273484,0.042221697,0,0,0.061430102,1.23828,2.5362688,0.46255078,0.018917683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,8.3774814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21958414,1.7529769,5.519662,0.67488102,0.042995509,0,0,0.062555953,1.2609744,2.5827519,0.47102811,0.019264394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,8.5282552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22353611,1.7845262,5.6190022,0.68702719,0.043769321,0,0,0.063681805,1.2836688,2.629235,0.47950544,0.019611105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,8.679029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22748807,1.8160754,5.7183423,0.69917337,0.044543133,0,0,0.064807656,1.3063632,2.675718,0.48798277,0.019957816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,8.8298027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23144004,1.8476246,5.8176825,0.71131955,0.045316945,0,0,0.065933507,1.3290576,2.7222011,0.4964601,0.020304527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,8.9805765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23539201,1.8791738,5.9170226,0.72346572,0.046090757,0,0,0.067059358,1.351752,2.7686842,0.50493743,0.020651238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,9.1313503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23934397,1.910723,6.0163628,0.7356119,0.046864569,0,0,0.068185209,1.3744464,2.8151673,0.51341476,0.020997949,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,9.2821241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24329594,1.9422722,6.1157029,0.74775807,0.047638381,0,0,0.069311061,1.3971408,2.8616504,0.5218921,0.021344661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,9.4328978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24724791,1.9738214,6.2150431,0.75990425,0.048412192,0,0,0.070436912,1.4198352,2.9081335,0.53036943,0.021691372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,9.5836716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25119988,2.0053707,6.3143832,0.77205042,0.049186004,0,0,0.071562763,1.4425296,2.9546166,0.53884676,0.022038083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,9.7344454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25515184,2.0369199,6.4137234,0.7841966,0.049959816,0,0,0.072688614,1.465224,3.0010997,0.54732409,0.022384794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,9.8852192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25910381,2.0684691,6.5130636,0.79634278,0.050733628,0,0,0.073814465,1.4879184,3.0475828,0.55580142,0.022731505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,10.035993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26305578,2.1000183,6.6124037,0.80848895,0.05150744,0,0,0.074940317,1.5106128,3.0940659,0.56427875,0.023078216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,10.186767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26700774,2.1315675,6.7117439,0.82063513,0.052281252,0,0,0.076066168,1.5333072,3.140549,0.57275608,0.023424927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,10.337541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27095971,2.1631167,6.811084,0.8327813,0.053055064,0,0,0.077192019,1.5560015,3.1870321,0.58123342,0.023771638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,10.488314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27491168,2.194666,6.9104242,0.84492748,0.053828876,0,0,0.07831787,1.5786959,3.2335152,0.58971075,0.024118349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,10.639088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27886364,2.2262152,7.0097643,0.85707365,0.054602688,0,0,0.079443721,1.6013903,3.2799983,0.59818808,0.02446506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,10.789862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28281561,2.2577644,7.1091045,0.86921983,0.0553765,0,0,0.080569572,1.6240847,3.3264814,0.60666541,0.024811771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,10.940636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28676758,2.2893136,7.2084446,0.88136601,0.056150312,0,0,0.081695424,1.6467791,3.3729645,0.61514274,0.025158482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,11.091409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29071955,2.3208628,7.3077848,0.89351218,0.056924124,0,0,0.082821275,1.6694735,3.4194476,0.62362007,0.025505193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,11.242183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29467151,2.352412,7.4071249,0.90565836,0.057697936,0,0,0.083947126,1.6921679,3.4659306,0.63209741,0.025851904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,11.392957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29862348,2.3839612,7.5064651,0.91780453,0.058471748,0,0,0.085072977,1.7148623,3.5124137,0.64057474,0.026198615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,11.543731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30257545,2.4155105,7.6058052,0.92995071,0.05924556,0,0,0.086198828,1.7375567,3.5588968,0.64905207,0.026545326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,11.694505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30652741,2.4470597,7.7051454,0.94209688,0.060019372,0,0,0.08732468,1.7602511,3.6053799,0.6575294,0.026892038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,11.845278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31047938,2.4786089,7.8044856,0.95424306,0.060793184,0,0,0.088450531,1.7829455,3.651863,0.66600673,0.027238749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,11.996052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31443135,2.5101581,7.9038257,0.96638924,0.061566996,0,0,0.089576382,1.8056399,3.6983461,0.67448406,0.02758546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,12.146826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31838331,2.5417073,8.0031659,0.97853541,0.062340808,0,0,0.090702233,1.8283343,3.7448292,0.68296139,0.027932171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,12.2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32233528,2.5732565,8.102506,0.99068159,0.06311462,0,0,0.091828084,1.8510287,3.7913123,0.69143873,0.028278882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,12.448373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32628725,2.6048057,8.2018462,1.0028278,0.063888432,0,0,0.092953936,1.8737231,3.8377954,0.69991606,0.028625593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,12.599147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33023922,2.636355,8.3011863,1.0149739,0.064662244,0,0,0.094079787,1.8964175,3.8842785,0.70839339,0.028972304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,12.749921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33419118,2.6679042,8.4005265,1.0271201,0.065436056,0,0,0.095205638,1.9191119,3.9307616,0.71687072,0.029319015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,12.900695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33814315,2.6994534,8.4998666,1.0392663,0.066209868,0,0,0.096331489,1.9418063,3.9772447,0.72534805,0.029665726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,13.051469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34209512,2.7310026,8.5992068,1.0514125,0.066983679,0,0,0.09745734,1.9645007,4.0237278,0.73382538,0.030012437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,13.202242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34604708,2.7625518,8.6985469,1.0635586,0.067757491,0,0,0.098583192,1.9871951,4.0702109,0.74230272,0.030359148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,13.353016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34999905,2.794101,8.7978871,1.0757048,0.068531303,0,0,0.099709043,2.0098895,4.116694,0.75078005,0.030705859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,13.50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35395102,2.8256502,8.8972273,1.087851,0.069305115,0,0,0.10083489,2.0325838,4.1631771,0.75925738,0.03105257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,13.654564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35790298,2.8571995,8.9965674,1.0999972,0.070078927,0,0,0.10196075,2.0552782,4.2096602,0.76773471,0.031399281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,13.805337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36185495,2.8887487,9.0959076,1.1121433,0.070852739,0,0,0.1030866,2.0779726,4.2561432,0.77621204,0.031745992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,13.956111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36580692,2.9202979,9.1952477,1.1242895,0.071626551,0,0,0.10421245,2.100667,4.3026263,0.78468937,0.032092704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,14.106885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36975889,2.9518471,9.2945879,1.1364357,0.072400363,0,0,0.1053383,2.1233614,4.3491094,0.7931667,0.032439415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,14.257659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37371085,2.9833963,9.393928,1.1485819,0.073174175,0,0,0.10646415,2.1460558,4.3955925,0.80164404,0.032786126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,14.408433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37766282,3.0149455,9.4932682,1.160728,0.073947987,0,0,0.10759,2.1687502,4.4420756,0.81012137,0.033132837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,14.559206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38161479,3.0464947,9.5926083,1.1728742,0.074721799,0,0,0.10871585,2.1914446,4.4885587,0.8185987,0.033479548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,14.70998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38556675,3.078044,9.6919485,1.1850204,0.075495611,0,0,0.1098417,2.214139,4.5350418,0.82707603,0.033826259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,14.860754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38951872,3.1095932,9.7912886,1.1971666,0.076269423,0,0,0.11096755,2.2368334,4.5815249,0.83555336,0.03417297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,15.011528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39347069,3.1411424,9.8906288,1.2093127,0.077043235,0,0,0.11209341,2.2595278,4.628008,0.84403069,0.034519681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,15.162301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39742265,3.1726916,9.9899689,1.2214589,0.077817047,0,0,0.11321926,2.2822222,4.6744911,0.85250803,0.034866392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,15.313075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40137462,3.2042408,10.089309,1.2336051,0.078590859,0,0,0.11434511,2.3049166,4.7209742,0.86098536,0.035213103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,15.463849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40532659,3.23579,10.188649,1.2457513,0.079364671,0,0,0.11547096,2.327611,4.7674573,0.86946269,0.035559814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,15.614623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40927856,3.2673392,10.287989,1.2578975,0.080138483,0,0,0.11659681,2.3503054,4.8139404,0.87794002,0.035906525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,15.765397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41323052,3.2988885,10.38733,1.2700436,0.080912295,0,0,0.11772266,2.3729998,4.8604235,0.88641735,0.036253236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,15.91617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41718249,3.3304377,10.48667,1.2821898,0.081686107,0,0,0.11884851,2.3956942,4.9069066,0.89489468,0.036599947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,16.066944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42113446,3.3619869,10.58601,1.294336,0.082459919,0,0,0.11997436,2.4183886,4.9533897,0.90337201,0.036946658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,16.217718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42508642,3.3935361,10.68535,1.3064822,0.083233731,0,0,0.12110022,2.441083,4.9998727,0.91184935,0.037293369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,16.368492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42903839,3.4250853,10.78469,1.3186283,0.084007543,0,0,0.12222607,2.4637774,5.0463558,0.92032668,0.037640081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,16.519265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43299036,3.4566345,10.88403,1.3307745,0.084781355,0,0,0.12335192,2.4864718,5.0928389,0.92880401,0.037986792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,16.670039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43694233,3.4881837,10.98337,1.3429207,0.085555166,0,0,0.12447777,2.5091662,5.139322,0.93728134,0.038333503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,16.820813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44089429,3.519733,11.082711,1.3550669,0.086328978,0,0,0.12560362,2.5318605,5.1858051,0.94575867,0.038680214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,16.971587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44484626,3.5512822,11.182051,1.367213,0.08710279,0,0,0.12672947,2.5545549,5.2322882,0.954236,0.039026925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,17.122361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44879823,3.5828314,11.281391,1.3793592,0.087876602,0,0,0.12785532,2.5772493,5.2787713,0.96271333,0.039373636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,17.273134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45275019,3.6143806,11.380731,1.3915054,0.088650414,0,0,0.12898117,2.5999437,5.3252544,0.97119067,0.039720347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,17.423908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45670216,3.6459298,11.480071,1.4036516,0.089424226,0,0,0.13010702,2.6226381,5.3717375,0.979668,0.040067058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,17.574682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46065413,3.677479,11.579411,1.4157977,0.090198038,0,0,0.13123288,2.6453325,5.4182206,0.98814533,0.040413769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,17.725456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46460609,3.7090282,11.678752,1.4279439,0.09097185,0,0,0.13235873,2.6680269,5.4647037,0.99662266,0.04076048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,17.876229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46855806,3.7405775,11.778092,1.4400901,0.091745662,0,0,0.13348458,2.6907213,5.5111868,1.0051,0.041107191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,18.027003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47251003,3.7721267,11.877432,1.4522363,0.092519474,0,0,0.13461043,2.7134157,5.5576699,1.0135773,0.041453902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,18.177777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476462,3.8036759,11.976772,1.4643824,0.093293286,0,0,0.13573628,2.7361101,5.604153,1.0220547,0.041800613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,18.328551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48041396,3.8352251,12.076112,1.4765286,0.094067098,0,0,0.13686213,2.7588045,5.6506361,1.030532,0.042147324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,18.479325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48436593,3.8667743,12.175452,1.4886748,0.09484091,0,0,0.13798798,2.7814989,5.6971192,1.0390093,0.042494035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,18.630098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4883179,3.8983235,12.274792,1.500821,0.095614722,0,0,0.13911383,2.8041933,5.7436023,1.0474867,0.042840746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,18.966003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49712238,3.9686112,12.49611,1.5278811,0.097338678,0,0,0.14162209,2.8547536,5.8471608,1.0663731,0.043613175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,19.301921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50592719,4.0389014,12.717435,1.5549423,0.099062696,0,0,0.14413044,2.9053156,5.950723,1.0852602,0.044385632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,19.637838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51473199,4.1091917,12.938761,1.5820034,0.10078671,0,0,0.14663878,2.9558777,6.0542852,1.1041473,0.045158088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,19.973755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52353679,4.1794819,13.160086,1.6090645,0.10251073,0,0,0.14914713,3.0064398,6.1578474,1.1230344,0.045930545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,20.309672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5323416,4.2497721,13.381411,1.6361256,0.10423475,0,0,0.15165547,3.0570019,6.2614096,1.1419215,0.046703001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,20.645589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5411464,4.3200623,13.602737,1.6631868,0.10595877,0,0,0.15416382,3.107564,6.3649719,1.1608086,0.047475458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,20.981506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5499512,4.3903525,13.824062,1.6902479,0.10768279,0,0,0.15667216,3.158126,6.4685341,1.1796957,0.048247914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,21.317423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558756,4.4606427,14.045387,1.717309,0.1094068,0,0,0.15918051,3.2086881,6.5720963,1.1985828,0.049020371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,21.65334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56756081,4.5309329,14.266713,1.7443701,0.11113082,0,0,0.16168885,3.2592502,6.6756585,1.21747,0.049792827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,21.989257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57636561,4.6012232,14.488038,1.7714313,0.11285484,0,0,0.1641972,3.3098123,6.7792207,1.2363571,0.050565284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,22.325175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58517041,4.6715134,14.709363,1.7984924,0.11457886,0,0,0.16670554,3.3603744,6.882783,1.2552442,0.05133774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,22.661092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59397521,4.7418036,14.930689,1.8255535,0.11630287,0,0,0.16921389,3.4109364,6.9863452,1.2741313,0.052110197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,22.997009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60278002,4.8120938,15.152014,1.8526146,0.11802689,0,0,0.17172223,3.4614985,7.0899074,1.2930184,0.052882653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,23.332926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61158482,4.882384,15.373339,1.8796758,0.11975091,0,0,0.17423058,3.5120606,7.1934696,1.3119055,0.05365511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,23.668843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62038962,4.9526742,15.594665,1.9067369,0.12147493,0,0,0.17673892,3.5626227,7.2970318,1.3307926,0.054427566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,24.00476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62919443,5.0229644,15.81599,1.933798,0.12319895,0,0,0.17924727,3.6131848,7.400594,1.3496797,0.055200022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,24.340677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63799923,5.0932547,16.037315,1.9608592,0.12492296,0,0,0.18175561,3.6637468,7.5041563,1.3685668,0.055972479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,24.676594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64680403,5.1635449,16.258641,1.9879203,0.12664698,0,0,0.18426396,3.7143089,7.6077185,1.3874539,0.056744935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,25.012512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65560883,5.2338351,16.479966,2.0149814,0.128371,0,0,0.1867723,3.764871,7.7112807,1.406341,0.057517392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,25.348429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66441364,5.3041253,16.701291,2.0420425,0.13009502,0,0,0.18928065,3.8154331,7.8148429,1.4252282,0.058289848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,25.684346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67321844,5.3744155,16.922617,2.0691037,0.13181903,0,0,0.19178899,3.8659952,7.9184051,1.4441153,0.059062305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
