Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa)
3721,264.96785,0,0,0,0,2.6203233,39.628154,0,0,0,39.326839,0,0,0,0
3722,264.95569,0,0,0,0,2.620203,39.626335,0,0,0,39.325033,0,0,0,0
3723,264.94353,0,0,0,0,2.6200827,39.624516,0,0,0,39.323228,0,0,0,0
3724,264.93137,0,0,0,0,2.6199625,39.622697,0,0,0,39.321423,0,0,0,0
3725,264.9192,0,0,0,0,2.6198422,39.620878,0,0,0,39.319618,0,0,0,0
3726,264.90704,0,0,0,0,2.6197219,39.619059,0,0,0,39.317813,0,0,0,0
3727,264.89488,0,0,0,0,2.6196016,39.61724,0,0,0,39.316007,0,0,0,0
3728,264.88272,0,0,0,0,2.6194814,39.615421,0,0,0,39.314202,0,0,0,0
3729,264.87055,0,0,0,0,2.6193611,39.613602,0,0,0,39.312397,0,0,0,0
3730,264.85839,0,0,0,0,2.6192408,39.611783,0,0,0,39.310592,0,0,0,0
3731,264.84623,0,0,0,0,2.6191205,39.609964,0,0,0,39.308787,0,0,0,0
3732,264.83407,0,0,0,0,2.6190002,39.608145,0,0,0,39.306981,0,0,0,0
3733,264.8219,0,0,0,0,2.61888,39.606326,0,0,0,39.305176,0,0,0,0
3734,264.80974,0,0,0,0,2.6187597,39.604507,0,0,0,39.303371,0,0,0,0
3735,264.79758,0,0,0,0,2.6186394,39.602688,0,0,0,39.301566,0,0,0,0
3736,264.78542,0,0,0,0,2.6185191,39.600869,0,0,0,39.299761,0,0,0,0
3737,264.77325,0,0,0,0,2.6183988,39.59905,0,0,0,39.297955,0,0,0,0
3738,264.76109,0,0,0,0,2.6182786,39.597231,0,0,0,39.29615,0,0,0,0
3739,264.74893,0,0,0,0,2.6181583,39.595412,0,0,0,39.294345,0,0,0,0
3740,264.73676,0,0,0,0,2.618038,39.593593,0,0,0,39.29254,0,0,0,0
3741,264.7246,0,0,0,0,2.6179177,39.591774,0,0,0,39.290735,0,0,0,0
3742,264.71244,0,0,0,0,2.6177974,39.589955,0,0,0,39.288929,0,0,0,0
3743,264.70028,0,0,0,0,2.6176772,39.588136,0,0,0,39.287124,0,0,0,0
3744,264.68811,0,0,0,0,2.6175569,39.586317,0,0,0,39.285319,0,0,0,0
3745,264.67595,0,0,0,0,2.6174366,39.584498,0,0,0,39.283514,0,0,0,0
3746,264.66379,0,0,0,0,2.6173163,39.582679,0,0,0,39.281709,0,0,0,0
3747,264.65163,0,0,0,0,2.6171961,39.58086,0,0,0,39.279904,0,0,0,0
3748,264.63946,0,0,0,0,2.6170758,39.579041,0,0,0,39.278098,0,0,0,0
3749,264.6273,0,0,0,0,2.6169555,39.577221,0,0,0,39.276293,0,0,0,0
3750,264.61514,0,0,0,0,2.6168352,39.575402,0,0,0,39.274488,0,0,0,0
3751,264.60298,0,0,0,0,2.6167149,39.573583,0,0,0,39.272683,0,0,0,0
3752,264.59081,0,0,0,0,2.6165947,39.571764,0,0,0,39.270878,0,0,0,0
3753,264.57865,0,0,0,0,2.6164744,39.569945,0,0,0,39.269072,0,0,0,0
3754,264.56649,0,0,0,0,2.6163541,39.568126,0,0,0,39.267267,0,0,0,0
3755,264.55433,0,0,0,0,2.6162338,39.566307,0,0,0,39.265462,0,0,0,0
3756,264.54216,0,0,0,0,2.6161135,39.564488,0,0,0,39.263657,0,0,0,0
3757,264.53,0,0,0,0,2.6159933,39.562669,0,0,0,39.261852,0,0,0,0
3758,264.51784,0,0,0,0,2.615873,39.56085,0,0,0,39.260046,0,0,0,0
3759,264.50567,0,0,0,0,2.6157527,39.559031,0,0,0,39.258241,0,0,0,0
3760,264.49351,0,0,0,0,2.6156324,39.557212,0,0,0,39.256436,0,0,0,0
3761,264.48135,0,0,0,0,2.6155121,39.555393,0,0,0,39.254631,0,0,0,0
3762,264.46919,0,0,0,0,2.6153919,39.553574,0,0,0,39.252826,0,0,0,0
3763,264.45702,0,0,0,0,2.6152716,39.551755,0,0,0,39.25102,0,0,0,0
3764,264.44486,0,0,0,0,2.6151513,39.549936,0,0,0,39.249215,0,0,0,0
3765,264.4327,0,0,0,0,2.615031,39.548117,0,0,0,39.24741,0,0,0,0
3766,264.42054,0,0,0,0,2.6149108,39.546298,0,0,0,39.245605,0,0,0,0
3767,264.40837,0,0,0,0,2.6147905,39.544479,0,0,0,39.2438,0,0,0,0
3768,264.39621,0,0,0,0,2.6146702,39.54266,0,0,0,39.241994,0,0,0,0
3769,264.38405,0,0,0,0,2.6145499,39.540841,0,0,0,39.240189,0,0,0,0
3770,264.37189,0,0,0,0,2.6144296,39.539022,0,0,0,39.238384,0,0,0,0
3771,264.35972,0,0,0,0,2.6143094,39.537203,0,0,0,39.236579,0,0,0,0
3772,264.34756,0,0,0,0,2.6141891,39.535384,0,0,0,39.234774,0,0,0,0
3773,264.3354,0,0,0,0,2.6140688,39.533565,0,0,0,39.232969,0,0,0,0
3774,264.32324,0,0,0,0,2.6139485,39.531746,0,0,0,39.231163,0,0,0,0
3775,264.31107,0,0,0,0,2.6138282,39.529927,0,0,0,39.229358,0,0,0,0
3776,264.29891,0,0,0,0,2.613708,39.528108,0,0,0,39.227553,0,0,0,0
3777,264.28675,0,0,0,0,2.6135877,39.526289,0,0,0,39.225748,0,0,0,0
3778,264.27458,0,0,0,0,2.6134674,39.52447,0,0,0,39.223943,0,0,0,0
3779,264.26242,0,0,0,0,2.6133471,39.522651,0,0,0,39.222137,0,0,0,0
3780,264.25026,0,0,0,0,2.6132269,39.520832,0,0,0,39.220332,0,0,0,0
3781,264.2381,0,0,0,0,2.6131066,39.519013,0,0,0,39.218527,0,0,0,0
3782,264.2282,0,0,0,0,2.6130087,39.517532,0,0,0,39.217058,0,0,0,0
3783,264.2183,0,0,0,0,2.6129108,39.516051,0,0,0,39.215588,0,0,0,0
3784,264.2084,0,0,0,0,2.6128128,39.514571,0,0,0,39.214119,0,0,0,0
3785,264.1985,0,0,0,0,2.6127149,39.51309,0,0,0,39.212649,0,0,0,0
3786,264.1886,0,0,0,0,2.612617,39.511609,0,0,0,39.21118,0,0,0,0
3787,264.17869,0,0,0,0,2.6125191,39.510129,0,0,0,39.20971,0,0,0,0
3788,264.16879,0,0,0,0,2.6124212,39.508648,0,0,0,39.208241,0,0,0,0
3789,264.15889,0,0,0,0,2.6123233,39.507167,0,0,0,39.206772,0,0,0,0
3790,264.14899,0,0,0,0,2.6122254,39.505687,0,0,0,39.205302,0,0,0,0
3791,264.13909,0,0,0,0,2.6121275,39.504206,0,0,0,39.203833,0,0,0,0
3792,264.12919,0,0,0,0,2.6120296,39.502725,0,0,0,39.202363,0,0,0,0
3793,264.11929,0,0,0,0,2.6119317,39.501245,0,0,0,39.200894,0,0,0,0
3794,264.10939,0,0,0,0,2.6118338,39.499764,0,0,0,39.199425,0,0,0,0
3795,264.09949,0,0,0,0,2.6117359,39.498283,0,0,0,39.197955,0,0,0,0
3796,264.08959,0,0,0,0,2.611638,39.496803,0,0,0,39.196486,0,0,0,0
3797,264.07969,0,0,0,0,2.6115401,39.495322,0,0,0,39.195016,0,0,0,0
3798,264.06979,0,0,0,0,2.6114422,39.493841,0,0,0,39.193547,0,0,0,0
3799,264.05989,0,0,0,0,2.6113443,39.492361,0,0,0,39.192077,0,0,0,0
3800,264.04999,0,0,0,0,2.6112464,39.49088,0,0,0,39.190608,0,0,0,0
3801,264.04009,0,0,0,0,2.6111484,39.489399,0,0,0,39.189139,0,0,0,0
3802,264.03019,0,0,0,0,2.6110505,39.487919,0,0,0,39.187669,0,0,0,0
3803,264.02029,0,0,0,0,2.6109526,39.486438,0,0,0,39.1862,0,0,0,0
3804,264.01039,0,0,0,0,2.6108547,39.484957,0,0,0,39.18473,0,0,0,0
3805,264.00049,0,0,0,0,2.6107568,39.483477,0,0,0,39.183261,0,0,0,0
3806,263.99059,0,0,0,0,2.6106589,39.481996,0,0,0,39.181792,0,0,0,0
3807,263.98069,0,0,0,0,2.610561,39.480515,0,0,0,39.180322,0,0,0,0
3808,263.97079,0,0,0,0,2.6104631,39.479035,0,0,0,39.178853,0,0,0,0
3809,263.96089,0,0,0,0,2.6103652,39.477554,0,0,0,39.177383,0,0,0,0
3810,263.95099,0,0,0,0,2.6102673,39.476073,0,0,0,39.175914,0,0,0,0
3811,263.94109,0,0,0,0,2.6101694,39.474593,0,0,0,39.174444,0,0,0,0
3812,263.93119,0,0,0,0,2.6100715,39.473112,0,0,0,39.172975,0,0,0,0
3813,263.92129,0,0,0,0,2.6099736,39.471631,0,0,0,39.171506,0,0,0,0
3814,263.91139,0,0,0,0,2.6098757,39.47015,0,0,0,39.170036,0,0,0,0
3815,263.90149,0,0,0,0,2.6097778,39.46867,0,0,0,39.168567,0,0,0,0
3816,263.89159,0,0,0,0,2.6096799,39.467189,0,0,0,39.167097,0,0,0,0
3817,263.88169,0,0,0,0,2.6095819,39.465708,0,0,0,39.165628,0,0,0,0
3818,263.87179,0,0,0,0,2.609484,39.464228,0,0,0,39.164159,0,0,0,0
3819,263.86189,0,0,0,0,2.6093861,39.462747,0,0,0,39.162689,0,0,0,0
3820,263.85198,0,0,0,0,2.6092882,39.461266,0,0,0,39.16122,0,0,0,0
3821,263.84208,0,0,0,0,2.6091903,39.459786,0,0,0,39.15975,0,0,0,0
3822,263.83218,0,0,0,0,2.6090924,39.458305,0,0,0,39.158281,0,0,0,0
3823,263.82228,0,0,0,0,2.6089945,39.456824,0,0,0,39.156812,0,0,0,0
3824,263.81238,0,0,0,0,2.6088966,39.455344,0,0,0,39.155342,0,0,0,0
3825,263.80248,0,0,0,0,2.6087987,39.453863,0,0,0,39.153873,0,0,0,0
3826,263.79258,0,0,0,0,2.6087008,39.452382,0,0,0,39.152403,0,0,0,0
3827,263.78268,0,0,0,0,2.6086029,39.450902,0,0,0,39.150934,0,0,0,0
3828,263.77278,0,0,0,0,2.608505,39.449421,0,0,0,39.149464,0,0,0,0
3829,263.76288,0,0,0,0,2.6084071,39.44794,0,0,0,39.147995,0,0,0,0
3830,263.75298,0,0,0,0,2.6083092,39.44646,0,0,0,39.146526,0,0,0,0
3831,263.74308,0,0,0,0,2.6082113,39.444979,0,0,0,39.145056,0,0,0,0
3832,263.73318,0,0,0,0,2.6081134,39.443498,0,0,0,39.143587,0,0,0,0
3833,263.72328,0,0,0,0,2.6080154,39.442018,0,0,0,39.142117,0,0,0,0
3834,263.71338,0,0,0,0,2.6079175,39.440537,0,0,0,39.140648,0,0,0,0
3835,263.70348,0,0,0,0,2.6078196,39.439056,0,0,0,39.139179,0,0,0,0
3836,263.69358,0,0,0,0,2.6077217,39.437576,0,0,0,39.137709,0,0,0,0
3837,263.68368,0,0,0,0,2.6076238,39.436095,0,0,0,39.13624,0,0,0,0
3838,263.67378,0,0,0,0,2.6075259,39.434614,0,0,0,39.13477,0,0,0,0
3839,263.66388,0,0,0,0,2.607428,39.433134,0,0,0,39.133301,0,0,0,0
3840,263.65398,0,0,0,0,2.6073301,39.431653,0,0,0,39.131831,0,0,0,0
3841,263.64408,0,0,0,0,2.6072322,39.430172,0,0,0,39.130362,0,0,0,0
3842,263.63418,0,0,0,0,2.6071343,39.428692,0,0,0,39.128893,0,0,0,0
3843,263.62428,0,0,0,0,2.6070364,39.427211,0,0,0,39.127423,0,0,0,0
3844,263.61438,0,0,0,0,2.6069385,39.42573,0,0,0,39.125954,0,0,0,0
3845,263.60448,0,0,0,0,2.6068406,39.42425,0,0,0,39.124484,0,0,0,0
3846,263.59458,0,0,0,0,2.6067427,39.422769,0,0,0,39.123015,0,0,0,0
3847,263.58468,0,0,0,0,2.6066448,39.421288,0,0,0,39.121546,0,0,0,0
3848,263.57478,0,0,0,0,2.6065469,39.419808,0,0,0,39.120076,0,0,0,0
3849,263.56488,0,0,0,0,2.6064489,39.418327,0,0,0,39.118607,0,0,0,0
3850,263.55498,0,0,0,0,2.606351,39.416846,0,0,0,39.117137,0,0,0,0
3851,263.54508,0,0,0,0,2.6062531,39.415366,0,0,0,39.115668,0,0,0,0
3852,263.53518,0,0,0,0,2.6061552,39.413885,0,0,0,39.114198,0,0,0,0
3853,263.52527,0,0,0,0,2.6060573,39.412404,0,0,0,39.112729,0,0,0,0
3854,263.51537,0,0,0,0,2.6059594,39.410924,0,0,0,39.11126,0,0,0,0
3855,263.50547,0,0,0,0,2.6058615,39.409443,0,0,0,39.10979,0,0,0,0
3856,263.49557,0,0,0,0,2.6057636,39.407962,0,0,0,39.108321,0,0,0,0
3857,263.48567,0,0,0,0,2.6056657,39.406482,0,0,0,39.106851,0,0,0,0
3858,263.47577,0,0,0,0,2.6055678,39.405001,0,0,0,39.105382,0,0,0,0
3859,263.46587,0,0,0,0,2.6054699,39.40352,0,0,0,39.103913,0,0,0,0
3860,263.45597,0,0,0,0,2.605372,39.40204,0,0,0,39.102443,0,0,0,0
3861,263.44607,0,0,0,0,2.6052741,39.400559,0,0,0,39.100974,0,0,0,0
3862,263.43617,0,0,0,0,2.6051762,39.399078,0,0,0,39.099504,0,0,0,0
3863,263.42627,0,0,0,0,2.6050783,39.397598,0,0,0,39.098035,0,0,0,0
3864,263.41637,0,0,0,0,2.6049804,39.396117,0,0,0,39.096566,0,0,0,0
3865,263.40647,0,0,0,0,2.6048824,39.394636,0,0,0,39.095096,0,0,0,0
3866,263.39657,0,0,0,0,2.6047845,39.393155,0,0,0,39.093627,0,0,0,0
3867,263.38667,0,0,0,0,2.6046866,39.391675,0,0,0,39.092157,0,0,0,0
3868,263.37677,0,0,0,0,2.6045887,39.390194,0,0,0,39.090688,0,0,0,0
3869,263.36687,0,0,0,0,2.6044908,39.388713,0,0,0,39.089218,0,0,0,0
3870,263.35697,0,0,0,0,2.6043929,39.387233,0,0,0,39.087749,0,0,0,0
3871,263.34707,0,0,0,0,2.604295,39.385752,0,0,0,39.08628,0,0,0,0
3872,263.33717,0,0,0,0,2.6041971,39.384271,0,0,0,39.08481,0,0,0,0
3873,263.32727,0,0,0,0,2.6040992,39.382791,0,0,0,39.083341,0,0,0,0
3874,263.31737,0,0,0,0,2.6040013,39.38131,0,0,0,39.081871,0,0,0,0
3875,263.30747,0,0,0,0,2.6039034,39.379829,0,0,0,39.080402,0,0,0,0
3876,263.29757,0,0,0,0,2.6038055,39.378349,0,0,0,39.078933,0,0,0,0
3877,263.28767,0,0,0,0,2.6037076,39.376868,0,0,0,39.077463,0,0,0,0
3878,263.27777,0,0,0,0,2.6036097,39.375387,0,0,0,39.075994,0,0,0,0
3879,263.26787,0,0,0,0,2.6035118,39.373907,0,0,0,39.074524,0,0,0,0
3880,263.25797,0,0,0,0,2.6034139,39.372426,0,0,0,39.073055,0,0,0,0
3881,263.24807,0,0,0,0,2.6033159,39.370945,0,0,0,39.071585,0,0,0,0
3882,263.23817,0,0,0,0,2.603218,39.369465,0,0,0,39.070116,0,0,0,0
3883,263.22827,0,0,0,0,2.6031201,39.367984,0,0,0,39.068647,0,0,0,0
3884,263.21837,0,0,0,0,2.6030222,39.366503,0,0,0,39.067177,0,0,0,0
3885,263.20847,0,0,0,0,2.6029243,39.365023,0,0,0,39.065708,0,0,0,0
3886,263.19856,0,0,0,0,2.6028264,39.363542,0,0,0,39.064238,0,0,0,0
3887,263.18866,0,0,0,0,2.6027285,39.362061,0,0,0,39.062769,0,0,0,0
3888,263.17876,0,0,0,0,2.6026306,39.360581,0,0,0,39.0613,0,0,0,0
3889,263.16886,0,0,0,0,2.6025327,39.3591,0,0,0,39.05983,0,0,0,0
3890,263.15896,0,0,0,0,2.6024348,39.357619,0,0,0,39.058361,0,0,0,0
3891,263.15462,0,0,0,0,2.6023919,39.35697,0,0,0,39.057717,0,0,0,0
3892,263.15029,0,0,0,0,2.602349,39.356321,0,0,0,39.057073,0,0,0,0
3893,263.14595,0,0,0,0,2.6023061,39.355672,0,0,0,39.056429,0,0,0,0
3894,263.14161,0,0,0,0,2.6022632,39.355024,0,0,0,39.055785,0,0,0,0
3895,263.13727,0,0,0,0,2.6022202,39.354375,0,0,0,39.055141,0,0,0,0
3896,263.13293,0,0,0,0,2.6021773,39.353726,0,0,0,39.054497,0,0,0,0
3897,263.12859,0,0,0,0,2.6021344,39.353077,0,0,0,39.053853,0,0,0,0
3898,263.12425,0,0,0,0,2.6020915,39.352428,0,0,0,39.053209,0,0,0,0
3899,263.11991,0,0,0,0,2.6020486,39.351779,0,0,0,39.052565,0,0,0,0
3900,263.11557,0,0,0,0,2.6020057,39.35113,0,0,0,39.051921,0,0,0,0
3901,263.11123,0,0,0,0,2.6019628,39.350481,0,0,0,39.051277,0,0,0,0
3902,263.1069,0,0,0,0,2.6019199,39.349832,0,0,0,39.050633,0,0,0,0
3903,263.10256,0,0,0,0,2.601877,39.349183,0,0,0,39.049989,0,0,0,0
3904,263.09822,0,0,0,0,2.6018341,39.348534,0,0,0,39.049345,0,0,0,0
3905,263.09388,0,0,0,0,2.6017912,39.347885,0,0,0,39.048701,0,0,0,0
3906,263.08954,0,0,0,0,2.6017482,39.347236,0,0,0,39.048057,0,0,0,0
3907,263.0852,0,0,0,0,2.6017053,39.346587,0,0,0,39.047413,0,0,0,0
3908,263.08086,0,0,0,0,2.6016624,39.345939,0,0,0,39.046769,0,0,0,0
3909,263.07652,0,0,0,0,2.6016195,39.34529,0,0,0,39.046125,0,0,0,0
3910,263.07218,0,0,0,0,2.6015766,39.344641,0,0,0,39.045481,0,0,0,0
3911,263.06784,0,0,0,0,2.6015337,39.343992,0,0,0,39.044837,0,0,0,0
3912,263.06351,0,0,0,0,2.6014908,39.343343,0,0,0,39.044193,0,0,0,0
3913,263.05917,0,0,0,0,2.6014479,39.342694,0,0,0,39.043549,0,0,0,0
3914,263.05483,0,0,0,0,2.601405,39.342045,0,0,0,39.042905,0,0,0,0
3915,263.05049,0,0,0,0,2.6013621,39.341396,0,0,0,39.042261,0,0,0,0
3916,263.04615,0,0,0,0,2.6013192,39.340747,0,0,0,39.041617,0,0,0,0
3917,263.04181,0,0,0,0,2.6012762,39.340098,0,0,0,39.040973,0,0,0,0
3918,263.03747,0,0,0,0,2.6012333,39.339449,0,0,0,39.040329,0,0,0,0
3919,263.03313,0,0,0,0,2.6011904,39.3388,0,0,0,39.039685,0,0,0,0
3920,263.02879,0,0,0,0,2.6011475,39.338151,0,0,0,39.039041,0,0,0,0
3921,263.02446,0,0,0,0,2.6011046,39.337502,0,0,0,39.038397,0,0,0,0
3922,263.02012,0,0,0,0,2.6010617,39.336854,0,0,0,39.037753,0,0,0,0
3923,263.01578,0,0,0,0,2.6010188,39.336205,0,0,0,39.037109,0,0,0,0
3924,263.01144,0,0,0,0,2.6009759,39.335556,0,0,0,39.036465,0,0,0,0
3925,263.0071,0,0,0,0,2.600933,39.334907,0,0,0,39.035821,0,0,0,0
3926,263.00276,0,0,0,0,2.6008901,39.334258,0,0,0,39.035177,0,0,0,0
3927,262.99842,0,0,0,0,2.6008472,39.333609,0,0,0,39.034533,0,0,0,0
3928,262.99408,0,0,0,0,2.6008042,39.33296,0,0,0,39.033889,0,0,0,0
3929,262.98974,0,0,0,0,2.6007613,39.332311,0,0,0,39.033245,0,0,0,0
3930,262.9854,0,0,0,0,2.6007184,39.331662,0,0,0,39.032601,0,0,0,0
3931,262.98107,0,0,0,0,2.6006755,39.331013,0,0,0,39.031957,0,0,0,0
3932,262.97673,0,0,0,0,2.6006326,39.330364,0,0,0,39.031313,0,0,0,0
3933,262.97239,0,0,0,0,2.6005897,39.329715,0,0,0,39.030669,0,0,0,0
3934,262.96805,0,0,0,0,2.6005468,39.329066,0,0,0,39.030025,0,0,0,0
3935,262.96371,0,0,0,0,2.6005039,39.328417,0,0,0,39.029381,0,0,0,0
3936,262.95937,0,0,0,0,2.600461,39.327769,0,0,0,39.028737,0,0,0,0
3937,262.95503,0,0,0,0,2.6004181,39.32712,0,0,0,39.028093,0,0,0,0
3938,262.95069,0,0,0,0,2.6003752,39.326471,0,0,0,39.027449,0,0,0,0
3939,262.94635,0,0,0,0,2.6003322,39.325822,0,0,0,39.026805,0,0,0,0
3940,262.94201,0,0,0,0,2.6002893,39.325173,0,0,0,39.026161,0,0,0,0
3941,262.93768,0,0,0,0,2.6002464,39.324524,0,0,0,39.025517,0,0,0,0
3942,262.93334,0,0,0,0,2.6002035,39.323875,0,0,0,39.024873,0,0,0,0
3943,262.929,0,0,0,0,2.6001606,39.323226,0,0,0,39.024229,0,0,0,0
3944,262.92466,0,0,0,0,2.6001177,39.322577,0,0,0,39.023585,0,0,0,0
3945,262.92032,0,0,0,0,2.6000748,39.321928,0,0,0,39.022941,0,0,0,0
3946,262.91598,0,0,0,0,2.6000319,39.321279,0,0,0,39.022297,0,0,0,0
3947,262.91164,0,0,0,0,2.599989,39.32063,0,0,0,39.021653,0,0,0,0
3948,262.9073,0,0,0,0,2.5999461,39.319981,0,0,0,39.021009,0,0,0,0
3949,262.90296,0,0,0,0,2.5999032,39.319332,0,0,0,39.020365,0,0,0,0
3950,262.89862,0,0,0,0,2.5998602,39.318684,0,0,0,39.019721,0,0,0,0
3951,262.89429,0,0,0,0,2.5998173,39.318035,0,0,0,39.019077,0,0,0,0
3952,262.88995,0,0,0,0,2.5997744,39.317386,0,0,0,39.018433,0,0,0,0
3953,262.88561,0,0,0,0,2.5997315,39.316737,0,0,0,39.017789,0,0,0,0
3954,262.88127,0,0,0,0,2.5996886,39.316088,0,0,0,39.017145,0,0,0,0
3955,262.87693,0,0,0,0,2.5996457,39.315439,0,0,0,39.016501,0,0,0,0
3956,262.87259,0,0,0,0,2.5996028,39.31479,0,0,0,39.015857,0,0,0,0
3957,262.86825,0,0,0,0,2.5995599,39.314141,0,0,0,39.015213,0,0,0,0
3958,262.86391,0,0,0,0,2.599517,39.313492,0,0,0,39.014569,0,0,0,0
3959,262.85957,0,0,0,0,2.5994741,39.312843,0,0,0,39.013925,0,0,0,0
3960,262.85524,0,0,0,0,2.5994312,39.312194,0,0,0,39.013281,0,0,0,0
3961,262.8509,0,0,0,0,2.5993883,39.311545,0,0,0,39.012637,0,0,0,0
3962,262.84656,0,0,0,0,2.5993453,39.310896,0,0,0,39.011993,0,0,0,0
3963,262.84222,0,0,0,0,2.5993024,39.310247,0,0,0,39.011349,0,0,0,0
3964,262.83788,0,0,0,0,2.5992595,39.309599,0,0,0,39.010705,0,0,0,0
3965,262.83354,0,0,0,0,2.5992166,39.30895,0,0,0,39.010061,0,0,0,0
3966,262.8292,0,0,0,0,2.5991737,39.308301,0,0,0,39.009417,0,0,0,0
3967,262.82486,0,0,0,0,2.5991308,39.307652,0,0,0,39.008773,0,0,0,0
3968,262.82052,0,0,0,0,2.5990879,39.307003,0,0,0,39.008129,0,0,0,0
3969,262.81618,0,0,0,0,2.599045,39.306354,0,0,0,39.007485,0,0,0,0
3970,262.81185,0,0,0,0,2.5990021,39.305705,0,0,0,39.006841,0,0,0,0
3971,262.80751,0,0,0,0,2.5989592,39.305056,0,0,0,39.006197,0,0,0,0
3972,262.80317,0,0,0,0,2.5989163,39.304407,0,0,0,39.005553,0,0,0,0
3973,262.79883,0,0,0,0,2.5988733,39.303758,0,0,0,39.004909,0,0,0,0
3974,262.79449,0,0,0,0,2.5988304,39.303109,0,0,0,39.004265,0,0,0,0
3975,262.79015,0,0,0,0,2.5987875,39.30246,0,0,0,39.003621,0,0,0,0
3976,262.78581,0,0,0,0,2.5987446,39.301811,0,0,0,39.002977,0,0,0,0
3977,262.78147,0,0,0,0,2.5987017,39.301162,0,0,0,39.002333,0,0,0,0
3978,262.77713,0,0,0,0,2.5986588,39.300514,0,0,0,39.001689,0,0,0,0
3979,262.77279,0,0,0,0,2.5986159,39.299865,0,0,0,39.001045,0,0,0,0
3980,262.76846,0,0,0,0,2.598573,39.299216,0,0,0,39.000401,0,0,0,0
3981,262.76412,0,0,0,0,2.5985301,39.298567,0,0,0,38.999757,0,0,0,0
3982,262.75978,0,0,0,0,2.5984872,39.297918,0,0,0,38.999113,0,0,0,0
3983,262.75544,0,0,0,0,2.5984443,39.297269,0,0,0,38.998469,0,0,0,0
3984,262.7511,0,0,0,0,2.5984013,39.29662,0,0,0,38.997825,0,0,0,0
3985,262.74676,0,0,0,0,2.5983584,39.295971,0,0,0,38.997181,0,0,0,0
3986,262.74242,0,0,0,0,2.5983155,39.295322,0,0,0,38.996537,0,0,0,0
3987,262.73808,0,0,0,0,2.5982726,39.294673,0,0,0,38.995893,0,0,0,0
3988,262.73374,0,0,0,0,2.5982297,39.294024,0,0,0,38.995249,0,0,0,0
3989,262.72941,0,0,0,0,2.5981868,39.293375,0,0,0,38.994605,0,0,0,0
3990,262.72507,0,0,0,0,2.5981439,39.292726,0,0,0,38.993961,0,0,0,0
3991,262.72073,0,0,0,0,2.598101,39.292077,0,0,0,38.993317,0,0,0,0
3992,262.71639,0,0,0,0,2.5980581,39.291429,0,0,0,38.992673,0,0,0,0
3993,262.71205,0,0,0,0,2.5980152,39.29078,0,0,0,38.992029,0,0,0,0
3994,262.70771,0,0,0,0,2.5979723,39.290131,0,0,0,38.991385,0,0,0,0
3995,262.70337,0,0,0,0,2.5979293,39.289482,0,0,0,38.990741,0,0,0,0
3996,262.69903,0,0,0,0,2.5978864,39.288833,0,0,0,38.990097,0,0,0,0
3997,262.69469,0,0,0,0,2.5978435,39.288184,0,0,0,38.989453,0,0,0,0
3998,262.69035,0,0,0,0,2.5978006,39.287535,0,0,0,38.988809,0,0,0,0
3999,262.68602,0,0,0,0,2.5977577,39.286886,0,0,0,38.988165,0,0,0,0
4000,262.68168,0,0,0,0,2.5977148,39.286237,0,0,0,38.987521,0,0,0,0
4001,262.66988,0,0,0,0,2.5975982,39.284473,0,0,0,38.985771,0,0,0,0
4002,262.65809,0,0,0,0,2.5974816,39.28271,0,0,0,38.984021,0,0,0,0
4003,262.6463,0,0,0,0,2.597365,39.280946,0,0,0,38.982271,0,0,0,0
4004,262.63451,0,0,0,0,2.5972483,39.279183,0,0,0,38.98052,0,0,0,0
4005,262.62272,0,0,0,0,2.5971317,39.277419,0,0,0,38.97877,0,0,0,0
4006,262.61092,0,0,0,0,2.5970151,39.275655,0,0,0,38.97702,0,0,0,0
4007,262.59913,0,0,0,0,2.5968985,39.273892,0,0,0,38.97527,0,0,0,0
4008,262.58734,0,0,0,0,2.5967819,39.272128,0,0,0,38.97352,0,0,0,0
4009,262.57555,0,0,0,0,2.5966653,39.270364,0,0,0,38.971769,0,0,0,0
4010,262.56375,0,0,0,0,2.5965486,39.268601,0,0,0,38.970019,0,0,0,0
4011,262.55196,0,0,0,0,2.596432,39.266837,0,0,0,38.968269,0,0,0,0
4012,262.54017,0,0,0,0,2.5963154,39.265074,0,0,0,38.966519,0,0,0,0
4013,262.52838,0,0,0,0,2.5961988,39.26331,0,0,0,38.964768,0,0,0,0
4014,262.51659,0,0,0,0,2.5960822,39.261546,0,0,0,38.963018,0,0,0,0
4015,262.50479,0,0,0,0,2.5959656,39.259783,0,0,0,38.961268,0,0,0,0
4016,262.493,0,0,0,0,2.5958489,39.258019,0,0,0,38.959518,0,0,0,0
4017,262.48121,0,0,0,0,2.5957323,39.256255,0,0,0,38.957768,0,0,0,0
4018,262.46942,0,0,0,0,2.5956157,39.254492,0,0,0,38.956017,0,0,0,0
4019,262.45762,0,0,0,0,2.5954991,39.252728,0,0,0,38.954267,0,0,0,0
4020,262.44583,0,0,0,0,2.5953825,39.250965,0,0,0,38.952517,0,0,0,0
