Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa)
10,-32.089985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41327764,-3.723498,-7.612259,-8.9247354,-3.3218379,0,0,0,0,0,0,0,-0.94806571,-7.4271076,-19.797243,-25.677224,-15.934894,-2.5910881,0,0,0,0,0,0,0,-4.2024986,-14.261397,-20.19189,-10.742733,0,0,0,0,0,0,0,0,0,-0.35426081,0,0,0,0,0,0,0,0,0,0,0,0
11,-32.018822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41236115,-3.7152407,-7.5953779,-8.9049436,-3.3144713,0,0,0,0,0,0,0,-0.94596325,-7.410637,-19.75334,-25.620282,-15.899557,-2.5853421,0,0,0,0,0,0,0,-4.193179,-14.22977,-20.147112,-10.71891,0,0,0,0,0,0,0,0,0,-0.3534752,0,0,0,0,0,0,0,0,0,0,0,0
12,-31.947658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41144465,-3.7069833,-7.5784967,-8.8851519,-3.3071047,0,0,0,0,0,0,0,-0.9438608,-7.3941665,-19.709437,-25.563339,-15.864219,-2.579596,0,0,0,0,0,0,0,-4.1838595,-14.198144,-20.102334,-10.695087,0,0,0,0,0,0,0,0,0,-0.35268958,0,0,0,0,0,0,0,0,0,0,0,0
13,-31.876494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41052816,-3.698726,-7.5616156,-8.8653602,-3.2997381,0,0,0,0,0,0,0,-0.94175834,-7.3776959,-19.665534,-25.506397,-15.828882,-2.5738499,0,0,0,0,0,0,0,-4.1745399,-14.166517,-20.057556,-10.671263,0,0,0,0,0,0,0,0,0,-0.35190396,0,0,0,0,0,0,0,0,0,0,0,0
14,-31.805331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40961166,-3.6904687,-7.5447345,-8.8455685,-3.2923715,0,0,0,0,0,0,0,-0.93965589,-7.3612254,-19.621631,-25.449454,-15.793544,-2.5681039,0,0,0,0,0,0,0,-4.1652203,-14.134891,-20.012778,-10.64744,0,0,0,0,0,0,0,0,0,-0.35111834,0,0,0,0,0,0,0,0,0,0,0,0
15,-31.734167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40869517,-3.6822114,-7.5278533,-8.8257767,-3.285005,0,0,0,0,0,0,0,-0.93755343,-7.3447548,-19.577729,-25.392512,-15.758206,-2.5623578,0,0,0,0,0,0,0,-4.1559008,-14.103264,-19.968,-10.623617,0,0,0,0,0,0,0,0,0,-0.35033272,0,0,0,0,0,0,0,0,0,0,0,0
16,-31.663004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40777867,-3.673954,-7.5109722,-8.805985,-3.2776384,0,0,0,0,0,0,0,-0.93545098,-7.3282843,-19.533826,-25.335569,-15.722869,-2.5566118,0,0,0,0,0,0,0,-4.1465812,-14.071638,-19.923222,-10.599793,0,0,0,0,0,0,0,0,0,-0.3495471,0,0,0,0,0,0,0,0,0,0,0,0
17,-31.59184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40686218,-3.6656967,-7.494091,-8.7861933,-3.2702718,0,0,0,0,0,0,0,-0.93334852,-7.3118137,-19.489923,-25.278627,-15.687531,-2.5508657,0,0,0,0,0,0,0,-4.1372616,-14.040011,-19.878443,-10.57597,0,0,0,0,0,0,0,0,0,-0.34876149,0,0,0,0,0,0,0,0,0,0,0,0
18,-31.520676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40594568,-3.6574394,-7.4772099,-8.7664015,-3.2629052,0,0,0,0,0,0,0,-0.93124607,-7.2953432,-19.44602,-25.221684,-15.652193,-2.5451196,0,0,0,0,0,0,0,-4.127942,-14.008385,-19.833665,-10.552147,0,0,0,0,0,0,0,0,0,-0.34797587,0,0,0,0,0,0,0,0,0,0,0,0
19,-31.449513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40502919,-3.6491821,-7.4603287,-8.7466098,-3.2555386,0,0,0,0,0,0,0,-0.92914361,-7.2788726,-19.402117,-25.164742,-15.616856,-2.5393736,0,0,0,0,0,0,0,-4.1186225,-13.976758,-19.788887,-10.528323,0,0,0,0,0,0,0,0,0,-0.34719025,0,0,0,0,0,0,0,0,0,0,0,0
20,-31.378349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40411269,-3.6409247,-7.4434476,-8.7268181,-3.248172,0,0,0,0,0,0,0,-0.92704116,-7.2624021,-19.358214,-25.1078,-15.581518,-2.5336275,0,0,0,0,0,0,0,-4.1093029,-13.945132,-19.744109,-10.5045,0,0,0,0,0,0,0,0,0,-0.34640463,0,0,0,0,0,0,0,0,0,0,0,0
21,-31.307186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4031962,-3.6326674,-7.4265664,-8.7070264,-3.2408054,0,0,0,0,0,0,0,-0.9249387,-7.2459315,-19.314311,-25.050857,-15.54618,-2.5278814,0,0,0,0,0,0,0,-4.0999833,-13.913506,-19.699331,-10.480676,0,0,0,0,0,0,0,0,0,-0.34561901,0,0,0,0,0,0,0,0,0,0,0,0
22,-31.236022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4022797,-3.6244101,-7.4096853,-8.6872346,-3.2334388,0,0,0,0,0,0,0,-0.92283624,-7.229461,-19.270408,-24.993915,-15.510843,-2.5221354,0,0,0,0,0,0,0,-4.0906638,-13.881879,-19.654553,-10.456853,0,0,0,0,0,0,0,0,0,-0.3448334,0,0,0,0,0,0,0,0,0,0,0,0
23,-31.164858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4013632,-3.6161527,-7.3928041,-8.6674429,-3.2260722,0,0,0,0,0,0,0,-0.92073379,-7.2129904,-19.226505,-24.936972,-15.475505,-2.5163893,0,0,0,0,0,0,0,-4.0813442,-13.850253,-19.609775,-10.43303,0,0,0,0,0,0,0,0,0,-0.34404778,0,0,0,0,0,0,0,0,0,0,0,0
24,-31.093695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40044671,-3.6078954,-7.375923,-8.6476512,-3.2187056,0,0,0,0,0,0,0,-0.91863133,-7.1965199,-19.182603,-24.88003,-15.440167,-2.5106432,0,0,0,0,0,0,0,-4.0720246,-13.818626,-19.564997,-10.409206,0,0,0,0,0,0,0,0,0,-0.34326216,0,0,0,0,0,0,0,0,0,0,0,0
25,-31.022531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39953021,-3.5996381,-7.3590418,-8.6278594,-3.211339,0,0,0,0,0,0,0,-0.91652888,-7.1800493,-19.1387,-24.823087,-15.40483,-2.5048972,0,0,0,0,0,0,0,-4.062705,-13.787,-19.520219,-10.385383,0,0,0,0,0,0,0,0,0,-0.34247654,0,0,0,0,0,0,0,0,0,0,0,0
26,-30.951368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39861372,-3.5913808,-7.3421607,-8.6080677,-3.2039724,0,0,0,0,0,0,0,-0.91442642,-7.1635788,-19.094797,-24.766145,-15.369492,-2.4991511,0,0,0,0,0,0,0,-4.0533855,-13.755373,-19.475441,-10.36156,0,0,0,0,0,0,0,0,0,-0.34169092,0,0,0,0,0,0,0,0,0,0,0,0
27,-30.880204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39769722,-3.5831234,-7.3252796,-8.588276,-3.1966058,0,0,0,0,0,0,0,-0.91232397,-7.1471082,-19.050894,-24.709202,-15.334155,-2.493405,0,0,0,0,0,0,0,-4.0440659,-13.723747,-19.430663,-10.337736,0,0,0,0,0,0,0,0,0,-0.34090531,0,0,0,0,0,0,0,0,0,0,0,0
28,-30.80904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39678073,-3.5748661,-7.3083984,-8.5684843,-3.1892392,0,0,0,0,0,0,0,-0.91022151,-7.1306377,-19.006991,-24.65226,-15.298817,-2.487659,0,0,0,0,0,0,0,-4.0347463,-13.69212,-19.385885,-10.313913,0,0,0,0,0,0,0,0,0,-0.34011969,0,0,0,0,0,0,0,0,0,0,0,0
29,-30.737877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39586423,-3.5666088,-7.2915173,-8.5486925,-3.1818726,0,0,0,0,0,0,0,-0.90811906,-7.1141671,-18.963088,-24.595317,-15.263479,-2.4819129,0,0,0,0,0,0,0,-4.0254268,-13.660494,-19.341107,-10.290089,0,0,0,0,0,0,0,0,0,-0.33933407,0,0,0,0,0,0,0,0,0,0,0,0
30,-30.666713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39494774,-3.5583515,-7.2746361,-8.5289008,-3.174506,0,0,0,0,0,0,0,-0.9060166,-7.0976966,-18.919185,-24.538375,-15.228142,-2.4761668,0,0,0,0,0,0,0,-4.0161072,-13.628868,-19.296329,-10.266266,0,0,0,0,0,0,0,0,0,-0.33854845,0,0,0,0,0,0,0,0,0,0,0,0
31,-30.59555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39403124,-3.5500941,-7.257755,-8.5091091,-3.1671394,0,0,0,0,0,0,0,-0.90391414,-7.081226,-18.875282,-24.481432,-15.192804,-2.4704208,0,0,0,0,0,0,0,-4.0067876,-13.597241,-19.251551,-10.242443,0,0,0,0,0,0,0,0,0,-0.33776283,0,0,0,0,0,0,0,0,0,0,0,0
32,-30.524386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39311475,-3.5418368,-7.2408738,-8.4893174,-3.1597728,0,0,0,0,0,0,0,-0.90181169,-7.0647555,-18.831379,-24.42449,-15.157466,-2.4646747,0,0,0,0,0,0,0,-3.997468,-13.565615,-19.206772,-10.218619,0,0,0,0,0,0,0,0,0,-0.33697721,0,0,0,0,0,0,0,0,0,0,0,0
33,-30.453222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39219825,-3.5335795,-7.2239927,-8.4695256,-3.1524062,0,0,0,0,0,0,0,-0.89970923,-7.0482849,-18.787477,-24.367547,-15.122129,-2.4589286,0,0,0,0,0,0,0,-3.9881485,-13.533988,-19.161994,-10.194796,0,0,0,0,0,0,0,0,0,-0.3361916,0,0,0,0,0,0,0,0,0,0,0,0
34,-30.382059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39128176,-3.5253221,-7.2071115,-8.4497339,-3.1450396,0,0,0,0,0,0,0,-0.89760678,-7.0318144,-18.743574,-24.310605,-15.086791,-2.4531826,0,0,0,0,0,0,0,-3.9788289,-13.502362,-19.117216,-10.170973,0,0,0,0,0,0,0,0,0,-0.33540598,0,0,0,0,0,0,0,0,0,0,0,0
35,-30.310895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39036526,-3.5170648,-7.1902304,-8.4299422,-3.137673,0,0,0,0,0,0,0,-0.89550432,-7.0153438,-18.699671,-24.253662,-15.051453,-2.4474365,0,0,0,0,0,0,0,-3.9695093,-13.470735,-19.072438,-10.147149,0,0,0,0,0,0,0,0,0,-0.33462036,0,0,0,0,0,0,0,0,0,0,0,0
36,-30.239732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38944876,-3.5088075,-7.1733492,-8.4101504,-3.1303064,0,0,0,0,0,0,0,-0.89340187,-6.9988733,-18.655768,-24.19672,-15.016116,-2.4416904,0,0,0,0,0,0,0,-3.9601897,-13.439109,-19.02766,-10.123326,0,0,0,0,0,0,0,0,0,-0.33383474,0,0,0,0,0,0,0,0,0,0,0,0
37,-30.168568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38853227,-3.5005502,-7.1564681,-8.3903587,-3.1229399,0,0,0,0,0,0,0,-0.89129941,-6.9824027,-18.611865,-24.139777,-14.980778,-2.4359444,0,0,0,0,0,0,0,-3.9508702,-13.407482,-18.982882,-10.099503,0,0,0,0,0,0,0,0,0,-0.33304912,0,0,0,0,0,0,0,0,0,0,0,0
38,-30.097404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38761577,-3.4922928,-7.1395869,-8.370567,-3.1155733,0,0,0,0,0,0,0,-0.88919696,-6.9659322,-18.567962,-24.082835,-14.94544,-2.4301983,0,0,0,0,0,0,0,-3.9415506,-13.375856,-18.938104,-10.075679,0,0,0,0,0,0,0,0,0,-0.33226351,0,0,0,0,0,0,0,0,0,0,0,0
39,-30.026241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38669928,-3.4840355,-7.1227058,-8.3507753,-3.1082067,0,0,0,0,0,0,0,-0.8870945,-6.9494616,-18.524059,-24.025892,-14.910103,-2.4244522,0,0,0,0,0,0,0,-3.932231,-13.34423,-18.893326,-10.051856,0,0,0,0,0,0,0,0,0,-0.33147789,0,0,0,0,0,0,0,0,0,0,0,0
40,-29.955077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38578278,-3.4757782,-7.1058247,-8.3309835,-3.1008401,0,0,0,0,0,0,0,-0.88499205,-6.9329911,-18.480156,-23.96895,-14.874765,-2.4187062,0,0,0,0,0,0,0,-3.9229115,-13.312603,-18.848548,-10.028032,0,0,0,0,0,0,0,0,0,-0.33069227,0,0,0,0,0,0,0,0,0,0,0,0
41,-29.883914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38486629,-3.4675209,-7.0889435,-8.3111918,-3.0934735,0,0,0,0,0,0,0,-0.88288959,-6.9165205,-18.436253,-23.912007,-14.839428,-2.4129601,0,0,0,0,0,0,0,-3.9135919,-13.280977,-18.80377,-10.004209,0,0,0,0,0,0,0,0,0,-0.32990665,0,0,0,0,0,0,0,0,0,0,0,0
42,-29.81275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38394979,-3.4592635,-7.0720624,-8.2914001,-3.0861069,0,0,0,0,0,0,0,-0.88078713,-6.90005,-18.392351,-23.855065,-14.80409,-2.4072141,0,0,0,0,0,0,0,-3.9042723,-13.24935,-18.758992,-9.9803857,0,0,0,0,0,0,0,0,0,-0.32912103,0,0,0,0,0,0,0,0,0,0,0,0
43,-29.741586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3830333,-3.4510062,-7.0551812,-8.2716083,-3.0787403,0,0,0,0,0,0,0,-0.87868468,-6.8835794,-18.348448,-23.798122,-14.768752,-2.401468,0,0,0,0,0,0,0,-3.8949527,-13.217724,-18.714214,-9.9565623,0,0,0,0,0,0,0,0,0,-0.32833542,0,0,0,0,0,0,0,0,0,0,0,0
44,-29.670423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3821168,-3.4427489,-7.0383001,-8.2518166,-3.0713737,0,0,0,0,0,0,0,-0.87658222,-6.8671089,-18.304545,-23.74118,-14.733415,-2.3957219,0,0,0,0,0,0,0,-3.8856332,-13.186097,-18.669436,-9.9327389,0,0,0,0,0,0,0,0,0,-0.3275498,0,0,0,0,0,0,0,0,0,0,0,0
45,-29.599259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38120031,-3.4344915,-7.0214189,-8.2320249,-3.0640071,0,0,0,0,0,0,0,-0.87447977,-6.8506383,-18.260642,-23.684237,-14.698077,-2.3899759,0,0,0,0,0,0,0,-3.8763136,-13.154471,-18.624658,-9.9089156,0,0,0,0,0,0,0,0,0,-0.32676418,0,0,0,0,0,0,0,0,0,0,0,0
46,-29.528096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38028381,-3.4262342,-7.0045378,-8.2122332,-3.0566405,0,0,0,0,0,0,0,-0.87237731,-6.8341678,-18.216739,-23.627295,-14.662739,-2.3842298,0,0,0,0,0,0,0,-3.866994,-13.122844,-18.57988,-9.8850922,0,0,0,0,0,0,0,0,0,-0.32597856,0,0,0,0,0,0,0,0,0,0,0,0
